,mass bin,1st Xoff,2nd Xoff,3rd Xoff,4th Xoff,full sample
0,1278052353426.92,2422.0,6670.0,11415.0,15672.0,36179.0
1,1309814502253.175,2441.0,6749.0,11307.0,15524.0,36021.0
2,1342108902195.609,2505.0,6821.0,11097.0,15480.0,35903.0
3,1373679061514.1956,2536.0,6707.0,10988.0,15301.0,35532.0
4,1405491634089.132,2558.0,6806.0,11003.0,14733.0,35100.0
5,1437657391640.867,2584.0,6700.0,10769.0,14393.0,34446.0
6,1474851858355.2825,3417.0,8889.0,14090.0,18580.0,44976.0
7,1512074204545.4546,2640.0,6674.0,10482.0,13580.0,33376.0
8,1549468460648.1482,3456.0,8510.0,13220.0,17187.0,42373.0
9,1586495263357.3323,2639.0,6408.0,9721.0,12299.0,31067.0
10,1623745579399.1416,3495.0,8516.0,12757.0,15842.0,40610.0
11,1666676421596.7834,3482.0,8458.0,12164.0,15339.0,39443.0
12,1709362402088.773,3447.0,8314.0,11721.0,14461.0,37943.0
13,1751963270777.48,3357.0,8056.0,11522.0,13780.0,36715.0
14,1794276148993.692,3329.0,7998.0,11094.0,13041.0,35462.0
15,1837027185340.943,3329.0,7770.0,10773.0,12385.0,34257.0
16,1879519779236.2769,3352.0,7830.0,10397.0,11979.0,33558.0
17,1927923652258.378,4118.0,9385.0,12492.0,14036.0,40031.0
18,1975781793061.099,3257.0,7347.0,9648.0,10592.0,30844.0
19,2023338436724.5657,4030.0,9240.0,11781.0,12385.0,37436.0
20,2070997588474.7886,3193.0,7116.0,8916.0,9465.0,28690.0
21,2118781535011.2136,4013.0,8792.0,10861.0,11140.0,34806.0
22,2172584668018.2463,3946.0,8595.0,10409.0,10552.0,33502.0
23,2225255223136.375,4011.0,8373.0,9966.0,9745.0,32095.0
24,2284214903129.657,4697.0,9874.0,11435.0,11151.0,37157.0
25,2342541325486.182,3908.0,7852.0,9026.0,8814.0,29600.0
26,2395967138523.761,3956.0,7713.0,8694.0,8237.0,28600.0
27,2454809403916.5054,4647.0,8953.0,10088.0,9248.0,32936.0
28,2518596426163.1826,4449.0,8987.0,9487.0,8820.0,31743.0
29,2581961866666.6665,4500.0,8613.0,9031.0,8084.0,30228.0
30,2646086989511.27,4481.0,8499.0,8658.0,7736.0,29374.0
31,2710075312855.5176,4395.0,8087.0,8337.0,7081.0,27900.0
32,2774236093857.833,4347.0,7835.0,8025.0,6817.0,27024.0
33,2843537921459.7383,5042.0,8888.0,8911.0,7423.0,30264.0
34,2911809026345.9336,4365.0,7573.0,7342.0,6041.0,25321.0
35,2981707466063.3486,4862.0,8434.0,8205.0,6650.0,28151.0
36,3056186995153.473,4952.0,8119.0,7785.0,6161.0,27017.0
37,3130392003231.0176,4952.0,7981.0,7428.0,5655.0,26016.0
38,3205163566362.7153,4935.0,7773.0,7023.0,5449.0,25180.0
39,3285114391077.5317,5559.0,8810.0,7686.0,5774.0,27829.0
40,3370460718232.0444,5430.0,8521.0,7342.0,5420.0,26713.0
41,3455321947593.3843,5381.0,8379.0,7167.0,5222.0,26149.0
42,3541214069619.0996,5487.0,8134.0,6729.0,4937.0,25287.0
43,3626291057656.996,5446.0,7956.0,6657.0,4501.0,24560.0
44,3710845518001.4697,5444.0,7837.0,6459.0,4244.0,23984.0
45,3801951294820.7173,6024.0,8584.0,7064.0,4689.0,26361.0
46,3897070994659.546,5992.0,8274.0,6603.0,4400.0,25269.0
47,3993596819551.389,5974.0,8368.0,6414.0,4226.0,24982.0
48,4088891952642.416,5828.0,7831.0,6157.0,3990.0,23806.0
49,4189685430566.3306,6445.0,8574.0,6489.0,4230.0,25738.0
50,4296513581847.65,6170.0,8264.0,6212.0,3884.0,24530.0
51,4403876394356.955,6096.0,7993.0,5765.0,3695.0,23549.0
52,4509633981712.386,6015.0,7465.0,5465.0,3587.0,22532.0
53,4621859981211.837,6387.0,7853.0,5602.0,3537.0,23379.0
54,4733346098795.602,5729.0,6739.0,4955.0,3064.0,20487.0
55,4845362135442.412,6069.0,7284.0,5201.0,3028.0,21582.0
56,4967594389689.158,6595.0,7558.0,5230.0,3327.0,22710.0
57,5089407902049.322,5758.0,6509.0,4493.0,2799.0,19559.0
58,5211972103142.627,6205.0,6884.0,4665.0,2780.0,20534.0
59,5340718256911.666,5932.0,6589.0,4205.0,2597.0,19323.0
60,5473435820663.978,6446.0,6781.0,4248.0,2486.0,19961.0
61,5611582126841.769,6244.0,6352.0,4040.0,2326.0,18962.0
62,5750466977295.832,5902.0,6114.0,3728.0,2186.0,17930.0
63,5889034365957.447,5875.0,5659.0,3576.0,1994.0,17104.0
64,6031552228992.944,6236.0,5899.0,3587.0,1962.0,17684.0
65,6182022685810.811,5920.0,5557.0,3302.0,1797.0,16576.0
66,6335470569366.4795,6235.0,5672.0,3258.0,1788.0,16953.0
67,6490190897620.765,5548.0,5129.0,2889.0,1498.0,15064.0
68,6650387989267.677,6336.0,5492.0,3071.0,1622.0,16521.0
69,6814737023851.904,5618.0,4869.0,2772.0,1362.0,14621.0
70,6979630948305.375,5842.0,5022.0,2719.0,1333.0,14916.0
71,7150054794046.383,5778.0,4780.0,2560.0,1141.0,14259.0
72,7324877274299.551,5782.0,4753.0,2481.0,1180.0,14196.0
73,7506518254105.445,5785.0,4497.0,2321.0,1043.0,13646.0
74,7694492600782.446,5879.0,4515.0,2329.0,1046.0,13769.0
75,7884257458369.851,5705.0,4254.0,2210.0,973.0,13142.0
76,8078448148820.327,5510.0,4027.0,1950.0,820.0,12307.0
77,8272495992844.365,5590.0,4011.0,1926.0,858.0,12385.0
78,8482270308993.613,5793.0,4013.0,1887.0,819.0,12512.0
79,8687952466196.915,5251.0,3696.0,1686.0,718.0,11351.0
80,8901033129563.594,5889.0,3898.0,1712.0,666.0,12165.0
81,9120260982986.768,5290.0,3523.0,1508.0,636.0,10957.0
82,9343605986418.871,5596.0,3563.0,1651.0,588.0,11398.0
83,9578041992223.662,5401.0,3479.0,1475.0,560.0,10915.0
