,mass bin,1st Xoff,2nd Xoff,3rd Xoff,4th Xoff,all realizations
0,1277931693852.749,108884.0,299695.0,498327.0,684472.0,1591378.0
1,1309855587825.2275,110449.0,300684.0,496231.0,681331.0,1588695.0
2,1341780972571.7322,112382.0,301293.0,494388.0,673517.0,1581580.0
3,1373714651652.7583,112920.0,300345.0,488445.0,664127.0,1565837.0
4,1405630058293.1274,113317.0,300203.0,479765.0,649607.0,1542892.0
5,1437584372886.7969,113999.0,297954.0,473684.0,634567.0,1520204.0
6,1474817032126.7056,151502.0,395005.0,617546.0,818534.0,1982587.0
7,1512123131644.1587,113999.0,293053.0,451681.0,592824.0,1451557.0
8,1549354454055.5586,152599.0,385320.0,587614.0,760602.0,1886135.0
9,1586691018880.3428,113886.0,285912.0,429906.0,549879.0,1379583.0
10,1623895026841.0017,152578.0,375790.0,558559.0,700830.0,1787757.0
11,1666479616125.6785,152337.0,370560.0,539531.0,669858.0,1732286.0
12,1709085323147.378,150557.0,365632.0,522078.0,639327.0,1677594.0
13,1751692817245.995,150662.0,360457.0,506009.0,606344.0,1623472.0
14,1794287724764.3342,149341.0,354083.0,489346.0,578043.0,1570813.0
15,1836878986694.158,148701.0,346531.0,473063.0,548325.0,1516620.0
16,1879481080788.2773,148375.0,341122.0,457282.0,520761.0,1467540.0
17,1927339271347.9512,184938.0,417891.0,551534.0,614657.0,1769020.0
18,1975330944298.9436,146279.0,327182.0,425363.0,465744.0,1364568.0
19,2023178112027.2852,181686.0,401293.0,511778.0,550055.0,1644812.0
20,2071137551732.6494,144907.0,314604.0,394440.0,416523.0,1270474.0
21,2118998756683.9688,178702.0,384703.0,473829.0,492235.0,1529469.0
22,2172249715328.625,177803.0,374391.0,456666.0,464724.0,1473584.0
23,2225505645509.202,177380.0,367403.0,437222.0,436379.0,1418384.0
24,2284029285272.853,210767.0,429465.0,501156.0,490879.0,1632267.0
25,2342662808604.5977,174042.0,348119.0,400748.0,384662.0,1307571.0
