,mass bin,1st Xoff,2nd Xoff,3rd Xoff,4th Xoff,all realizations
0,1277916853827.9465,170156.0,432783.0,652017.0,775200.0,2030156.0
1,1309837736996.3435,170226.0,431194.0,643832.0,759579.0,2004831.0
2,1341750973945.5605,170746.0,428006.0,631440.0,740144.0,1970336.0
3,1373673163564.4478,170854.0,422343.0,616550.0,718717.0,1928464.0
4,1405603106361.193,169822.0,417323.0,602981.0,694716.0,1884842.0
5,1437579879501.9775,170340.0,413366.0,588406.0,672012.0,1844124.0
6,1474795271883.8762,225371.0,541763.0,760930.0,856787.0,2384851.0
7,1512095338981.1216,167676.0,399981.0,551951.0,613102.0,1732710.0
8,1549312645672.6304,223275.0,523108.0,712046.0,780582.0,2239011.0
9,1586655673635.8965,166724.0,384958.0,516955.0,556529.0,1625166.0
10,1623868570148.3416,221299.0,504563.0,665646.0,703828.0,2095336.0
11,1666474467624.2463,219117.0,493214.0,640141.0,665417.0,2017889.0
12,1709052365620.5645,217668.0,482241.0,615872.0,626923.0,1942704.0
13,1751664187834.56,215631.0,471181.0,592382.0,592198.0,1871392.0
14,1794282002274.0083,214191.0,462556.0,568245.0,559986.0,1804978.0
15,1836868768968.3064,211924.0,451944.0,547888.0,527655.0,1739411.0
16,1879473402814.4375,209983.0,441540.0,526389.0,497754.0,1675666.0
17,1927338467944.2844,260413.0,539190.0,628641.0,584333.0,2012577.0
18,1975328345096.684,206437.0,421988.0,482977.0,437776.0,1549178.0
19,2023170229468.6938,255531.0,513017.0,577824.0,513924.0,1860296.0
20,2071133151322.3816,202662.0,400559.0,443167.0,385395.0,1431783.0
21,2118996217141.0745,251717.0,488591.0,531364.0,454012.0,1725684.0
22,2172260599411.8057,248112.0,474445.0,506752.0,425511.0,1654820.0
23,2225497226000.7095,246967.0,461680.0,483783.0,397693.0,1590123.0
24,2284007278117.65,291712.0,539954.0,552108.0,443289.0,1827063.0
25,2342671366943.595,241363.0,436954.0,437613.0,343285.0,1459215.0
26,2395911866279.3843,239359.0,426529.0,420286.0,323122.0,1409296.0
27,2454452976145.9043,286622.0,498882.0,481078.0,363087.0,1629669.0
28,2518380750688.8745,287221.0,487919.0,458790.0,337476.0,1571406.0
29,2582255670816.899,286950.0,478910.0,440498.0,315691.0,1522049.0
30,2646210704846.2246,289335.0,471240.0,421887.0,295447.0,1477909.0
31,2710079348603.47,288183.0,462250.0,405770.0,277985.0,1434188.0
32,2773965279157.4243,289506.0,457358.0,392895.0,260616.0,1400375.0
33,2843130175024.932,339339.0,523067.0,441073.0,286627.0,1590106.0
34,2912424353822.201,289565.0,438154.0,363652.0,232044.0,1323415.0
35,2981577238825.78,336221.0,501660.0,407676.0,253979.0,1499536.0
36,3056101728067.476,333787.0,487146.0,390890.0,240210.0,1452033.0
37,3130653889158.897,329045.0,472793.0,372426.0,226576.0,1400840.0
38,3205196790000.625,325692.0,458330.0,355304.0,214693.0,1354019.0
39,3285027795466.5244,364498.0,502460.0,384646.0,229105.0,1480709.0
40,3370156987862.2773,359139.0,481560.0,362355.0,212658.0,1415712.0
41,3455279649260.317,349627.0,460692.0,340334.0,198212.0,1348865.0
42,3540518944060.795,342782.0,440623.0,320142.0,183743.0,1287290.0
43,3625707193947.625,335374.0,422059.0,300298.0,170760.0,1228491.0
44,3710906026912.507,327153.0,403415.0,281657.0,158756.0,1170981.0
45,3801378059327.9966,360345.0,431525.0,296228.0,164881.0,1252979.0
46,3897185586734.749,350390.0,410100.0,275264.0,151111.0,1186865.0
47,3993053028494.9688,341975.0,390982.0,257448.0,138024.0,1128429.0
48,4088851961896.389,332089.0,373244.0,239042.0,125971.0,1070346.0
49,4189972321340.3286,360456.0,391420.0,246876.0,127878.0,1126630.0
50,4296435908861.5,351524.0,372884.0,229816.0,117049.0,1071273.0
51,4402934004528.996,341328.0,352811.0,212961.0,106324.0,1013424.0
52,4509471972368.896,332577.0,335105.0,197825.0,96233.0,961740.0
53,4621216422680.608,355353.0,350107.0,202349.0,96302.0,1004111.0
54,4733122713629.7705,314152.0,301809.0,170563.0,79432.0,865956.0
55,4844822405996.789,336536.0,315355.0,174391.0,79935.0,906217.0
56,4967239050806.985,356691.0,325236.0,176267.0,78665.0,936859.0
57,5089888556783.111,316396.0,282140.0,150116.0,64476.0,813128.0
58,5212162304907.848,336032.0,291326.0,151998.0,63515.0,842871.0
59,5339991081533.736,327103.0,276761.0,140920.0,57327.0,802111.0
60,5473063565857.843,344022.0,282608.0,140479.0,55773.0,822882.0
61,5611556136028.752,332500.0,265898.0,129682.0,50078.0,778158.0
62,5750148768525.981,323651.0,251556.0,120350.0,45306.0,740863.0
63,5888411318616.062,313607.0,238062.0,110897.0,40621.0,703187.0
64,6032146106889.821,327857.0,240880.0,110841.0,39655.0,719233.0
65,6181174411045.857,317302.0,227913.0,102261.0,35213.0,682689.0
66,6335522988556.47,329369.0,229731.0,101086.0,34068.0,694254.0
67,6490111688389.743,298300.0,202187.0,86974.0,28629.0,616090.0
68,6649714308180.732,330594.0,218004.0,91448.0,28886.0,668932.0
69,6814826242512.291,300262.0,191932.0,79594.0,24363.0,596151.0
70,6979767469361.3125,310756.0,192697.0,77976.0,23118.0,604547.0
71,7150247269452.985,300461.0,181555.0,71452.0,20721.0,574189.0
72,7325851640462.732,309386.0,181201.0,69859.0,19605.0,580051.0
73,7506971533247.657,300029.0,169388.0,64042.0,17338.0,550797.0
74,7693239422282.972,307289.0,168789.0,62436.0,16322.0,554836.0
75,7884848914167.013,298882.0,158120.0,57062.0,14515.0,528579.0
76,8076623148483.397,288640.0,149008.0,52291.0,13083.0,503022.0
77,8273500651381.163,294802.0,146487.0,50317.0,12249.0,503855.0
78,8481163107948.184,299859.0,145243.0,48226.0,11274.0,504602.0
79,8689070154993.996,275665.0,128359.0,42397.0,9347.0,455768.0
80,8901659888907.834,294327.0,133100.0,42430.0,9205.0,479062.0
81,9120153450607.227,270659.0,118079.0,37020.0,7586.0,433344.0
82,9343645648635.797,288191.0,121173.0,36622.0,7504.0,453490.0
83,9577806702594.57,278086.0,112550.0,33087.0,6618.0,430341.0
84,9812497939404.373,269855.0,104877.0,30167.0,5710.0,410609.0
