,mass bin,1st Xoff,2nd Xoff,3rd Xoff,4th Xoff,all realizations
0,1277918833857.4224,138392.0,367246.0,586906.0,754863.0,1847407.0
1,1309831663859.6726,139768.0,367083.0,581254.0,744808.0,1832913.0
2,1341767213977.0515,140271.0,366279.0,571433.0,731898.0,1809881.0
3,1373685761278.3289,140220.0,364149.0,564551.0,714035.0,1782955.0
4,1405618946443.373,140941.0,358986.0,552204.0,694619.0,1746750.0
5,1437589242788.8674,140271.0,355763.0,540781.0,672810.0,1709625.0
6,1474796403144.401,187426.0,469286.0,702666.0,863492.0,2222870.0
7,1512099332422.462,140119.0,346903.0,511243.0,621917.0,1620182.0
8,1549325842344.5793,186529.0,455641.0,661973.0,792861.0,2097004.0
9,1586655841999.2786,139144.0,337186.0,481882.0,568440.0,1526652.0
10,1623877593796.9106,184561.0,442500.0,624068.0,724257.0,1975386.0
11,1666482879563.283,183891.0,434854.0,600987.0,685932.0,1905664.0
12,1709071776047.6423,182972.0,425440.0,578768.0,648013.0,1835193.0
13,1751691257121.2234,181688.0,417824.0,560427.0,615403.0,1775342.0
14,1794288284175.3367,180372.0,409653.0,538916.0,581933.0,1710874.0
15,1836877453960.318,179900.0,400873.0,520734.0,550384.0,1651891.0
16,1879469944910.0376,178947.0,393748.0,501688.0,521370.0,1595753.0
17,1927336893172.4827,220942.0,481267.0,602587.0,613933.0,1918729.0
18,1975332462164.359,175721.0,376879.0,462552.0,462288.0,1477440.0
19,2023176228492.668,218387.0,461385.0,555291.0,542990.0,1778053.0
20,2071134691080.5923,173169.0,359827.0,427144.0,409457.0,1369597.0
21,2118996571223.1768,214519.0,441228.0,512260.0,480545.0,1648552.0
22,2172236832941.1943,212904.0,428680.0,490339.0,453726.0,1585649.0
23,2225513503636.9517,210422.0,420021.0,469913.0,425233.0,1525589.0
24,2284039810033.941,250641.0,489656.0,536978.0,476506.0,1753781.0
25,2342670815028.9507,207323.0,395178.0,427664.0,370439.0,1400604.0
26,2395921309474.7686,205805.0,385576.0,409878.0,349985.0,1351244.0
27,2454395426154.54,243706.0,451804.0,469886.0,392618.0,1558014.0
28,2518335645175.959,241340.0,437949.0,447726.0,366562.0,1493577.0
29,2582271782503.7744,238424.0,425342.0,426425.0,342838.0,1433029.0
30,2646172052285.0415,237128.0,416220.0,406849.0,321351.0,1381548.0
31,2710022038052.8516,236746.0,405367.0,389113.0,301356.0,1332582.0
32,2773914837348.871,234749.0,395695.0,373319.0,283347.0,1287110.0
33,2843137275790.0205,274411.0,454349.0,417445.0,309729.0,1455934.0
34,2912417457582.883,235689.0,381888.0,343267.0,248379.0,1209223.0
35,2981605809976.9194,275863.0,437124.0,385531.0,272589.0,1371107.0
36,3056155586955.6445,276457.0,429653.0,372850.0,257834.0,1336794.0
37,3130701189989.464,278435.0,423728.0,357659.0,242619.0,1302441.0
38,3205291756491.4385,277129.0,415695.0,346060.0,229326.0,1268210.0
39,3285045570828.909,314845.0,464212.0,379306.0,248232.0,1406595.0
40,3370220191988.969,310660.0,452083.0,363154.0,233974.0,1359871.0
41,3455399708850.23,308265.0,436227.0,348393.0,220872.0,1313757.0
42,3540591232079.8555,303212.0,424268.0,331985.0,208886.0,1268351.0
43,3625764627743.5454,297702.0,407713.0,316286.0,197472.0,1219173.0
