,mass bin,1st Xoff,2nd Xoff,3rd Xoff,4th Xoff,all realizations
0,1277905522630.0579,183765.0,457490.0,672324.0,763167.0,2076746.0
1,1309828819144.2002,184587.0,456069.0,660307.0,747873.0,2048836.0
2,1341752956325.188,183557.0,450760.0,646644.0,728916.0,2009877.0
3,1373674854254.8577,184425.0,445803.0,633412.0,704864.0,1968504.0
4,1405605129753.6746,183769.0,440626.0,616467.0,683051.0,1923913.0
5,1437578857413.4497,182734.0,435271.0,600806.0,657189.0,1876000.0
6,1474780312162.0088,242844.0,570824.0,775267.0,838922.0,2427857.0
7,1512113604042.046,180619.0,419521.0,561253.0,598408.0,1759801.0
8,1549333866175.0896,240193.0,549244.0,725156.0,760630.0,2275223.0
9,1586661527278.9822,179035.0,404492.0,524194.0,543215.0,1650936.0
10,1623866478823.5193,236823.0,528516.0,674553.0,686525.0,2126417.0
11,1666463350294.9373,234984.0,515376.0,648029.0,647592.0,2045981.0
12,1709075181332.6313,232453.0,504399.0,622405.0,608399.0,1967656.0
13,1751663919988.6853,230250.0,493388.0,596332.0,573663.0,1893633.0
14,1794267303213.4763,228626.0,482016.0,574341.0,540649.0,1825632.0
15,1836883015676.786,226577.0,470474.0,550981.0,509318.0,1757350.0
16,1879478130487.4148,224949.0,460982.0,528816.0,478935.0,1693682.0
17,1927329485872.4543,278458.0,562018.0,633067.0,561886.0,2035429.0
18,1975344241826.281,219971.0,436780.0,483611.0,420428.0,1560790.0
19,2023180082443.6506,271991.0,532813.0,578289.0,494552.0,1877645.0
20,2071125772653.1467,215825.0,414217.0,442468.0,371346.0,1443856.0
21,2118988465139.8252,266679.0,505500.0,529477.0,435844.0,1737500.0
22,2172234847749.3462,264572.0,491431.0,505274.0,406177.0,1667454.0
23,2225513624359.3315,262204.0,478313.0,481184.0,379255.0,1600956.0
24,2284017695644.01,311372.0,556050.0,549790.0,423155.0,1840367.0
25,2342660307759.16,257846.0,451866.0,435697.0,328521.0,1473930.0
26,2395949515630.2905,256852.0,441683.0,417606.0,307668.0,1423809.0
27,2454441572974.7334,308479.0,519626.0,480281.0,345717.0,1654103.0
28,2518361571416.0405,309278.0,508955.0,458752.0,322717.0,1599702.0
29,2582307048577.2295,309451.0,500197.0,439548.0,300168.0,1549364.0
30,2646199344811.119,311280.0,491686.0,422449.0,282565.0,1507980.0
31,2710062824197.0044,310433.0,483598.0,408298.0,265655.0,1467984.0
32,2773972433596.287,311523.0,475737.0,393097.0,249231.0,1429588.0
33,2843146769151.1846,363428.0,541083.0,440705.0,274223.0,1619439.0
34,2912381931299.881,308866.0,453669.0,361590.0,221339.0,1345464.0
35,2981532247725.6836,356803.0,514834.0,404983.0,242867.0,1519487.0
36,3056113477668.405,353613.0,497926.0,385584.0,228940.0,1466063.0
37,3130628871119.022,347580.0,480143.0,365572.0,214073.0,1407368.0
38,3205136842218.0967,340445.0,462101.0,346397.0,201372.0,1350315.0
39,3284921737043.1216,382551.0,506047.0,373728.0,213698.0,1476024.0
40,3370114835849.6626,373546.0,483772.0,348096.0,198085.0,1403499.0
41,3455309721894.6826,366194.0,460765.0,325603.0,182939.0,1335501.0
42,3540519448572.2935,355754.0,439076.0,304497.0,168473.0,1267800.0
43,3625674430075.432,347332.0,419405.0,284625.0,155552.0,1206914.0
44,3710879968593.024,339727.0,399758.0,265523.0,143149.0,1148157.0
45,3801357194190.406,372547.0,428549.0,278108.0,147508.0,1226712.0
46,3897191992615.2676,362732.0,407288.0,258912.0,134544.0,1163476.0
47,3993066276725.3916,353316.0,385346.0,240188.0,123730.0,1102580.0
48,4088852068035.047,344357.0,365876.0,223637.0,111933.0,1045803.0
49,4189966253486.423,370334.0,384944.0,229437.0,112969.0,1097684.0
50,4296489013531.353,360951.0,364970.0,214080.0,102400.0,1042401.0
51,4402995326871.764,351918.0,345303.0,197376.0,92321.0,986918.0
52,4509541046576.619,341866.0,327847.0,182885.0,83775.0,936373.0
53,4621261119439.935,364094.0,341407.0,186841.0,82909.0,975251.0
54,4733125377816.126,322458.0,292693.0,157392.0,68022.0,840565.0
55,4844881001088.19,345451.0,305940.0,160833.0,67674.0,879898.0
56,4967236850214.5,366209.0,314468.0,161083.0,66232.0,907992.0
57,5089808130702.642,323677.0,272780.0,136545.0,54802.0,787804.0
58,5212239194042.976,342915.0,281347.0,137889.0,53848.0,815999.0
59,5340087493517.846,333746.0,266011.0,127363.0,48078.0,775198.0
60,5472995121629.161,350550.0,271258.0,126762.0,46757.0,795327.0
61,5611544505593.576,339975.0,255028.0,117282.0,41973.0,754258.0
62,5749858019163.33,329255.0,241673.0,107593.0,37158.0,715679.0
63,5888462384311.688,319038.0,227038.0,99811.0,33606.0,679493.0
64,6032081950244.994,332712.0,229759.0,98931.0,32458.0,693860.0
65,6181170764992.355,321470.0,217765.0,90254.0,28756.0,658245.0
66,6335513496123.508,334819.0,218257.0,89876.0,27670.0,670622.0
67,6490138885000.837,301874.0,191728.0,76400.0,22967.0,592969.0
68,6649628808184.519,335351.0,205516.0,80984.0,23358.0,645209.0
69,6814780236868.024,302479.0,180575.0,69500.0,19410.0,571964.0
70,6979809789417.541,313891.0,181457.0,67888.0,18341.0,581577.0
71,7150277646739.959,304272.0,170671.0,61934.0,16398.0,553275.0
72,7325829151729.684,312645.0,169312.0,60550.0,15261.0,557768.0
73,7506965065577.067,302295.0,158857.0,55246.0,13409.0,529807.0
74,7693271562224.847,309254.0,157135.0,53437.0,12800.0,532626.0
75,7884843178117.498,298376.0,146490.0,48993.0,11170.0,505029.0
76,8076589274108.349,287947.0,137490.0,44178.0,9786.0,479401.0
77,8273612897593.575,295233.0,135921.0,43000.0,9006.0,483160.0
78,8481263416471.086,300251.0,132325.0,40865.0,8418.0,481859.0
79,8688897905451.413,275807.0,117730.0,34941.0,7033.0,435511.0
80,8901813737795.81,292909.0,120893.0,35502.0,6890.0,456194.0
81,9120256791157.775,270295.0,106608.0,30472.0,5559.0,412934.0
82,9343738175488.926,287396.0,109236.0,30510.0,5489.0,432631.0
83,9577781867595.729,277673.0,100673.0,27022.0,4732.0,410100.0
84,9812385188884.941,267407.0,93858.0,24307.0,4034.0,389606.0
85,10051785500342.041,269371.0,90665.0,22877.0,3772.0,386685.0
86,10296957859686.318,260894.0,83071.0,20596.0,3329.0,367890.0
87,10552251616838.254,273324.0,83587.0,20219.0,3242.0,380372.0
88,10813098109556.201,252449.0,74018.0,17038.0,2710.0,346215.0
89,11073981603421.752,253469.0,70876.0,16343.0,2528.0,343216.0
90,11345379575029.602,254471.0,67734.0,15087.0,2214.0,339506.0
91,11627671773598.045,253266.0,63964.0,13903.0,2009.0,333142.0
92,11915569941329.568,244832.0,58454.0,12267.0,1813.0,317366.0
93,12208094336677.318,245694.0,55286.0,11246.0,1671.0,313897.0
94,12511354569542.43,244447.0,52069.0,10631.0,1571.0,308718.0
95,12820565704489.549,233205.0,47118.0,9311.0,1442.0,291076.0
96,13134674759752.85,232939.0,44270.0,8283.0,1296.0,286788.0
97,13454157358225.994,224209.0,39579.0,7465.0,1170.0,272423.0
98,13783812314101.984,229076.0,38601.0,7133.0,1215.0,276025.0
99,14124709758357.578,220076.0,34640.0,6434.0,1097.0,262247.0
100,14470417190055.547,217051.0,32299.0,5808.0,1025.0,256183.0
101,14827390661000.87,215333.0,29122.0,5425.0,982.0,250862.0
102,15195282281889.615,211788.0,26896.0,5040.0,1003.0,244727.0
103,15567653878610.562,204200.0,23938.0,4388.0,921.0,233447.0
104,15950452161442.328,206673.0,22342.0,4328.0,945.0,234288.0
105,16344490079858.834,196206.0,19969.0,3950.0,890.0,221015.0
106,16744299744702.223,192384.0,18074.0,3724.0,861.0,215043.0
107,17154528904153.902,189605.0,16186.0,3491.0,930.0,210212.0
108,17574896868975.28,186019.0,14739.0,3302.0,825.0,204885.0
109,18005811891853.977,182351.0,13237.0,3160.0,834.0,199582.0
110,18452711060560.973,181907.0,12399.0,3100.0,857.0,198263.0
111,18911006276072.207,172088.0,10929.0,2882.0,842.0,186741.0
112,19374627465769.64,168554.0,9486.0,2795.0,802.0,181637.0
113,19848253787985.906,164299.0,8927.0,2775.0,808.0,176809.0
114,20338088265210.45,164146.0,8338.0,2685.0,812.0,175981.0
115,20837826060690.273,154750.0,7495.0,2532.0,752.0,165529.0
116,21348759829299.86,153455.0,6997.0,2547.0,797.0,163796.0
117,21876729673763.91,147747.0,6325.0,2519.0,841.0,157432.0
118,22414303359528.49,143520.0,5895.0,2520.0,765.0,152700.0
119,22962635172863.84,139710.0,5655.0,2510.0,768.0,148643.0
120,23526614880308.773,137546.0,5345.0,2462.0,773.0,146126.0
121,24107080379687.98,131429.0,5133.0,2422.0,815.0,139799.0
122,24697285578536.324,126628.0,4956.0,2345.0,773.0,134702.0
123,25304519225233.688,124219.0,4671.0,2305.0,819.0,132014.0
124,25929007888790.723,120267.0,4544.0,2305.0,787.0,127903.0
125,26567336972617.324,117329.0,4504.0,2303.0,797.0,124933.0
126,27220998538679.332,112923.0,4358.0,2308.0,850.0,120439.0
127,27891155483953.023,110505.0,4257.0,2411.0,762.0,117935.0
128,28579748134112.6,105318.0,4060.0,2298.0,737.0,112413.0
129,29282402714891.07,103015.0,4168.0,2281.0,743.0,110207.0
130,30001004283441.438,99145.0,4060.0,2293.0,725.0,106223.0
131,30735804803062.824,96502.0,3951.0,2216.0,765.0,103434.0
132,31491321525094.594,92812.0,4019.0,2297.0,774.0,99902.0
133,32269197869038.566,89101.0,3924.0,2190.0,798.0,96013.0
134,33062334524544.363,85689.0,3777.0,2109.0,768.0,92343.0
135,33876072116226.152,84650.0,3838.0,2187.0,733.0,91408.0
136,34713370649427.51,81243.0,3777.0,2097.0,745.0,87862.0
137,35564816871605.58,78360.0,3774.0,2152.0,780.0,85066.0
138,36437705235860.7,74398.0,3686.0,2111.0,785.0,80980.0
139,37330895552680.31,72124.0,3702.0,2231.0,777.0,78834.0
140,38247380422677.305,69981.0,3615.0,1985.0,742.0,76323.0
141,39188836080195.96,68777.0,3590.0,2021.0,728.0,75116.0
142,40156648176533.13,65894.0,3568.0,2183.0,772.0,72417.0
143,41144590253206.945,62384.0,3479.0,2092.0,724.0,68679.0
144,42153968767237.65,60924.0,3368.0,2013.0,772.0,67077.0
145,43197167544242.27,58145.0,3362.0,1939.0,746.0,64192.0
146,44253739283024.31,56464.0,3271.0,1928.0,738.0,62401.0
147,45345614649525.46,55143.0,3377.0,1980.0,717.0,61217.0
148,46461926320119.29,52413.0,3270.0,1931.0,733.0,58347.0
149,47600341808569.94,49907.0,3096.0,1913.0,697.0,55613.0
150,48772879046059.29,48640.0,3167.0,1877.0,659.0,54343.0
151,49975921411863.95,46532.0,3197.0,1748.0,681.0,52158.0
152,51200039410235.55,45001.0,2994.0,1699.0,699.0,50393.0
153,52458212853628.54,43319.0,3015.0,1805.0,641.0,48780.0
154,53750131405850.13,41825.0,2951.0,1833.0,672.0,47281.0
155,55073979459120.06,39366.0,2864.0,1767.0,597.0,44594.0
156,56422474201531.02,38192.0,2796.0,1664.0,587.0,43239.0
157,57813416842755.055,37206.0,2683.0,1606.0,624.0,42119.0
158,59233499851315.85,35447.0,2626.0,1682.0,599.0,40354.0
159,60692020709833.35,34500.0,2591.0,1591.0,623.0,39305.0
160,62185261934859.2,32506.0,2524.0,1565.0,586.0,37181.0
161,63718014490710.72,30955.0,2491.0,1441.0,584.0,35471.0
162,65282682621844.83,30002.0,2403.0,1437.0,546.0,34388.0
163,66889235669549.66,29079.0,2435.0,1487.0,529.0,33530.0
164,68531057362142.836,28127.0,2327.0,1469.0,520.0,32443.0
165,70215205958253.03,26425.0,2315.0,1381.0,492.0,30613.0
166,71944420936620.44,25298.0,2275.0,1411.0,505.0,29489.0
167,73725043108895.6,24605.0,2112.0,1261.0,508.0,28486.0
168,75532580716660.52,23151.0,2143.0,1304.0,472.0,27070.0
169,77386300392423.22,22725.0,2079.0,1223.0,475.0,26502.0
170,79291903696303.7,21288.0,2095.0,1165.0,477.0,25025.0
171,81242156044869.12,20529.0,2051.0,1075.0,415.0,24070.0
172,83241221817076.88,19611.0,1953.0,1042.0,431.0,23037.0
173,85291398160610.14,18871.0,1970.0,1044.0,405.0,22290.0
174,87387257152268.02,17860.0,2000.0,1007.0,385.0,21252.0
175,89533206450357.55,17332.0,1902.0,970.0,353.0,20557.0
176,91740231593038.83,16346.0,1815.0,927.0,334.0,19422.0
177,93990090884456.97,15446.0,1734.0,912.0,360.0,18452.0
178,96304719163724.62,15115.0,1793.0,869.0,351.0,18128.0
179,98669388789984.5,14468.0,1783.0,853.0,309.0,17413.0
180,101101603669613.66,13736.0,1720.0,765.0,293.0,16514.0
181,103596558249935.84,12786.0,1758.0,744.0,300.0,15588.0
182,106135502670542.89,12225.0,1633.0,676.0,257.0,14791.0
183,108748558310376.5,11553.0,1651.0,691.0,262.0,14157.0
184,111426126640468.6,10976.0,1629.0,631.0,251.0,13487.0
185,114141666792652.5,10724.0,1608.0,679.0,218.0,13229.0
186,116972293685526.73,10332.0,1563.0,665.0,236.0,12796.0
187,119848654465344.86,9474.0,1512.0,605.0,211.0,11802.0
188,122788621208101.17,9010.0,1475.0,602.0,220.0,11307.0
189,125801655913978.5,8490.0,1413.0,563.0,229.0,10695.0
190,128918085190297.77,8044.0,1410.0,523.0,165.0,10142.0
191,132065433915976.69,7671.0,1410.0,516.0,186.0,9783.0
192,135302936882782.31,7288.0,1359.0,491.0,178.0,9316.0
193,138652335976100.2,6635.0,1408.0,499.0,161.0,8703.0
194,142047998817267.88,6431.0,1401.0,466.0,157.0,8455.0
195,145559283221141.88,6078.0,1310.0,472.0,162.0,8022.0
196,149150660052910.06,5721.0,1254.0,447.0,138.0,7560.0
197,152797266885425.22,5544.0,1214.0,394.0,162.0,7314.0
198,156542970501474.94,5040.0,1210.0,408.0,122.0,6780.0
