,mass bin,1st Xoff,2nd Xoff,3rd Xoff,4th Xoff,all realizations
0,1277889536438.8782,225939.0,499053.0,624841.0,611354.0,1961187.0
1,1309822938936.2483,225543.0,494803.0,608230.0,592677.0,1921253.0
2,1341737777768.2925,224617.0,486837.0,592608.0,570207.0,1874269.0
3,1373668435366.3044,224495.0,477786.0,575131.0,546395.0,1823807.0
4,1405596277441.6992,222068.0,468919.0,554406.0,523713.0,1769106.0
5,1437567040764.781,221238.0,461373.0,535371.0,498332.0,1716314.0
6,1474758059911.197,293504.0,600823.0,685488.0,628765.0,2208580.0
7,1512092502116.7166,217653.0,438475.0,491506.0,444175.0,1591809.0
8,1549311590056.4165,288641.0,570942.0,626597.0,557848.0,2044028.0
9,1586644895650.5166,213513.0,418052.0,449334.0,392707.0,1473606.0
10,1623863110839.8877,282348.0,541666.0,572008.0,493365.0,1889387.0
11,1666446416747.9128,278535.0,526234.0,543677.0,459102.0,1807548.0
12,1709054103229.1504,274611.0,510984.0,516346.0,426856.0,1728797.0
13,1751644663966.6794,272442.0,495777.0,489793.0,397047.0,1655059.0
14,1794260613400.6196,268631.0,481360.0,467903.0,369943.0,1587837.0
15,1836865599817.6428,266228.0,466173.0,443884.0,346486.0,1522771.0
16,1879469027325.1584,263400.0,453922.0,421790.0,323206.0,1462318.0
17,1927309596588.155,325282.0,549330.0,500844.0,373749.0,1749205.0
18,1975316729116.1587,257103.0,425243.0,379232.0,277106.0,1338684.0
19,2023147603355.8416,317106.0,514017.0,449248.0,320722.0,1601093.0
20,2071119578978.687,251500.0,399631.0,340559.0,239079.0,1230769.0
21,2118991046721.6414,310773.0,482860.0,404580.0,278711.0,1476924.0
22,2172255221963.7866,307292.0,469491.0,381939.0,258046.0,1416768.0
23,2225511183228.0977,303440.0,453962.0,362350.0,239149.0,1358901.0
24,2284017839303.514,361621.0,527917.0,409394.0,264996.0,1563928.0
25,2342675126040.6143,300513.0,426977.0,323164.0,204960.0,1255614.0
26,2395948801787.403,299569.0,415402.0,308871.0,190425.0,1214267.0
27,2454474861975.9976,356319.0,485264.0,351798.0,213162.0,1406543.0
28,2518376474398.794,355680.0,470812.0,333547.0,196810.0,1356849.0
29,2582255991751.3696,351435.0,457289.0,314760.0,182521.0,1306005.0
30,2646148012793.224,350363.0,443808.0,297786.0,169063.0,1261020.0
31,2710030676923.9233,344354.0,427401.0,281398.0,158090.0,1211243.0
32,2773882474221.5825,339531.0,410424.0,267225.0,146192.0,1163372.0
33,2842984231889.622,388253.0,459998.0,291222.0,158768.0,1298241.0
34,2912323290261.9634,326384.0,375374.0,232949.0,125539.0,1060246.0
35,2981417075090.2485,371965.0,415883.0,254695.0,135319.0,1177862.0
36,3055988373507.9233,361603.0,393942.0,235574.0,123817.0,1114936.0
37,3130534409688.4854,351472.0,372130.0,219151.0,113647.0,1056400.0
38,3205068993251.425,341902.0,352263.0,201186.0,103538.0,998889.0
39,3284881100043.0464,379190.0,379146.0,212314.0,106617.0,1077267.0
40,3370048608285.5366,365875.0,355266.0,194750.0,96134.0,1012025.0
41,3455222555924.038,356025.0,332866.0,177567.0,86888.0,953346.0
42,3540443034722.804,343357.0,313765.0,163284.0,77620.0,898026.0
43,3625620089993.7,332383.0,292834.0,149672.0,70059.0,844948.0
44,3710887137588.888,321900.0,276363.0,137511.0,63112.0,798886.0
45,3801275506671.7124,350022.0,290298.0,141251.0,63157.0,844728.0
46,3897110278923.2886,337675.0,272168.0,128912.0,55657.0,794412.0
47,3993007846325.608,327043.0,254524.0,117796.0,50083.0,749446.0
48,4088821714376.3545,314172.0,238411.0,108531.0,44520.0,705634.0
49,4189878795089.166,337427.0,247203.0,109616.0,43786.0,738032.0
50,4296402064532.917,323904.0,229887.0,99453.0,38437.0,691681.0
51,4402888562840.246,313312.0,214911.0,90722.0,34259.0,653204.0
52,4509419384040.892,301278.0,200360.0,82957.0,30411.0,615006.0
53,4621162646189.691,318883.0,204888.0,82898.0,29566.0,636235.0
54,4733186905707.1045,279252.0,174691.0,68610.0,23494.0,546047.0
55,4844770387068.678,295693.0,179351.0,68965.0,23071.0,567080.0
56,4967203730334.063,309854.0,182047.0,67964.0,22040.0,581905.0
57,5089790259722.24,272209.0,154391.0,57100.0,17682.0,501382.0
58,5212184203709.167,286167.0,157102.0,56120.0,17112.0,516501.0
59,5339942344436.511,274755.0,145535.0,50963.0,14851.0,486104.0
60,5472910646589.1045,285064.0,147333.0,50545.0,14128.0,497070.0
61,5611427016862.247,273449.0,135927.0,45222.0,12303.0,466901.0
62,5749844393680.26,262562.0,125714.0,40752.0,10922.0,439950.0
63,5888273773542.728,251918.0,116663.0,36846.0,9467.0,414894.0
64,6032091797138.28,260354.0,116116.0,36023.0,9116.0,421609.0
65,6181064776382.615,248963.0,107441.0,32349.0,7660.0,396413.0
66,6335476798795.597,255101.0,106055.0,31071.0,7179.0,399406.0
67,6490143121581.945,228849.0,91202.0,26303.0,5820.0,352174.0
68,6649617745953.362,249923.0,96013.0,26775.0,5826.0,378537.0
69,6814703217671.258,224983.0,82938.0,22866.0,4673.0,335460.0
70,6979702261355.655,229587.0,82219.0,21519.0,4437.0,337762.0
71,7150276560028.926,219052.0,75589.0,19559.0,3855.0,318055.0
72,7325811891220.922,222346.0,73287.0,18292.0,3452.0,317377.0
73,7506848641254.36,212486.0,67270.0,16297.0,2936.0,298989.0
74,7693055642749.247,215220.0,65213.0,15427.0,2709.0,298569.0
75,7884920248109.38,205022.0,59305.0,13587.0,2285.0,280199.0
76,8076560970456.203,197227.0,54658.0,12078.0,2015.0,265978.0
77,8273416937887.561,197372.0,52357.0,11246.0,1726.0,262701.0
78,8481055009743.892,198416.0,49684.0,10479.0,1584.0,260163.0
79,8688763579617.069,179633.0,43599.0,8761.0,1261.0,233254.0
80,8901684946254.3,189655.0,42938.0,8646.0,1199.0,242438.0
81,9120128695772.123,171539.0,37629.0,7235.0,1082.0,217485.0
82,9343781878817.385,180365.0,37538.0,7092.0,945.0,225940.0
83,9577865738580.0,171167.0,33653.0,6053.0,817.0,211690.0
84,9811828978310.816,163907.0,29927.0,5246.0,697.0,199777.0
85,10051604794328.84,162601.0,28331.0,4842.0,729.0,196503.0
86,10296554309771.05,154680.0,25259.0,4302.0,560.0,184801.0
87,10551994783480.14,160130.0,24864.0,4041.0,555.0,189590.0
88,10812876001004.656,146270.0,20975.0,3428.0,530.0,171203.0
89,11073793728426.912,144390.0,19326.0,3257.0,481.0,167454.0
90,11345532330468.879,142636.0,17700.0,2936.0,459.0,163731.0
91,11627545685773.32,140034.0,16157.0,2578.0,460.0,159229.0
92,11914869620573.805,132865.0,14385.0,2355.0,411.0,150016.0
93,12207816670085.47,130686.0,13050.0,2140.0,374.0,146250.0
94,12510953631390.568,128543.0,11925.0,1959.0,342.0,142769.0
95,12820246108518.043,120631.0,10311.0,1750.0,355.0,133047.0
96,13133693065715.96,118251.0,9291.0,1650.0,396.0,129588.0
97,13453286812410.69,111979.0,7946.0,1509.0,332.0,121766.0
98,13783979570699.244,113395.0,7472.0,1443.0,308.0,122618.0
99,14124699834046.643,106445.0,6453.0,1298.0,294.0,114490.0
100,14469837691977.23,104373.0,5773.0,1296.0,290.0,111732.0
101,14826896174812.38,100576.0,5057.0,1214.0,285.0,107132.0
102,15194371588179.107,97640.0,4576.0,1116.0,315.0,103647.0
103,15566915127186.336,92207.0,4108.0,1064.0,273.0,97652.0
104,15949737289362.143,91637.0,3772.0,1030.0,291.0,96730.0
105,16344647811507.236,86203.0,3218.0,948.0,287.0,90656.0
106,16743405679677.297,82317.0,2928.0,999.0,275.0,86519.0
107,17154067160087.719,80090.0,2616.0,911.0,287.0,83904.0
108,17574059900125.154,77152.0,2384.0,914.0,251.0,80701.0
109,18005669578662.543,74324.0,2185.0,870.0,231.0,77610.0
110,18452182862132.38,72259.0,2168.0,887.0,273.0,75587.0
111,18910401169343.477,68000.0,1899.0,851.0,230.0,70980.0
112,19373015744894.344,64911.0,1842.0,750.0,265.0,67768.0
113,19847331494359.45,61918.0,1738.0,820.0,234.0,64710.0
114,20336831460674.156,60959.0,1686.0,786.0,204.0,63635.0
115,20838278775114.5,57249.0,1551.0,773.0,253.0,59826.0
116,21347829660183.285,55391.0,1513.0,817.0,222.0,57943.0
117,21874117107851.098,52962.0,1485.0,747.0,225.0,55419.0
118,22411969464486.285,50225.0,1390.0,697.0,217.0,52529.0
119,22961497568304.93,48258.0,1380.0,706.0,238.0,50582.0
120,23524667091836.734,47036.0,1410.0,724.0,222.0,49392.0
121,24104547570392.996,44276.0,1262.0,736.0,215.0,46489.0
122,24697724684627.14,41642.0,1269.0,721.0,205.0,43837.0
123,25305109127311.27,40299.0,1281.0,692.0,183.0,42455.0
124,25927287285036.57,38430.0,1212.0,640.0,190.0,40472.0
125,26567357115160.914,36668.0,1210.0,602.0,205.0,38685.0
126,27222243336503.19,34837.0,1150.0,616.0,202.0,36805.0
127,27891498601837.586,33124.0,1055.0,649.0,218.0,35046.0
128,28581608808910.715,31457.0,1142.0,594.0,205.0,33398.0
129,29283332450748.62,29885.0,1050.0,599.0,191.0,31725.0
130,29998664980493.29,28457.0,1046.0,570.0,173.0,30246.0
131,30735680700306.125,27358.0,1009.0,544.0,162.0,29073.0
132,31493322137734.69,25987.0,1011.0,586.0,165.0,27749.0
133,32268215059897.32,24585.0,975.0,543.0,192.0,26295.0
134,33062788739837.4,22987.0,903.0,541.0,169.0,24600.0
135,33875588151380.383,22176.0,968.0,523.0,167.0,23834.0
136,34710100891265.598,20886.0,893.0,519.0,142.0,22440.0
137,35562122552234.61,19750.0,910.0,528.0,158.0,21346.0
138,36438370603571.25,18842.0,808.0,510.0,169.0,20329.0
139,37327541280100.07,17723.0,823.0,484.0,156.0,19186.0
140,38245237395770.06,16709.0,811.0,459.0,130.0,18109.0
141,39187514216922.73,16008.0,809.0,466.0,161.0,17444.0
142,40157948428202.2,15229.0,792.0,454.0,162.0,16637.0
143,41145039107577.9,14287.0,708.0,456.0,147.0,15598.0
144,42154755139179.08,13530.0,757.0,413.0,137.0,14837.0
145,43187901828612.41,12726.0,666.0,414.0,139.0,13945.0
146,44254018100912.586,11978.0,757.0,386.0,138.0,13259.0
147,45342259099804.305,11613.0,668.0,381.0,113.0,12775.0
148,46460647682342.055,10776.0,604.0,378.0,129.0,11887.0
149,47599775015592.98,10163.0,608.0,357.0,95.0,11223.0
150,48769315633672.52,9701.0,645.0,348.0,116.0,10810.0
151,49973851160944.63,9105.0,559.0,298.0,116.0,10078.0
152,51205679201680.67,8579.0,586.0,266.0,89.0,9520.0
153,52460429599291.56,8081.0,550.0,314.0,89.0,9034.0
154,53749725800690.555,7456.0,572.0,298.0,73.0,8399.0
155,55065407522295.46,6886.0,476.0,275.0,100.0,7737.0
156,56408973646256.72,6773.0,505.0,267.0,82.0,7627.0
157,57816596990197.43,6471.0,448.0,241.0,83.0,7243.0
158,59222173622704.51,5804.0,480.0,240.0,65.0,6589.0
159,60683096361080.74,5627.0,462.0,230.0,84.0,6403.0
160,62181559159663.87,5236.0,449.0,200.0,65.0,5950.0
161,63713789871086.555,4760.0,417.0,191.0,62.0,5430.0
162,65271254438987.53,4611.0,430.0,182.0,71.0,5294.0
163,66892870324702.016,4221.0,420.0,168.0,57.0,4866.0
164,68535210771276.59,3920.0,377.0,157.0,58.0,4512.0
165,70204641251448.44,3722.0,370.0,168.0,55.0,4315.0
166,71949677706376.67,3506.0,317.0,174.0,49.0,4046.0
167,73716851282051.28,3195.0,340.0,127.0,43.0,3705.0
168,75528319943820.22,3032.0,364.0,119.0,45.0,3560.0
169,77381347097546.38,2844.0,298.0,150.0,50.0,3342.0
170,79283164499349.81,2610.0,316.0,115.0,35.0,3076.0
171,81257284090909.1,2462.0,289.0,112.0,41.0,2904.0
172,83215531180400.89,2269.0,287.0,110.0,28.0,2694.0
173,85311048670756.64,2069.0,256.0,90.0,30.0,2445.0
174,87357751971954.42,1892.0,265.0,90.0,35.0,2282.0
175,89507446924829.16,1790.0,283.0,92.0,30.0,2195.0
176,91722725814536.34,1652.0,237.0,81.0,25.0,1995.0
177,94004912087912.1,1493.0,207.0,94.0,26.0,1820.0
178,96273516393442.62,1504.0,230.0,72.0,24.0,1830.0
179,98662014030612.25,1286.0,204.0,63.0,15.0,1568.0
180,101110236914600.55,1158.0,208.0,65.0,21.0,1452.0
181,103569165424739.19,1073.0,185.0,57.0,27.0,1342.0
182,106124521604938.27,1015.0,203.0,55.0,23.0,1296.0
183,108713436754176.61,999.0,185.0,62.0,11.0,1257.0
184,111411906542056.08,859.0,153.0,46.0,12.0,1070.0
185,114162917073170.73,818.0,149.0,47.0,11.0,1025.0
186,116966057385759.83,710.0,164.0,49.0,18.0,941.0
187,119810424311926.61,666.0,143.0,47.0,16.0,872.0
188,122860452729693.73,568.0,136.0,36.0,11.0,751.0
189,125829161931818.19,525.0,128.0,41.0,10.0,704.0
190,128952584434654.92,525.0,106.0,42.0,8.0,681.0
191,132088737864077.67,466.0,112.0,32.0,8.0,618.0
192,135314132653061.22,446.0,103.0,34.0,5.0,588.0
193,138599054545454.55,386.0,126.0,30.0,8.0,550.0
194,142050613107822.4,332.0,98.0,34.0,9.0,473.0
195,145581546134663.34,293.0,84.0,20.0,4.0,401.0
196,149106971279373.38,281.0,75.0,23.0,4.0,383.0
197,152747315789473.7,269.0,86.0,22.0,3.0,380.0
198,156482383720930.22,242.0,80.0,18.0,4.0,344.0
