,mass bin,1st Xoff,2nd Xoff,3rd Xoff,4th Xoff,all realizations
0,1277925841028.9387,125908.0,337684.0,551414.0,731337.0,1746343.0
1,1309840655719.0325,126871.0,339172.0,547497.0,724796.0,1738336.0
2,1341777563725.547,128360.0,337580.0,540968.0,713752.0,1720660.0
3,1373697262897.241,128826.0,337153.0,532119.0,698002.0,1696100.0
4,1405621880185.1643,129405.0,334306.0,522628.0,681284.0,1667623.0
5,1437592381377.9248,129070.0,332197.0,512955.0,661638.0,1635860.0
6,1474784289387.047,171509.0,435701.0,666197.0,849867.0,2123274.0
7,1512118504749.617,129098.0,325096.0,488140.0,613980.0,1556314.0
8,1549331693333.6453,171368.0,425949.0,633124.0,786043.0,2016484.0
9,1586667593296.7654,128530.0,316186.0,460947.0,564431.0,1470094.0
10,1623883952715.742,170943.0,415099.0,596721.0,720020.0,1902783.0
11,1666495860408.6702,169950.0,407946.0,576924.0,685724.0,1840544.0
12,1709082775004.074,169592.0,399234.0,558798.0,650269.0,1777893.0
13,1751707004092.5127,169072.0,393658.0,538905.0,615661.0,1717296.0
14,1794288232599.2722,167439.0,385559.0,521009.0,584847.0,1658854.0
15,1836878352555.4053,166689.0,378506.0,502775.0,553480.0,1601450.0
16,1879470714821.5955,165164.0,371199.0,485214.0,525243.0,1546820.0
17,1927328129543.6829,205163.0,455867.0,582426.0,618277.0,1861733.0
18,1975341140795.5728,163176.0,355791.0,449207.0,467000.0,1435174.0
19,2023169993314.7415,201744.0,435614.0,538134.0,550690.0,1726182.0
20,2071138557821.8987,161049.0,340787.0,413661.0,415989.0,1331486.0
21,2119007975888.5967,200163.0,417225.0,497651.0,490661.0,1605700.0
22,2172246168392.811,197657.0,408379.0,478147.0,459904.0,1544087.0
23,2225513092545.7515,196273.0,398019.0,458185.0,433231.0,1485708.0
24,2284009132103.078,233943.0,464419.0,525381.0,485478.0,1709221.0
25,2342658144391.5825,192870.0,376797.0,418005.0,379000.0,1366672.0
26,2395911256046.77,191685.0,367427.0,400832.0,358112.0,1318056.0
27,2454413390399.544,226584.0,429696.0,460064.0,402340.0,1518684.0
28,2518333165528.2803,224729.0,416995.0,437477.0,376374.0,1455575.0
29,2582236751004.459,222044.0,404440.0,417492.0,352182.0,1396158.0
30,2646132772870.0825,219549.0,394563.0,399847.0,330302.0,1344261.0
31,2710008338399.353,217622.0,384277.0,381129.0,308900.0,1291928.0
32,2773888268662.93,215220.0,374124.0,363578.0,290585.0,1243507.0
33,2843122637301.16,249758.0,425107.0,405751.0,317249.0,1397865.0
34,2912371869350.0117,213365.0,355374.0,331979.0,255245.0,1155963.0
35,2981575555850.567,248772.0,404558.0,371688.0,279065.0,1304083.0
36,3056120993498.605,248328.0,396865.0,356492.0,262059.0,1263744.0
37,3130679662960.343,248919.0,390323.0,342983.0,246971.0,1229196.0
38,3205309181402.3037,249676.0,384152.0,330126.0,232824.0,1196778.0
39,3285116713800.637,285882.0,431155.0,364584.0,251104.0,1332725.0
40,3370256546036.572,285441.0,421622.0,351588.0,236522.0,1295173.0
41,3455456594852.0635,283368.0,412622.0,337485.0,223604.0,1257079.0
42,3540628826618.94,281031.0,402426.0,324612.0,211637.0,1219706.0
43,3625788940261.9517,278849.0,391187.0,311243.0,200711.0,1181990.0
44,3711008649573.6216,273791.0,379281.0,297567.0,190608.0,1141247.0
45,3801484636440.914,303236.0,412617.0,320844.0,203159.0,1239856.0
46,3897257618711.224,296758.0,395114.0,303415.0,190911.0,1186198.0
47,3993163770603.379,291246.0,380100.0,286351.0,180161.0,1137858.0
48,4088929426765.5444,284583.0,365744.0,271105.0,168858.0,1090290.0
49,4190024044733.415,309097.0,388153.0,284801.0,174755.0,1156806.0
50,4296499104527.4194,301333.0,370680.0,267960.0,162805.0,1102778.0
51,4403011928757.374,294394.0,354686.0,250189.0,151872.0,1051141.0
52,4509539497157.793,287297.0,337356.0,235179.0,141025.0,1000857.0
53,4621245905158.583,308134.0,354584.0,242254.0,143422.0,1048394.0
54,4733125936474.417,273588.0,307001.0,205820.0,120615.0,907024.0
55,4844762338467.755,293114.0,321407.0,212528.0,122870.0,949919.0
56,4967272828928.278,310469.0,334977.0,216802.0,122634.0,984882.0
57,5089875033810.401,276738.0,291540.0,184523.0,104186.0,856987.0
58,5212314882925.258,294061.0,303873.0,189866.0,104323.0,892123.0
59,5340138352012.443,286102.0,287540.0,176727.0,95584.0,845953.0
60,5473115880197.292,301448.0,296421.0,178056.0,94971.0,870896.0
61,5611540252565.488,293570.0,280725.0,165673.0,86352.0,826320.0
62,5750038049105.336,284595.0,266832.0,155427.0,78644.0,785498.0
63,5888513839639.745,277054.0,254155.0,144761.0,72135.0,748105.0
64,6032185841970.821,289607.0,259017.0,145591.0,70807.0,765022.0
65,6181262023732.5205,282272.0,246562.0,135219.0,64523.0,728576.0
66,6335663913604.049,293054.0,248525.0,134799.0,63139.0,739517.0
67,6490189560817.058,265632.0,221173.0,117207.0,53664.0,657676.0
68,6649748623430.414,295474.0,239770.0,124853.0,55922.0,716019.0
69,6814802356790.207,268505.0,211477.0,109269.0,47717.0,636968.0
70,6979860191458.203,277364.0,214579.0,107890.0,46051.0,645884.0
71,7150264400239.307,271099.0,203873.0,100579.0,41970.0,617521.0
72,7325958491145.892,278562.0,204130.0,98970.0,40610.0,622272.0
73,7506969369373.117,270371.0,193342.0,92254.0,36463.0,592430.0
74,7693318250408.848,277527.0,193908.0,90659.0,34890.0,596984.0
75,7885013297219.282,269501.0,182958.0,84577.0,31474.0,568510.0
76,8076570267036.113,261216.0,173376.0,78772.0,28570.0,541934.0
77,8273623883894.647,267364.0,172223.0,76464.0,27579.0,543630.0
78,8481182782082.334,272767.0,171387.0,74659.0,26166.0,544979.0
79,8688779775008.256,251791.0,153741.0,65753.0,22505.0,493790.0
80,8901898398078.385,270367.0,160079.0,67494.0,22435.0,520375.0
81,9120194434209.545,250089.0,143412.0,59680.0,19061.0,472242.0
82,9343779171904.861,264674.0,148793.0,60450.0,19287.0,493204.0
83,9578147713573.738,256728.0,139957.0,55777.0,17113.0,469575.0
84,9812350023794.709,248989.0,132133.0,51192.0,15313.0,447627.0
85,10051857655065.604,252629.0,129026.0,50136.0,14260.0,446051.0
86,10297065244007.041,245212.0,122045.0,45542.0,12742.0,425541.0
87,10552223087649.057,258567.0,124725.0,46127.0,12367.0,441786.0
88,10813089019376.693,238910.0,111732.0,40689.0,10750.0,402081.0
89,11073988241060.756,241641.0,109341.0,39100.0,9784.0,399866.0
90,11345773269996.797,243339.0,107260.0,36439.0,9363.0,396401.0
91,11627637416034.352,245548.0,103551.0,35228.0,8542.0,392869.0
92,11915114514401.127,237045.0,97508.0,32112.0,7646.0,374311.0
93,12208124552795.25,237413.0,93824.0,30509.0,6933.0,368679.0
94,12511468254491.33,238066.0,90682.0,29024.0,6374.0,364146.0
95,12820131939452.148,230757.0,84902.0,26521.0,5578.0,347758.0
96,13134327377236.102,229905.0,81492.0,24637.0,5129.0,341163.0
97,13453915278787.936,222710.0,75904.0,22770.0,4473.0,325857.0
98,13784071688433.82,230465.0,75214.0,21834.0,4256.0,331769.0
99,14124846579668.238,221734.0,70003.0,19907.0,3764.0,315408.0
100,14470814552955.678,221660.0,67376.0,18324.0,3381.0,310741.0
101,14827218030507.705,220123.0,63902.0,17134.0,3092.0,304251.0
102,15194596480402.393,219775.0,61170.0,16168.0,2694.0,299807.0
103,15567125742556.887,211890.0,56053.0,14559.0,2493.0,284995.0
104,15950602579116.082,215513.0,54211.0,13991.0,2352.0,286067.0
105,16345210007901.943,207486.0,50321.0,12224.0,2054.0,272085.0
106,16744513091336.297,206574.0,47456.0,11357.0,1889.0,267276.0
107,17154285765688.52,204689.0,44411.0,10438.0,1704.0,261242.0
108,17574962735150.883,203138.0,41671.0,9627.0,1623.0,256059.0
109,18005926216363.58,199576.0,39440.0,8967.0,1449.0,249432.0
110,18453414683278.05,200334.0,37131.0,8389.0,1366.0,247220.0
111,18911397896652.08,194514.0,34209.0,7434.0,1274.0,237431.0
112,19374423462896.918,192104.0,31709.0,6854.0,1214.0,231881.0
113,19847715948818.97,188649.0,29235.0,6374.0,1138.0,225396.0
114,20337605526113.875,189472.0,27644.0,5932.0,1124.0,224172.0
115,20838825832857.324,180606.0,24706.0,5422.0,1097.0,211831.0
116,21350309659764.58,181813.0,23100.0,4887.0,1054.0,210854.0
117,21876941562676.426,178493.0,21310.0,4627.0,1038.0,205468.0
118,22414491256934.76,174354.0,19681.0,4343.0,980.0,199358.0
119,22962341702701.445,170658.0,17910.0,4075.0,920.0,193563.0
120,23526735563250.957,169235.0,16446.0,3946.0,963.0,190590.0
121,24107314475565.92,164455.0,14910.0,3669.0,869.0,183903.0
122,24698512593737.32,161799.0,13836.0,3319.0,937.0,179891.0
123,25305799309604.0,161765.0,12662.0,3304.0,1007.0,178738.0
124,25927218664715.652,156466.0,11650.0,3190.0,912.0,172218.0
125,26566758308300.867,153185.0,10854.0,3127.0,949.0,168115.0
126,27222078658814.543,148874.0,9610.0,2958.0,892.0,162334.0
127,27892181754953.195,147136.0,8748.0,2820.0,890.0,159594.0
128,28580209553675.707,142982.0,8162.0,2866.0,967.0,154977.0
129,29281908730653.406,140914.0,7802.0,2768.0,933.0,152417.0
130,30001712813811.13,134787.0,6910.0,2747.0,946.0,145390.0
131,30735503150143.957,131904.0,6563.0,2654.0,936.0,142057.0
132,31492517261166.14,129643.0,6146.0,2688.0,940.0,139417.0
133,32268444779941.938,127903.0,5970.0,2638.0,930.0,137441.0
134,33062831454541.32,122815.0,5662.0,2536.0,898.0,131911.0
135,33876410427613.215,121777.0,5373.0,2677.0,922.0,130749.0
136,34712396133609.695,116687.0,5203.0,2628.0,922.0,125440.0
137,35565064826827.38,113377.0,4956.0,2538.0,915.0,121786.0
