,mass bin,1st Xoff,2nd Xoff,3rd Xoff,4th Xoff,full sample
0,1277889690721.6494,3201.0,8445.0,13224.0,17014.0,41884.0
1,1309535769828.927,3215.0,8552.0,13180.0,17329.0,42276.0
2,1342148944099.379,3220.0,8439.0,12982.0,16675.0,41316.0
3,1373639855072.4639,3312.0,8206.0,12862.0,16349.0,40729.0
4,1405885192186.5154,3174.0,8299.0,12585.0,15896.0,39954.0
5,1437629765576.8044,3242.0,8052.0,12364.0,15355.0,39013.0
6,1474933209561.383,4309.0,10786.0,16322.0,19619.0,51036.0
7,1511961148540.2632,3117.0,7969.0,11637.0,14062.0,36785.0
8,1549291158678.455,4298.0,10418.0,15164.0,18112.0,47992.0
9,1586575911949.6855,3180.0,7739.0,11016.0,12781.0,34716.0
10,1624035105386.4167,4270.0,10171.0,14116.0,16380.0,44937.0
11,1666308223608.2236,4329.0,9974.0,13744.0,15698.0,43745.0
12,1709235732708.089,4265.0,9543.0,13160.0,14665.0,41633.0
13,1752060466777.8042,4199.0,9688.0,12729.0,14074.0,40690.0
14,1794722982708.9338,4164.0,9356.0,12177.0,13074.0,38771.0
15,1836712585274.0532,4251.0,9181.0,11801.0,12542.0,37775.0
16,1879875451620.886,4041.0,8967.0,11509.0,11930.0,36447.0
17,1927186237801.2349,5021.0,10994.0,13599.0,13859.0,43473.0
18,1975578772761.287,4009.0,8796.0,10534.0,10561.0,33900.0
19,2023150331391.8457,4979.0,10470.0,12851.0,12356.0,40656.0
20,2071268971631.2056,3948.0,8259.0,9693.0,9320.0,31220.0
21,2119118666666.6667,4875.0,10083.0,11702.0,11243.0,37903.0
22,2172071122885.6736,4907.0,9723.0,10999.0,10380.0,36009.0
23,2225651418585.5264,4864.0,9353.0,10630.0,9539.0,34386.0
24,2284208535726.857,5682.0,11248.0,12450.0,10964.0,40344.0
25,2342756816257.409,4724.0,9062.0,9772.0,8469.0,32027.0
26,2396148537040.88,4819.0,8673.0,9389.0,8170.0,31051.0
27,2454424492702.0293,5618.0,10446.0,10656.0,8826.0,35546.0
28,2518526293025.7705,5549.0,9867.0,10188.0,8315.0,33919.0
29,2582744515539.305,5470.0,9669.0,9681.0,7858.0,32678.0
30,2646235597275.9067,5433.0,9508.0,9495.0,7246.0,31682.0
31,2709916083916.084,5291.0,9164.0,8954.0,6907.0,30316.0
32,2773773816736.085,5282.0,9000.0,8428.0,6533.0,29243.0
33,2843933580675.7183,6334.0,10307.0,9324.0,7083.0,33048.0
34,2912486518324.6074,5348.0,8667.0,7900.0,5642.0,27557.0
35,2981604881121.0835,6351.0,10045.0,8671.0,6113.0,31180.0
36,3056517474048.443,6358.0,9746.0,8526.0,5920.0,30550.0
37,3130824233851.9565,6363.0,9675.0,8182.0,5503.0,29723.0
38,3205837141947.8037,6284.0,9575.0,7848.0,5118.0,28825.0
39,3285835509688.29,7122.0,10497.0,8517.0,5608.0,31744.0
40,3370599765872.469,7261.0,10116.0,8239.0,5406.0,31022.0
41,3455674719818.414,7049.0,9913.0,8028.0,4901.0,29891.0
42,3540958442503.639,6870.0,9635.0,7424.0,4797.0,28726.0
43,3626353770301.624,6896.0,9170.0,7017.0,4471.0,27554.0
44,3711051279333.838,6605.0,8927.0,6717.0,4251.0,26500.0
45,3801979545759.9785,7441.0,9631.0,7339.0,4416.0,28827.0
46,3897225712280.7017,7125.0,9195.0,6819.0,4270.0,27409.0
47,3993228783939.919,6924.0,8861.0,6383.0,3890.0,26058.0
48,4089367550523.1475,6977.0,8581.0,6046.0,3642.0,25246.0
49,4190401658284.627,7357.0,8930.0,6434.0,3714.0,26435.0
50,4296637360824.742,7275.0,8645.0,5940.0,3417.0,25277.0
51,4403766055176.337,7032.0,8398.0,5473.0,3269.0,24172.0
52,4509720619292.237,7008.0,7637.0,5059.0,2925.0,22629.0
53,4621254876392.285,7362.0,8285.0,5154.0,2946.0,23747.0
54,4733045987460.815,6380.0,6950.0,4501.0,2409.0,20240.0
55,4846199619450.317,7095.0,7312.0,4678.0,2474.0,21559.0
56,4967211342105.263,7600.0,7580.0,4744.0,2418.0,22342.0
57,5089982281590.665,6513.0,6607.0,3925.0,2043.0,19088.0
58,5212245770371.416,7081.0,6817.0,4069.0,2126.0,20093.0
59,5339818957887.224,7005.0,6413.0,3756.0,1879.0,19053.0
60,5473110650208.124,6967.0,6809.0,3826.0,1866.0,19468.0
61,5611687352279.122,7108.0,6372.0,3527.0,1748.0,18755.0
62,5750210612546.125,6775.0,5989.0,3171.0,1505.0,17440.0
