,mass bin,1st Xoff,2nd Xoff,3rd Xoff,4th Xoff,all realizations
0,1277948785627.7808,104564.0,287167.0,484210.0,668149.0,1544090.0
1,1309867138408.0024,106294.0,290083.0,482205.0,667463.0,1546045.0
2,1341781094046.3496,108011.0,290900.0,478097.0,662031.0,1539039.0
3,1373705703352.256,108093.0,290657.0,473176.0,653405.0,1525331.0
4,1405638267759.1748,109114.0,289861.0,466707.0,641187.0,1506869.0
5,1437601366413.555,109842.0,288617.0,462007.0,625175.0,1485641.0
6,1474814413661.7185,146517.0,381328.0,600595.0,808776.0,1937216.0
7,1512114709680.7793,109861.0,283214.0,440833.0,586959.0,1420867.0
8,1549353744712.3933,146697.0,373619.0,574693.0,753424.0,1848433.0
9,1586674181737.203,109756.0,276944.0,419063.0,545881.0,1351644.0
10,1623894815878.482,147007.0,364875.0,546266.0,696942.0,1755090.0
11,1666489096344.9692,146758.0,359358.0,529425.0,666934.0,1702475.0
12,1709098622494.647,144867.0,354581.0,511866.0,634487.0,1645801.0
13,1751695101943.3215,145010.0,349108.0,496386.0,604843.0,1595347.0
14,1794301613667.9517,144729.0,343215.0,479296.0,576696.0,1543936.0
15,1836903615297.6465,144501.0,336993.0,464729.0,547015.0,1493238.0
16,1879475033714.9905,143046.0,332125.0,449086.0,520211.0,1444468.0
17,1927343204507.6707,178335.0,405732.0,540545.0,615181.0,1739793.0
18,1975320853597.8289,140933.0,318599.0,417407.0,466129.0,1343068.0
19,2023177495601.4854,176525.0,390164.0,504010.0,550904.0,1621603.0
20,2071163230232.232,139325.0,305656.0,388383.0,417351.0,1250715.0
21,2119011924683.847,173973.0,375109.0,467057.0,493401.0,1509540.0
22,2172279073724.1145,172056.0,366368.0,447437.0,464903.0,1450764.0
23,2225528163649.051,170343.0,357239.0,429781.0,438209.0,1395572.0
24,2284008694699.8354,203613.0,418931.0,493998.0,492517.0,1609059.0
25,2342670963292.9404,167980.0,341037.0,395283.0,386335.0,1290635.0
26,2395904864572.306,166332.0,332721.0,379508.0,365166.0,1243727.0
27,2454449362042.5195,197093.0,389778.0,437178.0,412273.0,1436322.0
28,2518340349813.1763,196238.0,378733.0,415973.0,387655.0,1378599.0
29,2582244770408.447,193369.0,368362.0,398249.0,362923.0,1322903.0
30,2646146641852.1797,190624.0,358111.0,380054.0,340127.0,1268916.0
31,2710039724064.7646,189029.0,348516.0,363942.0,320722.0,1222209.0
32,2773908438306.9287,187279.0,338904.0,349187.0,302070.0,1177440.0
33,2843106348526.4043,215661.0,384487.0,388997.0,329585.0,1318730.0
34,2912350327560.513,182696.0,319897.0,318117.0,265983.0,1086693.0
35,2981491839941.9243,209777.0,362054.0,354672.0,291981.0,1218484.0
36,3056094713435.0215,206808.0,351950.0,337115.0,273543.0,1169416.0
37,3130633471318.113,204949.0,342219.0,322703.0,257019.0,1126890.0
38,3205205377030.043,202938.0,332938.0,307307.0,241691.0,1084874.0
39,3285011921985.627,228970.0,368608.0,337469.0,258630.0,1193677.0
40,3370211277207.2324,227816.0,358912.0,321662.0,242684.0,1151074.0
41,3455441748673.451,227216.0,352254.0,307158.0,228423.0,1115051.0
42,3540622937784.4507,228171.0,344593.0,293798.0,214375.0,1080937.0
43,3625836582128.636,227949.0,336500.0,284558.0,202788.0,1051795.0
44,3711092955532.7886,228001.0,331702.0,274652.0,191883.0,1026238.0
45,3801558291780.2964,255993.0,366488.0,297475.0,204712.0,1124668.0
46,3897378020691.073,254301.0,358436.0,287273.0,193887.0,1093897.0
47,3993212136340.4126,252782.0,351419.0,277084.0,184843.0,1066128.0
48,4089025677263.838,248579.0,339689.0,266223.0,175436.0,1029927.0
49,4190159446289.8647,272860.0,367918.0,283122.0,185106.0,1109006.0
50,4296650778078.4175,266950.0,354446.0,271319.0,175100.0,1067815.0
51,4403061164980.443,261218.0,340130.0,256946.0,165797.0,1024091.0
52,4509559158175.471,256340.0,326499.0,244060.0,156196.0,983095.0
53,4621311776281.614,276202.0,345059.0,254270.0,162054.0,1037585.0
54,4733225330089.476,244163.0,301046.0,219132.0,138534.0,902875.0
55,4844954677881.911,263151.0,316896.0,227280.0,143070.0,950397.0
56,4967259873123.3545,280119.0,329276.0,232012.0,145059.0,986466.0
57,5089870417819.817,249917.0,288120.0,200031.0,124218.0,862286.0
58,5212284239067.667,265858.0,300690.0,204753.0,126203.0,897504.0
59,5340087397188.106,258903.0,287558.0,192805.0,116789.0,856055.0
60,5473052638975.615,272806.0,295534.0,195124.0,117503.0,880967.0
61,5611534982484.465,263877.0,280592.0,182975.0,107814.0,835258.0
62,5749920078948.85,257953.0,267959.0,170356.0,99889.0,796157.0
63,5888527130450.649,250113.0,254813.0,160670.0,92438.0,758034.0
64,6032271434300.795,261857.0,261336.0,160109.0,91498.0,774800.0
65,6181326341746.383,255237.0,248859.0,151107.0,83799.0,739002.0
66,6335558573638.511,265997.0,253304.0,150925.0,82587.0,752813.0
67,6490146513055.946,241486.0,223646.0,132004.0,70655.0,667791.0
68,6649730748106.44,268755.0,241814.0,140614.0,74195.0,725378.0
69,6814985257465.582,243952.0,215938.0,123036.0,64093.0,647019.0
70,6979806776041.41,252875.0,219409.0,123507.0,62130.0,657921.0
71,7150238509710.168,245236.0,208569.0,114461.0,57223.0,625489.0
72,7325994620416.8,252711.0,209867.0,113278.0,56107.0,631963.0
73,7506943130628.879,245709.0,199303.0,106312.0,50944.0,602268.0
74,7693280513139.347,252684.0,200019.0,104882.0,49116.0,606701.0
75,7885070253683.164,245950.0,189405.0,97472.0,44831.0,577658.0
76,8076594154164.79,238642.0,178878.0,90335.0,40998.0,548853.0
77,8273681317834.093,243410.0,179724.0,89574.0,39305.0,552013.0
78,8481312463533.975,248512.0,178642.0,87829.0,38030.0,553013.0
79,8689008622854.16,229827.0,160260.0,77431.0,32595.0,500113.0
80,8901727919894.99,245646.0,168925.0,79973.0,32915.0,527459.0
81,9120162051194.596,227755.0,152081.0,70921.0,28515.0,479272.0
82,9343708630357.072,243163.0,157934.0,72089.0,28879.0,502065.0
83,9578021813430.168,235291.0,148887.0,67789.0,26023.0,477990.0
84,9812142110526.852,227809.0,140252.0,62679.0,23441.0,454181.0
85,10051911434244.963,230577.0,139249.0,61141.0,22714.0,453681.0
86,10296978811929.814,223774.0,130834.0,56485.0,20565.0,431658.0
87,10551990145761.83,236222.0,134742.0,57326.0,20045.0,448335.0
88,10813161957033.7,219631.0,121928.0,50709.0,17495.0,409763.0
89,11074212098133.344,221075.0,120123.0,49441.0,16399.0,407038.0
90,11345779407588.498,223974.0,117864.0,47519.0,15598.0,404955.0
91,11627808219623.08,225464.0,114414.0,45460.0,14437.0,399775.0
92,11915328469963.387,218199.0,108460.0,42190.0,12985.0,381834.0
