,mass bin,1st Xoff,2nd Xoff,3rd Xoff,4th Xoff,all realizations
0,1277940515484.3425,119937.0,323964.0,531347.0,710584.0,1685832.0
1,1309850839692.208,121450.0,325090.0,529869.0,707065.0,1683474.0
2,1341769487548.9922,121838.0,323951.0,521985.0,696268.0,1664042.0
3,1373700076588.4033,122738.0,322962.0,515006.0,683146.0,1643852.0
4,1405618653898.9883,123512.0,322226.0,507323.0,666654.0,1619715.0
5,1437593113993.1243,123204.0,320294.0,500248.0,649122.0,1592868.0
6,1474805054356.5984,165013.0,421539.0,650690.0,836329.0,2073571.0
7,1512114576985.7554,123010.0,313097.0,475437.0,604126.0,1515670.0
8,1549348494505.489,164794.0,410798.0,615627.0,775344.0,1966563.0
9,1586675433848.0137,123041.0,304786.0,449813.0,558462.0,1436102.0
10,1623889283490.783,163695.0,401177.0,583956.0,712627.0,1861455.0
11,1666502074160.0706,163067.0,394361.0,563809.0,678383.0,1799620.0
12,1709078962618.0261,162689.0,388274.0,546152.0,643767.0,1740882.0
13,1751689005709.1394,162205.0,381068.0,528286.0,611842.0,1683401.0
14,1794280231371.4976,161278.0,374353.0,509753.0,581178.0,1626562.0
15,1836890170838.4312,160857.0,367676.0,492361.0,550766.0,1571660.0
16,1879478222208.2808,159161.0,361082.0,477019.0,522286.0,1519548.0
17,1927334661266.5278,198183.0,441774.0,571823.0,616575.0,1828355.0
18,1975345509665.6787,156517.0,345624.0,439663.0,465697.0,1407501.0
19,2023177898440.8674,195267.0,421463.0,529912.0,548528.0,1695170.0
20,2071151464288.6304,155461.0,331858.0,407189.0,416504.0,1311012.0
21,2119014313822.5386,192757.0,404875.0,489969.0,491473.0,1579074.0
22,2172258455655.6802,191891.0,395697.0,470629.0,462678.0,1520895.0
23,2225534221826.921,189714.0,386240.0,451442.0,434554.0,1461950.0
24,2284038006867.505,225571.0,452664.0,516086.0,486830.0,1681151.0
25,2342647185257.9766,186210.0,367984.0,412547.0,379595.0,1346336.0
26,2395944002884.177,184609.0,358691.0,395127.0,359647.0,1298074.0
27,2454413395582.6323,220220.0,419543.0,455573.0,404105.0,1499441.0
28,2518326994398.5596,217133.0,406335.0,433104.0,378504.0,1435076.0
29,2582283678266.5796,214315.0,394973.0,413495.0,354466.0,1377249.0
30,2646152932516.0107,212246.0,384631.0,394416.0,333505.0,1324798.0
31,2710026196023.315,209896.0,373984.0,377051.0,311984.0,1272915.0
32,2773917906954.157,208478.0,364800.0,360560.0,292289.0,1226127.0
33,2843088088917.4053,240400.0,411577.0,402634.0,320185.0,1374796.0
34,2912355347677.808,203472.0,345250.0,328505.0,257959.0,1135186.0
35,2981532495387.389,236232.0,391102.0,365441.0,282526.0,1275301.0
36,3056104832851.879,236155.0,382659.0,350734.0,265480.0,1235028.0
37,3130690617747.2896,236274.0,374202.0,336024.0,249333.0,1195833.0
38,3205259222221.587,235752.0,368496.0,323207.0,234933.0,1162388.0
39,3285077430911.4043,270778.0,413735.0,355427.0,253289.0,1293229.0
40,3370252950242.2803,270792.0,404929.0,342230.0,237590.0,1255541.0
41,3455469650388.682,270032.0,397817.0,329362.0,225032.0,1222243.0
42,3540690758942.7363,268658.0,389990.0,317862.0,211709.0,1188219.0
43,3625848988760.886,267171.0,380655.0,306736.0,202187.0,1156749.0
44,3711039921214.068,263407.0,370629.0,295277.0,191447.0,1120760.0
45,3801496041162.0576,292817.0,404894.0,316740.0,204240.0,1218691.0
46,3897348688298.937,287106.0,389164.0,302540.0,193599.0,1172409.0
47,3993194453600.5503,281648.0,375046.0,287111.0,182621.0,1126426.0
48,4088969336097.787,276572.0,361070.0,272345.0,172419.0,1082406.0
49,4190092851230.7124,300764.0,384197.0,285665.0,179727.0,1150353.0
50,4296545038203.0317,292727.0,367250.0,269724.0,168582.0,1098283.0
51,4403018994910.974,286282.0,352520.0,253976.0,157093.0,1049871.0
52,4509541534260.645,279259.0,336581.0,238587.0,147050.0,1001477.0
53,4621328667483.795,300434.0,352156.0,246873.0,149708.0,1049171.0
54,4733158606434.163,266419.0,306370.0,210610.0,125776.0,909175.0
55,4844800805841.314,285286.0,322487.0,216650.0,128984.0,953407.0
56,4967277661933.851,302898.0,333106.0,220594.0,129687.0,986285.0
57,5089903048915.759,269826.0,291069.0,189490.0,110216.0,860601.0
58,5212260381669.558,287042.0,302190.0,193127.0,110455.0,892814.0
59,5340075835184.988,279143.0,287994.0,181509.0,101495.0,850141.0
60,5473095344023.966,293771.0,297382.0,181928.0,100914.0,873995.0
61,5611496047806.684,285972.0,281094.0,171031.0,92581.0,830678.0
62,5750031612797.612,278878.0,267516.0,159431.0,84377.0,790202.0
63,5888513802528.435,271037.0,254608.0,148635.0,77271.0,751551.0
64,6032137058978.591,283059.0,260140.0,149975.0,76213.0,769387.0
65,6181199583509.638,274649.0,246311.0,139863.0,69559.0,730382.0
66,6335555627690.494,287132.0,250728.0,138240.0,67828.0,743928.0
67,6490133581757.361,259250.0,222134.0,121081.0,57831.0,660296.0
68,6649678691427.74,288658.0,241274.0,128745.0,60198.0,718875.0
69,6814858596527.879,261726.0,213631.0,112629.0,51528.0,639514.0
70,6979841171968.997,271723.0,215366.0,112169.0,50179.0,649437.0
71,7150207497488.415,263072.0,204100.0,104420.0,45548.0,617140.0
72,7325918837063.305,272918.0,206980.0,103334.0,44212.0,627444.0
73,7506952974579.643,264828.0,195290.0,96110.0,39990.0,596218.0
74,7693243589555.0,272094.0,195618.0,94478.0,38821.0,601011.0
75,7884879667589.191,263848.0,185152.0,88513.0,34785.0,572298.0
76,8076754141870.894,254880.0,175078.0,81397.0,31744.0,543099.0
77,8273474408706.182,261694.0,174775.0,79948.0,30347.0,546764.0
78,8481237417555.803,266639.0,173791.0,78121.0,28831.0,547382.0
79,8689022319484.379,245740.0,155781.0,69060.0,25116.0,495697.0
80,8901933820256.379,263636.0,162632.0,70607.0,24768.0,521643.0
