,mass bin,1st Xoff,2nd Xoff,3rd Xoff,4th Xoff,full sample
0,1277964033310.826,4443.0,9563.0,11372.0,11354.0,36732.0
1,1310032035234.1216,4314.0,9405.0,11046.0,11038.0,35803.0
2,1341727727272.7273,4400.0,9150.0,10862.0,10654.0,35066.0
3,1373650545702.592,4398.0,8987.0,10559.0,10027.0,33971.0
4,1405724094707.521,4308.0,8736.0,10053.0,9736.0,32833.0
5,1437681539558.0898,4209.0,8524.0,9413.0,9120.0,31266.0
6,1474630267323.25,5686.0,11161.0,12282.0,11459.0,40588.0
7,1512209886391.1047,4137.0,8146.0,8744.0,7882.0,28909.0
8,1549203451995.685,5562.0,10724.0,11152.0,9937.0,37375.0
9,1586883362175.5254,4045.0,7761.0,8121.0,7217.0,27144.0
10,1624263288501.61,5279.0,9951.0,10180.0,8759.0,34169.0
11,1666342830188.6792,5300.0,9512.0,9623.0,8081.0,32516.0
12,1709214023247.094,5334.0,9213.0,9221.0,7557.0,31325.0
13,1751786190754.8274,5127.0,8965.0,8485.0,6768.0,29345.0
14,1794474956689.1243,5195.0,8840.0,8360.0,6482.0,28877.0
15,1836897965633.024,5063.0,8447.0,7662.0,5800.0,26972.0
16,1879697592778.335,4985.0,8097.0,7231.0,5594.0,25907.0
17,1927072840303.5686,6193.0,9845.0,8736.0,6413.0,31187.0
18,1975154029116.26,4877.0,7595.0,6449.0,4977.0,23898.0
19,2023300329760.9233,6065.0,9236.0,7632.0,5442.0,28375.0
20,2071021992130.876,4829.0,7166.0,5817.0,4049.0,21861.0
21,2119331218359.7705,5926.0,8628.0,6625.0,4685.0,25864.0
22,2172222297632.8423,6041.0,8409.0,6487.0,4359.0,25296.0
23,2225599948709.181,5849.0,7978.0,6116.0,4051.0,23994.0
24,2284196186690.2236,6792.0,9279.0,6754.0,4443.0,27268.0
25,2342992218660.9688,5616.0,7354.0,5305.0,3443.0,21718.0
26,2396303368197.128,5641.0,7039.0,5196.0,3165.0,21041.0
27,2454215991372.67,6491.0,8346.0,5640.0,3676.0,24153.0
28,2518406140084.9,6596.0,8085.0,5330.0,3328.0,23339.0
29,2582172858026.6006,6466.0,7600.0,4938.0,2993.0,21997.0
