,mass bin,1st Xoff,2nd Xoff,3rd Xoff,4th Xoff,all realizations
0,1277919998492.134,161199.0,414668.0,635067.0,765415.0,1976349.0
1,1309840907757.47,161631.0,413612.0,625717.0,752293.0,1953253.0
2,1341759781988.3042,161875.0,411105.0,615850.0,734920.0,1923750.0
3,1373678696583.6057,162177.0,407155.0,605219.0,716249.0,1890800.0
4,1405619292074.4365,162809.0,404240.0,591931.0,694040.0,1853020.0
5,1437579558335.1636,161597.0,399072.0,575482.0,671089.0,1807240.0
6,1474782392356.6655,215365.0,521768.0,746419.0,859138.0,2342690.0
7,1512099465658.1982,160309.0,385741.0,542864.0,616539.0,1705453.0
8,1549328430621.6492,212776.0,505021.0,702245.0,785003.0,2205045.0
9,1586668557262.1445,159526.0,372732.0,510403.0,562142.0,1604803.0
10,1623879926528.777,211468.0,487560.0,657038.0,713038.0,2069104.0
11,1666484369810.3218,209385.0,478602.0,632452.0,673913.0,1994352.0
12,1709082128186.513,207841.0,467653.0,606903.0,636871.0,1919268.0
13,1751688903497.0842,205741.0,458878.0,586361.0,602595.0,1853575.0
14,1794276158682.488,204339.0,448597.0,562968.0,568062.0,1783966.0
15,1836881109988.2405,202620.0,440217.0,541818.0,537255.0,1721910.0
16,1879480347987.5684,201696.0,429894.0,522824.0,505589.0,1660003.0
17,1927323815908.2483,249369.0,524463.0,625178.0,594628.0,1993638.0
18,1975338940489.9434,197565.0,410106.0,479447.0,446232.0,1533350.0
19,2023180610150.4526,245661.0,500454.0,573851.0,524530.0,1844496.0
20,2071142217078.441,194375.0,390514.0,440307.0,394862.0,1420058.0
21,2118999676273.3152,240785.0,477483.0,529004.0,465033.0,1712305.0
22,2172255516231.1797,239604.0,463426.0,503952.0,433888.0,1640870.0
23,2225503351426.703,235749.0,452537.0,484038.0,406526.0,1578850.0
24,2283984521254.711,280898.0,526308.0,552266.0,454927.0,1814399.0
25,2342656589217.1836,231124.0,426746.0,437039.0,352989.0,1447898.0
26,2395936357932.0312,229795.0,415485.0,419342.0,331442.0,1396064.0
27,2454426130044.6133,274261.0,485940.0,479529.0,372448.0,1612178.0
28,2518374512193.7764,273206.0,475555.0,457614.0,347230.0,1553605.0
29,2582275868200.673,273302.0,464748.0,437545.0,323725.0,1499320.0
30,2646225666721.2314,273396.0,455847.0,418393.0,303554.0,1451190.0
31,2710071128804.9575,274067.0,448016.0,402981.0,285033.0,1410097.0
32,2773994656072.2803,274695.0,439732.0,389209.0,267640.0,1371276.0
33,2843150372834.293,322600.0,506797.0,435254.0,293115.0,1557766.0
34,2912441800029.4546,276488.0,426267.0,360634.0,235986.0,1299375.0
35,2981594112879.2886,322330.0,488172.0,404813.0,260279.0,1475594.0
36,3056159159681.9565,321206.0,477399.0,389496.0,246153.0,1434254.0
37,3130670700601.9155,317493.0,464318.0,373318.0,232934.0,1388063.0
38,3205237399560.8438,313045.0,450148.0,357453.0,219097.0,1339743.0
39,3285001899061.449,352910.0,495995.0,387508.0,235471.0,1471884.0
40,3370196020183.4087,348292.0,477441.0,367146.0,220779.0,1413658.0
41,3455349913609.0464,339668.0,458772.0,346089.0,205736.0,1350265.0
42,3540533298912.4746,332574.0,439853.0,326443.0,192010.0,1290880.0
43,3625738444288.71,325409.0,420248.0,307041.0,179433.0,1232131.0
44,3710924772369.987,318084.0,402511.0,288402.0,166704.0,1175701.0
45,3801399143814.45,350945.0,433619.0,304183.0,174065.0,1262812.0
46,3897244681174.5093,341843.0,412023.0,284704.0,160642.0,1199212.0
47,3993076095660.3193,334149.0,392277.0,265481.0,147786.0,1139693.0
48,4088892232243.2935,324950.0,372904.0,247248.0,135505.0,1080607.0
49,4189985026370.603,352539.0,394260.0,256846.0,138597.0,1142242.0
50,4296454525110.529,342221.0,375426.0,238278.0,126235.0,1082160.0
51,4402975888768.962,334075.0,356191.0,222176.0,115025.0,1027467.0
52,4509442188215.536,325639.0,337419.0,206152.0,105112.0,974322.0
53,4621292203795.347,347425.0,353010.0,211576.0,105921.0,1017932.0
54,4733189728718.493,308903.0,304535.0,178702.0,86562.0,878702.0
55,4844904831469.232,331147.0,318165.0,183549.0,87148.0,920009.0
56,4967214555900.961,349578.0,327918.0,184851.0,85887.0,948234.0
57,5089835531756.716,310976.0,285788.0,157171.0,71687.0,825622.0
58,5212292701202.063,330474.0,295273.0,160288.0,70517.0,856552.0
59,5340041241147.056,321348.0,281018.0,147830.0,64083.0,814279.0
60,5472931357966.501,337433.0,288274.0,147543.0,62426.0,835676.0
61,5611506518024.143,327623.0,271169.0,136887.0,56064.0,791743.0
62,5749941807082.294,318419.0,255929.0,127661.0,50672.0,752681.0
63,5888470560683.652,308857.0,242134.0,118059.0,46048.0,715098.0
64,6032158899823.527,322591.0,247186.0,117759.0,44804.0,732340.0
65,6181185457796.323,312881.0,233163.0,109053.0,39880.0,694977.0
66,6335548195838.686,325069.0,235651.0,108486.0,38382.0,707588.0
67,6490115790044.975,294185.0,206794.0,92916.0,32449.0,626344.0
68,6649614786805.189,325780.0,223425.0,98473.0,33037.0,680715.0
69,6814827776072.85,296154.0,197071.0,85166.0,27753.0,606144.0
70,6979845194831.881,307157.0,198917.0,83907.0,26782.0,616763.0
71,7150178734098.159,297149.0,187723.0,77134.0,23932.0,585938.0
72,7325877207375.78,306129.0,187519.0,75745.0,22759.0,592152.0
73,7506932153743.025,296167.0,176341.0,69406.0,20232.0,562146.0
74,7693224358894.014,304746.0,175743.0,67314.0,19378.0,567181.0
75,7884959473141.78,295029.0,164483.0,62299.0,17192.0,539003.0
76,8076622722616.79,286550.0,154494.0,57294.0,14983.0,513321.0
77,8273460393876.749,292657.0,152204.0,55630.0,14293.0,514784.0
78,8481021126664.18,296929.0,151093.0,53322.0,13110.0,514454.0
79,8689015794284.923,273799.0,134741.0,46451.0,11298.0,466289.0
80,8901761748763.07,293743.0,139012.0,46790.0,10996.0,490541.0
81,9120386582946.871,269335.0,124277.0,40798.0,9294.0,443704.0
82,9343616281172.705,286520.0,126656.0,41161.0,9008.0,463345.0
83,9578237056178.05,277020.0,118561.0,37324.0,7950.0,440855.0
84,9812078571158.785,268092.0,110568.0,33970.0,7094.0,419724.0
85,10051957890375.57,272057.0,108144.0,32207.0,6425.0,418833.0
86,10296531379486.357,263986.0,100680.0,29244.0,5746.0,399656.0
87,10552178699759.395,275437.0,101192.0,28970.0,5448.0,411047.0
88,10813440089851.867,255035.0,90080.0,24980.0,4299.0,374394.0
89,11074396247530.213,258211.0,87868.0,23364.0,4071.0,373514.0
90,11345456427688.504,259224.0,83571.0,22323.0,3786.0,368904.0
91,11627337085807.303,259711.0,80534.0,20654.0,3394.0,364293.0
92,11915137070591.152,251064.0,74278.0,18472.0,3000.0,346814.0
93,12207979133607.68,249623.0,71325.0,17176.0,2807.0,340931.0
94,12511697106048.125,250392.0,67421.0,15907.0,2533.0,336253.0
95,12820565115188.646,241291.0,62042.0,14369.0,2208.0,319910.0
96,13134345221343.271,241219.0,59127.0,13165.0,2017.0,315528.0
