,mass bin,1st Xoff,2nd Xoff,3rd Xoff,4th Xoff,all realizations
0,1277929485264.167,114570.0,310018.0,515240.0,700120.0,1639948.0
1,1309862856500.0544,116633.0,311338.0,513522.0,694201.0,1635694.0
2,1341786088484.5825,116884.0,311531.0,508306.0,686251.0,1622972.0
3,1373707343013.9382,117633.0,311962.0,501255.0,675248.0,1606098.0
4,1405605252090.0845,118299.0,310975.0,494262.0,658577.0,1582113.0
5,1437600226779.2087,119239.0,309414.0,485741.0,643068.0,1557462.0
6,1474811150935.1099,158739.0,407109.0,634138.0,828191.0,2028177.0
7,1512115700125.2354,118425.0,302111.0,463629.0,599441.0,1483606.0
8,1549345079932.2493,158026.0,399412.0,601546.0,767585.0,1926569.0
9,1586671870651.4617,119353.0,295272.0,439565.0,552892.0,1407082.0
10,1623883419304.8713,156990.0,388411.0,569991.0,707113.0,1822505.0
11,1666494891707.5044,156753.0,383025.0,552530.0,674251.0,1766559.0
12,1709098055543.0317,156677.0,377658.0,535180.0,640731.0,1710246.0
13,1751689021638.5457,156235.0,370604.0,516100.0,609211.0,1652150.0
14,1794271871965.8098,155312.0,363933.0,499639.0,579468.0,1598352.0
15,1836891964254.9395,154528.0,357704.0,483735.0,548756.0,1544723.0
16,1879515920010.8982,154011.0,351217.0,466766.0,523206.0,1495200.0
17,1927348765820.732,190869.0,430406.0,562202.0,617153.0,1800630.0
18,1975345280260.346,151911.0,336652.0,432251.0,465629.0,1386443.0
19,2023200405058.6096,188967.0,412387.0,520222.0,550034.0,1671610.0
20,2071146197101.4995,149465.0,322939.0,400598.0,415765.0,1288767.0
21,2118998857051.9185,185774.0,394734.0,481988.0,492180.0,1554676.0
22,2172257119189.1052,185301.0,384302.0,463295.0,463426.0,1496324.0
23,2225530841919.8945,183809.0,376052.0,444434.0,436614.0,1440909.0
24,2284013279996.7915,219176.0,440526.0,509848.0,490532.0,1660082.0
25,2342664278343.053,180530.0,357917.0,406029.0,383536.0,1328012.0
26,2395909662900.6533,178157.0,350296.0,390628.0,362025.0,1281106.0
27,2454439890518.8623,212425.0,409764.0,449062.0,408213.0,1479464.0
28,2518295294207.37,209538.0,397394.0,427003.0,382253.0,1416188.0
29,2582212930636.6704,207445.0,387071.0,407021.0,358474.0,1360011.0
30,2646131519438.91,205243.0,375250.0,390942.0,336437.0,1307872.0
31,2709995402241.3105,203172.0,366388.0,372313.0,315520.0,1257393.0
32,2773925600129.7188,200873.0,355550.0,357614.0,295410.0,1209447.0
33,2843018292297.772,231163.0,402432.0,397369.0,323961.0,1354925.0
34,2912393725056.3726,196056.0,335322.0,325558.0,260746.0,1117682.0
35,2981568273332.0547,226910.0,380616.0,361892.0,287222.0,1256640.0
36,3056114531952.9463,223710.0,370827.0,345167.0,268386.0,1208090.0
37,3130674155392.245,224037.0,362438.0,330601.0,252410.0,1169486.0
38,3205253630320.714,222793.0,354146.0,316437.0,237447.0,1130823.0
39,3285065931213.361,254991.0,396849.0,348493.0,255174.0,1255507.0
40,3370259515012.548,255067.0,388687.0,333391.0,238886.0,1216031.0
41,3455437349453.4375,256704.0,382017.0,320918.0,226622.0,1186261.0
42,3540661656319.6665,255206.0,375301.0,308823.0,212839.0,1152169.0
43,3625810162689.8506,255227.0,367809.0,299167.0,203129.0,1125332.0
44,3711087862501.7974,252988.0,359012.0,289713.0,192730.0,1094443.0
45,3801471136275.9556,281477.0,392974.0,313180.0,205829.0,1193460.0
46,3897341872206.3936,277962.0,381269.0,298560.0,194176.0,1151967.0
47,3993159220705.781,272128.0,368897.0,286321.0,183978.0,1111324.0
48,4088930791957.925,268048.0,355965.0,273545.0,174706.0,1072264.0
49,4190059207758.709,290787.0,380092.0,286118.0,183171.0,1140168.0
50,4296530863286.864,284691.0,363967.0,270709.0,171155.0,1090522.0
51,4403047348591.621,279163.0,348789.0,255879.0,161347.0,1045178.0
52,4509593482643.505,271449.0,333784.0,241533.0,150355.0,997121.0
53,4621298303701.379,291208.0,351022.0,249011.0,155454.0,1046695.0
54,4733160376145.096,259790.0,304293.0,214068.0,130713.0,908864.0
55,4844866993131.804,278852.0,321349.0,220919.0,133739.0,954859.0
56,4967254794747.096,295185.0,332986.0,224320.0,136383.0,988874.0
57,5089853850880.932,263105.0,290830.0,193563.0,114902.0,862400.0
58,5212256918876.761,279742.0,302079.0,197970.0,115759.0,895550.0
59,5340082952489.899,272529.0,287524.0,185455.0,107555.0,853063.0
60,5473086589446.703,287217.0,295549.0,186658.0,106856.0,876280.0
61,5611510671738.745,277686.0,281465.0,174397.0,97966.0,831514.0
62,5750065768920.617,271355.0,267535.0,163458.0,89900.0,792248.0
63,5888414873029.737,264189.0,255471.0,153110.0,82100.0,754870.0
64,6032103487720.989,276695.0,260280.0,153789.0,81315.0,772079.0
65,6181183713983.623,269643.0,246930.0,144163.0,74680.0,735416.0
66,6335620559834.233,279398.0,251090.0,142957.0,73020.0,746465.0
67,6490095650085.23,253837.0,223268.0,124742.0,62189.0,664036.0
68,6649636017443.788,281233.0,241478.0,132927.0,64849.0,720487.0
69,6814860237361.045,256473.0,214565.0,116433.0,55600.0,643071.0
70,6979939606682.206,265515.0,217862.0,115385.0,54552.0,653314.0
71,7150229940517.939,257585.0,205728.0,108271.0,49444.0,621028.0
72,7326003266138.666,265182.0,207571.0,106544.0,48050.0,627347.0
73,7506897721309.237,258615.0,197234.0,99285.0,43588.0,598722.0
74,7693321107174.073,265853.0,196922.0,98113.0,42542.0,603430.0
75,7884963619602.739,257345.0,186881.0,91218.0,38277.0,573721.0
76,8076560939455.2295,249848.0,176389.0,85015.0,34890.0,546142.0
77,8273656354215.271,255399.0,177129.0,83368.0,33165.0,549061.0
78,8481407745542.534,260495.0,175982.0,81646.0,31767.0,549890.0
79,8688886821437.64,240489.0,157821.0,72015.0,27582.0,497907.0
80,8901860947786.314,257982.0,164945.0,73638.0,27646.0,524211.0
81,9120141118454.07,237896.0,148950.0,65136.0,23746.0,475728.0
82,9343819298812.684,253821.0,153280.0,66936.0,23833.0,497870.0
83,9577855452714.854,247180.0,144868.0,61936.0,21495.0,475479.0
84,9812647061097.48,239455.0,137021.0,57331.0,19338.0,453145.0
85,10051840284274.137,241477.0,134771.0,55384.0,18144.0,449776.0
86,10296966260702.807,234005.0,127617.0,51438.0,16617.0,429677.0
87,10552343103746.451,246977.0,130588.0,51718.0,16314.0,445597.0
88,10813302326037.691,230393.0,118021.0,45456.0,13862.0,407732.0
89,11073848228615.879,233241.0,115534.0,44405.0,13056.0,406236.0
90,11345698702335.795,233561.0,112586.0,42291.0,12282.0,400720.0
91,11627653408847.443,235338.0,110090.0,40262.0,11057.0,396747.0
92,11915267678841.553,227161.0,102990.0,37144.0,10176.0,377471.0
93,12208225556651.879,228270.0,100566.0,35721.0,9420.0,373977.0
94,12511742340741.844,229360.0,97123.0,34183.0,8593.0,369259.0
95,12820296354172.586,222081.0,91113.0,31184.0,7586.0,351964.0
96,13134485058964.477,221450.0,88044.0,29878.0,7023.0,346395.0
97,13454075669605.596,214044.0,82205.0,26947.0,6289.0,329485.0
98,13783992941092.756,221943.0,82440.0,26349.0,5864.0,336596.0
99,14124830752591.65,215089.0,76390.0,24089.0,5270.0,320838.0
100,14470543522997.822,214222.0,74025.0,22821.0,4788.0,315856.0
101,14827500263459.89,213118.0,70299.0,21377.0,4551.0,309345.0
102,15194923977013.771,211755.0,67269.0,19825.0,3941.0,302790.0
103,15567633837127.338,205007.0,62876.0,18028.0,3493.0,289404.0
104,15951094522383.922,209687.0,61738.0,17125.0,3201.0,291751.0
105,16345186383514.803,202192.0,56854.0,15818.0,2961.0,277825.0
106,16744335071468.234,200394.0,54405.0,14504.0,2636.0,271939.0
107,17154081827373.63,198067.0,51083.0,13604.0,2304.0,265058.0
108,17574724357421.146,196927.0,48432.0,12537.0,2111.0,260007.0
109,18005994512048.69,194788.0,45740.0,11469.0,2014.0,254011.0
110,18453256923101.848,197435.0,44185.0,10933.0,1885.0,254438.0
111,18911075176643.445,190037.0,40724.0,9842.0,1693.0,242296.0
112,19374027060458.83,186681.0,38007.0,9072.0,1491.0,235251.0
113,19848614533289.074,184020.0,35251.0,8275.0,1418.0,228964.0
114,20337728368632.52,185368.0,33640.0,7608.0,1340.0,227956.0
115,20838650517008.293,179901.0,30808.0,6954.0,1289.0,218952.0
116,21349529934349.85,180163.0,28990.0,6545.0,1210.0,216908.0
117,21876128858817.707,175895.0,27153.0,5995.0,1125.0,210168.0
118,22414506132811.156,171877.0,24795.0,5510.0,1069.0,203251.0
119,22963553165846.38,168906.0,23238.0,5130.0,1030.0,198304.0
120,23527466514436.605,169611.0,21780.0,4649.0,1030.0,197070.0
121,24106956388845.125,165202.0,19914.0,4366.0,928.0,190410.0
122,24698215149603.56,160911.0,18082.0,3952.0,941.0,183886.0
123,25306135811668.598,159778.0,16544.0,3896.0,952.0,181170.0
124,25928433173246.54,155941.0,15260.0,3650.0,887.0,175738.0
125,26566924523088.625,155517.0,13956.0,3372.0,877.0,173722.0
126,27222381515199.914,151966.0,12971.0,3207.0,903.0,169047.0
127,27892601873352.605,149673.0,12104.0,3150.0,872.0,165799.0
128,28578743692660.55,144021.0,10810.0,3003.0,870.0,158704.0
129,29281830353995.348,142274.0,10018.0,2834.0,893.0,156019.0
130,30001219828555.555,138518.0,9073.0,2737.0,858.0,151186.0
131,30736108266394.434,136977.0,8504.0,2617.0,794.0,148892.0
132,31491190832238.492,134096.0,7793.0,2680.0,810.0,145379.0
133,32268855231109.098,130485.0,7249.0,2649.0,849.0,141232.0
134,33062858324875.336,125802.0,6655.0,2649.0,860.0,135966.0
135,33877502652628.445,124710.0,6334.0,2490.0,861.0,134395.0
136,34713456602095.125,120966.0,6007.0,2527.0,898.0,130398.0
137,35564610270002.44,118238.0,5595.0,2442.0,872.0,127147.0
138,36437558257002.68,115420.0,5263.0,2548.0,900.0,124131.0
139,37331347996772.875,111929.0,5054.0,2398.0,850.0,120231.0
140,38248634840986.36,108080.0,4844.0,2418.0,843.0,116185.0
141,39190870469379.25,107303.0,4702.0,2380.0,831.0,115216.0
142,40159740906587.06,104662.0,4612.0,2404.0,876.0,112554.0
143,41143198904215.91,100450.0,4539.0,2372.0,872.0,108233.0
144,42155100643766.74,98713.0,4519.0,2274.0,899.0,106405.0
145,43195474793217.945,94393.0,4325.0,2225.0,855.0,101798.0
146,44254484793935.58,92561.0,4107.0,2417.0,908.0,99993.0
147,45345315304548.56,90547.0,4141.0,2370.0,841.0,97899.0
