,mass bin,1st Xoff,2nd Xoff,3rd Xoff,4th Xoff,full sample
0,1277887774572.8867,4507.0,10787.0,15516.0,16913.0,47723.0
1,1309740669531.78,4421.0,10673.0,15049.0,16485.0,46628.0
2,1341834922029.4312,4553.0,10659.0,14984.0,15819.0,46015.0
3,1373696733379.342,4347.0,10758.0,14609.0,15549.0,45263.0
4,1405558129528.9856,4416.0,10362.0,13873.0,14982.0,43633.0
5,1437647472035.7942,4470.0,10311.0,13792.0,14258.0,42831.0
6,1474520328646.451,5903.0,13539.0,17487.0,18134.0,55063.0
7,1512174411085.4504,4330.0,9782.0,12701.0,13039.0,39852.0
8,1549476474658.3635,5781.0,13003.0,16433.0,16425.0,51642.0
9,1586970668485.6753,4398.0,9675.0,11867.0,11651.0,37591.0
10,1624107066895.369,5830.0,12206.0,15302.0,14889.0,48227.0
11,1666472042818.9116,5605.0,12486.0,14598.0,13751.0,46440.0
12,1709197158176.9436,5595.0,11885.0,14266.0,13103.0,44849.0
13,1751619623120.1304,5519.0,11569.0,13536.0,12373.0,42997.0
14,1794284452803.1523,5583.0,11479.0,12790.0,11588.0,41440.0
15,1836976890209.9202,5383.0,10959.0,12213.0,10896.0,39451.0
16,1879637232499.0933,5514.0,10580.0,11902.0,10409.0,38405.0
17,1927293983524.5662,6798.0,13155.0,14078.0,11921.0,45952.0
18,1975432860078.4607,5353.0,10145.0,10723.0,9032.0,35253.0
19,2023200136198.547,6608.0,12424.0,12899.0,10324.0,42255.0
20,2071210710128.056,5154.0,9529.0,9967.0,7782.0,32432.0
21,2119069712045.8315,6633.0,11782.0,11804.0,9070.0,39289.0
22,2172794272226.5933,6355.0,11305.0,11336.0,8509.0,37505.0
23,2225585274930.1025,6438.0,11184.0,10716.0,8038.0,36376.0
24,2284430912672.3574,7615.0,13234.0,12148.0,8754.0,41751.0
25,2342968720986.073,6247.0,10513.0,9431.0,7024.0,33215.0
26,2396096881959.911,6286.0,10317.0,9193.0,6360.0,32156.0
27,2454702989813.4673,7559.0,12190.0,10485.0,7154.0,37388.0
28,2518922632402.818,7666.0,11910.0,10173.0,6634.0,36383.0
29,2582147263681.592,7437.0,11720.0,9611.0,6287.0,35055.0
30,2646163294117.647,7650.0,11448.0,9284.0,5932.0,34314.0
31,2709914295186.315,7541.0,11405.0,9109.0,5407.0,33462.0
32,2774056225059.8564,7518.0,10995.0,8682.0,5284.0,32479.0
33,2842987393429.578,8797.0,12584.0,9495.0,5588.0,36464.0
34,2912483585082.2085,7481.0,10546.0,7908.0,4611.0,30546.0
35,2981266461859.4946,8626.0,11758.0,8759.0,5067.0,34210.0
