,mass bin,1st Xoff,2nd Xoff,3rd Xoff,4th Xoff,all realizations
0,1277948153172.9717,94484.0,258727.0,441461.0,619050.0,1413722.0
1,1309866375343.1719,95237.0,261509.0,441927.0,621169.0,1419842.0
2,1341780553901.9717,96283.0,263161.0,440689.0,617663.0,1417796.0
3,1373716765345.6033,97694.0,264523.0,436920.0,610485.0,1409622.0
4,1405645937293.7366,98239.0,263321.0,432190.0,601613.0,1395363.0
5,1437603233634.4426,99237.0,262072.0,426607.0,590100.0,1378016.0
6,1474831629156.5344,132340.0,348279.0,557930.0,765283.0,1803832.0
7,1512115124798.7087,99540.0,258602.0,410214.0,556217.0,1324573.0
8,1549357961562.347,133099.0,343512.0,533202.0,718334.0,1728147.0
9,1586692274050.1711,98947.0,253653.0,391588.0,519566.0,1263754.0
10,1623877085755.9111,132395.0,334719.0,507675.0,666954.0,1641743.0
11,1666496065633.2148,132071.0,330847.0,494206.0,636703.0,1593827.0
12,1709098941643.604,132335.0,324709.0,480508.0,608241.0,1545793.0
13,1751695369414.4514,131671.0,319937.0,463830.0,581025.0,1496463.0
14,1794295280429.8018,131664.0,315756.0,449199.0,551818.0,1448437.0
15,1836883211606.109,131214.0,310693.0,435354.0,526971.0,1404232.0
16,1879483054841.1565,130375.0,305975.0,422488.0,500087.0,1358925.0
17,1927355496028.0222,162050.0,374510.0,509887.0,595184.0,1641631.0
18,1975326580674.428,128716.0,294132.0,392484.0,449666.0,1264998.0
19,2023198908713.7153,159500.0,360347.0,474148.0,533102.0,1527097.0
20,2071147979352.4797,127086.0,283724.0,365361.0,404020.0,1180191.0
21,2119021225643.0862,158247.0,346764.0,441097.0,479111.0,1425219.0
22,2172255145176.6057,156837.0,339391.0,424982.0,452564.0,1373774.0
23,2225529497470.524,154694.0,331404.0,407060.0,427501.0,1320659.0
24,2284011743667.0674,185439.0,388316.0,468053.0,482042.0,1523850.0
25,2342674171708.722,153249.0,315487.0,375545.0,377774.0,1222055.0
26,2395916449504.298,151729.0,308668.0,359749.0,356777.0,1176923.0
27,2454425855352.876,180347.0,361119.0,414355.0,403518.0,1359339.0
28,2518352895161.384,178735.0,351639.0,397027.0,380008.0,1307409.0
29,2582224404388.9766,175189.0,343281.0,378151.0,355318.0,1251939.0
30,2646151031511.693,174239.0,333522.0,363001.0,334405.0,1205167.0
31,2710005267833.82,172200.0,325221.0,347463.0,316221.0,1161105.0
32,2773926734089.196,170336.0,316006.0,333887.0,297303.0,1117532.0
33,2843057091345.354,196002.0,359255.0,371374.0,327030.0,1253661.0
34,2912391115743.714,165733.0,298944.0,304940.0,263547.0,1033164.0
35,2981547845929.3193,191046.0,338466.0,339065.0,288813.0,1157390.0
36,3056027518842.747,188603.0,329156.0,325007.0,271478.0,1114244.0
37,3130616187230.136,185873.0,318557.0,309338.0,255519.0,1069287.0
38,3205153515394.568,183184.0,309335.0,295066.0,240934.0,1028519.0
39,3285001785793.2783,205856.0,342651.0,321776.0,259131.0,1129414.0
40,3370181703433.976,204269.0,332609.0,306141.0,242283.0,1085302.0
41,3455418543882.334,200389.0,321877.0,291371.0,226938.0,1040575.0
42,3540593126252.489,198746.0,313260.0,278971.0,212915.0,1003892.0
