,mass bin,1st Xoff,2nd Xoff,3rd Xoff,4th Xoff,full sample
0,1278197301980.198,4040.0,10292.0,15341.0,17612.0,47285.0
1,1309985931274.9004,4016.0,10105.0,15034.0,17346.0,46501.0
2,1341711755802.22,3964.0,10089.0,14589.0,16858.0,45500.0
3,1373800278763.3047,3946.0,9786.0,14132.0,16099.0,43963.0
4,1405287060301.5076,3980.0,9898.0,13861.0,16062.0,43801.0
5,1437350858684.9854,4076.0,9609.0,13630.0,15198.0,42513.0
6,1474757250046.8955,5331.0,12841.0,17512.0,19325.0,55009.0
7,1512308511172.4832,3983.0,9450.0,12919.0,13856.0,40208.0
8,1549635625937.0315,5336.0,12483.0,16398.0,17716.0,51933.0
9,1586622230501.7388,4026.0,9034.0,11884.0,12438.0,37382.0
10,1623895894316.67,5261.0,11782.0,15386.0,16189.0,48618.0
11,1666785636007.828,5110.0,11303.0,14737.0,15098.0,46248.0
12,1709105038078.5002,5121.0,11187.0,14339.0,14395.0,45042.0
13,1751696362198.4973,5058.0,10904.0,13602.0,13434.0,42998.0
14,1794477709286.1404,5029.0,10972.0,12876.0,12748.0,41625.0
15,1837094091816.3672,5010.0,10587.0,12343.0,11983.0,39923.0
16,1879864617809.2986,5076.0,10421.0,12080.0,11062.0,38639.0
17,1927707455138.6624,6130.0,12568.0,14254.0,13190.0,46142.0
18,1975574286296.9004,4904.0,9855.0,11019.0,9896.0,35674.0
19,2023219966527.1965,5975.0,11705.0,13288.0,11561.0,42529.0
20,2071029521611.414,4766.0,9299.0,10029.0,8564.0,32658.0
21,2119030011742.996,5961.0,11463.0,12196.0,10268.0,39888.0
22,2172370647188.721,5887.0,10933.0,11370.0,9610.0,37800.0
23,2225724013840.8306,5780.0,10618.0,10944.0,9111.0,36453.0
24,2283979252577.32,6984.0,12532.0,12471.0,9935.0,41922.0
25,2342792518790.4214,5721.0,9995.0,9780.0,7896.0,33392.0
26,2396065082201.5728,5596.0,9908.0,9580.0,7269.0,32353.0
27,2454441890681.0034,6696.0,11448.0,10883.0,8348.0,37375.0
28,2518702073940.487,6654.0,11210.0,10478.0,7577.0,35919.0
29,2582766789396.171,6790.0,11103.0,10010.0,7080.0,34983.0
30,2646378422308.3804,6706.0,11101.0,9540.0,6571.0,33918.0
31,2710082425047.999,6771.0,10661.0,9236.0,6369.0,33037.0
32,2774267733844.792,6778.0,10361.0,8965.0,5883.0,31987.0
33,2843367594188.6235,8122.0,12117.0,9918.0,6502.0,36659.0
34,2912591918135.644,6694.0,10289.0,8210.0,5316.0,30509.0
35,2981838571977.9517,7801.0,11438.0,9260.0,5753.0,34252.0
36,3055880111618.468,7884.0,11223.0,8747.0,5413.0,33267.0
37,3130769836065.5737,7625.0,11047.0,8485.0,5126.0,32283.0
38,3205450148208.0303,7422.0,10549.0,8292.0,4892.0,31155.0
39,3285205579701.633,8513.0,11364.0,8688.0,5146.0,33711.0
40,3370232883317.261,8296.0,11066.0,8239.0,4864.0,32465.0
41,3455022550969.667,8044.0,10518.0,7797.0,4501.0,30860.0
42,3540383894802.7554,7985.0,10105.0,7191.0,4230.0,29511.0
43,3625807660668.3804,7780.0,9721.0,6736.0,3741.0,27978.0
44,3710981171052.6313,7600.0,9100.0,6324.0,3613.0,26637.0
45,3801800623896.4097,8495.0,9668.0,6656.0,3822.0,28641.0
46,3897819714703.731,8202.0,9442.0,6244.0,3405.0,27293.0
47,3993238892393.087,7927.0,8893.0,5814.0,3238.0,25872.0
48,4089311271486.6816,7621.0,8683.0,5416.0,2928.0,24648.0
49,4190296279459.2656,8359.0,8843.0,5593.0,2966.0,25761.0
50,4296754097358.121,8176.0,8404.0,5202.0,2764.0,24546.0
51,4403486158770.807,7810.0,7931.0,4836.0,2440.0,23017.0
52,4509891257967.998,7687.0,7740.0,4486.0,2193.0,22106.0
53,4621575516294.616,8377.0,8020.0,4650.0,2191.0,23238.0
54,4733711533742.331,7335.0,6816.0,3834.0,1916.0,19901.0
55,4845170762273.901,7740.0,7277.0,3902.0,1868.0,20787.0
56,4967869718482.252,8170.0,7417.0,3982.0,1818.0,21387.0
