,mass bin,1st Xoff,2nd Xoff,3rd Xoff,4th Xoff,full sample
0,1278053712871.287,2828.0,7709.0,12874.0,16748.0,40159.0
1,1309921291866.0288,2926.0,7729.0,12592.0,16596.0,39843.0
2,1341628738398.075,2909.0,7671.0,12411.0,16367.0,39358.0
3,1373685762827.047,2943.0,7591.0,12278.0,16039.0,38851.0
4,1405603757415.9526,3034.0,7751.0,12152.0,15575.0,38512.0
5,1437467672998.643,2948.0,7697.0,12027.0,15068.0,37740.0
6,1475018666323.378,3884.0,9969.0,15288.0,19510.0,48651.0
7,1512338543689.3203,3090.0,7422.0,11287.0,13882.0,35681.0
8,1549536882915.482,3869.0,9782.0,14425.0,17872.0,45948.0
9,1586853253605.3464,2843.0,7283.0,10575.0,12922.0,33623.0
10,1623755760952.14,3949.0,9548.0,13776.0,16610.0,43883.0
11,1666517325000.0,4000.0,9450.0,13381.0,15716.0,42547.0
12,1709501955671.4473,3835.0,9159.0,12623.0,14952.0,40569.0
13,1751541774110.3662,3878.0,9117.0,12396.0,14058.0,39449.0
14,1794516096423.017,3858.0,8892.0,12047.0,13569.0,38366.0
15,1836958902664.2046,3791.0,8483.0,11634.0,12834.0,36742.0
16,1879603942181.3403,3805.0,8356.0,11045.0,11961.0,35167.0
17,1927466337258.2002,4756.0,10326.0,13303.0,14114.0,42499.0
18,1975151900464.8618,3657.0,8310.0,10290.0,10644.0,32901.0
19,2023122796934.866,4698.0,10176.0,12370.0,12557.0,39801.0
20,2071307422512.2349,3678.0,7985.0,9441.0,9330.0,30434.0
21,2119334044444.4443,4500.0,9644.0,11631.0,11164.0,36939.0
22,2172368969422.4236,4415.0,9311.0,10888.0,10574.0,35188.0
23,2225679390681.0034,4464.0,9152.0,10587.0,9796.0,33999.0
24,2284025920274.652,5243.0,10772.0,12148.0,11077.0,39240.0
25,2342817607897.1533,4356.0,8634.0,9560.0,8472.0,31022.0
26,2395549283276.4507,4395.0,8358.0,9213.0,8323.0,30289.0
27,2454544629981.025,5270.0,9852.0,10600.0,9143.0,34865.0
28,2518623657187.9937,5064.0,9774.0,10051.0,8588.0,33477.0
29,2582388658367.9116,5061.0,9349.0,9565.0,7932.0,31907.0
30,2645997524848.9575,5131.0,9002.0,9053.0,7308.0,30494.0
31,2710040709728.8677,5016.0,8547.0,8717.0,6835.0,29115.0
32,2773787186078.7026,5057.0,8756.0,8337.0,6622.0,28772.0
33,2843200954695.365,5761.0,9961.0,9339.0,7191.0,32252.0
34,2912293954312.7217,5078.0,8372.0,7789.0,5781.0,27020.0
35,2981537655947.9883,5691.0,9548.0,8753.0,6274.0,30266.0
36,3056455162343.24,5821.0,9329.0,8143.0,6028.0,29321.0
37,3131108546861.565,5815.0,9028.0,8007.0,5527.0,28377.0
38,3205159909759.3584,5984.0,8830.0,7733.0,5336.0,27883.0
39,3285394286568.95,6686.0,10159.0,8350.0,5585.0,30780.0
40,3370158904733.01,6592.0,10025.0,8110.0,5349.0,30076.0
41,3455564979098.9316,6459.0,9797.0,7763.0,5077.0,29096.0
42,3540883183089.8354,6434.0,9324.0,7492.0,4781.0,28031.0
43,3626225570490.7783,6398.0,9035.0,7272.0,4527.0,27232.0
44,3711326613030.4463,6339.0,8848.0,6900.0,4262.0,26349.0
45,3801504304347.826,6900.0,9589.0,7485.0,4636.0,28610.0
46,3896976810756.108,6917.0,9103.0,6930.0,4262.0,27212.0
47,3993660824589.922,6767.0,8832.0,6594.0,3946.0,26139.0
48,4088938545400.239,6696.0,8463.0,6073.0,3799.0,25031.0
49,4190251887459.3525,7073.0,9003.0,6509.0,3872.0,26457.0
50,4296709744386.386,7081.0,8384.0,5910.0,3627.0,25002.0
51,4403248515590.034,6703.0,8052.0,5546.0,3278.0,23579.0
52,4509421198434.207,6642.0,7719.0,5188.0,3048.0,22597.0
53,4621365373260.228,7113.0,8074.0,5408.0,3050.0,23645.0
54,4732997812995.246,6310.0,7052.0,4570.0,2657.0,20589.0
55,4845380803768.585,6793.0,7295.0,4726.0,2713.0,21527.0
56,4967277436186.716,7091.0,7570.0,4932.0,2616.0,22209.0
57,5090249822008.977,6461.0,6773.0,4180.0,2120.0,19534.0
58,5212789328467.153,6850.0,7056.0,4148.0,2160.0,20214.0
59,5341166676829.269,6560.0,6646.0,3951.0,2007.0,19164.0
60,5473702631200.575,6955.0,6752.0,3959.0,1988.0,19654.0
61,5611785219058.858,6779.0,6258.0,3658.0,1782.0,18477.0
62,5749738845265.589,6495.0,6133.0,3445.0,1639.0,17712.0
63,5888681491493.083,6289.0,5696.0,3280.0,1507.0,16772.0
64,6033522031388.807,6754.0,5899.0,3251.0,1459.0,17363.0
65,6181056755514.706,6528.0,5501.0,3010.0,1336.0,16375.0
66,6335073932881.955,6794.0,5449.0,2904.0,1317.0,16464.0
67,6490252855487.502,6041.0,5078.0,2554.0,1044.0,14717.0
68,6650340887503.71,6738.0,5478.0,2723.0,1163.0,16102.0
69,6814997153821.555,6254.0,4899.0,2353.0,990.0,14496.0
70,6980053179807.839,6557.0,4880.0,2363.0,962.0,14762.0
71,7151663766699.251,6138.0,4646.0,2154.0,826.0,13764.0
72,7326606127488.81,6479.0,4606.0,2190.0,835.0,14110.0
73,7507099272315.653,6184.0,4296.0,1969.0,701.0,13150.0
74,7693900233172.703,6433.0,4404.0,1977.0,694.0,13508.0
75,7885052190536.881,6277.0,4066.0,1790.0,641.0,12774.0
76,8076902857142.857,5985.0,3826.0,1657.0,570.0,12038.0
77,8274772083814.552,6061.0,3797.0,1696.0,573.0,12127.0
78,8480009886698.743,6443.0,3888.0,1645.0,505.0,12481.0
79,8688213180901.144,5948.0,3517.0,1378.0,423.0,11266.0
80,8902560438680.756,6246.0,3706.0,1402.0,433.0,11787.0
81,9120631484361.5,5787.0,3201.0,1274.0,398.0,10660.0
82,9343196133768.352,6130.0,3349.0,1293.0,386.0,11158.0
83,9577111260957.518,5932.0,3160.0,1234.0,339.0,10665.0
84,9812531077781.652,5734.0,2955.0,1084.0,259.0,10032.0
85,10052407896966.615,5901.0,2855.0,1034.0,276.0,10066.0
86,10296999291910.072,5649.0,2782.0,995.0,274.0,9700.0
87,10552696755065.062,6071.0,2722.0,966.0,235.0,9994.0
88,10813536425050.21,5477.0,2480.0,826.0,235.0,9018.0
89,11074137039660.057,5648.0,2349.0,823.0,202.0,9022.0
90,11345280942334.74,5688.0,2386.0,794.0,179.0,9047.0
91,11628214423922.604,5685.0,2205.0,702.0,166.0,8758.0
92,11915176470588.234,5474.0,2059.0,631.0,149.0,8313.0
93,12208918308331.828,5533.0,1990.0,619.0,141.0,8283.0
94,12509878820960.7,5496.0,2017.0,581.0,114.0,8208.0
95,12821218287427.395,5337.0,1830.0,540.0,103.0,7810.0
96,13134761754320.758,5381.0,1765.0,500.0,94.0,7740.0
97,13456618833202.818,5108.0,1634.0,436.0,82.0,7260.0
98,13783602009859.69,5274.0,1639.0,444.0,74.0,7431.0
99,14124406064095.184,5211.0,1441.0,399.0,80.0,7131.0
100,14470279607163.49,5193.0,1389.0,430.0,60.0,7072.0
101,14830050670939.314,4993.0,1351.0,338.0,50.0,6732.0
102,15191066747084.842,4974.0,1272.0,337.0,55.0,6638.0
103,15567963296979.865,4768.0,1231.0,303.0,57.0,6359.0
104,15952436000806.29,4961.0,1097.0,249.0,54.0,6361.0
105,16343496651318.543,4778.0,1088.0,240.0,37.0,6143.0
106,16745245405179.615,4788.0,968.0,203.0,31.0,5990.0
107,17152504156896.184,4691.0,899.0,198.0,35.0,5823.0
108,17574855481369.805,4643.0,822.0,197.0,26.0,5688.0
109,18008285745518.145,4574.0,783.0,154.0,30.0,5541.0
110,18455019436138.402,4682.0,765.0,146.0,32.0,5625.0
111,18914456072644.723,4405.0,689.0,146.0,36.0,5276.0
112,19372380591878.87,4359.0,662.0,122.0,20.0,5163.0
113,19849734291676.33,4313.0,585.0,121.0,19.0,5038.0
114,20339118605184.676,4359.0,533.0,137.0,25.0,5054.0
115,20838792112950.34,4108.0,480.0,102.0,13.0,4703.0
116,21349760391198.043,4090.0,483.0,88.0,35.0,4696.0
117,21874668244084.684,4015.0,404.0,83.0,13.0,4515.0
118,22413005080010.16,3937.0,385.0,85.0,19.0,4426.0
119,22962483745123.535,3845.0,352.0,100.0,15.0,4312.0
120,23529435970848.516,3842.0,344.0,80.0,22.0,4288.0
121,24104248602608.465,3757.0,292.0,80.0,26.0,4155.0
122,24702808340237.504,3621.0,256.0,72.0,16.0,3965.0
123,25301925019941.504,3761.0,238.0,75.0,26.0,4100.0
124,25934352753623.188,3450.0,223.0,78.0,25.0,3776.0
125,26565590434782.61,3450.0,194.0,65.0,21.0,3730.0
126,27223480561239.402,3421.0,194.0,72.0,25.0,3712.0
127,27897684844832.78,3319.0,162.0,62.0,19.0,3562.0
128,28573614294913.07,3106.0,173.0,62.0,11.0,3352.0
129,29279351644841.902,3131.0,175.0,57.0,23.0,3386.0
130,30002025172413.793,2900.0,146.0,50.0,12.0,3108.0
131,30730601218686.527,2954.0,133.0,72.0,15.0,3174.0
132,31485976589797.344,2862.0,141.0,59.0,30.0,3092.0
133,32270145281018.027,2829.0,128.0,39.0,38.0,3034.0
134,33059414090582.316,2782.0,124.0,57.0,17.0,2980.0
135,33875677857412.297,2651.0,123.0,77.0,19.0,2870.0
136,34709700999231.36,2602.0,111.0,70.0,10.0,2793.0
137,35572435671342.69,2495.0,104.0,64.0,22.0,2685.0
138,36439456386936.75,2419.0,114.0,53.0,29.0,2615.0
139,37323915766738.664,2315.0,107.0,65.0,19.0,2506.0
140,38256033078880.41,2358.0,91.0,60.0,21.0,2530.0
141,39193441100601.89,2326.0,104.0,64.0,20.0,2514.0
142,40153801801801.805,2220.0,91.0,60.0,17.0,2388.0
143,41134628875968.99,2064.0,122.0,72.0,26.0,2284.0
144,42150080174927.12,2058.0,95.0,50.0,28.0,2231.0
145,43192030969030.97,2002.0,99.0,64.0,30.0,2195.0
146,44253766312594.84,1977.0,98.0,51.0,25.0,2151.0
147,45337994070080.86,1855.0,93.0,74.0,20.0,2042.0
148,46459275146354.445,1879.0,86.0,53.0,24.0,2042.0
149,47596738544474.39,1855.0,92.0,66.0,18.0,2031.0
150,48763144394110.984,1766.0,98.0,55.0,29.0,1948.0
151,49969927627438.64,1589.0,100.0,61.0,16.0,1766.0
152,51194111517367.46,1641.0,95.0,54.0,30.0,1820.0
153,52447740173217.85,1501.0,99.0,54.0,25.0,1679.0
154,53753764435695.54,1524.0,108.0,56.0,23.0,1711.0
155,55065986675126.91,1576.0,80.0,59.0,20.0,1735.0
156,56421182078853.05,1395.0,87.0,56.0,22.0,1560.0
157,57798022334293.945,1388.0,94.0,44.0,25.0,1551.0
158,59229997833935.016,1385.0,94.0,63.0,21.0,1563.0
159,60689962132921.17,1294.0,92.0,56.0,18.0,1460.0
160,62186181818181.82,1232.0,85.0,45.0,23.0,1385.0
161,63707363855421.69,1245.0,76.0,70.0,14.0,1405.0
162,65299873553719.01,1210.0,85.0,55.0,22.0,1372.0
163,66897371329879.1,1158.0,87.0,51.0,23.0,1319.0
164,68535090740740.74,1080.0,99.0,49.0,27.0,1255.0
165,70216119888475.836,1076.0,68.0,49.0,24.0,1217.0
166,71971295081967.22,1037.0,63.0,42.0,22.0,1164.0
167,73737315789473.69,950.0,86.0,43.0,23.0,1102.0
168,75543492172211.34,1022.0,81.0,53.0,22.0,1178.0
169,77372677011494.25,870.0,67.0,43.0,16.0,996.0
170,79274332199546.48,882.0,77.0,52.0,22.0,1033.0
171,81226990498812.34,842.0,54.0,48.0,15.0,959.0
172,83238950303030.3,825.0,70.0,52.0,27.0,974.0
173,85311899234693.88,784.0,80.0,41.0,11.0,916.0
174,87384573204419.89,724.0,52.0,35.0,23.0,834.0
175,89549589285714.28,728.0,59.0,40.0,19.0,846.0
176,91733936350777.94,707.0,60.0,39.0,17.0,823.0
177,93995917006802.72,735.0,58.0,51.0,17.0,861.0
178,96310185937500.0,640.0,57.0,36.0,23.0,756.0
179,98691081632653.06,637.0,58.0,31.0,22.0,748.0
180,101111279742765.27,622.0,78.0,43.0,18.0,761.0
181,103620278293135.44,539.0,50.0,20.0,13.0,622.0
182,106123652173913.05,575.0,61.0,33.0,17.0,686.0
183,108785612052730.7,531.0,63.0,39.0,11.0,644.0
184,111416941838649.16,533.0,57.0,31.0,12.0,633.0
185,114155480225988.7,531.0,63.0,27.0,16.0,637.0
186,116962463157894.73,475.0,58.0,30.0,14.0,577.0
187,119883909465020.58,486.0,52.0,29.0,7.0,574.0
188,122806749435665.92,443.0,50.0,24.0,8.0,525.0
189,125711769041769.05,407.0,50.0,24.0,8.0,489.0
190,128866104513064.14,421.0,54.0,26.0,12.0,513.0
191,132113942558746.73,383.0,47.0,22.0,5.0,457.0
192,135412447368421.05,380.0,45.0,26.0,10.0,461.0
193,138596929577464.78,355.0,53.0,26.0,10.0,444.0
194,141934388714733.53,319.0,48.0,23.0,10.0,400.0
195,145642680412371.12,291.0,47.0,25.0,6.0,369.0
196,149194637223974.75,317.0,56.0,20.0,7.0,400.0
197,152779210526315.78,304.0,54.0,22.0,6.0,386.0
198,156617875816993.47,306.0,46.0,27.0,10.0,389.0
