,mass bin,bias
0,1278000000000.0,0.8234253810043443
1,1310000000000.0,0.7955463463813703
2,1342000000000.0,0.6826053916713899
3,1374000000000.0,0.8022035536181937
4,1406000000000.0,0.6808369116888766
5,1438000000000.0,0.8177527357626728
6,1475000000000.0,0.8343747895114234
7,1512000000000.0,0.8827991005615348
8,1549000000000.0,0.956565006363249
9,1587000000000.0,0.42274552823437805
10,1624000000000.0,0.577232236257248
11,1666000000000.0,1.0081443407318356
12,1709000000000.0,0.7512771552767593
13,1752000000000.0,0.8811291466105668
14,1794000000000.0,0.9271196050287563
15,1837000000000.0,0.7845936232949934
16,1879000000000.0,0.7012380275517298
17,1927000000000.0,0.7484793943831484
18,1975000000000.0,0.7989107953824135
19,2023000000000.0,0.726397008659485
20,2071000000000.0,1.014046336908862
21,2119000000000.0,0.6998542562221785
22,2172000000000.0,0.9168800615881586
23,2226000000000.0,0.5813815401658301
24,2284000000000.0,0.701110193440297
25,2343000000000.0,1.2542468841494443
26,2396000000000.0,0.6941287858584647
27,2454000000000.0,0.4352015071387522
28,2518000000000.0,0.8388656094311162
29,2582000000000.0,0.9138696318367376
30,2646000000000.0,1.066921419034885
31,2710000000000.0,0.6692364874037097
32,2774000000000.0,1.0316042291856335
33,2843000000000.0,0.8941601767486028
34,2912000000000.0,0.49940559408551244
35,2981000000000.0,0.8357732817393355
36,3056000000000.0,1.213219100970304
37,3131000000000.0,0.9132106513656256
38,3205000000000.0,0.866455063842398
39,3285000000000.0,0.8434580507190101
40,3370000000000.0,1.0720180953972986
41,3455000000000.0,1.0364400987426954
42,3541000000000.0,0.7621035922994701
43,3626000000000.0,0.921467395309621
44,3711000000000.0,1.1443379688872681
45,3802000000000.0,0.7361783931770861
46,3897000000000.0,1.1196725173359625
47,3993000000000.0,1.134080684229299
48,4089000000000.0,1.3279201915579695
49,4190000000000.0,0.8869989780613712
50,4297000000000.0,0.8093160424113472
51,4403000000000.0,1.3535448052552363
52,4510000000000.0,0.9725545102164777
53,4621000000000.0,1.296181236841264
54,4733000000000.0,0.9967601322136423
55,4845000000000.0,1.13549365043889
56,4967000000000.0,1.1451902721444975
57,5090000000000.0,1.054491522637246
58,5212000000000.0,1.1946590991332238
59,5340000000000.0,1.4242133299452293
60,5473000000000.0,1.2383264997748085
61,5612000000000.0,1.1693004119760038
62,5750000000000.0,0.8094164410653892
63,5889000000000.0,1.3350358730462168
64,6032000000000.0,1.3272818677821931
65,6181000000000.0,1.0605122149164297
66,6336000000000.0,1.1939521219709586
67,6490000000000.0,1.187882528563568
68,6650000000000.0,0.936897125422314
69,6815000000000.0,1.3346275040106597
70,6980000000000.0,0.9262011590964101
71,7150000000000.0,1.1964244368293169
72,7326000000000.0,1.112019167661416
73,7507000000000.0,1.2460519659556835
74,7693000000000.0,1.1834928536329565
75,7885000000000.0,0.8417737406717745
76,8077000000000.0,2.1339234767398794
77,8274000000000.0,1.591180844183651
78,8481000000000.0,1.0035890818005768
79,8689000000000.0,1.333828445070199
80,8902000000000.0,1.0974174415998184
81,9120000000000.0,1.9171063494538783
82,9344000000000.0,1.479109597677554
83,9578000000000.0,1.4367489677610095
84,9812000000000.0,1.8716790599525142
85,10050000000000.0,1.0187761693984125
86,10300000000000.0,0.5419055141321695
87,10550000000000.0,2.0128380083107946
88,10810000000000.0,1.6192198413104664
89,11070000000000.0,0.5329282393912437
90,11350000000000.0,1.3081655749064718
91,11630000000000.0,1.7830938602283877
92,11920000000000.0,1.4816444299987084
93,12210000000000.0,0.9230766246197009
94,12510000000000.0,1.9026285927904572
95,12820000000000.0,1.9453067596292872
96,13130000000000.0,1.6158744123050768
97,13450000000000.0,1.790013536696721
98,13780000000000.0,1.0246030138935869
99,14130000000000.0,2.736158834864
100,14470000000000.0,1.9051741472195913
101,14830000000000.0,1.9868103944874818
102,15200000000000.0,1.9907360690803837
103,15570000000000.0,1.6778509291255745
104,15950000000000.0,0.9575930505255175
105,16340000000000.0,0.5349465574663583
106,16740000000000.0,1.9494163438551728
107,17150000000000.0,1.6344914739181355
108,17570000000000.0,0.9886782141429434
109,18010000000000.0,1.8427438253386867
110,18450000000000.0,2.5342194410542596
111,18910000000000.0,2.9900784037742514
112,19370000000000.0,2.1312246478188777
113,19850000000000.0,2.8578734747465377
114,20340000000000.0,2.0887664679331204
115,20840000000000.0,2.4019733862928194
116,21350000000000.0,1.7044967207894584
117,21880000000000.0,1.8174464022184662
118,22410000000000.0,2.5581637355468563
119,22960000000000.0,-0.06284943115613868
120,23530000000000.0,1.9492667818327596
121,24110000000000.0,3.4356653049398633
122,24700000000000.0,1.1802027915173015
123,25310000000000.0,1.1905484045072845
124,25930000000000.0,1.617159423327929
125,26570000000000.0,3.5581142562328805
126,27220000000000.0,4.4336759236843015
127,27890000000000.0,2.838835085162814
128,28580000000000.0,2.0445786931824683
129,29280000000000.0,3.883413610896122
130,30000000000000.0,4.5681484691990715
131,30740000000000.0,2.342973157505325
132,31490000000000.0,0.8710578532463796
133,32270000000000.0,3.7557776838438333
134,33060000000000.0,0.8047131469002555
135,33880000000000.0,3.2826292519646367
136,34710000000000.0,2.4682722126481047
137,35570000000000.0,5.078280791571043
138,36440000000000.0,2.512188261415731
139,37330000000000.0,3.537019633783028
140,38250000000000.0,2.023076798248721
141,39190000000000.0,5.49140533476549
142,40160000000000.0,3.5196733174680612
143,41140000000000.0,2.632460667609023
144,42160000000000.0,1.8548277571152854
145,43190000000000.0,0.7764305691597012
146,44250000000000.0,5.032141636008622
147,45340000000000.0,3.918849270814968
148,46460000000000.0,1.806185624290303
149,47610000000000.0,3.8197423702205966
150,48780000000000.0,0.16680857227052
151,49980000000000.0,3.7624896687481684
152,51200000000000.0,2.0909376858568693
153,52460000000000.0,1.946780351844244
154,53750000000000.0,1.6991363273217732
155,55070000000000.0,6.519787129472012
156,56430000000000.0,6.442908593515804
