,mass bin,bias
0,1278000000000.0,0.773074260294402
1,1310000000000.0,0.8304003821899016
2,1342000000000.0,0.6192960383718462
3,1374000000000.0,0.5172983810295367
4,1406000000000.0,0.3360019107010222
5,1438000000000.0,0.5696723768667835
6,1475000000000.0,0.7504136535559547
7,1512000000000.0,0.6247805666052171
8,1549000000000.0,0.4981622277037251
9,1587000000000.0,0.6315695840777152
10,1624000000000.0,1.0568483030204252
11,1666000000000.0,0.5378278006155033
12,1709000000000.0,0.6383854252971785
13,1752000000000.0,0.8431596634728753
14,1794000000000.0,0.8381869209678262
15,1837000000000.0,0.9227341971056002
16,1879000000000.0,0.6307630928819815
17,1927000000000.0,1.0026332151412216
18,1975000000000.0,0.813455907982697
19,2023000000000.0,0.6419226578680762
20,2071000000000.0,0.5374663941945941
21,2119000000000.0,0.6319556618472594
22,2172000000000.0,0.7722943622844473
23,2226000000000.0,0.4933123801525563
24,2284000000000.0,0.8910230326111145
25,2343000000000.0,0.6964506696454091
26,2396000000000.0,0.6500032970452884
27,2454000000000.0,0.6591450411784608
28,2518000000000.0,0.791628640267318
29,2582000000000.0,0.8759567447883916
30,2646000000000.0,0.5476585842463373
31,2710000000000.0,0.6242885243836284
32,2774000000000.0,1.1945873059191636
33,2843000000000.0,0.5996719451114231
34,2912000000000.0,1.0706244036068886
35,2981000000000.0,0.8520104154602407
36,3056000000000.0,0.6264089543495306
37,3131000000000.0,0.24702583962935792
38,3205000000000.0,0.5873131886298427
39,3285000000000.0,1.0840711710166264
40,3370000000000.0,0.6861956723092013
41,3455000000000.0,0.7937961467790094
42,3541000000000.0,1.006659543129276
43,3626000000000.0,0.8149809057528119
44,3711000000000.0,1.2276436207770571
45,3802000000000.0,0.9163289568515192
46,3897000000000.0,0.6472081393711103
47,3993000000000.0,0.8968033386627494
48,4089000000000.0,1.0222905142775498
49,4190000000000.0,0.7824662474370224
50,4297000000000.0,0.9775958131795947
51,4403000000000.0,0.9778277431119702
52,4510000000000.0,0.8643868733411209
53,4621000000000.0,1.1612731128488145
54,4733000000000.0,1.0934118382175189
55,4845000000000.0,1.0962255338147195
56,4967000000000.0,0.9090669935927884
57,5090000000000.0,0.7807052226867538
58,5212000000000.0,1.0048446237754654
59,5340000000000.0,1.0928860062952566
60,5473000000000.0,0.86562094868488
61,5612000000000.0,1.5313630242285345
62,5750000000000.0,1.2282830225872274
63,5889000000000.0,0.9293735587801788
64,6032000000000.0,1.2126121361233897
65,6181000000000.0,1.3549993346026492
66,6336000000000.0,1.1404569271244382
67,6490000000000.0,1.4872360537294196
68,6650000000000.0,1.6836115675506216
69,6815000000000.0,0.7905084236872867
70,6980000000000.0,1.0538653046567914
71,7150000000000.0,0.9454806457766967
72,7326000000000.0,1.3802674472922474
73,7507000000000.0,1.258393635159459
74,7693000000000.0,1.7098224285536623
75,7885000000000.0,1.5762148304847978
76,8077000000000.0,1.7973599724877076
77,8274000000000.0,1.1261431538129956
78,8481000000000.0,0.7500432571489587
79,8689000000000.0,1.609236538245689
80,8902000000000.0,1.0916263333456941
81,9120000000000.0,1.4981689354753285
82,9344000000000.0,1.7132090724520475
83,9578000000000.0,1.7412845899206417
84,9812000000000.0,2.336592021516161
85,10050000000000.0,1.2519470851383172
86,10300000000000.0,1.7176507553491471
87,10550000000000.0,0.6098794242837753
88,10810000000000.0,2.0041297652694783
89,11070000000000.0,1.6030646612150667
90,11350000000000.0,1.8929709170642117
91,11630000000000.0,1.8537538489870182
92,11920000000000.0,1.3561281085068668
93,12210000000000.0,2.4556506739902737
94,12510000000000.0,1.3514840775779138
95,12820000000000.0,1.5354978812592186
96,13130000000000.0,2.237863686386405
97,13450000000000.0,1.2556681710999182
98,13780000000000.0,0.879887404653994
99,14130000000000.0,1.2454911151464891
100,14470000000000.0,2.2214673712555255
101,14830000000000.0,2.1248917163238774
102,15200000000000.0,2.5378885651000727
103,15570000000000.0,1.8967307257957484
104,15950000000000.0,2.4320519817109307
105,16340000000000.0,2.6456261979381344
106,16740000000000.0,1.2707280466954054
107,17150000000000.0,2.308227332334533
108,17570000000000.0,1.667102553062419
109,18010000000000.0,1.5540564718882435
110,18450000000000.0,2.4083138476865082
111,18910000000000.0,2.3583512825312254
112,19370000000000.0,1.8823536550049758
113,19850000000000.0,1.0207090641031846
114,20340000000000.0,1.356083992420372
115,20840000000000.0,1.7858283051416255
116,21350000000000.0,2.03092326445292
117,21880000000000.0,2.9388764408307844
118,22410000000000.0,2.9104037598236463
119,22960000000000.0,2.693552329082093
120,23530000000000.0,1.8393490225811926
121,24110000000000.0,2.0711911104311307
122,24700000000000.0,1.0454293780857657
123,25310000000000.0,1.5310802233760743
124,25930000000000.0,1.3895145616600606
125,26570000000000.0,3.0356631143584525
126,27220000000000.0,2.0500589731010015
127,27890000000000.0,2.1358156984936305
128,28580000000000.0,1.9309001856778054
129,29280000000000.0,4.430660068635298
130,30000000000000.0,1.5625893794116055
131,30740000000000.0,3.528597766971293
132,31490000000000.0,3.443407551791189
133,32270000000000.0,1.595625906496542
134,33060000000000.0,2.8479971644601143
135,33880000000000.0,3.207792923480356
136,34710000000000.0,3.2273808738859997
137,35570000000000.0,3.048684389935408
138,36440000000000.0,1.4574099390238389
139,37330000000000.0,3.4631961622774248
140,38250000000000.0,0.7594583555033
141,39190000000000.0,5.844804096452375
142,40160000000000.0,2.10137317001597
143,41140000000000.0,4.52393735986598
144,42160000000000.0,5.213025783951683
145,43190000000000.0,4.783998616000362
146,44250000000000.0,4.690005217439766
147,45340000000000.0,2.104197249819137
148,46460000000000.0,3.171411196784086
149,47610000000000.0,1.8782512002225022
150,48780000000000.0,4.766293935360271
151,49980000000000.0,4.7909144808988735
152,51200000000000.0,2.8287188251021504
153,52460000000000.0,1.7651471840723945
154,53750000000000.0,6.002046788237884
155,55070000000000.0,4.559802940487178
156,56430000000000.0,7.73686299498552
157,57810000000000.0,5.194280562256357
158,59240000000000.0,1.247374918170761
159,60700000000000.0,3.093882720556518
160,62190000000000.0,3.4556366835036507
161,63720000000000.0,2.956200999021427
162,65280000000000.0,7.315271540205088
163,66890000000000.0,6.262758127695078
164,68540000000000.0,3.2477968956282894
165,70220000000000.0,2.2683660544675197
166,71950000000000.0,2.4311541100146274
167,73720000000000.0,4.192719044841055
168,75530000000000.0,4.421744161148026
169,77390000000000.0,3.5825023921550296
170,79290000000000.0,2.926677322134922
171,81250000000000.0,7.147164968638723
172,83240000000000.0,-5.750194764744261
173,85290000000000.0,4.347912216242939
174,87380000000000.0,5.363596961186327
175,89540000000000.0,5.139089557875404
176,91740000000000.0,0.2073993997382001
177,95148000000000.0,5.496669772979047
178,99883000000000.0,5.176558099301722
179,104840000000000.0,8.66133928105065
180,110090000000000.0,3.8585397643932082
181,115590000000000.0,1.2438423498544562
182,121290000000000.0,4.2524976396411205
183,127340000000000.0,7.192250276336541
184,133690000000000.0,10.54598119771134
185,140390000000000.0,9.47112999686372
186,147340000000000.0,11.156901609385928
187,154690000000000.0,8.06965820639862
