,mass bin,bias
0,1278000000000.0,6.014694902833909
1,1310000000000.0,5.631075668714728
2,1342000000000.0,6.68127505976157
3,1374000000000.0,6.614973228225955
4,1406000000000.0,6.737537096664779
5,1438000000000.0,6.062629829745947
6,1475000000000.0,6.631064278726665
7,1512000000000.0,7.107416804913209
8,1549000000000.0,5.730253712227366
9,1587000000000.0,6.205693424963681
10,1624000000000.0,5.801210187859511
11,1666000000000.0,6.991687554856467
12,1709000000000.0,7.103778158986686
13,1752000000000.0,5.830117103840791
14,1794000000000.0,6.014375192770677
15,1837000000000.0,8.469462893397054
16,1879000000000.0,6.533015021457734
17,1927000000000.0,6.0735186271959405
18,1975000000000.0,5.833128066158722
19,2023000000000.0,4.7955136534780625
20,2071000000000.0,6.437861647312754
21,2119000000000.0,6.552417040161294
22,2172000000000.0,7.01373795354595
23,2226000000000.0,7.824638353977787
24,2284000000000.0,8.141614498293729
25,2343000000000.0,7.488347005535971
26,2396000000000.0,6.668442893552538
27,2454000000000.0,8.05402265388018
28,2518000000000.0,10.630645504423734
29,2582000000000.0,8.030438703364831
30,2646000000000.0,9.069808578102101
31,2710000000000.0,7.627073936875806
32,2774000000000.0,7.677680986928593
33,2843000000000.0,11.798484435276745
34,2912000000000.0,8.639367744534182
35,2981000000000.0,11.228559498643287
36,3056000000000.0,9.419507468341418
37,3130000000000.0,7.329990292257381
38,3205000000000.0,6.732827659683748
39,3285000000000.0,9.893910914872873
40,3370000000000.0,11.508441462572456
41,3455000000000.0,10.059638407537467
42,3540000000000.0,7.4596455878895425
43,3626000000000.0,10.434550211711827
44,3711000000000.0,13.796404403208951
45,3801000000000.0,12.186878051716606
46,3897000000000.0,9.3844737918932
47,3993000000000.0,10.456573283402157
48,4089000000000.0,14.25690059701828
49,4190000000000.0,10.097456059665642
50,4296000000000.0,8.587387641764373
51,4403000000000.0,10.967939228831476
52,4509000000000.0,11.56435225323782
53,4621000000000.0,14.053118218546283
54,4733000000000.0,12.382493572475623
55,4845000000000.0,10.859200286468928
56,4967000000000.0,10.57922482771259
57,5090000000000.0,12.389736282437704
58,5212000000000.0,9.47361103165904
59,5340000000000.0,16.763594568877142
60,5473000000000.0,15.364555071134623
61,5611000000000.0,12.729033397098265
62,5750000000000.0,16.34183509190795
63,5888000000000.0,15.05264684825993
64,6032000000000.0,11.40772169326953
65,6181000000000.0,10.773856969141413
66,6335000000000.0,13.630241839819115
67,6490000000000.0,14.581078596419225
68,6649000000000.0,15.08147427904636
69,6815000000000.0,11.855684111396265
70,6980000000000.0,15.444429185601996
71,7150000000000.0,8.67500829913541
72,7326000000000.0,20.423233122409147
73,7507000000000.0,19.00268376062553
74,7693000000000.0,20.760200623176033
75,7884000000000.0,27.140501199213265
76,8076000000000.0,22.596809545685566
77,8274000000000.0,21.762189823375063
78,8481000000000.0,17.46494496563024
79,8689000000000.0,23.889739539718548
80,8902000000000.0,17.780507262412858
81,9120000000000.0,10.296327132716604
82,9343000000000.0,15.782677193152704
83,9578000000000.0,22.955221896205
84,9812000000000.0,29.189166376606718
85,10050000000000.0,32.45311201144601
86,10300000000000.0,33.43473765661901
87,10550000000000.0,31.141213221670355
88,10810000000000.0,-2.0061565316547325
89,11070000000000.0,11.083191368920643
90,11350000000000.0,23.657687860871484
91,11630000000000.0,22.306234610713034
92,11910000000000.0,5.915384372596284
93,12210000000000.0,31.540755984522235
94,12510000000000.0,44.50183828402188
95,12820000000000.0,41.193844231591584
96,13130000000000.0,32.84190016567751
97,13450000000000.0,15.532541043916861
98,13780000000000.0,33.296496278290874
99,14120000000000.0,20.393006866578762
100,14470000000000.0,2.417120535265734
101,14830000000000.0,28.755808151395822
102,15190000000000.0,39.08958629883347
103,15570000000000.0,43.99098749804019
104,15950000000000.0,53.2041424124184
105,16340000000000.0,30.585593959637826
106,16944000000000.0,26.8895551358999
107,17784000000000.0,3.7500206607322104
108,18679000000000.0,77.97917776727594
109,19609000000000.0,25.349045276573555
110,20588000000000.0,31.97213617586262
111,21608000000000.0,39.04939911861995
112,22683000000000.0,22.265581276239892
113,24108000000000.0,56.6843746495407
114,25927000000000.0,21.30347506015834
115,28231000000000.0,76.34634197539556
116,31493000000000.0,44.32353077936545
117,36428000000000.0,39.94977155482288
118,45890000000000.0,66.45074497414926
119,91783000000000.0,9.72377033746374
