,mass bin,bias
0,1278000000000.0,3.7329696888784016
1,1310000000000.0,2.557078038780536
2,1342000000000.0,1.0070646209559238
3,1374000000000.0,2.7978785095556287
4,1406000000000.0,2.7623841947293197
5,1438000000000.0,3.4294676725871276
6,1475000000000.0,4.421334689029591
7,1512000000000.0,4.571779745451051
8,1549000000000.0,3.7223544486964393
9,1587000000000.0,4.502252179274004
10,1624000000000.0,4.109247806812626
11,1666000000000.0,2.5701254134863203
12,1709000000000.0,5.295072305166579
13,1752000000000.0,4.156545892765294
14,1794000000000.0,4.053035689491268
15,1837000000000.0,3.6686864068148144
16,1879000000000.0,2.7873293150078746
17,1927000000000.0,5.20921073635033
18,1975000000000.0,3.8446364013057703
19,2023000000000.0,4.552241455740784
20,2071000000000.0,6.193791459947863
21,2119000000000.0,5.526897506957619
22,2172000000000.0,5.499517029703537
23,2226000000000.0,5.08227289313329
24,2284000000000.0,4.97931828876752
25,2343000000000.0,4.922474873713791
26,2396000000000.0,7.343928886986482
27,2454000000000.0,5.357753914969156
28,2518000000000.0,6.367504532259417
29,2582000000000.0,6.510030207657731
30,2646000000000.0,7.309996677427976
31,2710000000000.0,6.643173941735203
32,2774000000000.0,6.605231411920767
33,2843000000000.0,6.6735798037365495
34,2912000000000.0,7.990671989258496
35,2981000000000.0,9.1992569793863
36,3056000000000.0,6.011300240176535
37,3130000000000.0,7.42719928871152
38,3205000000000.0,6.786667124684182
39,3285000000000.0,7.395969697099283
40,3370000000000.0,7.575397400734703
41,3455000000000.0,7.398061177737634
42,3540000000000.0,9.046311019047634
43,3626000000000.0,8.881878849287627
44,3711000000000.0,7.907329517120058
45,3801000000000.0,8.351784508013333
46,3897000000000.0,8.480017485511999
47,3993000000000.0,6.94796364854501
48,4089000000000.0,8.65186114662286
49,4190000000000.0,3.4017097946208943
50,4296000000000.0,9.399569647345707
51,4403000000000.0,10.206563829510854
52,4509000000000.0,13.85782167313859
53,4621000000000.0,12.541984118447825
54,4733000000000.0,13.719895648973996
55,4845000000000.0,13.556059763136052
56,4967000000000.0,11.5796529441985
57,5090000000000.0,11.88285835622811
58,5212000000000.0,11.350295776432493
59,5340000000000.0,8.067974556126455
60,5473000000000.0,18.156933098639907
61,5611000000000.0,7.681534530256554
62,5750000000000.0,18.990122583458433
63,5888000000000.0,7.538141115296186
64,6032000000000.0,10.679180016772872
65,6181000000000.0,13.6592556918277
66,6335000000000.0,15.82097913036042
67,6490000000000.0,11.388436332303954
68,6649000000000.0,22.55182940444897
69,6815000000000.0,18.386859519527466
70,6980000000000.0,15.734607072697964
71,7150000000000.0,12.996177219322039
72,7326000000000.0,12.547432088765575
73,7507000000000.0,11.324962672945652
74,7693000000000.0,17.702076098177567
75,7884000000000.0,8.146234942614592
76,8076000000000.0,16.915778726159864
77,8274000000000.0,8.854153678945696
78,8481000000000.0,26.327384964534403
79,8689000000000.0,3.273606594843257
80,8902000000000.0,20.96509152143349
81,9120000000000.0,15.274850660097837
82,9343000000000.0,-0.8392314619876126
83,9578000000000.0,8.031496760583886
84,9812000000000.0,17.25716568309628
85,10050000000000.0,25.281554398203298
86,10300000000000.0,13.255451832840656
87,10550000000000.0,26.471469648573667
88,10810000000000.0,25.318086017788055
89,11070000000000.0,30.03955913013802
90,11350000000000.0,16.040593264381364
91,11630000000000.0,28.011887534259724
92,11910000000000.0,8.147811537904246
93,12210000000000.0,11.747667710879364
94,12510000000000.0,26.291518179422884
95,12820000000000.0,4.3333296434055795
96,13130000000000.0,27.233844270247435
97,13450000000000.0,2.770799817154584
98,13780000000000.0,35.87482831391996
99,14120000000000.0,42.38102871668215
100,14470000000000.0,13.430900286476867
101,14830000000000.0,8.727300353813412
102,15190000000000.0,13.16732754432056
103,15570000000000.0,56.416619568914975
104,15950000000000.0,104.09268915612033
105,16340000000000.0,23.4131735605008
106,16944000000000.0,29.805337932612375
107,17784000000000.0,30.413109542487074
108,18679000000000.0,27.163276669133882
109,19609000000000.0,52.879442646573025
110,20588000000000.0,39.12595331997896
111,21608000000000.0,41.761307090509355
112,22683000000000.0,34.10122268665852
113,24108000000000.0,37.82733482128806
114,25927000000000.0,45.11874636794008
115,28231000000000.0,35.05497438405231
116,31493000000000.0,77.02136424736834
117,36428000000000.0,40.610312493382054
118,45890000000000.0,87.40944524630153
119,91783000000000.0,141.59086153057137
