,mass bin,bias
0,1278000000000.0,4.135045329181634
1,1310000000000.0,6.1790753827924165
2,1342000000000.0,5.180827414720966
3,1374000000000.0,6.355941867346428
4,1406000000000.0,4.523190850004966
5,1438000000000.0,7.785853077687642
6,1475000000000.0,5.446772994750657
7,1512000000000.0,5.870220879302166
8,1549000000000.0,6.457570291178655
9,1587000000000.0,5.10045281169806
10,1624000000000.0,7.0018677188153085
11,1666000000000.0,6.603155185096118
12,1709000000000.0,5.349579361075899
13,1752000000000.0,5.375458533811139
14,1794000000000.0,6.92876340189671
15,1837000000000.0,6.035160106981968
16,1879000000000.0,6.874253505972617
17,1927000000000.0,7.626448309458787
18,1975000000000.0,4.08483392958308
19,2023000000000.0,8.0145345285287
20,2071000000000.0,6.714262078838096
21,2119000000000.0,7.578130921954718
22,2172000000000.0,6.613975752369515
23,2226000000000.0,7.859317980317733
24,2284000000000.0,9.025921749964844
25,2343000000000.0,6.582688603574297
26,2396000000000.0,8.142295454756638
27,2454000000000.0,6.697499683979058
28,2518000000000.0,8.750949210480659
29,2582000000000.0,7.57721584355245
30,2646000000000.0,5.642315827734726
31,2710000000000.0,9.439867094501738
32,2774000000000.0,7.51131570402208
33,2843000000000.0,7.976859549728449
34,2912000000000.0,6.471004181811242
35,2981000000000.0,9.330714334425052
36,3056000000000.0,9.471621498105051
37,3130000000000.0,6.096542806549174
38,3205000000000.0,11.808354312749513
39,3285000000000.0,10.403540016166374
40,3370000000000.0,8.12107136095808
41,3455000000000.0,9.146039809090828
42,3540000000000.0,10.368825602060479
43,3626000000000.0,12.665233554176293
44,3711000000000.0,9.263829679754094
45,3801000000000.0,8.658464154158692
46,3897000000000.0,11.273160682082597
47,3993000000000.0,9.516371869657265
48,4089000000000.0,10.382971323257452
49,4190000000000.0,11.903908381989377
50,4296000000000.0,13.422246527414861
51,4403000000000.0,11.79322965636806
52,4509000000000.0,10.651746297877542
53,4621000000000.0,8.086443315988388
54,4733000000000.0,10.244826268708797
55,4845000000000.0,11.124345958035786
56,4967000000000.0,11.897669115979348
57,5090000000000.0,11.522523460156199
58,5212000000000.0,10.159723861020678
59,5340000000000.0,14.333425135718306
60,5473000000000.0,16.913250744205104
61,5611000000000.0,14.958396308481449
62,5750000000000.0,15.137759757702804
63,5888000000000.0,10.89871058517413
64,6032000000000.0,16.422155425677055
65,6181000000000.0,11.76628503671522
66,6335000000000.0,10.805142227158106
67,6490000000000.0,14.21974962452972
68,6649000000000.0,16.42444407211485
69,6815000000000.0,9.295846158521234
70,6980000000000.0,11.962405603494615
71,7150000000000.0,10.969039563965152
72,7326000000000.0,18.658310155450877
73,7507000000000.0,8.709717408974175
74,7693000000000.0,14.394460504530448
75,7884000000000.0,15.808197237824913
76,8076000000000.0,14.504992799693364
77,8274000000000.0,19.33262375138979
78,8481000000000.0,13.49203366350825
79,8689000000000.0,14.560258985497098
80,8902000000000.0,15.545121705385537
81,9120000000000.0,10.582364183451201
82,9343000000000.0,17.340485730589112
83,9578000000000.0,13.093120277849534
84,9812000000000.0,13.0055439043684
85,10050000000000.0,17.686850379240934
86,10300000000000.0,17.35427653074648
87,10550000000000.0,29.201602052455833
88,10810000000000.0,19.352620379562115
89,11070000000000.0,18.68771926557841
90,11350000000000.0,12.430239097949896
91,11630000000000.0,48.275614735848954
92,11910000000000.0,22.889206567069692
93,12210000000000.0,1.1932229530785836
94,12510000000000.0,16.646114590398426
95,12820000000000.0,20.8028912767555
96,13130000000000.0,32.41967133327269
97,13450000000000.0,0.24613892338325707
98,13780000000000.0,31.871449842235425
99,14120000000000.0,32.92292170478779
100,14470000000000.0,19.408845652301796
101,14830000000000.0,48.7389315049439
102,15190000000000.0,3.7689949248724046
103,15570000000000.0,5.5765275632384474
104,15950000000000.0,23.049920560913666
105,16340000000000.0,-1.9069595456698218
106,16944000000000.0,37.537509522824145
107,17784000000000.0,19.83304421013085
108,18679000000000.0,36.820861786659975
109,19609000000000.0,30.166979540274422
110,20588000000000.0,30.666569458952242
111,21608000000000.0,6.353682940658356
112,22683000000000.0,39.439674568131046
113,24108000000000.0,21.158853840871394
114,25927000000000.0,76.4734467026081
115,28231000000000.0,19.746907004510927
116,31493000000000.0,24.54973127518192
117,36428000000000.0,85.43815787960747
118,45890000000000.0,67.71839804044244
119,91783000000000.0,293.4199567899629
