,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183
0,1,0.8328,0.7931,0.84472,0.77307,0.76824,0.8787,0.79723,0.82294,0.81399,0.81108,0.8438,0.898,0.806,0.82593,0.7752,0.80343,0.82629,0.83595,0.80058,0.74782,0.83392,0.79904,0.83131,0.86829,0.82851,0.7584,0.72556,0.80088,0.85343,0.77756,0.77742,0.73551,0.80635,0.71777,0.77404,0.75829,0.79044,0.62664,0.74296,0.8669,0.71781,0.76395,0.68584,0.54065,0.73716,0.74103,0.67127,0.68378,0.75713,0.57328,0.63036,0.59025,0.67557,0.53801,0.57298,0.52104,0.72692,0.39581,0.34934,0.54362,0.33679,0.63721,0.59787,0.53138,0.3701,0.44137,0.37995,0.33228,0.28334,0.38367,0.48249,0.45228,0.50113,0.38915,0.13508,0.35857,0.027861,0.15296,0.40008,0.062167,0.37273,0.12832,-0.066551,0.060451,0.32314,-0.00087495,0.27554,0.17172,0.093179,0.098404,-0.035132,0.053724,-0.41633,0.25662,0.26313,0.16082,0.23502,-0.029728,0.082516,-0.10511,-0.16049,0.10032,0.16514,0.19077,0.18554,0.11971,-0.014153,0.29636,0.25477,0.052548,-0.023105,-0.13783,0.022978,0.29859,-0.023843,0.10295,-0.04386,0.07222,0.020006,-0.15403,0.15334,0.065714,-0.044485,0.19135,0.25895,-0.14887,0.019843,0.3571,-0.015999,-0.051459,-0.039264,-0.11914,0.033312,-0.12622,-0.10205,-0.25107,-0.25775,-0.23276,0.081262,0.031992,0.076538,0.12987,-0.16698,-0.044389,0.21221,-0.13449,-0.11373,-0.04703,-0.098261,-0.08975,0.08623,-0.10117,-0.0051875,-0.095055,0.26658,-0.060854,0.053535,0.083875,-0.25755,-0.26315,-0.048053,-0.17025,0.076789,-0.21655,0.28142,0.12543,0.066348,0.033926,-0.0056887,-0.13129,-0.059054,-0.11142,-0.17071,-0.041175,0.035247,-0.091532,0.23485,-0.074306,0.14077,-0.20724,-0.22904,0.14258,
1,0.8328,1,0.7923,0.84885,0.84099,0.7549,0.86207,0.81755,0.82129,0.80447,0.77698,0.83778,0.82295,0.83232,0.82205,0.82437,0.86084,0.79473,0.81163,0.75684,0.7816,0.82133,0.79925,0.81768,0.86248,0.79758,0.76814,0.77568,0.76097,0.80209,0.82616,0.82708,0.7822,0.83271,0.82008,0.75445,0.7868,0.82333,0.56199,0.75728,0.81417,0.71333,0.67548,0.68414,0.6929,0.69567,0.73437,0.79489,0.75275,0.75205,0.50776,0.54684,0.57895,0.74902,0.63432,0.47728,0.50634,0.68613,0.48546,0.36779,0.52377,0.27833,0.56375,0.55145,0.54102,0.30877,0.41063,0.45645,0.36883,0.20985,0.29965,0.34703,0.46867,0.532,0.43312,0.17061,0.38588,0.25716,0.1226,0.21202,0.093541,0.43649,0.21655,-0.025386,0.22185,0.19498,0.079976,0.26075,0.31392,0.10894,0.11652,-0.068857,0.059535,-0.38241,0.17902,0.23463,0.29564,0.13455,-0.031869,-0.035309,-0.020675,-0.25317,0.00049884,0.14061,0.059061,0.13853,-0.002692,-0.093816,0.30696,0.23464,0.038834,-0.090035,-0.34212,-0.025598,0.3028,0.020364,0.25516,-0.051877,0.1276,0.061923,-0.085874,0.13043,-0.010166,-0.019333,0.19961,0.28771,-0.0051474,0.00054759,0.38066,-0.072126,-0.13735,0.067974,-0.1242,0.11757,0.04711,-0.19173,-0.23114,-0.20767,-0.14176,0.032958,-0.016143,-0.0008869,0.0089811,-0.12691,-0.055899,0.16691,0.011593,-0.1714,-0.032623,-0.10563,-0.11838,0.12926,-0.0031307,-0.10195,-0.044711,0.3454,-0.22691,0.23632,0.11836,-0.21155,-0.21706,-0.051596,-0.058489,0.34029,-0.13908,0.25864,0.15173,0.13747,-0.030401,0.057561,-0.081202,-0.0071044,-0.17067,-0.1049,-0.067863,0.019003,-0.10977,0.24617,-0.062541,-0.047556,-0.18261,-0.3202,0.049222,
2,0.7931,0.7923,1,0.82487,0.76096,0.80623,0.81822,0.76361,0.85399,0.86687,0.82968,0.82568,0.81382,0.86282,0.81643,0.8275,0.7934,0.81609,0.85386,0.84174,0.74844,0.76526,0.80554,0.84057,0.82937,0.8535,0.80146,0.76652,0.82033,0.75692,0.80118,0.85632,0.79825,0.77077,0.71879,0.80008,0.78234,0.75033,0.6843,0.75656,0.81127,0.71223,0.77252,0.76352,0.7373,0.83701,0.72401,0.62976,0.70453,0.59685,0.50534,0.6631,0.54101,0.8045,0.59359,0.56526,0.47843,0.64721,0.51229,0.40188,0.61452,0.37283,0.57811,0.5234,0.59726,0.36825,0.55542,0.33656,0.38035,0.29054,0.36046,0.53152,0.38531,0.56777,0.37184,0.13397,0.3104,0.13946,0.077143,0.18147,0.14679,0.34866,0.37293,-0.021179,0.21914,0.24712,0.16257,0.33671,0.37711,0.25586,0.077937,0.078073,-0.018916,-0.38519,0.27615,0.29003,0.30737,0.17966,-0.0022285,0.037614,-0.01911,-0.29997,0.094659,0.1032,0.080144,0.18221,0.16353,-0.054663,0.22336,0.20643,0.076183,-0.080574,-0.34839,0.0026944,0.32326,-0.0023214,0.23085,0.00047892,0.043288,0.1966,-0.094274,0.16032,0.036836,-0.17355,0.29073,0.2511,0.00046595,-0.076722,0.39533,0.0077809,-0.17788,-0.037733,-0.038856,-0.026227,0.14026,-0.1688,-0.2378,-0.20132,-0.23896,0.040768,-0.10963,0.13759,-0.014186,-0.13729,-0.063333,0.21931,0.0080409,-0.24266,0.02327,-0.18565,-0.048222,0.032411,-0.038947,-0.14805,-0.18559,0.25721,-0.13811,0.082174,-0.040896,-0.083524,-0.20498,-0.066641,-0.088911,0.17743,-0.12276,0.25726,0.1183,0.083355,-0.1188,0.074602,-0.035215,-0.12877,0.048914,-0.042981,-0.1758,-0.16555,-0.13161,0.13727,-0.013172,0.10301,-0.1881,-0.23892,0.063487,
3,0.84472,0.84885,0.82487,1,0.85623,0.76686,0.90498,0.86111,0.84748,0.85433,0.8648,0.87116,0.87699,0.83927,0.82507,0.8633,0.84946,0.8663,0.85683,0.86784,0.77719,0.84403,0.82145,0.86902,0.84587,0.7838,0.82301,0.85681,0.8385,0.81988,0.85451,0.84053,0.72579,0.85517,0.88097,0.75476,0.7684,0.82787,0.66016,0.7851,0.87434,0.8027,0.7539,0.73737,0.66671,0.81196,0.7204,0.6975,0.79212,0.6811,0.63073,0.62246,0.61492,0.74533,0.55074,0.6391,0.56322,0.75966,0.46525,0.39252,0.60494,0.46748,0.58803,0.51051,0.50867,0.43102,0.48534,0.39046,0.37251,0.29796,0.47599,0.44853,0.44216,0.53208,0.50981,0.1215,0.46919,0.054372,0.23804,0.16948,0.01981,0.36184,0.27894,0.045697,0.20018,0.23586,0.11722,0.38156,0.31108,0.13663,0.14455,0.096704,0.040401,-0.38235,0.18481,0.2489,0.16229,0.25811,-0.026182,0.009688,0.038704,-0.32862,-0.043609,0.29387,0.19577,0.26723,0.21489,-0.013285,0.26023,0.31026,-0.029871,-0.0061356,-0.1611,-0.022088,0.27647,0.040655,0.19566,-0.064361,0.039064,0.13034,-0.1763,0.253,0.031082,-0.053192,0.19716,0.15351,0.02353,0.0047489,0.36888,0.11631,-0.03822,0.029429,-0.12791,0.017412,0.044876,-0.093175,-0.11206,-0.11483,-0.12959,0.0047388,-0.0042474,0.080871,-0.014047,-0.17675,0.011269,0.21465,-0.10286,-0.17453,0.086564,-0.031869,-0.014698,0.082405,-0.20243,-0.16499,-0.18838,0.31498,-0.088547,0.19052,0.015471,-0.066945,-0.2413,-0.063567,-0.13076,0.22077,-0.12228,0.2464,0.083621,0.11103,-0.18129,0.1547,-0.18553,-0.043351,-0.12321,-0.14075,-0.15092,-0.0147,-0.051668,0.085084,-0.035021,0.15487,-0.14552,-0.22131,0.10082,
4,0.77307,0.84099,0.76096,0.85623,1,0.75644,0.87927,0.8227,0.8064,0.84238,0.82665,0.8189,0.79403,0.85875,0.79741,0.82657,0.83083,0.83637,0.80788,0.75031,0.77514,0.81396,0.74257,0.76813,0.81849,0.79753,0.75994,0.81968,0.79411,0.77111,0.82977,0.78344,0.7773,0.8293,0.76224,0.75189,0.75255,0.84946,0.62302,0.68584,0.83366,0.70088,0.69502,0.65109,0.72764,0.7636,0.61489,0.73581,0.76049,0.71271,0.62975,0.53458,0.56726,0.73568,0.65964,0.59155,0.51662,0.66797,0.54543,0.42841,0.50955,0.43488,0.62934,0.44773,0.51774,0.32279,0.41375,0.33715,0.40635,0.32607,0.34164,0.40658,0.44121,0.49559,0.39449,0.22847,0.51359,0.073014,0.25523,0.18989,0.021302,0.33742,0.38579,0.023718,0.18414,0.11043,0.17598,0.28171,0.39811,0.1929,0.16201,-0.085701,-0.021394,-0.36164,0.040738,0.27062,0.24815,0.20665,-0.05057,-0.0039883,-0.034483,-0.21645,-0.17098,0.23177,0.24677,0.23937,0.087367,-0.058685,0.33477,0.26123,0.096406,-0.044482,-0.20741,-0.074799,0.1918,0.12717,0.26814,-0.085086,0.094858,0.24737,-0.003199,0.30752,0.099192,-0.074635,0.24306,0.13438,0.0863,0.035443,0.39612,-0.02016,-0.22383,-0.043925,-0.17258,0.033917,-0.031403,-0.081455,-0.1888,-0.24466,-0.1849,-0.020602,0.082115,0.07883,0.039936,-0.33989,0.17328,0.18392,-0.12774,0.0027809,0.072283,-0.08467,0.062105,0.13491,-0.088412,-0.15057,-0.21822,0.36191,-0.12379,0.14126,0.078986,-0.20242,-0.14762,-0.00052625,-0.044844,0.18859,-0.071567,0.29198,0.0063872,0.17471,-0.20854,0.12682,-0.063462,-0.026101,-0.022588,-0.1682,0.005293,-0.06953,-0.13739,0.15135,-0.06402,0.16715,-0.14478,-0.22033,0.10921,
5,0.76824,0.7549,0.80623,0.76686,0.75644,1,0.83749,0.78493,0.8111,0.77602,0.70362,0.78303,0.7979,0.82803,0.85673,0.74622,0.803,0.76473,0.82097,0.78104,0.80443,0.82321,0.74013,0.75819,0.8141,0.78518,0.71561,0.70864,0.79421,0.78289,0.68845,0.78083,0.71871,0.75658,0.63956,0.73309,0.71741,0.70667,0.73512,0.65298,0.75069,0.67467,0.6824,0.79575,0.6352,0.67471,0.71654,0.70274,0.78101,0.66695,0.65084,0.54379,0.60043,0.73122,0.56018,0.51012,0.55974,0.65606,0.43528,0.45441,0.57383,0.3097,0.52116,0.50292,0.47365,0.37147,0.4766,0.24762,0.34078,0.30989,0.32505,0.52653,0.40483,0.4198,0.34,0.22699,0.29133,0.20058,0.079734,0.24036,0.040313,0.22232,0.25461,-0.064175,0.23948,0.23124,-0.0027349,0.24589,0.32019,0.1515,0.22206,0.17424,0.047613,-0.44493,0.2241,0.2712,0.21109,0.18222,-0.012351,0.18738,-0.13644,-0.15306,0.10626,0.21206,-0.030569,0.2105,0.08409,-0.10656,0.28728,0.26966,0.10012,-0.01925,-0.27688,0.16649,0.16371,-0.0028352,0.2157,-0.1071,0.14233,0.084455,-0.12769,0.22646,-0.014005,0.0044468,0.095096,0.062398,0.051188,0.056834,0.32432,0.077666,-0.040944,-0.026093,0.0077878,0.032734,0.064653,-0.10207,-0.26093,-0.084627,-0.23834,0.17026,-0.061998,0.020816,-0.07641,-0.17783,0.19461,0.15648,-0.068945,-0.07971,0.05762,-0.26303,-0.0067692,0.18689,-0.012987,-0.12056,-0.020814,0.070181,-0.16534,0.043871,0.043395,-0.12722,-0.22361,0.047421,0.04838,0.17353,0.078477,0.28957,0.11464,0.096378,-0.10558,-0.0087407,-0.14607,-0.020804,-0.040428,-0.12262,-0.05235,-0.040807,-0.12962,0.063478,-0.023661,-0.065921,-0.11056,-0.226,0.086053,
6,0.8787,0.86207,0.81822,0.90498,0.87927,0.83749,1,0.87636,0.8838,0.85485,0.83936,0.87087,0.92434,0.82499,0.90435,0.88657,0.86616,0.8985,0.8846,0.82361,0.81238,0.89341,0.8839,0.8239,0.89864,0.82806,0.88176,0.81027,0.85583,0.86358,0.80233,0.84523,0.79976,0.88303,0.80187,0.78859,0.81535,0.83158,0.73849,0.82045,0.89457,0.78496,0.77711,0.77505,0.69897,0.79833,0.76962,0.75089,0.77215,0.7508,0.69323,0.64163,0.60857,0.76379,0.64868,0.61942,0.58539,0.79054,0.50665,0.41018,0.51738,0.41459,0.61433,0.51442,0.52194,0.34489,0.55307,0.40388,0.33096,0.26697,0.39497,0.52158,0.47789,0.50245,0.44655,0.14594,0.42286,0.028118,0.1583,0.25547,0.06784,0.33679,0.25127,-0.058337,0.21318,0.25722,0.070432,0.38158,0.37766,0.07767,0.25012,0.056956,0.083387,-0.42367,0.29978,0.28304,0.24221,0.25311,-0.050598,0.03191,-0.13088,-0.15865,-0.00049961,0.22496,0.15936,0.23477,0.14449,0.071872,0.30664,0.22188,0.0305,-0.019174,-0.18567,-0.086539,0.20882,0.11443,0.23454,-0.063489,0.076968,0.078239,-0.061385,0.29821,0.16772,-0.083269,0.19818,0.14582,0.080065,0.048399,0.37011,0.030907,-0.13028,-0.0025073,-0.085233,-0.10176,-0.037311,-0.10542,-0.28391,-0.19606,-0.21265,0.12073,0.076286,0.059811,0.082996,-0.24068,0.060209,0.2538,-0.052133,-0.057767,-0.027378,-0.14855,-0.059817,0.11395,-0.24878,-0.11277,-0.10095,0.27504,-0.17198,0.15565,0.079461,-0.12397,-0.25522,-0.04384,-0.064809,0.15345,-0.047555,0.36016,0.048321,0.1087,-0.11853,0.13108,-0.17759,-0.074596,-0.097619,-0.090301,-0.0098975,-0.037507,-0.10306,0.076311,-0.038353,0.13705,-0.22031,-0.12918,0.16194,
7,0.79723,0.81755,0.76361,0.86111,0.8227,0.78493,0.87636,1,0.831,0.7862,0.7949,0.79097,0.85841,0.84173,0.85317,0.77565,0.83911,0.83453,0.79132,0.80157,0.73429,0.79749,0.80993,0.7332,0.83586,0.76689,0.79299,0.83305,0.75955,0.81021,0.7626,0.82456,0.69338,0.80524,0.77955,0.7095,0.67719,0.76065,0.69374,0.78707,0.80872,0.71729,0.67867,0.72976,0.63259,0.66854,0.75306,0.75975,0.70094,0.69239,0.63189,0.49261,0.64253,0.67782,0.62883,0.62244,0.53725,0.74305,0.45194,0.4183,0.54176,0.44213,0.46971,0.53846,0.49773,0.42176,0.48553,0.43868,0.36497,0.2382,0.4586,0.46931,0.47387,0.47784,0.52411,0.18144,0.46902,-0.022149,0.14167,0.17127,0.031126,0.32099,0.26896,0.0017612,0.19325,0.29669,0.15113,0.28096,0.23485,0.1526,0.26624,0.02575,0.0077611,-0.50597,0.32452,0.25619,0.29008,0.2059,0.17389,0.16987,0.0049394,-0.1604,-0.086271,0.18633,0.12246,0.27097,0.13718,-0.023078,0.33063,0.13121,0.052246,-0.019434,-0.20619,-0.073428,0.22324,0.0083454,0.28109,-0.088895,-0.022806,0.13232,-0.20132,0.1854,-0.035469,-0.14707,0.19095,0.18141,0.054219,-0.0081053,0.27441,-0.0013802,-0.10876,-0.093591,-0.04264,-0.052845,0.047285,-0.019931,-0.080768,-0.24705,-0.32147,0.040699,0.095187,-0.0021737,-0.10152,-0.12292,0.0011283,0.31831,0.022024,-0.11425,-0.13677,-0.18798,-0.087454,0.14545,-0.12098,-0.067183,-0.079337,0.31427,-0.19615,0.14206,0.055746,-0.049734,-0.17145,0.0091851,-0.13128,0.18305,-0.015495,0.29034,0.046135,-0.065025,-0.11354,0.14425,-0.07041,-0.045686,-0.13688,-0.054873,-0.05921,0.021788,-0.1761,0.073437,0.055164,0.020992,-0.29924,-0.11781,0.087765,
8,0.82294,0.82129,0.85399,0.84748,0.8064,0.8111,0.8838,0.831,1,0.87679,0.83754,0.82001,0.8959,0.85447,0.83544,0.80555,0.84345,0.84024,0.8577,0.73183,0.80842,0.81842,0.85161,0.85384,0.87334,0.78564,0.80461,0.77916,0.85301,0.80043,0.76311,0.87688,0.80202,0.81977,0.78298,0.75902,0.80592,0.7932,0.66049,0.7355,0.82774,0.74399,0.7519,0.78928,0.65024,0.85224,0.76965,0.66243,0.67342,0.76211,0.60419,0.6054,0.67075,0.7259,0.57019,0.57491,0.5117,0.70996,0.51232,0.40413,0.5882,0.35828,0.56962,0.44433,0.48728,0.36827,0.48587,0.31178,0.30821,0.22104,0.4035,0.5114,0.50684,0.49958,0.42606,0.12608,0.30044,0.087056,0.13788,0.30144,0.040221,0.23657,0.2982,-0.0044443,0.32435,0.33358,0.12451,0.27862,0.32477,0.095494,0.23326,0.077179,0.013666,-0.37391,0.33795,0.16003,0.33664,0.16958,-0.090892,0.019049,-0.088025,-0.25082,0.030416,0.11408,0.027425,0.13732,0.057799,-0.094178,0.29828,0.15524,0.023121,-0.035692,-0.25396,-0.069222,0.23407,0.054147,0.29782,-0.057598,0.10936,0.13327,-0.10383,0.25356,0.10085,-0.071391,0.22189,0.19199,-0.020703,0.069393,0.40512,-0.022629,-0.20228,-0.018485,-0.040101,-0.079939,0.036036,-0.17616,-0.19695,-0.24157,-0.21847,0.030745,0.028164,0.09326,0.050067,-0.17878,-0.013622,0.25595,0.00040207,-0.090151,-0.11114,-0.27529,-0.049921,0.17996,-0.10376,-0.065194,-0.18694,0.21589,-0.11787,0.11742,0.015633,0.0086519,-0.27279,-0.11111,-0.12133,0.17891,-0.087131,0.2571,0.019401,0.050533,-0.1308,0.020187,-0.090397,-0.068354,-0.029131,-0.035905,-0.051314,-0.0076472,-0.13736,0.07895,0.0025714,0.084856,-0.21343,-0.20334,0.22107,
9,0.81399,0.80447,0.86687,0.85433,0.84238,0.77602,0.85485,0.7862,0.87679,1,0.85239,0.83687,0.83485,0.87615,0.79849,0.85464,0.787,0.90517,0.81117,0.76561,0.80777,0.85484,0.8087,0.86989,0.84505,0.80747,0.7417,0.86206,0.8265,0.75513,0.79088,0.83419,0.77162,0.81906,0.7421,0.79563,0.75679,0.80139,0.72238,0.74304,0.84243,0.6969,0.78855,0.71637,0.72423,0.82478,0.72939,0.67327,0.73261,0.68671,0.55306,0.67651,0.5768,0.77643,0.61492,0.69862,0.54865,0.64613,0.52604,0.45805,0.65606,0.39605,0.63213,0.4806,0.54413,0.36763,0.49735,0.413,0.27053,0.30773,0.34616,0.44878,0.51427,0.47001,0.42269,0.25573,0.4588,0.07348,0.086068,0.32151,0.070114,0.26559,0.24573,0.0084768,0.1997,0.26177,0.15241,0.29769,0.30443,0.188,0.26774,-0.0029633,-0.018567,-0.36364,0.18073,0.35648,0.23363,0.071991,-0.10743,0.076351,0.023065,-0.28494,0.03386,0.14135,0.070718,0.17601,0.13626,-0.065877,0.2178,0.19245,-0.055972,-0.099508,-0.22182,-0.040849,0.23481,0.013316,0.28486,-0.11888,0.14899,0.18092,-0.08691,0.28157,0.058589,-0.050548,0.27809,0.16807,-0.10151,0.049948,0.45644,-0.11377,-0.20659,0.047632,-0.085365,0.017767,0.014485,-0.25136,-0.21129,-0.18885,-0.13253,-0.034648,-0.015174,0.011521,0.010037,-0.23386,-0.0073614,0.30092,-0.10425,-0.16464,-0.0043939,-0.18305,0.038068,0.066571,-0.050763,-0.13981,-0.14517,0.31079,-0.055548,0.11329,-0.029842,-0.053294,-0.19393,-0.1346,-0.026792,0.12682,-0.088602,0.31599,0.12638,0.040016,-0.15542,0.20209,0.041812,0.039502,0.050522,-0.12272,-0.083998,-0.083696,-0.23268,0.1119,-0.061866,0.11209,-0.13311,-0.21653,0.13387,
