,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
0,1,0.90094,0.883,0.89234,0.89717,0.87683,0.86541,0.85353,0.84487,0.80832,0.91159,0.85138,0.8098,0.85186,0.80331,0.83093,0.86951,0.89137,0.73531,0.77695,0.70305,0.72827,0.73436,0.60984,0.75516,0.60121,0.64953,0.65835,0.60796,0.71998,0.50733,0.45001,0.48219,0.39111,0.59376,0.39809,0.54434,0.32139,0.25835,0.19979,0.16282,0.25357,-0.09753,-0.23415,0.18861,-0.064999,-0.11099,-0.181,0.0051825,-0.24588,-0.28506,-0.3356,0.0075592,-0.32683,0.068016,-0.098067,-0.15955,-0.1571,-0.1434,-0.22033,0.038692,-0.26891,-0.2166,0.012505,0.11523,-0.097958,-0.00058084,-0.052927,-0.0028772,0.1336,-0.016536,-0.0065411,-0.022746,0.14259,-0.33705,-0.21008,-0.1375,-0.13372,0.45565,-0.021611,0.038103,0.1891,-0.11521,-0.080785,-0.17553,0.16423,0.027297,-0.3014,-0.065282,-0.27738,0.30504,0.25326,0.15678,-0.090572,0.1939,0.032979,-0.059414,0.2516,-0.11859,0.14671,-0.089614,0.28299
1,0.90094,1,0.87277,0.83002,0.89769,0.87587,0.90259,0.78484,0.88117,0.77107,0.91013,0.84209,0.82264,0.80215,0.83802,0.80677,0.83782,0.83246,0.75449,0.7126,0.70236,0.72439,0.63593,0.60359,0.67087,0.60537,0.61763,0.61589,0.62223,0.70446,0.55632,0.34752,0.4811,0.48329,0.6247,0.33486,0.55876,0.36579,0.20541,-0.016006,0.21851,0.13372,-0.13304,-0.20847,0.19166,-0.14037,-0.072193,-0.22449,0.13632,-0.05429,-0.37741,-0.33863,-0.087539,-0.29304,0.055809,-0.1167,-0.19882,-0.080986,-0.23004,-0.25918,0.057449,-0.22886,-0.36042,-0.12865,0.16043,-0.062261,0.012723,-0.10228,0.017357,0.14463,0.11155,0.067122,-0.035673,0.059447,-0.15918,-0.099978,-0.075796,0.027934,0.39354,-0.084329,-0.017407,0.23533,-0.059461,-0.052469,-0.052456,0.1698,0.1021,-0.17717,-0.049027,-0.16193,0.24388,0.20471,0.25666,-0.14062,0.18696,0.011985,-0.010294,0.26348,-0.10829,0.17358,-0.083206,0.31058
2,0.883,0.87277,1,0.87501,0.84967,0.90123,0.88459,0.79469,0.84345,0.78983,0.8812,0.71461,0.77986,0.80537,0.74965,0.79781,0.87056,0.85694,0.78101,0.7757,0.72515,0.73483,0.64961,0.65882,0.75527,0.64676,0.67618,0.58578,0.62361,0.67534,0.59861,0.40636,0.52989,0.47758,0.5431,0.34913,0.56898,0.27206,0.34076,0.17338,0.07199,0.23452,0.032579,-0.26753,0.25107,-0.1213,-0.071418,-0.16625,0.067765,-0.11483,-0.31519,-0.27656,-0.19553,-0.37341,0.14653,-0.01591,-0.20918,-0.11362,-0.26844,-0.27887,0.0512,-0.22289,-0.25267,0.081832,0.15488,-0.13777,-0.11237,-0.15112,0.031756,0.063869,-0.013298,-0.052383,0.0078823,0.023293,-0.31441,-0.23307,-0.1355,-0.15478,0.44756,-0.081064,-0.026585,0.21086,-0.097032,0.051315,-0.19219,0.16914,0.039896,-0.2058,-0.0014064,-0.26528,0.17055,0.21941,0.12402,-0.1402,0.077303,0.04792,-0.025801,0.20465,-0.12542,0.15966,-0.16784,0.14762
3,0.89234,0.83002,0.87501,1,0.88583,0.8641,0.88307,0.83013,0.82849,0.78694,0.87276,0.8017,0.81607,0.81639,0.77484,0.8159,0.81542,0.83295,0.73428,0.72329,0.66526,0.7201,0.70526,0.59672,0.72366,0.62743,0.65131,0.62135,0.62149,0.70603,0.44911,0.3723,0.46535,0.39517,0.53399,0.43008,0.59391,0.24044,0.26821,0.15008,0.16704,0.24972,-0.0281,-0.32985,0.17948,-0.11588,-0.18019,-0.033164,0.012905,-0.13997,-0.34014,-0.35985,-0.082038,-0.37264,0.062332,-0.047846,-0.065998,-0.19379,-0.098014,-0.1745,0.075299,-0.11694,-0.17869,-0.079832,0.21585,-0.14189,-0.10351,-0.14922,0.077591,-0.019942,-0.068411,-0.050546,0.018683,0.1094,-0.33147,-0.21735,-0.080089,-0.14791,0.36459,0.013267,0.03378,0.26413,-0.017607,-0.099518,-0.28822,0.10725,0.036426,-0.2347,-0.13354,-0.22419,0.27283,0.15899,0.10002,-0.091176,0.26922,-0.014732,0.083298,0.11645,0.0016194,0.16852,-0.1762,0.20668
4,0.89717,0.89769,0.84967,0.88583,1,0.88016,0.85989,0.83034,0.82159,0.81626,0.90971,0.85146,0.79189,0.81317,0.75494,0.79621,0.82133,0.878,0.74672,0.71673,0.65042,0.7217,0.63835,0.66593,0.70035,0.55656,0.6389,0.58294,0.65967,0.67984,0.48716,0.45778,0.39222,0.3599,0.59269,0.32819,0.59971,0.29496,0.19859,-0.0057893,0.19944,0.13271,-0.045141,-0.20579,0.17384,-0.20579,-0.062736,-0.11778,0.068011,-0.067531,-0.37407,-0.29691,-0.053127,-0.3321,0.06056,-0.0078202,-0.050361,-0.20582,-0.1498,-0.18252,-0.041247,-0.32971,-0.13866,-0.10876,0.10912,-0.083773,0.029184,-0.11277,0.12004,0.017724,-0.048056,0.045887,0.023528,0.2205,-0.26613,-0.21012,-0.075179,-0.01782,0.41664,-0.053406,0.02018,0.31556,-0.073236,0.020176,-0.152,0.18517,0.045709,-0.13043,-0.067373,-0.12348,0.25752,0.23686,0.18365,-0.1165,0.18395,-0.084325,0.0035285,0.069195,-0.010339,0.11396,-0.17593,0.2556
5,0.87683,0.87587,0.90123,0.8641,0.88016,1,0.88063,0.81197,0.8421,0.80229,0.89811,0.76223,0.78392,0.83546,0.76081,0.81866,0.77847,0.86874,0.72103,0.74068,0.76899,0.74037,0.6009,0.62659,0.72309,0.58653,0.5757,0.56916,0.67019,0.72961,0.65531,0.37356,0.37991,0.52014,0.67565,0.44127,0.50631,0.33189,0.36402,0.060647,0.19029,0.15133,-0.097872,-0.23584,0.14858,-0.14231,-0.11263,-0.063575,0.047078,-0.14152,-0.41927,-0.26788,-0.12544,-0.30478,0.054444,-0.055758,-0.15246,-0.13996,-0.14285,-0.21587,-0.023704,-0.27116,-0.19084,0.010889,0.13459,-0.077229,-0.12558,-0.10368,0.035882,0.055031,0.069663,-0.030883,0.11567,0.161,-0.31089,-0.18364,-0.14561,-0.15063,0.38562,-0.13011,-0.020081,0.30153,0.0027701,-0.082676,-0.14792,0.1616,0.080712,-0.24009,-0.02279,-0.19964,0.26395,0.22156,0.10394,-0.18476,0.083592,0.074311,-0.026926,0.16237,-0.13335,0.21212,-0.13442,0.24917
6,0.86541,0.90259,0.88459,0.88307,0.85989,0.88063,1,0.78725,0.90135,0.78005,0.82968,0.80126,0.79678,0.80145,0.86092,0.80812,0.83657,0.8245,0.75545,0.70629,0.71149,0.73978,0.72247,0.60177,0.6323,0.64266,0.72602,0.63477,0.66322,0.64733,0.56776,0.3234,0.46839,0.58198,0.54065,0.38921,0.58793,0.32602,0.28224,0.12314,0.023187,0.089593,-0.050497,-0.30241,0.20891,-0.13069,-0.1036,-0.12187,0.034778,-0.12754,-0.42171,-0.41643,-0.12251,-0.35057,0.11087,-0.040213,-0.13367,-0.079196,-0.19357,-0.1597,0.10268,-0.27223,-0.30472,-0.12727,0.2285,-0.069983,-0.011921,-0.17752,0.054875,0.023976,0.10919,-0.0057725,-0.0084449,0.07543,-0.14209,-0.21594,-0.099218,-0.05703,0.42535,-0.10255,-0.032552,0.32096,0.028554,-0.10373,-0.15966,0.1844,-0.028726,-0.10491,-0.023154,-0.20303,0.16028,0.11117,0.12475,-0.18896,0.1671,-0.026894,0.072011,0.16254,-0.1932,0.17371,-0.080258,0.29502
7,0.85353,0.78484,0.79469,0.83013,0.83034,0.81197,0.78725,1,0.78198,0.74541,0.8261,0.73531,0.79626,0.81113,0.71395,0.81058,0.72833,0.78424,0.72274,0.66481,0.6047,0.79381,0.69425,0.63206,0.61024,0.57313,0.55389,0.5023,0.56202,0.6589,0.41853,0.31835,0.51311,0.4966,0.59591,0.50087,0.53664,0.2551,0.25389,0.093716,0.12703,0.31916,-0.14503,-0.1418,0.1431,-0.020872,-0.058802,-0.11055,0.034529,-0.10706,-0.33409,-0.33519,0.012277,-0.29763,0.068756,-0.020738,-0.047406,-0.28013,-0.15501,-0.19553,0.090036,-0.21245,-0.12432,-0.05239,0.053982,-0.06853,-0.033507,-0.15673,-0.011837,0.11303,-0.0039045,-0.049103,0.12873,0.21188,-0.35771,-0.16122,-0.074243,0.074949,0.4058,-0.03058,0.021761,0.14656,0.033367,-0.16994,-0.15124,-0.0080119,0.037576,-0.23389,0.11395,-0.26477,0.23512,0.25014,0.19546,-0.19512,0.21349,0.10471,-0.010431,0.19762,-0.05715,0.24424,-0.19761,0.22345
8,0.84487,0.88117,0.84345,0.82849,0.82159,0.8421,0.90135,0.78198,1,0.70929,0.81771,0.75709,0.72706,0.75482,0.76699,0.71619,0.77415,0.76009,0.72686,0.67348,0.60642,0.70877,0.6492,0.4944,0.61857,0.57541,0.56179,0.60322,0.59083,0.5775,0.59515,0.31951,0.51113,0.52058,0.56132,0.36193,0.54333,0.19996,0.12642,-0.004193,0.015485,0.13352,-0.19734,-0.34194,0.14407,-0.068437,-0.017629,-0.27611,0.15697,-0.18642,-0.36016,-0.37326,-0.063347,-0.24613,0.022506,-0.0047414,-0.15867,-0.12123,-0.2186,-0.20422,0.073303,-0.30513,-0.24197,-0.1753,0.24065,-0.057337,-0.12262,-0.28527,0.067215,0.079685,0.03131,-0.0026157,0.064478,0.051218,-0.22204,-0.12831,-0.10028,-0.039486,0.44127,-0.016854,-0.025422,0.11922,-0.020955,-0.21218,-0.087244,0.082502,-0.041665,-0.27763,-0.11729,-0.1878,0.15793,0.11817,0.10959,-0.070484,0.17374,0.12345,0.13311,0.23849,-0.016462,0.26552,0.033394,0.31397
9,0.80832,0.77107,0.78983,0.78694,0.81626,0.80229,0.78005,0.74541,0.70929,1,0.80496,0.71473,0.73926,0.75078,0.67629,0.67814,0.76007,0.7748,0.73052,0.59716,0.67268,0.68894,0.54008,0.61,0.64243,0.54785,0.63004,0.54905,0.54661,0.65337,0.4755,0.27637,0.42008,0.45754,0.53701,0.32086,0.46843,0.20162,0.26801,0.094451,0.25789,0.16093,0.0094308,-0.22985,0.35354,0.01554,0.006294,-0.18441,-0.024213,-0.094202,-0.35656,-0.22906,-0.075202,-0.28045,0.21527,0.06513,-0.1007,-0.15962,-0.17601,-0.01775,-0.064704,-0.22523,-0.26198,0.0086418,0.07329,-0.11615,0.081848,-0.10583,0.012468,0.017002,0.014845,-0.026776,0.041635,0.3108,-0.22172,-0.18539,-0.13277,-0.064706,0.21376,0.15216,-0.00175,0.25845,-0.037957,-0.050725,-0.097291,0.23118,0.10353,-0.20323,0.11003,-0.20548,0.27373,0.27888,-0.014201,-0.2593,0.27394,-0.086953,-0.014727,0.052279,-0.057493,0.097841,-0.058956,0.34927
