,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
0,1,0.70776,0.7337,0.74692,0.6797,0.68558,0.70675,0.63972,0.48991,0.44598,0.61472,0.4727,0.55495,0.56965,0.38756,0.19864,0.14907,-0.013633,0.036381,0.30689,-0.017246,0.096486,-0.24267,0.0098763,0.29498,-0.13534,-0.0002248,-0.16229,0.023681,-0.035676,-0.093851,-0.12238,-0.28569,-0.32265,-0.4388,-0.29962,-0.17219,-0.0041571,-0.0031922,-0.15523,-0.25333,0.086888,-0.38633,-0.25757,-0.1479,-0.025868,-0.36448,-0.36335,-0.32148,-0.27737,-0.32688,-0.41123,-0.16036,-0.14674,-0.091796,-0.33303,-0.2333,-0.057707,-0.14307,0.067107,-0.051539,0.049413,-0.21224,0.017934,0.002119,-0.24804,0.0046914,0.093755,0.060351,0.04223,0.098455,-0.099094,-0.25851,-0.0050916,-0.15119,0.085282,0.030094,-0.020783,-0.27641,0.11137,0.16728,0.065018,-0.0020953,0.24007,0.20009,0.12714,0.12062,0.3364,0.29397,0.069797,-0.095688,-0.16801
1,0.70776,1,0.62307,0.73892,0.69497,0.76993,0.73426,0.58433,0.52673,0.52328,0.55232,0.36851,0.62086,0.51232,0.26681,0.28951,0.25067,0.14914,-0.03246,0.13589,0.018769,0.049948,-0.10206,0.067154,0.18693,-0.11361,-0.1173,-0.16251,0.011805,-0.13353,-0.23721,-0.10311,-0.28563,-0.50943,-0.39165,-0.4072,-0.28619,-0.061478,-0.16077,-0.022083,-0.36738,0.21711,-0.3618,-0.21035,0.017668,-0.029715,-0.31764,-0.32491,-0.287,-0.20184,-0.41594,-0.22123,-0.28979,-0.18752,-0.26478,-0.24424,-0.23333,-0.12588,0.14639,-0.24958,-0.078873,-0.053756,-0.073345,-0.048983,-0.10801,-0.37887,-0.12695,0.0087215,-0.006757,0.050965,-0.010635,0.0081917,-0.15467,-0.24314,-0.070877,0.095374,0.074762,0.070844,-0.22292,0.13342,0.16798,-0.089929,-0.17231,0.18998,0.24008,0.14367,0.24921,0.23506,0.22887,0.17247,-0.042909,-0.06387
2,0.7337,0.62307,1,0.71218,0.80777,0.63695,0.66452,0.61597,0.55005,0.42212,0.55861,0.57508,0.57926,0.44382,0.41283,0.40776,0.28757,0.11023,0.081427,0.20797,0.1191,0.24014,-0.18554,0.086411,0.27945,-0.0028443,0.142,-0.17519,0.089481,0.0050158,-0.055935,-0.12401,-0.17171,-0.13995,-0.16063,-0.28634,-0.19888,-0.1118,-0.1643,-0.064076,-0.18076,0.12372,-0.31698,-0.16168,-0.07315,0.024545,-0.24788,-0.42526,-0.42569,-0.15426,-0.41309,-0.30032,-0.081865,-0.15083,-0.11145,-0.23049,-0.22566,0.063349,-0.18506,-0.041034,0.012416,-0.062593,-0.088841,0.032489,-0.022651,-0.24574,-0.19941,-0.091932,0.055502,0.090689,-0.012658,-0.021209,-0.10689,0.089404,-0.10448,0.11929,0.0029092,-0.0507,-0.16994,-0.040857,0.21291,0.052061,0.087834,0.19861,0.11423,0.087817,0.10117,0.39105,0.19188,0.10331,-0.044649,-0.21853
3,0.74692,0.73892,0.71218,1,0.70544,0.76173,0.71888,0.65383,0.61348,0.4686,0.62022,0.45289,0.66251,0.59771,0.38671,0.36419,0.3657,0.20715,0.054835,0.15029,0.034037,-0.10642,-0.17959,0.012937,0.12251,-0.19456,0.062082,-0.11779,-0.0276,0.074918,-0.18533,-0.057112,-0.23059,-0.43466,-0.41113,-0.42615,-0.20587,0.064768,-0.14386,-0.050949,-0.36992,0.047274,-0.33595,-0.19861,0.0059775,-0.079791,-0.19169,-0.34009,-0.37651,-0.22327,-0.33229,-0.3212,-0.22423,-0.046624,-0.069448,-0.33803,-0.30203,-0.015741,-0.10275,-0.023678,-0.16613,0.071336,-0.044598,0.081297,-0.066242,-0.20614,-0.044239,-0.033344,0.10642,-0.057374,0.15019,-0.12874,-0.18018,-0.093701,-1.3579e-05,0.099571,0.010144,-0.0062434,-0.26188,0.029013,0.18744,0.045564,-0.062666,0.25238,0.17483,0.14534,0.1472,0.33812,0.31879,0.12017,-0.035461,-0.039375
4,0.6797,0.69497,0.80777,0.70544,1,0.68084,0.72137,0.51009,0.50588,0.47521,0.51154,0.51912,0.59466,0.53399,0.35284,0.32784,0.21451,0.2584,0.043075,0.269,0.21997,0.20149,-0.036239,0.067668,0.33758,0.01001,8.2645e-06,-0.22394,-0.054747,0.074362,-0.1218,-0.14644,-0.16082,-0.24254,-0.20482,-0.2789,-0.13079,-0.16436,-0.07956,0.00057649,-0.23358,0.15409,-0.34886,-0.19078,-0.075057,0.13324,-0.19352,-0.20947,-0.31224,-0.17819,-0.27516,-0.15837,-0.11262,-0.095421,-0.15494,-0.2566,-0.21036,0.10386,-0.19371,-0.079019,-0.12179,-0.042366,-0.10476,-0.057069,0.00084263,-0.16218,-0.25563,-0.071201,-0.031005,0.075239,-0.025664,-0.016321,-0.071946,-0.0094634,0.069324,0.17302,0.03694,0.037211,-0.036579,0.013976,0.23632,-0.20272,-0.20097,0.12354,0.13703,0.2365,0.1126,0.23181,0.042938,0.097566,-0.0069304,-0.22916
5,0.68558,0.76993,0.63695,0.76173,0.68084,1,0.72446,0.69565,0.52143,0.49301,0.59461,0.21184,0.60418,0.58511,0.36195,0.30296,0.38934,0.1384,0.005572,0.13767,0.0048198,0.053351,-0.15184,0.039172,0.09425,-0.1661,-0.047549,-0.16726,-0.10161,0.15008,-0.22098,0.030219,-0.18972,-0.31612,-0.41436,-0.34315,-0.24884,0.049128,-0.074345,-0.12749,-0.23452,0.030247,-0.41385,-0.18016,-0.17689,0.0049113,-0.21572,-0.31083,-0.22928,-0.12706,-0.44719,-0.31245,-0.030696,-0.031174,-0.096593,-0.10694,-0.40362,0.095311,0.055045,-0.079279,-0.19537,-0.06797,0.039395,-0.028664,-0.066549,-0.34125,-0.15152,-0.014589,0.023622,-0.0019832,0.18506,-0.1733,-0.040788,-0.18347,-0.035258,0.23225,-0.0010458,0.033528,-0.19296,0.13907,0.056786,-0.018708,-0.18699,0.2131,0.27247,0.034735,0.10394,0.34805,0.18226,0.069341,-0.014173,-0.071397
6,0.70675,0.73426,0.66452,0.71888,0.72137,0.72446,1,0.61623,0.48425,0.44425,0.71115,0.3355,0.60868,0.57659,0.37535,0.27148,0.25595,0.27445,-0.064571,0.2008,-0.044191,-0.014399,0.019989,0.094997,0.10968,-0.024164,0.11859,-0.17405,-0.14627,-0.063295,-0.13849,-0.028439,-0.15649,-0.34589,-0.26751,-0.080249,-0.19838,-0.031728,-0.14305,-0.2109,-0.22906,0.12195,-0.4045,-0.14001,-0.11342,0.1319,-0.19782,-0.40624,-0.18058,-0.16116,-0.38732,-0.14545,-0.29354,-0.10633,-0.20552,-0.19461,-0.061798,0.20644,-0.025341,-0.064774,-0.21066,-0.1867,0.0091995,0.015921,-0.04293,-0.10756,-0.1062,-0.039245,0.055752,0.013428,0.3129,0.039199,-0.15459,0.052879,-0.090964,0.12497,0.068688,-0.0042609,-0.153,0.24956,0.18578,-0.2443,-0.26911,0.32838,0.26956,0.25028,0.2925,0.12673,0.1135,0.09944,0.037433,-0.073071
7,0.63972,0.58433,0.61597,0.65383,0.51009,0.69565,0.61623,1,0.4744,0.40013,0.47606,0.25107,0.62129,0.55358,0.33344,0.48788,0.40284,0.05569,0.17541,0.068947,0.049669,0.17073,-0.11374,0.13814,0.1494,-0.24639,0.072708,-0.076087,0.20869,0.068891,-0.032836,0.014897,-0.19026,-0.25007,-0.21663,-0.13634,0.0078927,0.026787,0.01119,0.069986,-0.26173,0.10803,-0.19589,-0.16916,0.049904,-0.20534,-0.25823,-0.37183,-0.080533,-0.18243,-0.16073,-0.11762,0.023295,0.17981,-0.10754,-0.096244,-0.15535,0.11387,-0.11325,-0.026022,0.031388,0.029481,-0.088656,0.15853,0.14068,-0.27936,0.095484,-0.09558,-0.020801,-0.021699,0.15385,-0.045776,-0.096554,0.0045665,-0.1301,-0.046861,0.15915,0.009415,-0.13738,0.094986,0.23123,0.063615,-0.081194,0.4462,-0.01531,0.18488,0.16342,0.362,0.29729,0.087705,0.032792,-0.14571
8,0.48991,0.52673,0.55005,0.61348,0.50588,0.52143,0.48425,0.4744,1,0.36471,0.35107,0.31679,0.54682,0.35519,0.077893,0.17404,0.26875,0.19295,0.052335,0.35042,0.11675,0.074945,-0.26992,-0.10994,0.24415,-0.23759,0.066602,-0.19452,0.11104,-0.13198,-0.18002,-0.11258,-0.18722,-0.26494,-0.12085,-0.13378,-0.073718,0.035697,-0.27199,0.002985,-0.14073,0.32677,-0.19832,-0.060439,-0.016935,-0.034827,-0.10314,-0.28191,-0.21673,0.01072,-0.22882,-0.072206,-0.21655,0.12505,-0.26356,-0.218,-0.27233,-0.015499,-0.031545,0.10966,0.090176,0.15273,0.16844,0.055693,-0.023522,-0.31465,-0.19323,0.082517,0.027595,-0.087546,0.062186,-0.048135,-0.033007,-0.13677,-0.025991,-0.079257,0.22667,-0.19439,-0.28355,-0.12155,-0.019952,0.07995,0.12511,0.20267,0.31283,0.056346,0.13657,0.17952,-0.057407,0.11649,-0.071682,-0.26934
9,0.44598,0.52328,0.42212,0.4686,0.47521,0.49301,0.44425,0.40013,0.36471,1,0.44387,0.19095,0.4689,0.27495,0.4078,0.35502,0.268,-0.095143,-0.16766,0.32778,0.047709,0.064948,0.038488,0.0018239,0.025087,-0.13131,-0.050937,0.11285,0.096566,0.10406,-0.091604,0.056594,-0.35258,-0.32589,-0.076587,-0.33796,-0.16002,-0.29346,-0.14559,0.005864,-0.45018,0.16389,-0.2651,-0.19635,-0.14497,0.02132,-0.23933,-0.041487,-0.23758,-0.16275,-0.20224,-0.13716,-0.16528,-0.069985,-0.11403,-0.20284,-0.23862,-0.09397,-0.17038,-0.15217,-0.12994,0.092184,0.017096,-0.11454,-0.18983,-0.15756,-0.23587,-0.11931,0.26812,-0.22962,0.112,-0.056577,-0.30781,-0.061846,0.089455,0.30731,0.13058,0.068433,-0.015547,0.056387,0.20637,-0.13224,-0.13144,0.12491,0.18545,-0.019362,0.19788,0.10506,0.16101,-0.020858,0.043641,-0.15501
