,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
0,1,0.73169,0.67174,0.55638,0.73241,0.58015,0.52174,0.48055,0.6035,0.50213,0.52177,0.36956,0.28131,0.12034,0.055354,0.1953,0.27742,0.24657,0.21147,0.18385,-0.23984,-0.18188,-0.11575,0.042634,-0.044947,0.060232,0.13543,-0.15485,-0.16102,0.094736,-0.14117,0.017546,-0.034412,-0.060237,-0.31537,-0.44067,-0.20218,-0.22761,-0.37015,-0.32554,-0.28696,-0.016576,-0.31646,-0.16747,-0.42399,-0.26539,0.031272,-0.12108,-0.23493,-0.31473,-0.081963,0.089882,-0.32753,-0.14128,-0.18013,-0.012193,-0.21461,0.24594,0.12892,-0.15893,-0.17223,0.13253,0.0073587,-0.0065275,-0.085806,0.18661,-0.2853,0.28767,0.20437,-0.22003,0.30695,0.038453,0.039992,0.23512,0.25319,0.14907,0.066839
1,0.73169,1,0.8136,0.52765,0.71443,0.66412,0.5204,0.47855,0.60844,0.40157,0.61972,0.42855,0.27415,0.22183,0.16228,0.26408,0.33565,0.30252,0.18245,0.20473,-0.435,-0.012365,-0.038157,0.037037,0.1188,0.20533,-0.0085388,0.046502,-0.15248,-0.033498,-0.19357,0.21784,-0.20439,0.006787,-0.151,-0.21079,-0.37621,-0.2149,-0.11226,-0.28401,-0.17286,-0.0092037,0.020573,-0.10861,-0.09266,-0.29936,-0.0013947,-0.09262,-0.059787,-0.36416,-0.020631,0.21114,-0.17523,0.036128,-0.19629,0.024204,-0.20469,0.22597,-0.14223,-0.08351,-0.051124,0.14892,0.086045,-0.0073992,-0.17952,0.11486,-0.054051,0.21463,0.14768,-0.30737,0.24324,0.31991,0.13405,0.33487,0.13314,0.17129,-0.17165
2,0.67174,0.8136,1,0.4426,0.66834,0.67689,0.61292,0.48934,0.59162,0.41727,0.51382,0.4641,0.2875,0.24778,0.1206,0.18601,0.34736,0.30071,0.18446,0.093333,-0.40329,-0.021984,-0.14795,0.0081681,0.040141,0.16002,-0.047098,0.040281,-0.16144,-0.068762,-0.10992,0.24443,-0.099837,-0.17461,-0.080727,-0.1805,-0.28509,-0.33328,-0.18365,-0.36878,-0.38412,0.013838,-0.17301,-0.0072254,-0.21221,-0.20728,-0.043733,-0.050702,-0.14062,-0.14307,-0.15794,0.20797,-0.10204,0.019681,-0.23652,0.037837,-0.14049,0.07771,-0.090681,-0.063979,-0.019534,0.069724,-0.090508,0.010522,-0.072161,0.15667,-0.17523,0.0079476,0.24469,-0.21887,0.21811,0.32619,0.13275,0.27927,0.25997,0.088889,-0.23362
3,0.55638,0.52765,0.4426,1,0.47257,0.48465,0.1857,0.35379,0.46127,0.27011,0.23993,0.32949,0.2364,-0.015854,0.17515,0.26689,0.1117,0.23906,-0.10093,0.042336,-0.093007,0.2361,-0.084233,-0.23178,0.14013,0.04687,-0.094363,-0.14923,-0.1054,0.25259,-0.47996,-0.13164,0.27373,0.059623,-0.12595,-0.46266,-0.22846,-0.21615,-0.047967,-0.28666,-0.18623,0.30414,-0.078348,-0.10758,-0.2354,-0.11497,0.13508,0.15428,0.03588,-0.33104,-0.15958,0.023957,-0.26623,-0.045655,-0.17842,0.23279,-0.15643,0.050768,-0.027467,-0.1561,-0.16257,-0.18131,0.16902,0.21548,0.03891,0.122,-0.02811,0.11676,0.16261,-0.28513,0.33419,0.076906,0.033463,0.18219,-0.016292,0.057917,-0.074091
4,0.73241,0.71443,0.66834,0.47257,1,0.57158,0.67264,0.4314,0.66098,0.44414,0.47662,0.37777,0.41952,0.22989,0.095568,0.25172,0.20396,0.39353,0.1959,0.014793,-0.27245,-0.043175,-0.04181,-0.033439,-0.018253,0.23158,0.10155,0.11623,-0.13569,0.071757,-0.050703,0.070838,-0.13135,-0.21006,-0.13882,-0.18465,-0.31021,-0.11496,-0.25833,-0.25679,-0.21525,-0.053065,-0.2351,-0.11922,-0.19487,-0.34442,0.037848,0.096603,-0.069494,-0.28619,0.1007,0.080538,-0.12541,-0.12686,-0.15498,-0.0099391,0.0013789,0.12887,0.0092776,0.0038708,0.015294,0.029973,-0.068365,0.042209,-0.072026,0.17554,-0.20594,0.24712,0.15729,-0.029525,0.28857,0.12481,0.12252,0.20449,0.25694,0.045872,-0.22741
5,0.58015,0.66412,0.67689,0.48465,0.57158,1,0.50619,0.27298,0.49084,0.34288,0.47061,0.43484,0.49197,0.071641,0.062905,0.33072,0.24959,0.24824,0.035979,0.086053,-0.40654,0.14319,-0.13852,-0.11213,-0.061087,0.072375,0.076363,-0.10542,0.09991,-0.045227,-0.274,0.0090764,-0.18057,-0.091797,-0.13921,-0.23748,-0.14049,-0.28606,-0.20621,-0.29756,-0.1546,-0.10934,-0.14885,-0.17994,-0.04216,-0.13055,0.014341,-0.051415,0.099645,-0.13705,0.11307,0.06862,-0.21913,0.059264,0.089903,0.14817,-0.20292,0.20881,0.10619,-0.077718,0.11886,-0.0088976,0.13967,0.070385,0.0042229,0.16667,-0.21541,0.14757,0.13537,-0.10997,0.24837,0.33845,0.2299,0.36435,0.11591,-0.075622,-0.052882
6,0.52174,0.5204,0.61292,0.1857,0.67264,0.50619,1,0.24714,0.48128,0.46149,0.41994,0.3497,0.42832,0.21837,0.13047,0.27638,0.29068,0.33848,0.2137,-0.079662,-0.35905,-0.17629,0.088784,0.1218,-0.061199,0.20261,0.036722,0.039727,0.11127,-0.21443,0.034294,0.11254,-0.0072676,-0.11002,-0.027765,0.082645,-0.22258,-0.26094,-0.30306,-0.16962,-0.13866,0.060189,-0.1885,0.0081837,-0.058966,-0.42946,-0.14465,0.0056796,-0.10847,-0.12443,0.21841,0.050884,-0.10638,-0.19333,-0.088601,0.091469,0.099307,0.033143,0.11872,0.036873,0.025351,0.13579,-0.16893,0.12474,-0.036675,0.071902,-0.062351,0.084499,0.17978,-0.030097,0.16291,0.12011,0.17256,0.23767,0.15027,0.12145,-0.15605
7,0.48055,0.47855,0.48934,0.35379,0.4314,0.27298,0.24714,1,0.62032,0.46076,0.4096,0.47177,0.086261,0.26453,0.014536,0.094415,0.091608,0.2184,-0.02895,-0.02271,-0.083886,-0.093533,-0.059613,-0.11452,-0.14625,0.11151,-0.20314,0.020063,-0.20133,0.13311,-0.027931,-0.012219,0.029267,-0.30239,-0.27671,-0.1061,-0.2668,0.14116,0.0035166,-0.31628,-0.28507,-0.10285,-0.11427,-0.070361,-0.079702,-0.038545,-0.048919,-0.19763,-0.10224,-0.030167,-0.17815,0.047062,0.0087328,0.014204,-0.48711,0.15277,0.12789,0.082581,-0.065556,-0.1659,-0.22813,0.17161,-0.019351,0.16938,-0.1642,0.11055,-0.080609,0.060706,0.30053,-0.066371,0.18679,0.1242,-0.016611,-0.13619,0.13945,0.12398,0.03146
8,0.6035,0.60844,0.59162,0.46127,0.66098,0.49084,0.48128,0.62032,1,0.56207,0.5024,0.42596,0.30809,0.19411,0.071391,0.10258,0.032405,0.055308,0.13455,0.066808,-0.28479,-0.11356,0.059856,0.026958,-0.04468,0.13025,-0.092096,0.045989,-0.11724,0.084822,-0.018918,0.035493,-0.026408,-0.24998,-0.17534,-0.23544,-0.21938,-0.073951,-0.15884,-0.38031,-0.10785,0.11969,-0.13691,-0.088676,-0.06968,-0.098636,0.12632,-0.11399,0.13706,-0.31962,0.10683,0.077325,-0.015121,-0.023933,-0.18496,0.12414,0.052641,0.094072,-0.061945,-0.10632,-0.081593,0.073626,-0.072059,0.13106,-0.12102,0.23388,-0.2655,0.25344,0.26855,-0.079516,0.12097,0.16944,0.12527,0.13984,0.18377,0.085083,-0.16738
9,0.50213,0.40157,0.41727,0.27011,0.44414,0.34288,0.46149,0.46076,0.56207,1,0.42109,0.4573,0.30714,0.013195,0.15615,0.011729,-0.005303,0.1592,0.0064949,0.1567,-0.15667,-0.22374,0.052804,0.19016,-0.03303,-0.027616,-0.083786,0.1392,0.040863,-0.025105,-0.038967,0.059416,0.10435,-0.19808,-0.045942,-0.20856,-0.16962,-0.18922,-0.12273,-0.16042,-0.21322,0.13365,-0.23499,0.092747,-0.14568,-0.14135,-0.14525,-0.047013,0.047827,-0.12641,-0.1215,-0.13363,0.081412,0.031313,-0.20503,-0.022388,0.11806,0.062954,-0.018466,-0.028916,-0.21704,-0.15043,0.13289,0.089571,0.16272,0.13648,-0.24027,0.38164,0.053099,-0.12553,0.17973,0.1321,0.10707,0.0016779,0.21345,0.13402,-0.081875
