,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118
0,1,0.91125,0.90261,0.83906,0.88341,0.9162,0.88668,0.78917,0.86603,0.84745,0.91615,0.82886,0.88523,0.80969,0.88178,0.84472,0.83048,0.84709,0.85605,0.91034,0.7394,0.83173,0.82648,0.67813,0.82441,0.81836,0.81505,0.75731,0.7214,0.77288,0.60354,0.52628,0.61719,0.57719,0.51852,0.45314,0.57131,0.34928,0.49492,0.4757,0.21519,0.21634,0.29367,0.34354,0.081428,0.10199,0.10932,0.26279,0.040164,-0.08463,0.10857,0.053853,-0.057706,-0.16502,-0.0013957,0.033636,0.30446,0.035529,-0.015013,-0.12641,0.1303,-0.1011,0.070602,-0.27059,-0.041656,-0.11435,-0.29374,0.10766,-0.2898,0.0015323,-0.066297,0.19921,-0.073901,-0.069561,0.012648,0.11648,-0.020628,0.0712,0.15886,-0.33263,-0.2391,-0.24583,-0.30501,-0.20985,-0.30991,-0.0028032,0.01694,0.12635,0.021973,0.025272,-0.10882,0.017281,-0.15927,0.0033733,-0.013711,0.1423,0.31199,-0.086084,-0.25536,-0.048511,0.03446,0.2963,0.0143,-0.059295,-0.0031138,0.31786,-0.059116,0.071501,0.050058,0.16854,0.008733,0.070844,0.10536,0.1082,0.27198,0.26686,-0.029987,-0.024582,0.1469
1,0.91125,1,0.92217,0.8471,0.89629,0.90809,0.89719,0.83124,0.84917,0.84487,0.89175,0.87318,0.77169,0.80072,0.86625,0.87411,0.75554,0.81927,0.81993,0.84505,0.74756,0.75642,0.79503,0.78722,0.80463,0.79749,0.71646,0.79016,0.67627,0.7327,0.48828,0.4849,0.61363,0.56117,0.55994,0.42263,0.57369,0.39743,0.56253,0.53095,0.20077,0.21383,0.27289,0.30221,0.057024,0.18116,0.067078,0.14322,0.047556,-0.064502,0.017595,-0.011297,-0.13539,-0.12202,-0.0077672,-0.067475,0.2818,-0.085734,-0.041054,-0.17401,0.05086,-0.053156,-0.038527,-0.30894,-0.14371,-0.2029,-0.26274,0.049007,-0.23097,-0.031386,-0.059263,0.11564,-0.1265,-0.0026799,-0.11952,0.069642,-0.082728,0.10413,0.18708,-0.37342,-0.18888,-0.29905,-0.22157,-0.056155,-0.28706,0.0089772,0.11034,0.091015,-0.039523,-0.023872,-0.10515,0.090459,-0.14409,0.11923,-0.11125,0.15166,0.30967,-0.11591,-0.22379,-0.062562,0.060128,0.23942,0.085214,-0.041116,-0.11181,0.33015,-0.1017,0.051224,0.079838,0.20303,0.031264,0.09493,0.2336,0.19996,0.1788,0.29073,0.0089435,-0.056909,0.061509
2,0.90261,0.92217,1,0.8057,0.90282,0.90188,0.88615,0.83283,0.892,0.76833,0.88866,0.85205,0.79093,0.78714,0.86444,0.87652,0.78458,0.80375,0.85667,0.82537,0.73681,0.7824,0.76838,0.7577,0.84063,0.77662,0.71023,0.72878,0.69849,0.67074,0.49884,0.56611,0.65161,0.5612,0.61888,0.42867,0.61716,0.44419,0.50389,0.56312,0.21737,0.10036,0.19358,0.27966,0.19818,0.13821,0.11714,0.27665,0.093455,0.010131,0.059141,0.047174,-0.1077,0.019006,-0.031181,-0.1352,0.239,-0.05079,-0.021187,-0.089996,-0.01349,-0.10979,0.02436,-0.30674,-0.039172,-0.24578,-0.27334,0.11368,-0.30944,-0.059798,-0.098019,0.20605,-0.079575,0.0028068,-0.037739,0.08343,-0.15783,0.092278,0.17793,-0.37354,-0.2279,-0.17591,-0.23032,-0.07142,-0.2897,-0.055885,0.099948,-0.0019049,-0.048134,0.01825,-0.097574,0.13212,-0.1012,-0.044594,-0.10988,0.18032,0.24357,-0.083577,-0.22204,-0.096564,0.066751,0.29275,0.081719,-0.011301,-0.049346,0.33525,-0.033656,0.094727,0.018483,0.11021,-0.042959,0.15498,0.13969,0.18765,0.1911,0.26986,-0.065404,-0.048795,0.14961
3,0.83906,0.8471,0.8057,1,0.84484,0.83459,0.87371,0.75706,0.8764,0.83065,0.82922,0.83298,0.76024,0.82959,0.84433,0.81063,0.74076,0.82828,0.81081,0.78106,0.64836,0.72697,0.7521,0.66285,0.75919,0.68874,0.66679,0.79222,0.68293,0.70053,0.55437,0.52019,0.55075,0.58564,0.46845,0.56699,0.53394,0.28532,0.37231,0.51218,0.35599,0.19524,0.33461,0.34781,0.14052,0.068442,0.018767,0.25449,-0.012292,-0.24528,0.13262,0.087903,-0.11971,-0.10437,-0.039122,0.039898,0.19891,-0.0079726,-0.052256,-0.1012,0.14929,0.019661,0.021266,-0.3272,-0.062437,-0.03796,-0.3024,0.0068706,-0.16605,-0.12242,0.046819,0.19728,-0.050146,0.028281,-0.012945,0.12691,-0.019785,-0.018037,0.02958,-0.16129,-0.20564,-0.30478,-0.20742,-0.10065,-0.20421,0.081355,0.066625,-0.039284,-0.082884,-0.15319,-0.11716,0.10709,-0.15936,0.031938,0.025652,0.2248,0.10587,-0.054586,-0.16211,-0.20538,0.22034,0.22327,-0.0099062,-0.019843,-0.11184,0.31146,-0.030866,0.15327,0.088552,0.2569,0.067009,0.092085,0.086048,0.23412,0.23562,0.39079,-0.06658,-0.094992,0.13622
4,0.88341,0.89629,0.90282,0.84484,1,0.86466,0.8878,0.7708,0.83931,0.8278,0.86832,0.87149,0.82637,0.77963,0.84993,0.83478,0.7666,0.84016,0.83717,0.80219,0.69521,0.78518,0.70821,0.72531,0.76329,0.76252,0.65066,0.76553,0.76631,0.71264,0.51394,0.55494,0.54811,0.62514,0.60941,0.44998,0.52866,0.42685,0.48935,0.52109,0.19313,0.15981,0.23448,0.23334,0.10852,0.10969,0.013417,0.31012,0.020796,-0.18935,0.066322,0.00048731,-0.17839,-0.13211,-0.021457,-0.040472,0.17804,-0.10917,-0.059517,-0.18169,-0.0046705,-0.088517,0.1064,-0.38959,-0.051149,-0.23101,-0.3021,0.14877,-0.22233,-0.12484,0.027113,0.22656,0.012469,0.0018388,-0.092623,0.11414,-0.099289,0.14861,0.13233,-0.20978,-0.16606,-0.22773,-0.2058,0.0086895,-0.24238,-0.057449,-0.077893,0.057508,0.035904,-0.047998,-0.14562,-0.027301,-0.11401,0.012796,-0.064452,0.23953,0.20853,-0.072628,-0.23688,-0.14667,0.04877,0.37985,0.10161,-0.040554,-0.069759,0.40207,-0.051596,0.01455,0.045291,0.18755,-0.0038926,0.17615,0.022723,0.20127,0.18109,0.34212,-0.029635,-0.07356,0.11417
5,0.9162,0.90809,0.90188,0.83459,0.86466,1,0.87617,0.80381,0.87024,0.82625,0.86344,0.85408,0.79122,0.81498,0.86941,0.83616,0.7579,0.83466,0.84226,0.84636,0.70418,0.80851,0.7819,0.72984,0.83177,0.80439,0.75503,0.77179,0.76619,0.70796,0.62469,0.49865,0.62674,0.59686,0.55643,0.49627,0.57454,0.28899,0.54622,0.43064,0.28139,0.25134,0.24773,0.2755,0.18419,0.093034,0.074369,0.13655,0.14868,-0.047702,-0.06232,0.0039023,-0.089793,-0.13704,-0.093543,-0.0078218,0.23437,-0.055101,-0.043508,-0.099419,0.10451,-0.087194,0.0047681,-0.32789,-0.10694,-0.1643,-0.34932,0.17101,-0.31037,0.053862,-0.08469,0.11351,-0.04655,0.0087475,-0.16054,0.091762,-0.057115,0.088172,0.13543,-0.30909,-0.18614,-0.26423,-0.28895,-0.28556,-0.2777,-0.013395,0.10729,0.0084948,-0.088422,-0.024078,-0.042199,0.0068599,-0.12147,0.024732,-0.080769,0.18376,0.23983,-0.17269,-0.27927,-0.10289,0.083972,0.26139,0.010058,0.065773,-0.12651,0.32696,-0.015703,0.001529,0.10915,0.2126,0.0031742,0.068438,0.059895,0.22358,0.20635,0.34365,-0.016671,-0.046748,0.12601
6,0.88668,0.89719,0.88615,0.87371,0.8878,0.87617,1,0.81286,0.9063,0.79882,0.84361,0.81356,0.7872,0.81448,0.85574,0.8232,0.77065,0.81718,0.92338,0.8075,0.71094,0.8215,0.82253,0.74839,0.77643,0.73636,0.72352,0.78644,0.74466,0.7566,0.58211,0.55283,0.58347,0.54092,0.56339,0.50439,0.542,0.38885,0.48412,0.54854,0.27355,0.19412,0.2255,0.29297,0.20795,0.21887,0.12669,0.26176,-0.046669,-0.13929,0.047601,-0.064018,-0.10211,-0.13821,0.077903,-0.0065623,0.18715,-0.029174,-0.037184,-0.23319,0.017653,-0.055702,0.045219,-0.35634,-0.021184,-0.087721,-0.28632,0.1225,-0.26255,-0.066409,-0.0309,0.20792,-0.055653,-0.081279,-0.0033181,0.076333,-0.073757,0.094789,0.048266,-0.32763,-0.25355,-0.23835,-0.16818,-0.14154,-0.24527,-0.014663,0.036446,0.049252,0.022827,-0.030394,-0.040547,0.14616,-0.13898,0.038912,-0.032725,0.14769,0.16263,-0.12545,-0.16853,-0.18799,0.023408,0.31344,-0.014816,0.033417,-0.071074,0.21011,-0.048336,0.10112,-0.035951,0.10724,-0.054801,0.077672,0.075025,0.20832,0.23242,0.27089,0.052225,0.037181,0.13574
7,0.78917,0.83124,0.83283,0.75706,0.7708,0.80381,0.81286,1,0.78928,0.74596,0.77924,0.73828,0.72647,0.74381,0.83627,0.76998,0.68472,0.68484,0.75354,0.70909,0.7101,0.75122,0.7027,0.6513,0.78993,0.62244,0.66881,0.7598,0.66249,0.61171,0.48962,0.55981,0.60705,0.57639,0.56789,0.42218,0.55914,0.52032,0.50722,0.43547,0.22427,0.12343,0.19284,0.31028,0.25227,0.18252,0.058639,0.17054,0.057584,-0.012682,0.13495,0.012733,-0.069438,-0.014901,0.027994,-0.25965,0.16345,-0.021136,-0.11484,-0.091365,0.076193,-0.12698,-0.020499,-0.30753,-0.089858,-0.11924,-0.27869,0.097228,-0.26465,-0.088911,-0.077773,0.16817,-0.12944,0.042655,-0.026902,0.063551,-0.1579,-0.016304,0.30843,-0.32289,-0.179,-0.224,-0.061947,-0.059549,-0.2971,-0.13813,0.13053,0.094282,0.019514,-0.0089358,0.032518,0.081774,-0.011033,-0.10801,-0.21499,0.20329,0.23795,-0.03951,-0.10221,-0.081853,0.094276,0.27299,0.14461,0.080816,-0.18242,0.33268,-0.10858,0.00075857,-0.056038,-0.0012328,-0.15392,0.18622,0.22319,0.15784,0.22828,0.16829,-0.12325,-0.017395,0.062022
8,0.86603,0.84917,0.892,0.8764,0.83931,0.87024,0.9063,0.78928,1,0.76009,0.81999,0.83124,0.75221,0.74825,0.85373,0.8229,0.76369,0.81292,0.89347,0.79392,0.73698,0.80729,0.72197,0.68895,0.82215,0.72977,0.67281,0.71327,0.73582,0.66382,0.56269,0.52589,0.62085,0.56777,0.47561,0.52299,0.56377,0.37113,0.50104,0.51249,0.28079,0.090002,0.29265,0.28713,0.30665,0.083376,0.17664,0.29031,0.0061941,-0.068164,0.057317,0.13894,-0.022629,-0.13281,0.072715,-0.056234,0.22814,0.097834,-0.0080987,-0.11565,0.066717,-0.10806,0.080292,-0.35765,0.006134,-0.052929,-0.29411,0.096998,-0.30204,-0.15163,0.036007,0.25891,-0.081428,-0.10024,0.042126,0.12442,-0.13779,-0.0013255,0.069283,-0.35734,-0.32437,-0.080699,-0.2046,-0.13424,-0.28756,0.030741,0.13751,-0.039207,-0.029052,-0.05925,-0.1208,0.11632,-0.13598,0.043599,-0.033288,0.13756,0.096784,-0.051221,-0.21836,-0.15074,0.11621,0.31829,-0.019938,-0.03631,-0.15006,0.26032,-0.061777,0.15069,-0.054005,0.13528,-0.022987,0.055249,0.012279,0.17705,0.1414,0.36191,0.060909,-0.12165,0.22321
9,0.84745,0.84487,0.76833,0.83065,0.8278,0.82625,0.79882,0.74596,0.76009,1,0.76089,0.79621,0.74012,0.75687,0.85652,0.7896,0.70066,0.83167,0.75292,0.78559,0.71048,0.73987,0.69516,0.75714,0.66002,0.66444,0.6609,0.75098,0.63892,0.69417,0.49616,0.58578,0.49481,0.67418,0.47727,0.43898,0.48806,0.3035,0.36357,0.43552,0.27762,0.22893,0.26852,0.36849,0.0060931,-0.079091,-0.040227,0.23513,0.02188,-0.23958,-0.051132,-0.0048342,-0.066424,-0.20666,0.011491,-0.12052,0.23965,-0.13064,-0.038825,-0.17514,0.15293,-0.043119,0.028058,-0.23695,-0.13067,-0.12374,-0.4646,0.10918,-0.28192,-0.020539,-0.0073441,0.18694,-0.070388,-0.081626,-0.13203,0.11147,-0.083875,-0.11345,0.20984,-0.25503,-0.21836,-0.24612,-0.27931,-0.13229,-0.26394,-0.067924,0.027574,0.17249,-0.042584,-0.0058403,-0.091993,0.059925,-0.06833,0.017195,-0.074039,0.30301,0.10518,-0.085731,-0.32104,-0.029911,0.14132,0.23141,-0.036549,-0.084152,-0.16839,0.33846,-0.11172,-0.012631,0.065683,0.22421,0.056958,0.071685,-0.019661,0.12873,0.16131,0.34176,-0.12879,-0.0080067,0.12076
