,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179
47,0.73339,0.65609,0.66342,0.73242,0.72056,0.78641,0.70783,0.72222,0.77176,0.73004,0.67923,0.65912,0.72283,0.72234,0.65457,0.67874,0.66716,0.73524,0.76745,0.71191,0.68186,0.67912,0.67933,0.65949,0.74022,0.73252,0.67737,0.74893,0.66982,0.71147,0.65241,0.74213,0.75503,0.75106,0.8025,0.65283,0.63248,0.77189,0.70084,0.71122,0.65218,0.52636,0.64951,0.67921,0.67571,0.5669,0.59656,1,0.51938,0.4502,0.56415,0.63551,0.46162,0.40458,0.59627,0.20773,0.4756,0.45905,0.4594,0.40641,0.38936,0.41251,0.47872,0.35484,0.56115,0.48137,0.41182,0.30325,0.017736,0.3964,0.2317,0.021345,0.32181,0.0070995,0.23576,0.20188,0.38941,0.30725,0.47917,0.2669,0.16374,0.19979,0.0068152,0.19613,0.23722,0.18525,0.22209,0.25709,0.18778,0.34665,0.12411,-0.021026,-0.046936,-0.14197,0.15116,0.15408,0.17352,0.01914,-0.087358,0.060892,-0.064657,0.035393,0.07988,0.1285,0.48276,0.16067,0.067091,0.28626,0.21426,0.064297,-0.035037,0.11369,-0.011824,-0.34478,0.19592,0.13835,0.21636,0.059672,-0.00048657,-0.068056,-0.089261,-0.16249,-0.055158,0.35015,0.13546,-0.030784,0.038748,-0.04536,-0.29185,0.074957,-0.098716,-0.026724,-0.11522,-0.17961,0.092696,-0.24793,0.10206,-0.059061,0.18434,0.12085,0.049859,0.27811,-0.19016,0.12217,0.3239,0.1344,0.26062,0.06219,0.21001,-0.25419,-0.041314,-0.021121,-0.19379,-0.10581,0.071102,-0.22454,0.064721,-0.11362,-0.37171,-0.029235,-0.087097,0.056463,0.053265,0.086759,0.020236,-0.056568,0.13919,-0.0066564,-0.046807,0.14346,0.099131,0.051505,0.016553,-0.28897,-0.30391,0.13511,0.079271,0.14351,0.053185,0.17492
48,0.66401,0.59889,0.64747,0.76181,0.67331,0.63752,0.69166,0.57634,0.64388,0.71468,0.72572,0.67555,0.55347,0.6106,0.63144,0.65325,0.59766,0.63811,0.5822,0.52361,0.65446,0.5826,0.59611,0.66098,0.6262,0.60178,0.55466,0.52887,0.62707,0.60744,0.48011,0.61509,0.6177,0.67556,0.53707,0.65841,0.60139,0.5236,0.62231,0.69783,0.62735,0.63881,0.56372,0.55241,0.66967,0.55276,0.33773,0.51938,1,0.53131,0.607,0.48268,0.46525,0.51166,0.4346,0.16078,0.47501,0.29208,0.47544,0.28006,0.081365,0.42571,0.34357,0.42278,0.40506,0.21902,0.13387,0.042508,0.17208,0.36206,0.29764,0.025145,0.42797,0.17855,0.060031,0.31191,0.29048,0.32601,0.41798,0.075166,0.18783,0.2754,0.00099746,0.30977,0.24594,0.083551,0.18296,0.42458,0.33608,0.29813,-0.03299,0.096266,0.1492,0.055278,0.11665,0.097734,0.32218,-0.050546,0.18908,0.22353,-0.054616,0.027362,0.15365,0.005521,0.3893,0.17035,0.022945,0.13834,0.23283,0.12208,0.11149,-0.16671,-0.036058,-0.16008,0.023781,0.26495,0.13778,-0.17236,0.16722,-0.070783,-0.17637,0.13049,0.13853,0.080406,-0.056334,0.076773,0.28832,-0.10239,-0.18505,0.045733,0.018323,0.13912,-0.033289,-0.069483,-0.17202,-0.16378,7.3716e-05,0.043251,0.09365,0.25526,0.2286,0.27955,-0.30512,0.041831,0.34612,0.034255,0.12148,0.035169,-0.037427,-0.19388,0.14057,-0.088886,-0.0092863,-0.36623,0.01707,-0.1673,0.042749,-0.045705,-0.23078,-0.059117,-0.047983,0.0046895,-0.08583,-0.14555,-0.051945,-0.21058,0.024737,-0.087615,0.19433,0.30578,-0.098741,-0.13011,-0.12872,-0.31908,-0.27691,-0.11202,0.14038,0.053078,0.18326,0.2721
49,0.65302,0.67865,0.62644,0.5762,0.65263,0.62718,0.69302,0.60583,0.67929,0.62725,0.58269,0.57308,0.56495,0.60425,0.62468,0.58858,0.61049,0.58506,0.61056,0.60752,0.58901,0.65613,0.67067,0.56582,0.74368,0.6214,0.53285,0.57269,0.60394,0.59074,0.62768,0.67552,0.55275,0.60163,0.6109,0.63038,0.69351,0.58815,0.54943,0.65936,0.59489,0.56013,0.53661,0.47113,0.51904,0.5458,0.44952,0.4502,0.53131,1,0.45997,0.5305,0.36996,0.45933,0.5152,0.37764,0.30652,0.57862,0.54767,0.26068,0.25093,0.54212,0.24081,0.41818,0.43976,0.25282,0.2924,0.19165,0.16262,0.43846,0.12483,0.073668,0.37054,0.099743,0.037684,0.14626,0.2019,0.24212,0.20906,0.050779,0.31261,0.097391,0.027607,0.2991,0.48096,0.19028,0.10316,0.096199,0.1345,0.40693,-0.00038052,-0.23917,0.14398,0.053213,0.0011111,0.2167,0.055059,0.043139,0.20807,0.24499,-0.065283,-0.03478,0.19074,0.15164,0.23179,-0.024364,-0.32503,0.089842,0.091278,0.18639,0.15997,0.047735,-0.25622,-0.1793,0.035431,0.098304,0.062589,-0.12437,0.26001,0.059351,0.038048,0.13311,-0.057091,-0.065101,0.055261,0.046769,0.20904,-0.026876,-0.074539,0.0094243,0.049208,-0.23918,-0.2516,-0.1174,-0.25661,-0.013321,-0.11893,0.11477,0.12354,0.032379,0.10123,0.06466,-0.22942,0.040046,0.09052,-0.17642,0.22967,-0.039047,0.095888,0.0075044,-0.19957,0.048313,0.081308,-0.014944,-0.086479,-0.35216,0.048421,-0.10598,-0.013637,0.074678,-0.17664,-0.071345,0.18572,0.024288,-0.027364,-0.19083,0.24619,0.09056,0.324,0.12556,0.010422,-0.016113,-0.1446,-0.16518,-0.2029,0.05317,0.16229,0.27459,0.25144,0.12759
50,0.61299,0.54025,0.64733,0.60397,0.71397,0.70865,0.62184,0.60729,0.64685,0.65308,0.66071,0.70999,0.64422,0.52244,0.64969,0.61328,0.60557,0.62644,0.63001,0.65021,0.47974,0.59373,0.6144,0.56551,0.55941,0.58883,0.56049,0.59786,0.55432,0.62376,0.60642,0.58411,0.62581,0.71847,0.61999,0.6336,0.69873,0.63149,0.67966,0.63026,0.59348,0.43245,0.65525,0.57186,0.57124,0.59187,0.47095,0.56415,0.607,0.45997,1,0.54612,0.47969,0.25676,0.60558,0.31794,0.40729,0.32379,0.37296,0.33268,0.11852,0.52261,0.46611,0.31497,0.4684,0.4018,0.36971,0.27047,0.066124,0.43381,0.30832,0.31211,0.37142,0.15135,0.062973,0.18507,0.19139,0.34478,0.28816,0.0097194,0.046125,0.38526,0.13321,0.41135,0.32566,0.22411,0.43425,0.45323,0.13059,0.36247,0.16096,-0.079969,-0.02673,0.0016426,0.33853,0.10616,0.023213,0.098566,0.092686,0.33223,-0.14313,0.10049,0.2408,0.12922,0.38206,0.10167,-0.19307,0.26032,-0.027457,-0.0025162,0.099088,0.061807,0.081102,-0.25257,0.00056749,0.15805,0.26037,-0.20697,0.31821,0.0036549,-0.046467,0.01212,0.1341,-0.01723,-0.11546,0.091994,0.16327,-0.052825,-0.0039166,0.12498,-0.17529,0.016334,-0.019951,-0.19072,0.067917,-0.12494,-0.11721,0.086898,0.052305,0.20149,0.20587,0.17249,-0.38293,0.087572,0.18524,-0.01105,0.32729,-0.22113,0.19273,-0.23036,0.36069,-0.089549,0.03398,-0.051314,-0.055672,-0.21725,0.15996,-0.12943,-0.27236,0.11323,-0.20664,0.19444,0.083082,-0.0034713,0.048074,0.069182,0.19837,-0.14587,0.031585,-0.042679,0.098798,-0.2032,-0.23747,-0.35851,-0.34658,-0.12628,0.14468,-0.026545,0.045924,0.14366
51,0.71919,0.6966,0.64016,0.64786,0.70527,0.71358,0.71973,0.72052,0.76769,0.75944,0.73681,0.69751,0.6974,0.74516,0.61449,0.60177,0.70169,0.73436,0.71779,0.71748,0.70266,0.64755,0.76555,0.73812,0.69788,0.59199,0.70448,0.73749,0.72604,0.79376,0.73912,0.71294,0.74735,0.64278,0.67722,0.65143,0.61105,0.72803,0.64574,0.75123,0.70342,0.67206,0.65265,0.7264,0.69104,0.49786,0.48758,0.63551,0.48268,0.5305,0.54612,1,0.54638,0.48312,0.62466,0.43881,0.36355,0.39457,0.50135,0.47143,0.30838,0.5502,0.49645,0.36449,0.36606,0.35479,0.24686,0.29394,0.21106,0.46798,0.35086,0.29831,0.18087,0.04333,0.33712,0.28983,0.2454,0.30008,0.25481,0.19964,0.18846,0.15086,0.03049,0.13703,0.33459,0.095882,0.3495,0.15126,0.25182,0.36177,0.26203,-0.10412,0.16271,0.15709,0.094732,0.2188,0.33219,-0.068095,-0.025866,0.24314,-0.14087,0.011978,0.3538,0.25661,0.29399,0.080264,-0.14996,0.1756,0.01545,0.13124,0.18359,0.1216,-0.039057,-0.036061,-0.15085,0.24407,0.11959,0.066381,0.15521,0.06306,0.065638,0.17221,-0.0049639,0.13342,0.088715,-0.0076605,0.22965,-0.1661,-0.1553,0.13648,-0.03942,-0.24577,-0.06848,-0.23145,-0.25573,0.080523,-0.11815,-0.11083,0.1625,0.1486,0.020304,0.36085,-0.21959,0.18095,0.12837,-0.01015,0.031422,-0.17708,0.13777,-0.21702,-0.0094229,0.029245,0.15665,-0.12897,-0.042022,-0.061009,0.19013,-0.25234,-0.10471,0.050111,0.049252,-0.039195,-0.11091,0.13331,0.008451,-0.12232,-0.054068,0.080264,0.012594,0.23136,-0.0038461,0.060952,-0.085457,-0.26909,-0.28106,0.068444,0.0082307,0.088544,0.28369,0.22238
52,0.64794,0.58524,0.51933,0.59851,0.53907,0.59032,0.65505,0.57444,0.60728,0.61736,0.59034,0.62945,0.54797,0.52643,0.53934,0.56655,0.56959,0.52775,0.54702,0.5696,0.48208,0.51212,0.63925,0.45603,0.45769,0.59032,0.6062,0.59649,0.50876,0.55308,0.73174,0.49382,0.60605,0.6064,0.59965,0.53216,0.58491,0.52869,0.55398,0.51776,0.63302,0.65781,0.57122,0.44223,0.58002,0.47291,0.5083,0.46162,0.46525,0.36996,0.47969,0.54638,1,0.26815,0.5582,0.17457,0.3978,0.26844,0.38411,0.38777,0.16608,0.48801,0.27229,0.29218,0.48172,0.35023,0.38704,0.12642,0.18681,0.32897,0.37758,0.12187,0.19804,-0.16738,0.026336,0.30428,0.33033,0.020792,0.43082,0.10166,0.38051,0.50821,0.11846,0.097759,0.22809,0.21181,0.29277,0.079718,0.2899,0.26475,0.29138,-0.13179,0.1094,-0.0038438,0.21969,-0.013139,0.29597,-0.17768,-0.15281,0.19059,-0.25944,-0.014314,0.27216,0.33613,0.20617,0.29007,-0.067956,-0.041901,-0.14079,0.022328,0.023673,-0.025693,0.11431,-0.042523,0.08535,0.11562,0.13914,-0.062885,-0.011004,0.11267,0.028881,0.033014,-0.13108,0.098065,0.034969,0.1479,0.073641,-0.18716,-0.065715,-0.083095,-0.17385,0.061965,-0.17447,-0.21718,-0.058476,0.030348,0.046691,-0.17683,0.34223,0.06286,-0.0084777,0.26026,-0.26192,0.12165,-0.13184,0.034179,0.18209,-0.055429,-0.27479,-0.15876,0.061721,-0.10748,0.18697,-0.00087916,-0.17344,-0.0071705,0.20781,-0.17957,0.0053217,-0.037884,0.056452,-0.04518,0.083193,0.055509,-0.019962,-0.22688,-0.078556,-0.21176,0.019932,0.15995,-0.026218,0.044645,-0.06827,-0.23188,-0.35812,0.18075,0.19987,0.039781,0.20345,0.038058
53,0.52217,0.51516,0.50799,0.53909,0.47362,0.61354,0.59923,0.38204,0.55179,0.469,0.5802,0.52192,0.39239,0.53277,0.46279,0.55557,0.4638,0.59036,0.51022,0.44006,0.47812,0.53455,0.58509,0.50592,0.59789,0.48362,0.40735,0.62052,0.56391,0.46814,0.43535,0.41571,0.51079,0.53083,0.45048,0.50262,0.35335,0.47771,0.30792,0.46844,0.5138,0.53168,0.53117,0.40154,0.39273,0.51343,0.23946,0.40458,0.51166,0.45933,0.25676,0.48312,0.26815,1,0.48874,0.40366,0.40565,0.47839,0.46639,0.22238,0.31048,0.025169,0.1737,0.34995,0.39994,0.21354,-0.016949,0.20332,0.13084,0.26435,0.27442,0.13559,0.19789,0.078063,0.25911,0.15826,0.3812,0.28573,0.05795,0.20929,0.2303,-0.069069,-0.082479,0.12265,0.15925,0.22821,-0.033545,-0.010298,0.35374,0.094876,0.14811,0.049176,0.32206,0.13667,0.12564,-0.14647,0.093504,-0.033974,0.02448,0.053794,0.12484,0.27123,0.15919,-0.065817,0.34281,0.22917,-0.26451,-0.069631,0.059263,0.23614,0.21721,-0.064698,-0.12191,-0.24168,-0.054515,0.30755,0.03281,0.13987,-0.082233,0.0046706,0.26637,0.24988,0.26079,0.1374,0.12807,0.21866,0.11624,0.17913,-0.11594,0.2253,0.1924,-0.027003,-0.08511,0.03338,-0.28994,-0.068062,-0.29107,-0.12801,0.21585,0.075553,-0.13746,0.26729,-0.31612,0.21905,0.22405,-0.10258,0.17357,0.040879,0.09515,-0.13059,-0.18408,0.025648,-0.034342,-0.16849,-0.20132,-0.012022,0.059194,-0.22734,-0.35703,-0.20221,-0.10986,0.16424,-0.013105,-0.065797,0.14194,-0.31372,0.027861,0.063169,0.070239,0.11595,-0.16398,-0.17906,0.22599,-0.35502,-0.27859,-0.10586,0.069714,0.17458,-0.1343,0.23176
54,0.71818,0.73425,0.56524,0.65195,0.7402,0.73895,0.69835,0.60763,0.73006,0.61157,0.65718,0.67013,0.66358,0.54023,0.64055,0.67178,0.75591,0.74292,0.73183,0.6675,0.58737,0.61225,0.69701,0.5311,0.62328,0.6786,0.56676,0.72866,0.69741,0.57165,0.72337,0.58075,0.71661,0.69183,0.60947,0.62678,0.62776,0.62004,0.64121,0.58342,0.6661,0.63185,0.68682,0.49564,0.56865,0.44153,0.5621,0.59627,0.4346,0.5152,0.60558,0.62466,0.5582,0.48874,1,0.38181,0.35752,0.63095,0.43216,0.24366,0.26379,0.40133,0.37205,0.37342,0.51785,0.39523,0.26154,0.39286,0.0041366,0.29912,0.53771,0.11181,0.18964,-0.026573,0.15719,0.15405,0.14508,0.13838,0.32656,0.22641,0.1275,0.25058,0.070162,0.19226,0.45584,0.37181,0.21589,0.22058,0.043709,0.37234,0.16668,-0.21587,0.084399,0.050544,0.10517,0.16539,0.12738,0.14359,-0.057947,-0.0080182,-0.07995,-0.011092,0.25857,0.0282,0.23566,0.24769,-0.31892,0.18267,0.081582,-0.010441,0.15977,0.077632,-0.13696,-0.40457,-0.033241,0.15284,0.17866,-0.12371,0.18179,0.057656,0.10754,0.093891,0.050418,0.29633,0.076403,0.18723,-0.16648,0.10062,-0.13423,0.19728,-0.068341,-0.20487,-0.31014,-0.060539,-0.11812,0.018049,-0.063678,0.10858,0.18937,0.0538,0.15375,0.29044,-0.32051,0.11382,0.13418,0.010352,0.1628,-0.044216,-0.0241,0.058178,0.022028,0.013359,0.078003,0.025506,-0.15409,-0.23069,0.16728,-0.15081,-0.088313,0.15489,-0.15237,0.16852,0.12108,0.07929,0.0093665,0.15299,0.037945,-0.026208,0.030685,0.15687,-0.04758,-0.21956,-0.016348,-0.3203,-0.31006,0.12371,0.052612,0.23561,0.0047657,0.23443
55,0.39615,0.33706,0.44008,0.26766,0.44186,0.44195,0.35396,0.27736,0.4052,0.34396,0.36696,0.45684,0.33298,0.39505,0.29571,0.32363,0.41392,0.39082,0.40575,0.46119,0.18584,0.42808,0.4968,0.23165,0.39394,0.39741,0.3208,0.50905,0.42877,0.35351,0.36737,0.40511,0.4249,0.3626,0.30145,0.36482,0.44083,0.34397,0.31953,0.41573,0.38588,0.22776,0.43161,0.40039,0.32969,0.45737,0.16668,0.20773,0.16078,0.37764,0.31794,0.43881,0.17457,0.40366,0.38181,1,0.2045,0.28616,0.32741,0.34027,0.10696,0.23865,0.096797,0.31898,0.26263,0.3351,0.20871,0.45923,0.13494,0.19236,0.35938,0.15493,0.044621,0.064124,0.19328,0.24784,0.017651,0.077887,0.074998,0.1536,0.24323,-0.085756,-0.15026,0.086368,0.25618,-0.066566,0.39113,0.016928,0.11569,-0.13536,0.054156,-0.028811,0.10536,0.10943,-0.075341,0.063156,0.019567,0.19417,0.23567,0.034969,-0.074147,0.34643,0.26281,0.10716,0.17828,-0.21649,-0.27413,0.023224,-0.11325,-0.0099544,0.12743,0.11245,0.0037679,-0.018304,0.062769,0.052099,0.1802,0.094722,0.041492,-0.18453,0.078271,0.038584,-0.01012,0.20733,0.38244,0.085745,-0.048579,0.19799,-0.084267,0.091417,0.023471,-0.2404,0.036519,-0.13299,-0.31082,-0.011137,-0.16401,-0.1002,0.1687,0.052636,0.075526,0.18173,-0.095079,0.014283,0.065897,-0.00028567,-0.074382,-0.021071,0.32226,-0.013197,-0.12714,-0.024136,0.070059,0.17559,0.07535,-0.34425,-0.22607,-0.0058221,-0.022778,0.136,-0.11941,0.024736,0.20168,0.090059,0.18805,0.008232,-0.002009,0.14909,0.26469,-0.094763,-0.28278,-0.070928,-0.052759,-0.47178,-0.037311,-0.19456,-0.14852,0.15285,0.24863,0.33692
56,0.58882,0.47936,0.51597,0.54832,0.54199,0.49693,0.55837,0.53615,0.54385,0.5035,0.51847,0.57659,0.50294,0.53078,0.54731,0.55775,0.47543,0.53886,0.56536,0.49292,0.502,0.57838,0.6031,0.56868,0.5903,0.52179,0.55595,0.61401,0.54801,0.45057,0.44555,0.46905,0.56497,0.58126,0.35762,0.54946,0.45355,0.56408,0.45431,0.44826,0.56133,0.45095,0.50224,0.54885,0.53079,0.4154,0.3418,0.4756,0.47501,0.30652,0.40729,0.36355,0.3978,0.40565,0.35752,0.2045,1,0.38776,0.55178,0.19013,-0.051295,0.40834,0.22755,0.27957,0.41255,0.33844,0.14932,0.18687,0.068594,0.29043,0.45283,0.021781,0.36576,-0.20947,0.39137,0.28876,0.34869,0.36901,0.21396,-0.11606,0.31104,0.13718,-0.02078,0.16858,0.1706,0.053664,0.23208,0.41765,0.29698,0.20779,-0.064602,-0.057935,0.079748,0.095534,0.13147,0.036744,0.10464,-0.10252,0.11375,-0.11232,0.062138,0.31441,0.18302,-0.013963,0.18467,0.12911,-0.027567,0.28065,0.30175,-0.017936,0.13974,-0.06095,-0.10177,-0.21761,-0.01145,0.29606,0.25751,-0.00018871,-0.0065456,-0.20222,0.19614,0.01305,0.12484,0.29587,-0.084342,-0.093944,-0.13392,-0.032349,-0.2224,0.31949,-0.004714,0.053488,0.015712,0.076898,-0.14018,-0.27528,0.1154,0.10819,0.077177,0.36607,0.12731,0.15358,-0.1652,0.1121,0.091198,0.14219,0.26273,-0.26041,-0.014842,-0.19609,-0.042132,-0.16719,-0.025285,-0.15444,0.147,-0.10328,-0.10153,-0.12838,-0.40459,-0.14043,-0.14244,0.028587,-0.020372,0.067678,0.11124,-0.17124,-0.063914,-0.014162,-0.012792,0.13842,-0.14171,-0.036675,0.03298,-0.27078,-0.11023,0.043051,0.073354,0.037556,-0.01592,0.15045
57,0.55432,0.49035,0.41546,0.46354,0.54475,0.55581,0.53274,0.48473,0.61916,0.46742,0.45785,0.43556,0.37371,0.45956,0.58415,0.50988,0.52964,0.5802,0.56638,0.50946,0.51995,0.56462,0.51949,0.4422,0.58298,0.53476,0.30595,0.59027,0.57298,0.36259,0.46829,0.42952,0.46296,0.50282,0.43342,0.50605,0.51721,0.43163,0.35464,0.43124,0.4901,0.54753,0.45955,0.41266,0.51163,0.3856,0.40058,0.45905,0.29208,0.57862,0.32379,0.39457,0.26844,0.47839,0.63095,0.28616,0.38776,1,0.55893,0.28384,0.12596,0.30949,0.0071956,0.47466,0.41968,0.42493,0.29051,0.24454,-0.020542,0.28305,0.19964,0.029871,0.12459,-0.039316,0.047686,0.04695,0.19166,0.082844,0.176,0.0072395,0.19555,0.10137,-0.074211,-0.0050359,0.11231,0.091388,0.070447,0.1728,-0.041131,0.2417,0.10138,-0.12553,-0.13094,-0.0064413,0.06523,0.27317,0.13464,0.072267,0.02852,-0.081993,0.07802,0.084357,0.21724,-0.14387,0.15402,0.0055202,-0.3697,0.21468,0.2185,0.1683,0.054077,-0.056969,-0.32521,-0.253,0.0078063,0.096605,0.08894,0.05685,0.11859,0.04974,0.22171,0.12632,0.072846,0.27084,-0.085077,0.070384,-0.085593,0.042891,0.08603,0.18527,0.1601,-0.12774,-0.23138,-0.082848,-0.35019,-0.049171,-0.099439,0.074364,0.16222,-0.062704,0.029831,0.00083883,-0.14254,0.056695,0.12028,-0.026351,0.1676,0.01502,0.086251,0.19782,-0.1785,-0.012791,-0.046434,-0.048081,-0.0062237,-0.26306,0.070191,-0.08666,-0.063746,0.0020277,-0.30551,0.12988,0.10786,0.039735,0.0085885,-0.013601,0.13383,0.11625,0.14417,0.17072,-0.045151,-0.095874,0.055022,-0.35661,-0.16464,0.12061,0.12403,0.18626,-0.035512,0.28531
58,0.57286,0.55559,0.50604,0.59937,0.65917,0.61606,0.62299,0.49798,0.58219,0.56105,0.50113,0.57844,0.43265,0.52712,0.48278,0.55578,0.46342,0.54902,0.5383,0.55596,0.60173,0.61715,0.63435,0.52879,0.67618,0.55785,0.47123,0.51708,0.62618,0.55284,0.48548,0.57467,0.54791,0.52834,0.5143,0.57435,0.54193,0.55969,0.48496,0.53425,0.52111,0.50093,0.57212,0.56984,0.46302,0.4531,0.48509,0.4594,0.47544,0.54767,0.37296,0.50135,0.38411,0.46639,0.43216,0.32741,0.55178,0.55893,1,0.43973,0.13149,0.49844,0.199,0.41269,0.36417,0.48424,0.45728,0.10383,-0.048326,0.42381,0.30746,0.18557,0.22368,-0.14274,0.091879,0.23849,0.42003,0.15834,0.17938,0.031895,0.31789,0.18571,-0.15524,0.1549,0.042305,0.1443,0.25168,0.32652,0.3647,0.23243,0.15495,0.045061,-0.029864,0.26033,0.016559,0.20652,0.17985,0.16379,0.37802,0.031054,-0.060931,0.25345,0.20933,-0.01366,0.20515,0.0032232,-0.13896,0.22082,0.29201,0.32433,0.16008,-0.056722,-0.35827,-0.15184,0.10736,0.19619,0.061002,-0.11804,0.13659,0.16266,0.21997,0.19234,0.11626,0.228,-0.084022,-0.084085,0.03792,-0.10256,-0.0079702,0.0098888,-0.040039,0.026732,-0.24265,-0.18981,-0.34539,0.029458,-0.12226,0.03498,0.13654,0.12031,-0.025981,0.2831,-0.21652,0.11058,-0.028112,0.098825,0.22942,-0.031549,0.029745,-0.11032,-0.16363,-0.041569,0.1305,0.014486,0.13247,0.0032867,-0.20091,-0.24815,-0.10646,-0.015563,-0.023149,0.018642,-0.031875,0.10155,-0.070248,-0.33485,-0.23578,0.034713,0.3152,-0.021882,-0.0094014,-0.029324,0.1198,-0.27626,-0.17478,0.0092916,0.21713,0.20746,-0.079047,0.075961
59,0.42891,0.31607,0.42509,0.42152,0.31787,0.43673,0.37379,0.3012,0.48081,0.44104,0.42448,0.42477,0.30065,0.45871,0.39562,0.45653,0.32508,0.36413,0.38451,0.41388,0.35647,0.37058,0.39833,0.30952,0.42481,0.44055,0.2968,0.45727,0.38517,0.50091,0.46017,0.39422,0.36698,0.44081,0.51203,0.3548,0.41004,0.39036,0.37191,0.31953,0.42677,0.30313,0.33569,0.42391,0.38706,0.36866,0.20286,0.40641,0.28006,0.26068,0.33268,0.47143,0.38777,0.22238,0.24366,0.34027,0.19013,0.28384,0.43973,1,-0.025554,0.2913,0.14877,0.39558,0.25905,0.16667,0.45052,0.044079,0.0020104,0.30651,0.0053368,0.2416,0.1077,-0.071866,-0.18201,0.34936,0.12653,0.17127,0.22945,0.028065,0.26879,0.2971,0.14681,-0.052865,-0.030812,-0.04225,0.31319,0.15012,0.16422,-0.013665,0.3078,0.19135,0.13138,-0.058849,0.068906,0.075763,0.21113,-0.068118,0.07657,0.099926,-0.080408,0.038836,0.31741,0.10842,0.58244,-0.058626,0.17252,-0.094973,0.080611,0.40994,0.022513,0.1753,0.1079,-0.018815,0.19619,-0.091644,0.17347,0.17629,0.19603,-0.26308,0.024265,-0.036587,0.028984,0.12777,0.26734,-0.16473,0.13756,-0.11827,-1.9736e-05,-0.32388,0.11865,-0.068243,-0.1197,-0.32563,-0.066174,0.16926,0.0033347,-0.021368,0.084511,0.096925,0.020603,0.26979,-0.12911,0.15095,0.29453,0.032995,0.060108,-0.040938,0.082776,-0.13116,-0.065267,-0.10084,-0.094942,0.026799,0.098158,0.020414,0.081897,0.11273,0.024655,0.18423,0.19111,0.094228,0.044294,0.17645,0.10624,-0.21196,0.083337,-0.19137,0.18032,0.13518,-0.16893,-0.083997,0.08983,-0.30065,-0.39922,-0.05419,0.24841,-0.11384,0.033368,0.22451
60,0.18211,0.33915,0.3082,0.18682,0.22876,0.40497,0.314,0.36239,0.24396,0.28366,0.25715,0.20964,0.25446,0.25361,0.13974,0.18456,0.31843,0.32335,0.28831,0.31226,0.22247,0.36765,0.25014,0.33475,0.34645,0.20094,0.20309,0.29529,0.3344,0.36985,0.28005,0.2696,0.33173,0.28678,0.3708,0.25737,0.21025,0.38014,0.20875,0.26052,0.13241,0.29934,0.38833,0.19864,0.17653,0.11578,0.37646,0.38936,0.081365,0.25093,0.11852,0.30838,0.16608,0.31048,0.26379,0.10696,-0.051295,0.12596,0.13149,-0.025554,1,0.18521,0.29222,-0.0085431,0.3487,0.12665,0.21769,0.14571,0.022853,0.39032,0.045928,0.34513,-0.015776,0.19496,-0.054926,-0.026089,0.3536,0.12661,0.12205,0.22774,-0.052734,-0.035248,0.12781,0.027951,0.21487,0.35929,-0.10894,-0.17515,0.27317,0.22585,0.075558,0.12658,0.069704,-0.14544,0.17528,0.20563,-0.027206,0.010252,-0.25474,0.22103,-0.044071,-0.029014,-0.097526,0.28119,0.06623,0.19166,-0.028521,-0.077471,0.0056455,0.050741,0.12117,0.26287,-0.10924,-0.05265,0.024941,-0.042217,-0.18189,0.17061,-0.20268,0.29886,0.049562,0.034481,-0.13753,-0.063703,0.10245,0.15403,-0.0055693,0.059827,0.0475,0.1016,-0.013792,-0.10751,-0.065535,-0.11761,0.090316,-0.061292,-0.01194,-0.010665,0.28929,-0.12386,-0.26056,0.077113,-0.076734,0.063738,-0.081468,-0.055929,0.10196,0.083915,0.1381,-0.17154,-0.33357,0.18869,-0.060159,0.062164,-0.28221,0.053197,0.0072855,-0.34835,-0.13659,0.10654,-0.10306,-0.12544,0.14457,-0.029596,-0.036689,0.073111,0.09994,0.13386,-0.11602,-0.023552,0.245,-0.086017,0.015516,-0.03918,-0.0042718,0.11339,-0.028579,-0.028957,-0.12196,-0.14561
