,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
20,0.035769,-0.045406,-0.030379,0.12251,0.1064,-0.01782,0.0053535,-0.0088397,0.38688,0.10156,0.21519,0.082166,0.1903,0.38869,0.25894,0.31852,0.15511,0.3256,0.42314,0.39287,1,0.42415,0.32605,0.23491,0.088108,0.29556,0.2313,0.39637,0.34108,0.2235,0.22203,0.20821,0.15819,0.30291,0.24555,0.063284,0.48101,0.2938,0.043932,-0.029895,-0.093217,0.10053,-0.24627,-0.036221,0.11343,0.031429,-0.054994,-0.0847,-0.16133,-0.054482,0.18672,-0.20386,-0.11387,-0.2615,-0.054789,-0.064587,-0.018575,-0.015347,-0.03278,-0.20888,-0.106,-0.13058,0.23545,0.024822,0.046638,-0.33579,0.026307,0.24009,-0.08603,0.21103,0.031244,-0.0119,0.14548,-0.33394,0.10412,0.02561,-0.35247,0.02014,-0.22515
21,0.11697,0.06429,-0.1157,0.27888,0.084629,-0.076287,0.2098,0.25082,0.30919,-0.072104,0.3332,0.26602,0.2527,0.43236,0.39355,0.1747,0.11869,0.48474,0.3944,0.41076,0.42415,1,0.40305,0.41177,0.29321,0.33632,0.29709,0.35623,0.095792,0.30269,0.48823,0.35378,0.12417,0.28279,0.34307,-0.01424,-0.027702,0.20489,0.046061,0.11236,0.20731,0.18881,0.038695,0.057176,0.030911,-0.036493,0.10061,-0.0022459,0.0064637,0.18189,0.019002,0.023293,-0.082259,0.1027,-0.19174,0.049373,0.099892,-0.16265,-0.072656,-0.054504,0.00058793,0.04356,0.0016034,0.0021207,-0.044964,-0.11477,0.063439,0.089062,0.042165,0.26294,0.18873,-0.11706,-0.064625,-0.3568,-0.21234,0.078079,-0.26292,0.27395,-0.060519
22,0.012108,0.1238,0.13443,0.039098,0.21356,0.24511,0.30935,0.49316,0.18781,0.27383,0.084755,0.31112,0.40343,0.43912,0.18413,0.12456,0.23163,0.30989,0.22983,0.38202,0.32605,0.40305,1,0.43643,0.14615,0.38269,0.41553,0.22971,0.13618,0.093536,0.21597,0.27246,0.31089,0.46061,0.46171,0.33709,0.10088,0.32907,0.10882,-0.1472,-0.11884,0.17624,-0.10237,-0.10624,-0.033876,-0.058277,0.038463,0.027878,0.048654,-0.16698,0.069984,0.11345,-0.049961,-0.33086,0.10052,-0.061388,-0.21361,0.0097085,-0.10762,0.036352,0.24568,0.039122,0.12575,-0.24358,0.01798,-0.23831,0.046144,-0.036346,0.11466,0.071551,0.13371,-0.060185,0.12339,-0.22629,-0.15344,-0.03202,-0.13777,-0.05656,-0.048685
23,-0.31547,0.04267,-0.078376,0.18486,-0.037106,-0.078609,0.06796,0.11512,0.27177,-0.077645,-0.071448,0.24064,0.40249,0.18785,0.12975,-0.071501,0.26539,0.44857,0.31282,0.22461,0.23491,0.41177,0.43643,1,0.028172,0.3213,0.22441,0.14401,0.096044,0.26917,0.38225,0.30008,0.05118,0.1491,0.12117,0.05534,0.14012,0.072257,0.39326,-0.074954,0.054516,0.26349,-0.27086,-0.097111,-0.092909,-0.10556,-0.26808,-0.12105,-0.025586,-0.29625,0.038583,-0.071166,-0.12029,-0.11087,-0.28185,0.18562,-0.27548,-0.20906,-0.058991,-0.13895,0.036753,0.056245,-0.11421,-0.22794,0.041198,-0.020226,-0.014629,-0.21333,-0.11389,0.15173,0.18637,0.20353,-0.041201,0.022181,0.049182,0.038573,0.042602,0.21079,0.17678
24,0.095796,-0.28963,-0.1421,0.10161,0.081191,0.1674,0.32904,-0.047086,0.27002,0.26868,0.22272,0.14854,0.26972,0.32119,0.12192,0.22501,0.21714,0.30798,0.016611,0.1515,0.088108,0.29321,0.14615,0.028172,1,0.092367,0.09347,0.13001,0.01022,0.27082,0.030977,0.22084,0.0042049,0.24086,-0.14248,-0.21913,0.28111,0.096347,-0.099164,-0.037872,-0.17209,0.18796,-0.050422,0.15537,-0.046581,-0.026159,0.11232,0.090757,-0.024861,0.090351,0.10993,0.17865,-0.08052,0.16065,0.076205,-0.15746,0.012468,-0.16184,-0.0053933,-0.011982,0.014408,-0.048517,0.21908,0.067182,-0.22415,-0.047959,-0.031108,-0.053593,0.10566,-0.14433,-0.030657,-0.40291,0.072545,-0.13399,0.068866,-0.016394,-0.28189,0.27023,-0.067253
25,-0.060446,-0.16815,0.076211,0.092636,0.10594,-0.023592,0.26491,0.15088,0.12493,0.070979,0.07033,0.45726,0.086979,0.11795,0.1709,0.208,0.17051,0.35316,0.32249,0.24787,0.29556,0.33632,0.38269,0.3213,0.092367,1,0.33647,0.16645,-0.023468,0.1072,0.42892,0.22416,0.30623,0.25953,0.266,0.27641,0.059849,0.025493,0.010332,0.0678,0.04533,-0.10751,0.0086305,-0.21383,-0.27863,-0.018281,0.0095618,-0.17513,-0.073108,-0.2394,0.19436,0.034076,0.073009,0.091222,0.0058121,0.11586,0.043373,-0.17456,0.13641,-0.22215,-0.31091,-0.18623,-0.14,-0.318,-0.23274,0.012267,0.038207,0.064127,-0.17164,0.18977,-0.14094,-0.068469,0.39498,-0.28573,0.18929,0.13453,0.020773,-0.020572,-0.26443
26,-0.012658,-0.014152,-0.0089473,0.20114,0.32687,0.091198,0.22705,0.30305,0.029748,0.26897,0.36869,0.43623,-0.013815,0.24794,0.20534,0.14204,0.21271,0.090905,0.26485,0.19087,0.2313,0.29709,0.41553,0.22441,0.09347,0.33647,1,0.20652,0.070142,0.16887,0.32517,0.10803,0.41119,0.11739,0.34363,0.41498,0.19445,0.26774,0.16544,0.018935,-0.085298,0.023097,0.21024,0.093081,-0.17995,0.023158,0.12864,0.32682,-0.031079,0.028453,-0.12273,-0.035436,0.20228,0.037854,0.21202,-0.055371,0.12077,-0.080554,-0.018044,-0.0787,0.057002,-0.046627,-0.0040764,-0.26531,-0.25278,-0.0062571,-0.18984,-0.09323,-0.032505,0.33824,0.095011,-0.0095859,-0.065144,-0.21023,-0.069005,0.038811,-0.24654,0.074923,-0.13453
27,0.23113,0.058084,-0.054761,0.069056,0.22869,0.14476,0.063142,0.14399,0.32729,0.26384,0.26753,0.25191,0.059855,0.41306,0.31677,0.37442,0.073905,0.1391,0.50671,0.43143,0.39637,0.35623,0.22971,0.14401,0.13001,0.16645,0.20652,1,0.26029,0.27406,0.067507,0.40911,0.095188,0.22886,-0.064561,-0.00040141,0.23675,0.39738,0.075683,0.26492,-0.068292,0.1055,-0.085528,0.30178,0.056066,0.16298,0.14446,0.18696,-0.19452,0.078048,0.16112,0.13307,0.032248,-0.12726,0.0090476,-0.22035,-0.062069,0.048247,0.075917,-0.20544,-0.20778,0.1652,0.19502,0.14222,-0.10903,-0.1757,-0.17369,-0.21632,-0.087364,0.14337,0.080789,-0.034817,0.077973,-0.31209,0.17604,-0.23224,-0.19123,0.058211,-0.19009
28,-0.069939,0.0014405,0.0052556,-0.18219,-0.03544,0.2155,-0.082955,0.08263,0.23427,0.039597,0.17378,0.076765,0.042002,0.26802,0.14075,0.089813,0.093315,0.22541,0.15464,0.25183,0.34108,0.095792,0.13618,0.096044,0.01022,-0.023468,0.070142,0.26029,1,0.43263,-0.033732,0.24198,-0.15694,0.27839,0.22532,0.2475,0.28891,0.24733,0.1613,0.058811,0.067506,0.06564,-0.015164,0.2722,0.12139,0.31433,-0.0068319,-0.072753,-0.098249,-0.4122,-0.054693,0.076145,-0.1741,0.038802,-0.057453,0.17925,-0.032157,0.17966,-0.14035,-0.040892,0.072597,-0.089949,0.18968,0.16958,-0.023804,-0.31311,-0.37727,0.096614,0.0069459,0.054742,0.13034,-0.19077,0.039748,-0.011828,-0.091598,-0.25313,0.01702,0.1345,-0.21556
29,-0.27825,-0.061813,-0.21449,0.1618,0.13676,-0.063068,0.16447,0.017145,0.2526,0.2659,0.12211,0.33451,0.36177,0.28222,0.36794,0.30032,0.040632,0.17868,0.2045,0.37992,0.2235,0.30269,0.093536,0.26917,0.27082,0.1072,0.16887,0.27406,0.43263,1,0.19143,0.27988,-0.031575,0.0015637,0.14247,-0.095523,0.026608,0.13781,0.32313,0.031657,0.10991,0.033324,-0.049479,0.050489,0.087817,0.12318,0.08142,0.15647,0.0013933,-0.16398,0.16908,0.01294,-0.28796,0.019352,-0.27211,-0.142,0.078365,-0.25328,-0.019412,-0.054576,-0.023831,0.090636,0.12987,-0.076708,-0.31288,-0.066456,-0.24604,-0.088175,-0.14485,0.17668,0.23301,-0.14291,0.072471,-0.039816,0.04906,-0.0036799,-0.0059407,0.46797,0.00045361
30,0.18255,-0.12416,-0.27826,0.26046,0.033874,-0.10852,0.2725,0.31469,0.18911,-0.039258,0.29426,0.17689,0.0093468,0.14035,0.070902,0.225,0.065963,0.49433,0.33978,0.30091,0.22203,0.48823,0.21597,0.38225,0.030977,0.42892,0.32517,0.067507,-0.033732,0.19143,1,0.0010621,0.35385,-0.078502,0.2584,0.11853,0.19247,0.15714,0.0051623,0.12214,0.24375,0.082036,0.21558,0.18711,-0.095959,-0.14528,0.18728,0.12176,-0.10011,-0.08188,-0.017317,-0.073112,-0.071491,0.17277,-0.18083,0.098304,-0.23617,-0.53384,0.013756,-0.062658,0.00019605,0.070532,0.038814,-0.24178,-0.25317,0.13041,0.005439,-0.09733,-0.10239,0.24482,0.037432,0.044596,0.030326,-0.17558,-0.06403,0.040623,-0.17663,0.005965,0.0085969
