,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185
0,1,0.82472,0.7643,0.81536,0.8056,0.85841,0.8118,0.8402,0.85301,0.76848,0.81733,0.8164,0.80153,0.83143,0.82209,0.83674,0.83758,0.84022,0.74283,0.80579,0.76976,0.86415,0.80366,0.83188,0.82945,0.70641,0.78252,0.85253,0.748,0.77751,0.79723,0.73912,0.72282,0.74496,0.78322,0.76333,0.80064,0.79605,0.78382,0.76394,0.76572,0.80219,0.78408,0.72395,0.70946,0.76909,0.75141,0.77971,0.62151,0.75119,0.67213,0.71277,0.72397,0.58724,0.60558,0.59614,0.56168,0.60054,0.58751,0.64143,0.46821,0.65102,0.62974,0.54982,0.6358,0.54919,0.29934,0.52348,0.6626,0.30261,0.45469,0.19831,0.52293,0.22021,0.40279,0.37664,0.39553,-0.0057792,-0.046936,0.20272,0.15293,0.35334,0.21517,-0.0034636,0.31046,0.34621,0.2564,0.25174,0.2526,0.035114,0.11721,0.34039,0.10069,0.069376,-0.010312,-0.091667,0.24084,0.0059169,0.028892,-0.089619,0.27227,-6.8307e-05,0.16182,0.016561,0.1333,-0.033433,0.049695,0.082719,-0.067039,0.25152,0.11035,0.22188,-0.19869,0.1302,0.096516,0.052313,0.2246,-0.22544,-0.19515,-0.0036942,0.088924,-0.05664,-0.060199,0.054061,0.23119,0.2551,-0.23624,0.021129,-0.20286,-0.1001,0.086743,0.32879,-0.032202,0.042333,0.018771,-0.071728,-0.10947,0.0034383,-0.15362,0.3631,-0.15166,-0.048276,0.19812,-0.12708,-0.17183,-0.33027,0.025186,0.26087,0.35817,-0.030951,0.1254,0.3497,0.098086,0.048231,0.0548,0.10068,-0.036319,-0.21114,-0.051993,-0.052746,-0.10923,-0.16081,-0.038717,-0.22021,-0.24979,-0.019274,-0.10174,0.038506,-0.10709,0.01921,-0.034898,-0.02405,0.14858,-0.080396,0.11154,-0.023414,-0.021155,-0.19696,-0.010076,-0.03622,-0.1016,0.18861,0.15882,0.12454,-0.14304,-0.082732
1,0.82472,1,0.85417,0.82088,0.78566,0.8447,0.76463,0.77007,0.83643,0.72594,0.80075,0.83508,0.77571,0.76502,0.78626,0.79651,0.73784,0.77939,0.75517,0.81579,0.74779,0.87138,0.75487,0.7876,0.80926,0.75565,0.80559,0.82082,0.72906,0.77311,0.7925,0.76326,0.73387,0.78343,0.75586,0.76872,0.78874,0.68563,0.75316,0.77813,0.72834,0.73757,0.67967,0.62086,0.5263,0.74449,0.60174,0.69793,0.65178,0.66255,0.76756,0.72586,0.62862,0.6605,0.59779,0.54842,0.52176,0.6375,0.44792,0.63729,0.44195,0.59254,0.6086,0.51171,0.66876,0.57391,0.14842,0.47351,0.67779,0.37713,0.37162,0.18457,0.50458,0.17189,0.51449,0.5065,0.38296,-0.078169,0.0049156,0.14279,0.062037,0.38965,0.27657,0.040753,0.34497,0.28571,0.18714,0.22753,0.23914,0.088948,0.058524,0.40806,0.15266,-0.030186,-0.044778,0.05062,0.090939,0.12329,0.092297,-0.0057821,0.22735,-0.016606,0.19773,-0.1481,0.11042,-0.094032,0.13712,-0.072491,0.087436,0.18282,0.1974,0.14758,-0.23665,0.10869,-0.029097,0.0029828,0.079261,-0.30497,-0.082717,0.055093,0.085252,-0.1726,-0.1987,0.034547,0.19463,0.098842,-0.29394,-0.047015,-0.24541,-0.081818,0.039467,0.27805,-0.090718,0.031172,0.11815,-0.01878,-0.27492,0.076303,-0.095543,0.23436,-0.066583,-0.091495,0.19304,-0.13176,-0.13964,-0.3928,-0.12426,0.21063,0.32832,0.13722,-0.0039727,0.11826,0.015144,0.083999,0.0049108,0.15023,-0.017398,-0.026559,0.0034356,-0.24263,-0.055388,-0.19758,-0.17962,-0.1986,-0.25893,-0.031181,-0.10592,0.16114,-0.041112,0.0041613,-0.022724,0.14498,0.10228,0.0074601,0.10961,-0.061171,-0.048134,-0.15034,0.016655,0.00080453,-0.00042944,0.32062,0.31186,-0.006819,-0.091505,-0.12855
2,0.7643,0.85417,1,0.8191,0.75148,0.81464,0.75212,0.74751,0.79667,0.76321,0.80798,0.77717,0.81965,0.75248,0.81272,0.83972,0.75669,0.81296,0.78764,0.81275,0.73698,0.81278,0.72477,0.76689,0.82152,0.75641,0.76158,0.79686,0.78413,0.7511,0.83536,0.81838,0.78311,0.7024,0.78446,0.85503,0.75433,0.69026,0.82404,0.73684,0.69893,0.77348,0.62786,0.66777,0.65781,0.78967,0.66901,0.68938,0.71592,0.71177,0.83799,0.75703,0.56519,0.70397,0.70733,0.62623,0.54102,0.51934,0.4989,0.54978,0.42095,0.65473,0.57384,0.41743,0.63206,0.56069,0.28183,0.37094,0.75459,0.34507,0.28621,0.38199,0.44083,0.090748,0.48883,0.46719,0.43118,0.032629,0.08071,0.19743,0.072535,0.49286,0.17433,0.14044,0.18202,0.44764,0.17267,0.16843,0.20836,0.11871,0.18867,0.26896,0.21384,0.22044,-0.068571,0.12828,0.18613,0.11007,0.11,0.10021,0.29505,-0.14227,0.17281,-0.13052,0.26972,-0.17695,0.18597,0.034958,0.10372,0.26169,0.21445,0.14231,-0.13132,0.099694,0.1416,0.085563,0.14675,-0.20852,-0.16031,0.080667,-0.025569,-0.15645,-0.091939,0.018955,0.30802,0.080356,-0.30374,-0.020016,-0.16888,-0.059356,-0.010154,0.27055,-0.025794,0.055573,-0.074671,0.0015289,-0.28944,0.057193,0.010174,0.16383,-0.049692,-0.18159,0.16907,-0.16723,-0.20215,-0.43661,0.023729,0.19554,0.27203,0.095981,0.00034841,0.16404,0.0066347,0.085098,0.081909,0.00052598,-0.057757,-0.096792,0.16248,-0.2437,-0.096393,-0.053571,-0.04602,-0.10843,-0.31889,-0.017321,-0.11305,0.17634,-0.13916,0.055094,-0.15002,0.052187,0.039219,-0.0843,0.094398,0.10077,0.12889,-0.097079,0.044047,-0.17664,0.018823,0.32585,0.22534,0.019326,-0.21745,-0.1928
3,0.81536,0.82088,0.8191,1,0.772,0.82916,0.78166,0.76615,0.78969,0.7499,0.81827,0.8325,0.78221,0.74422,0.79028,0.73998,0.77992,0.77589,0.73725,0.79055,0.73588,0.81689,0.77533,0.78253,0.74367,0.68461,0.84058,0.83904,0.77878,0.68983,0.74458,0.7816,0.79122,0.7448,0.78138,0.73496,0.81303,0.71993,0.83747,0.76846,0.75078,0.74917,0.65884,0.73428,0.63904,0.80164,0.71225,0.74057,0.59531,0.63411,0.74903,0.78064,0.62877,0.70598,0.65767,0.66498,0.53414,0.61317,0.53173,0.58667,0.46794,0.58258,0.69412,0.46954,0.68157,0.56472,0.10346,0.38948,0.61216,0.27271,0.43725,0.28356,0.46529,-0.0085191,0.47414,0.46902,0.42371,-0.05983,0.15365,0.12595,0.26524,0.42676,0.14741,0.050531,0.24035,0.38459,0.30579,0.17691,0.19266,0.24251,0.064589,0.27194,0.27786,0.096569,0.038267,-0.046633,0.27526,0.0077264,0.11003,-0.032584,0.20648,-0.17366,0.18465,-0.18053,0.15612,-0.10554,0.090668,-0.028752,0.088662,0.13746,0.24419,0.060464,-0.17504,0.24476,0.21014,0.059727,0.056511,-0.20562,-0.20008,-0.046672,0.12472,-0.1303,-0.10346,0.13403,0.37815,-0.011252,-0.30768,0.04547,-0.10726,-0.088116,0.14535,0.26524,-0.061598,0.15108,-0.08159,-0.0058237,-0.22212,0.135,-0.080213,0.45922,-0.07538,-0.014921,0.31689,-0.20451,-0.12232,-0.45262,0.081608,0.028783,0.33495,0.013022,0.015096,0.11455,0.013896,0.15437,0.0057238,0.02303,0.015457,-0.14825,0.085778,-0.1735,-0.083554,-0.1349,-0.13929,-0.20565,-0.24482,-0.04707,-0.16097,-0.043686,-0.23299,0.11011,-0.12227,0.029417,0.065503,0.044676,-0.026426,0.030991,-0.068708,-0.030257,-0.071966,-0.15033,-0.0032427,0.27566,0.23397,0.13258,-0.13936,-0.15231
4,0.8056,0.78566,0.75148,0.772,1,0.83862,0.80426,0.73759,0.80273,0.7446,0.79086,0.83866,0.76999,0.73793,0.77204,0.77842,0.75479,0.81164,0.74555,0.70778,0.79305,0.79586,0.7945,0.74364,0.82525,0.6208,0.76166,0.77692,0.78108,0.82549,0.71397,0.72435,0.76711,0.81953,0.74879,0.81585,0.86183,0.67978,0.70604,0.73111,0.72842,0.69439,0.70121,0.64618,0.67915,0.68556,0.67086,0.76068,0.58714,0.63269,0.65505,0.70263,0.71438,0.57414,0.68949,0.46926,0.60679,0.60861,0.577,0.52357,0.41677,0.63805,0.69225,0.54666,0.61492,0.49692,0.20008,0.54407,0.58127,0.38768,0.3986,0.2618,0.44812,0.19815,0.35826,0.40459,0.343,-0.022449,-0.017642,0.24122,0.27879,0.46909,0.29152,0.16106,0.27542,0.38591,0.47989,0.28389,0.28273,0.1438,-0.049153,0.39822,-0.0014133,0.13126,-0.13826,0.12496,0.21773,0.14772,0.08012,-0.044789,0.16867,-0.061877,0.23774,0.08818,-0.056642,0.042821,0.1455,-0.024591,0.13467,0.045546,0.20904,0.29001,-0.17882,-0.019239,0.090772,0.097763,0.11156,-0.20799,-0.12963,-0.036137,0.059769,-0.10314,-0.12206,-0.03493,0.20904,0.11694,-0.21817,0.0031759,-0.079772,-0.14304,-0.061662,0.3407,-0.21826,0.12071,-0.044533,-0.14257,-0.040423,0.050264,-0.05484,0.24111,-0.083746,-0.064861,0.12028,-0.20095,-0.20079,-0.25388,-0.0034781,0.15995,0.19989,0.054978,0.071994,0.25573,0.16719,0.11669,0.098033,0.10988,-0.005732,-0.13747,-0.044364,-0.19475,0.018912,-0.009124,-0.050649,-0.18454,-0.25854,0.15232,-0.11047,0.098736,-0.26634,-0.067014,-0.059027,-0.1088,0.098728,0.071394,-0.018862,-0.17071,-0.12618,-0.075163,-0.084985,-0.10408,-0.062114,0.24162,0.20934,0.029182,-0.10149,-0.14119
5,0.85841,0.8447,0.81464,0.82916,0.83862,1,0.79085,0.82783,0.89666,0.77982,0.78321,0.84055,0.82773,0.74145,0.80799,0.77955,0.78783,0.84266,0.78374,0.84768,0.78205,0.89206,0.75025,0.82221,0.83922,0.71315,0.75358,0.84197,0.75271,0.83818,0.84405,0.83889,0.75895,0.83931,0.84662,0.79214,0.7844,0.76617,0.78401,0.75764,0.78112,0.81475,0.78373,0.69257,0.60604,0.76551,0.69639,0.80952,0.63617,0.71907,0.72116,0.71163,0.67575,0.71428,0.75374,0.59342,0.51851,0.68351,0.52208,0.50523,0.47409,0.65896,0.56987,0.52451,0.66906,0.50782,0.26391,0.62848,0.67508,0.28949,0.459,0.19813,0.50363,0.063988,0.54874,0.42963,0.30318,0.051072,8.9981e-05,0.23346,0.12745,0.43773,0.18719,0.12435,0.22549,0.34908,0.28938,0.36972,0.22037,0.049859,-0.019122,0.30816,0.19542,0.11065,-0.16465,0.009642,0.19966,0.1086,0.066927,-0.015118,0.17983,-0.11604,0.09348,-0.13214,0.13771,-0.090208,0.026191,-0.015182,0.017382,0.21484,0.12456,0.23429,-0.20617,0.027703,0.1277,0.0009188,0.14285,-0.23753,-0.21725,0.035357,0.083718,-0.098687,-0.06759,0.069522,0.27068,0.21796,-0.25519,-0.013824,-0.22705,-0.24566,0.033698,0.32725,-0.17859,0.0963,-0.13478,0.007544,-0.21499,0.020152,-0.19001,0.38731,-0.19076,-0.15195,0.22853,-0.10992,-0.094406,-0.33658,0.027518,0.19117,0.27705,0.10084,0.12012,0.20412,-0.0032303,0.13383,0.036761,0.0030078,-0.060489,-0.083756,0.04925,-0.061905,-0.011701,-0.14972,-0.13018,-0.063234,-0.38366,0.018315,-0.10904,0.083128,-0.19836,-0.022749,-0.1057,0.016093,0.09797,-0.015555,-0.01198,-0.038359,0.0046756,-0.058406,0.011383,-0.049332,-0.1532,0.18018,0.36252,0.032772,-0.071367,-0.11329
6,0.8118,0.76463,0.75212,0.78166,0.80426,0.79085,1,0.81277,0.80865,0.8357,0.79363,0.83312,0.78113,0.80022,0.82796,0.83128,0.75891,0.81311,0.8084,0.76854,0.76076,0.85352,0.79562,0.85192,0.74252,0.67845,0.7835,0.8405,0.7862,0.77428,0.75439,0.78917,0.75657,0.76101,0.7582,0.82702,0.8252,0.7119,0.65868,0.64627,0.85129,0.7415,0.73518,0.80651,0.58847,0.78319,0.71233,0.70239,0.64204,0.72814,0.70514,0.6126,0.65356,0.7339,0.64366,0.53816,0.55945,0.56052,0.73635,0.57458,0.51464,0.60474,0.61902,0.59627,0.57939,0.59837,0.13888,0.46446,0.6608,0.30713,0.36115,0.22363,0.45391,0.22439,0.3541,0.4513,0.46566,0.024959,-0.011477,0.19187,0.17403,0.49439,0.12545,0.097862,0.36957,0.31137,0.35247,0.3296,0.30171,0.14256,0.09487,0.29003,0.18244,0.091179,-0.034728,0.050518,0.19762,0.064777,0.18495,-0.1336,0.27603,-0.010079,0.060331,-0.0045453,0.14345,-0.089295,0.076829,0.039992,0.18648,0.12188,0.096056,0.13195,-0.017768,0.20614,0.017797,0.1848,0.27677,-0.1877,-0.15486,0.0030545,0.046234,-0.007332,-0.27014,0.10295,0.24819,0.16803,-0.1225,0.10947,-0.13645,-0.12279,-0.086824,0.27812,-0.076439,0.13918,-0.11026,-0.12514,-0.1754,0.011023,0.071662,0.33836,-0.062919,-0.1108,0.16696,-0.097502,-0.12879,-0.1811,0.011514,0.21292,0.31539,-0.022412,0.19937,0.20558,0.054713,0.14037,0.073059,0.18851,-0.06425,-0.19311,-0.079034,-0.25562,-0.068006,-0.048416,-0.10084,-0.26456,-0.19569,0.16901,0.028098,0.066155,-0.24014,0.071117,-0.089402,-0.0041405,0.10907,0.01956,0.061718,-0.057048,0.025618,-0.0079651,-0.044576,0.04035,-0.093998,0.39612,0.22083,0.069008,-0.17944,-0.22987
7,0.8402,0.77007,0.74751,0.76615,0.73759,0.82783,0.81277,1,0.82872,0.76845,0.76221,0.79009,0.74394,0.77466,0.81908,0.79633,0.76328,0.8538,0.72499,0.79697,0.74413,0.84757,0.7362,0.80885,0.79089,0.64918,0.79224,0.84574,0.76889,0.80439,0.74245,0.71835,0.75123,0.79298,0.79258,0.7495,0.70029,0.71719,0.66547,0.62556,0.77209,0.73583,0.70057,0.69221,0.54015,0.72548,0.60492,0.75645,0.67266,0.70296,0.69309,0.6908,0.67539,0.65419,0.63274,0.50136,0.46997,0.46896,0.50681,0.51605,0.55602,0.67959,0.5686,0.57027,0.54741,0.51975,0.14179,0.52001,0.65623,0.34391,0.40169,0.22174,0.3427,0.2209,0.45057,0.42579,0.4089,-0.00050614,0.096056,0.16711,0.016516,0.39061,0.1002,0.02987,0.31332,0.28914,0.30639,0.33472,0.16975,0.19119,0.021753,0.11317,0.15192,0.01931,-0.21764,-0.085696,0.2054,0.037873,0.0069568,-0.12995,0.21616,0.067584,0.21959,0.0094308,0.081457,-0.077058,0.015274,0.046037,0.17484,0.33638,0.12608,0.16867,-0.20268,0.20669,-0.051814,-0.035304,0.2235,-0.098246,-0.241,0.04582,-0.067606,-0.047656,-0.14141,0.194,0.19402,0.17985,-0.30002,0.1126,-0.36963,0.09705,-0.076862,0.30072,-0.064151,0.10341,0.057321,-0.11797,-0.078492,0.028586,0.039983,0.36216,-0.2323,-0.18156,0.31809,-0.19346,-0.17575,-0.26068,-0.020016,0.25115,0.32108,-0.042998,0.077664,0.17306,-0.051234,0.10335,-0.014142,-0.0011952,-0.18431,-0.14006,-0.09784,-0.11144,-0.26874,-0.14681,-0.093917,-0.1608,-0.22598,0.042519,-0.12205,0.070234,-0.12294,-0.034657,-0.19151,0.0077804,0.034607,-0.090156,0.15882,-0.0030499,-0.021228,-0.14915,0.10366,0.043832,-0.23592,0.43176,0.17662,0.10412,-0.04955,-0.013153
8,0.85301,0.83643,0.79667,0.78969,0.80273,0.89666,0.80865,0.82872,1,0.75812,0.79161,0.87976,0.77807,0.7932,0.82173,0.79254,0.83416,0.83561,0.83715,0.86028,0.70134,0.90877,0.78629,0.83554,0.80365,0.76435,0.80165,0.82236,0.73756,0.84313,0.83724,0.84006,0.72397,0.78945,0.7879,0.79171,0.81603,0.71049,0.7807,0.74281,0.77783,0.77568,0.73682,0.71914,0.53565,0.73177,0.67427,0.74747,0.66046,0.77639,0.70733,0.67714,0.66094,0.76599,0.67123,0.61741,0.49934,0.58672,0.52479,0.51913,0.54619,0.68578,0.58082,0.53055,0.58468,0.4701,0.20847,0.49367,0.67954,0.2931,0.34443,0.17835,0.45911,0.13222,0.45218,0.39741,0.39947,0.058582,-0.01759,0.22236,0.093839,0.39292,0.17464,0.088673,0.29973,0.33923,0.30565,0.29747,0.31564,-0.0068939,0.089979,0.33606,0.14044,0.17624,-0.0043286,-0.12986,0.057058,0.10184,0.11181,0.010127,0.17383,-0.15881,0.17733,-0.11164,0.10043,-0.093302,0.23544,-0.066893,0.11541,0.30792,0.042295,0.24262,-0.22562,0.16969,0.1486,-0.0081265,0.1839,-0.20281,-0.15782,0.0061391,0.026196,-0.09039,-0.16842,0.034289,0.28484,0.20626,-0.282,0.0014092,-0.31159,-0.17157,-0.051103,0.34622,-0.078751,0.008864,-0.15645,-0.01479,-0.1187,-0.14194,-0.15649,0.36359,-0.032899,-0.074588,0.12712,-0.079169,-0.16619,-0.30557,0.076199,0.22127,0.29284,0.068131,0.15234,0.18366,0.076607,0.14884,0.033668,0.087927,-0.11473,-0.1313,0.0050892,-0.089093,0.0015715,-0.18147,-0.042214,-0.13505,-0.36047,0.12399,-0.038716,0.08534,-0.059495,0.00049624,-0.087693,0.016732,0.056713,0.0037953,0.11767,-0.075904,-0.036094,0.012235,-0.0055558,-0.0027276,-0.1687,0.21941,0.24471,0.015804,-0.03583,-0.041461
9,0.76848,0.72594,0.76321,0.7499,0.7446,0.77982,0.8357,0.76845,0.75812,1,0.8574,0.78777,0.7683,0.74695,0.80019,0.84951,0.7581,0.81517,0.74396,0.75726,0.71374,0.81063,0.78171,0.73945,0.80431,0.71422,0.70574,0.77296,0.72316,0.76942,0.64928,0.74626,0.72503,0.71601,0.80603,0.78999,0.75419,0.72337,0.69463,0.67692,0.71183,0.79415,0.67158,0.75091,0.62753,0.80985,0.69656,0.77295,0.63553,0.72473,0.69751,0.67482,0.62423,0.71393,0.60931,0.52627,0.57685,0.55734,0.57617,0.53294,0.48702,0.57214,0.57949,0.53032,0.53676,0.42511,0.25016,0.51352,0.65641,0.27544,0.42447,0.27646,0.35864,0.21887,0.53491,0.33757,0.44939,-0.19,0.075392,0.14941,0.029036,0.4575,0.1111,0.062872,0.098041,0.34978,0.26428,0.28995,0.21837,0.17988,0.18296,0.2483,0.24512,0.08027,-0.050919,0.015051,0.27226,0.090916,0.12466,0.03492,0.26207,-0.14942,0.0016034,0.040566,0.089597,0.027114,-0.015547,0.10084,0.11805,0.26491,0.1974,0.18882,0.054965,0.21095,0.13958,0.11114,0.36244,-0.18887,-0.11254,0.067329,0.059047,-0.048279,-0.19372,0.11966,0.29918,0.33099,-0.071374,0.058745,-0.30101,-0.11112,-0.033445,0.31626,-0.017166,0.0043403,-0.07617,-0.059497,-0.11805,-0.1851,0.080929,0.34935,-0.22882,-0.21359,0.18222,0.025397,-0.1884,-0.19305,0.12419,0.24425,0.33828,0.026251,0.11621,0.18134,-0.0009139,0.11864,0.096342,-0.045752,-0.069158,-0.17122,0.0061913,-0.23735,0.026189,-0.085585,-0.031541,-0.28808,-0.23015,0.0454,-0.0030151,0.090868,-0.19948,0.068318,-0.14116,-0.014958,0.056403,0.02942,-0.0096226,-0.017632,-0.024041,-0.11536,-0.074739,0.06151,-0.040249,0.27724,0.25261,0.13891,-0.26474,-0.18362
