,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171
46,0.62309,0.68102,0.54792,0.61905,0.58111,0.55613,0.64638,0.62148,0.6721,0.72073,0.72709,0.65842,0.51629,0.65354,0.58425,0.6115,0.66963,0.57735,0.50316,0.63474,0.56015,0.61757,0.61813,0.62546,0.54083,0.62907,0.58495,0.68511,0.58652,0.63322,0.65258,0.59274,0.49555,0.61036,0.72446,0.54152,0.60083,0.60197,0.65538,0.59026,0.52828,0.46633,0.38808,0.45196,0.61763,0.54395,1,0.36907,0.60233,0.48413,0.64515,0.54036,0.55904,0.53525,0.25523,0.48819,0.51455,0.39671,0.3685,0.51943,0.28967,0.35989,0.12241,0.30656,0.38102,0.33096,0.30053,-0.081788,0.22897,0.22102,-0.0061746,0.12464,0.12675,0.22361,0.039325,0.51107,0.056726,0.12146,-0.031308,0.39605,0.34642,0.15898,0.01845,0.14813,0.37087,0.32993,-0.0026777,-0.048435,-0.14765,0.083793,0.21404,0.24714,-0.025011,0.1071,0.28878,0.050232,0.094477,0.023454,-0.070074,0.32211,-0.094963,0.13375,0.12235,-0.18782,0.082381,-0.078374,0.23959,0.3277,0.045918,0.076321,0.39851,-0.025105,-0.021322,0.027361,-0.010961,-0.19125,0.018213,0.097765,-0.10714,0.034864,0.0138,-0.10048,0.15105,0.022059,-0.15836,-0.24555,-0.12955,0.18875,-0.049368,0.14178,0.18275,-0.030438,-0.14745,-0.27123,0.18144,0.2494,0.20617,-0.1038,0.18965,-0.15743,-0.18027,-0.083491,-0.007022,-0.1377,0.36308,0.060013,-0.034098,0.27679,0.076783,0.24794,-0.021007,-0.22127,-0.27033,-0.056352,-0.15161,0.010331,0.058558,0.08877,0.05586,0.19949,0.14408,0.019142,0.18483,-0.028493,0.15526,-0.06903,0.056371,0.048671,-0.3076,0.042204,0.13864,0.12236
47,0.67023,0.70435,0.58654,0.62298,0.62116,0.60728,0.68545,0.71072,0.62092,0.61852,0.53107,0.67236,0.66602,0.66216,0.77052,0.64005,0.61427,0.68101,0.67208,0.71006,0.69298,0.681,0.57499,0.51994,0.74525,0.56541,0.61519,0.67778,0.61909,0.69202,0.59666,0.65931,0.68689,0.70565,0.58947,0.62614,0.59345,0.55634,0.71403,0.51469,0.54074,0.70672,0.57762,0.52806,0.62149,0.51587,0.36907,1,0.54516,0.38113,0.5172,0.45013,0.50373,0.49241,0.3904,0.26473,0.50377,0.25178,0.30552,0.54678,0.28532,0.30666,0.18226,0.46452,0.34353,0.19289,0.60269,-0.16871,0.36971,0.24016,-0.057788,0.47997,0.26466,0.31598,0.09493,0.36533,0.1744,-0.023614,0.00041349,0.32878,0.17494,0.15282,0.15228,0.19051,0.090896,-0.14374,0.16059,0.17884,-0.080504,0.15215,0.035084,0.068659,0.04419,0.23837,-0.035678,-0.15594,0.0092534,0.055475,-0.30465,0.03241,0.24835,0.12881,0.31552,-0.096136,0.056569,-0.032706,0.18177,0.21443,0.20931,-0.077338,0.22865,0.0044224,0.053965,0.35959,-0.096558,-0.049328,-0.023943,0.24987,0.022097,0.30408,-0.0060408,0.02196,0.017146,0.050285,0.14474,-0.1149,0.02896,0.10823,0.031943,0.24328,0.009689,-0.22111,-0.056937,-0.014441,0.12397,0.26975,-0.01037,-0.17778,-0.04585,0.064847,-0.035265,-0.12558,0.02352,0.12363,-0.096736,0.044222,-0.27075,0.11099,0.2081,0.021424,-0.045497,-0.17918,-0.03944,0.081245,-0.034391,0.17183,-0.16434,-0.18521,0.076086,0.08106,0.21316,0.17304,-0.0097271,0.10693,-0.18633,0.16498,0.10113,-0.19172,-0.078873,0.25045,0.089601,0.0034603
48,0.75864,0.75737,0.67952,0.65659,0.66592,0.70944,0.66169,0.75068,0.74727,0.76607,0.79537,0.70957,0.63134,0.66296,0.72516,0.76707,0.64992,0.73481,0.70548,0.79583,0.64721,0.72177,0.70039,0.78692,0.67744,0.73452,0.69688,0.73749,0.76405,0.70522,0.69321,0.68364,0.68175,0.67774,0.68056,0.73486,0.75028,0.6492,0.6466,0.58829,0.71317,0.61769,0.63715,0.56074,0.56908,0.71581,0.60233,0.54516,1,0.42363,0.43564,0.44984,0.57259,0.54605,0.36057,0.40779,0.5938,0.41228,0.36514,0.59334,0.16925,0.41896,0.14907,0.60607,0.35168,0.37497,0.48177,0.0039756,0.42671,0.093383,0.028134,0.2471,0.13099,0.14836,0.35273,0.33549,-0.027051,0.23497,0.17206,0.46234,0.052006,0.32158,0.07484,0.1057,0.12434,0.051016,0.25077,0.099904,-0.080326,0.059951,0.12517,0.23357,0.087498,0.27992,0.0141,-0.024495,0.11779,0.13837,-0.21951,0.31193,0.21152,0.19018,0.42315,-0.15303,0.23153,-0.022899,0.16611,0.33061,0.099028,0.28953,0.26075,-0.20974,0.11979,0.13674,-0.17031,-0.18592,0.12221,0.12426,0.045226,0.086572,0.18328,-0.091739,0.21435,0.1577,-0.049419,0.037033,-0.080419,0.23068,0.10933,0.0075451,0.10548,-0.14119,-0.16357,-0.086668,0.091924,-0.082823,0.3187,-0.25575,0.21757,-0.091859,-0.27864,-0.089104,-0.082365,-0.079714,0.081985,0.14022,-0.11208,0.14809,0.1668,0.015799,0.17232,-0.060056,-0.064807,-0.050272,-0.22811,0.02377,0.0059348,0.022218,-0.045225,0.17583,0.28581,0.11112,0.14115,-0.077224,-0.038548,-0.10822,0.08424,0.029122,-0.12421,0.08885,0.06821,0.030431
49,0.54662,0.53282,0.56204,0.56813,0.56359,0.57863,0.56362,0.52406,0.51531,0.48058,0.58166,0.44025,0.45625,0.65883,0.53063,0.49388,0.55367,0.56383,0.54675,0.4946,0.50103,0.62854,0.48935,0.45461,0.55654,0.48046,0.59921,0.58355,0.51401,0.49126,0.65431,0.54351,0.50431,0.51174,0.54633,0.53484,0.62499,0.53328,0.55499,0.58517,0.51558,0.65217,0.46063,0.26294,0.36146,0.46249,0.48413,0.38113,0.42363,1,0.43973,0.34788,0.3404,0.30372,0.31322,0.21798,0.3568,0.43734,0.54261,0.40744,0.32127,0.36797,0.055755,0.44905,0.50809,0.39621,0.27995,0.11815,0.2325,0.36335,0.13741,0.033356,0.44422,0.27726,0.14885,0.44227,0.028758,0.041898,0.047038,0.44977,0.31212,0.086413,0.17844,0.13598,0.27105,-0.0091735,0.31069,-0.077588,0.15223,0.20005,0.18276,0.16569,0.028455,-0.056261,-0.0080837,-0.10175,-0.12109,0.30939,-0.1099,0.21443,-0.079078,0.2691,0.29288,-0.015931,-0.015367,-0.054882,0.096332,0.18662,0.28399,0.21215,0.13404,-0.10194,0.21829,0.23858,-0.16891,-0.03718,-0.051588,0.15237,0.0074735,0.1215,-0.1008,0.074812,-0.036121,0.029042,0.11777,-0.049956,-0.19513,0.029536,0.12421,-0.10049,0.16129,-0.13079,-0.16136,-0.080271,0.061656,0.37969,-0.16584,-0.21901,0.020372,-0.047524,-0.087692,0.29398,-0.029379,0.10725,0.24488,0.076964,0.22424,-0.0081876,0.056897,0.054038,0.075426,-0.17187,-0.13072,-0.09921,-0.058165,-0.086275,-0.063197,0.026165,0.084131,0.048284,-0.13005,0.12329,-0.007541,-0.02252,0.037579,-0.14487,0.1592,0.1184,-0.12668,0.14678,-0.044138,0.069768
50,0.61383,0.62938,0.56633,0.60915,0.54183,0.59569,0.58916,0.61656,0.61843,0.64479,0.54978,0.5412,0.63369,0.64321,0.55804,0.52804,0.68488,0.61885,0.52702,0.62407,0.55962,0.59523,0.64493,0.55631,0.62147,0.67951,0.709,0.61987,0.4953,0.66938,0.76639,0.55928,0.51494,0.63154,0.60716,0.51716,0.5528,0.60201,0.7349,0.66175,0.41637,0.64528,0.55799,0.42873,0.59687,0.46287,0.64515,0.5172,0.43564,0.43973,1,0.52463,0.49007,0.44802,0.30174,0.28161,0.52741,0.29838,0.28818,0.39253,0.25041,0.32603,0.17442,0.52183,0.49736,0.23205,0.34304,-0.06122,0.3207,0.32652,0.15609,0.34396,0.10748,0.3039,-0.16723,0.38956,0.19699,0.0036426,-0.1277,0.27665,0.3252,0.23742,0.21668,0.012731,0.10275,0.038483,0.17486,0.067557,-0.17021,0.091746,0.15315,0.11407,0.061253,0.25046,0.28228,-0.048223,0.070256,-0.068624,-0.066497,0.22688,0.096787,0.35281,0.28753,-0.17301,-0.017159,0.096626,0.14601,0.11432,0.12782,-0.012063,0.20719,-0.045404,0.023791,0.054063,0.049729,-0.070094,0.18664,0.18092,0.17835,0.21306,0.032508,-0.051588,0.0072781,-0.18652,-0.021448,-0.32148,-0.19889,0.080428,-0.19685,0.04488,0.19314,-0.136,-0.22044,-0.19819,0.25212,0.26957,0.049938,-0.20825,-0.089247,-0.084043,-0.064886,0.019023,0.024935,0.12211,0.30029,0.07026,-0.19337,0.039607,-0.033483,0.2618,-0.15666,-0.13028,-0.20098,0.073619,-0.037767,0.18143,0.074094,0.15156,-0.03679,0.027413,-0.029269,0.19059,0.11546,-0.024034,-0.028652,0.063686,-0.067336,-0.12698,-0.087726,0.20614,0.11062,0.13165
51,0.54139,0.55835,0.49846,0.49383,0.55145,0.54097,0.5637,0.49526,0.54774,0.51273,0.52439,0.48754,0.45819,0.6612,0.53569,0.57063,0.59179,0.58114,0.60211,0.65205,0.55535,0.49347,0.46602,0.43394,0.54887,0.63413,0.51858,0.57822,0.49802,0.51862,0.56376,0.52377,0.50673,0.51543,0.62508,0.58021,0.5994,0.4067,0.60806,0.49795,0.37586,0.47598,0.45776,0.35006,0.58876,0.46239,0.54036,0.45013,0.44984,0.34788,0.52463,1,0.5253,0.52396,0.24453,0.21505,0.54504,0.22957,0.33942,0.35747,0.20841,0.43026,0.1323,0.46601,0.43897,0.15969,0.36664,-0.16543,0.33198,0.33176,-0.074609,0.27728,0.29071,0.17076,0.14701,0.26394,0.16748,0.22613,0.088384,0.25683,0.17185,0.30719,0.055429,0.010955,0.24106,-0.11093,-0.0085215,0.10512,-0.19965,0.18438,0.094015,0.077545,0.19719,0.11274,0.26641,-0.091693,0.12097,0.018792,-0.24593,0.16545,0.066199,0.02404,0.075087,0.086207,0.15318,-0.1198,0.20268,-0.059378,0.2679,0.11897,0.26386,-0.086593,-0.0042156,0.13359,0.016729,0.04006,0.13419,0.012957,-0.0083659,0.081847,0.087169,-0.288,0.16498,-0.14689,-0.14337,-0.15293,0.0083445,0.20612,-0.21036,0.22608,0.0031183,-0.0070594,0.016974,0.0044372,-0.081741,0.18065,0.14987,-0.35284,-0.015634,0.056611,-0.1421,0.13468,-0.041501,-0.1158,0.31429,0.053872,-0.19248,-0.027351,-0.048819,0.21887,-0.25422,-0.28293,-0.16783,-0.014126,-0.096817,0.075504,0.17738,-0.17037,-0.11203,0.12769,0.046685,0.20262,0.019113,0.11924,-0.017605,0.090073,-0.037637,-0.021471,-0.29326,0.10852,0.15119,0.042697
52,0.66798,0.74341,0.63974,0.64533,0.74375,0.64554,0.76877,0.67106,0.76051,0.64189,0.71858,0.66648,0.70392,0.56357,0.67352,0.68403,0.68711,0.71388,0.65095,0.72934,0.69452,0.70356,0.52476,0.55495,0.7502,0.66666,0.64399,0.72743,0.71299,0.66771,0.59445,0.6873,0.63607,0.73204,0.72044,0.61055,0.64613,0.64171,0.70355,0.63098,0.49641,0.50532,0.54919,0.54423,0.75659,0.61264,0.55904,0.50373,0.57259,0.3404,0.49007,0.5253,1,0.46571,0.33132,0.52105,0.51519,0.25199,0.39196,0.44579,0.18209,0.506,0.24469,0.26633,0.47434,0.354,0.51417,0.058379,0.38195,0.28308,-0.019817,0.31933,0.31094,0.30073,0.2011,0.52198,0.19046,0.21478,0.17783,0.41466,0.14298,0.19711,-0.12304,0.16397,0.21921,-0.003537,0.063664,0.21216,-0.10505,0.082184,0.31706,0.11564,0.025981,0.26903,0.11514,-0.037114,0.043794,0.13896,-0.17217,0.17315,0.041583,0.14292,0.33666,-0.15623,0.26943,0.18317,0.15903,0.13037,0.20031,0.11509,0.24663,-0.015098,0.13741,0.13979,0.04374,-0.15222,0.19256,0.076063,0.043099,0.092799,-0.088143,0.077362,0.043541,-0.16672,0.04143,-0.019064,-0.24903,0.20141,-0.094466,0.29855,0.11205,-0.25437,-0.14405,0.039947,-0.045069,0.32853,0.13698,0.024666,0.13442,-0.1573,-0.32048,-0.01951,-0.017507,0.11621,0.0091135,-0.093824,-0.092679,0.25267,0.22147,0.11356,0.035478,-0.11753,-0.083187,0.055608,-0.060748,-0.07304,0.080583,0.054127,-0.23283,0.105,0.21118,0.037566,0.051068,0.10692,-0.15151,0.085939,0.13235,0.19821,-0.24406,0.068748,-0.01533,-0.077769
53,0.56361,0.64493,0.501,0.51466,0.53343,0.50657,0.60189,0.56403,0.58827,0.59878,0.54402,0.53079,0.49428,0.61939,0.5436,0.55515,0.4393,0.51735,0.48535,0.54733,0.60419,0.48267,0.5544,0.44703,0.51651,0.50196,0.36797,0.49909,0.54346,0.54209,0.5618,0.53964,0.52089,0.52487,0.4561,0.51031,0.55849,0.46201,0.51277,0.36254,0.49873,0.36469,0.33163,0.45849,0.53903,0.50579,0.53525,0.49241,0.54605,0.30372,0.44802,0.52396,0.46571,1,0.3171,0.36282,0.53299,0.38362,0.32233,0.54274,0.2085,0.31045,0.034633,0.40015,0.35962,0.33448,0.31093,-0.16273,0.21438,0.24713,-0.36368,0.30441,0.12013,0.43075,0.19947,0.38302,0.1103,-0.019056,0.042649,0.13211,0.14369,0.30345,-0.1533,0.053791,0.21544,-0.03786,0.095442,0.28968,-0.2411,-0.037797,0.067337,0.11119,0.18361,0.16143,0.28713,-0.0083322,-0.038707,-0.12274,-0.15118,0.27658,0.070146,0.15025,0.20327,0.088975,0.10929,-0.098007,0.058711,0.19713,-0.016016,0.21731,0.25266,-0.21603,0.12639,0.20776,-0.088369,0.045575,-0.00417,0.087387,-0.15062,0.078227,0.18841,0.054008,-0.013118,0.11522,-0.088928,-0.096843,-0.001735,-0.049398,-0.039433,-0.045305,0.052062,-0.095897,-0.060476,-0.11114,-0.10288,-0.052052,-0.054762,-0.094441,0.077871,0.025622,-0.22476,-0.06199,-0.21781,0.0078269,0.18808,0.20054,0.023493,0.042643,0.088795,0.11495,-0.11373,0.11259,-0.11772,-0.11339,-0.23425,0.11256,-0.015376,0.23757,-0.00092523,-0.074923,0.34233,0.15037,0.14852,0.15304,0.007255,-0.012146,-0.052101,0.018058,-0.16455,0.014166,0.078807,0.12138
54,0.49532,0.43261,0.43591,0.52826,0.47901,0.42187,0.43632,0.46625,0.43064,0.42053,0.37347,0.37511,0.39442,0.56044,0.42953,0.51205,0.29691,0.39333,0.44515,0.48861,0.49347,0.51327,0.50752,0.38232,0.40013,0.42117,0.33904,0.50042,0.40879,0.42357,0.44431,0.51256,0.42737,0.52691,0.39929,0.43793,0.40989,0.41753,0.33898,0.47885,0.42005,0.39117,0.43848,0.40153,0.31352,0.43942,0.25523,0.3904,0.36057,0.31322,0.30174,0.24453,0.33132,0.3171,1,0.36615,0.36904,0.30039,0.33231,0.22373,0.23542,0.12704,-0.035965,0.30424,0.22019,-0.0542,0.34511,-0.24246,0.15293,0.080945,-0.14904,0.078308,0.2139,0.20515,0.24071,0.38571,0.33766,0.0028226,-0.0017497,0.38976,-0.08641,-0.053422,0.22803,0.0053454,-0.026355,-0.04015,0.2302,-0.066119,0.1029,-0.046652,-0.1222,0.049603,-0.032717,0.33398,-0.050597,0.072828,0.13245,-0.040906,-0.15528,0.15815,0.20711,0.22916,0.5343,-0.1348,0.039103,-0.13518,0.22656,0.040079,0.095033,0.23173,0.052609,-0.24454,0.17861,0.1358,-0.059976,0.025021,0.23607,-0.12065,0.075306,0.13309,0.10148,-0.062541,-0.13917,0.12094,0.11253,0.35299,-0.27948,0.1596,0.0016374,0.2035,0.064057,-0.10678,0.015466,-0.048954,0.031237,0.052762,0.017107,0.11753,0.10472,0.14733,-0.036623,0.29997,-0.27581,0.10081,0.01068,0.12122,-0.069457,0.02056,0.14517,-0.11934,-0.0891,0.06754,0.044835,0.1514,-0.17023,-0.078321,-0.064673,0.028595,-0.1152,0.24855,0.15407,0.0031978,-0.27466,0.087568,0.00198,0.15689,0.015148,0.024152,-0.28417,0.15629,-0.053786,0.070323
55,0.56947,0.56985,0.50419,0.51377,0.53335,0.5783,0.54545,0.48917,0.50648,0.55731,0.61215,0.53991,0.45452,0.53261,0.44519,0.59653,0.39622,0.48407,0.43716,0.44563,0.50306,0.52296,0.51506,0.42911,0.42853,0.46558,0.45881,0.58847,0.49461,0.48053,0.47632,0.49836,0.48806,0.48477,0.41836,0.44064,0.43987,0.58034,0.38645,0.43377,0.49239,0.39172,0.26678,0.35398,0.41457,0.52693,0.48819,0.26473,0.40779,0.21798,0.28161,0.21505,0.52105,0.36282,0.36615,1,0.37791,0.26324,0.31569,0.31273,0.2107,0.40921,0.13393,0.17441,0.15436,0.05427,0.20429,0.13383,0.23945,0.33465,-0.18698,0.29595,-0.04461,0.23889,0.13073,0.37249,0.041713,0.23183,0.028195,0.42313,-0.01021,0.30133,-0.020609,0.021634,0.011853,0.20113,0.14296,-0.015342,0.053223,0.017578,0.010633,0.30261,-0.070977,0.17962,0.068006,0.26207,-0.017715,-0.12764,0.075529,0.26977,0.17064,0.12264,0.35791,-0.02161,0.04924,-0.17792,0.23052,0.19809,0.050646,0.20053,0.19365,0.13386,0.013018,0.013353,-0.13197,-0.2598,0.15192,0.22479,-0.17573,-0.063215,0.10161,0.12839,-0.13214,-0.1077,-0.20363,0.25119,-0.20885,0.12894,0.0092178,0.074133,0.1657,-0.031604,-0.060129,-0.1695,0.044559,0.17548,0.049018,0.15726,0.2562,0.22485,-0.16346,-0.064125,-0.063462,0.011098,-0.14136,-0.024549,0.11827,0.17899,0.30628,0.12558,-0.015976,0.11652,-5.1593e-05,0.06463,0.16633,-0.13558,-0.23869,0.041897,-0.23577,0.15375,0.17485,-0.088646,0.036014,-0.014428,-0.16738,0.16708,0.037632,-0.029338,0.0048359,-0.031687,-0.14027,0.10056
56,0.70648,0.67593,0.62721,0.70954,0.70493,0.70037,0.66802,0.61516,0.65474,0.66328,0.66403,0.6178,0.65303,0.745,0.74052,0.69276,0.691,0.59843,0.72501,0.67088,0.57834,0.62289,0.71116,0.69107,0.61325,0.68319,0.53465,0.66622,0.66946,0.60648,0.64674,0.59253,0.63245,0.66167,0.59894,0.7114,0.66642,0.5945,0.6249,0.6414,0.55855,0.57893,0.57827,0.43318,0.55158,0.56854,0.51455,0.50377,0.5938,0.3568,0.52741,0.54504,0.51519,0.53299,0.36904,0.37791,1,0.27263,0.53042,0.45865,0.28076,0.41936,0.32521,0.58304,0.42122,0.28693,0.39651,-0.10719,0.40543,0.18057,0.10646,0.18677,0.14731,0.40963,0.15963,0.47359,0.026788,0.14132,-0.15104,0.3805,0.030239,0.23767,0.04938,0.14417,0.064113,0.1028,0.19319,0.15432,-0.2675,0.10487,-0.17118,0.11295,-0.10658,0.27683,0.36316,-0.058478,0.093065,0.094663,-0.27519,0.13836,0.17092,0.27804,0.27274,0.10166,0.074738,-0.045907,0.18325,0.35191,0.057424,0.20663,0.13303,0.027983,0.11008,0.17704,0.006002,-0.17027,0.073902,0.053845,0.0090902,0.037869,0.1285,0.14744,0.07839,-0.05076,-0.011828,-0.056144,0.091694,0.16475,0.013799,0.051995,0.18847,-0.1017,-0.17848,-0.00098836,0.051997,0.11378,0.30356,-0.20769,-0.13963,0.032327,-0.35802,0.033316,-0.1732,0.18978,0.19159,0.12259,-0.085946,0.030647,0.091443,-0.087476,0.12188,-0.17012,0.11332,-0.12636,-0.35839,0.070204,-0.068134,-0.10843,-0.033046,0.10002,0.20038,0.19689,-0.039459,0.089118,-0.012374,0.1647,0.028278,0.029578,0.026908,-0.01925,0.016731,-0.001551
57,0.38726,0.48702,0.49931,0.54764,0.43309,0.50987,0.30007,0.51317,0.45321,0.42769,0.44606,0.3838,0.43408,0.41786,0.49455,0.4734,0.32903,0.42919,0.27228,0.38045,0.24322,0.45838,0.25171,0.45992,0.47695,0.46747,0.44083,0.3956,0.47609,0.423,0.47042,0.43862,0.39319,0.49288,0.40276,0.37491,0.40017,0.4735,0.30198,0.48671,0.45989,0.37407,0.38096,0.45162,0.34701,0.32316,0.39671,0.25178,0.41228,0.43734,0.29838,0.22957,0.25199,0.38362,0.30039,0.26324,0.27263,1,0.38514,0.43225,0.35455,0.51513,0.2693,0.42555,0.27394,0.06011,0.15804,0.21469,0.39702,0.11428,-0.12113,-0.035547,-0.043542,0.32565,0.098429,0.48776,0.062963,0.20062,0.34063,0.47,0.22203,0.078085,-0.20573,0.12423,-0.048767,0.042318,0.35084,0.026325,0.037437,0.14319,0.075334,0.1108,-0.13848,-0.021706,-0.073174,0.070692,0.056261,0.048612,0.066202,-0.015574,0.10082,-0.008214,0.20247,-0.10553,0.083928,-0.085778,-0.049229,0.16677,0.052532,0.23901,0.29212,-0.39346,0.16819,0.010127,0.035028,-0.293,0.18994,-0.19833,0.044038,-0.014995,0.12708,0.045235,0.091079,0.14622,0.12952,-0.093912,0.0057128,0.14848,0.11949,-0.19694,0.15875,0.051273,-0.061014,-0.11421,0.21829,0.045896,-0.015174,0.092735,0.23629,0.16049,-0.2557,0.22648,-0.05452,-0.00081432,0.19186,0.052364,-0.068654,-0.26086,0.10225,-0.0026942,0.024601,0.076308,0.1512,-0.020284,0.11172,0.11532,-0.046772,0.01023,-0.025038,-0.15145,0.17673,0.12075,0.25681,-0.20749,-0.072951,-0.094923,0.10752,0.16678,-0.075842,-0.018036,-0.01323,0.08414
58,0.56783,0.47975,0.65212,0.56234,0.64018,0.63402,0.52186,0.50968,0.60118,0.46218,0.56108,0.41139,0.50239,0.63701,0.52892,0.636,0.45752,0.50669,0.5175,0.53469,0.44786,0.59732,0.49943,0.5036,0.52917,0.50041,0.44078,0.4524,0.55504,0.55071,0.48315,0.60217,0.40894,0.53116,0.41396,0.50894,0.59749,0.51878,0.50215,0.4958,0.58287,0.48924,0.6398,0.30773,0.39659,0.54578,0.3685,0.30552,0.36514,0.54261,0.28818,0.33942,0.39196,0.32233,0.33231,0.31569,0.53042,0.38514,1,0.28843,0.25296,0.39562,0.35257,0.41732,0.32612,0.18439,0.15898,0.22184,0.25586,0.26205,-0.16613,-0.06824,0.27652,0.1547,0.31867,0.58093,0.048026,0.087671,0.0025651,0.32516,0.32781,-0.17771,-0.081917,-0.063789,0.12707,0.10503,0.26549,-0.28439,0.07675,0.11492,-0.15005,0.16588,-0.073663,0.18366,-0.06659,0.069292,-0.054986,0.19811,-0.22921,0.16954,-0.072741,0.13233,0.028587,0.085939,0.17195,0.166,0.26548,0.32476,0.22149,0.0083122,0.13569,-0.016995,0.40317,0.18619,-0.029112,-0.13846,0.062419,-0.19082,-0.039622,-0.05729,-0.070064,0.01694,-0.011199,-0.14813,0.046309,0.133,-0.24121,0.082746,-0.0012373,-0.015062,0.04436,-0.24348,0.09858,0.094816,-0.12518,0.14405,0.17154,-0.093062,-0.0947,-0.053647,-0.30617,0.35366,-0.25936,0.071144,0.051663,-0.094643,0.024115,0.08787,-0.022172,0.02238,0.14233,-0.014647,-0.053837,-0.20263,-0.33155,-0.14498,-0.1154,-0.18747,0.13654,0.1615,0.31216,0.069492,0.022903,0.0050368,-0.1803,0.020651,0.24875,0.19398,-0.051077,0.072568,0.0014669,-0.076661
59,0.55339,0.48576,0.5181,0.65273,0.58677,0.60609,0.56966,0.62725,0.56644,0.53828,0.51044,0.57801,0.51232,0.48901,0.59934,0.56889,0.63456,0.65611,0.52626,0.58398,0.51005,0.51297,0.49952,0.60664,0.63876,0.50811,0.47698,0.55543,0.53138,0.54021,0.6029,0.47433,0.67351,0.50407,0.58914,0.47524,0.59343,0.60233,0.60846,0.37078,0.57966,0.52005,0.33773,0.47484,0.38691,0.4838,0.51943,0.54678,0.59334,0.40744,0.39253,0.35747,0.44579,0.54274,0.22373,0.31273,0.45865,0.43225,0.28843,1,0.20388,0.30522,0.246,0.3282,0.37845,0.1461,0.36463,-0.043518,0.12993,0.064346,-0.051264,0.32919,0.18695,0.39959,0.0074802,0.38815,0.00039036,0.12967,-0.073549,0.22831,0.22112,0.25486,-0.23056,0.2637,0.17508,-0.048915,0.093034,0.048782,-0.058311,0.045246,0.34272,0.30079,0.079177,0.052852,-0.069617,-0.1618,0.29845,-0.041798,-0.113,0.11049,0.064085,0.30356,0.31009,-0.10143,0.18825,-0.14948,0.2023,0.24639,0.10818,0.21529,0.25439,-0.23132,0.037175,0.13053,-0.10094,-0.15669,-0.19713,0.14408,-0.12462,0.1505,-0.041117,-0.063339,-0.0116,-0.05745,0.18157,-0.19984,0.042801,0.14985,-0.038927,-0.021821,-0.076112,0.076626,-0.079769,0.078542,0.4094,0.14472,-0.0064442,-0.10843,0.19872,0.069044,-0.12819,0.082077,0.1516,-0.068625,-0.0034859,0.052914,-0.10952,0.046315,0.16963,-0.16618,0.17543,0.0049881,-0.15815,-0.003402,-0.084227,0.062433,-0.1112,-0.056087,0.1828,0.046097,0.17402,0.0053226,0.32757,-0.088916,-0.13499,-0.075308,-0.059486,0.069138,-0.19159,0.049437,0.055206,-0.0030508
60,0.35289,0.38703,0.42869,0.43015,0.2435,0.28568,0.38263,0.39192,0.26811,0.34892,0.33524,0.30897,0.28564,0.36951,0.36159,0.3498,0.18852,0.31383,0.3578,0.26353,0.25953,0.33232,0.25346,0.3174,0.36933,0.37111,0.21717,0.3316,0.38078,0.33482,0.37484,0.31759,0.28753,0.34415,0.32497,0.36423,0.30484,0.46268,0.29874,0.5264,0.33899,0.39664,0.14576,0.28736,0.30696,0.32529,0.28967,0.28532,0.16925,0.32127,0.25041,0.20841,0.18209,0.2085,0.23542,0.2107,0.28076,0.35455,0.25296,0.20388,1,0.31188,0.5794,0.33301,0.0555,-0.16813,0.066017,-0.082121,0.049922,0.27951,-0.050561,-0.087346,0.21073,0.3802,0.33874,0.54536,0.044001,-0.048482,0.040565,0.1513,0.18623,-0.072493,0.11037,0.31833,-0.18508,0.18503,0.13201,-0.080059,-0.18101,0.29992,-0.16251,0.082871,-0.098517,0.10813,-0.035085,0.1304,-0.21453,0.010616,-0.014119,-0.11776,0.12729,0.16621,0.14028,0.11777,-0.014508,-0.1268,-0.082534,0.28377,-0.00453,0.26803,-0.14129,-0.19448,0.26615,0.1172,0.047564,-0.093228,-0.12355,-0.034016,-0.080075,0.098448,0.02477,0.265,-0.022277,0.0070446,0.37577,0.036441,0.03203,-0.20089,0.056259,0.06546,0.1107,-0.0088993,0.022244,-0.03827,0.048721,0.2076,-0.068636,0.0094325,-0.061468,0.18807,-0.085509,0.032442,-0.17244,-0.041125,0.22155,0.25314,0.12866,0.12416,-0.20652,0.071702,-0.022426,-0.29062,0.018862,-0.048023,-0.00018422,0.12175,0.080354,-0.13508,-0.058533,0.022331,0.0081353,0.37651,-7.7904e-05,0.040237,-0.0010404,0.089212,0.10007,-0.1335,-0.1148,-0.2191,0.15284,0.25742
