,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
0,1,0.86274,0.87017,0.89522,0.83532,0.83805,0.85135,0.82436,0.92806,0.84806,0.8413,0.85855,0.80233,0.79858,0.81627,0.75506,0.75886,0.72755,0.73522,0.76884,0.71171,0.78094,0.72731,0.61201,0.71531,0.65952,0.67874,0.75719,0.63084,0.52979,0.71769,0.51261,0.61829,0.50822,0.35651,0.29484,0.37064,0.26654,0.12848,0.29821,0.16963,-0.13931,0.27773,-0.11638,-0.44471,-0.15906,-0.1913,-0.060969,-0.071316,-0.18239,-0.15626,-0.19257,-0.28883,-0.27433,-0.11654,0.11003,0.0032935,-0.16649,-0.22711,-0.0045248,-0.11934,0.22827,0.29207,-0.16934,0.071119,-0.25416,-0.19422,-0.13163,0.014596,-0.18998,-0.39543,-0.25019,-0.073543,-0.15258,0.25177,0.22818,0.10806,0.051759,0.018705,-0.033959,0.056994,-0.01816,-0.21801,-0.20342,0.1621,0.080203,0.028239,0.24278,0.15492,0.23681,0.1871,-0.13746,0.22169,-0.096367,0.11602,-0.3507,0.28987,-0.021448,-0.03637
1,0.86274,1,0.91804,0.87495,0.85109,0.83218,0.85508,0.82262,0.88467,0.8146,0.84431,0.81916,0.86074,0.76015,0.80318,0.82427,0.70999,0.73386,0.69377,0.668,0.7725,0.76228,0.72484,0.64787,0.7266,0.62403,0.62822,0.69396,0.54373,0.54268,0.6508,0.55642,0.58205,0.46358,0.30648,0.37348,0.51152,0.10703,0.038413,0.18448,0.028792,0.063697,0.26989,-0.075361,-0.4331,-0.21968,-0.17878,-0.052808,0.036125,-0.1556,-0.13257,-0.17059,-0.092029,-0.24909,-0.073442,0.079799,0.0032929,-0.18242,-0.13236,0.074639,0.024692,0.09558,0.24106,-0.16842,0.079412,-0.31418,0.021014,-0.040411,0.1877,-0.21989,-0.27088,-0.068838,0.10375,-0.11826,0.29586,0.16753,0.075054,-0.063999,0.049252,-0.1099,0.0085747,-0.02687,-0.1024,-0.17807,0.085277,0.088342,0.020817,0.1944,0.19668,0.15379,0.20091,-0.19803,0.18317,-0.030025,0.20509,-0.19668,0.38071,-0.12153,0.033332
2,0.87017,0.91804,1,0.87722,0.82985,0.8463,0.86635,0.81971,0.89309,0.79613,0.84693,0.80335,0.81221,0.76961,0.81956,0.75845,0.78904,0.72957,0.77821,0.69117,0.75852,0.76784,0.72356,0.60765,0.71692,0.68341,0.6316,0.7213,0.56106,0.54804,0.67642,0.53372,0.51876,0.51618,0.32325,0.31098,0.4998,0.17416,0.058165,0.17284,0.083296,0.056295,0.17495,-0.10678,-0.37537,-0.17233,-0.13861,0.010216,0.016622,-0.24579,-0.21354,-0.19376,-0.18438,-0.21168,-0.10164,0.12292,0.021214,-0.18617,-0.15865,0.13499,-0.063584,0.08901,0.18571,-0.21562,0.030604,-0.19526,-0.041094,-0.037204,0.080471,-0.16529,-0.41067,-0.095333,0.12718,-0.13976,0.26172,0.26376,0.020344,0.010591,0.08009,-0.08937,0.033476,-0.10703,-0.13866,-0.18023,0.038578,0.078296,0.025269,0.26622,0.15288,0.12902,0.11606,-0.1193,0.12676,0.048094,0.057836,-0.29508,0.32886,-0.038382,0.089467
3,0.89522,0.87495,0.87722,1,0.78794,0.86417,0.8135,0.80609,0.91171,0.78599,0.84102,0.79509,0.81184,0.79399,0.80532,0.82938,0.72686,0.81235,0.6829,0.74472,0.70497,0.76964,0.76145,0.67195,0.74753,0.59875,0.65384,0.73411,0.62249,0.48281,0.67972,0.43759,0.62767,0.47519,0.39773,0.38112,0.40419,0.17321,0.018299,0.11384,0.23467,-0.1485,0.3785,-0.10485,-0.4128,-0.10601,-0.25173,0.0080681,-0.029149,-0.12006,-0.14709,-0.20758,-0.1498,-0.26635,-0.10022,0.15098,0.050336,-0.21906,-0.23379,0.072442,-0.086408,0.069659,0.26481,-0.1847,0.080759,-0.22207,-0.13016,-0.081384,0.0091036,-0.30295,-0.27436,-0.24804,0.068029,-0.14019,0.24647,0.19627,-0.0040328,-0.057842,-0.064544,-0.088331,-0.05247,0.0070699,-0.21091,-0.22666,0.16986,0.13881,0.017362,0.22654,0.16532,0.13662,0.15836,-0.1489,0.19251,-0.094823,0.20791,-0.31004,0.32009,-0.045867,-0.036166
4,0.83532,0.85109,0.82985,0.78794,1,0.81964,0.83977,0.75538,0.79861,0.77192,0.77554,0.79883,0.79431,0.72318,0.74768,0.76342,0.61213,0.74721,0.7012,0.66419,0.78381,0.76792,0.65861,0.56037,0.6336,0.53777,0.54974,0.6717,0.53854,0.49507,0.66214,0.57585,0.58333,0.32436,0.26238,0.32765,0.39621,0.21859,0.14684,0.31956,0.085645,-0.007456,0.38221,-0.089877,-0.42308,-0.20144,-0.15072,-0.15402,0.01554,-0.2721,-0.12982,-0.16615,-0.1371,-0.1388,-0.19513,0.028451,-0.023574,-0.11778,-0.06242,-0.0025495,-0.020512,0.17413,0.21122,-0.15569,0.070912,-0.19909,-0.018416,-0.11381,0.080959,-0.24141,-0.26078,0.00090113,0.064361,-0.06637,0.25084,0.29479,0.1312,-0.11277,0.050673,-0.012367,-0.044378,-0.19528,-0.13015,-0.070058,0.12901,0.14681,0.078955,0.15823,0.092393,0.19522,0.2084,-0.084838,0.087632,0.031246,0.23436,-0.13396,0.3475,0.072143,0.11638
5,0.83805,0.83218,0.8463,0.86417,0.81964,1,0.86725,0.83943,0.86619,0.78886,0.80897,0.80713,0.79072,0.77204,0.779,0.77242,0.76448,0.7403,0.70921,0.70025,0.78554,0.8213,0.77277,0.60518,0.71516,0.54802,0.60945,0.64236,0.52632,0.46328,0.70822,0.47065,0.514,0.36114,0.31965,0.35192,0.43105,0.29626,0.095961,0.12278,0.2717,0.0010378,0.29712,-0.096154,-0.35111,-0.02509,-0.10213,0.0025052,-0.011138,-0.10218,-0.27263,-0.19394,-0.16748,-0.13276,-0.0821,-0.0024513,0.0882,-0.087577,-0.10321,0.16244,-0.067359,0.16313,0.25219,-0.15029,-0.090829,-0.34021,-0.19672,-0.19804,0.053506,-0.30507,-0.28669,-0.10113,-0.0081984,-0.084532,0.32818,0.27203,-0.09906,-0.19082,-0.020312,-0.018448,0.0013324,-0.057667,-0.23575,-0.23132,0.161,0.17695,0.045036,0.22072,0.12725,0.11891,0.12188,-0.055766,0.032569,0.017229,0.092838,-0.38641,0.21421,0.043724,0.092532
6,0.85135,0.85508,0.86635,0.8135,0.83977,0.86725,1,0.84955,0.88724,0.84602,0.82254,0.82121,0.79922,0.79923,0.82329,0.76618,0.79488,0.77727,0.73879,0.73581,0.80064,0.77602,0.81269,0.58831,0.69771,0.63734,0.63208,0.70242,0.63725,0.50586,0.65965,0.53042,0.55813,0.38295,0.25904,0.27496,0.40409,0.1942,0.11077,0.21735,0.11881,0.1048,0.25476,-0.098463,-0.25832,-0.19555,-0.072362,-0.0013073,0.074592,-0.13074,-0.12763,-0.18041,-0.12832,-0.1904,-0.071174,0.086518,0.03691,-0.081288,-0.21492,0.19061,-0.072884,0.15298,0.27369,-0.19152,0.010054,-0.23128,-0.16923,-0.11196,0.016356,-0.19679,-0.28559,0.030254,-0.01414,-0.10158,0.29335,0.14511,0.022215,-0.13303,0.089171,0.031905,-0.1124,-0.096847,-0.088515,-0.029519,0.0452,0.19681,0.077195,0.24635,0.22264,0.10828,0.083565,-0.10262,0.15419,-0.10998,0.20095,-0.30782,0.25994,0.04469,-0.024085
7,0.82436,0.82262,0.81971,0.80609,0.75538,0.83943,0.84955,1,0.8443,0.81525,0.80944,0.77134,0.80509,0.77041,0.75803,0.74343,0.82026,0.67371,0.66899,0.70621,0.71371,0.77962,0.74346,0.57083,0.66985,0.60004,0.55377,0.64934,0.53473,0.41991,0.6426,0.4819,0.54882,0.3651,0.3402,0.31153,0.4152,0.12821,0.0079157,0.14697,0.08874,0.086257,0.16438,-0.0072703,-0.28718,-0.073812,-0.089604,0.012914,-0.016708,-0.057786,-0.13565,-0.2316,-0.13143,-0.27698,-0.064539,0.14586,0.0034561,-0.13516,-0.2476,0.13316,-0.028953,0.20041,0.21493,-0.12956,0.042199,-0.31826,-0.17401,-0.095448,0.1181,-0.19383,-0.19842,-0.15471,0.043071,-0.087792,0.33807,0.21809,0.11962,-0.00424,-0.091876,-0.06629,-0.076349,-0.0077827,-0.22282,-0.072102,0.090249,0.18853,0.060311,0.31125,0.29546,0.18751,0.11418,-0.15006,0.061927,-0.091838,0.14434,-0.27158,0.17468,0.163,0.1061
8,0.92806,0.88467,0.89309,0.91171,0.79861,0.86619,0.88724,0.8443,1,0.85494,0.85721,0.78885,0.83156,0.81142,0.86336,0.81822,0.79129,0.77164,0.72772,0.72118,0.74971,0.82711,0.74795,0.62969,0.76749,0.66718,0.69871,0.7295,0.56821,0.48709,0.68977,0.47836,0.60363,0.5204,0.33365,0.34984,0.47655,0.23737,0.042306,0.1801,0.1789,-0.11016,0.29037,-0.026512,-0.35796,-0.11814,-0.15059,0.031234,-0.011086,-0.18406,-0.15585,-0.24978,-0.16407,-0.27767,-0.18805,0.18126,0.069089,-0.22214,-0.31718,0.12801,0.036503,0.20876,0.23308,-0.1687,0.054828,-0.26139,-0.19555,-0.16996,0.059,-0.14953,-0.34533,-0.1351,-0.084229,-0.14599,0.26133,0.20118,0.012481,0.00034954,-0.017846,-0.057462,-0.012549,0.072949,-0.23995,-0.21213,0.040501,0.24508,0.019027,0.25703,0.19116,0.14328,0.1059,-0.18594,0.25343,-0.098498,0.022569,-0.3214,0.26175,-0.09079,0.057354
9,0.84806,0.8146,0.79613,0.78599,0.77192,0.78886,0.84602,0.81525,0.85494,1,0.80957,0.76523,0.7782,0.77241,0.75864,0.68974,0.75548,0.69662,0.7171,0.62411,0.7421,0.68065,0.76765,0.53238,0.62532,0.52084,0.60551,0.7363,0.55923,0.48856,0.66934,0.48956,0.56979,0.50973,0.17001,0.44218,0.43886,0.3454,0.08591,0.13707,0.077362,-0.045995,0.24182,-0.060409,-0.26629,-0.078036,-0.099241,-0.020374,-0.014512,0.069925,-0.14818,-0.19336,-0.12241,-0.1704,-0.10868,-0.048339,0.052133,-0.15754,-0.24983,0.11659,0.0015543,0.25837,0.22887,-0.13221,0.13001,-0.41455,-0.071375,-0.086325,0.11313,-0.10912,-0.31736,-0.05068,-0.076197,-0.10568,0.37212,0.19952,0.077089,0.018343,0.0034374,-0.066176,-0.0081547,-0.0059387,-0.25272,-0.12328,0.037074,0.24378,0.098605,0.13739,0.28042,0.1618,0.082502,-0.23514,0.01086,-0.071933,0.15264,-0.2794,0.12947,-0.061184,0.060528
