,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
20,-0.039485,-0.12293,-0.15031,0.17178,-0.052458,0.13015,0.21243,0.07339,-0.085085,0.15357,0.097893,0.1676,0.078843,0.51257,0.18783,0.1331,0.20297,0.15414,0.24,0.18226,1,0.32141,0.097775,0.13149,-0.03543,0.16866,0.10222,0.12977,0.36859,0.099029,-0.13607,0.20533,-0.00053498,0.11929,0.24081,0.050761,0.096165,0.087599,-0.044605,0.12448,0.11778,-0.14792,-0.099765,-0.19246,-0.042617,0.23902,-0.019071,-0.081855,-0.10666,0.17755,0.067514,0.19088,0.023839,0.075552,0.12447,-0.12031,-0.21222,-0.24122,0.13624,-0.032714,0.023627,0.03088,0.32506,-0.31933,-0.13554,0.079764,-0.034186,0.026662,-0.030242,0.061566,-0.059491,-0.034284,-0.13104,0.061946,-0.03687,0.21087,-0.20836,-0.095366,-0.24278,-0.15588,-0.092549,-0.21501,-0.0067044,0.16933,0.12845,-0.01462
21,-0.23849,0.019049,-0.059142,0.15647,0.11201,0.33663,0.21672,0.054787,0.12503,0.30959,0.42393,0.37322,0.4374,0.57259,0.20465,0.31572,0.37033,0.24387,0.47643,0.46945,0.32141,1,0.41067,0.55135,0.41397,0.16752,0.24672,0.32752,0.51473,0.35846,0.089933,0.098842,0.21856,0.099599,0.44562,0.3618,0.088899,-0.070601,0.25568,0.026443,-0.027192,0.10209,-0.1752,0.069472,0.17508,-0.030114,0.018775,0.11312,0.027906,0.011154,0.12994,0.10656,-0.091505,-0.010295,0.087581,-0.07561,-0.034264,0.086894,-0.022295,-0.078532,-0.23533,0.17226,0.033889,-0.40552,0.034626,0.048411,0.033551,-0.19932,-0.06573,-0.033377,-0.23658,-0.24293,-0.0738,-0.069594,-0.40399,0.32117,-0.38873,-0.069744,0.0035662,0.13456,-0.05424,-0.082707,-0.034325,0.1035,0.21886,0.11256
22,-0.3995,-0.14032,-0.032578,0.004572,0.13655,0.14131,0.29197,0.024853,0.3311,0.23346,0.15415,0.22315,0.33172,0.3635,0.53544,0.38487,0.15591,0.34571,0.28801,0.32949,0.097775,0.41067,1,0.42734,0.36023,0.33639,0.20006,0.16355,0.31418,0.21421,0.49357,0.016745,0.13722,0.12652,0.026808,-0.12158,0.071774,0.042495,-0.046847,-0.013243,0.19512,-0.064324,-0.20087,0.30649,0.018329,-0.041477,0.0011754,0.24461,-0.10857,0.16969,0.2118,-0.091034,0.038097,0.079406,-0.035617,-0.15569,0.071545,-0.19704,0.078015,-0.25972,0.07071,-0.027615,0.067298,-0.25352,-0.18838,0.15006,0.045136,-0.25063,-0.093001,-0.18562,-0.26495,-0.049148,0.068462,-0.1106,0.10952,0.046163,-0.26354,-0.077696,0.10537,0.033244,-0.01815,-0.15044,-0.12486,0.058835,0.13955,0.050361
23,-0.22826,-0.029387,0.10837,0.0072899,-0.26009,0.19414,0.39372,0.13628,0.13401,0.14564,0.25809,0.27887,0.64073,0.31306,0.33881,0.29366,0.13159,0.24974,0.25375,0.45446,0.13149,0.55135,0.42734,1,0.47371,0.082864,0.18577,0.19656,0.51847,0.11354,0.23971,0.065919,0.40581,0.062824,0.15486,0.23057,-0.076192,0.018715,0.23562,-0.10083,-0.14031,0.0034293,0.16964,0.027591,0.12454,-0.069263,0.26019,0.12243,-0.090672,-0.029795,0.23213,0.10283,-0.027478,0.14399,0.25062,0.060283,-0.016482,-0.1576,0.12078,-0.14645,0.02184,0.17351,0.023864,-0.4177,-0.089581,-0.14628,-0.049088,-0.2176,-0.02912,0.11274,-0.049465,-0.1124,-0.18001,0.12293,-0.17429,0.28047,-0.135,-0.11483,-0.083504,-0.024206,0.09795,-0.071281,-0.0040053,0.017172,0.25115,0.13853
24,-0.068631,-0.085433,0.063936,0.14351,-0.15984,0.17778,0.428,-0.0438,0.43491,0.26219,0.32373,0.34465,0.38435,0.19983,0.38376,0.31873,0.27842,0.38476,0.35446,0.39795,-0.03543,0.41397,0.36023,0.47371,1,0.1198,0.14727,0.37392,0.23247,0.30684,0.35388,0.074283,0.26833,0.032054,0.32605,0.26167,-0.13646,0.066199,0.067093,0.22579,-0.016143,0.15721,-0.051856,0.24777,-0.036619,-0.20003,-0.072287,0.13794,-0.072505,-0.043157,0.043834,0.066681,0.13442,-0.10379,0.25705,0.38811,0.075859,-0.11715,0.020828,-0.24703,-0.17116,0.11602,0.37199,0.020721,-0.019215,0.17579,0.16494,-0.1642,-0.25673,0.060728,-0.15986,-0.1465,0.15051,-0.095229,-0.14362,0.16129,-0.20666,-0.023491,-0.031537,-0.22683,0.033944,0.03063,0.041107,0.038874,0.27572,0.17074
25,-0.29862,-0.062296,0.012107,0.029359,0.014831,-0.046101,0.15201,-0.3105,0.12585,-0.12659,0.02348,0.10199,0.31198,0.22732,0.068519,0.20348,0.32172,0.28222,0.37201,0.37498,0.16866,0.16752,0.33639,0.082864,0.1198,1,0.061111,0.16449,0.27766,0.19178,0.30554,-0.1471,-0.0066282,0.030505,0.10382,0.014781,-0.12905,0.27815,-0.20576,0.12656,0.5018,0.073316,0.057183,0.37819,0.031477,0.028694,-0.10583,0.090759,-0.093984,-0.013887,0.064651,0.031903,-0.034215,-0.1411,0.067012,-0.13646,0.076913,-0.14452,0.081604,-0.32255,-0.051699,-0.14873,0.022906,-0.12125,-0.25053,0.23841,0.015645,-0.1229,-0.22888,-0.055217,-0.11118,-0.39786,-0.050596,-0.01931,-0.20216,0.2077,-0.19976,-0.05135,-0.19469,-0.05913,-0.026719,-0.027968,0.048948,-0.13204,0.032072,-0.04104
26,-0.22913,0.012085,-0.0974,0.13562,0.15541,-0.021026,0.045461,-0.02675,-0.16477,-0.029474,-0.0053373,0.15257,0.31946,0.17774,0.23386,0.075658,0.086713,0.20299,0.44239,0.024078,0.10222,0.24672,0.20006,0.18577,0.14727,0.061111,1,0.14247,0.11118,0.43396,0.26888,-0.083056,0.15321,0.036942,-0.063027,-0.010168,-0.012099,0.089612,0.31203,0.22113,-0.037193,0.01261,-0.10881,0.069474,0.26539,0.020578,0.053687,0.30979,0.12383,-0.1552,0.0569,0.19156,-0.11708,0.012274,-0.23424,0.14555,0.22234,0.074794,-0.10319,-0.055583,-0.30858,-0.007171,-0.036397,-0.29735,0.03457,-0.014261,0.11059,0.10894,0.029708,0.091058,-0.058701,-0.056116,-0.1222,-0.19356,-0.02149,0.40865,-0.29497,-0.01034,0.10571,-0.045682,0.2386,-0.23682,0.21226,0.1911,0.25997,0.31602
27,-0.21862,0.20556,-0.039158,0.26538,-0.056735,0.092903,0.34151,0.21326,0.26682,0.14723,0.14509,0.2755,0.19855,0.2091,0.2438,0.073791,0.16104,0.12084,0.34267,0.1532,0.12977,0.32752,0.16355,0.19656,0.37392,0.16449,0.14247,1,0.18184,0.24589,0.093512,-0.029913,0.19332,0.17493,0.27058,0.23533,-0.22118,-0.10246,-0.051867,-0.026581,-0.15846,0.011368,0.045211,-0.13821,-0.081227,0.1711,-0.018678,-0.10634,-0.19738,0.27722,-0.050862,0.11278,-0.080341,-0.093551,-0.069003,-0.065,0.13789,-0.13456,0.13387,-0.0044587,0.11181,-0.12194,0.10588,-0.091681,0.096306,0.16999,0.027603,-0.029771,-0.22333,-0.13096,0.0079334,0.083764,-0.062062,-0.17707,-0.36923,0.00075986,-0.10706,-0.0080319,0.32301,0.15027,0.0076054,-0.051591,0.24994,0.15036,0.1832,0.13407
28,-0.10619,0.051634,0.063385,0.25275,-0.14133,0.075777,0.29555,0.1779,0.11244,0.014231,0.29701,0.17899,0.48835,0.43252,0.097965,0.36766,0.18229,0.40186,0.27365,0.43586,0.36859,0.51473,0.31418,0.51847,0.23247,0.27766,0.11118,0.18184,1,0.20934,0.03305,-0.11641,0.30585,0.010547,0.22347,0.31007,-0.071667,0.2558,-0.0082634,0.10824,0.1057,0.23898,-0.073997,-0.091124,0.12008,0.14195,-0.062916,0.037532,-0.040584,0.043886,0.21735,0.20728,0.022471,0.044104,-0.0026638,-0.25288,-0.096164,-0.049335,0.14424,-0.084592,-0.23793,0.042589,0.11246,-0.56328,-0.17115,-0.22841,0.021196,0.076524,-0.10735,0.0009631,-0.28227,-0.20405,-0.14076,0.09732,-0.29717,0.27575,-0.27534,0.019509,0.16819,-0.11412,0.09904,-0.12034,0.031778,0.18222,0.24817,-0.043519
29,-0.16807,0.0056852,0.12103,0.27044,0.10911,0.10019,0.13757,-0.31102,0.14032,0.28537,0.24056,0.27814,0.33919,0.35119,0.20892,0.16135,0.32745,0.18488,0.39505,0.0423,0.099029,0.35846,0.21421,0.11354,0.30684,0.19178,0.43396,0.24589,0.20934,1,0.23509,-0.024078,0.18939,0.12028,0.29104,0.21068,0.28921,0.2016,0.27854,0.25255,0.25249,0.21881,-0.044606,-0.094674,0.13781,0.17767,0.21248,0.053332,0.042087,-0.070505,-0.26882,0.093514,0.085172,-0.30989,-0.15838,0.13009,-0.18189,0.013515,-0.053386,0.041592,-0.30105,0.066557,0.31412,-0.097574,-0.0015866,0.29304,0.099301,-0.00076096,0.055883,-0.10657,-0.078943,0.024473,-0.05088,-0.040747,-0.13267,0.25334,-0.5808,0.0018243,0.20215,-0.075848,-0.029175,-0.058362,0.16308,0.22005,0.35711,-0.028039
30,-0.47262,-0.25707,-0.13332,-0.11179,-0.095155,0.076775,0.29808,-0.17753,0.14345,0.12868,0.10466,0.24202,0.15216,-0.086667,0.33102,0.3539,0.38082,0.16657,0.17657,0.18369,-0.13607,0.089933,0.49357,0.23971,0.35388,0.30554,0.26888,0.093512,0.03305,0.23509,1,-0.042632,0.080769,0.27558,-0.09969,-0.029771,0.026551,0.14273,0.16208,0.39259,0.084581,-0.049181,-0.043817,0.163,0.00097417,-0.22904,-0.084144,0.065159,0.085072,-0.20502,0.053687,-0.047732,0.16611,0.055661,-0.045729,0.064634,0.17313,-0.29155,-0.0258,-0.055808,-0.22159,-0.045932,0.0047228,-0.031499,0.09358,0.12246,0.024073,0.017824,-0.023688,-0.20808,-0.12225,-0.22467,0.059984,-0.14307,-0.06328,0.12434,-0.15251,-0.16018,-0.092028,-0.12655,0.023209,-0.067976,0.1235,-0.0014761,0.24617,-0.026687
31,0.16809,0.035777,-0.070636,0.15904,0.18197,-0.030733,0.10079,0.078729,0.055341,0.38593,0.10984,0.22358,0.045633,0.24755,0.082311,0.0094717,0.021733,0.072723,0.12649,-0.041229,0.20533,0.098842,0.016745,0.065919,0.074283,-0.1471,-0.083056,-0.029913,-0.11641,-0.024078,-0.042632,1,0.026011,-0.20159,0.15352,0.076351,0.24577,-0.3743,0.082422,-0.086625,0.029291,-0.080465,-0.066044,-0.027277,-0.039168,-0.033929,0.029232,-0.020141,-0.087055,0.33344,0.069021,0.0092611,-0.0033031,0.034902,0.2397,0.085203,0.038452,-0.0029358,-0.00062546,-0.23038,0.064532,0.25971,0.097608,0.10406,0.28447,0.097142,-0.043966,-0.013503,0.023082,0.03545,0.0082897,0.050434,-0.22918,-0.15325,-0.052016,0.086989,-0.062028,-0.081942,0.086671,-0.045929,-0.11824,-0.20111,0.038497,-0.030941,0.1664,0.23402
32,-0.16226,-0.088099,0.30611,0.081943,-0.016167,-0.018652,0.28528,0.11273,0.19085,0.017518,0.29574,0.19978,0.37964,0.070019,-0.005687,0.42955,-0.051563,-0.014399,0.177,0.27795,-0.00053498,0.21856,0.13722,0.40581,0.26833,-0.0066282,0.15321,0.19332,0.30585,0.18939,0.080769,0.026011,1,0.085319,0.26278,0.43112,-0.17763,-0.3825,-0.13846,0.017568,0.047283,0.088787,0.23379,-0.090051,-0.016082,0.039733,0.19651,0.14561,-0.18384,-0.14908,0.19324,0.024683,-0.10927,0.061945,-0.026982,0.14582,-0.084632,0.044523,-0.072752,-0.053829,0.15452,0.10644,-0.13185,-0.044761,0.23393,-0.1291,0.21362,-0.05275,-0.1823,-0.0050075,-0.0345,-0.047912,-0.042106,-0.10904,-0.093368,-0.0058421,-0.17687,-0.036559,0.13208,-0.052029,0.01985,0.15719,0.020602,0.010734,0.34855,0.29694
33,-0.22808,-0.2203,-0.14459,-0.094537,0.02144,0.27893,-0.0052174,-0.25222,0.033308,0.035864,0.22397,0.033659,0.090579,0.072442,0.063902,0.17606,0.25596,-0.19046,0.016403,0.14876,0.11929,0.099599,0.12652,0.062824,0.032054,0.030505,0.036942,0.17493,0.010547,0.12028,0.27558,-0.20159,0.085319,1,0.058432,-0.029153,0.12047,0.053491,0.017234,0.077005,0.048966,-0.018951,0.17767,-0.09614,-0.15892,-0.12734,-0.10953,0.11665,0.23104,-0.099053,-0.21833,-0.02673,0.033825,-0.16216,-0.11269,-0.30132,0.22279,-0.15779,-0.11009,0.16443,0.014722,0.04924,-0.049694,0.0039886,0.10053,0.092483,-0.0047809,-0.063152,-0.012674,-0.17182,0.061332,-0.086473,0.12018,-0.1895,-0.2313,-0.12252,-0.19914,-0.13775,-0.043873,0.16244,0.17973,0.050454,0.26159,0.057081,-0.019971,0.042869
34,0.027858,0.23225,-0.032227,0.30647,0.022887,0.085675,0.29856,-0.078839,0.063567,0.16606,0.24466,0.48303,0.26471,0.33548,-0.14061,0.092142,0.20542,0.056223,0.212,0.30749,0.24081,0.44562,0.026808,0.15486,0.32605,0.10382,-0.063027,0.27058,0.22347,0.29104,-0.09969,0.15352,0.26278,0.058432,1,0.43066,0.00018062,-0.12434,0.076122,0.14947,0.067618,0.16208,-0.12664,0.011751,0.061139,-0.0089733,0.14503,-0.073616,-0.047019,0.20647,-0.089445,0.1281,0.17878,0.010033,-0.012159,0.12257,-0.10849,0.17326,-0.042697,-0.15797,-0.1514,0.11155,-0.046436,-0.12787,0.15515,0.30077,0.026368,-0.23287,-0.12073,-0.0075493,-0.20312,-0.029644,-0.051116,0.1021,-0.22368,0.057737,-0.26,-0.042812,0.11654,-0.18629,-0.11556,0.26987,0.16885,0.24489,0.23024,-0.027149
35,0.25391,0.11041,0.28485,0.49447,-0.0080677,0.12973,0.27105,0.082424,0.18042,0.18366,0.29985,0.27151,0.18112,0.26914,-0.093431,0.17864,0.14814,0.063054,0.14152,-0.0011622,0.050761,0.3618,-0.12158,0.23057,0.26167,0.014781,-0.010168,0.23533,0.31007,0.21068,-0.029771,0.076351,0.43112,-0.029153,0.43066,1,-0.082942,-0.15868,0.18767,0.16847,0.095548,0.31026,0.1792,-0.22181,-0.025113,0.051147,0.031812,0.017522,-0.081394,0.047834,-0.049485,0.50693,-0.033513,0.11855,0.021394,0.25842,0.0054686,0.10319,0.19075,0.12606,-0.029589,-0.031502,0.11942,-0.023676,0.49084,-0.14768,-0.027346,0.19375,0.0040134,0.23685,0.027053,0.057916,-0.19219,-0.050548,-0.35182,0.12557,-0.21959,-0.12623,0.073386,0.16749,0.18765,0.057958,0.077501,0.13588,0.18896,0.05898
36,-0.058434,-0.21624,0.050846,0.077358,0.018255,0.0027429,-0.31568,-0.36512,-0.093237,0.17659,-0.076475,0.24084,-0.23058,0.30568,0.015487,-0.26895,0.1267,0.025709,0.1529,-0.15663,0.096165,0.088899,0.071774,-0.076192,-0.13646,-0.12905,-0.012099,-0.22118,-0.071667,0.28921,0.026551,0.24577,-0.17763,0.12047,0.00018062,-0.082942,1,0.16727,0.35497,-0.14311,0.11694,0.085506,-0.16919,-0.067178,-0.19591,-0.08329,0.14828,0.029299,0.053191,0.14685,-0.040969,0.061416,0.0071682,-0.07363,-0.018165,-0.036671,-0.21039,-0.083651,-0.25328,-0.20294,-0.32767,0.061853,0.066089,-0.12091,-0.085899,-0.10501,-0.16194,-0.13244,0.051956,-0.16124,0.015362,0.039191,-0.049301,-0.21998,-0.033247,-0.012083,-0.20966,0.11906,-0.12536,0.16252,-0.12817,-0.2205,-0.073459,0.04897,-0.040187,-0.29278
37,0.085607,0.12243,-0.035048,0.074815,-0.18702,-0.1175,0.077447,-0.29374,0.0065826,-0.11088,-0.15133,-0.012063,0.060006,0.04855,0.14765,-0.26511,0.019513,0.067142,0.061642,0.077688,0.087599,-0.070601,0.042495,0.018715,0.066199,0.27815,0.089612,-0.10246,0.2558,0.2016,0.14273,-0.3743,-0.3825,0.053491,-0.12434,-0.15868,0.16727,1,0.17181,0.094708,0.18824,0.14703,-0.040228,0.0077616,0.058994,0.10345,-0.14358,-0.079343,0.0019246,-0.055944,0.0032702,0.22072,0.070781,-0.062183,0.003223,-0.060936,0.045057,-0.18267,0.043333,-0.024988,-0.31041,-0.068029,0.39585,-0.29797,-0.5137,0.034891,-0.10675,-0.17116,0.25318,-0.19794,-0.13149,-0.15358,0.18678,0.16465,0.051838,0.31875,0.061253,0.095262,-0.27528,-0.23965,0.098807,-0.08639,0.15791,0.079921,-0.0039667,-0.32872
38,0.039287,-0.19429,-0.24033,0.22509,-0.087697,0.10837,-0.0032251,-0.092811,-0.02073,0.20486,-0.062108,0.23775,-0.015949,0.22357,0.010157,-0.077872,0.12074,-0.025926,0.020654,0.0067983,-0.044605,0.25568,-0.046847,0.23562,0.067093,-0.20576,0.31203,-0.051867,-0.0082634,0.27854,0.16208,0.082422,-0.13846,0.017234,0.076122,0.18767,0.35497,0.17181,1,0.040207,-0.065819,0.16984,0.094207,-0.090409,0.11809,0.0082495,0.095203,0.13476,0.0049147,-0.051371,0.046819,0.38963,0.009129,0.0033464,0.058486,0.22324,0.042415,0.12126,-0.1834,0.045073,-0.46058,0.16246,0.098305,-0.26004,0.2339,0.036416,-0.14,0.033739,0.3101,0.0028677,0.12199,0.090706,-0.063909,0.13675,-0.16307,0.27899,-0.025527,0.030641,-0.092377,0.28524,-0.087933,-0.061512,0.16666,0.060919,0.1181,-0.12618
39,0.013733,-0.085126,-0.20733,0.26968,-0.0066655,0.11716,0.30666,-0.085556,0.032106,0.3079,0.2754,0.14399,-0.020336,-0.0059962,0.00074539,0.40362,0.28839,0.06073,0.21744,0.031706,0.12448,0.026443,-0.013243,-0.10083,0.22579,0.12656,0.22113,-0.026581,0.10824,0.25255,0.39259,-0.086625,0.017568,0.077005,0.14947,0.16847,-0.14311,0.094708,0.040207,1,0.097627,0.1307,-0.21945,-0.13506,-0.13258,-0.049839,-0.084528,0.028109,0.12921,-0.22178,-0.076137,0.19485,0.1417,0.17325,-0.1742,0.07338,-0.0065338,0.095394,0.13595,0.00366,-0.15457,-0.12643,0.075633,-0.049414,0.15961,0.30863,0.34184,0.25363,0.30738,0.11493,-0.16366,0.030395,0.19864,0.07928,-0.017598,0.20986,-0.35171,0.13918,-0.03,-0.27985,0.20222,0.21691,0.035437,0.0044412,0.098687,-0.20966
40,0.0094694,-0.26042,0.18382,0.35019,0.15199,0.082799,-0.06795,-0.1993,0.11413,-0.073458,-0.2023,0.05401,0.097468,0.28586,0.12094,0.24817,0.02728,0.043469,0.11974,0.21431,0.11778,-0.027192,0.19512,-0.14031,-0.016143,0.5018,-0.037193,-0.15846,0.1057,0.25249,0.084581,0.029291,0.047283,0.048966,0.067618,0.095548,0.11694,0.18824,-0.065819,0.097627,1,0.23341,0.090433,0.21464,-0.1388,0.1598,-0.06001,0.11497,-0.094076,-0.11517,-0.048177,0.083763,0.079159,0.043873,-0.070102,0.036721,0.029047,-0.11774,-0.18603,-0.3253,0.080364,-0.035708,0.26747,0.067787,-0.24873,0.22215,-0.051863,-0.10031,-0.0019203,-0.012174,0.074129,-0.25031,-0.029032,0.14537,0.052414,0.16053,-0.25227,-0.05878,-0.27531,-0.12098,-0.1205,-0.060792,0.014101,-0.2421,0.027637,-0.005447
41,0.24186,0.040108,0.23176,0.37003,0.19951,0.057982,-0.01683,-0.094507,0.086418,0.001549,0.35306,0.028799,0.18528,-0.0080645,-0.15648,0.057568,-0.050871,-0.030554,0.16047,-0.10116,-0.14792,0.10209,-0.064324,0.0034293,0.15721,0.073316,0.01261,0.011368,0.23898,0.21881,-0.049181,-0.080465,0.088787,-0.018951,0.16208,0.31026,0.085506,0.14703,0.16984,0.1307,0.23341,1,0.15568,-0.022161,0.023993,0.11638,-0.22237,0.10518,-0.19802,0.11022,0.23304,0.36309,0.31685,0.049842,-0.16787,0.10525,0.14175,0.094921,0.14294,-0.18915,-0.34258,-0.084688,-0.014133,0.059285,-0.028396,0.028521,0.0071331,0.046104,0.027508,-0.17523,0.00089607,-0.18867,0.33691,0.0498,-0.04507,0.22822,-0.059667,0.38639,-0.0010933,0.049009,0.15004,0.21447,0.098916,0.056196,0.0057671,-0.0085456
42,0.0085217,-0.15998,0.061212,-0.09652,-0.18534,0.017059,0.063374,-0.22618,0.0094469,-0.19931,0.040885,0.014729,0.21232,-0.13466,-0.0057615,-0.10401,-0.12067,-0.10807,-0.13692,-0.0037398,-0.099765,-0.1752,-0.20087,0.16964,-0.051856,0.057183,-0.10881,0.045211,-0.073997,-0.044606,-0.043817,-0.066044,0.23379,0.17767,-0.12664,0.1792,-0.16919,-0.040228,0.094207,-0.21945,0.090433,0.15568,1,-0.15923,-0.095981,0.12117,0.036614,0.1182,-0.14532,-0.094078,0.28439,-0.003244,0.028264,-0.044702,0.24461,0.022921,0.25521,-0.084725,0.024306,0.091573,0.086002,-0.036873,0.011971,0.14361,0.13945,-0.021179,-0.11712,-0.069302,0.027413,0.28878,0.33443,-0.012857,-0.056538,-0.059974,0.011016,-0.18348,0.12138,-0.11105,-0.067648,0.15538,0.062349,0.21035,0.036279,0.04124,-0.04581,0.022744
43,-0.08712,-0.10015,0.0982,-0.12665,0.11108,0.045178,-0.069151,-0.0094976,0.14273,-0.2892,0.0049323,0.13177,0.085604,0.15938,0.26816,0.065427,-0.043886,0.13384,0.066577,0.15205,-0.19246,0.069472,0.30649,0.027591,0.24777,0.37819,0.069474,-0.13821,-0.091124,-0.094674,0.163,-0.027277,-0.090051,-0.09614,0.011751,-0.22181,-0.067178,0.0077616,-0.090409,-0.13506,0.21464,-0.022161,-0.15923,1,-0.019609,-0.46325,-0.0045536,0.40233,-0.14011,-0.057751,-0.043072,0.012575,0.0068959,-0.15685,0.053108,0.11602,0.11048,0.05989,-0.21822,-0.15987,0.025365,-0.1072,-0.087169,0.11834,-0.22962,0.12354,-0.17405,-0.12981,-0.26906,-0.019022,-0.17958,-0.20513,0.11312,0.059761,0.059986,-0.083614,0.081192,0.03374,-0.19023,-0.068748,-0.359,0.052788,-0.1077,-0.13251,0.05692,0.1516
44,0.011444,0.37474,-0.097905,-0.00015982,0.054311,-0.1415,-0.085141,-0.051663,-0.094927,0.0069624,0.048658,-0.09342,0.18028,-0.18103,-0.11999,-0.055197,-0.066038,-0.053883,0.071912,0.04546,-0.042617,0.17508,0.018329,0.12454,-0.036619,0.031477,0.26539,-0.081227,0.12008,0.13781,0.00097417,-0.039168,-0.016082,-0.15892,0.061139,-0.025113,-0.19591,0.058994,0.11809,-0.13258,-0.1388,0.023993,-0.095981,-0.019609,1,0.058591,-0.15652,-0.23635,0.17695,-0.17826,-0.11538,0.02963,0.14373,-0.14521,-0.083317,0.19514,-0.013759,0.16598,-0.21435,0.14149,-0.16364,0.33391,0.021049,-0.10332,0.14728,-0.15016,0.22983,-0.031907,-0.02059,0.019421,-0.041147,0.0020113,-0.28115,-0.060631,-0.087498,0.23449,0.052813,-0.1669,0.19646,-0.016588,0.23107,-0.03323,0.50774,0.26656,0.072051,0.31792
45,0.016398,0.1171,0.021107,0.14839,0.19274,-0.16258,0.19594,0.064174,-0.028147,0.14544,-0.027468,-0.10495,0.25837,0.20254,-0.13381,0.12513,-0.20818,0.063103,0.12571,0.0032439,0.23902,-0.030114,-0.041477,-0.069263,-0.20003,0.028694,0.020578,0.1711,0.14195,0.17767,-0.22904,-0.033929,0.039733,-0.12734,-0.0089733,0.051147,-0.08329,0.10345,0.0082495,-0.049839,0.1598,0.11638,0.12117,-0.46325,0.058591,1,0.087529,-0.1609,0.078868,0.34117,0.14337,-0.017113,-0.17,0.018243,-0.10261,-0.063664,0.045799,-0.091304,0.16342,-0.060364,0.048475,0.1779,0.18178,-0.057902,-0.23684,0.12456,0.20997,0.23316,0.074772,-0.21525,0.10928,0.26358,0.02631,0.091833,0.17744,0.10111,-0.10658,0.17087,0.21907,0.017641,0.19877,-0.04604,-0.037602,0.15514,-0.060149,-0.040725
46,-0.1002,0.049731,0.1842,0.075348,-0.12217,0.15186,0.17337,-0.035762,-0.0062458,-0.065282,-0.015969,0.30513,0.19197,0.25286,0.15739,-0.19582,-0.17917,0.17267,-0.15156,-0.029354,-0.019071,0.018775,0.0011754,0.26019,-0.072287,-0.10583,0.053687,-0.018678,-0.062916,0.21248,-0.084144,0.029232,0.19651,-0.10953,0.14503,0.031812,0.14828,-0.14358,0.095203,-0.084528,-0.06001,-0.22237,0.036614,-0.0045536,-0.15652,0.087529,1,0.049989,0.0364,0.1079,0.059165,0.066612,-0.20443,0.13442,0.10515,0.19189,-0.21772,0.09261,-0.13876,0.050231,0.15129,-0.10237,-0.1115,-0.079121,0.02535,0.014009,-0.072054,-0.092545,0.073962,-0.0065461,-0.013202,0.33007,-0.065545,0.24081,0.22152,0.057569,-0.22189,-0.035845,0.054651,0.13173,0.0016298,0.090404,-0.30743,-0.01183,0.21866,-0.10475
47,-0.067903,-0.26143,0.093015,-0.044145,0.038883,0.13783,0.19119,0.084791,0.033413,-0.13458,0.16777,0.044514,0.28549,0.25673,0.22956,0.12612,-0.0065454,0.0074772,0.24713,0.12081,-0.081855,0.11312,0.24461,0.12243,0.13794,0.090759,0.30979,-0.10634,0.037532,0.053332,0.065159,-0.020141,0.14561,0.11665,-0.073616,0.017522,0.029299,-0.079343,0.13476,0.028109,0.11497,0.10518,0.1182,0.40233,-0.23635,-0.1609,0.049989,1,0.041643,0.066395,0.14498,0.13944,-0.22704,-0.077473,-0.045679,-0.0064991,0.23777,-0.00015279,0.030916,-0.18605,-0.10372,-0.11176,-0.083422,0.21799,0.0048625,-0.044057,-0.010956,0.066189,0.087696,-0.02868,-0.22759,-0.058759,0.23603,-0.00031316,0.32663,-0.011259,-0.040804,0.072441,0.049331,0.027036,-0.12275,0.029023,-0.13574,-0.16151,-0.22893,0.24695
48,-0.027903,0.058448,-0.30812,-0.16671,0.00096292,0.043406,-0.17983,-0.11127,-0.10245,-0.081653,0.022013,-0.070701,0.08103,-0.048256,-0.28937,0.11682,0.17664,-0.16327,0.0038628,0.037253,-0.10666,0.027906,-0.10857,-0.090672,-0.072505,-0.093984,0.12383,-0.19738,-0.040584,0.042087,0.085072,-0.087055,-0.18384,0.23104,-0.047019,-0.081394,0.053191,0.0019246,0.0049147,0.12921,-0.094076,-0.19802,-0.14532,-0.14011,0.17695,0.078868,0.0364,0.041643,1,-0.14771,-0.14648,-0.14337,-0.25336,0.0056532,0.16479,-0.14402,0.25349,0.039428,-0.1499,0.053938,-0.20091,0.098229,-0.19769,0.048297,0.12629,-0.16577,0.40837,0.10448,0.030498,0.1238,-0.33942,-0.0083588,-0.25155,-0.011546,0.034139,0.054854,-0.26564,-0.28989,0.12193,0.021356,0.36598,0.033043,0.051059,-0.088893,-0.18081,0.14881
