,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162
43,0.67752,0.70901,0.70376,0.6869,0.7124,0.74143,0.67236,0.66781,0.617,0.68542,0.68238,0.77662,0.62302,0.70236,0.69824,0.59617,0.65531,0.65356,0.65409,0.66146,0.64134,0.47454,0.63697,0.70899,0.6872,0.66529,0.70899,0.69164,0.51814,0.62519,0.62861,0.64718,0.65076,0.64684,0.61621,0.61439,0.60202,0.63455,0.64547,0.62451,0.61347,0.61315,0.52443,1,0.52043,0.57212,0.57773,0.49497,0.4548,0.36466,0.4088,0.41502,0.41785,0.50098,0.23609,0.19299,0.36797,0.36674,0.33764,0.2786,0.36075,0.10235,0.19267,0.14262,0.35959,0.34762,0.3272,0.082237,-0.051668,0.27264,0.15091,0.28591,0.33574,0.117,0.16211,0.13608,0.27845,0.049098,0.19508,0.26861,0.040733,0.20583,0.20764,0.2681,-0.01719,0.016067,0.10825,0.34191,0.00036839,0.10165,0.005877,0.011473,0.068771,0.28279,0.32317,-0.055649,0.25917,0.19397,-0.11119,0.092162,0.18379,0.15742,0.12015,-0.22645,0.15629,-0.028229,0.10658,0.18389,0.037173,0.037059,0.2286,0.012481,0.039863,-0.067322,0.24465,-0.16984,0.18225,0.15847,0.099339,-0.19829,-0.19464,0.061964,-0.0012574,-0.23183,0.095512,0.26893,0.16382,0.10538,0.056919,-0.095598,0.0050389,-0.43683,-0.20052,0.040444,-0.098885,0.11163,-0.084488,0.20422,0.092673,-0.13559,-0.063984,0.27228,-0.1332,-0.26865,0.10397,-0.020939,0.12738,0.0018625,-0.38623,0.18032,-0.084764,0.13281,0.35002,0.16486,-0.12545,0.14665,0.049537,0.096855,0.13312,0.22101,-0.46116,0.22176,0.03034
44,0.60352,0.61237,0.58187,0.54602,0.5947,0.57461,0.63959,0.57464,0.59787,0.52521,0.60155,0.56519,0.54138,0.60688,0.59585,0.48662,0.55839,0.61544,0.5024,0.53988,0.4542,0.49479,0.45274,0.68174,0.55916,0.64195,0.60448,0.61835,0.45137,0.63949,0.59329,0.59049,0.46448,0.63713,0.5738,0.52657,0.51648,0.49825,0.55874,0.55608,0.54528,0.55419,0.42157,0.52043,1,0.46868,0.39418,0.47153,0.43288,0.37896,0.43641,0.37414,0.3137,0.45421,0.36387,0.053371,0.60309,0.094219,0.32006,0.19819,0.32536,0.08226,0.30476,0.030421,0.25073,0.33234,0.41678,0.024426,-0.12555,0.16467,0.0043258,0.13007,0.4453,0.23325,0.18679,0.33582,0.14071,0.2129,-0.041305,0.052537,-0.13223,0.080968,0.20946,0.11496,0.1214,0.081324,0.016623,0.27084,0.12288,0.10601,0.12105,0.15324,-0.0093123,0.12238,0.17847,-0.010908,0.063796,0.20233,-0.19214,-0.10495,0.26259,-0.049506,0.037194,-0.063535,0.17886,-0.06706,0.11435,0.17152,-0.010532,0.12463,0.23161,0.05408,0.071291,0.1443,0.40686,-0.10508,-0.011834,0.030066,-0.065241,-0.13345,-0.037435,0.22985,0.17581,-0.29075,0.035996,0.223,0.054201,0.16773,0.16681,-0.00628,-0.095752,-0.16359,-0.20453,0.09658,0.0069693,-0.12452,-0.09388,0.16177,0.14091,-0.053677,-0.23387,0.41701,-0.011177,-0.25643,-0.10297,0.067173,0.10399,-0.12134,-0.25651,0.047267,-0.20758,0.12379,0.24399,0.23481,-0.24753,0.10976,0.002164,0.10264,-0.063416,-0.1213,-0.43913,0.036179,0.1819
45,0.71291,0.68377,0.7294,0.63147,0.647,0.71091,0.78092,0.6423,0.66639,0.76794,0.67551,0.61965,0.63269,0.61371,0.65931,0.70334,0.68024,0.61108,0.60153,0.68259,0.69247,0.69932,0.60998,0.68338,0.59864,0.67144,0.70577,0.65519,0.56924,0.62273,0.53158,0.58044,0.57723,0.66033,0.61119,0.521,0.61288,0.71419,0.56727,0.57881,0.53363,0.63544,0.53309,0.57212,0.46868,1,0.44911,0.50972,0.57914,0.34921,0.45703,0.37924,0.25877,0.4855,0.26247,0.26698,0.59855,0.31699,0.25898,0.40963,0.20013,0.33722,0.41817,0.12317,0.29488,0.22567,0.20626,0.34105,-0.18732,0.18693,0.23194,0.22615,0.21308,0.39126,0.35431,0.37055,0.22621,0.14731,0.30838,0.17366,0.062957,0.085689,-0.037395,0.32308,-0.014077,0.0013126,0.09659,0.12758,-0.079078,0.41936,0.041907,0.19235,0.095038,0.26268,0.19858,-0.025954,0.45548,0.25028,-0.12926,0.02301,-0.0076819,0.14929,-0.058269,-0.044697,0.21537,-0.058503,0.12285,0.11014,-0.035034,0.241,0.1941,0.15659,0.11757,-0.0093991,0.25877,-0.011972,0.25045,0.15379,0.067859,-0.098074,-0.069964,-0.045559,0.036342,-0.25862,0.187,0.0054518,-0.016745,0.1305,-0.060152,-0.19038,-0.013153,-0.3377,-0.16827,0.11595,0.08885,-0.066173,0.07643,0.11776,0.023502,-0.014884,-0.088431,0.15623,-0.031191,-0.31491,-0.067382,0.065883,-0.10009,0.011281,-0.23484,0.040837,0.0050856,0.020339,0.21988,0.20482,-0.16844,0.10664,0.1415,-0.040664,-0.15007,0.092984,-0.33611,0.30467,0.20743
46,0.58286,0.62952,0.7008,0.47637,0.5746,0.52928,0.5931,0.52133,0.5308,0.60444,0.58864,0.65662,0.5284,0.6434,0.66488,0.54706,0.5672,0.63492,0.62646,0.6932,0.48251,0.48258,0.54351,0.59369,0.60875,0.59379,0.66218,0.63588,0.52445,0.46292,0.55523,0.5327,0.59561,0.53166,0.48188,0.62922,0.58486,0.5011,0.52788,0.52412,0.56645,0.17457,0.36972,0.57773,0.39418,0.44911,1,0.4915,0.51805,0.53025,0.3211,0.41278,0.5319,0.55761,0.31655,0.24366,0.22452,0.16606,0.44075,0.044018,0.27602,0.079314,0.40347,0.14509,0.12745,0.2924,0.14695,0.042099,-0.14006,0.19748,0.0035936,0.13227,0.02419,0.21348,-0.0022663,0.10518,0.055364,0.30885,0.17219,0.20434,0.17427,0.095522,0.28687,0.057289,0.096895,0.12738,-0.10642,0.18507,0.14343,0.21641,0.013727,0.2281,0.039963,0.061885,0.2268,-0.11138,0.01926,0.16181,-0.177,0.029592,0.16048,-0.042909,0.09834,0.053217,0.016076,-0.2624,0.083053,0.32987,0.091989,0.079273,0.057915,-0.038,-0.12036,-0.10104,0.31325,-0.2244,0.097376,0.0091735,0.16146,-0.11861,-0.076572,-0.052957,-0.037097,-0.31394,0.24728,0.097229,0.042947,0.023275,0.04009,0.036136,-0.075215,-0.12835,0.035595,0.0062503,-0.081788,-0.1207,0.10915,-0.18756,0.050656,-0.0067652,0.048635,0.24573,0.20262,-0.14167,0.060538,-0.17564,-0.10048,-0.21126,-0.19706,0.039853,0.23279,0.20958,0.1629,0.16392,-0.078485,-0.035487,0.091457,0.19597,0.052633,0.12727,-0.14799,0.16451,0.052177
47,0.69326,0.68904,0.69566,0.58538,0.59422,0.70087,0.7278,0.60941,0.60204,0.66969,0.67088,0.65292,0.5957,0.67958,0.59326,0.68333,0.69258,0.68728,0.62354,0.72178,0.53367,0.60808,0.63545,0.64729,0.68839,0.60442,0.53563,0.718,0.64927,0.61761,0.601,0.71849,0.7297,0.63341,0.69735,0.6102,0.55994,0.48361,0.53952,0.48331,0.56326,0.57923,0.52318,0.49497,0.47153,0.50972,0.4915,1,0.58839,0.51134,0.4014,0.29104,0.50799,0.60114,0.31726,0.17217,0.33523,0.31657,0.46787,0.24651,0.18203,0.19797,0.15077,0.22352,0.48143,0.24069,0.27519,0.20742,-0.076924,0.2783,0.25767,0.28458,0.28725,0.40841,0.1737,0.35749,0.29438,0.30732,0.15657,0.013773,-0.00065756,0.073529,0.13408,0.10684,0.1873,0.044779,0.0071708,0.41127,0.055922,0.19389,-0.13224,0.3555,0.36379,0.083162,0.34397,0.00801,0.25704,0.21239,-0.24248,0.16019,0.024193,-0.11177,-0.07462,-0.16005,0.34261,-0.27458,0.17237,0.16769,0.21834,0.30784,0.33718,-0.13774,0.092862,0.12182,0.19756,-0.089952,-0.019045,0.13394,-0.12026,-0.058875,0.10463,0.095782,-0.1319,-0.31707,0.077406,-0.092765,0.11747,0.078201,-0.099214,0.076369,-0.28098,-0.039638,0.073768,-0.11357,0.020994,0.23806,0.038488,0.12725,0.11154,0.029357,0.090034,0.16802,-0.20141,-0.035531,0.33789,-0.16469,0.050389,-0.15525,-0.42437,0.25881,-0.068998,0.096333,0.055789,0.21897,-0.18064,0.27502,0.23193,0.078848,0.14689,-0.093849,-0.22998,-0.0037664,-0.22406
48,0.70823,0.65493,0.68286,0.48771,0.63317,0.62725,0.73355,0.59402,0.70992,0.72288,0.58575,0.68028,0.67674,0.60601,0.69013,0.64501,0.59925,0.62185,0.61616,0.6967,0.62734,0.64898,0.60539,0.62495,0.65035,0.63837,0.57739,0.62494,0.63356,0.66259,0.44642,0.63939,0.64901,0.67911,0.59363,0.59592,0.63394,0.59115,0.57958,0.57702,0.50743,0.63198,0.52181,0.4548,0.43288,0.57914,0.51805,0.58839,1,0.57611,0.52182,0.30105,0.34613,0.4862,0.1996,0.037316,0.38924,0.42655,0.52951,0.32337,0.4047,0.29883,0.35201,0.036184,0.33479,0.31148,0.19295,0.21448,-0.054356,0.14363,0.18721,0.32071,0.19887,0.22947,0.036378,0.26214,0.28877,0.38997,0.033098,0.18067,0.13291,0.066181,0.14125,0.30514,-0.012536,0.072596,0.17963,0.2005,0.042519,0.091262,0.051933,0.38623,0.030685,0.14245,0.25261,-0.052822,0.22139,0.28256,-0.19252,-0.034582,0.0089604,-0.067564,-0.044198,0.069922,0.25072,-0.13181,0.0019533,0.27979,0.24404,0.22327,0.1006,-0.046608,0.083439,0.094523,0.014478,-0.073876,0.028647,0.056671,0.11689,-0.047256,0.089844,-0.010716,0.11051,-0.28375,0.28036,0.012362,0.22213,0.12543,0.11283,-0.01591,-0.10503,-0.085171,0.047356,0.039989,0.067131,-0.033771,-0.090956,0.36241,-0.1175,0.10497,-0.009832,0.42444,-0.086501,-0.14518,0.11756,-0.15706,-0.047706,-0.13863,-0.32106,0.02574,0.016533,0.027528,-0.012368,0.042937,-0.1524,0.16897,0.26094,-0.029331,-0.08834,0.0024492,-0.29003,0.032734,0.00057431
49,0.54147,0.51114,0.56979,0.55164,0.47784,0.54177,0.52056,0.38296,0.55084,0.55121,0.54602,0.60192,0.60059,0.50451,0.52665,0.53156,0.43839,0.62516,0.53873,0.54541,0.45506,0.4449,0.45514,0.45753,0.58869,0.46133,0.53089,0.50337,0.5277,0.49843,0.3957,0.51522,0.56963,0.66519,0.55204,0.57946,0.55965,0.36513,0.37985,0.38258,0.45779,0.32443,0.40083,0.36466,0.37896,0.34921,0.53025,0.51134,0.57611,1,0.3059,0.28629,0.36963,0.48877,0.33249,0.2874,0.34532,0.1736,0.28278,0.092924,0.11717,0.24792,0.34853,0.13573,0.27067,0.38593,0.17319,-0.089116,-0.18799,0.19242,0.17088,0.25717,0.3055,0.16789,0.19937,0.1195,-0.026083,0.28711,0.1801,0.23087,0.015963,-0.0087964,0.39366,0.22342,0.086684,-0.024632,0.19194,0.19214,0.1915,0.025995,0.033676,0.39399,0.20382,-0.019045,0.18239,-0.020068,0.089851,0.073594,-0.2825,0.15372,0.19895,-0.040688,0.026227,-0.031576,0.13015,-0.064011,0.18879,0.37546,0.080323,0.086013,0.10326,-0.074533,0.2419,0.083937,0.17658,-0.36361,0.049584,0.23206,0.19412,-0.067538,-0.13028,-0.048946,0.088267,-0.39453,0.23498,0.020099,0.31286,-0.0067258,0.089862,-0.019501,-0.17461,-0.095077,-0.048927,0.12419,-0.16781,0.27561,0.19893,0.28032,-0.09963,-0.24254,-0.15891,0.39677,0.093274,0.019668,0.061394,-0.23849,-0.077084,-0.56911,-0.26058,-0.031714,-0.19623,-0.033523,-0.020845,0.15101,-0.010038,0.012857,0.10911,0.066869,0.1848,-0.02545,-0.2005,0.13242,-0.11892
50,0.48196,0.51134,0.45671,0.49488,0.4952,0.543,0.4942,0.50969,0.46163,0.44737,0.40145,0.45453,0.43412,0.51684,0.51542,0.46329,0.40468,0.53022,0.41183,0.44214,0.47947,0.48966,0.48433,0.3931,0.53291,0.53343,0.45402,0.59162,0.56279,0.56555,0.47025,0.51273,0.4116,0.57573,0.32355,0.39272,0.40584,0.53224,0.53196,0.45338,0.38024,0.5025,0.37385,0.4088,0.43641,0.45703,0.3211,0.4014,0.52182,0.3059,1,0.24091,0.27928,0.36879,0.25431,0.074067,0.48906,0.16893,0.52454,0.15834,0.37927,0.15779,0.067217,-0.3047,0.27523,0.14584,0.19471,0.11269,0.14055,0.4053,0.11928,0.090982,0.19867,0.22118,0.12707,0.065236,0.23278,0.27852,0.22028,-0.18377,0.14414,0.14691,0.090729,0.11274,0.029988,0.055541,0.20653,0.17338,0.0015591,0.21091,0.021517,0.31852,0.0041132,0.082473,-0.08516,-0.03017,0.11518,0.19225,-0.37833,0.072895,-0.090118,-0.034035,-0.064407,-0.15414,0.14331,-0.068173,0.058112,0.27062,0.1557,0.059881,0.011598,-0.050261,0.30098,0.084367,0.18221,-0.10609,0.23915,-0.18016,-0.035637,-0.25476,0.15339,0.22368,-0.066355,-0.3511,0.15733,0.016828,0.31699,0.20763,0.16581,0.11032,-0.064985,-0.26545,-0.036498,0.22142,0.19065,0.013648,-0.17429,0.11866,0.23704,0.02908,0.017288,0.21699,0.020536,-0.26732,-0.02946,0.037712,-0.064025,-0.066331,-0.38301,-0.012627,-0.12003,0.24695,0.1055,0.11639,0.10029,-0.093002,-0.011557,0.017604,-0.13887,0.18,-0.36737,0.11842,0.18623
51,0.37489,0.48103,0.51289,0.47026,0.57366,0.39342,0.48528,0.43556,0.47871,0.54959,0.54762,0.39657,0.47451,0.42639,0.43363,0.49741,0.34975,0.41601,0.51527,0.43576,0.4858,0.53748,0.42607,0.44199,0.48965,0.49234,0.57172,0.46402,0.50355,0.42351,0.41521,0.48022,0.42516,0.40406,0.53172,0.46123,0.46252,0.43218,0.51018,0.5011,0.36019,0.27985,0.57824,0.41502,0.37414,0.37924,0.41278,0.29104,0.30105,0.28629,0.24091,1,0.25503,0.35504,0.32282,0.42945,0.26623,0.3391,0.29113,0.18152,0.34985,0.19933,0.30779,0.12928,0.12288,4.1822e-05,0.24698,0.082127,0.025715,0.092036,-0.10582,-0.11254,0.079208,0.049293,0.13665,0.18843,0.016407,0.086327,-0.18405,0.023255,0.084924,0.33909,0.15283,0.064308,-0.13177,0.13191,-0.13073,0.19631,-0.021786,0.12491,0.044109,0.014577,0.32995,0.25777,0.13176,-0.15571,-0.12095,0.083204,-0.14782,-0.033022,0.27955,0.073084,0.28353,0.16212,0.0099796,-0.25183,0.11218,-0.03093,0.36102,0.0099975,-0.050523,-0.019688,0.18086,-0.054174,0.35639,0.096216,0.14179,0.28538,0.109,-0.021253,0.054861,-0.24477,0.19592,-0.16846,-0.059304,-0.1035,0.054197,-0.034924,-0.044683,0.17029,-0.36914,-0.21102,0.14914,0.20954,-0.19766,0.12403,0.033251,0.11627,0.026948,0.043063,-0.15249,0.29497,0.19047,-0.27472,0.060524,0.012052,-0.24415,0.018046,-0.02295,-0.14136,0.071055,0.33819,0.14424,0.22365,-0.11475,0.25648,-0.26361,0.24304,0.066652,0.017857,-0.11,0.36271,0.040987
52,0.43573,0.51136,0.55632,0.5029,0.60014,0.44267,0.489,0.49994,0.43506,0.46665,0.40371,0.56209,0.44009,0.52566,0.39282,0.48037,0.44482,0.47071,0.42328,0.48383,0.38909,0.29108,0.31721,0.40675,0.50255,0.38527,0.42089,0.53492,0.46182,0.42395,0.44587,0.40209,0.49053,0.37729,0.5377,0.50094,0.36002,0.47164,0.38374,0.3574,0.40268,0.33902,0.40276,0.41785,0.3137,0.25877,0.5319,0.50799,0.34613,0.36963,0.27928,0.25503,1,0.55666,0.2996,0.15072,0.16876,0.27286,0.34008,-0.085395,0.18404,0.11127,0.28952,0.077271,0.40094,0.16212,0.27783,0.18714,-0.025515,0.26324,0.15386,0.1738,0.072162,0.16568,0.11854,-0.16836,-0.022053,0.092478,-0.036195,0.17415,-0.13398,0.21133,0.37795,0.077239,0.10818,0.10581,-0.015438,0.20474,0.17325,0.088395,-0.058404,0.2583,0.1782,0.22683,0.31384,0.019259,0.077282,0.15658,-0.31509,-0.085037,0.10693,-0.034196,-0.0047593,0.21895,0.0041071,-0.16093,-0.00041888,0.14105,0.059685,0.075019,0.15222,0.12013,0.18855,0.27129,0.129,-0.17874,0.15866,-0.13698,0.16617,-0.28147,-0.077302,0.15237,-0.044236,-0.33716,-0.010351,0.15734,0.077412,0.18841,0.024035,-0.23746,-0.13681,0.13273,-0.071924,-0.01768,-0.0095,0.0066555,0.2067,-0.050356,0.10989,0.00021095,0.034236,0.18561,-0.26572,-0.096324,0.184,-0.12907,-0.0011905,-0.26166,-0.048867,0.36555,0.16987,0.0078239,-0.041662,0.22038,-0.18025,0.11743,0.2603,0.30205,0.19121,0.28297,-0.046483,-0.082487,-0.19869
53,0.69842,0.60671,0.66392,0.52352,0.5837,0.58802,0.67303,0.6571,0.68347,0.54743,0.61279,0.64292,0.66823,0.71697,0.58168,0.62056,0.51257,0.68069,0.60586,0.61521,0.60726,0.61365,0.49964,0.61358,0.57535,0.54651,0.57363,0.68811,0.63785,0.60383,0.54478,0.58286,0.69812,0.59934,0.63471,0.7387,0.51523,0.54888,0.5576,0.43852,0.64804,0.45215,0.32866,0.50098,0.45421,0.4855,0.55761,0.60114,0.4862,0.48877,0.36879,0.35504,0.55666,1,0.42668,0.14371,0.33137,0.24284,0.38485,0.22298,0.45434,0.10589,0.37338,0.16604,0.38804,0.33832,0.31913,0.21624,-0.033063,0.37327,0.054999,0.35512,0.17364,0.45597,0.3236,0.25809,0.10309,0.063633,0.017809,0.29291,-0.068102,0.052738,0.2182,0.33417,0.10587,0.059726,0.020556,0.10642,0.046548,-0.016067,0.049096,0.29166,0.32761,0.12894,0.16713,-0.0049459,0.27961,0.18224,-0.1764,-0.015829,0.084543,-0.16019,0.023831,0.12903,0.17198,-0.14181,0.066236,0.29664,0.2978,0.25132,0.10648,-0.16345,0.12623,0.01255,0.29961,-0.21732,0.11232,0.22963,0.27524,-0.11655,0.057822,0.10081,0.075819,-0.55182,0.026753,0.13682,0.23766,0.19873,-0.049177,-0.074227,-0.10478,-0.072182,-0.086662,0.051884,0.068779,0.058586,0.027421,0.15274,0.24668,-0.11103,0.12645,0.15953,-0.17682,-0.10779,0.10656,-0.19939,-0.047248,-0.058063,-0.16056,0.24418,0.1824,0.23604,0.16752,0.084392,-0.23097,-0.050065,0.13312,0.32526,-0.023346,0.13292,-0.1746,0.029426,-0.25978
54,0.41289,0.31315,0.46892,0.53639,0.25615,0.42538,0.43165,0.3796,0.36337,0.31493,0.4034,0.27535,0.2796,0.47409,0.37078,0.41104,0.30335,0.33097,0.40212,0.30842,0.37096,0.28439,0.32421,0.36292,0.35404,0.39128,0.33211,0.54361,0.3457,0.38802,0.37818,0.35711,0.33704,0.37158,0.3898,0.43034,0.23238,0.49632,0.46423,0.14875,0.25996,0.39429,0.2357,0.23609,0.36387,0.26247,0.31655,0.31726,0.1996,0.33249,0.25431,0.32282,0.2996,0.42668,1,0.14457,0.34351,0.26181,0.14157,0.10178,0.23038,0.19209,0.12637,0.077861,0.18216,-0.09498,0.21868,0.082739,-0.098871,0.16122,-0.080419,0.32245,-0.011741,0.053321,0.35972,0.17409,-0.19614,0.41408,-0.021112,-0.022954,-0.043355,0.30122,0.10166,0.16071,0.23903,-0.036461,-0.052488,0.42345,0.067993,0.13056,0.2521,0.20087,0.22456,0.076044,0.093007,-0.23193,-0.14601,0.07501,-0.238,0.22569,0.072858,-0.036872,0.16527,0.1425,0.00090664,-0.19577,-0.14986,0.36539,-0.08537,0.12993,0.0070083,0.064729,0.072873,0.13533,0.32302,-0.05901,0.25662,0.017293,0.18744,-0.3352,-0.0078427,-0.037336,0.26139,-0.069195,-0.02935,0.040518,0.053625,0.21859,0.011814,-0.21419,-0.00072278,-0.25787,-0.14811,0.079785,0.17857,0.027478,-0.12843,0.18555,0.16667,-0.086878,0.022714,0.17057,0.083917,-0.40199,-0.0045037,-0.044606,-0.10252,0.076705,-0.032717,0.11688,0.009078,0.10436,0.0062662,0.11202,-0.024638,0.12248,-0.032258,0.36907,0.0076929,-0.035468,0.010153,0.23055,-0.22532
55,0.23035,0.30367,0.34133,0.31291,0.44723,0.22535,0.30241,0.21007,0.30217,0.28193,0.34741,0.22803,0.25562,0.27379,0.2286,0.40991,0.22742,0.27712,0.39943,0.18322,0.26464,0.32993,0.31858,0.15834,0.16474,0.29042,0.28921,0.22714,0.28645,0.22177,0.26578,0.30084,0.18865,0.38323,0.32364,0.42107,0.28938,0.41789,0.19514,0.23536,0.14467,0.10014,0.47274,0.19299,0.053371,0.26698,0.24366,0.17217,0.037316,0.2874,0.074067,0.42945,0.15072,0.14371,0.14457,1,0.21446,0.17944,0.12545,0.22026,-0.23263,0.083965,0.08453,0.11056,0.10423,0.23516,0.16529,0.12267,0.074144,0.1089,0.066418,-0.034619,0.13598,0.07004,0.23897,0.052383,-0.10297,0.20161,0.092365,0.27537,0.10437,-0.016938,0.070779,-0.14288,-0.034923,0.00014937,0.23207,0.019564,-0.082257,0.21884,0.066371,0.047571,0.17462,0.22628,0.26675,-0.0385,0.085161,-0.17053,-0.0015737,-0.050031,0.22259,0.29153,0.18163,0.081475,-0.014896,0.048536,0.17788,-0.11835,0.075605,0.097894,0.22766,-0.042496,0.070311,0.11142,0.28953,-0.00050307,0.16025,0.31187,-0.10209,0.023742,-0.27523,-0.038469,-0.1283,0.033003,-0.01979,-0.089153,0.070298,0.0086262,-0.030856,0.023708,-0.25181,-0.1586,0.14422,-0.066395,-0.073789,0.044064,0.35271,-0.031844,0.076725,-0.12986,-0.22419,-0.010162,0.07797,-0.0073331,0.015165,-0.018351,-0.10732,-0.037778,-0.10651,-0.12707,0.017112,0.19415,-0.082643,0.11287,0.14946,-0.19334,-0.19584,0.11823,-0.16422,0.13864,-0.19874,0.36221,0.16429
56,0.56544,0.56148,0.54496,0.56757,0.49778,0.59928,0.61786,0.53558,0.54026,0.55529,0.45271,0.50199,0.4902,0.474,0.46229,0.59393,0.52292,0.49808,0.49472,0.42558,0.5009,0.5113,0.52009,0.49361,0.45942,0.61556,0.47045,0.55176,0.48534,0.61362,0.47802,0.47543,0.29925,0.5967,0.54295,0.39506,0.39128,0.50011,0.40054,0.44291,0.40913,0.54056,0.33821,0.36797,0.60309,0.59855,0.22452,0.33523,0.38924,0.34532,0.48906,0.26623,0.16876,0.33137,0.34351,0.21446,1,0.111,0.207,0.13101,0.20366,0.097743,0.23613,0.074661,0.013528,0.21991,0.14275,0.075987,-0.23556,0.16058,0.086493,0.3536,0.2738,0.38542,0.14301,0.17218,0.096052,0.21031,0.23937,-0.080139,0.10573,0.04176,0.10158,0.23472,-0.017923,0.11097,0.14272,0.15015,-0.15768,0.22612,0.15286,0.21787,0.069681,0.064821,0.00052402,-0.24662,0.08286,0.021604,-0.14733,0.10701,0.081295,0.06362,0.0091654,-0.082307,0.12017,-0.12688,0.016816,0.20327,0.028759,0.27794,0.10032,-0.032123,0.28908,-0.0090964,0.3551,-0.049324,0.40076,0.069733,-0.080185,-0.28772,-0.025714,-0.021739,0.27662,-0.28444,0.14037,-0.14098,-0.056942,0.044018,0.079296,-0.13273,0.00046537,-0.19698,-0.31433,0.13442,0.19239,-0.0024499,0.053488,0.087838,0.26124,-0.075829,-0.21843,0.31167,-0.015879,-0.24568,-0.10857,0.13132,0.016183,-0.063251,-0.29858,0.081806,-0.072269,0.12555,0.2469,0.32747,-0.018881,-0.081516,-0.034705,0.016865,-0.2696,-0.12278,-0.10676,0.16521,0.18721
57,0.36411,0.29459,0.37044,0.31931,0.4541,0.35159,0.40264,0.32337,0.34906,0.36279,0.39675,0.37848,0.36058,0.27687,0.27558,0.40808,0.19691,0.26004,0.2229,0.2599,0.43404,0.33337,0.25029,0.33078,0.26476,0.34237,0.28402,0.34051,0.23671,0.29958,0.22543,0.17344,0.31325,0.26789,0.33377,0.43477,0.1395,0.42897,0.44077,0.36528,0.043541,0.46292,0.4788,0.36674,0.094219,0.31699,0.16606,0.31657,0.42655,0.1736,0.16893,0.3391,0.27286,0.24284,0.26181,0.17944,0.111,1,0.18403,0.12219,0.30062,0.26714,0.12226,0.20341,0.33454,-0.10063,0.18766,0.052694,0.089817,0.046114,-0.035191,0.36322,0.012257,0.11902,0.32621,0.13101,0.08744,0.16601,0.070644,-0.015318,-0.12727,0.26771,0.015386,0.061272,-0.18523,0.011471,0.04464,0.19927,-0.054477,-0.069469,0.07279,0.13816,0.022459,0.23645,0.34896,-0.062718,0.17546,0.18998,0.042143,-0.11914,-0.21086,0.12666,0.22853,0.15325,0.25372,0.029776,-0.11749,-0.044342,0.092221,0.21626,0.18346,0.045317,0.12744,0.21707,-0.26589,0.04852,-0.062239,0.029381,0.16072,0.035892,0.028198,-0.022542,0.05531,0.15205,-0.031175,0.11155,0.023163,0.37082,-0.035398,-0.15684,-0.16379,-0.14647,-0.14587,0.016261,-0.12736,0.085757,-0.1321,0.32103,0.14212,0.10656,-0.048437,0.19285,-0.17966,-0.33927,0.16205,0.29701,-0.051637,0.089007,-0.037733,-0.025468,0.13359,0.12114,-0.22035,0.083192,0.13911,0.30047,-0.079245,0.049038,-0.26411,0.0077354,-0.034808,0.34617,-0.15973
58,0.43686,0.56276,0.373,0.42654,0.4864,0.46992,0.47129,0.54689,0.50786,0.45233,0.50964,0.46885,0.48478,0.47275,0.52295,0.49571,0.37998,0.49416,0.35811,0.57017,0.50044,0.42897,0.59928,0.46896,0.44983,0.39385,0.41528,0.58439,0.49902,0.50029,0.41941,0.53529,0.48489,0.44427,0.37104,0.44188,0.50186,0.42629,0.33458,0.36876,0.39976,0.32835,0.29018,0.33764,0.32006,0.25898,0.44075,0.46787,0.52951,0.28278,0.52454,0.29113,0.34008,0.38485,0.14157,0.12545,0.207,0.18403,1,0.21918,0.27389,0.19671,0.016825,-0.27494,0.34852,0.3185,0.097188,0.17209,0.15022,0.30889,0.24976,0.17341,0.057365,0.13592,-0.13179,0.15289,0.14791,0.39517,-0.038715,0.022169,0.18033,-0.0039829,0.1081,0.057173,-0.36211,0.067997,0.11082,0.05181,0.072422,-0.018475,-0.1221,0.15335,0.056455,-0.18655,0.18346,-0.040029,0.021371,0.19957,-0.36863,0.04754,0.13734,-0.11786,0.0589,-0.037552,0.19961,-0.1992,0.19076,0.34846,0.17055,0.17923,0.13762,-0.21943,0.14407,0.1603,0.22895,0.20505,-0.051992,0.13008,-0.042402,0.0024307,0.15938,0.2199,0.017977,-0.082357,0.097539,0.06755,0.14837,0.018258,0.091013,0.071074,-0.12637,-0.15888,0.2375,-0.17758,0.022498,-0.084717,0.073476,0.15103,0.10674,-0.11353,0.17981,0.24081,0.060036,-0.17624,0.14344,-0.13197,-0.22474,-0.12093,-0.29463,0.14097,0.047864,0.072107,-0.027413,0.075963,-0.1909,0.043411,0.22979,0.039958,-0.064529,0.15521,-0.23262,-0.014719,0.079619
