,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
23,0.045258,0.21992,-0.11852,-0.0029159,0.11693,0.15911,0.20425,0.1013,0.3424,-0.2143,0.29766,0.36994,0.14516,0.44855,-0.041998,-0.087872,0.02203,0.18959,-0.0083887,0.20083,0.10689,0.16087,0.21811,1,0.33513,0.22632,0.16705,0.18268,0.25931,-0.003377,0.1253,-0.069772,0.068962,-0.0048363,-0.087558,-0.1788,0.063272,0.17135,-0.064063,-0.22754,0.024653,0.13683,0.11136,-0.14604,0.10551,-0.045106,0.16349,-0.17199,-0.071723,0.22794,0.28594,0.19611,-0.082008,0.089058,0.11407,-0.086001,-0.041697,0.14883,0.060952,-0.21393,-0.16952,0.12721,-0.053221,0.068525,0.082291,0.016077,-0.17251,-0.056124,-0.036625,0.29262,-0.042873,-0.16612,0.33935,-0.24737
24,-0.0098572,0.21545,-0.087171,0.07505,0.13579,0.20742,0.21173,0.24473,0.19589,0.11248,0.10998,0.33592,0.099232,0.49688,0.16022,0.27145,0.20375,0.0021737,0.22646,0.2874,0.44457,0.18618,0.050806,0.33513,1,0.26729,0.37948,-0.11499,0.41971,0.21053,0.3126,0.27512,0.081967,0.11372,0.091948,0.32348,0.18667,0.21309,0.10009,-0.016317,0.18056,0.20134,-0.12744,0.23843,0.24569,-0.19877,-0.20728,-0.20781,-0.02228,0.10935,0.26009,0.051193,0.044333,0.071125,0.12489,-0.20209,-0.11039,0.021631,-0.064273,-0.040784,-0.34478,0.014648,-0.075257,0.022009,-0.15787,-0.12348,-0.25595,-0.034692,0.042575,-0.13944,0.10506,0.1787,-0.10027,-0.18789
25,0.12919,0.1012,-0.02211,-9.1585e-05,0.11672,0.21076,0.17236,0.23053,0.24605,0.14627,0.32294,0.3471,0.16537,0.35922,0.23963,0.26439,-0.013825,0.12215,0.41889,0.32671,0.31206,0.38529,0.1629,0.22632,0.26729,1,0.29116,0.31942,0.35209,0.033056,-0.088089,0.31016,0.44312,0.2571,0.21542,-0.0036703,0.039989,0.023771,0.17217,0.061253,0.4074,-0.0015658,-0.083917,0.23099,0.17767,0.17181,0.032128,-0.035376,-0.052333,-0.065648,0.11069,0.16066,-0.078874,0.0023271,0.26687,0.1098,0.15527,0.24468,0.2528,-0.17966,0.22841,0.17616,-0.3015,0.12258,-0.099835,0.05003,-0.10031,-0.22846,-0.08706,-0.04769,-0.055872,-0.056577,-0.15456,0.0064699
26,0.11921,-0.088932,-0.10097,0.0082558,0.048284,-0.1111,0.096083,0.3568,-0.011282,0.17207,-0.026544,0.20957,-0.020077,0.3377,0.21274,0.52735,0.10878,0.42192,0.19426,0.46354,0.24019,0.4926,0.0069196,0.16705,0.37948,0.29116,1,0.12412,0.26684,0.037249,0.21123,0.42593,0.26758,-0.13138,0.097704,-0.056097,0.19496,-0.047619,-0.10315,0.0088071,0.18623,0.31569,-0.01246,0.18644,0.11013,-0.1664,0.19034,-0.098035,-0.025835,0.12138,-0.20132,0.022689,0.14663,0.093561,0.12307,-0.16377,-0.022479,0.017726,-0.061183,-0.23731,-0.12168,-0.19942,-0.059573,-0.084275,0.038845,-0.095505,-0.29539,-0.2773,-0.03039,-0.068969,-0.067156,-0.17791,-0.032154,-0.46643
27,0.16488,-0.055953,0.075428,-0.14125,0.087914,0.091598,0.21274,-0.0043234,0.2088,0.15233,0.47974,0.14787,0.19344,0.20288,0.015505,0.35377,-0.082689,0.24267,0.31179,0.17553,0.34511,0.38081,-0.0045317,0.18268,-0.11499,0.31942,0.12412,1,0.18824,0.099975,-0.20601,0.29399,0.028534,-0.090876,0.31265,-0.14224,0.057744,-0.016858,0.020649,-0.10989,0.32801,-0.13358,-0.056375,-0.15938,-0.099282,-0.1044,0.10598,0.017124,-0.057652,-0.1636,-0.35146,0.090245,0.046147,-0.13889,-0.0024501,0.16663,-0.28242,0.15941,0.15758,-0.18764,0.21277,-0.19639,-0.14264,0.18221,-0.048238,0.20349,-0.23547,-0.28288,0.05983,0.29717,-0.24716,0.010158,-0.19155,0.04102
28,0.10587,0.33655,0.32094,0.19448,0.15924,0.34657,0.3084,0.19659,0.18788,0.066772,0.35805,0.40068,0.28112,0.28176,0.093645,0.35829,0.12994,0.0089323,0.35768,0.33576,0.40921,0.20331,0.28411,0.25931,0.41971,0.35209,0.26684,0.18824,1,0.20624,0.23127,0.18432,0.10812,-0.26594,-0.0015154,0.049445,0.18474,0.2701,-0.032657,0.051961,0.11713,-0.10668,0.050744,0.022429,0.081353,-0.11201,-0.059614,-0.038605,-0.23056,-0.087729,-0.15375,0.10121,0.017809,0.098995,0.28963,-0.086809,-0.29148,0.23275,0.12313,0.12178,-0.13208,0.073072,-0.25928,0.069456,0.14968,0.007316,-0.25502,-0.12337,-0.0023304,-0.05942,-0.15914,0.080444,-0.016998,0.10142
29,0.012258,-0.21076,-0.19314,0.15778,0.12207,-0.12049,0.19931,0.10662,-0.28505,-0.1248,0.071544,0.14185,0.041059,-0.0029829,0.090015,0.24533,0.059069,0.045998,-0.10205,0.2255,0.55919,0.017663,-0.058455,-0.003377,0.21053,0.033056,0.037249,0.099975,0.20624,1,-0.25377,0.40878,0.033668,0.022252,0.23399,0.25012,0.18913,-0.13674,0.22838,-0.28678,0.29739,0.056812,-0.20763,-0.044323,0.042276,-0.17984,0.10503,-0.20716,-0.1579,-0.24467,-0.076555,-0.019396,0.08231,0.1624,-0.034013,0.0043863,-0.20941,-0.17077,0.16922,-0.24118,-0.24162,-0.10159,-0.14975,0.20604,0.020385,-0.068016,-0.092521,-0.002931,0.20623,-0.13116,-0.11001,-0.21453,-0.33211,0.12226
30,-0.1429,0.18467,-0.13455,-0.22066,-0.11835,0.052316,-0.041394,-0.003695,0.24757,-0.081019,0.066974,0.031987,0.092771,0.12042,-0.12888,-0.096347,0.14504,0.26655,0.084823,0.063805,-0.0014986,0.035093,0.29307,0.1253,0.3126,-0.088089,0.21123,-0.20601,0.23127,-0.25377,1,0.077617,0.17836,0.11586,-0.088032,0.069226,0.337,0.16105,-0.016797,0.011909,0.0097817,0.068427,0.16692,0.059372,-0.014058,0.055829,-0.052097,-0.10878,0.033799,0.25969,-0.02116,-0.0024431,0.1072,0.12268,-0.25922,-0.37649,0.085307,0.1867,-0.21526,0.12761,-0.022928,-0.13597,-0.16906,-0.077545,0.041804,-0.089383,-0.27142,-0.29834,0.070818,-0.18061,0.080804,0.23398,-0.0042452,-0.29838
31,0.0446,-0.12704,-0.070933,-0.13515,0.26432,-0.19489,0.0031648,0.36344,-0.063631,0.19757,0.21411,0.044946,0.16143,0.40764,0.15825,0.50978,-0.047139,0.31751,0.19155,0.34687,0.39437,0.34146,0.079765,-0.069772,0.27512,0.31016,0.42593,0.29399,0.18432,0.40878,0.077617,1,0.29266,0.0030685,0.081069,0.19247,0.34255,-0.18281,0.093258,-0.049808,0.36275,0.092158,-0.058778,0.18325,-0.0067673,-0.10724,-0.14932,-0.087742,-0.066937,-0.064746,-0.12637,-0.078602,0.39379,0.29173,-0.01266,-0.032294,-0.19452,0.11894,-0.043317,-0.35663,0.07665,-0.13116,-0.27472,0.068931,0.014796,-0.23573,-0.36176,-0.12662,0.20873,-0.088194,-0.015554,-0.15097,-0.37573,-0.13073
32,0.20603,0.15304,0.038411,-0.1075,-0.0763,-0.15807,0.19599,0.14913,0.098564,0.22043,0.13246,0.032945,0.28833,0.2472,0.2302,0.20045,0.20153,0.28321,0.25154,0.40128,0.18091,0.41108,0.30082,0.068962,0.081967,0.44312,0.26758,0.028534,0.10812,0.033668,0.17836,0.29266,1,0.30254,0.15675,-0.22838,0.037823,0.015354,-0.13613,-0.041996,0.24762,0.23691,0.084876,0.25214,-0.060094,0.041215,0.16628,0.14185,0.0064104,0.021774,0.15441,-0.12143,0.1916,0.24328,-0.20864,0.012121,-0.066932,0.11942,0.12349,-0.14356,0.030836,-0.082281,-0.3159,0.087862,0.17517,0.23814,-0.078004,-0.25923,-0.058132,-0.19525,-0.11615,0.048029,-0.25205,-0.10325
33,0.036656,0.052659,-0.14931,-0.21433,-0.10255,0.0032718,-0.20734,-0.23661,-0.060556,-0.083373,-0.052967,0.023178,0.041406,-0.049304,0.022997,-0.26885,0.039983,0.15385,-0.22376,-0.1411,0.037557,-0.10408,0.16156,-0.0048363,0.11372,0.2571,-0.13138,-0.090876,-0.26594,0.022252,0.11586,0.0030685,0.30254,1,0.11089,0.17806,0.047553,-0.034613,0.1613,0.078131,0.14267,0.23928,0.015348,0.19611,0.22523,0.1514,0.16207,0.040636,0.1304,-0.10371,0.1284,0.25134,-0.17073,0.072088,-0.2304,-0.10194,0.17364,0.043891,0.05796,-0.25401,0.01678,0.074637,-0.11267,0.13542,-0.11651,-0.17751,-0.016932,-0.014016,0.10571,-0.10493,0.05629,0.21145,-0.18099,0.055951
