,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
20,0.38324,0.13157,0.16751,0.13161,0.2675,-0.10404,0.39254,0.061648,0.13912,0.18156,0.093903,0.28045,0.16062,0.2263,0.42676,0.24922,0.18048,-0.068444,-0.083417,0.057716,1,0.24418,0.16827,0.29857,0.057446,-0.033182,-0.039465,0.13545,0.1692,0.42339,-0.026378,0.064583,-0.08272,0.12176,0.31552,0.24474,0.16257,0.28379,-0.11113,-0.080667,-0.07569,0.21342,-0.073381,-0.02312,0.12563,0.13139,-0.22167,-0.15557,-0.056865,-0.12349,-0.17017,-0.050147
21,0.32713,-0.0033948,0.13344,0.12768,0.14746,0.24624,0.23497,0.15196,-0.0027835,0.30781,0.092948,0.025205,0.07418,0.31139,0.29711,0.23301,0.073399,0.19514,0.065887,0.18235,0.24418,1,0.10626,0.21757,-0.15943,-0.17558,0.04049,-0.043314,0.058532,-0.045594,0.068152,-0.050082,-0.043305,0.037642,0.21788,0.18964,0.0011137,0.3189,-0.21852,0.11858,0.072754,-0.0018277,-0.086328,0.12378,-0.039978,0.01931,0.076277,0.17605,-0.052904,-0.15367,0.0056915,-0.096069
22,0.43022,0.38005,-0.047427,-0.055684,0.22939,0.23762,0.15444,0.25949,0.17276,0.31124,0.28319,0.27478,0.16417,0.30674,0.17716,0.1117,0.18408,0.014404,0.14927,0.13176,0.16827,0.10626,1,0.066541,0.26613,0.23108,0.0073247,0.027405,0.13763,-0.021052,0.26392,0.24813,0.060213,0.091903,0.10476,0.18,-0.12437,0.14281,0.053323,-0.15096,0.096656,-0.22181,-0.29243,-0.21275,0.1235,-0.021518,0.053018,-0.071356,-0.14417,-0.10567,-0.038214,0.0719
23,0.28198,-0.0078644,0.35647,0.051006,0.47165,-0.035319,0.28679,0.025363,0.12837,0.29624,-0.0033257,0.136,0.18201,0.27659,0.35468,0.2286,0.21137,0.11234,-0.065711,0.21354,0.29857,0.21757,0.066541,1,-0.00074479,-0.016326,0.060345,0.13758,-0.061909,-0.14044,-0.039323,-0.20163,-0.018438,-0.14491,0.1523,0.13557,0.12741,0.22045,-0.0063017,0.33887,-0.091131,0.031928,-0.012732,0.21933,-0.0045945,0.22845,-0.060237,-0.13384,-0.022824,-0.051471,-0.22083,0.025737
24,0.14979,0.14278,0.077523,0.094058,0.096144,0.24589,0.2246,0.2649,0.34134,0.20303,0.15299,0.29643,0.23515,0.026804,0.11198,0.14423,0.23702,-0.13724,0.040436,-0.19108,0.057446,-0.15943,0.26613,-0.00074479,1,0.25222,-0.045464,0.17629,0.26105,0.028423,0.11815,0.088383,0.075938,-0.27964,-0.092468,0.09665,0.056843,-0.12839,-0.14657,0.050753,0.087557,-0.15172,0.080871,-0.12001,0.17772,0.13189,-0.14139,0.26006,0.088144,-0.16632,0.12674,0.1137
25,-0.029415,0.056086,-0.0057924,0.086501,0.1139,-0.12177,0.10874,0.18328,-0.078973,0.1712,0.20645,0.062349,0.076531,0.12129,-0.097135,-0.31696,0.22928,-0.043343,0.20148,0.092157,-0.033182,-0.17558,0.23108,-0.016326,0.25222,1,-0.24931,0.070291,0.088089,-0.15606,-0.020043,0.12038,0.092315,-0.15288,-0.11607,-0.20624,0.20355,0.12724,-0.00040864,0.24714,0.074008,-0.17671,0.17217,0.0332,-0.17951,0.090852,0.2658,-0.069321,0.20598,0.09097,-0.10304,-0.048586
26,0.074486,0.053457,0.063955,-0.083376,0.16186,0.047513,0.0021527,-0.19781,0.14747,0.092948,0.011357,-0.18259,0.19485,0.034635,0.11984,0.19894,0.088029,-0.071041,-0.11967,0.099316,-0.039465,0.04049,0.0073247,0.060345,-0.045464,-0.24931,1,0.12199,-0.0084033,-0.175,-0.021711,-0.06711,-0.0020044,-0.056403,-0.24205,0.072596,-0.37874,-0.075491,0.032044,-0.12082,-0.12571,-0.2466,-0.097408,-0.20366,-0.012393,0.03462,-0.25331,-0.38924,-0.12849,-0.069983,0.061693,-0.057547
27,0.062679,0.17759,0.095299,0.064941,0.24625,0.10794,0.21054,-0.053358,0.070178,0.39338,0.13545,0.19666,0.073808,0.040965,0.32319,0.047027,0.22777,-0.01473,0.25172,-0.19672,0.13545,-0.043314,0.027405,0.13758,0.17629,0.070291,0.12199,1,0.14147,-0.0084817,-0.12475,-0.03372,0.19165,-0.076708,0.0011437,-0.029307,-0.23284,0.14682,0.060243,0.18042,-0.12008,-0.15448,0.1938,-0.14875,0.055987,0.01661,-0.06084,-0.0010048,-0.26643,-0.10362,0.036234,-0.14243
28,-0.058825,0.16663,-0.074089,0.14769,0.13452,0.24754,0.22121,0.087103,0.059517,0.20946,0.063146,0.11452,0.044899,0.11256,0.10762,0.079912,0.12629,-0.16127,0.037475,0.12808,0.1692,0.058532,0.13763,-0.061909,0.26105,0.088089,-0.0084033,0.14147,1,0.27249,0.12877,0.1467,0.09277,-0.043009,0.12602,0.16725,-0.0093834,0.16786,-0.16217,0.11007,-0.055772,0.079753,0.045766,-0.11093,0.21985,0.1683,-0.22675,0.10934,-0.34467,-0.12002,0.22184,0.17022
29,0.026988,0.14831,-0.081316,0.10578,-0.15602,0.15251,0.18116,0.02997,0.265,-0.085341,0.094396,0.32922,0.13592,-0.036344,0.14233,0.3227,0.16624,0.13283,0.12388,0.00062629,0.42339,-0.045594,-0.021052,-0.14044,0.028423,-0.15606,-0.175,-0.0084817,0.27249,1,0.23489,0.17391,0.042779,0.27668,0.23911,0.20076,-0.040398,0.031488,-0.06324,-0.078863,-0.040825,0.16066,-0.041107,-0.31314,0.1249,-0.048634,-0.35908,0.02755,0.043562,-0.15153,-0.091232,-0.060004
30,0.23786,0.20354,-0.048304,-0.016935,-0.087313,0.35512,0.14707,0.25678,0.18192,0.2822,0.15195,0.32256,0.30701,0.37222,0.15592,0.25461,-0.07493,0.10805,0.015736,0.027452,-0.026378,0.068152,0.26392,-0.039323,0.11815,-0.020043,-0.021711,-0.12475,0.12877,0.23489,1,0.13934,-0.13304,0.0072483,-0.051534,0.22189,-0.066788,0.075992,0.082255,-0.09849,-0.16449,-0.23439,-0.14281,-0.1317,0.20197,-0.047043,-0.38683,0.071984,0.058234,-0.14892,-0.076673,0.28228
31,0.10642,0.16105,-0.2015,0.25479,0.1847,0.060571,0.13493,0.13856,0.062314,-0.070486,0.18755,0.12297,-0.146,0.10972,-0.021918,0.0061576,-0.25028,0.03114,0.098694,0.1502,0.064583,-0.050082,0.24813,-0.20163,0.088383,0.12038,-0.06711,-0.03372,0.1467,0.17391,0.13934,1,0.24612,-0.062918,0.28268,0.040529,-0.13142,0.027077,0.029188,-0.15488,0.15804,-0.013194,-0.12121,-0.23206,0.10819,0.06358,-0.11511,0.018501,-0.14893,0.080328,-0.35959,-0.16246
32,0.11723,-0.1747,-0.26812,0.12643,0.19657,0.28473,-0.16812,-0.068553,-0.16655,0.13698,-0.025999,0.048521,-0.093394,-0.10991,-0.083912,-0.067973,-0.16363,0.049532,0.26373,-0.25443,-0.08272,-0.043305,0.060213,-0.018438,0.075938,0.092315,-0.0020044,0.19165,0.09277,0.042779,-0.13304,0.24612,1,0.068802,0.093932,-0.28082,-0.22279,-0.10971,-0.070928,0.026952,0.31128,-0.10872,-0.029613,-0.1508,0.13643,-0.33816,0.020229,-0.21817,-0.26719,0.14598,0.018114,-0.12785
33,-0.16251,0.081767,-0.18457,0.15846,-0.11771,0.076804,0.11376,-0.15317,-0.089368,0.037203,-0.16187,0.10937,0.089743,0.090726,-0.14846,0.18375,-0.17064,-0.18193,0.33071,0.13358,0.12176,0.037642,0.091903,-0.14491,-0.27964,-0.15288,-0.056403,-0.076708,-0.043009,0.27668,0.0072483,-0.062918,0.068802,1,0.20721,0.037762,-0.079981,-0.052714,0.11807,-0.050502,-0.051117,-0.035397,-0.41234,-0.14588,-0.14352,-0.066949,-0.10477,-0.34355,0.099194,0.10046,0.091196,0.097319
34,0.19023,0.061749,0.12033,0.30649,0.17763,0.18716,0.21451,-0.1236,-0.044533,0.16357,-0.026528,0.055279,-0.13238,0.059693,0.10328,0.067996,-0.03893,0.25079,0.022426,-0.020308,0.31552,0.21788,0.10476,0.1523,-0.092468,-0.11607,-0.24205,0.0011437,0.12602,0.23911,-0.051534,0.28268,0.093932,0.20721,1,0.1583,0.29155,-0.012811,-0.047211,0.087282,-0.046982,0.26366,-0.026648,-0.058257,0.13041,0.080465,-0.11689,0.15591,-0.26019,0.19673,-0.14163,-0.33437
35,0.1557,0.16845,0.16024,-0.019612,0.003247,0.087807,0.22911,-0.007922,0.16109,0.28515,0.070139,-0.022075,0.1161,0.22098,0.273,0.38731,0.10074,0.066837,-0.035715,0.11813,0.24474,0.18964,0.18,0.13557,0.09665,-0.20624,0.072596,-0.029307,0.16725,0.20076,0.22189,0.040529,-0.28082,0.037762,0.1583,1,-0.031867,-0.12408,-0.20144,-0.12344,0.067123,-0.046551,-0.50247,0.01387,0.12719,0.18748,-0.22866,0.24501,-0.08141,-0.14216,0.020483,-0.11051
36,0.11234,0.076406,-0.041875,0.17332,-0.20277,-0.067876,-0.12088,-0.17107,0.00053182,-0.12462,-0.017391,-0.02164,-0.19254,-0.063957,0.062659,-0.019041,0.094868,-0.078053,-0.015715,0.14434,0.16257,0.0011137,-0.12437,0.12741,0.056843,0.20355,-0.37874,-0.23284,-0.0093834,-0.040398,-0.066788,-0.13142,-0.22279,-0.079981,0.29155,-0.031867,1,0.10632,-0.236,0.016588,-0.045167,0.045625,0.017253,0.35937,0.097793,0.1487,0.14745,0.15843,0.20114,0.043278,0.056963,-0.090804
37,0.3132,0.19187,-0.09881,0.13778,0.066563,0.07796,0.1691,-0.0083028,0.010779,0.12672,0.09311,0.43863,-0.073667,0.31782,0.094442,0.14969,0.15907,-0.10181,-0.04473,0.27883,0.28379,0.3189,0.14281,0.22045,-0.12839,0.12724,-0.075491,0.14682,0.16786,0.031488,0.075992,0.027077,-0.10971,-0.052714,-0.012811,-0.12408,0.10632,1,-0.002323,0.24471,-0.10339,0.045017,0.10265,-0.11852,0.026234,0.21452,-0.16152,-0.19412,0.15829,-0.20709,-0.16073,0.0086755
38,-0.024781,0.081095,0.0048197,-0.23988,-0.030436,-0.23351,0.016258,-0.028686,0.10262,-0.063388,-0.31276,0.096028,-0.14852,-0.035251,-0.1882,-0.32216,0.087367,-0.15058,-0.045402,-0.15436,-0.11113,-0.21852,0.053323,-0.0063017,-0.14657,-0.00040864,0.032044,0.060243,-0.16217,-0.06324,0.082255,0.029188,-0.070928,0.11807,-0.047211,-0.20144,-0.236,-0.002323,1,0.044099,-0.233,-0.1987,-0.06336,-0.1048,-0.22499,-0.13491,-0.027719,-0.24713,-0.059354,0.32763,0.0089012,-0.020614
39,-0.036589,0.05629,0.2559,0.063574,0.19242,0.10653,0.20616,-0.07741,0.19058,0.19259,0.017118,0.10442,-0.050821,0.0088454,-0.10709,-0.22591,0.10955,0.10046,0.089148,-0.046747,-0.080667,0.11858,-0.15096,0.33887,0.050753,0.24714,-0.12082,0.18042,0.11007,-0.078863,-0.09849,-0.15488,0.026952,-0.050502,0.087282,-0.12344,0.016588,0.24471,0.044099,1,-0.11109,0.0018899,0.16667,-0.18767,-0.21453,-0.09838,0.10413,0.0036268,0.05582,-0.17217,-0.038028,-0.032001
40,0.063003,-0.00010053,-0.14062,0.23256,0.16268,-0.01104,0.067657,-0.059879,-0.09957,0.11,0.14994,0.0048725,0.011086,-0.058527,0.003146,-0.13432,-0.28502,0.037826,0.020882,-0.064465,-0.07569,0.072754,0.096656,-0.091131,0.087557,0.074008,-0.12571,-0.12008,-0.055772,-0.040825,-0.16449,0.15804,0.31128,-0.051117,-0.046982,0.067123,-0.045167,-0.10339,-0.233,-0.11109,1,0.057331,-0.023595,-0.020478,0.039304,-0.053894,0.22708,-0.1384,-0.090194,-0.024994,-0.14695,-0.028683
41,-0.16967,-0.34976,0.031643,0.2991,0.05893,-0.40751,0.16113,-0.00096733,-0.33532,-0.13216,0.015617,-0.16672,-0.31345,-0.043591,-0.11388,-0.015004,-0.14979,0.021808,-0.20099,-0.14436,0.21342,-0.0018277,-0.22181,0.031928,-0.15172,-0.17671,-0.2466,-0.15448,0.079753,0.16066,-0.23439,-0.013194,-0.10872,-0.035397,0.26366,-0.046551,0.045625,0.045017,-0.1987,0.0018899,0.057331,1,0.065765,0.015615,0.10418,0.26795,-0.046566,0.078031,0.07069,-0.2458,-0.29468,-0.025143
42,-0.19193,-0.046066,0.16335,0.078767,0.1799,0.061287,-0.0022387,0.12371,0.098822,-0.16519,0.21642,0.11475,0.17244,-0.097345,0.11038,-0.20669,0.081492,0.14863,-0.32934,-0.042381,-0.073381,-0.086328,-0.29243,-0.012732,0.080871,0.17217,-0.097408,0.1938,0.045766,-0.041107,-0.14281,-0.12121,-0.029613,-0.41234,-0.026648,-0.50247,0.017253,0.10265,-0.06336,0.16667,-0.023595,0.065765,1,0.065702,-0.034729,-0.11581,0.18678,0.11805,0.083125,0.096041,0.16255,-0.045945
43,0.0080726,-0.15254,0.2716,0.0063226,0.11816,0.017757,-0.11605,0.025771,-0.34597,0.13266,-0.097282,-0.12841,0.19287,-0.080192,0.025839,0.042228,0.068028,-0.11206,0.14874,0.3214,-0.02312,0.12378,-0.21275,0.21933,-0.12001,0.0332,-0.20366,-0.14875,-0.11093,-0.31314,-0.1317,-0.23206,-0.1508,-0.14588,-0.058257,0.01387,0.35937,-0.11852,-0.1048,-0.18767,-0.020478,0.015615,0.065702,1,-0.13622,0.17943,0.32399,0.18915,0.13787,0.19799,-0.02708,0.24229
44,0.33174,0.24969,-0.031232,0.14582,0.073166,0.087891,-0.0011305,0.024282,0.10626,0.12964,0.17024,0.083398,-0.027754,0.020727,0.49545,0.14837,0.28048,0.029045,-0.093906,0.14759,0.12563,-0.039978,0.1235,-0.0045945,0.17772,-0.17951,-0.012393,0.055987,0.21985,0.1249,0.20197,0.10819,0.13643,-0.14352,0.13041,0.12719,0.097793,0.026234,-0.22499,-0.21453,0.039304,0.10418,-0.034729,-0.13622,1,0.063172,-0.17127,0.023859,-0.15692,-0.27616,-0.063592,-0.14142
45,0.051858,-0.07239,0.054216,0.34272,0.092013,-0.2141,0.080287,0.11666,-0.29715,0.09011,0.12077,-0.054307,0.084638,0.22877,-0.056652,0.20907,0.0099817,-0.216,0.0829,0.29617,0.13139,0.01931,-0.021518,0.22845,0.13189,0.090852,0.03462,0.01661,0.1683,-0.048634,-0.047043,0.06358,-0.33816,-0.066949,0.080465,0.18748,0.1487,0.21452,-0.13491,-0.09838,-0.053894,0.26795,-0.11581,0.17943,0.063172,1,-0.14171,0.068735,0.11904,-0.086197,-0.12512,0.16168
46,-0.044976,-0.15935,-0.053553,-0.094471,0.077908,-0.076821,-0.25158,-0.086909,-0.091037,-0.21045,0.0032601,-0.31246,-0.048133,-0.069665,-0.11949,-0.3477,0.065218,0.046442,0.063377,-0.073307,-0.22167,0.076277,0.053018,-0.060237,-0.14139,0.2658,-0.25331,-0.06084,-0.22675,-0.35908,-0.38683,-0.11511,0.020229,-0.10477,-0.11689,-0.22866,0.14745,-0.16152,-0.027719,0.10413,0.22708,-0.046566,0.18678,0.32399,-0.17127,-0.14171,1,0.13935,-0.024953,0.096602,0.25064,-0.031972
47,0.0040727,-0.065338,0.2214,0.026462,-0.091163,0.14641,-0.086516,0.24605,0.15266,-0.10992,0.088382,-0.11805,-0.010862,-0.014693,-0.041554,-0.071593,0.018753,0.24834,0.087782,-0.23043,-0.15557,0.17605,-0.071356,-0.13384,0.26006,-0.069321,-0.38924,-0.0010048,0.10934,0.02755,0.071984,0.018501,-0.21817,-0.34355,0.15591,0.24501,0.15843,-0.19412,-0.24713,0.0036268,-0.1384,0.078031,0.11805,0.18915,0.023859,0.068735,0.13935,1,-0.024201,-0.23358,0.27222,0.020286
