,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
0,1,0.77558,0.78599,0.75544,0.74608,0.78265,0.69568,0.62293,0.72731,0.51443,0.38778,0.51147,0.30791,0.30571,0.56776,0.45626,0.33081,0.29698,0.055284,0.27025,0.16851,0.19568,0.099035,-0.15353,-0.043201,0.069385,0.21073,-0.37005,-0.13432,-0.027312,-0.027287,-0.38132,-0.23364,0.12555,-0.022633,-0.018726,0.12824,0.025824,-0.056571,-0.12533,-0.16614,-0.13651,-0.14877,-0.17429,-0.12516,-0.18913,-0.19001,-0.043041,0.18111,0.10637,-0.15804,-0.15752,0.20244,0.15912,-0.37196,0.22114,0.015297,0.16159,0.32515,-0.00031943,0.0042293,0.096112,0.066576,-0.045007,-0.071938,-0.049204,-0.032803,0.070734,0.012565,-0.20422,0.19001,0.085485,0.24865,0.3739,-0.23209,0.26956,0.36767,0.12567,-0.020851,-0.0060936,0.16007,-0.016365,0.11796
1,0.77558,1,0.68865,0.63746,0.75688,0.62701,0.67108,0.48437,0.63362,0.43929,0.46815,0.41131,0.33212,0.30936,0.48855,0.35504,0.30793,0.2802,-0.17101,0.2638,0.34997,0.21368,0.23455,-0.063651,-0.10161,-0.0026,0.088152,-0.44272,-0.17038,0.030032,-0.029631,-0.24849,-0.30406,0.052539,-0.11552,-0.23201,0.15979,-0.0026483,-0.14383,-0.26993,-0.056474,0.042637,0.0062454,-0.14871,-0.23545,-0.30967,-0.14128,-0.071743,0.12318,-0.075755,-0.2603,-0.19897,0.13204,0.062004,-0.29114,0.18589,0.020658,0.049615,0.24104,-0.012722,-0.071733,0.12734,0.17456,-0.0087647,-0.012698,0.013847,-0.070173,0.028622,0.053976,-0.1288,0.11624,0.10744,0.23214,0.36262,-0.3034,0.26135,0.17345,-0.038903,-0.027251,-0.0017043,0.25636,-0.0079606,0.19016
2,0.78599,0.68865,1,0.76694,0.74481,0.70445,0.66754,0.41147,0.65479,0.51501,0.45835,0.44773,0.12615,0.35812,0.40674,0.25919,0.12285,0.24688,0.092144,0.21197,0.063126,0.10293,0.11058,-0.005787,-0.12306,-0.048278,0.32177,-0.32625,-0.099092,-0.099024,-0.12899,-0.31396,-0.18194,-0.033238,0.068682,-0.065431,0.098802,-0.12396,-0.091718,-0.3602,-0.31725,-0.069589,-0.13661,-0.1459,-0.23498,-0.2133,-0.0020565,-0.13766,0.12064,-0.057997,-0.15881,-0.13761,0.15301,0.2219,-0.28362,0.37415,0.13594,0.16481,0.1404,0.016922,0.13227,0.067836,-0.075478,-0.087689,-0.018864,0.05054,-0.2385,-0.067642,-0.22501,-0.15557,-0.028093,0.0089277,0.18699,0.28612,-0.13357,0.36793,0.21774,0.1913,0.0065457,-0.010196,0.15806,-0.051793,0.17935
3,0.75544,0.63746,0.76694,1,0.69353,0.6636,0.64975,0.47131,0.69019,0.53152,0.50777,0.59663,0.12688,0.31715,0.3391,0.29723,0.073689,0.35453,-0.12872,0.16001,0.23982,0.15199,0.022118,-0.062893,-0.14532,0.034018,0.3397,-0.33299,-0.08477,0.049856,-0.072393,-0.37339,-0.25386,0.059362,0.0039755,0.028245,0.10776,-0.051552,-0.095078,-0.30168,-0.12185,0.14057,-0.085944,-0.21557,-0.28852,-0.14543,-0.15345,-0.1062,0.1335,-0.080853,-0.15014,-0.17367,0.16544,0.18817,-0.2639,0.19611,0.22855,0.11148,0.12511,0.1215,0.084071,-0.033312,-0.030327,-0.11928,0.027952,-0.22999,-0.19968,-0.098417,-0.15919,0.0064627,0.034408,0.040798,0.28296,0.2682,-0.044059,0.21322,0.24749,-0.11076,-0.10663,-0.051071,0.132,-0.056701,0.022865
4,0.74608,0.75688,0.74481,0.69353,1,0.62792,0.69662,0.36181,0.62647,0.42179,0.55473,0.46847,0.26623,0.23064,0.43059,0.172,0.14219,0.34094,-0.22905,0.21988,0.26791,0.24524,0.055357,-0.15034,-0.046333,0.13086,0.042442,-0.25994,-0.29451,-0.058296,-0.080869,-0.25056,-0.44688,0.06792,0.0077084,-0.18466,0.10134,0.038526,-0.16896,-0.17087,0.023201,0.017341,-0.10483,-0.14033,-0.17135,-0.38517,-0.21153,-0.11854,0.090622,0.11566,-0.19437,-0.17495,0.088415,-0.048054,-0.23724,0.217,0.015824,0.0078623,0.17559,0.027557,-0.10641,0.083678,0.21385,-0.038216,-0.12243,-0.10436,-0.35683,0.022729,-0.11109,-0.13563,-0.087662,0.12439,0.013302,0.37938,-0.32867,0.19251,0.21603,0.025632,-0.08716,-0.0026689,0.12974,0.093023,0.17589
5,0.78265,0.62701,0.70445,0.6636,0.62792,1,0.58952,0.66957,0.51497,0.48472,0.51913,0.53283,0.29381,0.33993,0.64046,0.39941,0.23521,0.29595,0.10683,0.32337,0.058935,0.2557,-0.026291,-0.16036,-0.22491,-0.032898,0.24554,-0.41015,-0.074141,0.086646,-0.074027,-0.31072,-0.22519,0.1481,0.10921,0.0038875,0.15715,-0.16519,-0.16953,-0.43531,-0.26881,0.015473,-0.10474,0.095317,-0.12847,-0.13893,-0.053965,-0.094648,0.19158,0.13756,-0.042271,0.02701,0.016239,0.040765,-0.38685,0.18136,0.014064,0.014018,0.31808,0.029854,-0.051896,0.15721,-0.038694,0.074443,-0.09435,-0.10122,-0.098597,-0.058255,-0.029993,-0.20814,0.0393,-0.07594,0.35596,0.25449,-0.22369,0.19666,0.18147,0.16738,-0.063705,-0.18494,0.18288,-0.029481,-0.1079
6,0.69568,0.67108,0.66754,0.64975,0.69662,0.58952,1,0.49469,0.66535,0.47751,0.51582,0.4717,0.32269,0.35194,0.45789,0.096035,0.20609,0.40626,-0.064766,0.46088,0.10993,0.045162,0.11979,-0.11282,-0.03492,-0.11368,0.16769,-0.22347,-0.19884,-0.11667,-0.0064002,-0.27722,-0.34504,0.23715,-0.0055439,-0.045839,0.25343,0.012247,-0.03036,-0.30725,0.06241,-0.19302,-0.057498,-0.095724,-0.058079,-0.19385,-0.13918,-0.11356,0.25082,0.19226,-0.23397,-0.11176,0.22907,0.052008,-0.12904,0.16163,0.1686,0.013217,0.1631,-0.077901,0.031758,0.20043,0.080987,-0.045121,0.18105,-0.11491,-0.16893,-0.21395,0.049268,-0.010987,0.12601,0.03319,0.15162,0.24559,-0.26043,0.40397,0.052058,-0.015067,-0.11395,-0.080018,0.11126,-0.092057,0.056389
7,0.62293,0.48437,0.41147,0.47131,0.36181,0.66957,0.49469,1,0.42854,0.27364,0.442,0.33611,0.34501,0.34289,0.64503,0.45606,0.34296,0.40835,0.053092,0.33474,0.17194,0.023329,0.11867,-0.26102,-0.19494,-0.12443,0.11516,-0.39729,-0.066163,-0.041052,-0.021137,-0.33306,0.05734,0.12452,0.00332,-0.13716,0.2115,-0.22887,-0.085387,-0.28245,0.051199,-0.0323,0.011531,0.10213,-0.010883,-0.083982,-0.15517,0.079074,0.2302,0.04538,0.087869,-0.16181,0.091239,0.066788,-0.38844,0.21407,0.11206,-0.055998,0.23283,-0.056629,-0.050723,0.36153,-0.055678,0.012112,0.14612,-0.2458,0.11594,0.0017137,0.076721,-0.16351,0.2251,-0.22919,0.22156,0.25532,-0.16485,0.1214,0.046697,0.11613,-0.016307,-0.050412,0.24269,0.032055,-0.088075
8,0.72731,0.63362,0.65479,0.69019,0.62647,0.51497,0.66535,0.42854,1,0.42599,0.48473,0.37036,0.15213,0.30136,0.43564,0.15521,0.36017,0.28888,-0.13074,0.145,0.1636,0.073606,0.11023,-0.15781,0.029316,0.076735,0.12177,-0.35828,-0.28638,-0.10493,-0.11311,-0.41842,-0.36963,0.076791,-0.055639,-0.094956,0.23735,-0.10559,0.11923,-0.10317,-0.01104,-0.049556,-0.19918,-0.18425,-0.2272,-0.082797,-0.22435,-0.20468,0.084368,-0.027998,-0.057715,-0.046136,0.26538,0.12168,-0.29806,0.32035,0.1796,0.28531,0.15712,0.098225,0.18494,0.17553,0.032054,-0.030804,0.0040035,-0.13649,-0.17262,-0.04309,0.1364,-0.062425,-0.042064,0.16824,0.12276,0.30687,-0.077353,0.15261,0.14724,-0.03587,-0.01239,0.061404,0.12397,0.028859,0.10764
9,0.51443,0.43929,0.51501,0.53152,0.42179,0.48472,0.47751,0.27364,0.42599,1,0.21817,0.44919,-0.0026947,0.13518,0.45122,0.20903,0.074836,0.34773,-0.13868,0.44121,0.13189,0.04174,0.30575,-0.046914,-0.14557,0.070427,0.24844,-0.37356,0.12459,0.025093,0.098512,-0.14917,-0.32148,-0.030353,-0.017096,-0.071508,0.065645,-0.05543,-0.17468,-0.19791,0.026754,0.19546,-0.031935,-0.11159,-0.056569,0.065844,-0.0036362,-0.075366,0.33249,-0.065961,-0.094024,-0.16901,0.12556,0.22544,-0.25928,0.24836,0.12586,-0.1056,0.30624,0.0055518,0.093322,0.073842,-0.077554,-0.1453,-0.017988,-0.09768,0.019247,-0.23429,0.016249,-0.087369,0.037473,-0.031901,0.28646,0.15622,-0.17795,0.10259,0.27018,0.15038,-0.10972,-0.082808,0.060571,-0.099025,-0.17166
