,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
10,0.38778,0.46815,0.45835,0.50777,0.55473,0.51913,0.51582,0.442,0.48473,0.21817,1,0.46915,0.21998,0.28873,0.40556,-0.1108,0.071401,0.24311,-0.075001,0.29544,0.11273,0.18096,-0.015195,-0.013243,-0.060034,-0.16103,-0.0028637,-0.1471,-0.18824,-0.025661,-0.10155,-0.0046342,-0.30709,0.078287,-0.14042,-0.071103,0.1591,-0.19281,-0.12659,-0.24244,0.10255,0.090933,-0.24692,-0.02998,-0.05121,0.0037739,-0.049232,0.0087933,0.15034,0.066341,-0.12196,0.06981,0.097234,-0.12964,-0.19952,0.14488,0.15702,-0.16156,-0.070352,0.013894,-0.090559,0.25546,-0.015298,0.10977,0.014144,-0.31476,-0.17081,0.030937,0.032457,0.098557,-0.021359,-0.12625,0.17078,0.33435,-0.048454,0.16764,0.014277,0.1001,-0.15199,0.020798,0.36402,-0.040314,0.13585
11,0.51147,0.41131,0.44773,0.59663,0.46847,0.53283,0.4717,0.33611,0.37036,0.44919,0.46915,1,0.10542,-0.0057893,0.21938,0.11742,-0.071663,0.48242,0.21016,0.19259,0.12194,0.21833,-0.089533,-0.14761,-0.02799,0.1358,0.17742,-0.11604,-0.084131,0.10965,0.090556,-0.21486,-0.2178,0.26155,0.14968,0.013868,0.064276,-0.022274,0.073742,-0.014578,-0.0071286,0.051033,-0.25399,-0.30036,-0.12971,0.039972,-0.0017854,0.078095,0.19986,0.095321,0.046461,0.075442,0.13459,0.073892,0.065539,0.022062,0.1013,-0.11493,0.1771,0.15128,-0.09167,-0.048214,0.10332,0.043118,0.18187,0.020001,0.039593,-0.10534,-0.034178,-0.053254,-0.097285,0.19185,0.30562,0.046229,-0.0099319,0.17687,0.39857,0.22537,-0.049597,-0.0056317,0.066449,-0.046073,-0.10361
12,0.30791,0.33212,0.12615,0.12688,0.26623,0.29381,0.32269,0.34501,0.15213,-0.0026947,0.21998,0.10542,1,0.006116,0.25737,0.34592,0.21442,0.23518,0.076671,0.13187,0.16581,0.072745,0.1137,-0.0030983,0.17688,-0.087353,-0.18253,-0.07528,-0.029201,-0.0040074,0.0063852,-0.038632,0.061087,0.39702,0.012033,0.033553,0.10904,0.12232,0.0043459,-0.0015229,0.048674,-0.048681,-0.0026087,0.019378,0.087573,-0.088661,-0.24998,0.128,0.049262,0.30149,-0.16772,0.039701,0.21334,-0.24301,-0.058129,-0.011811,-0.1193,0.1149,0.022586,-0.087535,0.10993,0.18682,0.015636,0.18806,-0.01313,-0.16511,-0.098941,0.044426,0.15365,-0.25698,0.0024922,-0.027719,0.096835,0.12714,-0.35224,-0.15097,0.23167,-0.074719,0.10557,-0.18531,0.015674,-0.064877,-0.014473
13,0.30571,0.30936,0.35812,0.31715,0.23064,0.33993,0.35194,0.34289,0.30136,0.13518,0.28873,-0.0057893,0.006116,1,0.38514,-0.015796,0.13051,0.23522,0.01558,0.23878,0.092518,0.14463,0.26612,0.096279,-0.38258,-0.14438,0.087969,-0.26261,-0.0056621,-0.20529,-0.12966,-0.090247,0.088192,-0.063824,0.00064513,0.0078424,-0.08773,-0.031385,0.023974,-0.42587,-0.19086,-0.13615,0.199,-0.024592,-0.29277,0.13245,0.21099,0.037722,0.1167,-0.05064,-0.23644,-0.29649,-0.1538,0.21674,-0.21169,0.18622,0.25093,0.010164,0.22058,0.030396,0.11816,0.48447,0.039332,-0.38972,0.18245,-0.16804,-0.11091,-0.1816,-0.041689,0.12098,0.40899,-0.099264,0.30299,0.16222,-0.07864,0.33638,-0.18705,-0.09805,-0.25201,0.046137,0.13232,0.052609,-0.22081
14,0.56776,0.48855,0.40674,0.3391,0.43059,0.64046,0.45789,0.64503,0.43564,0.45122,0.40556,0.21938,0.25737,0.38514,1,0.18515,0.38434,0.24177,-0.053116,0.60119,0.027884,-0.062245,0.26238,-0.29161,-0.059287,-0.023722,0.081345,-0.38534,-0.12739,-0.25457,-0.025488,-0.29501,-0.19042,-0.089286,-0.064886,-0.27852,0.090308,-0.15618,-0.18155,-0.32149,0.037973,-0.2275,0.018036,0.061633,-0.06899,-0.11483,-0.073265,-0.11578,0.26076,0.02704,0.0067237,-0.25123,-0.048838,-0.039093,-0.32675,0.15929,0.084852,-0.21784,0.19061,-0.007339,-0.015637,0.31924,-0.083514,-0.20814,-0.090032,-0.18546,-0.052445,0.043031,0.094964,-0.27036,0.083472,-0.30694,0.2181,0.20673,-0.30871,0.028242,0.11461,0.080086,-0.073276,0.050817,0.15814,-0.086776,-0.1393
15,0.45626,0.35504,0.25919,0.29723,0.172,0.39941,0.096035,0.45606,0.15521,0.20903,-0.1108,0.11742,0.34592,-0.015796,0.18515,1,0.041221,0.026813,-0.019271,0.041471,0.11771,0.015926,-0.081735,-0.055484,-0.078216,0.027182,0.19048,-0.21448,0.17443,0.18964,-0.029758,-0.25149,0.10592,0.14033,0.00075862,0.12278,-0.064285,-0.0054815,-0.053528,-0.028519,-0.11946,-0.0087647,0.34235,0.022255,-0.01367,-0.13566,-0.16323,0.10153,0.05276,-0.093583,0.021669,-0.086599,0.30481,0.07629,-0.39515,0.13645,0.088863,0.15826,0.15139,-0.11685,0.07289,0.0017529,-0.1073,0.20739,-0.076015,-0.024848,0.05212,0.15424,-0.05375,-0.29892,0.080063,0.15273,0.22731,0.12037,0.0048525,-0.14562,0.095937,0.049827,0.18985,-0.07321,0.052877,0.043204,-0.03339
16,0.33081,0.30793,0.12285,0.073689,0.14219,0.23521,0.20609,0.34296,0.36017,0.074836,0.071401,-0.071663,0.21442,0.13051,0.38434,0.041221,1,0.18471,0.058963,0.071995,0.181,-0.18941,0.15184,-0.35245,0.019718,-0.031597,0.043944,-0.084079,-0.16315,-0.069894,-0.0050245,-0.10036,0.14775,0.056183,0.069792,-0.16877,0.16426,-0.14979,0.053,0.063482,-0.050787,-0.029188,-0.029393,0.041164,-0.002642,-0.094821,0.088788,-0.15301,0.0065494,-0.022337,-0.11241,-0.20356,0.041108,0.031196,-0.17306,-0.075513,-0.30925,0.056953,0.12725,0.11454,0.042647,0.15084,0.04932,0.018098,-0.1846,0.077094,-0.066339,-0.064818,0.46657,0.020143,0.14053,-0.27111,0.083805,0.12689,-0.10301,0.13424,-0.039895,-0.06156,0.011907,-0.23881,0.015597,-0.035602,0.10237
17,0.29698,0.2802,0.24688,0.35453,0.34094,0.29595,0.40626,0.40835,0.28888,0.34773,0.24311,0.48242,0.23518,0.23522,0.24177,0.026813,0.18471,1,-0.057241,0.18301,0.16992,0.12847,0.31355,-0.15624,-0.085383,-0.1154,0.04952,-0.09061,-0.056843,-0.042304,0.091682,-0.046443,0.031946,0.086493,0.3105,-0.13043,0.11087,-0.10498,0.19373,-0.020975,0.15384,0.16378,-0.078323,0.099291,-0.056669,0.086496,-0.054727,0.13068,0.39835,0.083144,0.079277,-0.18409,0.11986,0.026274,0.18848,0.14498,0.067254,-0.16264,0.075287,0.22796,-0.013823,0.28053,0.22516,-0.29383,0.36007,0.022201,-0.088998,-0.29356,0.17005,-0.040461,0.022959,-0.0034885,0.034625,-0.053609,-0.14198,-0.012139,0.25145,-0.053189,-0.073288,-0.14026,0.045466,0.064196,-0.18589
18,0.055284,-0.17101,0.092144,-0.12872,-0.22905,0.10683,-0.064766,0.053092,-0.13074,-0.13868,-0.075001,0.21016,0.076671,0.01558,-0.053116,-0.019271,0.058963,-0.057241,1,-0.047149,-0.12556,-0.040578,-0.17927,0.080267,-0.1169,-0.0095779,0.029306,0.11389,0.22148,0.067533,-0.021152,0.031925,0.33291,0.1271,0.08682,0.096156,-0.082523,-0.0096746,0.22757,-0.046642,-0.25776,-0.30146,-0.26865,-0.10014,0.10888,0.19633,0.31034,0.10926,-0.0099917,0.22617,-0.19095,0.3279,-0.016786,0.12098,0.10702,-0.0031981,-0.095963,0.11514,0.050899,-0.20871,0.18562,0.069395,-0.21582,0.038504,0.11409,0.24107,0.33011,0.069217,-0.14995,-0.21998,0.093927,0.0080121,0.049042,-0.078051,0.0011261,0.29196,0.26016,0.35351,0.20486,-0.14237,-0.10738,-0.14031,-0.17048
19,0.27025,0.2638,0.21197,0.16001,0.21988,0.32337,0.46088,0.33474,0.145,0.44121,0.29544,0.19259,0.13187,0.23878,0.60119,0.041471,0.071995,0.18301,-0.047149,1,0.086528,-0.077714,0.43883,0.050861,0.013656,-0.074718,0.16271,-0.094582,0.28018,-0.088966,0.29446,0.084204,-0.10855,-0.023361,-0.029351,-0.02825,-0.10981,-0.0086088,-0.14544,-0.28716,0.12923,-0.23967,0.17377,0.051545,0.18937,-0.016017,0.048484,0.039174,0.36404,0.35419,-0.19047,-0.15552,0.1959,-0.029733,-0.090077,-0.11173,0.061046,-0.33509,0.1045,-0.11074,0.21986,0.39003,-0.16164,-0.088199,0.15842,-0.19075,0.10451,-0.082364,0.19361,-0.15576,0.25002,-0.40026,0.07619,0.11497,-0.27158,0.16035,0.095902,0.041658,-0.053976,0.21273,0.26005,-0.097021,-0.24533
20,0.16851,0.34997,0.063126,0.23982,0.26791,0.058935,0.10993,0.17194,0.1636,0.13189,0.11273,0.12194,0.16581,0.092518,0.027884,0.11771,0.181,0.16992,-0.12556,0.086528,1,0.23595,0.35476,0.30796,-0.26741,0.22794,-0.14178,-0.11416,0.3067,0.29911,-0.045376,0.20542,-0.050296,0.27699,0.052034,-0.11882,0.010335,0.09699,0.040718,-0.026184,0.18623,0.33325,0.3793,-0.080913,0.11135,-0.071008,0.050609,-0.073807,-0.068351,0.15313,-0.15417,0.078793,0.2509,0.11247,-0.19281,-0.24877,0.099342,-0.065373,0.075593,-0.0013226,-0.023521,0.20302,0.11089,-0.023328,0.084697,-0.22511,-0.0046966,-0.039018,0.1815,-0.17835,0.049815,-0.0089878,-0.056454,0.13508,-0.42415,0.090952,0.26334,-0.31223,0.046654,0.11748,0.16151,0.031466,-0.18187
21,0.19568,0.21368,0.10293,0.15199,0.24524,0.2557,0.045162,0.023329,0.073606,0.04174,0.18096,0.21833,0.072745,0.14463,-0.062245,0.015926,-0.18941,0.12847,-0.040578,-0.077714,0.23595,1,0.1905,0.1185,-0.035565,0.033797,-0.27251,-0.3614,-0.037352,0.23872,-0.022299,-0.0084712,-0.023635,0.21329,0.042108,-0.1131,-0.054856,0.054841,-0.097739,-0.074129,-0.069304,0.13809,-0.0077412,-0.13515,-0.3109,-0.086514,0.01587,0.20822,-0.20789,0.068871,0.046298,-0.040596,-0.098691,-0.01325,-0.22864,-0.16965,0.041643,-0.11523,0.32491,0.30518,-0.017882,-0.10108,0.14649,0.10531,0.015194,-0.10304,-0.043394,0.051154,0.088985,-0.094304,0.073167,0.20837,0.22249,-0.035248,-0.19699,0.084421,0.361,0.073694,-0.056937,-0.004132,0.17658,0.2004,-0.075702
22,0.099035,0.23455,0.11058,0.022118,0.055357,-0.026291,0.11979,0.11867,0.11023,0.30575,-0.015195,-0.089533,0.1137,0.26612,0.26238,-0.081735,0.15184,0.31355,-0.17927,0.43883,0.35476,0.1905,1,0.12586,-0.04871,-0.0091585,-0.0095976,-0.13629,0.18535,-0.018746,0.1816,0.12418,0.05615,-0.068809,0.14197,-0.27623,-0.22789,0.06418,0.032378,-0.011041,0.10214,0.084273,0.25919,0.070795,0.052321,0.13678,0.016622,0.17238,0.10863,-0.070667,-0.084914,-0.23404,0.1519,0.31255,0.09352,-0.055042,0.082576,-0.17387,0.19511,0.23726,0.16569,0.23599,-0.028251,-0.23494,0.15826,-0.094028,0.1475,0.015412,0.15123,-0.043509,0.22014,-0.25099,0.041984,-0.055869,-0.21744,-0.069294,0.3399,-0.033084,0.011761,0.12558,0.23447,-0.18052,-0.15893
23,-0.15353,-0.063651,-0.005787,-0.062893,-0.15034,-0.16036,-0.11282,-0.26102,-0.15781,-0.046914,-0.013243,-0.14761,-0.0030983,0.096279,-0.29161,-0.055484,-0.35245,-0.15624,0.080267,0.050861,0.30796,0.1185,0.12586,1,-0.23046,-0.16262,-0.09939,0.092521,0.57518,0.27574,-0.022888,0.39234,-0.022333,0.14558,-0.024213,0.047991,0.0077094,0.31946,0.039859,-0.037027,-0.13622,0.11066,0.064535,-0.0018094,0.15803,0.15602,0.11263,0.018049,0.084564,0.32577,-0.19598,0.30219,0.080723,0.0084965,-0.15397,-0.16343,0.12571,0.042466,-0.11345,-0.16495,0.2516,0.025638,-0.11961,0.030873,0.074614,-0.18817,0.16994,0.040363,-0.014522,0.038834,0.21237,0.1094,-0.025754,0.068617,-0.16159,0.092269,0.043337,-0.12049,-0.23955,0.23218,0.25287,0.0076789,-0.10147
24,-0.043201,-0.10161,-0.12306,-0.14532,-0.046333,-0.22491,-0.03492,-0.19494,0.029316,-0.14557,-0.060034,-0.02799,0.17688,-0.38258,-0.059287,-0.078216,0.019718,-0.085383,-0.1169,0.013656,-0.26741,-0.035565,-0.04871,-0.23046,1,0.060803,-0.15558,0.23393,-0.10836,-0.0016327,0.029369,-0.095085,-0.027176,-0.020544,-0.103,-0.013946,0.098646,0.059224,0.05543,0.35012,0.1242,-0.21969,-0.11898,-0.13335,0.09714,-0.074939,-0.039218,-0.10839,0.17709,0.0073339,0.12822,-0.017045,0.10229,-0.21112,0.18824,-0.19201,-0.35255,-0.060546,-0.14809,0.067641,0.14742,-0.094161,-0.046898,0.031091,0.0065995,-0.040911,-0.041313,0.15583,0.2894,0.15551,-0.35982,0.11938,-0.06295,0.037615,0.13481,-0.24939,0.17327,0.091634,0.15721,0.26388,0.18831,-0.018827,0.20043
25,0.069385,-0.0026,-0.048278,0.034018,0.13086,-0.032898,-0.11368,-0.12443,0.076735,0.070427,-0.16103,0.1358,-0.087353,-0.14438,-0.023722,0.027182,-0.031597,-0.1154,-0.0095779,-0.074718,0.22794,0.033797,-0.0091585,-0.16262,0.060803,1,-0.056719,0.13846,-0.18844,-0.058105,0.14133,-0.0090683,-0.17563,-0.11054,0.11166,-0.20492,-0.057457,0.31989,0.0035611,0.30107,0.17758,0.026615,0.038089,-0.067915,-0.0099902,0.22708,-0.03897,-0.0095706,0.025322,0.022201,0.076861,0.006245,0.019019,0.255,0.21002,0.14786,-0.20856,0.054095,0.10557,0.10871,-0.18181,-0.105,-0.17548,0.059057,-0.1509,0.061729,0.072315,0.28076,0.016124,0.0044841,-0.084947,0.17077,-0.028461,0.068673,-0.02836,-0.10305,0.36078,0.023928,-0.080588,0.15179,-0.051724,0.060196,-0.039771
26,0.21073,0.088152,0.32177,0.3397,0.042442,0.24554,0.16769,0.11516,0.12177,0.24844,-0.0028637,0.17742,-0.18253,0.087969,0.081345,0.19048,0.043944,0.04952,0.029306,0.16271,-0.14178,-0.27251,-0.0095976,-0.09939,-0.15558,-0.056719,1,-0.0011396,0.099466,0.0046768,0.20652,0.0093266,0.14867,-0.098848,0.15625,0.21231,0.055602,-0.26974,0.12187,-0.058613,-0.26682,0.026876,0.054614,0.2255,0.15385,0.25392,-0.14808,0.012877,-0.005935,-0.18526,0.0098971,0.018125,0.23714,0.31806,0.14708,0.095701,0.33658,0.23848,0.14566,0.15766,0.12408,-0.068258,-0.14021,2.8872e-05,0.024073,0.12703,0.18417,0.068268,-0.24358,0.053082,0.0357,-0.10986,0.060274,0.24948,0.0017838,0.1657,-0.10629,0.058623,-0.047448,-0.16583,-0.11436,-0.19384,-0.21089
27,-0.37005,-0.44272,-0.32625,-0.33299,-0.25994,-0.41015,-0.22347,-0.39729,-0.35828,-0.37356,-0.1471,-0.11604,-0.07528,-0.26261,-0.38534,-0.21448,-0.084079,-0.09061,0.11389,-0.094582,-0.11416,-0.3614,-0.13629,0.092521,0.23393,0.13846,-0.0011396,1,0.039117,0.11057,0.13749,0.37201,0.072498,0.1121,0.18472,0.24089,-0.10544,0.22827,0.14514,0.47461,-0.03825,-0.12079,0.062892,0.1871,0.35627,0.33095,0.1867,0.19209,0.055742,0.025947,-0.20492,0.22366,0.18202,0.017522,0.44178,-0.2748,-0.19151,-0.18993,-0.3276,-0.11998,-0.11936,-0.091519,0.016525,0.064421,0.1361,0.25211,-0.1872,0.29706,-0.0090369,0.1622,0.018741,-0.0079088,-0.29498,-0.022684,0.23339,-0.037063,-0.052431,-0.13247,0.13877,0.034592,-0.010496,-0.029501,0.095652
28,-0.13432,-0.17038,-0.099092,-0.08477,-0.29451,-0.074141,-0.19884,-0.066163,-0.28638,0.12459,-0.18824,-0.084131,-0.029201,-0.0056621,-0.12739,0.17443,-0.16315,-0.056843,0.22148,0.28018,0.3067,-0.037352,0.18535,0.57518,-0.10836,-0.18844,0.099466,0.039117,1,0.36906,-0.075712,0.3266,0.19788,0.055325,0.17537,0.22815,-0.1434,0.17074,0.016972,-0.14327,-0.093299,0.013729,0.25071,0.11044,0.36237,0.13915,0.22907,0.12572,0.15117,0.27889,-0.13947,0.19399,0.18756,0.084867,-0.1686,-0.44581,0.069444,-0.040734,-0.10278,-0.38373,0.39209,0.23047,-0.23367,0.001481,0.052387,-0.18899,0.36013,-0.094742,0.0012168,-0.07869,0.074469,-0.0177,0.18301,0.10508,-0.1336,-0.044726,0.15095,-0.13603,-0.012516,0.072939,0.29189,-0.069901,-0.40118
29,-0.027312,0.030032,-0.099024,0.049856,-0.058296,0.086646,-0.11667,-0.041052,-0.10493,0.025093,-0.025661,0.10965,-0.0040074,-0.20529,-0.25457,0.18964,-0.069894,-0.042304,0.067533,-0.088966,0.29911,0.23872,-0.018746,0.27574,-0.0016327,-0.058105,0.0046768,0.11057,0.36906,1,-0.13541,0.056468,-0.093187,0.1093,0.27286,-0.0097462,0.027503,0.18003,0.019757,0.1022,-0.12291,0.31552,0.0979,0.1132,0.097982,-0.0022576,0.10772,0.096164,-0.00083981,0.021222,-0.15276,0.37312,0.33569,-0.1433,-0.22005,-0.44784,-0.041776,-0.10012,0.17506,-0.19008,-0.099773,-0.091146,0.057071,0.046646,-0.033238,-0.1747,0.09077,0.064096,0.084954,-0.10056,-0.065333,0.19557,-0.0021548,0.080329,0.043845,-0.026082,0.15627,0.031109,0.077783,0.06281,0.026222,-0.03819,-0.28981
