,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
20,-0.16578,-0.052008,-0.050206,-0.030243,0.17924,0.17919,-0.11145,-0.064872,0.24097,0.012809,-0.032901,0.33044,0.082945,0.29521,0.29561,0.24824,0.23072,0.32997,0.28048,0.10226,1,0.15062,0.22316,0.39188,-0.033926,0.099017,0.11516,0.34142,0.18728,0.21965,0.42021,0.19474,-0.049222,0.024793,0.26759,0.019433,0.018409,0.26015,0.070526,0.17586,-0.00088485,0.1306,0.13654,0.19007,0.29876,-0.13701,-0.11216,0.16237,0.10099,-0.35471,0.0039861,0.014267,-0.026586,0.0076272,0.085765,-0.28846,-0.1873,-0.12925,0.003017,0.22949,0.16158,0.021913,-0.18121,-0.13902,0.096767,-0.072633,-0.16822,0.0073327,-0.18548,0.11418,0.041774,0.079525,-0.40245,0.0026353,0.34308,0.077736,0.064986,0.10401,-0.026766,-0.037325,-0.23943
21,0.10381,-0.023001,-0.03597,-0.22371,-0.015767,0.25695,0.4812,-0.24155,0.20414,0.18476,0.33388,0.057984,0.28969,0.19287,0.2723,0.39746,0.034159,0.43616,0.11388,0.17715,0.15062,1,0.53623,0.014741,0.20967,0.13129,0.44598,0.21055,0.011586,0.2956,0.099177,0.07963,0.037296,0.11762,0.0075226,0.07652,0.076696,-0.0049351,-0.095034,0.11314,0.25859,0.33742,0.0062707,-0.21628,0.21211,-0.32073,0.042705,0.072085,0.1799,0.2605,0.063301,0.15249,-0.061834,0.073887,-0.021723,-0.061912,-0.050027,-0.1724,-0.15421,-0.01227,0.039898,-0.031341,-0.1054,4.4049e-05,0.028388,-0.28969,0.0027571,-0.14557,-0.048169,-0.066649,-0.073952,0.022449,0.0042213,-0.35296,0.093477,-0.16687,-0.31363,0.056939,-0.12676,-0.081771,-0.088426
22,-0.003242,-0.050209,0.20501,0.015421,-0.051318,0.16162,0.033167,-0.0028861,0.070196,-0.016701,0.19036,0.39645,0.11612,0.1413,0.20239,0.3618,0.10284,0.22831,0.051794,0.14472,0.22316,0.53623,1,0.0039066,0.30006,0.17905,0.38851,0.089804,0.0034776,0.32893,0.13114,-0.10212,-0.025754,0.050512,0.17984,0.04986,0.14926,0.042435,0.19288,0.16165,0.17695,0.027471,0.011222,-0.11107,0.28862,-0.22002,-0.14059,0.095486,0.0784,0.036097,0.076986,0.11578,-0.25388,0.081687,0.21203,0.15624,-0.059388,-0.19896,-0.12084,0.066371,0.14,0.063702,-0.10654,0.04827,0.017732,-0.092561,-0.17531,-0.22954,-0.049949,0.0045112,-0.042129,-0.12212,-0.083075,-0.16113,-0.14419,0.054301,-0.098155,0.027477,-0.037692,0.15105,0.10333
23,0.06526,0.11712,0.21435,0.082572,0.31109,0.22466,-0.011258,0.088793,-0.021866,-0.00023548,0.26562,0.33321,0.017155,0.094746,0.27182,0.30633,0.35405,0.21059,0.08198,0.09426,0.39188,0.014741,0.0039066,1,0.20741,0.013676,-0.021889,0.35301,0.10015,-0.0054676,-0.0035607,0.061354,-0.057425,0.17372,0.12081,0.11251,0.10555,-4.9099e-05,0.23536,-0.039743,-0.18454,0.29244,-0.080477,0.094862,-0.17354,0.039824,-0.1368,0.24293,-0.015274,-0.12486,0.0036918,0.18287,0.15913,0.047757,0.0063713,-0.30651,-0.086331,-0.12489,0.1709,0.092799,0.29428,0.075545,-0.080991,-0.15003,0.13729,-0.21312,0.067745,0.11086,0.010206,-0.09355,0.003512,-0.006186,-0.052801,-0.041313,-0.16454,0.11332,0.15532,0.21358,0.030862,-0.07586,-0.037201
24,-0.0034597,0.12089,0.18509,0.21615,-0.10367,0.4798,0.33742,-0.08632,-0.15875,0.0072675,0.39197,0.23386,0.11021,0.1196,0.45348,0.36512,0.088937,0.37506,0.1236,0.022383,-0.033926,0.20967,0.30006,0.20741,1,0.27817,0.26074,0.23073,0.029989,-0.039589,-0.10698,0.12623,0.023524,0.36078,0.093778,0.26916,0.13765,0.18587,0.24302,0.14173,0.004179,0.15276,0.2066,0.01009,-0.13924,-0.070192,-0.02207,0.28122,0.0072518,0.018876,0.080155,-0.081905,0.026547,-0.043409,0.027155,0.084811,-0.12713,-0.20189,0.18009,0.1131,-0.037879,0.2436,0.11367,-0.012455,-0.083186,-0.18162,0.019657,-0.25001,-0.030954,-0.036852,-0.079877,-0.014196,0.15892,-0.22409,-0.27318,-0.13849,-0.030436,0.246,0.14308,-0.047227,0.093511
25,-0.30445,-0.041784,0.068296,-0.059564,0.011488,0.39146,0.02876,0.1822,0.086932,0.24149,0.21376,0.4867,0.37198,0.35067,0.21144,0.078995,0.14364,0.37413,0.27885,0.21878,0.099017,0.13129,0.17905,0.013676,0.27817,1,0.26504,0.41041,0.0068381,0.21537,0.25901,0.13936,-0.23286,0.07029,0.061983,0.17478,0.19944,0.25764,0.2863,0.097666,0.17905,0.20573,0.15986,0.0045313,0.057001,0.058261,-0.29666,0.23822,0.061234,-0.15195,0.11828,-0.050389,-0.070888,0.045068,0.0090149,0.029523,-0.12021,-0.21046,0.24179,-0.025672,-0.015573,0.077461,-0.31549,-0.15723,-0.33201,-0.15576,0.061769,-0.078198,-0.17985,0.091566,0.053749,0.31623,-0.21258,-0.22949,-0.18037,-0.24157,-0.059222,-0.010322,-0.16555,-0.088798,0.054436
26,-0.23395,-0.3707,-0.12798,-0.031069,0.095313,0.094398,0.18017,-0.12245,0.28613,0.16546,0.25007,0.25715,0.39696,0.18353,0.21491,0.26431,0.15625,0.40794,0.27147,0.26464,0.11516,0.44598,0.38851,-0.021889,0.26074,0.26504,1,0.24964,0.12344,0.1464,0.17533,-0.29605,0.15568,0.32016,0.2742,-0.056679,-0.039672,0.083737,0.27144,0.044655,0.30565,0.10685,-0.065379,-0.13614,0.080965,-0.13121,-0.025395,-0.06101,0.15829,0.067153,0.064813,-0.14249,0.010004,0.053158,-0.14919,0.088126,0.010051,-0.25456,-0.19604,0.15718,-0.10584,-0.048003,-0.20422,0.013999,-0.4057,-0.29593,-0.29089,-0.16878,-0.11515,0.096118,-0.031501,-0.10833,-0.26044,-0.1837,-0.17243,-0.33077,-0.38948,0.020363,-0.096755,-0.15778,0.12997
27,-0.11307,-0.10715,-0.095071,0.16882,-0.034919,0.20124,0.0095971,0.074511,0.11919,0.2486,0.28939,0.41613,0.16759,0.28043,0.30946,0.22128,0.59486,0.28898,0.39705,0.24723,0.34142,0.21055,0.089804,0.35301,0.23073,0.41041,0.24964,1,0.074881,0.44262,0.39424,0.34104,0.052622,0.11423,0.010118,0.23311,0.0079476,0.34241,0.37717,0.071164,0.20372,0.18314,-0.10599,0.13309,-0.10301,-0.08672,-0.30047,0.43982,0.077993,-0.13572,0.19415,0.12286,0.083881,0.16449,-0.1073,-0.15459,-0.14913,-0.11265,0.32036,0.17543,0.11446,-0.04386,-0.20505,-0.25844,-0.21418,-0.3674,-0.036226,-0.17689,-0.11613,-0.074998,0.15422,0.22948,-0.079909,-0.27763,-0.11968,-0.21338,0.0062658,-0.047459,-0.19634,-0.14648,-0.15445
28,-0.074374,-0.10017,-0.051939,-0.21792,0.17738,0.072821,0.018481,0.037849,0.055527,0.1016,0.21361,0.21948,0.24714,0.14998,0.14968,0.28342,-0.067933,0.18399,-0.039668,0.0093232,0.18728,0.011586,0.0034776,0.10015,0.029989,0.0068381,0.12344,0.074881,1,0.046995,-0.079448,0.12362,0.029558,-0.0021613,0.10222,0.11015,0.14655,0.14659,-0.10827,0.22179,0.26812,0.18327,-0.0087212,0.28099,-0.014989,-0.12782,-0.33818,-0.069058,0.1151,0.10561,0.033423,-0.053602,0.13854,-0.036456,-0.18797,-0.13442,0.013008,0.14147,0.20969,0.085157,-0.12548,-0.018047,0.20332,-0.06182,-0.1169,-0.047976,-0.028904,-0.3217,0.18488,0.087719,0.22408,0.015013,-0.1818,0.093165,-0.047877,0.033969,0.024317,0.36636,-0.2329,0.048147,0.025874
29,-0.0322,0.10268,-0.085455,0.18134,-0.034316,-0.11124,0.035868,-0.028565,0.2332,0.12989,-0.088462,0.1787,0.19731,0.19415,0.22163,0.27568,0.39227,0.10797,0.18432,0.17981,0.21965,0.2956,0.32893,-0.0054676,-0.039589,0.21537,0.1464,0.44262,0.046995,1,0.37753,0.21828,0.0091133,0.06678,0.20867,0.12152,0.068913,0.3494,0.12848,0.093646,0.31184,0.13686,0.09533,-0.20554,0.10849,-0.22049,-0.10977,0.25972,0.036224,-0.053093,0.19855,0.32068,-0.14443,0.11645,0.28276,-0.13449,-0.056835,-0.037025,-0.11236,0.088934,0.147,0.16786,-0.14867,-0.23902,-0.083279,-0.30081,-0.1782,0.042187,-0.22237,-0.0044711,0.12693,0.18988,0.0084008,-0.2419,0.22525,-0.049304,-0.16714,-0.13863,0.0069625,0.011391,0.026685
