,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
10,0.82331,0.78317,0.86239,0.82234,0.72905,0.7301,0.83444,0.74345,0.82144,0.76852,1,0.77742,0.86451,0.76813,0.66316,0.71177,0.77284,0.73564,0.64853,0.66115,0.55639,0.62671,0.54188,0.65556,0.42697,0.70259,0.34754,0.52174,0.55168,0.58102,0.24791,0.24903,0.33729,0.40341,0.2967,0.14504,0.3248,0.17277,0.16014,0.30121,0.13457,0.11368,0.1053,0.073275,0.20388,0.15721,-0.30444,0.082041,0.11798,0.082117,0.062802,0.068903,-0.17917,-0.20884,-0.09593,-0.24951,0.042339,-0.11408,-0.21348,-0.039709,-0.17406,0.16905,-0.26706,-0.054958,-0.093925,-0.028189,0.048794,-0.016936,0.033326,0.15814,-0.030167,-0.18929,0.087288,-0.0030141,-0.0058795,0.17199,0.034954,0.13441,0.14899
11,0.81271,0.84415,0.8905,0.83773,0.80664,0.79437,0.794,0.7917,0.73807,0.77116,0.77742,1,0.78285,0.78546,0.76221,0.7631,0.72497,0.69722,0.54838,0.70211,0.55232,0.7006,0.62439,0.67984,0.62456,0.6716,0.36089,0.45274,0.54797,0.36707,0.33298,0.25042,0.29954,0.53809,0.2751,0.31113,0.29364,0.2083,0.045015,0.21055,0.19301,0.056051,0.032741,0.086737,0.14072,0.082603,-0.32484,-0.05676,0.12231,0.0012162,-0.18954,0.039186,-0.099963,-0.21011,-0.26118,-0.14365,-0.060974,-0.028482,-0.058948,0.063576,-0.25789,0.22298,-0.17088,-0.22586,-0.0712,-0.015684,0.049431,-0.20568,-0.079679,0.0084889,-0.045209,-0.17597,0.17686,0.20089,-0.053481,0.28404,-0.087454,0.01653,0.15403
12,0.81114,0.80606,0.8828,0.81424,0.77359,0.76159,0.87896,0.80283,0.84616,0.77914,0.86451,0.78285,1,0.8105,0.72414,0.72114,0.8245,0.72969,0.63066,0.68432,0.55443,0.64758,0.4776,0.72777,0.49631,0.657,0.37986,0.48136,0.53309,0.50281,0.34322,0.32725,0.16447,0.37754,0.29424,0.25424,0.19651,0.18686,0.31253,0.32005,0.21204,-0.02003,0.015022,0.094835,0.18269,0.10592,-0.35762,0.057907,0.099143,0.018297,-0.14595,0.012706,-0.056099,-0.26557,-0.21454,-0.2319,0.082273,-0.28582,-0.23708,0.020675,-0.16617,0.066473,-0.31321,-0.13567,-0.10688,-0.087135,-0.0090524,-0.046102,-0.10581,0.12964,-0.00022945,-0.051949,0.1162,0.16098,-0.010198,0.1737,-0.081873,0.11185,0.19533
13,0.89518,0.85785,0.84826,0.74566,0.77133,0.75864,0.84189,0.83915,0.78997,0.8384,0.76813,0.78546,0.8105,1,0.70876,0.74154,0.75032,0.78925,0.64876,0.74927,0.56033,0.63553,0.54334,0.75595,0.5952,0.71356,0.3442,0.48795,0.60119,0.38274,0.39283,0.31376,0.13516,0.39338,0.28853,0.26406,0.10771,0.085954,0.17257,0.13779,0.11048,0.13381,0.10111,0.0066476,0.15606,0.27833,-0.21265,-0.067663,0.15177,0.002675,-0.043273,-0.07023,-0.10443,-0.094093,-0.34736,-0.24828,0.24517,-0.17925,-0.15732,0.066709,-0.20829,0.17346,-0.24486,-0.019593,-0.21421,-0.097584,0.14798,-0.0085959,-0.1839,-0.064503,-0.034618,-0.15425,0.12338,0.18486,-0.027826,0.0811,-0.068107,0.22801,0.29176
14,0.73697,0.78627,0.775,0.78318,0.7687,0.77994,0.8026,0.72672,0.71718,0.71725,0.66316,0.76221,0.72414,0.70876,1,0.67525,0.58287,0.6088,0.52321,0.668,0.60753,0.51105,0.6479,0.66068,0.53842,0.6468,0.32223,0.56937,0.51897,0.24545,0.37687,0.31596,0.04429,0.41219,0.18226,0.16394,0.33544,-0.024752,0.21855,0.073117,0.16596,0.047374,0.016677,0.019623,0.11203,0.098568,-0.18716,-0.15108,0.20919,-0.089776,-0.21099,0.096435,-0.14639,-0.10255,-0.14695,-0.26908,0.011765,0.014635,-0.10377,0.203,-0.2402,0.096686,-0.14568,-0.10897,-0.17111,-0.16376,-0.0087923,-0.037753,-0.28372,-0.040502,-0.038794,-0.058304,0.018402,0.19733,-0.1118,0.13158,-0.15226,0.14605,0.23842
15,0.76024,0.79918,0.81254,0.75946,0.73694,0.78062,0.7171,0.80899,0.72147,0.69352,0.71177,0.7631,0.72114,0.74154,0.67525,1,0.62764,0.68336,0.6277,0.65526,0.48898,0.60881,0.61477,0.69519,0.53101,0.60697,0.5059,0.47105,0.5414,0.34433,0.39381,0.3466,0.16904,0.24939,0.26556,0.212,0.34177,0.24559,0.29384,0.13718,0.19594,0.093183,0.25184,0.073671,0.28953,0.027278,-0.26363,0.034877,0.2234,-0.009444,-0.012471,-0.057015,0.097051,-0.17971,-0.29831,-0.23032,0.092387,0.010671,-0.14091,-0.043751,-0.3586,0.24101,-0.22145,-0.074272,-0.19101,-0.18918,0.037122,-0.19776,-0.065975,-0.062674,-0.036648,-0.15154,0.10066,-0.096377,-0.23415,0.17359,-0.088743,0.15559,0.12491
16,0.78314,0.76982,0.83439,0.73958,0.71209,0.68072,0.78747,0.72369,0.75672,0.7089,0.77284,0.72497,0.8245,0.75032,0.58287,0.62764,1,0.70656,0.55748,0.70981,0.53378,0.66208,0.4942,0.6245,0.47827,0.61801,0.41559,0.49392,0.63498,0.40663,0.2193,0.46006,0.27996,0.42365,0.13917,0.40539,0.24588,0.25719,0.12079,0.29043,0.285,-0.029381,0.10352,0.026873,0.25694,0.28499,-0.32008,0.081026,0.10876,0.24418,-0.035284,-0.0029316,-0.036976,-0.16542,-0.075146,-0.15905,0.045196,-0.091697,-0.3332,0.032352,-0.26747,0.045124,-0.082556,-0.049748,0.0031482,-0.088468,-0.016852,0.0048652,-0.043412,0.069598,-0.041401,-0.12853,0.059024,0.088562,0.11825,-0.00079815,-0.05139,-0.036647,0.24512
17,0.74338,0.75583,0.78967,0.73128,0.69627,0.65266,0.77167,0.77193,0.69764,0.79542,0.73564,0.69722,0.72969,0.78925,0.6088,0.68336,0.70656,1,0.68294,0.71835,0.48501,0.53997,0.53154,0.70698,0.52209,0.51272,0.51809,0.42979,0.46487,0.43033,0.22661,0.40794,0.24848,0.43043,0.21257,0.1942,0.059882,0.36109,0.25018,0.045555,0.056969,0.043752,0.034515,-0.16378,0.32725,0.13837,-0.1397,-0.076928,0.26825,0.11503,0.18074,0.0031053,-0.1016,0.024545,-0.38193,-0.26842,0.18344,-0.20835,-0.25762,-0.046861,-0.34171,0.31036,-0.13901,0.0066128,-0.24819,-0.083752,0.096555,-0.075635,-0.16388,-0.089395,0.039358,-0.19416,-0.0099906,0.096502,-0.12797,-0.094803,-0.14297,0.23841,0.19148
18,0.62108,0.69331,0.68485,0.68239,0.67748,0.63612,0.6907,0.64757,0.63072,0.70843,0.64853,0.54838,0.63066,0.64876,0.52321,0.6277,0.55748,0.68294,1,0.62466,0.38568,0.34658,0.46777,0.48114,0.34313,0.48605,0.36708,0.42445,0.37905,0.37481,0.13703,0.11448,0.11195,0.39504,0.29487,0.10427,-0.055422,0.10185,0.19538,0.10385,0.046001,0.048531,0.10691,-0.20789,0.25949,0.12971,-0.11627,-0.16225,0.19876,0.069267,0.25255,-0.16065,0.016336,-0.10241,-0.17094,-0.15227,0.1632,-0.093475,-0.10031,-0.075945,-0.17718,0.211,-0.11793,0.10272,-0.24292,-0.08638,0.013186,0.0941,-0.057717,0.058828,-0.060702,0.005342,0.1025,0.040885,-0.083658,-0.090159,0.036476,0.12964,-0.065617
19,0.76891,0.80871,0.76131,0.74437,0.73219,0.60643,0.75145,0.70249,0.74092,0.77203,0.66115,0.70211,0.68432,0.74927,0.668,0.65526,0.70981,0.71835,0.62466,1,0.49632,0.5144,0.53091,0.61538,0.45164,0.54876,0.24222,0.58371,0.48429,0.4152,0.40854,0.3085,0.14542,0.40437,0.32904,0.11394,0.23367,0.15006,0.20528,0.093225,0.18967,0.18305,0.0005638,-0.21348,0.059573,0.094894,-0.25083,-0.080274,0.17263,0.14241,0.0032116,-0.10695,-0.1715,-0.10514,-0.16946,-0.1436,0.022067,0.0014489,-0.16455,-0.080866,-0.32304,0.052661,-0.079409,-0.16423,-0.099486,-0.24103,0.092268,-0.051842,-0.28385,-0.11542,0.0011844,-0.091458,0.058732,0.043066,-0.025644,0.024687,-0.010184,0.0040538,0.31502
20,0.57201,0.56385,0.62244,0.60885,0.4365,0.55317,0.59609,0.57585,0.50561,0.61073,0.55639,0.55232,0.55443,0.56033,0.60753,0.48898,0.53378,0.48501,0.38568,0.49632,1,0.49291,0.3105,0.47683,0.64131,0.44062,0.41233,0.29901,0.53028,0.29564,0.33282,0.27412,0.083464,0.2657,0.06277,0.29964,0.07632,-0.056673,0.14385,0.085167,0.16712,0.088505,0.24684,-0.041255,0.17311,0.33917,-0.47651,-0.12495,0.12009,0.0421,-0.19819,0.29711,-0.085734,0.13014,-0.1358,-0.19825,0.0089466,-0.020283,-0.17527,0.050561,-0.27261,0.2026,-0.15183,0.098224,-0.03874,-0.051406,-0.11362,-0.16525,-0.17413,0.035045,-0.020836,-0.12693,0.040588,0.18408,0.027965,0.04278,-0.073522,0.28494,0.099878
21,0.73579,0.66692,0.69705,0.64924,0.62457,0.56657,0.62099,0.61258,0.69042,0.60404,0.62671,0.7006,0.64758,0.63553,0.51105,0.60881,0.66208,0.53997,0.34658,0.5144,0.49291,1,0.43898,0.53523,0.39401,0.64181,0.38697,0.29676,0.59616,0.1949,0.18569,0.28033,0.24615,0.40296,0.23194,0.503,0.20341,0.081868,0.23251,0.31485,0.31391,0.013301,0.16751,0.20716,0.23366,0.13776,-0.46237,0.15887,0.086451,0.064592,-0.074675,0.062504,0.081415,-0.32215,-0.22339,-0.18923,-0.1616,-0.038177,-0.17679,0.094017,-0.23626,0.026404,-0.20803,0.10433,0.24475,0.029102,0.15928,-0.078058,-0.02165,-0.052397,0.045118,-0.043535,0.17183,0.244,-0.037343,0.18287,0.088811,-0.004502,0.030585
22,0.63109,0.59061,0.63701,0.58187,0.5985,0.53242,0.58216,0.60254,0.49593,0.51436,0.54188,0.62439,0.4776,0.54334,0.6479,0.61477,0.4942,0.53154,0.46777,0.53091,0.3105,0.43898,1,0.50678,0.28998,0.56671,0.32286,0.37025,0.49163,0.084005,0.18945,0.25777,0.18372,0.19346,0.072977,-0.023641,0.49664,0.23,0.15049,0.30272,0.090801,0.074576,0.21002,-0.17547,0.079176,0.16874,-0.11707,-0.049845,0.18801,0.062689,-0.028319,-0.091902,-0.33565,-0.12493,-0.033771,-0.36965,0.044309,-0.13852,-0.12949,0.15173,-0.36076,0.066522,0.1232,0.043049,-0.12212,-0.10293,0.006226,-0.1605,-0.068372,-0.15737,-0.0051948,0.078847,0.0061292,0.14612,-0.2545,0.074816,-0.13869,0.1143,0.10969
23,0.76003,0.76255,0.74769,0.67778,0.68643,0.64047,0.73724,0.76381,0.70085,0.66565,0.65556,0.67984,0.72777,0.75595,0.66068,0.69519,0.6245,0.70698,0.48114,0.61538,0.47683,0.53523,0.50678,1,0.37563,0.56005,0.3812,0.55278,0.55915,0.41244,0.33322,0.33278,-0.086128,0.22178,0.24979,0.17486,0.19683,0.18722,0.35486,0.046599,0.22363,-0.084469,0.16574,0.098195,0.40485,0.14628,-0.10167,-0.16488,0.17389,-0.087156,-0.094678,0.18674,0.12785,-0.036029,-0.18636,-0.21327,0.18047,-0.21162,-0.13544,0.094463,-0.18353,0.14884,-0.1959,0.025542,-0.15508,-0.14757,0.14749,-0.027658,-0.21539,-0.1221,0.13495,-0.18837,0.1719,0.23881,-0.088583,0.07684,-0.19031,0.26409,0.37454
24,0.52071,0.57867,0.59341,0.5627,0.5844,0.64266,0.51575,0.58811,0.45695,0.63968,0.42697,0.62456,0.49631,0.5952,0.53842,0.53101,0.47827,0.52209,0.34313,0.45164,0.64131,0.39401,0.28998,0.37563,1,0.4028,0.33002,0.39697,0.51628,0.14871,0.2934,0.24793,0.052472,0.36395,0.11742,0.29587,-0.057145,-0.0079239,-0.214,0.077982,-0.016909,0.08151,0.17367,-0.075767,-0.01434,0.15977,-0.33187,-0.15128,0.17848,0.027124,-0.23838,0.051454,-0.15888,0.067174,-0.36736,-0.29426,0.18877,-0.00082139,-0.16917,-0.19573,-0.4359,0.30698,-0.097433,-0.15654,-0.099369,-0.069019,-0.01909,-0.082061,-0.14852,0.015462,-0.14025,-0.24237,0.15412,0.1791,-0.062831,0.17006,-0.17312,0.20953,0.072936
25,0.71953,0.69464,0.74082,0.6931,0.70784,0.65951,0.68513,0.60077,0.68024,0.66253,0.70259,0.6716,0.657,0.71356,0.6468,0.60697,0.61801,0.51272,0.48605,0.54876,0.44062,0.64181,0.56671,0.56005,0.4028,1,0.29089,0.55065,0.50469,0.20899,0.24269,0.31355,0.15233,0.27807,0.39683,0.31838,0.30241,0.16155,0.19196,0.21811,0.19251,-0.024631,0.24794,0.051043,0.026317,0.1261,-0.42164,0.043355,0.048764,-0.11678,-0.022459,-0.085109,-0.16602,-0.1199,-0.20985,-0.33577,0.047763,-0.14471,-0.1673,0.32005,-0.11799,0.097549,-0.3346,-0.1018,-0.00047765,0.02568,0.07338,0.091756,0.048243,0.017289,0.095195,-0.013449,0.11411,0.12371,0.065688,0.25371,-0.036722,0.3232,0.16913
26,0.36977,0.42031,0.38602,0.3994,0.28081,0.43411,0.31157,0.52888,0.37065,0.38311,0.34754,0.36089,0.37986,0.3442,0.32223,0.5059,0.41559,0.51809,0.36708,0.24222,0.41233,0.38697,0.32286,0.3812,0.33002,0.29089,1,0.14321,0.44885,0.22338,0.35784,0.50655,0.10257,0.26856,0.20743,0.29582,-0.025365,0.27619,0.26575,-0.078517,0.12814,-0.12281,0.29612,0.13508,0.26391,0.24302,-0.2403,0.17204,0.24419,0.11266,-0.11243,0.14405,0.18317,-0.25528,-0.25466,-0.15231,-0.11423,-0.032639,-0.31273,0.14073,-0.28609,0.43423,-0.069187,0.14766,-0.1534,-0.081241,-0.21237,-0.21314,-0.1273,-0.069375,-0.04143,-0.12892,-0.0093424,0.16901,-0.2128,-0.081209,-0.094626,0.015579,-0.039397
27,0.54065,0.52601,0.54624,0.58431,0.63355,0.56056,0.55224,0.48513,0.54969,0.58669,0.52174,0.45274,0.48136,0.48795,0.56937,0.47105,0.49392,0.42979,0.42445,0.58371,0.29901,0.29676,0.37025,0.55278,0.39697,0.55065,0.14321,1,0.51041,0.21466,0.037058,0.24429,-0.04516,0.38206,0.29149,0.090684,0.33305,0.085935,-0.016142,0.10696,-0.028206,-0.1597,0.15388,0.069415,0.10835,0.070474,-0.0039227,-0.20645,0.10289,0.015201,-0.020383,-0.1576,0.025617,-0.079573,-0.075387,-0.3642,-0.0045516,0.053621,-0.26821,0.027332,-0.1309,0.10461,-0.20304,-0.14221,0.035434,-0.3159,0.14658,0.18944,-0.18548,-0.077598,-0.084836,-0.042404,0.121,0.018353,0.06572,0.032249,-0.084222,0.15603,0.3093
28,0.61389,0.58265,0.64102,0.54003,0.57071,0.44883,0.5396,0.64707,0.63189,0.60064,0.55168,0.54797,0.53309,0.60119,0.51897,0.5414,0.63498,0.46487,0.37905,0.48429,0.53028,0.59616,0.49163,0.55915,0.51628,0.50469,0.44885,0.51041,1,0.20974,0.26902,0.39368,0.021161,0.38871,0.15077,0.31508,0.11128,-0.11419,0.082085,0.17782,0.0037268,-0.20931,0.33216,0.065762,0.23063,0.34929,-0.26409,0.13721,0.27626,0.03124,-0.14695,0.056964,0.0012345,-0.11071,-0.051097,-0.18691,0.077722,0.06461,-0.24196,-0.0025932,-0.15989,0.17474,-0.085067,0.19692,0.13959,-0.25838,0.027301,0.070309,-0.096515,-0.13545,-0.092798,-0.17569,0.30622,0.31767,-0.0079737,0.10129,-0.051382,0.17351,0.14031
29,0.42057,0.37124,0.42939,0.43852,0.28029,0.26191,0.437,0.35609,0.4563,0.46053,0.58102,0.36707,0.50281,0.38274,0.24545,0.34433,0.40663,0.43033,0.37481,0.4152,0.29564,0.1949,0.084005,0.41244,0.14871,0.20899,0.22338,0.21466,0.20974,1,0.3387,0.072164,0.23723,0.22841,0.19308,-0.029757,0.13637,0.082381,-0.027158,0.3027,0.06303,0.12985,0.050993,0.18536,0.16329,-0.05213,-0.092037,0.18521,0.22596,0.15131,-0.044634,0.12047,0.012093,-0.075255,0.049675,0.14938,0.048233,-0.14461,0.065531,-0.029981,-0.19625,0.1862,-0.18462,0.044797,0.14098,-0.058685,0.098371,-0.25224,-0.059768,0.020329,0.01975,-0.36828,0.1997,-0.0039986,-0.013936,-0.068789,0.036542,0.047265,0.015642
30,0.32792,0.42437,0.29935,0.26336,0.22608,0.2767,0.31407,0.46528,0.42954,0.30784,0.24791,0.33298,0.34322,0.39283,0.37687,0.39381,0.2193,0.22661,0.13703,0.40854,0.33282,0.18569,0.18945,0.33322,0.2934,0.24269,0.35784,0.037058,0.26902,0.3387,1,0.18428,-0.16544,-0.068251,0.33574,-0.11868,0.027061,-0.048384,0.21475,-0.1166,0.12055,0.25654,0.16355,0.012571,-0.14002,0.072784,-0.22842,0.15218,0.045759,0.10035,-0.39262,0.14857,-0.1946,-0.19309,-0.064212,0.054143,0.15126,0.045079,0.10237,0.087386,-0.046192,0.16026,-0.21028,-0.12286,-0.16472,-0.08971,-0.28176,-0.20925,-0.32366,-0.10987,0.025545,-0.25412,0.089003,0.19246,-0.17362,0.29889,-0.065824,0.0011364,0.247
31,0.31666,0.30921,0.33923,0.35066,0.21704,0.35986,0.29131,0.43179,0.25028,0.31839,0.24903,0.25042,0.32725,0.31376,0.31596,0.3466,0.46006,0.40794,0.11448,0.3085,0.27412,0.28033,0.25777,0.33278,0.24793,0.31355,0.50655,0.24429,0.39368,0.072164,0.18428,1,0.18088,-0.020231,0.037968,0.25997,0.13142,0.19182,0.2306,0.01433,0.060266,-0.1666,0.17743,0.14235,0.29406,0.084612,-0.24141,0.13641,0.20665,-0.011509,-0.12471,-0.017584,-0.0061639,0.1202,0.0025843,-0.17311,-0.058493,0.076457,-0.19808,0.18346,-0.050385,0.28941,-0.069086,-0.063337,0.013753,-0.19766,-0.17275,-0.18071,-0.045713,-0.022899,0.0026999,-0.080492,-0.00053514,0.18367,0.048339,0.076788,-0.34762,0.084152,0.40967
