,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126
10,0.82578,0.84138,0.82962,0.81482,0.83632,0.82547,0.83274,0.82499,0.81556,0.7936,1,0.82191,0.81278,0.82466,0.79171,0.79068,0.77099,0.78082,0.80941,0.74901,0.74484,0.73744,0.80969,0.6229,0.77237,0.64207,0.66644,0.72719,0.69676,0.64976,0.76856,0.34965,0.6865,0.61304,0.65094,0.34137,0.58637,0.50191,0.28585,0.50732,0.35635,0.34576,0.40869,0.61638,0.47684,0.21414,0.51127,0.38147,0.33248,0.11396,-0.075128,0.16165,0.1671,0.021021,0.17889,0.013326,-0.091297,-0.043303,-0.028849,0.3265,-0.20417,-0.18631,-0.14171,0.12671,-0.025484,-0.0080667,-0.014139,-0.093877,-0.16371,-0.092105,-0.11457,-0.012821,-0.31753,-0.099117,-0.16023,0.16205,-0.12372,-0.069923,0.15563,-0.11269,-0.26516,-0.078763,-0.13714,-0.041412,0.35192,-0.16079,0.085469,-0.047411,0.023397,0.03678,-0.21779,-0.16795,0.069526,-0.37404,-0.1998,-0.18269,-0.0017899,0.035514,0.09625,-0.39627,-0.19443,-0.33806,0.258,0.11449,-0.036016,0.15192,0.18503,0.0013574,-0.17792,-0.072075,0.16325,0.014449,0.21113,-0.12159,0.29151,-0.08994,0.24521,-0.085469,0.18103,0.1584,0.2356,0.1483,0.24994,-0.10652,0.27131,0.23517,0.1138
11,0.87454,0.88821,0.91381,0.83276,0.7787,0.85137,0.85913,0.85396,0.90752,0.83311,0.82191,1,0.84512,0.84959,0.89714,0.7747,0.87195,0.8002,0.87704,0.79604,0.69175,0.79784,0.75022,0.69853,0.83929,0.68462,0.7398,0.74845,0.68929,0.61932,0.70544,0.52009,0.70275,0.67673,0.62614,0.4541,0.49353,0.5726,0.39672,0.43175,0.35788,0.44295,0.42523,0.65641,0.52926,0.25877,0.48352,0.26354,0.34352,0.25639,0.014951,0.069447,0.2052,0.088642,0.079577,-0.17481,-0.10097,-0.095676,-0.048696,0.31168,-0.35208,-0.17,-0.10101,0.060908,-0.067066,-0.027863,-0.35948,0.12987,-0.16099,-0.13201,-0.066735,0.065559,-0.35522,-0.11342,-0.17613,0.15245,0.042803,-0.22138,0.05804,-0.1299,-0.15039,-0.11297,-0.23116,-0.2375,0.25673,-0.13104,0.0071471,-0.0023633,0.17236,0.09183,-0.24168,-0.11126,0.097719,-0.16451,-0.13866,0.0264,-0.069068,0.11131,0.015943,-0.31225,-0.11136,-0.3118,0.29409,-0.0090791,0.030785,0.021441,0.11354,0.14737,-0.25311,0.15726,0.28129,-0.017743,0.16747,-0.058,0.27301,-0.039374,0.20516,0.05647,0.19424,0.09278,0.39177,0.082701,0.30302,-0.077303,0.30231,0.27824,0.10952
12,0.81753,0.86093,0.82951,0.83979,0.79861,0.80143,0.77447,0.79416,0.8532,0.803,0.81278,0.84512,1,0.74059,0.70249,0.78358,0.85091,0.75331,0.75364,0.76005,0.62234,0.77049,0.78288,0.6904,0.84471,0.6628,0.66172,0.69213,0.67732,0.52406,0.68224,0.37779,0.66742,0.6381,0.57572,0.47615,0.60083,0.60949,0.29905,0.39378,0.30858,0.36728,0.44669,0.63197,0.5074,0.31576,0.47976,0.39013,0.41886,0.14525,0.10055,0.034581,0.19591,0.098211,0.15753,-0.033254,-0.012008,-0.18273,-0.018255,0.28779,-0.25866,-0.20877,-0.12217,0.18993,-0.056982,0.034218,-0.20189,-0.028656,-0.082236,-0.18305,-0.038923,0.064846,-0.30227,-0.083869,-0.10041,0.096709,-0.10343,-0.11213,0.11456,-0.094539,-0.21368,-0.10779,-0.38383,-0.13315,0.28084,-0.1395,-0.082149,-0.028416,0.12296,0.11444,-0.1017,-0.22109,0.087984,-0.16759,-0.19895,-0.045338,-0.11356,0.062673,0.031314,-0.23849,-0.13438,-0.35132,0.16128,-0.0015021,0.10356,-0.066997,0.15111,0.040736,-0.16841,-0.010797,0.33114,-0.003855,0.16503,0.01349,0.26778,-0.035156,0.18187,-0.0036871,0.27774,0.048891,0.30375,0.081718,0.13309,-0.11214,0.40958,0.1452,0.2969
13,0.89235,0.87575,0.88204,0.85652,0.83245,0.89902,0.82626,0.85428,0.85476,0.87991,0.82466,0.84959,0.74059,1,0.83966,0.77362,0.79399,0.71388,0.87862,0.77124,0.76386,0.75388,0.75833,0.69689,0.7762,0.75164,0.72008,0.80844,0.67901,0.64325,0.64532,0.50086,0.69504,0.6351,0.65192,0.53215,0.53988,0.55646,0.43002,0.54953,0.30963,0.38724,0.32768,0.54356,0.48158,0.18193,0.32847,0.29937,0.28636,0.18595,0.10849,0.1076,0.21641,-0.065563,0.060271,-0.0072093,-0.14922,-0.10162,0.058791,0.26295,-0.22255,-0.20796,-0.082407,0.093633,-0.068496,-0.12966,-0.16599,0.11843,-0.10868,-0.1691,-0.13798,-0.074579,-0.28402,-0.22855,-0.23633,0.16669,0.0031123,-0.19933,0.16233,-0.17299,-0.15645,-0.13241,-0.18461,-0.13776,0.24074,-0.12002,-0.073659,0.088499,0.046398,0.070779,-0.28036,-0.05851,-0.10935,-0.24465,-0.18316,0.11796,-0.067028,0.034273,-0.078715,-0.1928,-0.25408,-0.30748,0.34676,0.097487,0.025311,0.049442,-0.047643,0.13595,-0.12682,0.084644,0.23252,0.19102,0.1645,-0.20043,0.079015,-0.052399,0.34772,-0.18234,0.094267,0.14216,0.26149,0.19358,0.1442,0.13752,0.39659,0.27717,0.11396
14,0.86109,0.87782,0.90548,0.79025,0.80839,0.86232,0.835,0.84882,0.88942,0.787,0.79171,0.89714,0.70249,0.83966,1,0.81862,0.79428,0.77622,0.81745,0.72184,0.69335,0.71968,0.72183,0.71197,0.77878,0.65821,0.76431,0.72191,0.72588,0.63708,0.7198,0.53504,0.59305,0.68544,0.62218,0.41375,0.41491,0.55177,0.47045,0.50556,0.3651,0.43495,0.41472,0.58329,0.52631,0.20191,0.45902,0.14431,0.26787,0.23084,0.0047553,0.12253,0.20092,0.062534,0.1248,-0.26684,-0.15967,0.0062185,0.0092008,0.21079,-0.3031,-0.12095,-0.18866,-0.071189,-0.11417,0.018231,-0.38309,0.054159,-0.22468,-0.17239,-0.12757,-0.037502,-0.2798,-0.22231,-0.19971,0.15843,-0.046107,-0.25959,0.10951,-0.20907,-0.15072,-0.15988,-0.17513,-0.17555,0.26388,-0.11786,0.10697,0.042469,0.053453,-0.013039,-0.15312,-0.049942,0.016017,-0.10345,-0.18054,0.068072,0.0082556,0.23485,-0.014795,-0.43053,-0.16639,-0.36941,0.27413,-0.037989,-0.057982,-0.014292,0.061313,0.097084,-0.39297,0.20378,0.237,0.049581,0.11107,-0.10189,0.15334,-0.027642,0.12656,-0.018181,0.12674,0.11204,0.20675,0.094915,0.26845,-0.019213,0.24116,0.27114,0.18484
15,0.84818,0.8385,0.83412,0.84548,0.79513,0.83982,0.79541,0.79408,0.84779,0.74253,0.79068,0.7747,0.78358,0.77362,0.81862,1,0.75748,0.73994,0.72647,0.75271,0.73319,0.69642,0.77297,0.66338,0.72109,0.63898,0.66389,0.69713,0.69525,0.51185,0.77353,0.47908,0.59798,0.65841,0.55444,0.4357,0.51785,0.50868,0.4587,0.55369,0.39097,0.35832,0.3588,0.48594,0.53965,0.19448,0.49111,0.24808,0.28797,0.041827,0.063303,-0.010019,0.16534,-0.045984,0.071158,-0.17581,-0.052967,0.029371,0.089964,0.38978,-0.22521,-0.21888,-0.21652,-0.10802,-0.076435,-0.017137,-0.22199,-0.11733,-0.090158,-0.32587,-0.11998,-0.0014875,-0.25991,-0.1595,-0.18459,0.10886,-0.20429,-0.15998,0.040611,-0.35872,-0.095166,-0.10358,-0.28265,-0.084951,0.30233,-0.058996,0.062462,0.042979,0.073803,-0.082842,-0.023334,-0.12327,0.006528,-0.12977,-0.34169,0.012616,0.021752,0.079925,0.06107,-0.31793,-0.13901,-0.34796,0.22435,0.096423,-0.044388,-0.080037,0.056701,0.043243,-0.28624,0.086568,0.27022,0.14163,0.091291,-0.15654,0.19429,-0.0041129,0.079969,-0.045802,0.12676,0.06673,0.16845,0.040582,0.14796,0.11805,0.29484,0.33436,0.2919
16,0.88004,0.85671,0.86331,0.86378,0.78565,0.79199,0.81181,0.85284,0.87938,0.87026,0.77099,0.87195,0.85091,0.79399,0.79428,0.75748,1,0.76812,0.84836,0.83167,0.74372,0.79565,0.7588,0.69411,0.82302,0.70228,0.79684,0.65974,0.72602,0.61738,0.65304,0.46133,0.61768,0.63639,0.67075,0.49893,0.63457,0.59416,0.37002,0.53469,0.2487,0.35885,0.38277,0.52999,0.56907,0.2024,0.41661,0.27335,0.35954,0.20186,-0.041178,0.027818,0.13238,0.070055,0.078982,-0.17315,-0.083308,-0.08569,0.10461,0.32609,-0.25452,-0.14205,-0.091709,0.085679,-0.093283,0.079418,-0.33312,0.12145,-0.1046,-0.14452,-0.037445,0.013971,-0.23509,-0.2757,-0.23665,0.070481,-0.044355,-0.27927,0.16501,-0.10374,-0.24588,-0.1325,-0.3132,-0.063074,0.28233,-0.0077204,-0.23412,-0.004293,0.10472,0.16577,-0.17967,-0.035686,-0.0024056,-0.1374,-0.26558,0.011492,-0.10309,0.14196,0.05933,-0.33085,-0.15069,-0.38768,0.33874,0.0018626,0.034264,0.053279,0.064529,0.088681,-0.18101,0.084943,0.384,0.01111,0.063112,0.036507,0.19624,-0.027297,0.16924,-0.049536,0.25474,0.03946,0.25891,-0.034244,0.26005,0.0082764,0.38701,0.14613,0.19971
17,0.81982,0.82379,0.77214,0.80051,0.81167,0.80335,0.82244,0.76681,0.78408,0.72111,0.78082,0.8002,0.75331,0.71388,0.77622,0.73994,0.76812,1,0.77017,0.71594,0.71978,0.75713,0.7513,0.63115,0.69787,0.58468,0.69915,0.59565,0.70335,0.62061,0.52651,0.36415,0.57428,0.58974,0.60821,0.3968,0.60969,0.41745,0.29848,0.44842,0.35049,0.4683,0.28334,0.51857,0.42479,0.079754,0.41614,0.17764,0.36514,0.15087,-0.029234,-0.12793,0.055732,-0.079893,0.20978,-0.14764,-0.0012686,-0.015225,-0.033742,0.21775,-0.20419,-0.23331,0.040256,-0.053531,-0.011492,0.063972,-0.25905,0.040306,-0.12713,-0.20159,-0.010336,0.057392,-0.24506,-0.036907,-0.16393,0.29004,-0.089433,-0.28761,0.088464,-0.24523,-0.12666,-0.13324,-0.28545,0.026003,0.19461,-0.11902,0.010418,0.056936,0.07392,0.072639,-0.29926,-0.23072,0.051281,-0.28548,-0.22154,-0.12103,-0.053005,0.25675,-0.075597,-0.41585,0.070534,-0.34108,0.071524,0.088919,-0.060335,-0.038148,0.088381,0.067031,-0.174,0.14209,0.29522,0.13826,0.068339,-0.023081,0.27138,-0.0072057,0.10685,-0.063681,0.25534,0.12011,0.17123,0.061006,0.25082,0.050747,0.22152,0.19524,0.20743
18,0.91787,0.8493,0.89988,0.8502,0.78338,0.86047,0.85714,0.85191,0.86376,0.88129,0.80941,0.87704,0.75364,0.87862,0.81745,0.72647,0.84836,0.77017,1,0.76146,0.75727,0.80008,0.77189,0.69339,0.7488,0.75075,0.75844,0.73541,0.65754,0.75149,0.65581,0.43754,0.6446,0.61607,0.73065,0.42608,0.62134,0.56602,0.36926,0.48101,0.40209,0.45764,0.38001,0.48078,0.50426,0.1471,0.34018,0.24916,0.31698,0.20779,-0.0016985,0.067124,0.1338,0.00035081,0.18183,-0.20985,-0.054868,-0.0080517,0.022987,0.32119,-0.19442,-0.20397,0.015304,0.09688,-0.038336,-0.14846,-0.28334,0.15757,-0.10599,-0.053512,-0.021147,0.056169,-0.32602,-0.14522,-0.19095,0.19017,0.065908,-0.17801,0.1663,-0.046348,-0.084953,-0.069022,-0.19959,-0.06689,0.30699,-0.008899,-0.066137,0.0336,0.15221,0.12097,-0.30878,-0.063524,-0.042778,-0.16683,-0.29027,-0.020354,-0.14754,0.14481,-0.037727,-0.28687,-0.087218,-0.42687,0.32209,-0.075373,0.044556,0.1167,0.031967,0.073166,-0.11725,0.11277,0.20127,0.058157,0.32692,-0.050466,0.19972,0.0034001,0.26117,-0.086794,0.16164,0.15867,0.31749,0.18183,0.21879,0.12108,0.40953,0.27043,0.12653
19,0.84343,0.80484,0.74902,0.79633,0.696,0.76192,0.78523,0.8042,0.84724,0.78029,0.74901,0.79604,0.76005,0.77124,0.72184,0.75271,0.83167,0.71594,0.76146,1,0.78449,0.7082,0.78697,0.53512,0.8318,0.61665,0.71322,0.60614,0.67882,0.57313,0.59453,0.49197,0.62978,0.53401,0.55546,0.45912,0.63118,0.49319,0.30018,0.56328,0.29508,0.36746,0.2559,0.53051,0.42499,0.15897,0.48233,0.31744,0.34471,0.32253,0.064629,0.17013,0.1192,0.073025,0.052692,-0.14691,-0.094646,-0.13582,-0.015623,0.39788,-0.30558,-0.12459,-0.037272,-0.0049034,-0.15754,-0.064208,-0.26442,0.027089,-0.093393,-0.16189,0.1036,0.18983,-0.15616,-0.19347,-0.19898,0.047677,-0.13004,-0.27498,0.1028,-0.061748,-0.24639,-0.1809,-0.35139,-0.069368,0.29646,0.035785,-0.20946,-0.0075813,-0.069845,0.17189,-0.2341,0.0038363,0.044174,-0.19282,-0.18379,-0.038425,0.028618,0.21777,0.13546,-0.32372,-0.23191,-0.37118,0.33123,-0.051335,0.029789,-0.12141,0.070347,0.071909,-0.16739,0.037941,0.38349,0.046211,0.16832,0.0093293,0.13903,-0.015097,0.23387,-0.060138,0.14074,0.097259,0.31318,-0.12575,0.28089,0.20748,0.21385,0.35199,0.15695
20,0.81671,0.77015,0.72194,0.81241,0.76846,0.79215,0.82339,0.78582,0.73994,0.77204,0.74484,0.69175,0.62234,0.76386,0.69335,0.73319,0.74372,0.71978,0.75727,0.78449,1,0.6911,0.67855,0.60406,0.65757,0.60738,0.73764,0.53532,0.56705,0.54805,0.51636,0.39083,0.67099,0.53549,0.51557,0.35951,0.63204,0.48254,0.34012,0.61434,0.22074,0.23917,0.2411,0.42477,0.35518,-0.069852,0.3968,0.34427,0.36782,0.17893,-0.031378,0.12709,0.058923,-0.057793,0.16302,-0.093565,-0.15161,0.035946,-0.032823,0.30908,-0.17797,-0.0064594,-0.090459,0.04763,-0.049509,-0.075084,-0.20197,0.057882,-0.046641,-0.19821,0.079998,-0.069723,-0.14261,-0.13769,-0.17007,0.2341,-0.15788,-0.22017,-0.013211,-0.24171,-0.26007,-0.07971,-0.2624,0.075839,0.27163,-0.047463,-0.14936,0.12724,-0.11753,-0.075903,-0.35737,-0.039023,0.064726,-0.25071,-0.36072,0.018556,-0.025807,0.17514,-0.079849,-0.39555,-0.086154,-0.34811,0.46814,0.20901,0.11866,-0.0024938,0.044402,0.047992,-0.048198,-0.026104,0.37199,0.22304,0.11356,-0.18329,0.13372,-0.015012,0.23404,-0.12744,0.18988,0.079791,0.28304,0.059607,0.12296,0.2603,0.27003,0.43973,0.081617
21,0.80225,0.82621,0.82239,0.83201,0.72756,0.77628,0.81395,0.70618,0.77645,0.74112,0.73744,0.79784,0.77049,0.75388,0.71968,0.69642,0.79565,0.75713,0.80008,0.7082,0.6911,1,0.72501,0.63726,0.68312,0.59567,0.67714,0.55638,0.47423,0.60627,0.59805,0.36422,0.6111,0.4671,0.60945,0.3647,0.5095,0.48813,0.3212,0.38506,0.29098,0.4196,0.31923,0.53892,0.43397,0.19017,0.40028,0.24554,0.37946,0.16518,0.067133,0.04926,0.11505,0.12517,0.11144,-0.030162,-0.12526,-0.014651,0.011775,0.30785,-0.097111,-0.12145,-0.013163,0.040223,-0.1129,-0.12119,-0.24566,0.08489,-0.080132,-0.25405,-0.23329,0.044004,-0.27213,-0.12101,-0.19137,0.27183,-0.028239,-0.27194,0.23306,-0.15998,-0.24062,-0.097653,-0.31697,-0.16251,0.2102,-0.14334,-0.12781,0.10364,0.21018,0.20902,-0.30198,-0.12183,0.025481,-0.26763,-0.32876,0.057488,-0.091046,0.1307,0.039296,-0.28079,-0.063435,-0.43282,0.26425,-0.0033375,0.13453,-0.018399,0.050493,0.11353,-0.18979,0.033317,0.26039,0.18861,0.18471,-0.053896,0.2056,-0.16516,0.17596,-0.04655,0.33235,0.078111,0.23304,0.12286,0.098442,-0.10112,0.29467,0.19926,0.19832
22,0.80536,0.80361,0.79649,0.8387,0.76014,0.77559,0.78156,0.80703,0.82955,0.74813,0.80969,0.75022,0.78288,0.75833,0.72183,0.77297,0.7588,0.7513,0.77189,0.78697,0.67855,0.72501,1,0.55071,0.77497,0.53379,0.63972,0.66488,0.66514,0.61051,0.64169,0.47094,0.56619,0.61746,0.53277,0.4056,0.6029,0.4998,0.24246,0.40669,0.30107,0.40366,0.38621,0.35653,0.44734,0.079476,0.49691,0.23536,0.2681,0.17242,-0.12034,0.021111,0.16363,-0.086742,0.2467,-0.098591,-0.047473,0.039406,0.028976,0.41506,-0.23543,-0.02364,-0.14031,0.021292,-0.24362,0.036947,-0.13465,0.069864,-0.083734,-0.10728,0.032698,-0.018722,-0.21665,-0.28674,-0.2308,0.15282,-0.18416,-0.2211,0.049375,-0.096527,-0.11284,-0.16193,-0.3115,-0.034166,0.25504,-0.1467,-0.07072,0.075445,0.093971,0.055688,-0.24511,-0.098577,0.10781,-0.15667,-0.17254,-0.11421,0.031073,0.20839,0.15904,-0.34988,-0.17519,-0.42781,0.19684,0.027084,-0.03091,0.053351,-0.069387,-0.017911,-0.23924,0.0033009,0.37325,0.043843,0.29701,0.095205,0.26114,-0.010482,0.14714,-0.056695,0.20995,0.080438,0.17955,-0.001263,0.075303,0.070391,0.25011,0.36798,0.22949
23,0.73704,0.75683,0.73371,0.69978,0.66616,0.76442,0.72682,0.71931,0.72908,0.6999,0.6229,0.69853,0.6904,0.69689,0.71197,0.66338,0.69411,0.63115,0.69339,0.53512,0.60406,0.63726,0.55071,1,0.67846,0.65727,0.6805,0.69502,0.53441,0.48742,0.49446,0.31699,0.56309,0.58371,0.55119,0.34105,0.37909,0.58283,0.25028,0.43003,0.30492,0.23806,0.41014,0.47569,0.39527,0.22083,0.16466,0.080398,0.1561,0.0056816,0.10667,-0.090783,0.16223,-0.011557,0.17646,-0.15719,-0.087257,0.071584,-0.030284,0.083871,-0.15231,-0.15526,-0.03321,-0.075145,0.050286,-0.0022618,-0.14304,0.028278,-0.14549,-0.25965,-0.089995,-0.074365,-0.31837,-0.16963,-0.16005,0.27941,-0.16933,-0.16613,0.075853,-0.08019,-0.28437,-0.23165,-0.25291,-0.12506,0.024667,0.14366,-0.20301,0.079773,0.1509,-0.010104,-0.14409,-0.37507,-0.17591,0.13905,-0.32603,0.015325,-0.03638,0.07679,-0.11835,-0.32675,-0.081898,-0.25968,0.28005,0.044535,0.30139,-0.0077679,0.043304,0.1594,-0.12886,0.14924,0.25266,0.17805,0.18206,-0.23047,0.23746,0.063876,0.095376,-0.17293,0.16404,0.11033,0.19383,0.16488,0.12296,-0.1372,0.4372,0.071044,0.18799
24,0.80384,0.807,0.80479,0.79817,0.74885,0.78113,0.7651,0.80168,0.89215,0.79682,0.77237,0.83929,0.84471,0.7762,0.77878,0.72109,0.82302,0.69787,0.7488,0.8318,0.65757,0.68312,0.77497,0.67846,1,0.64538,0.68249,0.66081,0.72928,0.52854,0.64835,0.48023,0.64487,0.65867,0.50599,0.5247,0.47714,0.56162,0.2428,0.47854,0.28914,0.43002,0.41057,0.5592,0.51524,0.31051,0.44658,0.30062,0.27376,0.17514,-0.044115,0.18848,0.21977,0.091313,0.055137,-0.14531,-0.12318,-0.26175,-0.022983,0.28967,-0.28022,-0.11176,-0.11638,0.069815,-0.16615,-0.054128,-0.21886,0.0089276,-0.22383,-0.14418,0.066854,0.067131,-0.22008,-0.22797,-0.1633,0.14998,-0.055672,-0.28281,0.073716,0.074045,-0.21717,-0.23222,-0.42918,-0.13275,0.28235,-0.1264,-0.082834,-0.093583,0.10369,0.097938,-0.15438,-0.13044,-0.011382,-0.12955,-0.096551,-0.012661,-0.16022,0.18619,0.068497,-0.36489,-0.21913,-0.36343,0.20463,-0.1523,0.094446,-0.08244,0.18921,0.019378,-0.18453,0.12585,0.4043,-0.086078,0.13055,0.027548,0.22634,-0.031605,0.25535,-0.074016,0.24005,0.049723,0.28961,-0.042529,0.22019,0.0069469,0.21363,0.19381,0.1865
25,0.74353,0.71054,0.7533,0.72143,0.62634,0.67968,0.68385,0.69338,0.72977,0.77947,0.64207,0.68462,0.6628,0.75164,0.65821,0.63898,0.70228,0.58468,0.75075,0.61665,0.60738,0.59567,0.53379,0.65727,0.64538,1,0.6419,0.60876,0.5645,0.43003,0.50064,0.28038,0.5343,0.5441,0.61346,0.46541,0.50779,0.48933,0.44641,0.34018,0.25114,0.37553,0.39074,0.424,0.51424,0.043216,0.16517,0.26234,0.24132,0.2218,0.085537,-0.051775,0.028433,0.096806,0.075771,-0.23163,-0.002897,-0.17151,0.11696,0.20096,0.007771,-0.32203,0.032766,-0.036227,0.09516,-0.16697,-0.082747,-0.070584,-0.15384,-0.1644,0.0027503,-0.041722,-0.36246,-0.19677,-0.05682,0.096399,0.11094,-0.15107,0.079757,-0.15771,-0.010464,-0.19084,-0.11578,-0.026989,0.23147,0.05772,-0.088381,0.047712,-0.010877,0.18869,-0.058688,-0.16741,-0.0016519,-0.20212,-0.12658,0.017906,-0.11656,-0.093686,-0.15581,-0.13304,-0.1979,-0.26165,0.43173,-0.024043,0.037503,-0.063842,0.033097,-0.012686,-0.011864,0.22102,0.14199,-0.048607,0.26467,-0.1133,0.036058,0.0028123,0.32544,-0.19157,0.042459,0.0046946,0.31268,0.17331,0.23868,0.16185,0.42083,0.1886,0.17159
26,0.75687,0.74997,0.81173,0.77313,0.7253,0.73964,0.76606,0.79616,0.75097,0.76139,0.66644,0.7398,0.66172,0.72008,0.76431,0.66389,0.79684,0.69915,0.75844,0.71322,0.73764,0.67714,0.63972,0.6805,0.68249,0.6419,1,0.59948,0.65416,0.53483,0.531,0.41795,0.52279,0.48099,0.54384,0.40833,0.46479,0.60194,0.3301,0.567,0.32165,0.33994,0.1848,0.3902,0.44585,0.19704,0.38256,0.2225,0.29302,0.085052,-0.022464,0.1425,0.15192,-0.014642,0.12402,-0.22069,-0.01885,-0.00054588,0.054908,0.25836,-0.31679,-0.036113,-0.12706,-0.058454,-0.025609,0.014028,-0.32278,-0.015581,-0.07395,-0.099771,-0.10464,-0.12509,-0.1328,-0.25608,-0.27996,0.12001,-0.15676,-0.24271,0.024946,-0.0077718,-0.22246,-0.25409,-0.23106,0.0056759,0.24288,0.025685,-0.24132,0.0018294,0.0023406,0.085142,-0.25376,-0.042698,-0.016982,-0.0058457,-0.2898,-0.077723,-0.14512,0.22195,0.005517,-0.29896,-0.21333,-0.224,0.42333,-0.043092,0.10544,0.029351,0.073078,0.21067,-0.092158,0.0092871,0.33579,0.12703,0.095956,-0.10399,0.096977,-0.0022528,0.13295,-0.065687,0.37654,0.035639,0.083351,0.063749,0.12057,0.086894,0.32475,0.1647,0.20437
27,0.7429,0.78197,0.76104,0.74935,0.701,0.7799,0.74457,0.71911,0.73528,0.74311,0.72719,0.74845,0.69213,0.80844,0.72191,0.69713,0.65974,0.59565,0.73541,0.60614,0.53532,0.55638,0.66488,0.69502,0.66081,0.60876,0.59948,1,0.61912,0.45513,0.6141,0.2803,0.67055,0.4637,0.62608,0.41499,0.36971,0.67327,0.36011,0.35163,0.33432,0.17326,0.45004,0.41976,0.45107,0.27357,0.18618,0.28824,0.060286,0.059657,0.043175,0.01186,0.048162,-0.08135,0.077456,-0.11764,-0.13323,-0.1134,-0.018066,0.13571,-0.29044,-0.11929,-0.1503,-0.0076693,0.017512,-0.038301,-0.14127,-0.013958,-0.13769,-0.015651,-0.083074,-0.077927,-0.42351,-0.2547,-0.16718,0.059474,-0.11847,0.012732,0.050483,-0.11518,-0.10943,-0.0037054,-0.074311,-0.18511,0.26873,0.0086665,0.023228,0.054181,0.073743,0.13263,-0.12394,-0.21687,-0.14205,0.0011102,-0.15661,-0.073241,0.057715,0.014238,-0.0018222,-0.043983,-0.24008,-0.18397,0.26726,0.069352,-0.018115,0.029648,-0.057898,0.05884,-0.10225,0.074836,0.073138,0.025498,0.1447,-0.14278,0.28701,0.083852,0.29157,-0.23411,0.074222,0.21107,0.19609,0.30309,0.17301,0.076025,0.51219,0.1257,0.033292
28,0.74965,0.6982,0.72248,0.65101,0.69429,0.6811,0.59945,0.79316,0.76603,0.67694,0.69676,0.68929,0.67732,0.67901,0.72588,0.69525,0.72602,0.70335,0.65754,0.67882,0.56705,0.47423,0.66514,0.53441,0.72928,0.5645,0.65416,0.61912,1,0.60629,0.49989,0.31847,0.43698,0.52695,0.60188,0.47404,0.47952,0.37799,0.3435,0.5436,0.35741,0.40168,0.30458,0.45759,0.5197,0.24384,0.36744,0.33317,0.24267,0.14266,-0.064841,0.068035,0.052158,-0.045206,0.051438,-0.16627,-0.048188,-0.085436,0.2587,0.34496,-0.28763,-0.20081,-0.13675,0.061573,-0.039678,0.045663,-0.24449,-0.14054,-0.062725,-0.039161,0.053088,-0.0053268,-0.1202,-0.21691,-0.17269,0.019205,-0.13075,-0.20316,0.16673,-0.13568,-0.11416,-0.062342,-0.17684,-0.080931,0.13997,-0.057936,-0.0095812,-0.071172,0.14321,0.13809,-0.020258,0.064983,0.016918,-0.061522,-0.031102,-0.12357,-0.063866,0.23414,-0.043737,-0.19366,-0.10627,-0.39467,0.1963,0.08836,-0.066149,0.018891,0.022956,-0.11169,-0.081413,0.21623,0.38925,0.12291,0.042483,0.096592,0.085668,0.21032,0.03429,-0.015557,0.1468,0.027907,0.016521,-0.063357,0.26126,0.047163,0.31972,0.17917,0.11191
29,0.68658,0.63962,0.66245,0.59631,0.63065,0.66828,0.60603,0.63125,0.61053,0.64821,0.64976,0.61932,0.52406,0.64325,0.63708,0.51185,0.61738,0.62061,0.75149,0.57313,0.54805,0.60627,0.61051,0.48742,0.52854,0.43003,0.53483,0.45513,0.60629,1,0.46049,0.47454,0.35157,0.53347,0.47333,0.30473,0.5841,0.35209,0.17766,0.47064,0.41657,0.40816,0.28391,0.40168,0.33703,0.097458,0.3666,0.037206,0.22141,0.36453,0.070177,0.07643,0.12071,-0.088692,0.26375,-0.21716,-0.028515,0.12613,-0.00092737,0.21553,-0.23639,-0.28675,0.07044,0.17869,-0.16999,0.0024961,-0.10929,0.074408,-0.013275,0.085445,-0.17874,0.059091,-0.17061,0.026072,-0.20566,0.16935,-0.0038182,-0.24723,0.36217,-0.093964,-0.058895,-0.020321,-0.23236,-0.048525,0.24402,-0.016595,0.025622,-0.078478,0.18554,0.062513,-0.22884,0.046164,-0.13912,-0.17634,-0.19619,-0.18913,-0.13079,0.27893,0.099348,-0.24682,0.10179,-0.49138,0.27397,0.035759,0.091333,0.17951,0.020834,0.13168,-0.071238,0.048147,0.11691,0.13293,0.30684,-0.029034,0.052348,0.038509,0.059777,0.014715,0.12045,0.20083,0.053628,0.079895,0.11804,-0.042334,0.24929,0.12043,-0.0099541
