,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
25,0.26482,0.063002,-0.08996,0.078541,0.23428,0.057677,0.15709,0.086682,0.13753,-0.036059,0.14255,-0.033909,0.25551,0.13279,0.18838,0.31916,0.19626,0.27756,0.024137,0.18784,0.14905,0.23219,0.1808,0.066571,0.2015,1,0.1222,-0.051731,0.27681,0.074088,-0.14531,0.012646,0.042355,-0.055923,-0.11448,0.0060082,-0.13577,0.18529,-0.041124,0.12524,0.25608,-0.20703,-0.17731,-0.39456,0.16332,-0.08434,-0.0055034,0.11842,-0.071077,-0.034536,-0.13963,0.01418,-0.38136,0.1782,-0.099934,0.12393,0.2163,0.19659,-0.027257,-0.25556,-0.1082
26,-0.094742,0.2089,0.047688,0.070733,0.15631,0.014107,-0.21532,0.22589,-0.037564,0.25895,0.18116,0.11927,0.28092,0.32314,0.19477,0.36219,0.10005,0.22785,0.061677,0.18551,-0.073571,0.38157,0.27369,0.03721,0.31226,0.1222,1,0.07799,0.11544,0.17356,0.18834,-0.27851,-0.083195,0.1536,0.068392,-0.050895,-0.088779,0.0075669,-0.044976,0.084152,0.029706,-0.058531,-0.071045,-0.10767,-0.095705,-0.33364,-0.12211,-0.015391,-0.12427,0.001962,-0.11335,0.17923,-0.089057,0.13481,-0.35802,-0.024647,-0.15923,0.16109,0.00022752,-0.12966,-0.13228
27,0.14391,0.10992,0.27279,0.0033209,-0.090914,0.1081,-0.14764,0.23623,0.030081,0.13111,0.25435,0.38875,0.32833,-0.057368,0.12364,0.28369,0.035145,0.24204,0.25753,0.081848,0.11477,-0.026891,0.065392,0.18693,0.01793,-0.051731,0.07799,1,0.036548,0.26927,-0.033461,0.1484,0.10351,0.10039,0.12307,0.19838,0.15223,-0.076898,0.37308,0.28367,-0.20994,0.10629,0.10261,-0.040238,-0.1022,-0.22976,0.040664,0.13922,0.048937,0.15413,0.077431,0.085551,-0.061132,0.12187,0.012592,-0.077829,-0.1211,-0.094833,0.13181,-0.086564,0.063621
28,0.0985,0.041231,-0.0066152,0.28763,0.17753,0.2698,-0.18359,0.1689,0.20458,-0.27932,0.19691,0.20199,0.061902,0.14553,0.22459,0.39591,0.19423,-0.11061,-0.056748,0.28719,0.26835,0.26958,0.22394,0.05449,0.2078,0.27681,0.11544,0.036548,1,-0.0082207,0.17108,0.29406,-0.057614,0.070478,-0.10521,0.19163,0.06732,0.26594,-0.011315,0.36655,0.21255,0.095742,-0.13346,-0.053662,0.18594,-0.32678,0.0092191,0.012362,-0.17461,-0.011071,-0.022449,-0.02334,-0.19597,-0.090983,0.02708,0.017023,0.15272,-0.046153,-0.052762,-0.078801,0.10186
29,0.072642,0.25898,0.39063,-0.032775,-0.2346,0.042955,-0.077024,0.19253,0.20684,0.0378,0.083368,0.052919,-0.022618,0.23124,0.015003,0.19874,-0.15185,0.15864,0.035091,0.028863,0.22975,-0.020419,0.2159,-0.016629,0.30712,0.074088,0.17356,0.26927,-0.0082207,1,0.0087828,-0.065464,-0.079283,0.1554,0.17109,0.0044506,-0.0033848,0.042593,0.11656,0.0026246,0.24335,-0.057985,-0.15189,-0.02567,-0.059311,-0.020861,-0.10494,0.23729,-0.10538,0.08479,0.20918,0.17925,0.0090939,0.18748,-0.077663,-0.21667,0.31569,0.0070431,0.18962,-0.042884,-0.099231
30,0.11331,0.15679,0.1204,0.23926,0.28942,0.29,0.07376,0.30489,0.27629,0.1454,0.28633,0.28245,-0.013713,0.26482,0.19743,0.045616,0.33976,0.29415,0.19182,0.27416,0.088501,0.014067,0.32251,-0.085346,-0.034708,-0.14531,0.18834,-0.033461,0.17108,0.0087828,1,0.43064,0.20943,0.26439,-0.066345,-0.03102,-0.04121,0.21849,0.22196,0.17252,-0.028077,0.073446,0.049986,0.20912,0.17027,0.039981,0.10431,-0.017082,-0.030245,0.11567,-0.028894,0.11736,0.11423,-0.029307,0.055088,-0.099808,-0.365,0.14211,0.022017,0.34239,0.19937
31,0.094462,0.024979,0.062689,0.080715,-0.020387,0.31465,-0.021542,0.1662,0.31157,-0.021256,0.28971,0.32152,-0.15588,0.14167,0.1943,0.075925,0.33093,0.1508,0.19149,0.32909,0.075649,-0.18946,-0.056391,-0.084916,-0.22547,0.012646,-0.27851,0.1484,0.29406,-0.065464,0.43064,1,0.2413,0.12532,-0.31462,0.11763,0.15607,0.017992,0.078712,0.28143,-0.11272,0.12037,0.22838,0.20134,0.35309,0.066233,-0.093002,-0.0036053,-0.074055,0.30652,-0.052084,0.1874,-0.053994,-0.0072355,0.0012972,-0.039334,-0.1875,0.014588,0.040013,0.14103,0.27206
32,-0.04102,0.037626,-0.0015971,0.084485,0.32869,0.25185,0.31236,0.084343,0.41553,0.31921,0.25255,0.07505,-0.15551,0.19013,0.054985,-0.055995,0.21589,0.27927,0.056576,0.12237,-0.16387,-0.038937,0.24435,-0.30241,-0.21174,0.042355,-0.083195,0.10351,-0.057614,-0.079283,0.20943,0.2413,1,-0.19588,0.057707,0.17736,0.086283,0.017121,0.044443,0.0057136,0.11427,0.28035,0.023467,0.095541,0.18854,0.13407,-0.037298,-0.31223,-0.32499,0.1406,0.086143,0.0019416,0.095221,0.086275,-0.19963,-0.017928,0.058689,0.025265,-0.12141,0.18783,0.058885
33,0.086508,0.05583,0.10033,-0.12244,0.19636,0.1576,-0.18634,0.40007,-0.17669,-0.16474,0.19379,0.048389,0.11051,-0.020536,-0.028587,0.22646,-0.017632,0.1428,0.052697,-0.12579,-0.044427,0.25081,0.071939,-0.054651,0.038748,-0.055923,0.1536,0.10039,0.070478,0.1554,0.26439,0.12532,-0.19588,1,-0.18292,0.01614,-0.37023,0.17172,0.21992,-0.062182,0.1208,0.044858,0.056879,0.055902,-0.026186,0.035135,0.022352,-0.043245,-0.26484,-0.15835,0.045532,0.13732,0.091462,0.012776,-0.15355,0.065263,-0.092171,0.025578,0.11986,0.28549,-0.06034
34,-0.19583,-0.15286,0.019832,-0.114,-0.22035,-0.13287,0.12098,-0.050245,-0.066079,0.16532,-0.34438,-0.098763,-0.0052531,0.078954,0.022339,-0.062585,-0.17948,-0.026904,0.20945,-0.11823,0.052462,-0.036036,0.06541,0.18989,-0.1834,-0.11448,0.068392,0.12307,-0.10521,0.17109,-0.066345,-0.31462,0.057707,-0.18292,1,-0.23719,-0.030294,0.085223,0.17615,-0.26867,0.037737,0.12421,-0.066708,0.21828,-0.25832,-0.25738,0.095868,-0.17471,-0.16673,-0.097527,0.089528,-0.27594,0.022856,0.064985,0.24176,-0.18249,0.028193,0.057866,0.15178,-0.13776,-0.076498
35,0.17715,-0.28617,0.27123,0.22776,0.23888,0.15149,0.022831,0.069832,0.15118,-0.0059262,0.1039,0.1579,-0.089859,0.064046,0.15192,-0.037356,0.25442,0.11823,0.18093,0.24951,-0.17402,0.13701,0.082682,0.10581,0.32669,0.0060082,-0.050895,0.19838,0.19163,0.0044506,-0.03102,0.11763,0.17736,0.01614,-0.23719,1,0.31236,-0.0033764,0.083016,0.22934,-0.081552,0.37638,0.2483,-0.019816,-0.11616,0.15692,0.18399,-0.006703,-0.0073084,0.15623,-0.058259,0.027557,-0.027345,-0.23374,-0.27672,-0.019173,0.16639,0.17758,0.16466,-0.1228,0.3925
36,-0.0028218,-0.020683,0.18233,0.12651,-0.10371,0.12571,-0.039547,-0.050493,0.19363,0.018117,-0.07212,0.32568,0.053796,0.23049,0.2073,-0.076203,0.32062,0.050378,-0.063297,0.13875,0.13061,-0.14439,0.16424,0.038933,-0.026721,-0.13577,-0.088779,0.15223,0.06732,-0.0033848,-0.04121,0.15607,0.086283,-0.37023,-0.030294,0.31236,1,-0.085989,-0.10021,0.12589,-0.066778,0.20202,0.22914,-0.13368,0.059231,0.26403,0.032177,0.16686,0.033487,0.24963,0.06722,0.12335,0.040453,-0.11736,0.094199,-0.047585,0.084843,0.10418,-0.10417,-0.16543,0.14908
37,0.207,0.12439,0.1847,0.10595,0.10637,0.14117,0.18091,0.16687,0.031422,-0.16164,-0.02839,0.14064,0.2153,0.10787,0.17416,0.2127,0.16038,0.13548,-0.05862,0.32956,0.12768,0.12168,0.18321,-0.049009,-0.060401,0.18529,0.0075669,-0.076898,0.26594,0.042593,0.21849,0.017992,0.017121,0.17172,0.085223,-0.0033764,-0.085989,1,0.37398,-0.036993,0.12037,0.19879,0.056974,0.086362,0.14764,0.03558,-0.10255,-0.012476,-0.22133,-0.072464,0.014845,-0.022961,-0.02822,-0.19011,0.12642,0.053739,0.0029306,-0.11263,-0.078492,0.097782,-0.18428
38,0.17247,-0.1096,0.0050843,0.17368,-0.07565,-0.0016619,0.094028,0.15108,-0.13414,0.085061,0.042843,0.31034,0.16341,0.14357,0.22152,0.096853,0.32827,0.26766,0.32193,0.27822,0.22376,-0.0012589,0.14879,0.2771,0.16863,-0.041124,-0.044976,0.37308,-0.011315,0.11656,0.22196,0.078712,0.044443,0.21992,0.17615,0.083016,-0.10021,0.37398,1,0.27567,-0.21665,0.1675,0.028909,-0.0072077,-0.042187,0.066168,0.041015,0.12597,-0.018286,0.20008,0.17791,-0.18106,0.19323,-0.20284,0.11869,0.14613,-0.39095,-0.10833,0.085998,0.033831,-0.022119
39,0.068444,-0.078878,0.0094897,0.14002,0.040514,-0.1055,-0.27958,0.15617,0.067906,0.10234,0.22946,0.21914,0.063651,0.13518,0.36126,0.17779,0.48292,0.046557,0.07072,0.21773,0.14621,-0.15794,0.29599,0.12534,0.017585,0.12524,0.084152,0.28367,0.36655,0.0026246,0.17252,0.28143,0.0057136,-0.062182,-0.26867,0.22934,0.12589,-0.036993,0.27567,1,-0.082723,-0.10299,-0.030478,-0.23452,0.27689,-0.024832,0.084304,-0.0087509,0.099917,0.12256,0.20484,-0.064556,-0.058753,-0.2354,-0.04223,0.016886,-0.22907,-0.10231,-0.1059,-0.10136,0.26855
40,0.13316,-0.052319,0.0798,0.073393,0.31604,-0.10555,0.1293,0.021892,0.046344,-0.082185,-0.017644,-0.11379,0.032946,0.22217,0.13763,0.19409,0.068161,0.12743,-0.14548,-0.040608,0.30658,0.17584,0.23438,-0.15531,0.23651,0.25608,0.029706,-0.20994,0.21255,0.24335,-0.028077,-0.11272,0.11427,0.1208,0.037737,-0.081552,-0.066778,0.12037,-0.21665,-0.082723,1,-0.044653,-0.4246,0.14358,0.17231,-0.043468,-0.093483,-0.014207,-0.34419,-0.26027,0.23432,0.19422,-0.10015,0.049794,-0.15051,0.14808,0.47894,0.15514,0.17758,0.056269,-0.16924
