,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
41,-0.14833,-0.15968,0.16218,0.0053352,0.013331,0.3187,0.042698,0.098734,0.095557,0.073459,-0.12936,0.076314,-0.099988,0.031433,0.32188,0.065856,0.093002,0.070936,0.098292,0.10577,0.014171,0.071311,0.00077898,0.14183,-0.062703,-0.20703,-0.058531,0.10629,0.095742,-0.057985,0.073446,0.12037,0.28035,0.044858,0.12421,0.37638,0.20202,0.19879,0.1675,-0.10299,-0.044653,1,0.014028,0.14118,-0.33017,0.19978,0.089628,-0.21419,-0.027427,0.17685,0.11882,0.28726,0.07932,-0.27496,-0.19462,0.11236,-0.062158,-0.037449,0.14721,0.085111,0.16267
42,0.014914,-0.14099,0.1596,0.010298,-0.093191,0.017546,-0.035502,-0.17062,0.027719,0.11216,0.19003,0.097887,0.10556,0.2165,-0.1267,-0.30219,0.24932,0.12162,0.17607,0.097073,-0.41438,-0.23785,-0.21229,-0.020967,-0.12196,-0.17731,-0.071045,0.10261,-0.13346,-0.15189,0.049986,0.22838,0.023467,0.056879,-0.066708,0.2483,0.22914,0.056974,0.028909,-0.030478,-0.4246,0.014028,1,-0.019647,0.060052,0.028135,0.12795,0.14813,-0.097756,0.23958,-0.13987,0.17905,-0.012567,0.20457,-0.061451,-0.19425,-0.35053,-0.16019,-0.18365,-0.0017432,0.13601
43,0.0014646,0.14779,-0.021537,0.044454,-0.07224,0.019296,0.12373,-0.017842,-0.015493,-0.022194,-0.12373,-0.13487,-0.036873,0.069356,0.020445,-0.080146,-0.15599,-0.16791,0.2535,0.15869,0.093114,-0.11088,-0.067159,-0.10468,-0.18074,-0.39456,-0.10767,-0.040238,-0.053662,-0.02567,0.20912,0.20134,0.095541,0.055902,0.21828,-0.019816,-0.13368,0.086362,-0.0072077,-0.23452,0.14358,0.14118,-0.019647,1,0.03212,-0.1474,0.07053,-0.067666,0.015158,-0.0065973,-0.1621,0.063671,0.24001,-0.20365,0.061078,-0.19597,0.12163,-0.067049,0.11853,0.019701,-0.090507
44,0.24813,-0.045397,-0.10377,0.064487,0.17951,-0.31391,0.11171,0.055876,0.24851,0.019691,0.19027,0.057678,0.11441,0.14727,-0.025411,0.086027,0.27376,-0.0069022,-0.15096,0.085735,0.056139,-0.10071,0.032546,-0.38045,-0.075869,0.16332,-0.095705,-0.1022,0.18594,-0.059311,0.17027,0.35309,0.18854,-0.026186,-0.25832,-0.11616,0.059231,0.14764,-0.042187,0.27689,0.17231,-0.33017,0.060052,0.03212,1,0.090549,-0.089121,-0.24443,-0.27026,-0.016823,0.1334,-0.027553,0.11328,-0.12313,0.0047192,-0.14149,-0.14765,-0.14324,-0.39856,0.16361,-0.02558
45,0.098797,-0.047655,0.15059,-0.05232,-0.064037,-0.12957,-0.069659,-0.031628,-0.06044,-0.031093,-0.099868,-0.20065,-0.1743,-0.085506,-0.20213,-0.28316,0.089876,-0.0038214,-0.11609,-0.1891,0.17287,-0.22673,0.041749,-0.054483,-0.15564,-0.08434,-0.33364,-0.22976,-0.32678,-0.020861,0.039981,0.066233,0.13407,0.035135,-0.25738,0.15692,0.26403,0.03558,0.066168,-0.024832,-0.043468,0.19978,0.028135,-0.1474,0.090549,1,0.067718,0.034397,0.056086,0.3321,0.22944,0.078611,0.17435,-0.26883,0.080636,0.086183,0.022779,0.27994,0.15406,0.10941,0.25518
46,-0.12665,-0.061818,-0.059256,-0.087475,0.14499,0.024021,0.063731,-0.24498,-0.048262,-0.083562,-0.12037,-0.14053,-0.16198,-0.064686,0.0087818,-0.31529,-0.0067139,-0.35987,0.090842,-0.3886,-0.062318,-0.079683,-0.019617,-0.0483,-0.1199,-0.0055034,-0.12211,0.040664,0.0092191,-0.10494,0.10431,-0.093002,-0.037298,0.022352,0.095868,0.18399,0.032177,-0.10255,0.041015,0.084304,-0.093483,0.089628,0.12795,0.07053,-0.089121,0.067718,1,0.082281,0.24697,0.010435,0.024288,0.049157,0.34772,0.035874,-0.16778,0.015796,0.0039341,0.047437,-0.040252,-0.23086,0.33351
47,0.063372,0.29767,0.043188,0.10359,-0.25894,0.010649,-0.019387,-0.099354,-0.13569,-0.084818,0.26602,0.11177,0.30462,0.24522,-0.00095377,0.17677,0.094866,0.048923,0.26065,0.029185,0.33021,-0.11764,0.1069,0.1785,0.24763,0.11842,-0.015391,0.13922,0.012362,0.23729,-0.017082,-0.0036053,-0.31223,-0.043245,-0.17471,-0.006703,0.16686,-0.012476,0.12597,-0.0087509,-0.014207,-0.21419,0.14813,-0.067666,-0.24443,0.034397,0.082281,1,0.13553,0.22278,-0.19857,0.25837,-0.022655,0.028973,0.20917,-0.19546,-0.010732,0.044032,0.24754,-0.16718,0.022363
48,0.053319,-0.025949,0.014417,-0.061522,-0.1473,0.10765,-0.12878,-0.36744,-0.10928,-0.17001,-0.1424,-0.068359,-0.10638,-0.1904,-0.0031006,-0.25636,-0.15665,-0.29382,-0.036036,0.096318,0.13333,-0.37988,-0.22052,0.22598,0.033456,-0.071077,-0.12427,0.048937,-0.17461,-0.10538,-0.030245,-0.074055,-0.32499,-0.26484,-0.16673,-0.0073084,0.033487,-0.22133,-0.018286,0.099917,-0.34419,-0.027427,-0.097756,0.015158,-0.27026,0.056086,0.24697,0.13553,1,0.11463,-0.23582,-0.086661,0.0082197,-0.10856,0.074642,0.19925,0.087034,0.067139,0.064608,-0.057648,0.083744
49,0.025287,0.048958,0.063132,0.12907,-0.29197,-0.015006,-0.1647,-0.037457,0.051092,0.052099,0.18218,0.096997,0.16516,0.073125,-0.074945,-0.14409,0.12154,0.09793,0.084634,0.0064658,0.20845,-0.15651,0.046525,0.077237,-0.018193,-0.034536,0.001962,0.15413,-0.011071,0.08479,0.11567,0.30652,0.1406,-0.15835,-0.097527,0.15623,0.24963,-0.072464,0.20008,0.12256,-0.26027,0.17685,0.23958,-0.0065973,-0.016823,0.3321,0.010435,0.22278,0.11463,1,-0.021229,0.12152,0.19517,-0.2578,-0.10371,-0.13989,-0.14007,0.030086,0.082742,0.018975,0.010602
50,0.18143,-0.035733,0.2356,0.0019234,0.14605,-0.11316,0.042883,0.25481,0.16693,0.11405,-0.14708,-0.096127,-0.052313,0.065697,0.098128,0.0421,-0.012201,0.16857,-0.094489,-0.24232,0.34936,-0.020556,-0.061026,0.015014,0.10116,-0.13963,-0.11335,0.077431,-0.022449,0.20918,-0.028894,-0.052084,0.086143,0.045532,0.089528,-0.058259,0.06722,0.014845,0.17791,0.20484,0.23432,0.11882,-0.13987,-0.1621,0.1334,0.22944,0.024288,-0.19857,-0.23582,-0.021229,1,0.008428,-0.021261,-0.062627,-0.065481,0.12421,0.067647,-0.093941,0.016276,0.0013044,0.32607
51,0.0026012,0.20404,0.31431,0.2591,0.080675,0.26276,-0.018844,0.17606,0.076709,0.049626,0.39937,0.16431,0.13821,0.42359,0.14569,0.28825,0.089904,0.23615,0.12459,0.11747,0.091295,0.039562,0.088306,-0.12428,0.12171,0.01418,0.17923,0.085551,-0.02334,0.17925,0.11736,0.1874,0.0019416,0.13732,-0.27594,0.027557,0.12335,-0.022961,-0.18106,-0.064556,0.19422,0.28726,0.17905,0.063671,-0.027553,0.078611,0.049157,0.25837,-0.086661,0.12152,0.008428,1,-0.046295,0.16517,-0.26927,-0.079081,-0.068057,-0.023527,0.11782,0.0030112,0.077437
52,-0.19589,0.041732,-0.25669,-0.13108,-0.11848,-0.089467,-0.040347,0.0053781,0.027181,-0.078839,-0.18261,-0.064862,0.01652,-0.033019,-0.25027,-0.35265,-0.016527,-0.27855,-0.19066,-0.38953,-0.063748,-0.13146,0.060906,-0.53984,-0.097339,-0.38136,-0.089057,-0.061132,-0.19597,0.0090939,0.11423,-0.053994,0.095221,0.091462,0.022856,-0.027345,0.040453,-0.02822,0.19323,-0.058753,-0.10015,0.07932,-0.012567,0.24001,0.11328,0.17435,0.34772,-0.022655,0.0082197,0.19517,-0.021261,-0.046295,1,-0.33932,-0.017278,-0.14808,-0.21768,-0.052574,0.036544,0.19318,-0.066709
53,-0.080723,0.15693,0.072364,-0.11638,0.06455,0.17809,0.065489,-0.1094,0.087583,0.23923,0.039919,0.16056,-0.24805,0.11945,-0.031769,-0.14346,-0.099167,0.13631,-0.066617,0.043002,-0.33943,0.027689,-0.089603,-0.13033,0.070521,0.1782,0.13481,0.12187,-0.090983,0.18748,-0.029307,-0.0072355,0.086275,0.012776,0.064985,-0.23374,-0.11736,-0.19011,-0.20284,-0.2354,0.049794,-0.27496,0.20457,-0.20365,-0.12313,-0.26883,0.035874,0.028973,-0.10856,-0.2578,-0.062627,0.16517,-0.33932,1,-0.27824,0.29716,0.12569,0.023169,-0.11618,-0.087948,-0.15361
54,0.18616,0.077178,0.1136,0.14298,-0.20963,-0.067409,0.023173,-0.0020683,-0.10915,-0.46385,-0.043795,-0.095344,0.14761,-0.1405,-0.14858,0.05844,-0.053749,-0.063156,0.12211,0.00067204,0.18934,-0.12973,-0.12736,0.12015,-0.22673,-0.099934,-0.35802,0.012592,0.02708,-0.077663,0.055088,0.0012972,-0.19963,-0.15355,0.24176,-0.27672,0.094199,0.12642,0.11869,-0.04223,-0.15051,-0.19462,-0.061451,0.061078,0.0047192,0.080636,-0.16778,0.20917,0.074642,-0.10371,-0.065481,-0.26927,-0.017278,-0.27824,1,-0.28816,-0.084656,0.13038,0.13687,0.086663,0.014002
55,-0.026736,-0.046867,-0.072912,-0.22297,0.18612,0.002569,-0.085001,-0.2953,-0.33049,-0.17858,-0.33802,0.055199,-0.32425,-0.13338,0.25129,-0.11353,0.00050266,0.027133,-0.33948,0.17632,0.040968,-0.016779,-0.16062,0.0057728,0.1138,0.12393,-0.024647,-0.077829,0.017023,-0.21667,-0.099808,-0.039334,-0.017928,0.065263,-0.18249,-0.019173,-0.047585,0.053739,0.14613,0.016886,0.14808,0.11236,-0.19425,-0.19597,-0.14149,0.086183,0.015796,-0.19546,0.19925,-0.13989,0.12421,-0.079081,-0.14808,0.29716,-0.28816,1,0.21085,0.10514,0.071606,-0.13635,-0.19129
56,0.10603,0.22815,0.19292,-0.041401,0.09224,0.15613,0.10904,-0.15525,0.012225,-0.34283,-0.18122,-0.2066,-0.21617,-0.08891,0.031878,0.044782,-0.3926,-0.12688,-0.24896,0.010772,0.20114,0.038369,-0.01097,-0.088847,0.089764,0.2163,-0.15923,-0.1211,0.15272,0.31569,-0.365,-0.1875,0.058689,-0.092171,0.028193,0.16639,0.084843,0.0029306,-0.39095,-0.22907,0.47894,-0.062158,-0.35053,0.12163,-0.14765,0.022779,0.0039341,-0.010732,0.087034,-0.14007,0.067647,-0.068057,-0.21768,0.12569,-0.084656,0.21085,1,0.13623,0.096312,-0.17749,-0.14876
57,0.091182,-0.11285,0.23698,0.043394,0.22329,-0.016891,-0.15534,0.17497,-0.031923,-0.19327,0.0021539,-0.13556,-0.054281,0.081824,0.028763,-0.10375,0.22434,0.078082,0.19208,0.019211,0.056296,0.04622,0.025087,0.0039055,0.14212,0.19659,0.16109,-0.094833,-0.046153,0.0070431,0.14211,0.014588,0.025265,0.025578,0.057866,0.17758,0.10418,-0.11263,-0.10833,-0.10231,0.15514,-0.037449,-0.16019,-0.067049,-0.14324,0.27994,0.047437,0.044032,0.067139,0.030086,-0.093941,-0.023527,-0.052574,0.023169,0.13038,0.10514,0.13623,1,0.51186,-0.19878,0.19012
58,0.11926,-0.11274,0.24899,-0.073529,-0.15766,-0.0064655,-0.24734,0.017223,-0.18483,-0.084315,-0.11767,-0.21807,-0.11449,-0.036714,-0.050539,0.012116,-0.15808,0.03022,0.11461,0.042773,0.19472,-0.016798,0.08627,0.095791,0.21482,-0.027257,0.00022752,0.13181,-0.052762,0.18962,0.022017,0.040013,-0.12141,0.11986,0.15178,0.16466,-0.10417,-0.078492,0.085998,-0.1059,0.17758,0.14721,-0.18365,0.11853,-0.39856,0.15406,-0.040252,0.24754,0.064608,0.082742,0.016276,0.11782,0.036544,-0.11618,0.13687,0.071606,0.096312,0.51186,1,-0.19295,0.34323
59,0.13504,-0.13656,0.095242,-0.016221,0.23345,0.13678,0.10621,0.19189,0.31002,0.077602,0.24965,0.34487,0.11443,-0.052504,-0.011279,-0.05389,-0.053137,0.23497,-0.051711,-0.035463,-0.11205,0.0081879,-0.026129,-0.42557,-0.085276,-0.25556,-0.12966,-0.086564,-0.078801,-0.042884,0.34239,0.14103,0.18783,0.28549,-0.13776,-0.1228,-0.16543,0.097782,0.033831,-0.10136,0.056269,0.085111,-0.0017432,0.019701,0.16361,0.10941,-0.23086,-0.16718,-0.057648,0.018975,0.0013044,0.0030112,0.19318,-0.087948,0.086663,-0.13635,-0.17749,-0.19878,-0.19295,1,-0.19891
60,0.12509,-0.13582,0.19945,0.17205,0.14568,0.22794,-0.04242,0.089018,0.2526,0.10165,0.016045,-0.13387,-0.32217,0.14284,-0.042534,-0.032068,0.11928,-0.096304,0.22935,-0.028004,0.056431,-0.16374,0.04592,0.23024,0.10012,-0.1082,-0.13228,0.063621,0.10186,-0.099231,0.19937,0.27206,0.058885,-0.06034,-0.076498,0.3925,0.14908,-0.18428,-0.022119,0.26855,-0.16924,0.16267,0.13601,-0.090507,-0.02558,0.25518,0.33351,0.022363,0.083744,0.010602,0.32607,0.077437,-0.066709,-0.15361,0.014002,-0.19129,-0.14876,0.19012,0.34323,-0.19891,1
