,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
20,0.40307,0.37758,0.33502,0.43157,0.39393,0.45112,0.35522,0.30666,0.38556,0.34113,0.35048,0.50768,0.22444,0.32366,0.22187,0.16459,0.12219,0.34186,0.19354,0.0076018,1,0.27808,-0.10124,-0.043467,-0.1469,-0.062955,0.43995,0.087519,0.017779,-0.3031,-0.055177,-0.059455,-0.07439,-0.094922,0.010289,-0.15654,-0.19478,-0.15016,-0.11686,-0.11002,0.030907,-0.22776,0.1805,-0.34043,0.081272,-0.22674,-0.076888,0.15221,-0.141,-0.022007,-0.10089,-0.057665,0.11189,-0.057899,-0.26468,-0.095252,-0.088071,-0.046921,-0.03816,0.022185,0.12274,-0.22792,0.16595,0.24801,-0.019782,-0.079709,-0.068088,0.070001,-0.029064,-0.08781,0.38158,0.16895,0.23259,0.10173,-0.033199,-0.34151,-0.060153,0.038542,0.21801,-0.018811,0.20792,0.034039,-0.0096163,-0.097824,-0.13851,-0.011585,0.21007,-0.08118,-0.14857,0.080934,0.1063,0.015864,0.0036266,0.31178,-0.055241,-0.089015,0.10285,0.14891,0.30987,0.12846,0.0010029,0.35499,0.12808,0.13292,0.066467,-0.06446
21,0.30622,0.17225,0.24844,0.27479,0.18956,0.31341,0.20306,0.20112,0.17006,0.0062523,0.21477,0.35443,0.27591,0.25959,0.16404,0.0325,0.26262,0.12532,0.1753,0.28008,0.27808,1,0.011617,0.15184,-0.14114,0.096678,-0.080169,-0.06064,0.057198,-0.1285,-0.12146,-0.13222,-0.13503,-0.10621,-0.038719,-0.058866,0.012805,-0.22417,0.14416,-0.01629,-0.20491,0.13935,0.10094,-0.24106,-0.12865,-0.030261,0.060541,0.047823,-0.14662,0.22693,-0.188,-0.086481,0.17117,0.081882,-0.24222,0.060534,-0.077942,0.03395,0.059253,-0.35106,0.1825,-0.1469,-0.33824,0.1114,0.11057,0.061967,-0.094264,-0.15329,-0.009569,0.092214,0.097492,-0.17392,-0.10864,0.27093,-0.0041888,0.095102,-0.23201,-0.17195,0.047746,-0.0092804,-0.24533,-0.11214,0.097041,-0.11497,0.16297,-0.45772,0.26835,0.064765,0.2133,0.03538,0.11415,-0.036545,0.21984,0.056461,0.03381,0.1902,-0.15362,0.1632,0.059109,0.16779,-0.024648,0.19563,0.16952,0.0054582,-0.13178,0.043351
22,-0.064668,-0.026967,-0.019203,0.024821,-0.21465,-0.015644,-0.068269,-0.29274,-0.17504,-0.054862,-0.18161,-0.21634,-0.16414,0.052594,-0.060943,0.081647,-0.0036125,-0.14181,0.0033397,0.032103,-0.10124,0.011617,1,0.043572,0.2798,0.039491,-0.045081,0.36575,0.18713,-0.096276,0.03561,-0.077563,0.050576,-0.10676,0.27025,-0.0054784,-0.17626,0.17863,0.12024,0.034307,0.25197,0.037365,0.088382,-0.066433,0.24608,-0.031341,0.032572,0.25772,-0.02741,-0.038538,0.26536,0.050821,0.28679,-0.24045,0.19589,-0.00084259,0.098646,0.0085922,-0.0051288,-0.14948,0.044596,0.2615,0.052522,0.063632,0.2729,0.090213,0.016277,-0.068874,0.2795,0.16453,0.066198,0.073969,0.15374,0.052937,-0.09977,-0.032857,-0.19622,0.16964,-0.074335,0.10335,0.062726,-0.092615,0.032889,0.11608,-0.079066,-0.16264,0.16997,0.22566,0.083398,-0.077472,-0.19722,0.13685,-0.056616,-0.18649,0.0031799,0.19365,-0.14709,0.16016,0.19884,-0.038138,0.061612,0.16208,0.17782,0.034821,-0.25207,-0.1615
23,0.13378,0.14422,0.038711,0.0039746,0.17267,0.14839,0.25727,0.024913,0.12016,0.14256,0.11279,0.065426,0.18345,0.063744,0.37168,0.10815,0.20686,0.18408,0.062005,0.011122,-0.043467,0.15184,0.043572,1,0.038241,-0.064242,-0.12197,-0.34101,-0.050176,0.17591,-0.12491,0.22589,0.098564,-0.12125,0.012655,-0.072583,0.20233,0.074833,-0.22234,-0.091101,0.0049394,0.30799,0.050012,-0.16203,0.1947,0.018875,-0.059997,0.12325,0.16623,-0.21639,0.027868,0.18466,-0.020621,-0.11379,0.040083,-0.063387,0.065344,0.0037258,-0.29345,-0.12754,0.075454,0.055803,0.090903,-0.063136,0.1703,-0.019749,-0.15663,-0.01962,-0.22378,0.067433,0.070386,0.025552,-0.052313,0.060971,-0.017687,0.15914,-0.14947,-0.30112,0.29373,-0.098825,0.079868,-0.25422,-0.14077,0.32845,-0.13356,-0.042096,0.15881,0.10519,0.30644,-0.26583,-0.049738,-0.1059,0.33997,0.2484,-0.12827,-0.0010709,-0.44195,0.23006,-0.036884,-0.048904,-0.047926,-0.069761,0.28063,-0.19763,-0.054838,-0.027044
24,-0.063066,-0.1083,-0.064613,-0.098509,-0.16273,-0.0059826,-0.012194,-0.011309,-0.078169,0.11508,-0.19722,-0.060124,-0.22339,-0.16634,0.0017186,0.098099,0.028813,0.078292,0.069199,-0.020103,-0.1469,-0.14114,0.2798,0.038241,1,-0.2324,-0.14178,0.040068,-0.026246,0.03991,0.051795,0.066327,0.090306,-0.11797,0.059571,-0.12528,-0.013705,0.14393,0.13734,0.0052281,0.14802,0.20645,-0.12438,0.017797,0.32763,0.14425,0.045269,0.15917,0.32788,0.017046,0.19574,0.072212,0.14264,-0.12346,0.42075,0.19238,0.27158,-0.40374,0.065342,0.28007,0.25112,0.28952,0.095107,0.27396,0.10314,0.25619,0.083145,-0.15777,0.013544,0.21247,-0.13609,0.3164,0.23804,0.060245,0.015329,0.35844,0.11453,0.062273,0.081186,-0.18637,0.098797,-0.19698,-0.068618,0.13744,0.048985,0.0012426,0.16051,0.14615,0.091678,0.024216,-0.18008,0.31956,-0.13429,-0.011766,-0.28983,0.1052,0.19182,0.064462,-0.21198,-0.013961,0.23864,-0.093524,0.20519,0.15673,-0.24877,-0.030723
25,-0.042985,0.054931,-0.054746,0.0095363,-0.024297,-0.038232,-0.14327,-0.034764,-0.0052227,-0.27349,0.044343,-0.052934,0.23998,-0.064574,-0.005246,0.035832,0.048238,-0.13513,-0.16826,-0.10849,-0.062955,0.096678,0.039491,-0.064242,-0.2324,1,0.28871,0.10463,0.080756,0.046762,-0.037932,0.23621,-0.076872,0.0219,0.065529,-0.015952,0.25506,-0.05188,-0.079216,0.0022524,0.015395,-0.067836,0.1849,0.11581,-0.17226,-0.10561,0.053116,0.18454,-0.26749,0.058328,-0.0017559,0.11912,-0.15366,0.075197,0.18849,0.22214,-0.089592,0.19455,0.025275,0.035737,-0.060598,0.061239,-0.21119,0.08411,-0.13489,-0.02352,-0.002496,-0.051277,0.02754,0.0199,0.056605,-0.066477,-0.096931,0.2862,0.00045846,-0.076523,0.092309,0.34025,-0.23035,0.43578,-0.080935,0.13231,0.048098,0.10202,0.06613,-0.094141,0.098299,-0.16452,0.13435,0.093496,-0.14754,-0.17555,-0.075506,-0.1228,0.32573,0.083799,-0.043026,0.086607,0.12045,-0.05252,-0.27486,0.147,-0.065344,0.31307,0.080307,-0.24134
26,0.10169,0.16839,0.17483,0.042315,0.18014,0.02677,0.0094931,0.14055,0.19933,0.084223,0.17995,0.17449,-0.028446,0.22676,-0.074762,0.058083,-0.080207,-0.0077211,0.06707,-0.071843,0.43995,-0.080169,-0.045081,-0.12197,-0.14178,0.28871,1,0.12956,0.23118,-0.0010399,-0.025556,0.2962,-0.14795,0.0039859,0.18429,-0.026727,-0.076591,-0.21369,-0.22729,-0.073204,-0.017391,-0.068446,-0.17071,-0.11913,0.14038,-0.22086,0.15071,0.099795,-0.18554,-0.075421,-0.00895,-0.2337,-0.27738,-0.019576,0.086511,-0.18673,0.010934,0.18876,0.13853,0.4252,-0.093235,0.023902,0.18529,0.38789,-0.12101,-0.3287,-0.079885,0.027798,0.022966,0.021045,0.14266,0.089861,0.15475,0.059127,0.11212,-0.1946,0.069962,0.18246,-0.14473,0.01842,0.25536,0.13364,-0.056367,0.028374,-0.044499,-0.16652,0.043786,-0.0067801,-0.040338,0.095546,-0.048084,-0.10344,-0.16729,0.21278,0.20519,0.0058273,0.19483,-0.076406,0.22145,-0.19382,0.046426,0.10219,0.095077,0.097273,0.10661,-0.27579
27,-0.24888,-0.19137,-0.0067075,-0.07929,-0.094051,-0.12036,-0.29923,-0.28222,-0.13816,-0.33738,-0.084238,-0.2097,-0.17504,0.028856,-0.1027,-0.18982,-0.48434,0.0034322,0.063012,0.12238,0.087519,-0.06064,0.36575,-0.34101,0.040068,0.10463,0.12956,1,0.087221,-0.045119,0.10062,-0.17599,-0.0072365,0.22172,0.24481,-0.085648,-0.13062,0.33734,0.13585,0.16774,0.27007,-0.019269,0.020604,0.2081,0.14195,0.11173,0.1511,0.067641,-0.024044,0.15003,0.12161,-0.053893,0.24951,-0.066991,0.04822,0.30784,-0.0090813,-0.1014,0.23374,-0.092482,-0.33134,0.30678,-0.23199,0.18997,-0.13,0.23997,-0.17624,-0.069332,0.34075,0.16141,0.039906,0.22719,0.16508,0.041804,0.029104,-0.28043,-0.12068,0.24321,-0.0035876,0.30451,0.038018,0.11073,-0.0033128,-0.047285,0.18067,-0.18712,-0.057477,0.17339,-0.19226,0.060653,0.043672,0.038058,-0.10697,-0.2726,0.19247,0.12769,0.014152,-0.021703,0.22129,-0.11484,-0.277,0.2275,0.14143,-0.19214,0.019929,-0.14055
28,-0.020364,-0.0021064,0.11257,-0.080792,-0.11833,0.036292,-0.024993,-0.0037935,0.11923,0.077314,0.081887,0.05981,0.0018794,0.01886,-0.05255,-0.039901,-0.040687,-0.06721,0.16179,0.17502,0.017779,0.057198,0.18713,-0.050176,-0.026246,0.080756,0.23118,0.087221,1,-0.21855,-0.040942,0.045408,0.07091,-0.005222,-0.022056,0.0073984,0.20376,0.24295,0.017058,-0.040284,0.056852,0.026427,0.012307,-0.082237,0.064846,0.11124,0.06188,-0.094564,0.27507,-0.18528,0.17747,0.15654,0.16765,0.17797,0.0043175,0.11114,0.094446,0.080464,0.21051,0.053169,0.20861,0.015437,0.057419,-0.16269,0.30209,-0.35199,0.084326,-0.10421,0.23773,0.28483,0.16047,0.010571,0.12185,0.058628,0.19873,-0.055303,-0.15196,0.064381,0.077172,0.068459,-0.16235,-0.083414,0.2209,-0.13853,0.064014,-0.010637,0.14712,-0.1229,-0.18426,0.18254,0.071497,-0.29711,-0.045531,-0.15992,0.33726,-0.13523,0.052044,-0.27058,0.02011,0.04105,-0.0018226,0.13219,0.14523,0.22546,-0.22762,-0.29539
29,-0.31072,-0.23224,-0.22808,-0.24915,-0.1571,-0.23042,-0.19896,-0.3356,-0.22268,-0.0049754,-0.11391,-0.36204,-0.10376,-0.36749,-0.030187,-0.11157,-0.082606,-0.27,-0.28018,-0.23029,-0.3031,-0.1285,-0.096276,0.17591,0.03991,0.046762,-0.0010399,-0.045119,-0.21855,1,0.17837,0.20861,0.070546,0.26346,-0.02294,0.05825,0.28141,-0.14072,0.2011,0.04087,0.18526,0.051062,0.021418,0.2997,0.19004,0.0046627,-0.015422,-0.11542,0.13861,0.14226,0.033272,-0.14349,-0.18699,0.35905,0.12819,-0.15286,0.0010497,0.0070738,0.071298,0.15033,0.018948,0.12332,-0.12295,0.18399,-0.21523,0.17969,-0.027008,-0.19559,-0.019805,-0.31074,-0.16451,0.12221,-0.077303,0.037842,0.044539,-0.067677,0.16064,0.064943,-0.13136,0.23428,0.14313,-0.057373,-0.17674,0.22057,0.16374,-0.010831,-0.26629,0.02006,0.25731,-0.2583,0.04509,0.24061,0.17811,0.016977,0.045544,-0.19891,0.020857,0.013091,-0.021043,-0.20062,-0.020081,-0.088328,0.18325,-0.084428,0.1193,-0.0079112
30,-0.14081,-0.012318,-0.11456,-0.050559,-0.12607,0.061651,-0.19791,-0.13094,-0.052188,-0.050785,0.119,-0.16862,-0.22909,-0.1581,0.15354,-0.0020259,-0.073817,0.0047973,0.046126,-0.0094236,-0.055177,-0.12146,0.03561,-0.12491,0.051795,-0.037932,-0.025556,0.10062,-0.040942,0.17837,1,0.052759,-0.07092,-0.13385,-0.038927,-0.098738,0.0075004,-0.097402,0.29043,-0.16736,0.13788,0.20958,0.14684,0.014517,-0.15562,0.13091,0.31453,-0.081319,-0.043182,-0.11938,0.081604,-0.16446,0.16249,-0.017786,-0.09058,-0.28189,-0.18876,-0.033909,0.016254,0.18475,-0.26994,0.05702,-0.13148,-0.0078614,-0.17404,0.14332,0.28811,-0.14791,-0.15758,-0.42156,-0.044261,0.038393,0.028899,-0.12868,-0.17046,-0.065215,0.27507,0.093239,0.06438,0.070919,0.26792,0.020023,0.040309,-0.024209,0.13701,-0.06811,-0.21872,0.19697,-0.093678,-0.19581,0.20334,0.015044,0.19504,-0.21889,0.087649,0.019618,-0.088273,0.17175,0.0013171,-0.12527,-0.036919,0.057429,-0.17286,0.16443,-0.030353,-0.11097
31,-0.098332,-0.11249,-0.15974,-0.25109,-0.15227,-0.066477,-0.12087,-0.15859,-0.0073476,-0.14037,-0.033619,-0.087274,-0.13239,-0.1196,-0.10709,-0.070692,-0.027973,-0.14504,0.02495,0.085695,-0.059455,-0.13222,-0.077563,0.22589,0.066327,0.23621,0.2962,-0.17599,0.045408,0.20861,0.052759,1,-0.041096,0.043472,0.14991,0.10281,0.21446,0.033823,-0.078173,0.0034704,-0.0032441,0.14464,-0.19678,0.15305,0.2358,-0.045888,0.26633,0.036253,0.16692,-0.04957,-0.020627,0.12452,-0.16611,0.16243,0.29367,-0.077226,0.056027,0.35723,0.042756,0.1974,0.13851,-0.072943,0.075983,0.33049,-0.050443,-0.17314,0.24361,0.26728,-0.10626,-0.18636,-0.038331,-0.0033594,0.017296,0.15043,0.40089,0.082872,0.098373,0.074331,0.4239,0.1609,0.13574,-0.16266,-0.12047,0.21601,0.11769,-0.058411,-0.1182,-0.075789,0.16547,-0.23009,0.11622,-0.023718,0.076565,-0.021424,0.21365,-0.044983,-0.050797,0.064693,-0.23444,-0.12939,0.20816,0.029882,0.0089184,0.12387,-0.083083,-0.21552
32,-0.14368,-0.13594,-0.23038,-0.065364,-0.18855,0.032589,-0.076166,-0.074862,-0.15393,-0.034525,-0.18097,-0.25113,-0.087747,-0.39635,-0.031394,-0.059118,0.02535,-0.24457,-0.06545,-0.087943,-0.07439,-0.13503,0.050576,0.098564,0.090306,-0.076872,-0.14795,-0.0072365,0.07091,0.070546,-0.07092,-0.041096,1,0.19712,-0.064917,0.019697,-0.032825,0.46454,-0.10472,0.1514,0.32499,0.015401,0.097981,0.22597,0.15635,0.050878,-0.17611,0.10217,0.12854,0.14063,0.20749,0.33407,-0.0027034,0.10257,0.090764,-0.040815,0.33865,-0.20394,0.072246,-0.13945,0.19588,0.17464,-0.0049318,-0.072195,0.041318,-0.16754,0.14334,-0.1258,-0.036719,0.18525,-0.31536,-0.088075,0.12894,-0.26347,0.15996,0.15695,-0.026352,-0.078897,0.18306,0.12182,-0.16412,-0.18578,0.13102,-0.080379,-0.11588,0.25843,-0.15068,0.1759,0.082766,0.30957,-0.20317,-0.0628,-0.09259,-0.11965,-0.18947,-0.16096,-0.018359,-0.033397,-0.24651,-0.064343,-0.044613,-0.095142,0.071718,-0.33168,0.37734,-0.0032427
33,-0.078046,-0.063018,-0.019694,-0.094608,-0.032639,-0.073513,0.093475,-0.15708,-0.05813,-0.14177,-0.15933,-0.081373,-0.083594,-0.16266,-0.018999,-0.035876,-0.20588,-0.46505,-0.080435,0.0051489,-0.094922,-0.10621,-0.10676,-0.12125,-0.11797,0.0219,0.0039859,0.22172,-0.005222,0.26346,-0.13385,0.043472,0.19712,1,-0.22623,0.16319,-0.041422,0.074432,-0.14177,0.33153,0.34712,-0.26046,-0.10559,0.32596,0.18019,-0.013846,0.074304,-0.16782,-0.10943,0.0089696,-0.17658,-0.13846,-0.13138,0.27091,0.093526,0.0022033,-0.037216,0.22279,0.065639,0.1229,-0.08886,-0.0044075,-0.063889,0.13684,-0.19196,0.12607,0.030633,-0.27542,0.20007,0.10249,-0.30747,-0.17278,-0.14397,-0.25995,0.069491,-0.162,-0.089746,0.017918,-0.092659,0.21838,-0.24837,0.090371,0.076112,0.034409,0.21193,0.11208,-0.0093347,-0.16131,-0.050303,0.010946,0.1115,-0.05559,0.10879,-0.014818,0.088501,-0.028871,0.039417,-0.19039,0.10908,0.13542,-0.13146,-0.1057,0.012764,0.010672,0.31223,-0.11593
34,-0.2572,-0.22464,-0.20369,-0.24248,-0.24451,-0.023918,-0.33697,-0.32238,-0.21918,-0.24767,-0.31775,-0.19754,-0.19718,-0.048585,-0.20039,-0.42082,-0.34924,0.070116,0.024928,-0.17835,0.010289,-0.038719,0.27025,0.012655,0.059571,0.065529,0.18429,0.24481,-0.022056,-0.02294,-0.038927,0.14991,-0.064917,-0.22623,1,-0.045846,-0.11424,0.0032373,0.070035,0.16009,0.047612,0.42435,-0.10257,0.15548,0.39396,-0.26612,0.35247,0.19718,0.18798,0.25752,0.12895,-0.17042,-0.1389,0.075715,0.17964,0.099393,0.16061,0.07238,0.022058,-0.06706,-0.16104,0.023723,0.15469,0.13308,0.077589,0.11753,-0.060773,0.41154,-0.052817,-0.12516,0.17256,0.11122,-0.013942,0.22638,-0.01898,0.10936,0.055487,0.086472,-0.062063,0.22455,0.20067,-0.18004,-0.092752,-0.089299,-0.04926,0.063522,0.077501,0.0020312,0.10472,0.15003,-0.12478,-0.22652,0.022565,0.032264,0.20618,0.10506,0.14014,0.21818,0.055346,-0.16269,0.14338,0.21859,0.0010275,-0.20678,-0.074229,0.041463
35,0.0039573,-0.04161,-0.0127,-0.18006,0.0019386,-0.0076429,0.024503,-0.0011171,0.050237,0.19531,0.063713,-0.0797,-0.17834,-0.043721,0.16894,0.12199,-0.029532,-0.16731,0.15299,0.032875,-0.15654,-0.058866,-0.0054784,-0.072583,-0.12528,-0.015952,-0.026727,-0.085648,0.0073984,0.05825,-0.098738,0.10281,0.019697,0.16319,-0.045846,1,0.17763,-0.07772,0.057408,0.16399,-0.065452,-0.06149,0.05499,0.061811,0.04852,0.053911,0.26182,-0.018886,0.14242,0.093402,-0.11541,0.019698,-0.27807,0.33689,-0.11013,0.047357,0.050524,0.16081,0.064349,0.011651,-0.050523,0.065154,0.017121,0.095808,0.2281,-0.01154,0.086508,-0.050282,0.2463,0.13127,0.025918,-0.094993,0.10572,-0.10369,0.050976,0.18774,-0.017626,-0.24467,0.21536,0.14141,-0.081428,0.096433,0.13414,0.063877,0.43621,-0.15819,-0.21792,0.0032225,0.034714,-0.10234,-0.20476,0.047785,-0.24833,-0.064699,0.29368,0.0090844,0.058311,0.0048915,-0.085761,0.01142,0.1876,-0.15206,-0.11313,-0.079356,0.046871,-0.31078
36,-0.19084,-0.21684,-0.19733,-0.26944,-0.21907,-0.29412,-0.12752,-0.058927,-0.14596,-0.17757,-0.0023629,-0.19609,0.0068168,-0.30372,0.14416,-0.0043936,-0.12942,0.08349,-0.036199,-0.055831,-0.19478,0.012805,-0.17626,0.20233,-0.013705,0.25506,-0.076591,-0.13062,0.20376,0.28141,0.0075004,0.21446,-0.032825,-0.041422,-0.11424,0.17763,1,0.13884,0.17765,0.039948,-0.015686,0.23954,0.26689,-0.084985,0.00047435,0.17219,-0.054644,0.22008,0.32059,-0.061386,0.21245,0.12775,0.066366,0.21389,0.17312,-0.00028478,0.0022834,0.15457,0.057458,0.10797,0.058615,0.034414,-0.25803,0.0082496,-0.055224,0.16798,-0.0040407,-0.0082766,0.17111,0.06818,0.055324,0.011508,0.16495,0.15072,0.10637,0.10923,0.23204,-0.076459,0.010092,0.23978,0.098603,-0.13384,0.040372,0.28475,0.068655,-0.12739,-0.070842,-0.21005,-0.035855,-0.16005,-0.06072,-0.20783,-0.051347,0.038131,0.32887,-0.33527,-0.13368,-0.25036,-0.13124,0.034649,-0.03516,0.0070088,-0.17404,0.14096,0.1251,-0.23235
37,-0.44167,-0.46977,-0.36316,-0.30498,-0.36136,-0.36191,-0.30549,-0.37886,-0.30033,-0.37674,-0.32781,-0.41992,-0.37775,-0.24145,-0.12694,-0.24098,-0.20191,-0.09796,-0.15728,0.092204,-0.15016,-0.22417,0.17863,0.074833,0.14393,-0.05188,-0.21369,0.33734,0.24295,-0.14072,-0.097402,0.033823,0.46454,0.074432,0.0032373,-0.07772,0.13884,1,0.058125,0.29692,0.43942,0.099314,0.16481,0.22241,0.22045,0.21757,-0.021507,0.094343,0.36723,-0.031815,0.54637,0.54312,0.10049,0.019571,0.33106,0.27077,0.25233,-0.15366,0.1553,-0.092793,0.21134,0.3003,0.12489,-0.03945,-0.048384,0.053289,0.023518,0.11594,0.20764,0.21931,-0.086537,0.12397,0.095733,-0.18089,0.14012,-0.14171,0.047383,-0.014127,0.29151,0.11005,-0.11164,-0.012581,0.086429,0.064941,-0.15289,0.16019,-0.12854,0.14699,-0.072212,-0.0062328,-0.028292,-0.011953,-0.078549,-0.025329,0.010751,-0.16179,-0.20877,-0.28564,-0.36184,-0.035313,0.022386,-0.20308,-0.07777,-0.15221,-0.0021683,0.018185
38,-0.33046,-0.36985,-0.31852,-0.29551,-0.32987,-0.30106,-0.38759,-0.35382,-0.27125,-0.26114,-0.37143,-0.2325,-0.25953,-0.20194,-0.025686,-0.20779,-0.096502,-0.036637,-0.069355,0.025445,-0.11686,0.14416,0.12024,-0.22234,0.13734,-0.079216,-0.22729,0.13585,0.017058,0.2011,0.29043,-0.078173,-0.10472,-0.14177,0.070035,0.057408,0.17765,0.058125,1,-0.024084,-0.0097912,0.16543,0.2344,0.081841,0.15356,0.18804,0.27907,0.10419,0.13537,0.35817,0.13287,0.01178,0.21661,0.11936,0.19783,0.032493,0.15544,0.035175,0.18473,0.036728,0.13068,-0.094731,-0.18454,-0.059741,-0.26352,0.22469,0.15367,-0.12632,0.39838,-0.33872,0.026067,0.0076305,-0.21527,0.20858,-0.31566,-0.29606,0.089773,0.13518,-0.037897,0.09803,0.19904,-0.12882,0.18234,-0.13242,0.0030418,-0.13012,-0.22393,0.112,-0.081945,-0.096894,0.056874,0.27965,0.20895,-0.14714,-0.020103,-0.1845,0.11861,0.17941,-0.23676,-0.2258,0.025437,0.098194,-0.041348,0.056806,-0.24716,0.10497
39,-0.39822,-0.37332,-0.23562,-0.30236,-0.29941,-0.29566,-0.34234,-0.28359,-0.33779,-0.20863,-0.28195,-0.36153,-0.36615,-0.18879,0.0089922,-0.27012,-0.41384,-0.104,-0.21233,-0.29259,-0.11002,-0.01629,0.034307,-0.091101,0.0052281,0.0022524,-0.073204,0.16774,-0.040284,0.04087,-0.16736,0.0034704,0.1514,0.33153,0.16009,0.16399,0.039948,0.29692,-0.024084,1,0.35988,0.065133,0.36477,0.062327,0.055846,0.16097,0.11481,0.27239,0.026327,0.073342,0.21199,0.10453,0.0043146,0.40482,0.1105,0.14364,0.14003,-0.063322,0.22966,0.15021,0.11478,-0.023783,-0.027994,-0.081143,0.11335,0.33789,-0.060644,0.18427,0.36308,0.062732,-0.15984,-0.035675,-0.02685,-0.043325,0.12456,-0.026482,0.22302,0.029075,-0.18044,0.07218,-0.12744,0.048987,-0.15883,-0.13573,-0.00021272,0.066693,0.34581,0.036246,-0.017453,0.19449,-0.35441,0.065863,0.078518,-0.076735,0.25874,-0.019873,0.26787,-0.2837,0.001582,0.2513,-0.035135,-0.15681,-0.30267,-0.10372,0.11265,-0.11522
40,-0.38311,-0.22363,-0.24752,-0.15969,-0.23061,-0.14729,-0.23104,-0.35047,-0.22868,0.019081,-0.29729,-0.42301,-0.33698,-0.16953,-0.042436,-0.13387,-0.17359,-0.11201,-0.26106,-0.25369,0.030907,-0.20491,0.25197,0.0049394,0.14802,0.015395,-0.017391,0.27007,0.056852,0.18526,0.13788,-0.0032441,0.32499,0.34712,0.047612,-0.065452,-0.015686,0.43942,-0.0097912,0.35988,1,-0.02971,0.35944,0.22743,0.37426,0.0033186,0.063626,0.12928,0.15135,0.13698,0.38167,0.17454,0.099334,0.16716,0.17434,-0.11401,0.26945,-0.097211,0.17209,0.0452,0.048456,0.1866,-0.020067,-0.0035264,-0.22498,0.17123,0.077779,-0.048201,0.074073,-0.10936,-0.1553,0.24079,-0.010278,-0.093793,-0.1652,-0.21097,0.032364,0.11123,-0.094144,0.18446,0.1143,-0.24572,-0.071015,0.091645,0.040742,0.11224,-0.031522,-0.00143,-0.19525,0.13201,0.10335,0.12145,0.085135,0.0052967,-0.02269,-0.077324,0.1313,-0.12465,0.089544,-0.11575,-0.0079071,0.021767,0.010938,0.05546,0.093712,-0.05421
41,-0.30717,-0.20578,-0.2624,-0.15739,-0.30225,-0.015252,-0.18024,-0.16732,-0.34144,-0.22575,-0.14657,-0.28053,-0.35195,-0.094711,-0.064471,-0.18535,0.0014856,0.17003,0.075852,-0.038304,-0.22776,0.13935,0.037365,0.30799,0.20645,-0.067836,-0.068446,-0.019269,0.026427,0.051062,0.20958,0.14464,0.015401,-0.26046,0.42435,-0.06149,0.23954,0.099314,0.16543,0.065133,-0.02971,1,-0.16218,0.11056,0.17099,0.013041,0.40508,0.24296,0.3439,0.049768,0.22187,-0.030366,-0.0032984,0.1491,0.2325,-0.097406,0.34789,-0.21246,0.04715,0.060989,-0.19091,0.15314,-0.25837,0.025576,-0.099264,0.11798,-0.060358,0.14241,-0.16812,-0.0099694,0.12269,0.099566,-0.043744,0.16835,-0.10286,0.32706,-0.092125,-0.29125,0.03897,0.051994,0.17471,-0.19786,-0.036463,0.093377,0.10319,-0.0091008,0.021965,0.10241,0.087668,-0.020967,0.011797,-0.22244,0.085885,0.015049,0.014712,-0.043818,-0.21522,-0.017316,-0.11869,-0.32079,-0.0029226,-0.18107,0.034253,-0.17966,0.033369,0.12555
42,-0.17024,-0.13494,-0.16824,-0.095444,-0.10516,-0.12829,-0.21263,-0.065929,-0.09951,0.020302,-0.091623,-0.21854,-0.015009,-0.11881,0.31179,-0.0615,-0.10047,0.2391,-0.191,-0.40455,0.1805,0.10094,0.088382,0.050012,-0.12438,0.1849,-0.17071,0.020604,0.012307,0.021418,0.14684,-0.19678,0.097981,-0.10559,-0.10257,0.05499,0.26689,0.16481,0.2344,0.36477,0.35944,-0.16218,1,-0.37019,-0.21033,0.27229,0.020178,0.21201,-0.039078,0.16279,0.35711,0.33001,0.24616,0.070437,-0.050628,0.034137,-0.044044,-0.062952,-0.020026,-0.10252,0.23548,-0.072155,-0.11435,-0.21634,0.022122,0.33577,-0.086364,0.0080414,0.39658,-0.22563,0.05311,-0.073595,0.12461,0.072608,-0.081517,-0.33548,0.21725,-0.055247,-0.024733,0.14217,0.069065,0.099849,-0.089418,-0.053212,-0.17083,0.1045,0.17183,0.21071,-0.13751,0.14581,-0.12179,0.089591,0.14242,-0.11042,0.14457,-0.16857,-0.039824,-0.021872,0.19831,0.2125,-0.050795,0.14065,-0.18747,0.16465,0.031872,-0.19507
