,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181
42,0.72189,0.77291,0.76292,0.75652,0.67646,0.7309,0.66951,0.69697,0.76181,0.65138,0.74814,0.71342,0.78527,0.7046,0.76949,0.74765,0.75605,0.72262,0.62225,0.71588,0.74172,0.76404,0.65244,0.7317,0.70977,0.6698,0.73704,0.77038,0.70891,0.70531,0.66673,0.61128,0.70674,0.66995,0.66924,0.6632,0.58053,0.64601,0.63988,0.64206,0.70102,0.67659,1,0.64405,0.646,0.64406,0.63171,0.53741,0.55905,0.70802,0.44818,0.59909,0.67233,0.59746,0.36275,0.48497,0.47272,0.32843,0.42923,0.52109,0.32762,0.31823,0.41274,0.46294,0.47004,0.24709,0.42383,0.49953,0.24414,0.13747,0.25283,0.30493,0.365,0.13925,0.17211,0.39974,0.17324,0.32239,0.18692,0.24727,0.19983,0.27219,0.16811,0.41175,0.041163,0.34677,0.1168,0.27628,0.37135,0.25464,-0.10197,0.13952,-0.15902,0.088227,0.24212,-0.030583,-0.085627,0.18592,0.042768,0.032496,0.13163,0.014738,0.31096,0.30731,0.064442,0.097418,0.11326,0.21125,0.086486,-0.090124,-0.048879,-0.07083,0.1107,0.023207,0.11261,0.070304,0.051428,0.073355,0.10069,0.05142,-0.23754,0.14859,0.40897,-0.081999,-0.05434,0.14213,-0.1384,0.035758,0.11218,0.09074,0.048048,-0.017573,0.051591,0.0015441,-0.22482,0.15983,-0.19235,-0.083399,0.15821,0.011841,-0.16898,-0.13438,0.14181,0.11035,0.013401,-0.19059,0.097652,0.11086,-0.14367,-0.19165,-0.20091,-0.13308,-0.15984,0.12985,-0.19131,0.0083238,0.072621,-0.083572,-0.11852,0.16216,0.00043328,-0.00030137,0.16282,0.044542,-0.21861,-0.10416,-0.27014,0.0073426,-0.09318,0.061399,0.31698,-0.13167,-0.21998,-0.15397,-0.11282,-0.2129,-0.16438,-0.08725,0.094211,0.19591,0.060818,
43,0.7248,0.73201,0.74271,0.72683,0.61318,0.72526,0.74211,0.68656,0.68567,0.65577,0.74196,0.67986,0.71982,0.70116,0.73643,0.77421,0.76618,0.71269,0.68514,0.65795,0.76089,0.70483,0.65176,0.73099,0.70217,0.75418,0.63611,0.70274,0.81949,0.71256,0.64299,0.58212,0.53732,0.67039,0.70457,0.64774,0.75272,0.56153,0.75054,0.66082,0.62237,0.67318,0.64405,1,0.65804,0.70078,0.69381,0.50015,0.56858,0.56986,0.71256,0.66977,0.56813,0.5311,0.48569,0.52583,0.60425,0.39794,0.336,0.52756,0.23205,0.36824,0.39376,0.43616,0.4515,0.2857,0.23254,0.50508,0.38842,0.18449,0.27418,0.39488,0.53191,0.10682,0.21484,0.30736,0.1623,0.37715,0.12892,0.098054,0.040478,0.26227,0.30746,0.40718,-0.078622,0.38275,0.10324,0.43431,0.40391,0.24069,0.012437,0.026529,0.043858,0.022488,0.1533,0.03468,0.1544,0.19329,0.086931,-0.11724,0.15395,0.42092,0.31263,0.39858,0.019076,0.24251,-0.0064849,0.095339,0.073388,0.014654,-0.090331,-0.030617,0.12526,-0.067006,-0.16502,0.060725,-0.11748,-0.026826,-0.0027775,0.0084381,-0.10048,0.33427,0.3575,-0.10567,-0.075549,0.21225,-0.18646,0.047051,0.029963,0.2009,0.043679,0.11948,-0.034263,0.11239,-0.18273,0.12821,-0.07546,-0.072637,0.094861,-0.10445,-0.34298,-0.054798,-0.12903,0.11182,0.060097,0.18623,0.098985,0.089561,-0.16029,-0.087016,-0.038019,-0.22073,-0.019354,0.062063,-0.11103,0.0016691,0.12715,-0.099591,-0.063764,0.16355,-0.042466,-0.034027,0.20225,-0.11224,-0.046196,0.053398,-0.26584,-0.037135,0.036799,-0.091087,0.10794,0.048744,0.0098621,-0.20745,0.092591,-0.071264,-0.43982,-0.26176,0.059935,0.035096,-0.070673,
44,0.83629,0.77476,0.79326,0.83928,0.7398,0.82769,0.75541,0.74668,0.72819,0.68555,0.81547,0.77012,0.75801,0.76228,0.72497,0.79305,0.72075,0.77278,0.70177,0.72247,0.75083,0.78699,0.75305,0.78768,0.75003,0.7492,0.69495,0.74743,0.71729,0.77555,0.71419,0.6628,0.73051,0.69407,0.71932,0.72473,0.68642,0.60164,0.70578,0.72024,0.76613,0.77721,0.646,0.65804,1,0.65373,0.63331,0.65756,0.63089,0.63383,0.6039,0.60066,0.69611,0.72072,0.34771,0.53853,0.56193,0.37463,0.32864,0.57815,0.42952,0.45686,0.34597,0.46087,0.45749,0.23042,0.46266,0.50934,0.43875,0.20305,0.25795,0.31882,0.35568,-0.014714,0.16347,0.16904,0.36263,0.24386,0.29086,0.37098,0.16669,0.16668,0.12398,0.23886,0.076066,0.51623,0.082852,0.36023,0.46633,0.14842,0.061815,0.17844,-0.069334,-0.023605,-0.072049,-0.069719,-0.18037,0.3073,0.20919,0.070837,0.15205,0.17306,0.303,0.27773,0.047031,0.10822,0.038024,0.29299,0.093136,-0.10221,-0.0056756,-0.10213,-0.11786,-0.1355,-0.10715,0.11558,-0.030989,-0.0090991,0.14696,0.087935,-0.36052,0.23811,0.2447,0.021892,-0.098503,0.072272,-0.18962,-0.036004,0.093782,0.082734,0.070195,0.065552,-0.14283,-0.076341,-0.27651,0.12492,-0.086419,-0.072887,0.18294,0.0036978,-0.25376,-0.029647,-0.014495,-0.030967,-0.095701,0.049198,0.099123,-0.046307,-0.18566,-0.090433,-0.034714,-0.035524,-0.043434,-0.054382,-0.34698,0.22723,0.17985,0.012792,-0.032788,0.12891,-0.064896,-0.064853,0.15815,-0.0621,0.092238,0.0077256,-0.11474,-0.0024397,-0.084667,0.019726,0.27401,-0.075107,-0.1461,-0.1898,0.0063658,-0.18773,-0.25461,-0.1151,0.1242,0.0356,0.13521,
45,0.67624,0.74049,0.74075,0.66261,0.67172,0.69717,0.69589,0.67619,0.6995,0.69777,0.72252,0.6972,0.72944,0.75551,0.69216,0.73885,0.67804,0.6995,0.74712,0.66609,0.73065,0.61625,0.75155,0.7423,0.66789,0.6735,0.63724,0.72217,0.69325,0.70178,0.68121,0.57593,0.66516,0.60274,0.65191,0.74468,0.68587,0.59576,0.69215,0.8283,0.66365,0.7184,0.64406,0.70078,0.65373,1,0.69024,0.45203,0.44461,0.60599,0.56769,0.5839,0.53167,0.48297,0.38221,0.44353,0.58714,0.27313,0.43208,0.39487,0.35391,0.29149,0.34552,0.56377,0.46761,0.30948,0.23536,0.54651,0.3569,0.1831,0.22903,0.34752,0.26674,0.13732,0.13036,0.21456,0.30205,0.45262,0.15068,0.26448,0.037097,0.27861,0.39218,0.27961,0.038391,0.31267,-0.012764,0.37267,0.34855,-0.035028,0.029277,0.066561,0.039666,-0.011574,0.15009,0.0089617,-0.10327,0.30882,-0.0051488,-0.27235,0.25866,0.11223,0.34679,0.37811,-0.036969,0.031381,0.032448,0.10154,-0.0068165,-0.09382,-0.16329,-0.052344,-0.037462,0.025716,-0.11247,0.26809,0.0021332,0.064496,-0.098758,0.069823,-0.20285,0.10681,0.32625,0.089704,-0.058051,0.0032643,-0.18851,-0.19823,0.17427,0.023565,0.066826,0.016476,-0.10713,0.1246,-0.36576,-0.0063381,-0.05268,0.043438,0.095059,-0.073135,-0.35124,-0.039665,0.15298,0.22145,0.010754,0.10807,0.24973,0.024293,-0.092815,-0.11915,-0.030402,-0.0085243,-0.15323,0.050083,-0.12616,-0.072243,-0.073204,-0.15922,0.067392,0.14665,0.11404,0.058094,0.0098303,-0.071103,0.19195,0.17364,-0.17135,-0.013094,-0.093702,0.028728,0.11419,0.024139,-0.0063701,-0.17912,-0.03649,-0.16839,-0.24014,-0.065239,0.081562,0.12219,0.011424,
46,0.7408,0.79081,0.74301,0.80204,0.72674,0.72364,0.7509,0.76759,0.6701,0.75037,0.74673,0.77461,0.81234,0.86133,0.7172,0.71234,0.7294,0.74393,0.75092,0.74496,0.76493,0.77294,0.79895,0.81833,0.73048,0.71761,0.68324,0.75326,0.72926,0.77205,0.64427,0.70624,0.71121,0.69623,0.79475,0.68016,0.76255,0.67917,0.81682,0.72342,0.74648,0.70444,0.63171,0.69381,0.63331,0.69024,1,0.59676,0.60659,0.67059,0.55202,0.70354,0.75471,0.658,0.32834,0.59535,0.71536,0.35929,0.43506,0.50574,0.43295,0.51555,0.56022,0.36646,0.60355,0.36271,0.44317,0.48728,0.43923,0.14044,0.3522,0.28722,0.46223,0.12201,0.20833,0.27354,0.16718,0.39461,0.28064,0.42819,0.1605,0.38533,0.47546,0.38839,0.074445,0.41235,-0.093567,0.47542,0.33037,-0.017104,0.045093,0.075733,-0.17361,0.082921,0.28591,-0.14914,0.088354,0.34188,0.15479,-0.20721,0.27798,0.089703,0.31755,0.30549,0.094709,0.094782,0.24238,0.20331,0.10175,-0.046243,-0.013691,-0.076201,0.0037745,0.072647,-0.12105,-0.022922,-0.07962,0.098421,0.01613,0.19939,-0.24165,0.068566,0.31755,-0.10565,0.091813,0.08413,-0.22026,0.02729,0.17891,0.1951,-0.023901,0.157,0.013715,0.091741,-0.18815,0.089577,-0.0015035,-0.013568,-0.19339,-0.003316,-0.44201,-0.084822,-0.10941,0.092716,-0.034201,0.18538,0.17314,0.07312,-0.086063,0.0039214,-0.16995,-0.089965,-0.090121,-0.069658,-0.052668,-0.0050055,0.043181,0.0019608,-0.16649,-0.01783,0.021861,0.054215,0.24835,0.048406,-0.10467,-0.025066,-0.22872,-0.049855,-0.078046,0.071691,0.12403,-0.045118,0.013413,-0.16581,-0.055085,-0.12906,-0.22122,-0.087106,0.24529,0.05081,0.014059,
47,0.76163,0.69971,0.7095,0.65945,0.75759,0.78606,0.7242,0.68468,0.67698,0.69208,0.76247,0.72863,0.72246,0.65569,0.80173,0.67661,0.6787,0.7185,0.72352,0.74671,0.7714,0.72244,0.72546,0.63917,0.6968,0.73876,0.73643,0.6752,0.67737,0.7118,0.71248,0.70755,0.64582,0.66239,0.76719,0.68933,0.71056,0.52085,0.7371,0.60296,0.68015,0.64232,0.53741,0.50015,0.65756,0.45203,0.59676,1,0.71223,0.65919,0.43999,0.61687,0.58251,0.74502,0.19219,0.63519,0.52454,0.52734,0.28089,0.38241,0.28604,0.62068,0.45046,0.24564,0.41341,0.44155,0.53028,0.48073,0.16275,0.228,0.23132,0.34086,0.43186,0.098578,0.24578,0.15537,0.38731,0.26873,0.46568,0.38668,0.16187,0.19009,0.10954,0.31915,0.046916,0.27495,0.095656,0.34403,0.36025,0.036507,0.10584,0.22485,0.016211,0.063251,0.16541,-0.28081,-0.11658,0.25536,0.16755,-0.048048,-0.059111,0.16774,0.25071,0.22802,0.13238,-0.0021402,0.23197,0.17087,0.29271,0.14046,0.13285,-0.14933,-0.11716,0.020917,0.0034344,0.17142,0.096899,0.14561,0.12657,0.081128,-0.38008,-0.050783,0.31689,-0.065812,0.12163,0.074557,-0.076001,0.11382,0.12181,0.059181,-0.18764,0.027241,-0.17813,0.13636,-0.34562,-0.0017217,-0.11782,-0.09576,-0.011637,-0.10661,-0.16319,-0.14435,-0.0031411,0.19795,0.19097,0.26227,0.20961,0.027111,0.018333,0.017484,0.0309,-0.09349,-0.1767,0.067464,-0.27926,0.14735,-0.034345,0.00023331,-0.24594,0.17825,-0.087404,-0.037581,0.11547,-0.053678,0.10633,-0.15193,-0.037577,-0.018029,0.092336,0.091893,0.15809,0.1168,-0.28743,-0.099929,0.088616,-0.12194,-0.23559,0.022043,0.18181,-0.024222,-0.088829,
48,0.74783,0.69562,0.68178,0.66163,0.73451,0.77866,0.66851,0.78452,0.64595,0.66161,0.76609,0.76138,0.67934,0.65965,0.72433,0.58464,0.7158,0.71158,0.60245,0.75975,0.64745,0.67029,0.69916,0.72747,0.57572,0.66606,0.63054,0.67221,0.68969,0.74428,0.65459,0.59819,0.6692,0.68664,0.77321,0.59796,0.68811,0.56894,0.6621,0.61163,0.56831,0.65983,0.55905,0.56858,0.63089,0.44461,0.60659,0.71223,1,0.65411,0.48764,0.5827,0.54636,0.53558,0.20542,0.65981,0.37003,0.29976,0.31161,0.47199,0.28996,0.36483,0.42568,0.20072,0.49026,0.17172,0.40143,0.34816,0.34135,0.25323,0.22007,0.16897,0.41165,-0.091653,-0.0011261,0.29065,0.0448,0.19064,0.52424,0.38023,0.047965,0.26405,0.079933,0.35528,0.15031,0.23201,0.2908,0.31052,0.46661,0.18836,0.06273,0.20709,-0.043432,-0.15688,0.0052459,-0.2262,-0.28951,0.33618,0.14741,-0.20532,0.1101,0.16274,0.23223,0.32969,0.14086,0.0071518,0.026053,0.32944,0.3347,0.043709,0.19831,-0.13892,-0.11407,-0.18017,0.1371,0.0038073,0.0063874,0.19547,0.18113,0.15749,-0.43252,0.14582,0.28505,-0.051227,0.0096522,0.065434,-0.15343,2.0413e-05,0.10947,-0.053187,-0.14249,0.10769,-0.052912,0.067085,-0.2023,0.019474,0.014745,-0.11428,-0.046502,-0.019109,-0.14111,0.12309,-0.13491,0.2113,0.0086602,0.2334,0.13819,0.089454,-0.06516,0.25409,-0.1978,-0.021196,-0.029357,0.12205,-0.14741,0.23433,0.055689,-0.060356,-0.19815,0.080286,0.062995,-0.037461,0.1438,-0.20266,-0.17558,-0.019339,-0.10815,0.047547,0.097341,0.16965,0.16485,-0.017255,-0.14942,-0.15979,0.018573,-0.10925,-0.18665,-0.11145,0.13218,0.031994,-0.065463,
49,0.73775,0.79742,0.76496,0.6702,0.7597,0.81348,0.61661,0.75306,0.76406,0.77777,0.77144,0.72413,0.69194,0.76504,0.72463,0.67769,0.72043,0.76449,0.71654,0.73071,0.73379,0.73771,0.76791,0.65535,0.62491,0.7136,0.73523,0.70022,0.71834,0.77823,0.70729,0.73353,0.73163,0.67746,0.72774,0.75419,0.65158,0.66728,0.7223,0.65507,0.67415,0.72284,0.70802,0.56986,0.63383,0.60599,0.67059,0.65919,0.65411,1,0.47416,0.68993,0.64626,0.63533,0.39893,0.64296,0.5214,0.33821,0.4393,0.51031,0.49285,0.46524,0.61242,0.31237,0.53627,0.25369,0.39777,0.54542,0.27319,0.18395,0.26243,0.2378,0.2708,0.17023,0.27349,0.34324,0.23456,0.27446,0.42365,0.33045,0.21694,0.16325,0.2318,0.39663,0.096392,0.43996,-0.044528,0.35562,0.4711,0.18241,0.036184,0.17408,-0.19827,0.067496,0.14354,-0.15016,0.045277,0.32309,0.2842,-0.090045,0.0952,-0.0075913,0.32598,0.33175,0.18946,-0.013774,0.098207,0.37687,0.12243,0.14051,0.082747,-0.14921,0.0052936,-0.046062,-0.065623,0.11822,-0.025057,0.033216,0.091577,0.1413,-0.17305,0.12612,0.35619,-0.041948,0.011188,0.021425,-0.20657,-0.0046418,0.21482,0.011769,-0.25824,0.016333,-0.084159,0.058044,-0.37627,-0.054228,-0.060674,0.17968,0.01338,0.092101,-0.2325,0.095341,0.15578,0.15923,-0.025721,0.10282,0.24993,0.032763,-0.082183,0.03686,-0.084847,0.021342,-0.11525,-0.04774,-0.094369,0.11292,-0.088203,-0.25079,-0.2029,0.33175,0.039834,-0.052622,0.2048,-0.047246,-0.069638,-0.11964,-0.42445,0.057864,-0.076861,0.11027,0.2148,0.066275,-0.070491,-0.076529,-0.077483,-0.13437,-0.39716,-0.11927,0.38265,0.29545,-0.055293,
50,0.55269,0.63263,0.5472,0.51812,0.52237,0.61291,0.51917,0.59725,0.54392,0.54675,0.65459,0.57673,0.56196,0.46089,0.54492,0.6033,0.54135,0.49707,0.48513,0.58046,0.60543,0.49847,0.48924,0.5245,0.59514,0.56004,0.47043,0.63488,0.49554,0.45436,0.51037,0.45044,0.50576,0.53441,0.52232,0.54351,0.64054,0.46681,0.57093,0.57569,0.50419,0.51613,0.44818,0.71256,0.6039,0.56769,0.55202,0.43999,0.48764,0.47416,1,0.48713,0.37336,0.49915,0.20014,0.47226,0.49817,0.32624,0.039827,0.22369,0.29342,0.18885,0.13361,0.34265,0.37449,0.25619,0.0088906,0.49715,0.29444,0.1436,0.14667,0.17197,0.40313,-0.17514,0.20533,0.27684,0.14779,0.051323,0.23241,0.11531,-0.064963,0.17078,0.20978,0.25454,-0.097001,0.39934,0.17512,0.48748,0.47782,0.25058,-0.0036713,0.19562,0.05437,0.13751,0.065291,-0.25565,0.074192,0.19938,-0.062603,-0.026425,0.079998,0.29632,0.33992,0.30382,0.23085,0.10948,0.093194,0.07439,0.036788,-0.1735,-0.0083792,-0.17529,0.11204,-0.25077,-0.1029,0.13969,-0.15967,-0.18627,-0.022761,0.00076298,-0.023019,0.11657,0.26612,-0.019299,-0.16727,0.17429,-0.27603,-0.09745,0.09539,0.32712,-0.11742,0.032166,0.0055474,0.11048,-0.07093,0.082594,0.1096,-0.030299,-0.055304,-0.2559,-0.22543,-0.0358,-0.093194,-0.091612,-0.064675,0.20297,0.12297,0.058118,-0.053066,-0.072264,0.063286,-0.1692,-0.20429,0.059001,-0.1222,0.013678,0.11119,-0.027135,-0.021214,0.24357,0.090804,-0.052055,0.22218,0.012531,0.057557,0.15485,-0.32964,-0.13699,-0.099069,-0.071668,0.32116,0.046123,0.063716,-0.27675,0.019203,-0.13318,-0.34159,-0.14933,0.038257,-0.047719,0.085123,
51,0.66109,0.77816,0.71688,0.69313,0.71517,0.70942,0.70305,0.69107,0.62932,0.69665,0.70218,0.69491,0.71936,0.75024,0.67125,0.70073,0.64677,0.73789,0.71729,0.6038,0.69756,0.72322,0.68712,0.59357,0.66826,0.70981,0.74358,0.66296,0.70566,0.74983,0.6342,0.57827,0.67367,0.67969,0.62243,0.57526,0.7949,0.64388,0.71511,0.57183,0.70868,0.72681,0.59909,0.66977,0.60066,0.5839,0.70354,0.61687,0.5827,0.68993,0.48713,1,0.55985,0.55052,0.29139,0.58129,0.69127,0.36633,0.21944,0.49144,0.34515,0.47443,0.48962,0.36687,0.47023,0.1969,0.42612,0.60931,0.44098,0.07843,0.4013,0.22152,0.48918,0.091326,0.21992,0.19146,0.30866,0.3577,0.13696,0.27135,0.27029,0.1472,0.3051,0.46124,0.031412,0.23928,0.15652,0.52551,0.45945,0.15085,0.061957,0.14962,-0.19185,0.0076674,0.13596,-0.22472,-0.010461,0.30368,0.14202,0.016235,0.16441,0.13338,0.29407,0.52803,0.19895,0.15221,0.068976,0.2054,0.09221,-0.057754,0.21825,-0.0059479,0.21984,0.054943,-0.15682,-6.5035e-05,-0.06158,0.19102,0.3047,0.2355,-0.15553,0.12856,0.23659,-0.10266,0.14168,-0.010682,-0.10754,-0.012613,0.17663,-0.02785,-0.30931,-0.027836,-0.04441,0.017318,-0.25454,0.17574,-0.12164,-0.067447,-0.080312,0.011237,-0.33594,0.0307,0.0058821,0.25279,0.048012,0.22484,0.057783,0.19858,-0.078121,-0.07753,-0.0047888,-0.027316,-0.21086,0.025684,-0.098779,-0.15507,0.020809,-0.16789,-0.17479,0.18074,0.032978,-0.10537,0.10192,-0.13899,0.038313,-0.039211,-0.23116,-0.060454,-0.11671,-0.013793,0.10488,0.19872,-0.21676,-0.074904,0.137,-0.12227,-0.36995,-0.17554,0.1497,0.052138,-0.02751,
52,0.77305,0.67829,0.6766,0.81538,0.6522,0.68457,0.70066,0.71527,0.69403,0.7138,0.7398,0.70986,0.73426,0.76162,0.63261,0.65573,0.69702,0.77187,0.64908,0.70866,0.66158,0.82,0.74184,0.72149,0.75822,0.68617,0.69502,0.65912,0.73917,0.71244,0.6526,0.72486,0.64775,0.7458,0.6843,0.65504,0.61546,0.69146,0.65516,0.62859,0.79225,0.7421,0.67233,0.56813,0.69611,0.53167,0.75471,0.58251,0.54636,0.64626,0.37336,0.55985,1,0.67271,0.37116,0.52954,0.6108,0.39275,0.46886,0.6507,0.33958,0.57093,0.5561,0.31438,0.36706,0.24899,0.48001,0.45067,0.36314,0.22265,0.39033,0.3728,0.35597,0.142,0.23995,0.32457,0.24827,0.33079,0.1254,0.37356,0.28469,0.45811,0.24594,0.38042,0.13897,0.43615,0.090547,0.30814,0.28144,0.15489,0.050862,0.014564,-0.07194,0.19419,0.24722,0.017682,0.043636,0.24825,0.33512,0.00015162,0.26929,0.0064089,0.282,0.0433,0.069228,0.16834,0.067288,0.31318,0.2397,0.0040739,0.066893,-0.077492,-0.067052,0.25917,-0.0851,-0.039396,-0.070286,0.12229,0.11017,-3.5134e-06,-0.33005,0.11119,0.36545,-0.18734,0.067123,0.099963,-0.15138,0.039089,0.085154,0.14488,-0.0026061,-0.019968,-0.1765,-0.10916,-0.24687,0.10792,-0.11868,0.0036724,0.048322,0.23089,-0.40578,-0.0023668,0.051822,0.045319,0.033117,-0.033092,0.19264,0.050861,-0.15738,-0.12646,-0.26274,0.010094,-0.09191,-0.19029,-0.054014,0.072617,0.29008,0.023148,-0.096886,0.11414,-0.033029,-0.022142,0.18802,0.0012978,-0.21319,-0.11587,-0.1205,-0.13103,0.076118,0.098504,0.2834,-0.087153,-0.051599,-0.20745,-0.18998,-0.048817,-0.1591,0.050571,0.19507,0.11174,0.062825,
53,0.72613,0.69887,0.72978,0.71422,0.73143,0.69862,0.65804,0.72021,0.7128,0.7686,0.75094,0.70606,0.71772,0.64748,0.74422,0.73165,0.67653,0.72051,0.70855,0.68724,0.70671,0.73883,0.68357,0.67588,0.71393,0.68112,0.6986,0.77874,0.66451,0.69152,0.65485,0.694,0.69736,0.71421,0.74821,0.72224,0.65694,0.62384,0.69499,0.58939,0.66833,0.67051,0.59746,0.5311,0.72072,0.48297,0.658,0.74502,0.53558,0.63533,0.49915,0.55052,0.67271,1,0.2743,0.56377,0.5785,0.43017,0.26559,0.56085,0.24645,0.60698,0.52697,0.34921,0.34161,0.34986,0.43982,0.56023,0.36173,0.18597,0.35824,0.3661,0.45218,0.0074317,0.2647,0.38002,0.40447,0.30909,0.2859,0.27073,0.31099,0.21284,0.23196,0.17669,-0.044662,0.4388,0.062466,0.31885,0.34622,0.14633,-0.050953,0.21669,-0.040011,0.15498,0.048694,-0.12661,0.0082744,0.23264,0.16515,-0.0069615,0.020559,0.19564,0.2045,0.21444,0.11627,0.052117,0.32288,-0.0061555,0.12668,0.10111,0.18203,-0.24079,-0.2078,0.041601,-0.057909,0.096675,-0.074614,0.093104,0.14016,0.024503,-0.19921,0.13296,0.48861,-0.2137,-0.066232,0.058331,-0.33196,0.21767,0.18175,0.055035,-0.0033333,0.01272,-0.27962,0.028473,-0.33722,0.042405,-0.17164,0.098664,0.046961,0.017913,-0.28284,-0.233,0.006079,-0.030551,-0.0092282,0.25278,-0.0012403,-0.070341,-0.056631,-0.15845,-0.068358,0.031699,-0.10844,-0.055826,-0.27215,0.15511,0.19006,0.087535,-0.038776,0.17001,0.094777,-0.1056,0.32833,0.17578,0.043717,-0.14147,-0.018432,0.056302,-0.119,0.0652,0.23558,0.058536,-0.19913,-0.19569,-0.033665,-0.15823,-0.18308,0.052452,0.17419,0.1688,0.10695,
54,0.31931,0.31097,0.4234,0.40972,0.31548,0.40116,0.39081,0.24177,0.36411,0.28615,0.37203,0.35603,0.38157,0.39805,0.38605,0.41109,0.39455,0.5215,0.38274,0.29455,0.33946,0.30238,0.41113,0.3797,0.37504,0.47415,0.30591,0.33339,0.43567,0.47951,0.3777,0.41827,0.2809,0.46016,0.33902,0.4278,0.3295,0.34601,0.44394,0.37485,0.19684,0.42834,0.36275,0.48569,0.34771,0.38221,0.32834,0.19219,0.20542,0.39893,0.20014,0.29139,0.37116,0.2743,1,0.3486,0.45981,0.21437,0.384,0.36402,0.10112,0.31523,0.27968,0.17469,0.32874,0.15286,0.054526,0.2302,0.087654,-0.11777,0.29566,0.22033,0.40769,0.10829,0.22743,0.2445,0.056816,0.095249,-0.021799,0.26279,0.13933,0.065766,0.17657,0.56193,-0.056154,0.54216,0.088509,0.15727,0.38271,0.10235,-0.1189,-0.032524,-0.027228,0.076817,0.19036,0.17195,0.1804,-0.17332,0.11411,-0.051743,0.3041,0.049814,-0.10739,0.1381,-0.055874,0.11197,0.13285,0.10674,-0.022596,0.038135,-0.24622,0.047378,0.080921,0.060419,-0.25414,0.21846,0.08354,-0.16111,-0.071334,0.048367,0.0074038,0.1797,0.14129,0.1626,0.19599,0.037963,-0.15108,0.058773,0.20104,0.079922,0.084972,0.35674,0.04801,-0.01011,-0.10506,-0.19922,-0.21814,0.032694,0.25315,0.00041301,0.096563,-0.086314,0.21466,0.034029,0.080621,0.20902,0.037548,-0.050704,0.17682,-0.068764,-0.10312,-0.040904,0.095081,-0.19284,-0.34176,-0.14818,0.16545,-0.23635,0.16076,0.15763,0.22952,-0.020886,0.1453,-0.072092,-0.044239,0.13139,-0.2635,0.06742,0.13497,0.13769,-0.046431,0.07471,0.00030238,-0.13559,-0.23339,-0.2349,-0.40734,-0.21678,0.20104,0.36235,-0.2293,
55,0.63925,0.68666,0.59289,0.58851,0.58491,0.64559,0.69146,0.67565,0.68445,0.60814,0.62712,0.68785,0.55193,0.61426,0.64496,0.57979,0.54485,0.61435,0.66933,0.60024,0.60183,0.58257,0.63042,0.59591,0.63742,0.52471,0.59864,0.58499,0.65163,0.58381,0.67619,0.56176,0.50174,0.60892,0.60441,0.66402,0.64297,0.57563,0.64197,0.58083,0.48258,0.64557,0.48497,0.52583,0.53853,0.44353,0.59535,0.63519,0.65981,0.64296,0.47226,0.58129,0.52954,0.56377,0.3486,1,0.54213,0.45326,0.23559,0.41257,0.25476,0.3243,0.48052,0.19895,0.30824,0.28051,0.31502,0.42149,0.3474,0.074208,0.33983,0.070889,0.37701,0.069688,0.093414,0.358,0.3478,0.23675,0.20655,0.34217,0.040288,0.20001,0.3753,0.40158,-0.031019,0.4272,0.10483,0.20492,0.421,0.063588,0.098344,0.011237,0.072187,-0.024356,0.036344,-0.1745,0.011877,0.16526,0.11701,-0.14357,0.12634,0.036882,0.29082,0.29913,0.17859,0.21791,0.22837,0.23829,0.17151,0.076267,0.026783,-0.15156,-0.051739,-0.020315,-0.095663,0.028073,-0.10817,0.22673,0.17282,0.10467,-0.32445,0.1761,0.11427,-0.15893,0.18249,0.059524,-0.13512,-0.062849,0.20101,0.030059,-0.10022,0.088421,-0.017053,0.21377,-0.21646,0.027505,0.21401,-0.05571,-0.0014703,-0.090206,-0.22414,0.076385,-0.028502,-0.020948,0.0042489,0.25224,0.22959,0.17827,0.03871,-0.035161,-0.14657,0.087342,-0.031469,0.053909,-0.15161,0.12975,-0.062891,-0.060908,-0.15797,0.011727,0.097738,-0.23493,0.24472,-0.025355,-0.11663,0.0022408,-0.31307,-0.086905,0.045468,0.14359,-0.057484,0.13421,-0.16403,-0.16683,-0.018787,-0.32177,-0.2856,-0.0044981,0.41405,0.056131,0.017979,
