,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
10,0.077219,0.20461,-0.041366,-0.087799,0.21128,0.27567,0.17703,-0.076148,0.059439,-0.0072844,1,0.27641,0.3198,0.32035,0.15719,0.10869,0.55065,0.22533,0.32225,0.077145,0.35359,0.47313,0.17853,0.20404,0.24824,-0.0051174,0.070238,0.46292,-0.22791,0.10276,0.1011,0.18734,0.311,-0.023118,-0.1922,-0.083125,-0.00072941,0.02855,-0.13371,-0.095248,0.069109,0.10053,0.13804,-0.11112,0.21031,0.17227,-0.14772,-0.08152,0.17594,0.090248,0.021195,0.16363,0.14789,0.18677,0.062373,0.042521,-0.075501,0.24395,0.0075975,-0.074668,-0.37331,0.06302,-0.089441,0.024958,0.10967,-0.050855,-0.091687,-0.27212,0.17111,-0.19555,-0.17105,-0.16531
11,-0.14309,0.13976,0.19366,-0.0060926,0.17143,0.20745,0.34081,0.35167,0.088977,0.12136,0.27641,1,0.2761,0.2169,0.43063,0.026201,0.26109,0.30899,0.12925,0.15984,0.34539,0.34685,0.28004,0.26069,0.41586,0.41204,-0.0095446,0.1191,0.15895,0.23279,0.040482,0.34482,0.29249,0.07413,0.11967,0.032254,0.1463,0.028364,-0.10565,-0.20716,-0.043195,0.14984,-0.25044,0.052038,0.024843,-0.024484,-0.028944,0.05019,0.051576,0.12857,0.095535,0.16556,-0.082507,0.15716,-0.15356,-0.097439,-0.019523,0.054579,0.11546,-0.29218,-0.014623,0.26548,0.15255,0.095064,0.10145,-0.16685,-0.0034043,-0.15102,-0.12516,0.067408,0.0052598,-0.17916
12,-0.1135,-0.15579,-0.17739,-0.0098761,0.018368,0.26662,0.057161,0.11724,0.066235,-0.027121,0.3198,0.2761,1,0.21555,0.16655,0.07682,0.10494,0.068042,0.24789,0.23783,-0.074003,0.21261,0.17137,0.034192,0.10863,0.18311,-0.085186,0.20209,-0.055279,0.056728,0.2809,0.28686,0.050453,-0.034173,0.14984,0.050167,0.10889,0.014421,-0.020185,-0.081443,0.16784,0.24642,0.17249,-0.21019,-0.052257,-0.034926,-0.34696,-0.14466,-0.039173,-0.12437,-0.13043,-0.077956,0.074928,0.13012,-0.070772,-0.1598,-0.24501,-0.060925,-0.044248,-0.22256,-0.1094,0.11766,-0.045378,0.1063,-0.16152,0.20798,-0.23011,0.016362,-0.15899,-0.16629,-0.035664,-0.10736
13,-0.063536,0.13949,0.13252,-0.08264,0.28485,0.16844,0.49262,0.27471,0.25551,0.018131,0.32035,0.2169,0.21555,1,0.33154,0.38287,0.32615,0.21624,0.15341,0.22188,0.5002,0.39878,0.31588,0.56537,0.44425,0.31896,0.12704,0.52893,0.058527,0.15846,0.035724,0.29905,0.13732,0.15182,0.29524,0.15883,0.22374,0.22849,0.006405,0.078974,0.029708,0.15044,0.15091,-0.020966,0.26282,-0.15844,-0.034585,0.19156,-0.12391,-0.06736,-0.074608,-0.0065971,0.039319,-0.070525,-0.31654,-0.1425,0.01549,0.13558,-0.0067884,-0.037651,-0.18466,0.15004,-0.050208,0.14783,-0.054674,-0.053576,0.10399,-0.14748,0.064437,-0.22977,-0.040317,-0.3207
14,-0.099229,0.093967,0.27134,0.0075204,-0.077251,-0.033626,0.52377,0.33094,0.075509,0.16265,0.15719,0.43063,0.16655,0.33154,1,0.25514,0.24309,0.21531,0.22292,0.026912,0.29714,0.24812,0.46609,0.19987,0.38429,0.13121,0.049273,-0.0076432,-0.0077786,0.17383,0.21055,0.33624,0.25216,0.15376,0.26287,-0.08634,0.19169,0.13563,0.14437,0.17311,-0.077073,0.24364,-0.080262,0.078531,0.057284,0.007906,-0.14762,0.10135,0.17288,-0.037952,0.12686,0.19855,0.0061469,0.11131,-0.1633,0.1436,-0.067571,-0.0050138,0.24915,-0.025648,-0.089404,0.26518,-0.013192,0.22375,-0.13642,-0.23897,-0.21074,0.23578,-0.14541,-0.069112,0.062166,-0.13278
15,0.077747,-0.073111,0.040534,-0.057809,0.23677,0.1868,0.48424,0.34419,0.54563,0.38355,0.10869,0.026201,0.07682,0.38287,0.25514,1,0.40935,0.26006,0.33401,0.2521,0.30869,0.41717,0.39369,0.22459,0.15675,0.20161,-0.045478,0.3837,-0.01551,-0.12538,0.25753,-0.031174,0.13097,0.070406,0.30361,-0.020574,0.19546,-0.22419,0.26123,-0.0030693,0.18072,-0.17565,0.026399,-0.16155,0.12488,0.16003,0.17,0.12019,-0.061978,-0.11073,-0.26461,0.0018363,-0.035858,-0.020317,0.037568,0.10694,-0.11613,0.094969,0.14758,-0.20413,-0.023442,0.17826,-0.031048,0.032923,0.019245,-0.17419,-0.088522,-0.11833,-0.069222,-0.24308,0.022524,-0.3139
16,-0.044359,0.10806,-0.19622,-0.14947,0.24132,0.19839,0.2451,0.15029,0.22711,0.47281,0.55065,0.26109,0.10494,0.32615,0.24309,0.40935,1,0.25271,0.30467,0.17303,0.41295,0.55004,0.35085,0.26751,0.11336,0.17617,0.13878,0.36347,-0.076925,0.10085,0.13129,-0.021095,0.21357,0.18931,-0.01675,0.0038836,0.21619,-0.16605,-0.11227,0.20528,0.086862,0.075937,0.19967,-0.16755,0.15021,0.14721,-0.0020372,-0.058896,0.22504,0.18291,0.011912,0.27636,-0.18034,0.0009249,0.18916,0.15194,-0.11631,0.1622,-0.14687,-0.18013,-0.44504,0.025066,-0.31925,-0.023138,0.045272,-0.2478,-0.024512,-0.31988,0.060055,-0.32542,-0.16156,0.041513
17,-0.094414,0.22032,0.20186,-0.10363,0.16956,0.099893,0.15217,0.50432,0.297,0.020284,0.22533,0.30899,0.068042,0.21624,0.21531,0.26006,0.25271,1,0.026212,0.51136,0.17344,0.010645,-0.10184,0.024644,0.077505,0.38326,0.016729,0.051392,-0.026255,0.10127,0.038564,0.074128,0.12047,0.080764,0.19403,0.18505,0.056113,-0.011583,0.048208,-0.078326,-0.22504,-0.11657,0.0093058,-0.00072685,0.03875,-0.046597,0.080827,-0.0044759,0.24511,-0.043536,-0.22624,0.21734,0.0828,0.028085,0.0055882,0.022044,0.12237,0.17934,0.31231,0.052096,0.065346,0.31385,0.080764,0.12471,0.1434,-0.093331,0.16871,-0.031361,0.072851,-0.21544,-0.016248,-0.18419
18,0.028888,-0.10066,0.07523,-0.017743,0.16788,0.20232,0.26519,0.029005,0.21827,0.36124,0.32225,0.12925,0.24789,0.15341,0.22292,0.33401,0.30467,0.026212,1,0.046124,0.32395,0.6051,0.3576,0.28219,0.31493,-0.13447,0.30869,0.23043,0.10811,0.080482,0.25422,0.16978,0.21105,0.047184,0.0011685,-0.13755,0.060299,-0.33287,-0.01852,-0.041662,0.20676,-0.076478,-0.018781,0.20077,0.028815,0.30585,0.0071914,0.092094,0.32356,-0.078375,0.083385,0.075515,-0.17929,-0.010182,0.10311,0.27998,-0.14084,0.096611,0.1699,-0.11874,-0.24238,-0.25871,0.1379,0.069159,0.036422,-0.060662,-0.073429,-0.027245,-0.09262,-0.22957,-0.002502,-0.26487
19,0.17225,0.1177,0.020766,-0.13011,0.30097,0.22437,0.075265,0.63155,0.32627,0.0093387,0.077145,0.15984,0.23783,0.22188,0.026912,0.2521,0.17303,0.51136,0.046124,1,-0.057984,0.076092,0.11359,-0.013309,0.10032,0.36552,-0.12576,0.039356,0.04513,0.012943,0.40199,-0.013891,0.016733,0.04342,0.31798,0.29466,0.18803,0.11387,0.099649,0.031476,0.20956,-0.085539,-0.11161,0.10336,0.23473,0.011917,-0.023698,-0.13017,-0.05711,0.13137,-0.153,0.092875,0.21156,-0.08148,-0.19915,-0.090292,-0.058778,0.08962,-0.029586,0.09463,0.053781,0.011766,0.089327,0.043134,0.023977,0.075136,0.12497,0.013506,-0.12153,0.017694,0.11266,-0.039236
20,-0.37148,0.01736,0.052629,0.0049136,0.36095,-0.0029992,0.28279,0.24093,0.13994,0.1149,0.35359,0.34539,-0.074003,0.5002,0.29714,0.30869,0.41295,0.17344,0.32395,-0.057984,1,0.55827,0.44067,0.49768,0.45529,0.24811,0.068404,0.31636,0.010351,0.29118,-0.025752,0.070622,0.33061,0.22649,0.12859,0.16,0.21901,0.082623,-0.2566,-0.091262,-0.0085244,-0.0031643,-0.11769,-0.18628,0.27148,-0.054591,-0.10813,0.081539,0.18437,-0.049733,0.029474,0.1585,-0.19221,0.15356,-0.084914,0.019188,0.044766,0.18166,0.10868,-0.022867,-0.37409,0.054517,-0.075115,0.22022,-0.065167,-0.30158,-0.21085,-0.16795,0.043288,-0.18254,-0.08818,-0.29138
21,-0.11307,0.01294,-0.039737,-0.14113,0.34891,0.21026,0.3871,0.08519,0.23054,0.23574,0.47313,0.34685,0.21261,0.39878,0.24812,0.41717,0.55004,0.010645,0.6051,0.076092,0.55827,1,0.37134,0.4615,0.42553,0.16679,0.35266,0.30039,0.16231,0.10758,0.16261,0.05103,0.38424,0.059844,0.064888,0.0061949,0.24562,-0.17428,-0.2457,0.050127,0.30618,0.068027,-0.1736,-0.11875,0.090632,0.055902,-0.013035,0.034363,0.12811,0.056602,0.19861,0.092614,-0.29592,-0.16018,0.020591,0.10806,-0.18888,0.054132,-0.040567,-0.24595,-0.32119,-0.22373,0.071716,-0.034667,-0.17872,-0.29237,-0.29291,-0.23281,0.26607,-0.18786,-0.19376,-0.11504
22,-0.080836,-0.03367,0.063655,-0.13366,0.46124,0.10468,0.36768,0.24363,0.10426,0.14784,0.17853,0.28004,0.17137,0.31588,0.46609,0.39369,0.35085,-0.10184,0.3576,0.11359,0.44067,0.37134,1,0.40046,0.38412,0.15222,-0.028319,0.21261,-0.030391,0.15957,0.43867,0.25141,0.17973,0.056268,0.11181,0.010353,0.053282,0.073176,0.14744,0.18702,0.1553,0.12961,-0.18562,-0.095213,0.1585,0.32035,0.018996,0.0077369,0.019806,0.14047,0.14947,0.074399,-0.090741,0.11608,-0.085738,-0.093463,0.030702,0.10993,0.087369,-0.098084,-0.089545,0.00071727,-0.087239,0.037436,0.017539,-0.12666,-0.22635,0.062428,-0.23928,-0.089705,-0.029102,-0.21187
23,-0.24641,0.14716,0.078017,-0.056746,0.3181,0.057218,0.39358,0.070289,0.22495,0.094764,0.20404,0.26069,0.034192,0.56537,0.19987,0.22459,0.26751,0.024644,0.28219,-0.013309,0.49768,0.4615,0.40046,1,0.40528,0.33128,0.24886,0.27916,0.21068,0.4373,0.017074,0.11814,0.035711,0.38982,0.14848,-0.087776,0.098908,-0.070487,-0.11092,0.21563,0.08899,0.041629,-0.0035468,-0.09466,0.21784,-0.13665,-0.16681,0.21861,-0.055295,0.045588,0.43599,0.13792,-0.31588,-0.12932,-0.10782,-0.0755,-0.080162,0.14263,-0.14315,-0.16383,-0.27433,-0.1001,-0.095957,-0.15314,-0.01211,-0.16765,0.12634,-0.04091,0.16786,-0.016719,-0.3736,-0.15115
24,-0.14366,-0.061537,0.13648,-0.19496,0.20306,0.16242,0.32223,0.33873,-0.13862,-0.015404,0.24824,0.41586,0.10863,0.44425,0.38429,0.15675,0.11336,0.077505,0.31493,0.10032,0.45529,0.42553,0.38412,0.40528,1,0.23372,0.14808,0.033419,0.16535,-0.044377,0.23067,0.30658,0.23888,0.30125,0.070802,-0.17754,0.25112,0.22556,-0.1319,-0.20304,0.17433,0.15235,-0.33586,0.14073,0.085125,-0.11183,-0.079752,0.059378,0.08874,-0.1028,0.13033,0.0067441,-0.12376,0.13214,-0.22328,-0.19689,-0.11921,0.06129,0.071409,0.12573,-0.21711,0.05214,0.15166,0.14259,0.16046,-0.1411,-0.061136,-0.086855,-0.19324,-0.0091064,-0.09661,-0.15739
25,-0.22886,-0.12737,-0.076424,-0.035837,0.24711,0.042373,0.29483,0.52701,0.10574,0.0044526,-0.0051174,0.41204,0.18311,0.31896,0.13121,0.20161,0.17617,0.38326,-0.13447,0.36552,0.24811,0.16679,0.15222,0.33128,0.23372,1,-0.041104,0.010412,0.26615,0.20038,-0.075736,0.092803,-0.053902,0.074534,0.29636,0.10709,0.2269,0.068018,0.051106,-0.0017238,0.044672,-0.091092,-0.13394,-0.24705,0.28826,-0.033728,0.026485,-0.04204,-0.031514,0.057233,0.049208,0.16081,-0.040647,0.15877,-0.06068,-0.27345,-0.013566,-0.081364,0.11639,0.056578,-0.045595,0.1792,-0.061594,-0.074491,0.062505,0.06036,-0.090337,-0.27428,-0.11158,0.0079489,-0.15926,-0.12708
26,0.086689,-0.169,-0.044703,-0.26845,-0.1411,-0.20165,0.13632,-0.1758,-0.1241,0.29293,0.070238,-0.0095446,-0.085186,0.12704,0.049273,-0.045478,0.13878,0.016729,0.30869,-0.12576,0.068404,0.35266,-0.028319,0.24886,0.14808,-0.041104,1,0.05688,0.076953,0.18276,-0.14291,0.030051,-0.0017947,0.1635,-0.10027,0.032749,-0.050235,-0.1373,-0.16007,0.12238,-0.2145,-0.23642,0.11816,-0.11022,-0.019709,-0.083414,-0.10733,-0.17333,0.06908,-0.3279,0.37979,-0.034271,-0.32818,-0.24902,0.21499,0.23582,0.15273,-0.0090045,-0.24013,-0.15128,-0.24419,-0.14486,-0.026848,-0.12965,-0.033202,-0.15026,0.01794,-0.077546,0.18315,-0.13228,-0.051018,-0.28736
27,-0.0044489,0.02317,0.046312,0.026283,0.11226,0.2209,0.1367,-0.018886,0.24505,0.24275,0.46292,0.1191,0.20209,0.52893,-0.0076432,0.3837,0.36347,0.051392,0.23043,0.039356,0.31636,0.30039,0.21261,0.27916,0.033419,0.010412,0.05688,1,-0.13254,0.057712,-0.047176,0.02718,0.32829,-0.047609,0.12916,0.03662,0.0069925,0.026745,0.1659,-0.17977,-0.024788,0.080525,0.44348,-0.12907,0.022284,0.029534,0.028132,0.0039189,-0.013323,-0.079165,-0.12655,0.12569,0.11521,0.0079942,-0.050384,0.052809,-0.055852,0.24758,-0.19058,-0.19525,0.12899,0.0294,-0.12427,0.025263,0.14903,-0.13151,0.11472,-0.31562,-0.002023,-0.17884,0.1073,-0.37368
28,-0.18965,0.094933,0.081185,-0.13418,0.12496,0.17506,0.19463,0.16326,-0.2595,-0.12041,-0.22791,0.15895,-0.055279,0.058527,-0.0077786,-0.01551,-0.076925,-0.026255,0.10811,0.04513,0.010351,0.16231,-0.030391,0.21068,0.16535,0.26615,0.076953,-0.13254,1,0.18789,-0.33937,-0.0022865,-0.2517,0.0048877,0.15335,0.12588,-0.005432,0.1891,-0.046743,0.1494,-0.010519,-0.22308,-0.4118,0.13416,-0.0050949,-0.31687,0.046306,0.074475,-0.011603,0.11187,0.066446,0.046452,-0.12655,-0.21126,-0.012219,0.25821,-0.33911,0.0058035,0.0038994,0.12217,0.01738,-0.26042,0.26025,-0.070494,-0.15697,-0.16549,0.038975,0.01155,0.0060616,0.28882,-0.010486,0.10747
29,-0.24767,0.0087956,-0.052626,-0.090178,0.059278,-0.1191,0.12055,-0.03937,0.21342,0.18697,0.10276,0.23279,0.056728,0.15846,0.17383,-0.12538,0.10085,0.10127,0.080482,0.012943,0.29118,0.10758,0.15957,0.4373,-0.044377,0.20038,0.18276,0.057712,0.18789,1,-0.22605,0.076886,0.13627,0.099555,0.16475,0.20516,0.1468,0.038558,-0.18605,0.12592,-0.049576,0.030706,0.10766,-0.10962,0.085074,-0.20162,-0.47655,0.09854,0.056089,-0.061359,0.27238,0.20534,-0.39649,-0.10293,0.18036,0.20672,0.06265,0.054894,-0.07703,-0.089639,-0.24373,0.028005,-0.035318,0.11178,-0.34191,-0.19188,0.087604,0.35026,0.050128,0.01481,-0.049234,0.0080592
30,0.059452,-0.032515,0.0012368,0.067866,0.24006,0.23975,0.086961,0.2919,0.33272,0.018987,0.1011,0.040482,0.2809,0.035724,0.21055,0.25753,0.13129,0.038564,0.25422,0.40199,-0.025752,0.16261,0.43867,0.017074,0.23067,-0.075736,-0.14291,-0.047176,-0.33937,-0.22605,1,-0.061441,-0.020417,0.0049318,-0.10289,-0.028239,0.0090848,0.062486,-0.048261,0.028678,0.27782,0.21697,-0.29428,0.15642,-0.10565,0.27225,-0.010722,-0.020057,-0.064239,0.15664,-0.019557,-0.21544,0.090198,0.10573,-0.014875,-0.12396,-0.24302,0.15447,0.15642,-0.09988,-0.0011098,-0.01769,-0.017116,0.010299,0.12926,-0.022121,0.10048,0.10504,-0.15262,0.009363,0.063735,-0.12402
31,0.2824,-0.026364,-0.06304,-0.27895,0.022647,-0.1614,0.41888,-0.16917,-0.11066,-0.22262,0.18734,0.34482,0.28686,0.29905,0.33624,-0.031174,-0.021095,0.074128,0.16978,-0.013891,0.070622,0.05103,0.25141,0.11814,0.30658,0.092803,0.030051,0.02718,-0.0022865,0.076886,-0.061441,1,-0.0022646,-0.0034688,0.17737,-0.2366,-0.12385,0.029716,0.18529,-0.10261,0.16071,0.30322,0.038846,0.18958,-0.006797,0.26839,0.099195,0.061268,-0.12681,0.046419,-0.15533,-0.0080743,0.061091,0.13123,-0.062345,-0.15083,0.24723,0.051553,0.10413,0.11312,-0.057186,0.20808,-0.0085873,-0.075269,0.29024,0.083012,-0.074272,0.012208,-0.25482,0.14249,-0.15482,-0.088737
32,0.0032464,0.040447,0.1078,-0.16349,0.049047,0.054661,0.063345,0.083135,0.15564,0.25116,0.311,0.29249,0.050453,0.13732,0.25216,0.13097,0.21357,0.12047,0.21105,0.016733,0.33061,0.38424,0.17973,0.035711,0.23888,-0.053902,-0.0017947,0.32829,-0.2517,0.13627,-0.020417,-0.0022646,1,0.027105,0.075159,0.036332,0.26117,-0.091029,-0.16768,-0.15615,0.058134,0.23172,0.18374,0.006344,0.059425,0.020935,0.082644,-0.099266,0.1001,-0.0472,0.036276,0.37438,-0.17849,-0.0051065,-0.091276,-0.080027,0.071015,-0.26097,0.090186,-0.12795,0.061236,-0.018432,0.17356,0.23168,-0.023487,-0.10088,-0.27804,-0.10309,0.021477,-0.33203,0.15762,0.086789
33,-0.097479,-0.07762,-0.11125,-0.18067,-0.13428,-0.22928,0.033675,0.21639,0.03753,0.19281,-0.023118,0.07413,-0.034173,0.15182,0.15376,0.070406,0.18931,0.080764,0.047184,0.04342,0.22649,0.059844,0.056268,0.38982,0.30125,0.074534,0.1635,-0.047609,0.0048877,0.099555,0.0049318,-0.0034688,0.027105,1,0.19076,-0.054535,0.28236,-0.018754,-0.067736,0.19426,-0.065905,-0.069253,0.23666,-0.17885,0.05975,-0.06294,-0.18711,-0.071698,-0.17507,-0.025618,0.10753,0.13783,-0.21683,0.10339,-0.042751,0.013194,-0.22329,-0.11189,-0.18652,-0.089821,-0.35551,-0.13072,-0.34901,0.087785,0.081761,-0.20984,0.077804,0.060748,-0.20414,-0.18187,0.027188,0.19083
34,-0.21345,-0.22953,-0.10543,-0.35293,-0.2158,-0.25111,0.023593,0.29281,0.12734,0.14849,-0.1922,0.11967,0.14984,0.29524,0.26287,0.30361,-0.01675,0.19403,0.0011685,0.31798,0.12859,0.064888,0.11181,0.14848,0.070802,0.29636,-0.10027,0.12916,0.15335,0.16475,-0.10289,0.17737,0.075159,0.19076,1,0.041094,0.22098,0.024195,0.30032,0.097324,-0.043565,0.16588,0.25126,-0.21083,0.23115,-0.1072,-0.12992,0.19491,-0.18168,-0.056425,-0.31791,0.13146,-0.067649,0.17375,-0.28263,0.11968,-0.18435,-0.035972,0.021649,-0.16551,0.017011,0.17011,-0.066943,-0.019028,-0.11178,-0.063289,-0.013917,0.16019,-0.16907,-0.050284,-0.069983,-0.03493
