,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168
35,0.77085,0.75713,0.78975,0.84218,0.84812,0.82176,0.84169,0.80938,0.78432,0.75298,0.80705,0.80263,0.79591,0.82085,0.83322,0.80806,0.82919,0.81105,0.78425,0.80451,0.75481,0.78045,0.74836,0.8307,0.8176,0.75368,0.86219,0.76652,0.87456,0.81146,0.68524,0.74753,0.75051,0.83412,0.78017,1,0.75416,0.719,0.8003,0.78035,0.77318,0.73478,0.59473,0.56394,0.69893,0.60678,0.60224,0.4756,0.78463,0.50594,0.6272,0.5838,0.41092,0.49289,0.62023,0.53397,0.5052,0.5758,0.25478,0.47937,0.32054,0.40645,0.47085,0.30879,0.54862,0.42587,0.45497,0.29649,0.23374,0.23666,0.1238,0.31792,0.57628,0.38032,0.17508,0.33852,0.19842,0.16707,0.25722,0.33294,0.20897,-0.0056764,0.15096,0.22946,0.17107,-0.1089,0.1497,0.33826,0.10177,0.48886,0.23621,0.24179,0.065239,0.41177,-0.23429,-0.18679,-0.012805,0.13266,0.25821,0.11933,0.098273,0.25755,0.027054,0.24866,0.14636,0.15622,-0.022925,0.26555,0.22014,0.074572,0.14787,0.078907,0.12524,-0.16578,0.12666,0.16045,0.17394,-0.027213,-0.028819,0.15439,0.12998,-0.34812,0.22379,0.35614,-0.099387,0.17712,-0.062485,0.085199,-0.040789,-0.19434,0.010411,0.17996,0.048402,0.31474,0.079675,-0.11547,-0.17676,0.049025,0.23151,-0.063224,0.01055,-0.10585,0.072859,-0.019252,-0.07578,0.044603,-0.10085,-0.0071539,-0.13777,-0.23219,0.11195,-0.065145,-0.12244,0.1819,0.18443,0.1712,-0.12611,-0.014723,0.17309,-0.0074786,-0.09976,-0.0075428,-0.040468,0.33563,0.20225,-0.18877,0.027934,0.15954,-0.027618
36,0.73278,0.74213,0.71358,0.75176,0.75987,0.68437,0.75889,0.74161,0.76655,0.74639,0.67863,0.70398,0.77329,0.77883,0.76921,0.74326,0.75447,0.69859,0.73384,0.81402,0.73232,0.76262,0.64959,0.68889,0.79468,0.72912,0.70036,0.79829,0.73634,0.79115,0.7258,0.77362,0.67331,0.72709,0.69406,0.75416,1,0.67449,0.78478,0.65113,0.63486,0.65961,0.58416,0.60175,0.52542,0.57951,0.50804,0.41483,0.65177,0.39395,0.65719,0.4364,0.31355,0.40894,0.61381,0.61666,0.36043,0.63793,0.25324,0.47764,0.35497,0.24436,0.41173,0.17107,0.40635,0.32926,0.35217,0.43104,0.37011,0.31065,0.2196,0.33017,0.39568,0.39049,0.17817,0.17972,0.37888,0.2582,0.29267,0.33477,0.22243,-0.22703,0.16332,0.092818,-0.069481,-0.17466,0.31044,0.24803,0.0087093,0.32431,0.19426,0.19648,0.048797,0.34661,-0.14425,-0.06628,-0.048984,0.20628,0.27391,0.10338,0.1946,0.19832,0.11943,0.27833,0.22523,0.075753,0.16643,0.26653,0.0082916,-0.11799,-0.083382,0.18778,0.14949,-0.18388,0.28046,0.074801,0.14972,-0.1343,0.040671,0.14379,0.094842,-0.32459,0.19646,0.1495,-0.16283,0.32029,0.053575,0.038271,-0.012676,-0.075329,0.17597,0.17004,0.016182,0.1197,-0.0057434,-0.17573,-0.19518,0.022804,0.18474,-0.077562,-0.13003,0.1044,0.053029,-0.052006,-0.17987,0.052638,-0.18656,-0.080891,-0.29068,-0.17165,0.20436,0.063796,-0.022328,-0.076563,0.20623,0.18195,-0.22887,0.12087,0.040249,-0.06679,-0.19007,-0.10686,0.19164,0.15491,0.25354,-0.31963,-0.038086,0.032564,0.051931
37,0.7202,0.7255,0.70281,0.76485,0.77699,0.7663,0.74855,0.65269,0.7231,0.71395,0.68592,0.62839,0.73732,0.6969,0.72508,0.69503,0.7238,0.78276,0.81461,0.74771,0.70015,0.69019,0.68955,0.73259,0.67901,0.72619,0.70654,0.75915,0.68163,0.7363,0.7373,0.64329,0.64779,0.72919,0.65718,0.719,0.67449,1,0.63343,0.64723,0.62178,0.59375,0.67292,0.56616,0.68785,0.57852,0.70755,0.59013,0.58571,0.56933,0.61742,0.5566,0.49804,0.39209,0.49891,0.50964,0.40982,0.54582,0.36174,0.38065,0.1993,0.15448,0.33355,0.3327,0.64076,0.43154,0.45336,0.36716,0.431,0.24406,0.12913,0.34952,0.34207,0.38036,0.15854,0.26367,0.098135,0.1024,0.22375,0.35231,0.27279,-0.23216,0.13878,0.1591,0.12582,-0.15241,0.19202,0.071531,0.2209,0.25646,0.25066,0.27645,0.037363,0.31123,-0.19614,-0.062865,-0.0042367,0.32884,0.16167,0.20126,0.18119,0.059594,0.086568,0.064088,0.18463,0.25606,0.06114,0.20025,0.049775,-0.15165,0.019061,0.083469,0.14995,-0.18167,0.011458,0.15882,0.058231,-0.020295,-0.096446,0.37681,0.079968,-0.31403,0.21103,0.13632,-0.34485,0.21226,-0.044341,0.17534,-0.13549,-0.027426,0.052993,0.017985,0.027757,0.30241,-0.068964,-0.15959,-0.083313,-0.02418,0.066151,-0.31581,0.10637,0.013832,-0.036036,0.11552,-0.016013,0.1411,0.044802,-0.16294,-0.26203,-0.18007,0.23031,-0.11519,-0.14657,-0.048129,0.033302,0.057656,-0.14322,0.081647,0.33949,0.078752,0.094343,-0.024899,-0.042362,0.35005,-0.032455,-0.035363,0.090539,0.10542,0.038181
38,0.74413,0.83444,0.8317,0.85311,0.72531,0.81103,0.7939,0.86025,0.77225,0.77437,0.77343,0.76708,0.81456,0.77166,0.84847,0.82003,0.8081,0.81321,0.79012,0.78159,0.75641,0.80342,0.78322,0.76866,0.79433,0.70534,0.81612,0.73373,0.82504,0.78653,0.77234,0.82179,0.74997,0.76724,0.77861,0.8003,0.78478,0.63343,1,0.64968,0.78441,0.7112,0.65771,0.6662,0.68636,0.64519,0.53085,0.47181,0.7303,0.52684,0.65441,0.51893,0.44787,0.27188,0.52686,0.60467,0.47978,0.62715,0.35782,0.4516,0.23682,0.39862,0.41277,0.32877,0.54315,0.24778,0.47436,0.37372,0.25076,0.38749,0.10001,0.28181,0.52426,0.24743,0.086886,0.18251,0.34498,0.2347,0.34694,0.20013,0.22515,-0.18883,0.18783,0.21003,0.066801,-0.11768,0.12007,0.22506,0.10456,0.34763,0.14392,0.26668,0.00073808,0.43807,-0.11774,-0.14961,-0.18199,0.16589,0.36589,0.10581,0.17577,0.12437,-0.054693,0.32844,0.26891,0.029033,0.066843,0.25361,0.11678,0.056242,0.10513,0.12634,0.25138,-0.17371,0.099748,0.15734,0.24524,-0.17571,-0.063932,0.060403,-0.050096,-0.35815,0.2188,0.13936,-0.053657,0.36673,-0.11846,0.061268,-0.038241,-0.10393,-0.030709,0.14637,0.083173,0.24969,0.14898,-0.26044,-0.24391,-0.087641,0.22884,-0.026429,-0.01357,0.037867,0.0020675,0.039948,-0.076394,0.015554,-0.1748,-0.0054583,-0.28077,-0.18923,0.16908,0.0044422,-0.050868,0.060711,0.097682,0.13118,-0.20396,0.11663,-0.03305,0.11335,-0.061226,0.10268,0.048213,0.25618,0.24005,-0.31726,-0.1089,0.08339,-0.017213
39,0.73155,0.67012,0.80435,0.72464,0.74603,0.70393,0.69758,0.73063,0.73646,0.72036,0.73951,0.73149,0.71019,0.73465,0.65227,0.76169,0.71837,0.71129,0.73882,0.70083,0.70392,0.63397,0.72575,0.76735,0.71982,0.66833,0.63405,0.72096,0.67861,0.73279,0.62101,0.63307,0.65894,0.76047,0.75893,0.78035,0.65113,0.64723,0.64968,1,0.67335,0.69597,0.6716,0.50241,0.61698,0.52584,0.62282,0.46362,0.56218,0.51876,0.65799,0.72191,0.42976,0.41845,0.58067,0.4556,0.54014,0.51603,0.24983,0.30116,0.36094,0.47708,0.36659,0.17472,0.4654,0.38523,0.44557,0.26568,0.2811,0.10925,0.1086,0.34076,0.50288,0.41227,0.33915,0.32073,0.23574,0.24999,0.036432,0.11296,0.30191,-0.099244,0.13743,0.28052,0.023252,0.031036,0.30124,0.14354,-0.13329,0.34132,0.29739,0.29507,0.091328,0.46055,-0.093095,0.067212,0.016942,0.19058,0.14298,0.10392,0.15951,0.13837,0.020956,0.1137,0.15223,0.097244,0.113,0.046348,0.25091,-0.045591,0.12845,0.12528,-0.046013,-0.028386,0.058273,0.082176,0.3036,-0.056361,0.027346,0.091123,0.050201,-0.3344,0.2384,0.13354,-0.07402,0.044097,-0.097441,0.083057,-0.072202,-0.18535,0.047078,0.34929,0.0044848,0.24975,0.059716,-0.20409,-0.14553,0.029615,0.28543,-0.20681,0.10483,0.067731,0.15893,-0.032596,-0.030802,0.14328,0.063355,-0.13643,-0.091342,-0.18616,0.32995,-0.12274,-0.1049,0.13656,0.29618,0.21525,-0.12841,-0.13035,0.17619,0.08208,0.085885,-0.14,0.017274,0.14862,0.12641,-0.19239,-0.032125,0.19843,0.1068
40,0.73381,0.73715,0.80161,0.81241,0.74035,0.7136,0.73735,0.77354,0.7098,0.66271,0.75962,0.70041,0.73487,0.68208,0.7692,0.75552,0.7446,0.80133,0.74182,0.74257,0.7534,0.73782,0.8131,0.74438,0.76479,0.69452,0.74768,0.74719,0.80179,0.73865,0.68627,0.73809,0.65298,0.77604,0.72867,0.77318,0.63486,0.62178,0.78441,0.67335,1,0.70776,0.60887,0.59569,0.60334,0.62893,0.60692,0.39281,0.64309,0.61993,0.52719,0.51039,0.51979,0.41134,0.47326,0.49623,0.54551,0.6837,0.25345,0.44447,0.13459,0.3514,0.44046,0.26133,0.41704,0.31494,0.33734,0.21636,0.14264,0.29448,0.11265,0.33977,0.61028,0.4534,0.15921,0.27217,0.065994,0.29415,0.22399,0.12647,0.21239,-0.19601,0.1585,0.25512,0.036314,0.0071044,0.085369,0.3252,0.076526,0.48389,0.24092,0.18807,0.04902,0.28461,0.0040706,-0.20135,-0.10045,0.040524,0.22011,0.14512,0.17039,0.042133,0.033134,0.23478,0.28162,0.15814,0.048532,0.29195,0.16021,-0.00039482,0.14091,0.055922,0.31127,-0.12312,0.058843,0.064991,0.2384,-0.11441,-0.019123,0.089693,0.076253,-0.31539,0.17027,0.21145,-0.033537,0.32576,-0.12701,0.13725,-0.13115,-0.28655,0.020988,0.18071,0.1983,0.36414,0.24533,-0.071245,-0.28808,0.049096,0.2018,-0.0084684,0.046436,0.038705,0.056227,0.1544,0.009471,-0.13896,-0.026601,-0.025448,-0.16976,-0.26953,0.13163,-0.12742,-0.0069998,0.020424,0.082463,0.040212,-0.20068,0.09972,-0.048326,0.063691,-0.082836,-0.10407,-0.12083,0.21156,0.26195,-0.080056,-0.002284,0.044976,-0.028715
41,0.77145,0.6532,0.76105,0.78797,0.74832,0.69806,0.73663,0.69067,0.67239,0.82792,0.73944,0.77627,0.79366,0.74214,0.71162,0.7464,0.75486,0.74413,0.65974,0.67314,0.60465,0.68716,0.723,0.79607,0.74908,0.76446,0.68518,0.68131,0.77488,0.75754,0.65382,0.71197,0.64534,0.70289,0.71244,0.73478,0.65961,0.59375,0.7112,0.69597,0.70776,1,0.55558,0.4776,0.68654,0.57597,0.63911,0.56072,0.57499,0.39611,0.56181,0.679,0.44985,0.36566,0.51357,0.54097,0.43352,0.47987,0.22067,0.39696,0.384,0.4312,0.51332,0.34809,0.54056,0.1816,0.24411,0.2931,0.21827,0.25521,0.078768,0.27115,0.41942,0.4978,0.18614,0.31266,0.081032,0.37978,0.15666,0.19607,0.16501,-0.16201,0.10791,0.0617,0.1087,-0.1813,0.11891,0.4183,0.082529,0.36642,0.23694,0.046303,-0.1187,0.36483,-0.11923,-0.070652,-0.1617,0.40384,0.31745,0.18917,0.020211,0.048136,-0.029885,0.26644,0.3122,0.29349,-0.092491,0.1169,0.14763,0.26999,0.064063,0.21744,0.13992,-0.082956,0.075665,0.044456,0.16241,-0.031076,0.044195,0.16184,0.14767,-0.30477,0.11551,0.14304,-0.12667,0.29156,-0.10479,-0.049341,-0.10529,-0.15506,-0.13414,0.10002,0.24979,0.26089,0.17778,-0.22873,-0.39579,0.092338,0.41748,-0.090667,0.0011208,-0.023907,0.06621,-0.058549,-0.072979,0.033466,-0.10539,0.0039128,-0.23327,-0.18288,0.092792,-0.0053494,0.033682,0.15578,0.27511,0.26897,-0.19208,0.029234,-0.020369,-0.016108,-0.094699,0.024065,0.093842,0.088535,0.29484,-0.094376,-0.12947,0.070824,0.085381
42,0.67811,0.67918,0.70256,0.73279,0.59199,0.67764,0.74978,0.64624,0.6131,0.72891,0.64846,0.66079,0.66335,0.62399,0.69176,0.65876,0.55788,0.67122,0.75327,0.77136,0.71117,0.59988,0.72251,0.65855,0.60807,0.62892,0.64073,0.69733,0.60693,0.6672,0.6762,0.57832,0.55916,0.77085,0.5555,0.59473,0.58416,0.67292,0.65771,0.6716,0.60887,0.55558,1,0.42041,0.70345,0.65099,0.64392,0.36991,0.41488,0.50125,0.61017,0.62439,0.28638,0.25645,0.42111,0.48922,0.63086,0.49402,0.20963,0.38233,0.27682,0.15474,0.38423,0.32923,0.49814,0.30624,0.23587,0.31404,0.1764,0.28325,0.0037471,0.30522,0.53254,0.38803,0.22679,0.2263,0.28717,0.17498,0.28011,0.17361,0.22252,-0.29306,0.14948,0.47372,0.19621,-0.034864,0.2204,0.092012,0.055624,0.29986,0.016773,0.17712,0.015764,0.32004,-0.29832,0.090382,-0.036353,0.28054,0.1768,0.033168,0.18913,0.050089,0.19039,-0.0061476,0.11514,0.0084027,-0.042863,0.00093585,0.063738,-0.056485,0.15654,0.00080333,0.026585,-0.10256,0.12491,0.090234,0.16836,0.0064431,0.25163,0.1736,-0.04753,-0.51087,0.20037,-0.0046969,-0.060685,0.25653,-0.039207,0.18145,0.044814,-0.077934,0.068202,0.26999,-0.048329,0.23988,0.023295,-0.28098,-0.07029,-0.092733,0.12776,-0.21602,-0.071831,0.12464,0.025159,0.29557,-0.029318,0.21704,-0.037964,-0.20544,-0.22043,-0.060978,0.19836,-0.066498,0.031421,0.040531,0.12239,0.24331,-0.037709,0.15817,-0.025766,0.16024,0.077902,-0.013924,-0.013832,0.036191,0.22527,-0.030443,0.059234,0.050599,0.054675
43,0.57786,0.60727,0.65238,0.66264,0.63216,0.64701,0.66009,0.6597,0.66656,0.57398,0.67894,0.59604,0.53696,0.59729,0.56266,0.5352,0.59715,0.69352,0.63873,0.69221,0.59783,0.60671,0.71973,0.70127,0.6203,0.60065,0.62545,0.59814,0.66818,0.61237,0.66729,0.64754,0.57201,0.5682,0.60844,0.56394,0.60175,0.56616,0.6662,0.50241,0.59569,0.4776,0.42041,1,0.42421,0.47505,0.43914,0.48539,0.56528,0.53318,0.59564,0.34381,0.53908,0.2408,0.49748,0.53825,0.34141,0.45739,0.44353,0.41216,0.19639,0.2077,0.29595,0.32468,0.47252,0.27677,0.47455,0.30116,0.25832,0.24487,0.32385,0.26515,0.30421,0.05244,0.047569,0.25945,0.21877,0.17367,0.28031,0.13246,0.12855,-0.034842,0.19748,0.06028,0.033949,-0.033777,0.012733,0.16716,0.021039,0.25033,0.083275,0.29706,0.10783,0.21203,0.032586,-0.0089185,-0.0048372,0.094009,0.3185,0.2717,0.066292,0.19259,-0.11516,0.21916,0.21857,-0.14164,0.20927,0.29317,-0.047018,-0.13841,0.057516,0.24929,0.11432,-0.27059,0.026057,0.20443,0.15978,-0.20166,-0.21378,0.1644,0.11706,-0.18799,0.31768,-0.010875,-0.25077,0.34937,0.0043155,0.042378,-0.071763,-0.054298,0.063496,0.050738,-0.091312,0.33573,0.19702,-0.21233,-0.09063,0.073113,-0.02256,0.093911,-0.082806,0.26029,0.30497,-0.2255,-0.073801,0.009566,0.12048,-0.0033739,-0.12424,-0.14433,0.24327,0.065756,-0.071805,-0.075715,0.095631,-0.0019926,-0.15925,0.078779,0.16421,0.18271,-0.088012,0.079842,0.089168,0.22618,0.088048,-0.34203,-0.073688,0.24875,0.064184
44,0.73062,0.76489,0.72958,0.78911,0.68379,0.75522,0.72846,0.71384,0.59234,0.77176,0.72556,0.78228,0.7674,0.66539,0.79582,0.70721,0.67148,0.70388,0.70742,0.69549,0.65503,0.69508,0.6954,0.72551,0.62571,0.59676,0.74155,0.68666,0.69083,0.71105,0.59312,0.60594,0.68281,0.70704,0.64939,0.69893,0.52542,0.68785,0.68636,0.61698,0.60334,0.68654,0.70345,0.42421,1,0.76442,0.64515,0.58883,0.55569,0.55559,0.5459,0.69711,0.37627,0.43131,0.58405,0.51277,0.47154,0.47147,0.30604,0.37768,0.29039,0.35666,0.46938,0.42903,0.5893,0.23295,0.33135,0.46847,0.044854,0.10099,-0.0081119,0.23775,0.32349,0.39218,0.1776,0.31668,0.20049,0.054477,0.42628,0.31719,0.1231,-0.065336,0.1309,0.1809,0.11553,-0.1014,0.02955,0.38855,0.053926,0.32605,0.025891,0.083168,0.016823,0.40553,-0.19891,-0.10178,-0.048163,0.31764,0.0093903,0.061836,0.031115,-0.012539,0.0026794,0.2267,0.31184,0.19789,-0.082611,0.11521,0.038199,0.22983,0.1374,0.17549,0.34645,-0.21139,0.092707,0.018483,-0.024459,0.10494,0.041248,0.17555,0.079818,-0.41908,0.26689,0.17221,-0.20866,0.12918,-0.30862,0.066307,0.040062,-0.21461,-0.028682,0.11427,0.022155,0.38434,-0.070755,-0.16449,-0.26003,-0.069228,0.33204,-0.10543,0.10242,-0.029384,-0.040691,0.19788,-0.068881,0.21185,-0.16302,-0.0072177,-0.22621,-0.065087,0.021481,-0.094824,0.04308,0.21444,0.14055,0.19823,-0.11539,-0.037124,0.0095353,0.067736,0.068196,0.03197,0.041788,0.21678,0.18014,-0.065801,-0.058353,-0.091938,0.077671
45,0.70999,0.66219,0.65618,0.74621,0.64179,0.70471,0.67636,0.68722,0.56836,0.65417,0.62509,0.70866,0.69226,0.6655,0.72469,0.59837,0.55496,0.60527,0.66783,0.73215,0.67472,0.68662,0.65665,0.62129,0.61886,0.63111,0.67288,0.5761,0.60682,0.62777,0.60862,0.59352,0.61366,0.71447,0.51176,0.60678,0.57951,0.57852,0.64519,0.52584,0.62893,0.57597,0.65099,0.47505,0.76442,1,0.56389,0.42029,0.57358,0.49176,0.46053,0.59358,0.31514,0.37645,0.37334,0.52044,0.64783,0.48777,0.32216,0.33897,0.26779,0.31755,0.36082,0.15202,0.42389,0.031903,0.25011,0.46064,0.080379,0.1325,0.0083952,0.38196,0.41933,0.45387,0.12891,0.068674,0.2594,0.30691,0.37808,0.2037,0.25882,-0.18796,0.079268,0.26556,-0.0024892,-0.11687,0.15746,0.39111,-0.015316,0.48156,-0.015115,0.11329,-0.0044233,0.46588,-0.068685,-0.10408,-0.06373,0.25932,0.0039305,0.042897,-0.046804,0.13077,0.11157,0.29488,0.36347,0.15961,-0.087619,0.14646,0.078366,0.089487,-0.0095444,0.2205,0.17852,-0.30932,0.013721,-0.10357,0.081614,-0.069312,0.15081,0.091757,0.068619,-0.15344,0.17613,0.1942,-0.20197,0.33239,-0.31006,0.00056617,0.1709,-0.25017,0.080777,0.18417,-0.11125,0.22214,0.14464,-0.17032,-0.064236,-0.010314,0.04373,-0.07539,-0.0085731,0.023024,-0.0090933,0.40339,-0.22894,-0.016592,-0.13277,-0.10361,-0.11869,-0.20755,-0.045561,-0.024239,-0.19883,0.014704,0.075264,0.10607,-0.06402,0.026881,-0.12041,0.23329,-0.091517,-0.132,0.074733,0.18224,0.34921,-0.078948,-0.067235,-0.060204,-0.18976
46,0.66525,0.59682,0.61782,0.68449,0.63844,0.66339,0.63409,0.56542,0.55484,0.68238,0.62885,0.53416,0.60292,0.6896,0.57658,0.62829,0.63777,0.67622,0.63657,0.58902,0.7273,0.66848,0.6801,0.59063,0.65898,0.59775,0.55371,0.66295,0.58442,0.6681,0.57591,0.61115,0.57618,0.67387,0.58477,0.60224,0.50804,0.70755,0.53085,0.62282,0.60692,0.63911,0.64392,0.43914,0.64515,0.56389,1,0.40947,0.47123,0.58702,0.54876,0.60605,0.33341,0.28596,0.41666,0.34216,0.57677,0.40419,0.39045,0.2375,0.16135,0.22271,0.43081,0.32243,0.49516,0.22058,0.47015,0.29226,0.25003,0.094192,0.30177,0.18962,0.53405,0.44343,0.17855,0.36862,0.02747,0.29888,0.16202,0.1697,0.13973,-0.33189,0.027014,0.28955,0.18228,0.015831,0.029213,0.23253,0.094339,0.2033,0.011038,0.21665,-0.095912,0.14939,-0.056478,0.12569,0.057292,0.29752,-0.046894,0.12296,0.21009,-0.07376,0.018896,0.17574,0.19909,0.17773,-0.012585,0.18955,0.30144,-0.034464,0.052482,-0.16008,0.082305,-0.12543,0.20678,0.1256,0.1897,-0.013446,0.21228,0.11101,0.22341,-0.1943,0.16585,0.074936,-0.14044,0.21721,-0.20403,0.29041,0.085043,0.038557,0.013958,-0.034966,0.1264,0.34044,-0.062741,-0.038846,-0.26153,0.024065,0.26033,-0.271,0.17114,-0.0034169,-0.029814,0.2373,-0.09748,-0.0075629,-0.056239,0.072182,-0.027598,-0.0052082,0.094791,-0.13039,-0.032635,0.13432,0.15723,0.31162,-0.22025,0.097794,0.21405,0.073023,-0.12177,-0.055642,-0.1407,0.23966,0.1258,0.058541,0.064738,0.11107,-0.031938
47,0.53436,0.51311,0.54551,0.53498,0.55692,0.57462,0.53383,0.58162,0.51537,0.67334,0.61171,0.60805,0.464,0.51497,0.4676,0.44987,0.53333,0.52895,0.46001,0.48339,0.44732,0.51243,0.57321,0.62707,0.42493,0.48721,0.54332,0.526,0.53368,0.60944,0.52161,0.53191,0.47584,0.49761,0.45788,0.4756,0.41483,0.59013,0.47181,0.46362,0.39281,0.56072,0.36991,0.48539,0.58883,0.42029,0.40947,1,0.4459,0.29933,0.33784,0.48492,0.6028,0.27821,0.47141,0.31672,0.1014,0.27245,0.066528,0.15942,0.22656,0.16811,0.23942,0.30477,0.46097,0.1652,0.1446,0.32491,0.096521,0.16457,0.3229,0.24879,0.085508,0.20163,0.011834,0.34444,0.059062,0.07588,0.16386,0.11184,0.24968,-0.071145,0.15488,0.22744,-0.011719,0.097855,0.11449,0.18173,0.14965,0.35518,0.22916,0.2666,0.19257,0.33978,0.072223,-0.047474,0.093117,0.38509,0.17518,0.28694,-0.074202,-0.13669,-0.16174,-0.015024,0.39332,0.22992,0.056219,0.22993,0.047522,0.25075,0.006508,0.20617,0.23097,-0.076034,0.03606,0.037971,0.0036039,-0.22166,-0.18762,0.19405,0.033571,-0.14207,0.2029,-0.08884,-0.32128,0.21396,-0.054798,0.0046472,-0.027685,-0.19414,-0.14018,0.19596,-0.069094,0.38826,-0.072091,-0.001479,-0.079963,-0.1346,0.054419,-0.026162,-0.020822,0.097007,-0.075988,-0.24647,-0.041027,0.24929,-0.071887,0.015182,-0.074404,-0.08997,0.22211,-0.23944,0.18124,0.16275,0.14925,0.0085373,-0.12247,-0.072248,0.25198,-0.00093167,0.2073,-0.076133,0.053448,0.082593,-0.007204,-0.2486,-0.054591,0.067358,0.17354
48,0.66194,0.65416,0.64789,0.73177,0.71083,0.68257,0.66417,0.68142,0.59233,0.57007,0.64572,0.65109,0.64455,0.64993,0.71773,0.58881,0.64446,0.67036,0.66209,0.65399,0.6022,0.70779,0.6658,0.70025,0.70986,0.57324,0.70983,0.66342,0.74873,0.62686,0.638,0.61372,0.70964,0.64382,0.75316,0.78463,0.65177,0.58571,0.7303,0.56218,0.64309,0.57499,0.41488,0.56528,0.55569,0.57358,0.47123,0.4459,1,0.49637,0.41123,0.31248,0.29152,0.23888,0.47667,0.53156,0.4235,0.39055,0.32561,0.26761,0.18492,0.43542,0.41703,0.26867,0.48948,0.26329,0.51754,0.17497,0.25635,0.18499,0.26195,0.348,0.54133,0.20926,-0.030143,0.41947,0.26498,0.13344,0.18155,0.27387,0.21636,0.041035,0.036877,0.10537,0.18099,-0.019288,0.19056,0.26867,-0.043589,0.55438,-0.050071,0.20847,-0.065367,0.42527,-0.034833,-0.22118,0.048147,0.18065,0.3522,0.20991,0.12086,0.19135,-0.19867,0.28143,0.22697,0.15522,0.050221,0.2874,0.25287,0.098172,-0.043398,-0.012215,0.29322,-0.13189,0.10062,0.11169,0.27111,-0.16203,-0.080612,0.010167,0.15346,-0.072326,0.17833,0.21627,-0.14095,0.23223,-0.29421,0.070544,0.047537,-0.17808,-0.035862,0.054263,-0.1639,0.15295,0.022916,-0.18695,-0.19892,0.050702,0.15164,-0.005951,-0.017881,0.032855,-0.010206,-0.096343,-0.26069,0.09598,0.090384,0.053442,-0.10575,-0.1188,0.049937,-0.1044,-0.069986,0.20387,0.073351,0.11876,-0.29966,-0.10781,0.077439,0.092362,-0.049645,0.073979,0.0097411,0.086025,0.069927,-0.26489,-0.064274,0.064619,-0.20996
49,0.62211,0.58177,0.6331,0.63484,0.55834,0.58497,0.52505,0.5351,0.32891,0.47397,0.52654,0.54336,0.48749,0.44899,0.63128,0.50792,0.54454,0.60256,0.66434,0.56332,0.64549,0.53823,0.66301,0.50815,0.61515,0.60946,0.4941,0.54996,0.52977,0.56477,0.50625,0.44668,0.50797,0.49229,0.52205,0.50594,0.39395,0.56933,0.52684,0.51876,0.61993,0.39611,0.50125,0.53318,0.55559,0.49176,0.58702,0.29933,0.49637,1,0.52638,0.458,0.53482,0.39971,0.46308,0.33935,0.50082,0.39698,0.35959,0.30026,0.18334,0.2397,0.45837,0.29416,0.51253,0.31343,0.43105,0.19819,0.075775,0.15075,0.20679,0.1851,0.3744,0.25091,0.054492,0.31403,-0.021772,0.20023,0.2768,0.28638,0.17027,-0.088862,0.13675,0.081869,0.13019,-0.034604,-0.19272,0.15637,0.090575,0.10657,-0.033995,0.33783,-0.0085672,0.20863,0.23116,-0.066479,-0.0053633,0.11498,0.063578,-0.035721,0.26966,-0.15186,-0.077784,0.15572,0.11639,-0.020457,0.033595,0.27696,0.16037,-0.13449,0.068995,-0.072076,0.25427,0.12303,0.15033,-0.11522,0.094553,-0.25995,0.027155,0.04279,0.12401,-0.24345,0.23489,0.14082,0.10534,0.15965,-0.32103,0.20569,-0.036842,-0.091706,0.11535,0.017404,-0.063507,0.25187,0.0035665,-0.17245,-0.13131,0.040263,0.14495,-0.00099527,-0.050531,-0.083269,0.047581,0.07946,-0.077379,-0.015998,0.26932,0.084459,-0.28197,-0.14687,0.1218,0.027788,0.018851,0.12622,0.10306,-0.085232,-0.10545,0.17072,-0.062063,-0.066179,0.17342,-0.0099321,-0.089656,0.14798,0.16624,-0.066174,0.088948,0.11709,-0.03666
