,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136
10,0.88393,0.87951,0.86245,0.8933,0.8574,0.8591,0.8911,0.87577,0.83122,0.82043,1,0.86713,0.82844,0.79239,0.88615,0.87928,0.86789,0.90121,0.8814,0.83889,0.73728,0.82066,0.84568,0.81544,0.82044,0.80741,0.80007,0.81947,0.83268,0.85206,0.72664,0.79408,0.77221,0.78205,0.67209,0.73489,0.85448,0.77893,0.56275,0.75118,0.67211,0.68226,0.63655,0.71537,0.68151,0.66074,0.50087,0.70462,0.66119,0.47416,0.63865,0.53401,0.55915,0.51237,0.21868,0.55043,0.44609,0.59466,0.41317,0.55595,0.21057,0.4542,0.37267,0.26986,0.34106,0.36172,0.34156,0.38198,0.186,0.44111,0.43253,0.22695,0.085172,0.13707,0.10949,0.014217,0.4465,0.16856,0.18196,0.32983,0.26454,0.26953,0.2871,0.20971,0.1053,0.24388,0.25698,0.39272,0.089152,0.11876,-0.10944,0.17241,0.12213,0.037256,-0.0013425,0.015877,0.0091225,0.072988,0.024075,0.14342,0.50988,0.1704,0.011863,0.25636,-0.081619,0.26712,0.20793,-0.033293,0.065442,0.04644,-0.31698,-0.15229,-0.11864,-0.059584,-0.18423,0.21619,-0.17178,0.021297,-0.26849,-0.036201,0.3116,0.26767,0.27246,0.12693,0.080047,-0.026931,0.284,-0.016696,0.050494,0.21487,0.196,-0.04701,-0.022219,0.085544,0.1928,0.17848,-0.019316
11,0.88821,0.89826,0.86565,0.84295,0.81882,0.84492,0.85513,0.87404,0.81485,0.82221,0.86713,1,0.84862,0.73858,0.82387,0.86774,0.89074,0.86261,0.89481,0.82407,0.79433,0.8275,0.84166,0.80759,0.81614,0.82149,0.74241,0.85432,0.87114,0.87211,0.75893,0.75113,0.66842,0.77604,0.75627,0.65818,0.87039,0.77166,0.55629,0.66142,0.67434,0.64946,0.54484,0.67906,0.70764,0.74875,0.65345,0.5792,0.69338,0.53636,0.65701,0.58307,0.55713,0.41722,0.27235,0.63743,0.41819,0.61775,0.44425,0.54137,0.28848,0.42473,0.32603,0.39757,0.35311,0.33197,0.27379,0.40092,0.26587,0.36564,0.48857,0.21578,0.17411,0.16795,0.088235,0.029215,0.40024,0.1302,0.27905,0.33468,0.24774,0.19794,0.26812,0.24822,-0.020923,0.24612,0.18209,0.27131,0.12239,0.016282,0.056509,0.15226,0.093478,-0.05158,0.017512,-0.015219,-0.080294,0.013374,-0.10684,0.11462,0.41189,0.14254,0.069802,0.18176,-0.18226,0.30872,0.17251,-0.025597,0.09578,0.12181,-0.232,-0.096268,-0.012828,-0.079809,-0.17102,0.19562,-0.019236,0.013705,-0.20986,-0.038963,0.3613,0.17256,0.35008,0.051224,0.16679,-0.079451,0.34777,-0.1194,0.055311,0.23001,0.13544,0.0022855,-0.12875,0.039904,0.14478,0.16212,-0.05257
12,0.84594,0.8171,0.82254,0.82484,0.81038,0.81451,0.8469,0.85273,0.82313,0.76065,0.82844,0.84862,1,0.81468,0.84536,0.84251,0.87528,0.86204,0.80407,0.80638,0.81516,0.82637,0.80385,0.80784,0.82083,0.7683,0.70834,0.83362,0.84766,0.87707,0.72222,0.67953,0.72884,0.67975,0.76563,0.65565,0.80847,0.74974,0.62352,0.70436,0.68748,0.72579,0.57848,0.64663,0.60657,0.68666,0.6035,0.61951,0.75804,0.51345,0.59717,0.66679,0.58181,0.55368,0.20107,0.49442,0.34155,0.62767,0.41604,0.46404,0.39342,0.36362,0.34143,0.34771,0.27558,0.33398,0.26453,0.40517,0.32192,0.25601,0.42225,0.33746,0.14789,0.15775,0.0022986,-0.059275,0.35877,0.28388,0.29592,0.26226,0.21801,0.20265,0.13398,0.19376,-0.097011,0.20764,0.24755,0.32126,0.1688,0.073689,-0.048947,0.10973,0.13992,0.016065,-0.16282,0.023715,-0.14784,0.069601,-0.09292,0.19489,0.37671,0.070439,-0.020094,0.21259,-0.20296,0.11118,0.20619,-0.046597,0.060133,0.1539,-0.1562,-0.043452,-0.036875,-0.13109,-0.20369,0.18294,-0.025143,0.13514,-0.16075,-0.11279,0.3049,0.2024,0.25389,0.083797,0.035206,-0.058322,0.27979,-0.06787,0.034265,0.20204,0.17271,0.12129,-0.075979,0.016008,0.19202,0.20604,-0.041761
13,0.83456,0.7794,0.7743,0.79622,0.71724,0.80779,0.79578,0.80688,0.71495,0.76995,0.79239,0.73858,0.81468,1,0.82835,0.84517,0.79699,0.82624,0.77111,0.78324,0.74704,0.74158,0.78662,0.75921,0.76727,0.6958,0.72464,0.78755,0.71824,0.79716,0.72361,0.6522,0.76643,0.74634,0.65397,0.55615,0.74243,0.70798,0.61596,0.6903,0.55726,0.68062,0.58293,0.58718,0.54336,0.6161,0.47427,0.66822,0.58242,0.4705,0.58097,0.56493,0.41583,0.44304,0.23971,0.37646,0.4471,0.59158,0.3373,0.57065,0.23005,0.48575,0.25348,0.39573,0.37885,0.28395,0.37422,0.095873,0.27186,0.31742,0.34596,0.32542,0.23847,0.19109,-0.016884,0.030819,0.30868,0.27789,0.28857,0.12543,0.19267,0.10434,0.31946,-0.022616,0.099831,0.25775,0.27357,0.28005,0.11437,0.044538,0.093023,0.045515,0.087095,-0.036459,-0.052418,-0.011874,-0.0081562,0.161,0.076076,0.01669,0.43579,0.10263,-0.039253,0.21204,0.027756,0.067947,0.33521,-0.007092,-0.13346,0.16163,-0.10162,-0.15289,0.060914,-0.13639,-0.16188,0.14416,-0.18723,0.001999,0.012413,-0.0076888,0.22132,0.33672,0.10006,0.16926,0.010632,-0.047506,0.37956,0.04299,0.21255,0.12546,0.1316,0.053762,-0.15378,0.18948,0.23326,0.21929,0.0035979
14,0.84098,0.83787,0.84957,0.89279,0.8486,0.86011,0.89126,0.85383,0.78617,0.7204,0.88615,0.82387,0.84536,0.82835,1,0.87043,0.83721,0.86818,0.85476,0.79146,0.81107,0.86304,0.80813,0.83427,0.8373,0.78954,0.82505,0.82879,0.8475,0.81905,0.80427,0.7782,0.69095,0.79718,0.67283,0.66523,0.7646,0.7234,0.58161,0.67366,0.63868,0.69945,0.65271,0.67687,0.66553,0.62134,0.57585,0.7211,0.66758,0.43626,0.58568,0.4611,0.52606,0.51135,0.29363,0.46819,0.40142,0.53896,0.424,0.5382,0.29685,0.32761,0.28911,0.31114,0.31363,0.306,0.3135,0.3085,0.15748,0.40224,0.4033,0.22163,0.15238,0.1721,0.018473,-0.046968,0.37621,0.22583,0.2335,0.29069,0.21237,0.2238,0.24804,0.16143,0.12965,0.27486,0.30259,0.2931,0.11709,0.083315,-0.038404,0.13622,0.052922,-0.13157,-0.010732,-0.011808,0.060549,0.10739,-0.0452,0.18638,0.46758,0.10927,-0.10288,0.16919,-0.12651,0.17177,0.20818,-0.030517,0.06227,0.14882,-0.18353,-0.19329,0.01684,-0.15959,-0.16226,0.11017,-0.16894,0.0373,-0.15669,-0.071597,0.3601,0.25222,0.26566,0.021627,0.081732,-0.045267,0.30581,-0.018406,0.20139,0.07091,0.072046,0.10733,-0.11496,0.094238,0.11397,0.16998,0.030961
15,0.88858,0.88072,0.81463,0.90272,0.79172,0.81167,0.87313,0.88679,0.80276,0.81359,0.87928,0.86774,0.84251,0.84517,0.87043,1,0.89309,0.87693,0.83083,0.8373,0.79983,0.84336,0.85044,0.83862,0.77054,0.8022,0.786,0.89348,0.84282,0.86584,0.74348,0.72017,0.75918,0.7506,0.76838,0.69934,0.82857,0.75674,0.59206,0.73186,0.61572,0.68586,0.67518,0.6431,0.68344,0.73768,0.52773,0.60126,0.69756,0.52235,0.58816,0.60099,0.56231,0.4347,0.20859,0.58036,0.43862,0.65397,0.36644,0.59582,0.34059,0.41594,0.3193,0.44629,0.45483,0.29774,0.34376,0.29839,0.31536,0.43086,0.43684,0.3057,0.061613,0.24336,0.072594,-0.035114,0.39965,0.24692,0.30613,0.25095,0.10888,0.20081,0.35423,0.10022,0.16332,0.19481,0.23633,0.2947,0.19861,0.032745,-0.022039,0.18849,0.05874,-0.050776,0.012511,-0.0039165,-0.004414,0.050219,-0.020911,0.096353,0.4502,0.15063,-0.095718,0.18485,-0.14695,0.18744,0.20695,0.020393,-0.050778,0.12392,-0.23576,-0.020633,0.05423,-0.093384,-0.09447,0.23183,-0.14659,0.049116,-0.14524,-0.14578,0.36903,0.14295,0.2689,0.097418,0.10824,-0.095957,0.3192,0.0066114,0.042973,0.18815,0.16901,-0.0022244,-0.11321,0.072548,0.11641,0.16385,-0.05751
16,0.87097,0.84489,0.85762,0.84166,0.83878,0.85195,0.85546,0.85815,0.84908,0.81373,0.86789,0.89074,0.87528,0.79699,0.83721,0.89309,1,0.90829,0.85315,0.84909,0.8088,0.86395,0.84329,0.85182,0.82457,0.82176,0.77016,0.85897,0.87503,0.86977,0.73739,0.75962,0.75731,0.78262,0.72591,0.6918,0.81487,0.77202,0.60283,0.6712,0.69643,0.7582,0.5819,0.57482,0.71611,0.74539,0.57382,0.64171,0.74611,0.45077,0.70488,0.58974,0.62919,0.49617,0.22216,0.59455,0.42788,0.53768,0.48895,0.61934,0.36267,0.39058,0.32629,0.46074,0.28424,0.27626,0.37905,0.32962,0.30112,0.3174,0.30298,0.29865,0.13083,0.19458,0.061113,0.07487,0.33253,0.3261,0.30826,0.3994,0.15644,0.19761,0.25958,0.10263,-0.0039302,0.17299,0.24907,0.30544,0.16871,0.07552,0.06523,0.05814,0.10328,0.10275,-0.037963,0.035661,-0.098766,0.011861,-0.05061,0.11393,0.38801,0.18208,0.028429,0.23519,-0.17253,0.30781,0.26371,0.015051,0.026564,0.18042,-0.27301,-0.010626,-0.021455,-0.11492,-0.20403,0.22348,-0.01665,0.025448,-0.19851,-0.086142,0.27321,0.13695,0.28344,0.016261,0.052694,-0.14621,0.259,-0.10269,0.033828,0.19732,0.12372,-0.0050342,-0.12307,0.0071494,0.21866,0.19763,-0.11177
17,0.88657,0.83975,0.93137,0.89399,0.85928,0.86798,0.90754,0.89334,0.84603,0.79837,0.90121,0.86261,0.86204,0.82624,0.86818,0.87693,0.90829,1,0.86558,0.82511,0.80016,0.88853,0.8473,0.8803,0.87679,0.79642,0.77552,0.85967,0.86731,0.87666,0.7911,0.73406,0.74591,0.79365,0.72472,0.6832,0.8133,0.79373,0.6815,0.68562,0.68185,0.73368,0.60469,0.70887,0.69448,0.74674,0.56446,0.67548,0.76911,0.49323,0.66461,0.61345,0.57755,0.50157,0.36812,0.55274,0.46453,0.5699,0.46669,0.6557,0.23572,0.37125,0.29946,0.3574,0.26614,0.36317,0.39154,0.31276,0.24544,0.39308,0.37538,0.2981,0.10939,0.2191,0.0037213,0.040197,0.29467,0.31576,0.30381,0.3569,0.19943,0.083434,0.23451,0.1263,0.032005,0.32997,0.3848,0.3629,0.11635,0.14458,-0.0017751,0.12367,0.093529,0.049516,-0.016621,0.11865,-0.04208,0.046473,0.032879,0.078613,0.38749,0.05343,-0.030295,0.27899,-0.090129,0.26317,0.3083,-0.0012424,0.0051941,0.085645,-0.32324,-0.18239,-0.040461,-0.14577,-0.205,0.20341,-0.18622,0.054491,-0.13691,0.027959,0.32667,0.30259,0.28512,0.10888,0.084384,-0.12722,0.27566,-0.031757,0.099594,0.10516,0.2307,0.037663,-0.0022624,0.12458,0.12369,0.20615,0.01619
18,0.85471,0.8732,0.87849,0.85796,0.82374,0.89642,0.84941,0.84725,0.81989,0.78252,0.8814,0.89481,0.80407,0.77111,0.85476,0.83083,0.85315,0.86558,1,0.78748,0.74208,0.81655,0.83869,0.84393,0.81938,0.80722,0.76846,0.80467,0.81989,0.81503,0.76646,0.78602,0.70354,0.86244,0.70803,0.65577,0.87292,0.77765,0.50696,0.63531,0.64883,0.67322,0.57677,0.68259,0.69108,0.72886,0.53514,0.61842,0.66019,0.50353,0.66314,0.62573,0.48572,0.43788,0.25036,0.61438,0.32356,0.53035,0.47047,0.62283,0.19113,0.3205,0.25011,0.40586,0.19757,0.29068,0.25955,0.30291,0.28272,0.38596,0.47918,0.27432,0.073067,0.23015,-0.010385,0.0011151,0.37128,0.16221,0.24127,0.41371,0.27627,0.18458,0.24021,0.27559,-0.0024184,0.24546,0.21858,0.47809,0.090281,0.15676,0.054694,0.10638,0.024407,-0.040382,0.0037465,0.042331,0.076014,0.048723,0.024038,0.1089,0.43196,0.0074159,0.0079752,0.28669,-0.15524,0.30569,0.18066,0.026411,0.1166,0.16068,-0.22591,-0.10146,0.012359,-0.036363,-0.22531,0.22561,-0.098408,0.01475,-0.28938,-0.011455,0.34213,0.20878,0.14979,0.11921,0.055534,-0.047926,0.37654,-0.060144,0.12683,0.22011,0.091286,0.068725,-0.10125,0.12886,0.063343,0.16115,-0.015189
19,0.86226,0.8109,0.79965,0.80562,0.80375,0.81665,0.84057,0.79301,0.81743,0.78092,0.83889,0.82407,0.80638,0.78324,0.79146,0.8373,0.84909,0.82511,0.78748,1,0.71139,0.74759,0.79611,0.75747,0.72285,0.75405,0.65889,0.84731,0.72471,0.7785,0.77076,0.7265,0.77294,0.72188,0.65568,0.68487,0.81457,0.73575,0.60427,0.53054,0.62845,0.60509,0.61584,0.60476,0.63909,0.64137,0.54204,0.62072,0.60462,0.38746,0.62082,0.47329,0.50843,0.51328,0.17209,0.51271,0.49563,0.67505,0.31465,0.54872,0.28759,0.38737,0.34668,0.33619,0.32533,0.25365,0.42275,0.34278,0.25298,0.40787,0.29693,0.3363,0.11925,0.073821,0.10934,-0.012348,0.33306,0.25713,0.24779,0.21654,0.20878,0.16129,0.16137,0.067887,0.11688,0.26257,0.18401,0.36787,0.20466,0.13373,0.0063145,0.039812,0.11342,0.067551,0.01626,-0.021381,-0.14554,0.13489,-0.063311,0.16535,0.41364,0.088309,0.014459,0.10678,-0.10002,0.19468,0.26387,-0.081748,-0.0037685,-0.013248,-0.27046,-0.095276,-0.1295,-0.0080861,-0.2154,0.34653,-0.092477,0.12939,-0.089703,0.023288,0.12711,0.27588,0.28668,0.15781,0.1358,-0.15083,0.30041,0.02869,0.10317,0.10094,0.059476,-0.0078975,-0.15039,0.052826,0.27783,0.15614,0.11448
20,0.82865,0.82708,0.77731,0.80827,0.77138,0.79871,0.7865,0.84277,0.78598,0.73938,0.73728,0.79433,0.81516,0.74704,0.81107,0.79983,0.8088,0.80016,0.74208,0.71139,1,0.79462,0.784,0.81069,0.74256,0.72063,0.78317,0.78423,0.80406,0.8619,0.75541,0.66582,0.64614,0.71866,0.74797,0.72293,0.7131,0.68549,0.59593,0.65135,0.72799,0.75767,0.49724,0.60684,0.78625,0.62719,0.56804,0.62568,0.72579,0.43855,0.63041,0.58664,0.63738,0.47088,0.37283,0.49763,0.43669,0.51242,0.40401,0.5297,0.34482,0.26264,0.28583,0.48687,0.35136,0.20677,0.27232,0.43006,0.36044,0.24782,0.43837,0.20252,0.12519,0.054185,0.10159,0.08366,0.17553,0.1564,0.27296,0.32697,0.21287,0.20655,0.24457,0.078614,-0.10923,0.11548,0.11874,0.20744,0.038248,0.073816,-0.063423,0.12522,-0.045997,-0.0047265,0.027611,-0.046098,-0.10153,0.026325,0.10658,0.15639,0.30023,0.086866,0.066274,0.1469,-0.25071,0.10382,0.23101,-0.060982,-0.15193,0.23456,-0.16766,-0.014181,-0.014655,-0.11164,-0.26308,0.070749,-0.067307,0.17669,-0.034284,-0.025495,0.23513,0.21552,0.33317,-0.048967,0.071884,-0.10585,0.47041,-0.064761,0.14966,0.0042815,0.11862,0.067299,-0.081168,-0.019607,0.17733,0.17218,-0.00932
21,0.79963,0.8344,0.88134,0.87777,0.80691,0.87198,0.84918,0.87932,0.81014,0.70955,0.82066,0.8275,0.82637,0.74158,0.86304,0.84336,0.86395,0.88853,0.81655,0.74759,0.79462,1,0.79785,0.83497,0.79746,0.83388,0.75513,0.78657,0.85607,0.81806,0.7969,0.70917,0.61764,0.79224,0.70085,0.66937,0.74518,0.73044,0.57732,0.69363,0.62473,0.76825,0.59315,0.58778,0.65699,0.72995,0.62437,0.60845,0.76271,0.38704,0.586,0.57435,0.65429,0.44669,0.28167,0.49849,0.42839,0.46785,0.49029,0.49106,0.25891,0.25736,0.39644,0.3352,0.23907,0.33272,0.35727,0.34143,0.25919,0.33648,0.37539,0.18426,0.081158,0.28051,0.042482,-0.041969,0.23076,0.20978,0.31706,0.26799,0.19781,0.16727,0.22199,0.17647,0.019311,0.20975,0.28441,0.38705,0.26047,0.121,-0.111,0.032483,0.11676,-0.079965,0.036875,0.057022,-0.13353,0.056963,0.00071334,0.194,0.40883,0.093996,-0.13483,0.36284,-0.2207,0.3122,0.21765,-0.094553,0.10901,0.090088,-0.29413,-0.0066654,0.050821,-0.12758,-0.11807,0.21558,-0.083327,0.009436,-0.24041,-0.065834,0.45876,0.23087,0.22947,0.057829,0.1365,-0.17597,0.31,-0.14773,0.053694,0.12608,0.14387,-0.02842,0.050228,-0.028879,0.090186,0.1577,-0.051835
22,0.83935,0.83609,0.81666,0.87595,0.75667,0.81885,0.80459,0.83928,0.78178,0.77073,0.84568,0.84166,0.80385,0.78662,0.80813,0.85044,0.84329,0.8473,0.83869,0.79611,0.784,0.79785,1,0.84334,0.77488,0.70916,0.75671,0.84376,0.81739,0.84762,0.77264,0.72701,0.73679,0.8215,0.6733,0.72399,0.7569,0.69389,0.55093,0.6452,0.65429,0.74248,0.50281,0.58208,0.58182,0.74132,0.48915,0.56689,0.70453,0.43424,0.70432,0.59548,0.5103,0.4058,0.14137,0.57686,0.35565,0.56324,0.26738,0.58477,0.2284,0.32545,0.29476,0.38478,0.32652,0.30865,0.29513,0.30598,0.21593,0.44418,0.41841,0.31316,0.17164,0.086754,-0.074138,0.076346,0.33139,0.29372,0.24607,0.23246,0.24867,0.24787,0.28467,0.13104,-0.0037051,0.16303,0.19172,0.39374,0.24989,0.12837,-0.026027,0.037403,0.12136,0.090716,0.051447,-0.062408,0.050741,0.062823,0.13326,0.025062,0.4621,0.14849,0.0065242,0.1167,-0.044604,0.17529,0.081029,0.030841,-0.04693,0.26503,-0.15013,-0.080866,-0.059441,-0.10804,-0.22667,0.20837,-0.21532,-0.0049938,-0.25622,-0.11835,0.30888,0.24715,0.28223,0.060891,0.19773,-0.16458,0.3665,-0.13257,-0.041127,0.14958,0.021046,-0.0087576,-0.1305,-0.037777,0.09228,0.18105,-0.033606
23,0.86856,0.8408,0.85772,0.86119,0.82175,0.792,0.85056,0.85274,0.77879,0.71302,0.81544,0.80759,0.80784,0.75921,0.83427,0.83862,0.85182,0.8803,0.84393,0.75747,0.81069,0.83497,0.84334,1,0.82028,0.74524,0.76718,0.83819,0.8609,0.85119,0.79807,0.70333,0.69029,0.80096,0.71355,0.66745,0.77419,0.68162,0.62901,0.6646,0.67222,0.77898,0.49409,0.56601,0.62908,0.6959,0.60412,0.62055,0.70643,0.49798,0.65313,0.55399,0.62341,0.43437,0.27873,0.54246,0.34109,0.51181,0.43841,0.66414,0.25114,0.22363,0.2468,0.47649,0.34093,0.3136,0.38731,0.32393,0.41911,0.31842,0.38154,0.33526,0.13412,0.24154,0.0073783,-0.0089633,0.19735,0.21287,0.33484,0.29064,0.17307,0.2182,0.25247,0.14464,0.090439,0.13488,0.19812,0.42372,0.21111,0.22046,-0.073388,0.059422,0.19361,0.078055,0.034602,0.025034,0.044169,0.1012,0.026697,-0.00079327,0.3148,-0.0079823,-0.064113,0.1404,-0.14209,0.14606,0.10876,-0.022968,0.030791,0.27625,-0.27043,-0.18344,-0.029065,-0.22879,-0.18351,0.11369,-0.026634,0.027754,-0.14508,-0.2082,0.31408,0.070191,0.21507,0.080599,0.015336,-0.15386,0.21688,-0.094253,0.09486,0.21962,0.068233,0.16371,0.0037187,0.038967,0.087923,0.10759,0.050737
24,0.82803,0.80108,0.83334,0.80328,0.75438,0.82328,0.8349,0.79196,0.78382,0.75015,0.82044,0.81614,0.82083,0.76727,0.8373,0.77054,0.82457,0.87679,0.81938,0.72285,0.74256,0.79746,0.77488,0.82028,1,0.76596,0.71746,0.77993,0.81083,0.81634,0.74366,0.73961,0.64748,0.73671,0.65158,0.55383,0.78647,0.70964,0.58316,0.6282,0.64733,0.61327,0.52581,0.66295,0.63606,0.61264,0.52848,0.68606,0.63984,0.5164,0.64136,0.51381,0.49073,0.5584,0.4166,0.56609,0.35204,0.55409,0.47317,0.56275,0.20266,0.3478,0.21367,0.29208,0.29616,0.33826,0.22671,0.26513,0.27104,0.2485,0.3908,0.21975,0.25033,0.19338,-0.077669,0.01904,0.36005,0.31785,0.23901,0.22621,0.26062,0.20371,0.27756,0.24312,0.054105,0.22653,0.26829,0.19685,0.031946,0.072557,0.15437,0.22556,0.22875,0.049526,-0.12155,0.13501,0.0021574,0.16954,0.0081808,0.10249,0.43221,0.077063,-0.0056505,0.20809,-0.050962,0.23657,0.20062,0.083283,0.10267,0.22914,-0.30682,-0.11073,-0.064909,-0.18106,-0.12375,0.1356,-0.020831,0.047212,-0.12662,-0.031057,0.34655,0.16145,0.42438,-0.038245,0.027917,-0.083189,0.28563,-0.12365,0.037399,0.10497,0.11606,0.098402,-0.046706,0.22618,0.14477,0.25794,0.012054
25,0.80885,0.84498,0.81278,0.78236,0.74496,0.75502,0.78774,0.8257,0.79819,0.77879,0.80741,0.82149,0.7683,0.6958,0.78954,0.8022,0.82176,0.79642,0.80722,0.75405,0.72063,0.83388,0.70916,0.74524,0.76596,1,0.77071,0.76663,0.81092,0.77082,0.75325,0.71559,0.61977,0.75194,0.7242,0.67291,0.78566,0.72332,0.53396,0.63221,0.62874,0.65198,0.63777,0.66054,0.67761,0.66159,0.52603,0.59617,0.61564,0.37383,0.58051,0.5373,0.53086,0.57219,0.21068,0.56512,0.29242,0.61192,0.51588,0.44433,0.23301,0.43886,0.32631,0.42827,0.24807,0.1737,0.27165,0.39222,0.41078,0.21974,0.3003,0.34821,0.014918,0.34882,0.16104,-0.21579,0.46289,0.10504,0.23759,0.3139,0.21663,0.33021,0.25295,0.22292,0.075942,0.23116,0.17021,0.21978,0.15315,0.15121,-0.066476,0.01726,0.11731,-0.085338,0.007838,0.043342,-0.13002,0.20273,-0.034023,0.24343,0.30553,-0.013901,-0.13405,0.22614,-0.18244,0.36883,0.27184,-0.10266,0.14146,0.074264,-0.24897,-0.065709,0.081546,-0.074608,-0.20067,0.22331,0.001798,0.10708,-0.25732,-0.11462,0.27479,0.18845,0.2241,0.12896,0.16726,-0.076996,0.32453,-0.0040475,0.067178,0.21064,0.1572,-0.0098156,-0.2072,0.067066,0.048039,0.088002,-0.19636
26,0.80626,0.78262,0.7538,0.82496,0.80181,0.70786,0.78023,0.82678,0.77192,0.75782,0.80007,0.74241,0.70834,0.72464,0.82505,0.786,0.77016,0.77552,0.76846,0.65889,0.78317,0.75513,0.75671,0.76718,0.71746,0.77071,1,0.76635,0.74871,0.78219,0.6771,0.67605,0.57366,0.80475,0.6252,0.64263,0.71862,0.65046,0.64016,0.68777,0.7154,0.63476,0.53034,0.52465,0.71778,0.66379,0.48007,0.70408,0.56965,0.35104,0.46882,0.53166,0.46415,0.62133,0.30327,0.53816,0.24293,0.47451,0.3307,0.55278,0.34796,0.26176,0.21442,0.47521,0.28719,0.15829,0.27445,0.28755,0.29885,0.42159,0.3523,0.2826,0.0024379,0.058238,0.15661,-0.040907,0.42029,0.13274,0.15059,0.35214,0.15369,0.29738,0.31852,0.059774,0.092277,0.10637,0.2564,0.25614,-0.05149,0.15147,-0.059355,0.12325,0.061809,-0.050582,-0.075042,-0.038382,0.073757,0.13533,0.19914,0.016587,0.39013,0.14347,-0.066875,0.086252,0.036991,0.27558,0.14891,0.0040744,0.038277,0.17879,-0.091132,-0.074584,0.083089,-0.12859,-0.15377,-0.036017,-0.1207,0.086299,-0.064789,-0.15705,0.25235,0.14584,0.17335,0.053689,0.21083,-0.16308,0.42539,-0.048516,0.053485,0.0022837,0.11514,0.082927,-0.10913,0.010389,0.11853,0.080474,-0.23482
27,0.87302,0.83647,0.86635,0.8533,0.81695,0.77079,0.81497,0.84727,0.82531,0.77393,0.81947,0.85432,0.83362,0.78755,0.82879,0.89348,0.85897,0.85967,0.80467,0.84731,0.78423,0.78657,0.84376,0.83819,0.77993,0.76663,0.76635,1,0.77653,0.82746,0.70077,0.61369,0.73468,0.7418,0.7272,0.70212,0.79145,0.67643,0.6781,0.63062,0.62183,0.6354,0.63123,0.59383,0.60495,0.67731,0.57617,0.57835,0.62684,0.51709,0.61931,0.56513,0.57218,0.55829,0.20735,0.51554,0.38577,0.61334,0.41175,0.51473,0.35252,0.35607,0.28441,0.48722,0.36322,0.32107,0.35806,0.40302,0.33251,0.43058,0.35058,0.24662,0.073666,0.17116,-0.043642,-0.00024007,0.41978,0.28768,0.30349,0.26359,0.0068509,0.13953,0.26961,0.010302,0.16116,0.16086,0.26027,0.29269,0.1603,0.07595,0.068775,0.21993,0.072685,-0.098098,-0.0012774,0.03467,0.049387,0.11091,-0.030927,0.12805,0.35801,0.079711,-0.077823,0.04088,-0.030757,0.19015,0.15069,-0.011153,-0.031269,0.14495,-0.18461,-0.078939,0.078738,-0.24334,-0.19351,0.14867,-0.034552,0.18268,-0.085392,-0.082687,0.19537,0.19401,0.28069,0.075206,0.21195,-0.19905,0.30235,-0.015189,0.091301,0.23781,0.15396,0.19078,-0.13494,-0.0088414,0.021905,0.21402,0.043467
28,0.82198,0.82829,0.84944,0.85896,0.80616,0.78485,0.86788,0.85062,0.79513,0.76903,0.83268,0.87114,0.84766,0.71824,0.8475,0.84282,0.87503,0.86731,0.81989,0.72471,0.80406,0.85607,0.81739,0.8609,0.81083,0.81092,0.74871,0.77653,1,0.8576,0.78554,0.73373,0.69398,0.74616,0.70658,0.7106,0.76076,0.76229,0.53648,0.72381,0.62695,0.7359,0.5283,0.64924,0.66508,0.65517,0.63169,0.64234,0.73353,0.47108,0.67348,0.54699,0.57214,0.4059,0.32601,0.5377,0.40008,0.59633,0.4952,0.60759,0.31927,0.33979,0.24188,0.37804,0.36535,0.32035,0.29433,0.30976,0.28546,0.33859,0.37013,0.24931,0.082783,0.21679,0.019035,-0.041737,0.28669,0.22574,0.31468,0.33201,0.26992,0.16037,0.26021,0.29416,-0.011276,0.17555,0.20618,0.29601,0.15833,0.1632,-0.13191,0.093677,0.25007,0.025266,0.024527,-0.057942,-0.070103,0.071808,-0.028717,0.18937,0.36595,0.0021366,-0.07591,0.17308,-0.15834,0.25925,0.17949,-0.023631,0.065722,0.14667,-0.19833,-0.10428,-0.074894,-0.19795,-0.20926,0.11218,-0.025801,-0.0010891,-0.24274,-0.12476,0.40878,0.14906,0.29145,-0.031169,0.047815,-0.081864,0.24958,-0.081904,-0.012125,0.12175,0.13019,0.020625,-0.10832,-0.01002,0.11966,0.10086,-0.16274
