,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176
40,0.71369,0.7215,0.67493,0.6628,0.70461,0.77934,0.68241,0.72525,0.7144,0.66162,0.74208,0.74042,0.69992,0.75151,0.66414,0.71524,0.71638,0.73232,0.57439,0.68904,0.57639,0.70803,0.70387,0.74701,0.65717,0.75732,0.55356,0.70691,0.63635,0.6917,0.68418,0.7237,0.66802,0.6247,0.77439,0.66667,0.68886,0.66138,0.66444,0.6191,1,0.56395,0.65718,0.60746,0.52384,0.62389,0.51589,0.61128,0.46165,0.56528,0.55889,0.49556,0.43642,0.40824,0.47536,0.46157,0.60345,0.47341,0.39454,0.51487,0.31471,0.33866,0.4198,0.32912,0.31127,0.44413,0.32869,0.41807,0.27035,0.25539,0.27929,0.079823,0.28108,0.28824,0.26941,0.33973,0.24644,0.28723,0.27644,0.11886,0.19059,0.10511,0.23628,0.36104,-0.065991,-0.0074153,0.38432,-0.12415,0.21287,0.22654,0.18582,0.25702,0.29583,0.079613,0.20468,0.27345,0.025792,0.30336,0.048962,0.029272,0.10438,0.18409,0.13039,-0.078521,-0.0088579,0.19226,0.15752,0.052088,0.21637,0.088671,0.26732,0.011549,0.187,0.17476,-0.072982,0.11481,0.085534,-0.070121,0.15634,0.23496,-0.050093,0.0025277,-0.081996,-0.17428,0.20191,-0.14176,0.19884,-0.17095,-0.087066,0.15739,-0.17997,-0.18139,-0.075826,-0.14046,0.032458,-0.015496,0.021069,0.24213,-0.091398,0.18449,-0.0097756,0.095126,0.40077,0.15302,-0.17337,0.08856,0.17173,-0.11258,-0.13733,0.022974,-0.083795,0.088298,-0.1959,0.028549,-0.25829,0.061853,0.049815,-0.045868,0.11529,-0.25171,-0.32008,-0.092973,0.14999,0.078863,0.14849,0.19363,-0.048607,-0.020573,0.10523,-0.34468,-0.14702,-0.073564,-0.082449,0.15343,0.047399,0.066498,-0.069583
41,0.71761,0.78514,0.6683,0.71789,0.79308,0.69446,0.78196,0.6643,0.73852,0.70452,0.72468,0.7023,0.69886,0.73701,0.70696,0.61906,0.56322,0.7951,0.78967,0.74438,0.71337,0.67355,0.71479,0.71091,0.78201,0.72311,0.69792,0.66001,0.57467,0.7624,0.74763,0.68368,0.66449,0.73688,0.66853,0.72872,0.73446,0.7166,0.6405,0.73182,0.56395,1,0.64747,0.64158,0.53696,0.57098,0.52401,0.69858,0.5779,0.60609,0.62272,0.41203,0.42807,0.5463,0.36734,0.60196,0.52653,0.49407,0.63602,0.57408,0.26425,0.37991,0.40901,0.53386,0.25139,0.67276,0.3565,0.1952,0.47373,0.21782,0.32135,0.24709,0.21529,0.034144,0.47738,0.23437,0.47941,0.1865,0.36727,0.11595,0.33233,0.12257,0.15428,0.37359,0.18685,-0.039119,0.39182,0.18559,0.29988,0.021925,0.0037034,0.11276,0.075787,-0.19168,0.3103,-0.031687,0.051428,0.32149,0.13799,-0.083918,0.0010451,0.27278,-0.0019696,-0.066307,0.056662,0.26664,0.10873,0.22051,0.1634,0.20498,0.076202,-0.108,0.13797,0.21971,-0.030611,0.06868,0.12589,-0.1222,-0.068377,0.1527,0.052662,0.090827,-0.033908,-0.1488,0.25911,-0.02845,0.10157,0.13084,-0.0090605,0.22111,-0.1431,-0.093163,0.24968,-0.0037776,0.19034,-0.057499,0.05588,0.15558,-0.251,0.13351,0.08295,0.083581,0.31522,0.075065,-0.16118,-0.072061,-0.084475,-0.15954,-0.2536,0.1221,0.096565,0.03707,-0.3388,0.078584,-0.30951,0.052992,0.021596,0.1497,-0.073745,-0.01519,-0.13138,-0.28789,-0.060424,-0.02457,0.22634,0.035455,0.2079,-0.12182,-0.14523,-0.14278,0.064909,-0.049729,-0.011279,0.23421,0.03711,0.030974,-0.12426
42,0.68613,0.77134,0.73316,0.75182,0.79339,0.77214,0.75072,0.62808,0.63689,0.71447,0.78728,0.72631,0.71811,0.6894,0.742,0.63366,0.69758,0.73746,0.69769,0.66455,0.67901,0.68262,0.65174,0.71631,0.72104,0.70093,0.63503,0.7303,0.70334,0.69776,0.71979,0.63065,0.66301,0.5926,0.67434,0.71748,0.78949,0.71348,0.60213,0.70195,0.65718,0.64747,1,0.72491,0.56536,0.55495,0.55004,0.63482,0.6039,0.64874,0.60584,0.45297,0.4903,0.55318,0.38344,0.63467,0.40705,0.53705,0.41993,0.45646,0.35563,0.49258,0.52454,0.41969,0.40638,0.39004,0.44065,0.40093,0.28741,0.433,0.29543,0.36557,0.05477,0.0029329,0.44704,0.33818,0.35513,0.24747,0.47475,0.25309,0.22687,0.081815,0.14163,0.33193,0.037493,0.027976,0.37998,-0.068224,0.13855,0.19525,0.21261,0.3864,0.1487,-0.16326,0.14248,0.07959,-0.20417,0.31297,0.12728,-0.061581,0.051129,0.41795,0.11636,-0.040171,-0.28323,0.22788,-0.074974,0.13254,0.17844,0.34694,0.2261,0.06763,0.088121,0.40148,0.047845,0.14372,0.1068,-0.12104,0.12856,0.24771,-0.026607,0.015066,-0.23342,-0.019581,0.25471,-0.17864,0.14664,-0.045919,-0.21016,0.089213,-0.38211,-0.25382,-0.11935,0.0088369,0.004982,0.041942,0.015038,0.23222,-0.12649,0.21662,0.088968,0.33421,0.20334,-0.059878,-0.15487,0.18253,-0.059787,-0.28867,-0.20093,-0.0019202,-0.10383,0.044139,-0.27027,0.12013,-0.29609,0.13831,0.032507,-0.02939,0.079262,-0.22317,-0.10374,-0.26247,0.10076,0.18149,-0.096381,0.11558,-0.034837,-0.16739,0.20417,-0.15904,-0.14579,0.085335,-0.15661,0.092885,0.13402,0.096099,-0.15609
43,0.75473,0.76199,0.75261,0.76974,0.77526,0.81758,0.74359,0.63875,0.74222,0.58625,0.74663,0.80633,0.72716,0.74542,0.70864,0.73474,0.73684,0.77548,0.72948,0.77445,0.64523,0.73825,0.68114,0.72404,0.73639,0.79976,0.70858,0.70089,0.71485,0.68585,0.71095,0.67182,0.67637,0.66453,0.6823,0.7212,0.72402,0.74002,0.71952,0.65969,0.60746,0.64158,0.72491,1,0.67012,0.60154,0.52562,0.65356,0.62309,0.63065,0.6181,0.55447,0.55387,0.61801,0.48232,0.58914,0.46175,0.48739,0.52886,0.49656,0.33789,0.41617,0.36406,0.45072,0.26791,0.3865,0.23934,0.33951,0.24637,0.26396,0.38265,0.27392,0.14291,0.12029,0.40943,0.27822,0.44068,0.22153,0.21128,0.19781,0.22374,0.26516,0.16285,0.42015,0.1275,-0.18946,0.46198,0.022096,0.15928,0.040185,0.2553,0.26479,0.15514,-0.13169,0.045345,0.087332,0.051321,0.24963,0.10104,-0.088014,0.21048,0.34127,-0.042208,-0.11658,-0.24462,0.35944,-0.0026742,0.15744,0.026673,0.28755,0.32948,0.22551,0.17409,0.21491,-0.035496,0.24392,0.040881,-0.20292,0.1022,0.24945,0.041279,-0.059383,-0.0021897,0.095724,0.10199,-0.034087,0.050995,-0.10137,-0.094457,0.055319,-0.2688,-0.44283,0.034934,-0.051183,-0.044973,-0.023091,0.17996,0.2649,-0.090976,0.24604,0.18922,0.19355,0.13848,0.17263,-0.017983,0.14119,0.086249,-0.10201,-0.21706,0.096161,-0.050529,0.034204,-0.3993,0.098427,-0.33636,0.13912,-0.071978,-0.019345,0.020468,-0.039366,-0.050712,-0.2181,0.028288,0.22597,-0.030532,0.023205,-0.068201,-0.22535,0.048582,-0.22015,-0.077106,0.021995,0.06075,0.29664,-0.0058707,-0.02773,-0.1437
44,0.59647,0.71185,0.64571,0.68297,0.65829,0.68053,0.7106,0.58703,0.68305,0.61179,0.63423,0.64863,0.67067,0.57149,0.62459,0.61161,0.60192,0.61863,0.58093,0.72213,0.63746,0.70792,0.68431,0.68146,0.78558,0.6818,0.59704,0.66824,0.58391,0.55484,0.61622,0.51202,0.67352,0.46704,0.61851,0.66858,0.59533,0.56053,0.67696,0.56206,0.52384,0.53696,0.56536,0.67012,1,0.47037,0.40497,0.48835,0.45032,0.54559,0.55405,0.4083,0.48748,0.40157,0.3602,0.44916,0.44352,0.43522,0.4645,0.42016,0.36223,0.42848,0.43499,0.2996,0.24134,0.44135,0.2807,0.46491,0.17349,0.28606,0.47629,0.46476,0.15934,0.070097,0.27852,0.43747,0.33444,0.30098,0.14066,0.18993,0.2505,0.28135,0.23279,0.3426,0.14978,-0.048217,0.26768,0.17272,0.11764,-0.039556,0.10466,0.21005,0.078253,-0.10422,0.07081,0.023534,-0.23415,0.3711,0.25339,-0.12105,-0.024526,0.1937,0.063438,-0.12163,-0.11764,0.21259,0.10632,0.1338,0.0053893,0.15739,0.30942,-0.044515,0.11055,0.14995,0.19064,-0.090265,0.23671,-0.39388,0.024835,0.14574,0.027853,-0.13268,-0.18156,-0.14507,0.28089,0.0035738,0.38824,-0.14671,-0.0065714,0.092982,-0.28002,-0.23385,0.17174,-0.17754,0.0012309,0.12843,0.11681,-0.013243,-0.33871,0.056551,-0.012764,-0.066227,0.21936,0.10871,-0.045076,0.1905,0.040393,-0.35773,0.026684,0.066791,-0.079622,-0.078949,-0.19954,0.1217,-0.19606,0.17687,-0.057916,0.036874,-0.12935,0.078526,-0.027336,-0.45994,0.15254,0.051933,0.15316,0.10026,-0.018724,-0.26296,0.15503,-0.30194,-0.080301,-0.040951,-0.070214,0.11864,0.1124,0.16916,-0.13017
45,0.64388,0.60192,0.59849,0.5595,0.61796,0.66689,0.55941,0.62886,0.68498,0.51914,0.56616,0.6652,0.56022,0.64187,0.62929,0.64344,0.47748,0.70298,0.56718,0.67576,0.51007,0.66671,0.64188,0.64062,0.61652,0.62337,0.62574,0.62112,0.61664,0.60375,0.4262,0.54813,0.62534,0.45615,0.63699,0.65706,0.66338,0.73943,0.4641,0.42331,0.62389,0.57098,0.55495,0.60154,0.47037,1,0.4751,0.53432,0.4624,0.59437,0.48886,0.23604,0.25589,0.33773,0.20442,0.49511,0.38968,0.50844,0.44169,0.61614,0.21905,0.31329,0.42759,0.22136,0.29847,0.36987,0.16672,0.32099,0.28924,0.28588,0.14255,0.22424,0.28923,0.29941,0.17354,0.40831,0.17134,0.19485,0.27614,0.025819,0.10969,0.2117,0.13252,0.2815,0.11654,-0.030783,0.22586,-0.019319,0.10764,-0.073058,0.074111,0.2842,0.17179,-0.052982,0.24194,-0.0059501,0.24397,0.071007,0.11069,-0.11172,0.14795,0.24362,0.087017,-0.0042769,-0.014203,0.090584,0.12656,0.14404,0.15122,0.14901,0.12467,-0.011439,0.015124,0.14298,-0.10745,0.015578,0.14341,-0.1061,0.029711,0.032178,-0.14586,-0.06969,0.013734,-0.096147,0.27101,0.044374,0.1677,-0.04316,-0.11147,0.18191,-0.20227,0.038151,-0.054304,-0.10128,-0.097283,-0.12075,-0.022579,-0.023027,-0.098911,0.057451,0.021604,0.0084509,0.20167,0.14202,-0.094247,0.094798,0.12402,0.026281,-0.27003,0.099237,-0.23112,-0.053567,-0.11201,0.02385,-0.37186,0.11694,0.075332,-0.061417,0.15705,-0.013017,-0.11414,-0.22315,0.032007,0.081349,0.093531,0.047666,-0.02648,-0.10948,0.17484,-0.2849,-0.054599,0.18583,0.027524,0.15817,-0.010174,-0.049379,-0.028024
46,0.57918,0.6235,0.64623,0.58909,0.60781,0.67784,0.6288,0.64983,0.55083,0.56225,0.60381,0.61977,0.58146,0.58646,0.62943,0.56415,0.54332,0.57374,0.57702,0.70491,0.52574,0.61546,0.63723,0.58036,0.61125,0.58186,0.61752,0.6082,0.56445,0.49908,0.55525,0.54029,0.58415,0.5149,0.65173,0.60519,0.63996,0.65397,0.51569,0.59736,0.51589,0.52401,0.55004,0.52562,0.40497,0.4751,1,0.5029,0.58035,0.51295,0.53402,0.41031,0.52224,0.64678,0.47344,0.5156,0.50918,0.33966,0.60333,0.42986,0.33036,0.28827,0.23041,0.39397,0.21241,0.2857,0.44859,0.32143,-0.012448,0.26842,0.37403,-0.026364,0.019935,0.15712,0.33326,0.34773,0.40839,0.14292,0.14876,0.15344,0.13533,0.14136,0.46287,0.040556,0.053209,0.15318,0.31196,0.052737,0.079469,0.2902,0.0099713,0.45091,0.21624,-0.19749,0.25696,0.11369,0.065864,0.073983,0.16489,0.051569,-0.0066874,0.15688,0.24158,0.19906,0.16517,0.28268,-0.061422,0.14498,0.1204,0.17965,0.20087,0.21199,0.16276,0.11585,0.095863,0.017031,0.20439,-0.044515,-0.065963,0.22825,0.04528,0.044959,0.042542,-0.11049,0.19417,-0.018012,0.030328,-0.080731,-0.0054639,0.01855,-0.14706,-0.12864,0.14678,-0.084751,-0.17554,-0.14886,-0.034717,-0.042395,-0.17266,0.086857,-0.0038636,0.11181,0.36966,-0.011278,0.045003,0.074564,-0.087771,-0.26114,-0.28447,0.146,-0.011316,0.30703,-0.16649,0.20408,-0.32981,-0.020996,-0.078655,0.15885,0.24241,-0.076332,-0.25577,-0.16081,0.061331,-0.057568,0.073752,0.20719,0.019213,-0.27227,-0.13769,-0.057796,-0.13813,0.13817,-0.12896,-0.044484,0.0072408,0.16567,-0.0015067
47,0.72837,0.79018,0.7253,0.70736,0.74814,0.72644,0.76304,0.76229,0.71867,0.66657,0.76975,0.72319,0.66594,0.75724,0.69319,0.80968,0.67916,0.69031,0.60494,0.76482,0.60875,0.69238,0.72951,0.72443,0.67157,0.7999,0.67325,0.71181,0.69382,0.71465,0.71163,0.65866,0.68029,0.72586,0.65022,0.73168,0.64854,0.71321,0.61895,0.61023,0.61128,0.69858,0.63482,0.65356,0.48835,0.53432,0.5029,1,0.53879,0.53259,0.62008,0.51966,0.43568,0.59457,0.30284,0.49299,0.46119,0.56294,0.52406,0.51731,0.43926,0.29305,0.24184,0.34878,0.14053,0.46175,0.2559,0.42636,0.44576,0.091853,0.16967,0.2389,0.30648,0.27203,0.30184,0.20042,0.34559,0.28132,0.30696,0.13569,0.2562,0.24858,0.12378,0.2629,0.050591,-0.074516,0.30203,0.021556,0.054566,-0.13718,-0.011997,0.23832,0.28329,-0.1714,0.21209,0.11546,0.19758,0.26855,0.017395,-0.013,-0.16225,0.36854,-0.045305,-0.010757,-0.0047876,0.22363,0.11876,0.33144,0.086036,0.17154,0.20609,0.0069585,0.11369,0.13621,-0.073579,0.075833,0.12802,-0.12171,-0.023789,0.061475,-0.022183,0.11029,-0.13648,-0.13567,0.277,-0.1725,-0.02122,-0.17634,-0.10781,0.14552,-0.036548,-0.078892,0.27922,-0.11704,0.024404,-0.08876,0.2432,0.2809,-0.10136,0.13311,0.13259,0.09954,0.23306,0.17971,-0.053621,0.11245,-0.034748,-0.14077,-0.27507,-0.048864,-0.044601,-0.041842,-0.30666,0.15928,-0.29092,0.15999,0.084651,0.028477,0.10388,-0.19189,-0.32066,-0.17808,0.075457,0.079989,0.2102,-0.074105,0.13707,-0.038085,-0.075487,-0.079996,0.062938,-0.068951,0.22418,0.15075,0.10553,-0.05436,-0.26247
48,0.63895,0.60636,0.70219,0.64555,0.6829,0.70204,0.62902,0.56268,0.67519,0.55937,0.63445,0.72163,0.58597,0.63271,0.66182,0.61073,0.65128,0.64717,0.59765,0.6622,0.63324,0.57362,0.63468,0.65124,0.60599,0.70431,0.65187,0.57235,0.61906,0.59547,0.57209,0.63631,0.61233,0.65022,0.58184,0.66218,0.70362,0.73997,0.53896,0.58319,0.46165,0.5779,0.6039,0.62309,0.45032,0.4624,0.58035,0.53879,1,0.66045,0.53991,0.39097,0.40987,0.58492,0.52216,0.4209,0.53368,0.35992,0.46067,0.33383,0.36774,0.31698,0.40077,0.36766,0.20764,0.31271,0.19757,0.16567,0.067426,0.43401,0.35664,0.28334,0.074946,0.069225,0.4976,0.33158,0.51416,0.20406,0.32903,0.077218,0.20381,0.11375,0.15487,0.33744,0.1778,-0.12895,0.55305,0.079656,0.23045,0.15675,0.017064,0.46474,0.17544,-0.17905,0.1397,0.18825,-0.053268,0.10389,-0.0036195,0.15671,0.17182,0.28054,0.035061,0.1301,0.03362,0.23455,-0.064234,0.34171,0.16742,-0.042703,0.2794,0.012931,0.12424,0.2096,0.012401,0.13336,0.034745,-0.15133,-0.067022,-0.097226,0.29348,-0.038345,0.15186,0.035104,0.19346,0.13109,-0.01436,0.085174,-0.29431,-0.073123,-0.38676,-0.19845,0.064419,0.11817,0.051706,-0.094572,-0.0014193,0.096986,-0.11519,0.32957,0.18211,0.085372,0.25699,0.12707,-0.098727,0.0035796,-0.0055907,-0.18992,-0.21071,0.14674,-0.037527,0.18118,-0.24561,0.04615,-0.23867,-0.10702,0.043647,0.23835,0.25918,-0.080161,0.05831,-0.29935,0.053413,-0.22995,0.15579,0.37651,0.023071,-0.070142,-0.033638,0.056936,-0.0023869,0.068989,-0.23221,0.17165,0.13401,-0.13148,0.10661
49,0.74105,0.69805,0.70591,0.58713,0.71434,0.71311,0.70753,0.67423,0.69967,0.63773,0.69771,0.74461,0.63378,0.66065,0.6554,0.56484,0.63017,0.66388,0.62563,0.70617,0.56421,0.63596,0.698,0.67875,0.61831,0.68465,0.70116,0.6196,0.65929,0.69818,0.61342,0.5542,0.60423,0.59347,0.73781,0.7296,0.62918,0.67765,0.54075,0.49719,0.56528,0.60609,0.64874,0.63065,0.54559,0.59437,0.51295,0.53259,0.66045,1,0.4789,0.54398,0.42907,0.47893,0.40657,0.51538,0.44376,0.42501,0.50634,0.59728,0.45925,0.34826,0.43918,0.19581,0.24646,0.44546,0.40978,0.23049,0.21093,0.40626,0.41492,0.18831,0.059414,0.1786,0.46953,0.32529,0.41791,0.16699,0.25469,0.27437,0.16083,0.18604,0.16316,0.3343,0.10716,-0.010517,0.42032,0.1383,0.32537,-0.037566,0.014281,0.4498,0.20491,-0.034213,0.084072,0.076465,-0.037506,0.07374,0.33578,-0.14452,0.037568,0.19515,0.22076,0.12886,0.12843,0.21944,-0.073667,0.2488,0.27992,0.091236,0.20397,-0.05229,0.20855,0.15531,-0.0076113,0.15808,0.054059,-0.079227,-0.052097,0.071958,-0.074031,0.13066,0.18149,0.050711,0.17924,0.20627,0.2238,-0.16074,-0.10632,0.14035,-0.45317,-0.13321,0.014363,0.11481,-0.13669,0.0035316,-0.047406,0.25829,-0.21516,-0.031773,0.17979,0.13233,0.34146,0.22989,-0.11711,-0.019715,0.043675,-0.20186,-0.18009,-0.038329,-0.060419,-0.14118,-0.37005,0.040242,-0.28479,0.058735,-0.031001,0.1766,0.18643,0.13748,0.097018,-0.42846,0.18984,-0.10833,0.071792,0.0082551,-0.08911,-0.15409,0.092049,-0.27373,-0.1541,0.087988,-0.096882,0.076264,-0.062508,0.0086624,0.11612
50,0.58629,0.67377,0.64757,0.58097,0.65903,0.7026,0.69968,0.5755,0.74484,0.6269,0.69406,0.60524,0.6568,0.78199,0.729,0.73486,0.6959,0.76775,0.5872,0.71546,0.58876,0.67794,0.67101,0.66824,0.70371,0.69382,0.56829,0.64614,0.61258,0.59248,0.62472,0.58503,0.67048,0.51803,0.73171,0.62611,0.62161,0.65373,0.68642,0.57691,0.55889,0.62272,0.60584,0.6181,0.55405,0.48886,0.53402,0.62008,0.53991,0.4789,1,0.52075,0.49293,0.64355,0.36013,0.44175,0.46543,0.46858,0.55622,0.51347,0.37044,0.52656,0.36634,0.37258,0.31208,0.47205,0.22994,0.42228,0.27705,0.21165,0.12161,0.082177,0.14109,0.1596,0.2473,0.24994,0.3753,0.21514,0.42656,0.15313,0.25038,0.24505,0.20976,0.30603,0.020598,-0.18641,0.36524,0.10028,0.16976,0.18565,0.081576,0.15579,-0.12112,-0.13855,0.24063,0.088283,0.13285,0.24243,-0.032368,0.013595,-0.11264,0.22845,-0.1334,-0.063373,-0.11946,0.27112,0.26714,0.33729,-0.016819,0.24436,0.15791,0.12189,-0.033147,0.097705,-0.12712,0.12326,0.041639,-0.11965,0.15973,0.23995,-0.085187,0.039818,-0.051981,-0.0015087,0.22376,-0.10384,-0.064584,0.007808,-0.16785,0.081024,-0.23635,-0.2393,0.13715,0.15842,0.01453,-0.056573,0.010201,0.16413,-0.037136,0.1217,-0.1892,0.017839,0.17657,0.057783,-0.085813,0.057801,-0.037664,-0.16884,-0.15409,0.0035401,-0.099662,0.10263,-0.16784,0.095966,-0.20951,0.040364,-0.0043441,0.19028,0.072704,-0.12486,-0.30238,-0.23358,0.023651,0.0085975,0.17698,0.12585,0.054804,-0.24082,-0.21372,-0.19331,0.15565,-0.065029,0.1501,0.13539,0.30771,0.081603,-0.042811
51,0.59394,0.57187,0.57639,0.50023,0.533,0.59399,0.63907,0.52307,0.57651,0.51107,0.59884,0.543,0.49869,0.60186,0.48181,0.58013,0.58737,0.49785,0.47737,0.55405,0.40248,0.57799,0.51997,0.5489,0.46485,0.60637,0.55544,0.49728,0.60717,0.60549,0.58078,0.55332,0.49323,0.51399,0.64981,0.60063,0.49957,0.4996,0.59492,0.52957,0.49556,0.41203,0.45297,0.55447,0.4083,0.23604,0.41031,0.51966,0.39097,0.54398,0.52075,1,0.46625,0.46431,0.46557,0.41017,0.29481,0.31351,0.30241,0.35889,0.3277,0.4392,0.18126,0.25628,0.077584,0.39896,0.36233,0.18807,0.25469,0.10061,0.18349,-0.011298,0.12043,0.34159,0.37044,0.06754,0.32857,0.20026,0.18826,0.16496,0.15412,0.26401,0.21788,0.068265,-0.036267,-0.16112,0.52528,0.40427,0.228,0.0054737,0.057057,0.2473,0.12281,-0.0035576,-0.13345,0.15479,-0.041593,0.36057,0.064304,-0.08909,-0.0089,0.12714,-0.050979,0.20284,-0.041873,0.41091,-0.032462,0.064342,0.11413,0.23666,0.17899,0.054339,0.25529,-0.067221,-0.017238,0.22174,-0.064783,0.014212,0.035947,0.33827,0.05996,0.04279,0.02264,0.066843,-0.071419,0.0022479,0.05622,-0.061118,-0.16075,-0.0083032,-0.12026,-0.28937,0.16041,-0.1445,-0.09683,-0.0305,0.13946,0.29299,-0.15295,-0.0039826,0.2069,-0.026094,0.27971,0.16717,0.034727,0.11031,-0.055346,-0.013313,-0.28684,-0.014126,0.022496,0.10299,-0.44161,-0.16484,-0.42411,-0.1042,0.11844,0.11544,0.054836,0.10129,-0.10126,-0.33811,0.11746,-0.12485,0.074412,0.073393,0.16066,-0.044836,-0.047068,-0.26271,-0.36677,-0.036306,0.17479,-0.047067,0.020197,0.21107,-0.12295
52,0.38496,0.52718,0.52111,0.67097,0.52835,0.64298,0.5569,0.56861,0.50992,0.609,0.59284,0.54703,0.59066,0.5679,0.57645,0.45091,0.60389,0.5551,0.52663,0.61774,0.57823,0.58931,0.51878,0.53084,0.49951,0.58702,0.5683,0.51709,0.5989,0.56183,0.59347,0.56905,0.59455,0.43693,0.47693,0.51673,0.46927,0.47508,0.5446,0.58672,0.43642,0.42807,0.4903,0.55387,0.48748,0.25589,0.52224,0.43568,0.40987,0.42907,0.49293,0.46625,1,0.34386,0.43108,0.45807,0.38803,0.30667,0.37844,0.27263,0.28223,0.29343,0.21861,0.4185,0.098456,0.35794,0.43067,0.2698,0.092281,0.37749,0.24782,0.094588,-0.06992,0.12942,0.2813,0.25414,0.46931,0.25097,0.14482,0.27214,0.14529,0.16195,0.25216,0.30502,-0.068312,0.057441,0.19553,-0.072848,0.38513,0.16852,0.081728,0.43511,0.10876,0.045714,0.24546,0.15055,-0.059793,0.19737,0.091623,0.22579,-0.12549,0.055369,0.22281,0.002656,-0.13205,0.03238,0.046347,0.012027,0.0057658,0.27198,0.18352,0.098629,-0.066162,0.19433,-0.14048,-0.032847,0.040562,-0.094178,0.16464,0.20063,-0.017345,0.16369,-0.078021,0.038061,0.25543,-0.053525,0.093945,-0.13223,-0.24312,-0.12898,-0.046055,-0.20516,0.28415,-0.052631,0.021397,0.015312,0.0099684,0.065279,-0.039726,0.15812,-0.038628,0.1365,0.37393,-0.06622,-0.062664,-0.029819,-0.027406,-0.19258,0.016316,-0.17879,0.17328,0.071562,-0.16724,0.091579,-0.18254,0.055143,-0.058715,0.1199,0.12743,-0.060885,-0.072941,-0.35642,0.049004,0.073105,0.24101,0.24383,0.038067,-0.17104,-0.1749,-0.21127,-0.01707,-0.19474,-0.019207,0.021518,0.13667,0.21703,-0.08107
53,0.5942,0.6644,0.69008,0.55932,0.64196,0.63161,0.65064,0.54789,0.60398,0.46381,0.64954,0.58744,0.59607,0.65269,0.58921,0.69896,0.62795,0.55238,0.62072,0.68029,0.54733,0.55074,0.59306,0.56789,0.57166,0.68293,0.49332,0.64885,0.45302,0.45302,0.59235,0.53156,0.51682,0.53016,0.62577,0.5261,0.59641,0.60408,0.62574,0.54098,0.40824,0.5463,0.55318,0.61801,0.40157,0.33773,0.64678,0.59457,0.58492,0.47893,0.64355,0.46431,0.34386,1,0.417,0.36036,0.38166,0.40474,0.47173,0.3121,0.25035,0.20972,0.1172,0.44453,0.29978,0.27831,0.25149,0.20552,0.29216,0.2296,0.19796,0.1235,0.10744,0.18256,0.35915,0.25018,0.32094,-0.024061,0.32861,0.21699,0.14905,0.11157,0.2453,0.055582,0.16636,-0.11974,0.37965,0.17704,-0.089607,0.2955,0.073705,0.31221,0.16581,-0.30761,0.2723,0.00019591,0.19359,0.22116,0.063808,-0.016899,0.073925,0.14863,-0.11304,0.041336,0.00041117,0.35765,0.11187,0.11939,-0.037203,0.21088,0.13723,0.24252,0.11487,0.19928,0.068031,0.31918,-0.011265,-0.037847,0.099324,0.3334,0.15268,0.20007,-0.034656,-0.00059456,0.0040235,-0.078038,-0.020764,-0.064116,-0.070801,-0.0069731,-0.24474,-0.41378,0.069566,0.12991,-0.0813,-0.090673,0.178,0.22707,-0.26021,-0.11737,0.0080296,0.012651,0.11516,-0.065523,-0.23884,0.20976,-0.0093393,-0.31233,-0.28474,0.080773,-0.046448,0.26945,-0.33017,0.15282,-0.13387,-0.042823,-0.14466,0.11497,0.082802,-0.092226,-0.14522,-0.03883,0.035846,-0.074834,0.11086,0.11143,0.04277,-0.16784,0.053858,0.0065963,-0.02928,0.099866,-0.040987,0.089768,0.037972,0.10027,-0.013103
