,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
0,1,0.84906,0.89506,0.83799,0.83315,0.80199,0.83715,0.82435,0.8374,0.81311,0.82602,0.8494,0.74262,0.84784,0.87014,0.70482,0.77745,0.77132,0.66968,0.71587,0.71466,0.71465,0.68814,0.67796,0.7403,0.71097,0.42022,0.64835,0.43598,0.56956,0.47588,0.59256,0.41728,0.36597,0.28516,0.24521,0.27644,0.2245,0.29587,0.15041,0.16222,0.49782,-0.0069793,-0.13174,0.1013,-0.33467,0.058356,0.15995,-0.017072,0.012841,-0.11505,-0.078485,0.075946,0.2026,-0.13052,-0.48144,-0.14775,-0.14395,-0.036993,-0.092925,0.04125,-0.23415,-0.0027281,-0.22958,0.13625,-0.12133,0.28804,0.11785,0.072765,0.21011,0.15638,0.14542,-0.12615,0.17312,-0.11597,0.18274,0.11267,-0.084404,-0.12245,0.10485,-0.20354,0.21118,0.19884,0.036903,0.017169,-0.1338,0.19184,0.16628,0.22151,0.038378
1,0.84906,1,0.87098,0.86499,0.86202,0.74926,0.89699,0.79907,0.82228,0.77269,0.85409,0.86965,0.80057,0.88923,0.80259,0.7316,0.74646,0.80706,0.76858,0.72783,0.68175,0.84135,0.64157,0.5455,0.70856,0.7369,0.39965,0.56938,0.5605,0.62342,0.58015,0.73272,0.35561,0.36822,0.23977,0.29961,0.14443,0.19324,0.1351,0.067511,0.066782,0.43465,0.044909,-0.070071,0.088329,-0.47043,0.0011907,0.19912,-0.072064,-0.037197,0.025695,-0.099851,-0.029098,0.16357,-0.1254,-0.46968,-0.22711,-0.16365,0.022081,-0.13701,0.0024554,-0.058223,-0.081262,-0.38783,0.20521,-0.21675,0.16851,0.092353,0.006642,0.11984,-0.0141,0.052827,-0.1039,0.098176,-0.094329,0.062117,0.002956,0.01139,-0.12319,0.078998,-0.12856,0.31918,0.14942,0.10678,-0.0089697,-0.022034,0.21978,0.055544,0.19583,-0.11788
2,0.89506,0.87098,1,0.90011,0.86041,0.81559,0.86103,0.80966,0.86912,0.8175,0.79987,0.84319,0.83529,0.88541,0.87018,0.72532,0.78623,0.844,0.67204,0.70517,0.71116,0.66181,0.7001,0.54906,0.76329,0.70916,0.45015,0.56382,0.56921,0.66392,0.57386,0.63627,0.44645,0.3478,0.24676,0.27483,0.29016,0.25134,0.21735,0.14275,0.17579,0.53452,0.071266,-0.17764,-0.019069,-0.34309,0.066366,0.087445,-0.067223,-0.0030725,-0.055947,0.014324,-0.020547,0.20178,-0.042852,-0.40376,-0.13647,-0.17819,0.02411,-0.063715,0.0070766,-0.17595,-0.092271,-0.24436,0.048908,-0.27596,0.15481,0.04891,0.043553,0.18046,0.12002,0.063656,-0.13991,0.10371,-0.067636,0.26877,0.063683,-0.057146,-0.20665,0.19151,-0.19945,0.3959,0.18746,0.069823,0.064115,-0.11303,0.20746,0.13402,0.2499,-0.069114
3,0.83799,0.86499,0.90011,1,0.88199,0.77458,0.88297,0.86566,0.87873,0.74527,0.80305,0.84774,0.84889,0.86922,0.80092,0.74129,0.72117,0.8656,0.63978,0.70307,0.68397,0.7152,0.66292,0.60155,0.77117,0.64678,0.39444,0.55728,0.52925,0.65236,0.49944,0.587,0.35252,0.40343,0.20866,0.40082,0.25083,0.25898,0.098029,0.23024,0.091976,0.40585,0.0067178,-0.1283,-0.0026567,-0.41286,-0.10021,0.02107,-0.036192,-0.014692,-0.055165,-0.029096,-0.029035,0.13555,-0.073194,-0.28503,-0.12571,-0.095692,-0.023247,-0.21394,-0.078403,-0.31577,-0.16657,-0.24218,0.12097,-0.085839,0.13959,0.051139,0.018611,0.12545,0.066795,0.020605,-0.097086,0.19603,-0.11647,0.14157,0.085229,0.10677,-0.16389,0.1685,-0.19097,0.41999,0.16762,0.027876,0.075215,-0.089481,0.25305,0.03913,0.23278,-0.027007
4,0.83315,0.86202,0.86041,0.88199,1,0.7567,0.90341,0.78977,0.85721,0.74827,0.83697,0.83739,0.82961,0.84936,0.77651,0.7016,0.74588,0.84432,0.65756,0.62335,0.66006,0.76294,0.71985,0.57061,0.84542,0.72189,0.37535,0.54766,0.50886,0.5689,0.50283,0.60079,0.48016,0.34271,0.2421,0.35878,0.26119,0.19825,0.11995,0.19214,0.054712,0.427,0.087014,-0.12013,0.0030772,-0.40626,-0.07517,0.037846,-0.035028,0.018374,-0.11307,-0.084145,0.033452,0.097358,-0.11466,-0.39141,-0.1111,-0.21054,-0.08197,-0.12043,-0.14459,-0.20718,-0.10305,-0.26779,0.028357,-0.10794,0.093969,0.14249,0.036738,0.059665,0.0019051,0.033693,-0.038456,0.061065,-0.17187,0.14056,-0.040036,0.062096,-0.12299,0.16722,-0.20266,0.27294,0.12123,-0.036828,-0.029534,-0.10987,0.24927,0.074897,0.092781,-0.10635
5,0.80199,0.74926,0.81559,0.77458,0.7567,1,0.7644,0.77456,0.78104,0.7285,0.7808,0.78197,0.67351,0.77409,0.79614,0.68434,0.62213,0.74798,0.64711,0.50834,0.51074,0.7037,0.59431,0.44702,0.69931,0.65959,0.32509,0.5556,0.46584,0.55495,0.36188,0.54308,0.35377,0.35867,0.24792,0.21131,0.21129,0.13508,0.2546,0.053572,0.14903,0.52065,-0.067229,-0.033157,-0.0013457,-0.26588,0.065031,0.10516,-0.30342,0.014608,-0.16283,-0.15435,0.12102,0.18233,0.0065174,-0.49027,-0.14736,-0.039732,0.101,-0.14509,0.069743,-0.21642,-0.078112,-0.14682,0.0079178,-0.17606,0.11874,0.22784,0.052173,0.2773,0.087123,0.10883,-0.02414,0.13976,-0.11042,0.14256,0.10714,0.044874,-0.27215,0.15267,-0.32927,0.21264,0.13941,0.12057,0.017119,-0.0013626,0.10016,0.028224,0.16987,-0.030265
6,0.83715,0.89699,0.86103,0.88297,0.90341,0.7644,1,0.79868,0.87183,0.74792,0.83654,0.86593,0.80276,0.84444,0.81719,0.66844,0.77176,0.79025,0.75015,0.68384,0.69782,0.72809,0.66746,0.54925,0.7728,0.66843,0.37626,0.60163,0.55627,0.62447,0.51438,0.63987,0.37592,0.2809,0.31745,0.30645,0.35055,0.2094,0.055968,0.25262,0.10903,0.45512,0.068355,-0.041463,0.078441,-0.39108,-0.038021,0.1359,-0.10181,-0.010693,-0.1071,-0.011725,0.088479,0.1996,-0.069173,-0.37546,-0.11949,-0.12284,0.13105,-0.20051,0.023138,-0.28634,-0.21452,-0.34799,0.16735,-0.18476,0.0045323,0.074412,0.059362,0.17348,0.024043,0.083627,-0.021796,0.16891,-0.18885,0.15119,0.10551,0.042131,-0.093385,0.14239,-0.15917,0.25464,0.22162,0.026116,0.059919,-0.0092892,0.24197,0.044197,0.14888,-0.1334
7,0.82435,0.79907,0.80966,0.86566,0.78977,0.77456,0.79868,1,0.79556,0.66753,0.79169,0.82588,0.80477,0.80262,0.72738,0.63534,0.74268,0.83532,0.69735,0.67355,0.57954,0.68107,0.61838,0.56962,0.68204,0.63963,0.37093,0.63791,0.53227,0.59674,0.43667,0.48329,0.36664,0.45789,0.11716,0.30902,0.19422,0.11893,0.12585,0.11384,0.04694,0.53551,-0.051185,-0.25403,0.030186,-0.38763,-0.06695,0.13944,-0.11875,0.044485,-0.18658,0.021648,0.05587,0.14789,0.025118,-0.44187,-0.11865,-0.0057486,-0.045156,-0.23347,-0.13219,-0.30671,-0.036825,-0.3002,0.12102,-0.1467,0.21311,0.11423,-0.034502,0.18642,0.11825,0.05488,-0.022889,0.067461,-0.18399,0.095195,0.050583,0.0052328,-0.061961,0.13324,-0.063786,0.22725,0.19615,-0.1128,0.03578,0.073543,0.20085,0.012612,0.24685,-0.14694
8,0.8374,0.82228,0.86912,0.87873,0.85721,0.78104,0.87183,0.79556,1,0.75657,0.78012,0.81301,0.74046,0.83954,0.74717,0.69921,0.64672,0.79249,0.69971,0.70258,0.7388,0.69497,0.60343,0.5535,0.78227,0.61661,0.4138,0.55479,0.49981,0.49202,0.40049,0.68825,0.46858,0.29105,0.26933,0.32783,0.36326,0.2172,0.019152,0.1934,0.17552,0.34512,0.062345,-0.045205,-0.056003,-0.45361,-0.052906,0.088386,-0.046541,-0.037807,-0.15676,-0.030309,0.10309,0.08173,0.0092024,-0.4006,-0.074652,-0.20323,-0.034545,-0.27184,0.016339,-0.27029,-0.099621,-0.14908,-0.019526,-0.19823,0.075978,0.087397,0.12632,0.1841,0.024777,0.019158,-0.025798,0.20958,-0.010953,0.27162,0.078311,0.020009,-0.12475,0.11215,-0.21217,0.27248,0.28847,0.1664,-0.056446,-0.086435,0.033967,0.12819,0.17977,-0.086507
9,0.81311,0.77269,0.8175,0.74527,0.74827,0.7285,0.74792,0.66753,0.75657,1,0.72052,0.80739,0.68593,0.75724,0.77762,0.67543,0.67752,0.65718,0.65824,0.63098,0.60995,0.67398,0.67568,0.49169,0.67345,0.66931,0.35126,0.60635,0.40725,0.64927,0.43863,0.63807,0.32497,0.40528,0.34368,0.021873,0.27264,0.25636,0.28007,0.17678,0.1328,0.47974,-0.11681,-0.025886,-0.020953,-0.32761,0.15642,0.016066,0.04201,0.024826,0.060072,-0.024945,-0.015905,0.13625,-0.12223,-0.45037,-0.10006,-0.23852,0.03907,0.044807,0.14939,-0.12094,-0.013015,-0.26296,-0.071397,-0.26647,0.11782,-0.012,0.17995,-0.011313,0.066267,-0.056047,-0.027811,0.20305,-0.031088,0.12541,0.035235,-0.098389,-0.13158,0.10171,-0.18737,0.38008,0.18714,0.14802,0.043251,0.029759,0.14253,0.30464,0.11135,0.062199
10,0.82602,0.85409,0.79987,0.80305,0.83697,0.7808,0.83654,0.79169,0.78012,0.72052,1,0.83553,0.77267,0.76927,0.79448,0.66387,0.77738,0.75324,0.71469,0.65573,0.61777,0.76508,0.65999,0.60812,0.69818,0.67774,0.4615,0.62902,0.53615,0.537,0.47612,0.64841,0.30166,0.33202,0.21624,0.33519,0.26683,0.1786,0.12184,0.17241,0.25699,0.35236,0.055555,-0.086152,0.070462,-0.36078,-0.029778,0.15724,-0.11433,-0.035158,-0.076606,-0.12336,0.051699,0.052818,-0.1238,-0.45211,-0.17281,-0.16927,0.093543,-0.17972,0.071547,-0.06872,-0.090179,-0.30067,0.15876,-0.22002,0.22207,0.11677,0.025746,0.24286,0.092815,0.085503,-0.053136,0.069915,-0.056823,0.11953,0.092446,0.026028,-0.010663,0.14809,-0.10383,0.18257,0.29091,-0.11666,0.090639,-0.039522,0.21478,0.05761,0.075358,-0.15865
11,0.8494,0.86965,0.84319,0.84774,0.83739,0.78197,0.86593,0.82588,0.81301,0.80739,0.83553,1,0.79589,0.79229,0.79337,0.69262,0.73511,0.82363,0.75639,0.72761,0.60554,0.76971,0.73498,0.58352,0.74183,0.69997,0.34295,0.66361,0.49128,0.62682,0.3772,0.66711,0.25696,0.3586,0.35575,0.24932,0.2588,0.082198,0.14735,0.21644,0.1241,0.38328,-0.034623,-0.10471,0.05913,-0.45107,0.00049719,0.067838,-0.14612,-0.034143,0.013763,-0.07109,0.088154,0.095393,-0.10527,-0.37655,-0.10968,-0.18943,0.11223,-0.17411,-0.063761,-0.11117,0.0076969,-0.31688,0.14925,-0.1525,0.090302,0.15269,0.048703,0.071604,0.087949,0.032895,-0.069492,0.085114,-0.18892,0.068387,0.058856,0.10044,-0.16645,0.17846,-0.1316,0.30078,0.20098,0.042683,0.12792,0.11959,0.22657,0.14678,0.06554,-0.082217
12,0.74262,0.80057,0.83529,0.84889,0.82961,0.67351,0.80276,0.80477,0.74046,0.68593,0.77267,0.79589,1,0.82044,0.71791,0.65618,0.79981,0.79985,0.61061,0.73325,0.55102,0.65174,0.64723,0.48463,0.72862,0.65886,0.44582,0.57296,0.50493,0.54646,0.45864,0.45523,0.38167,0.25824,0.24659,0.31475,0.22257,0.12279,0.034324,0.12051,0.022061,0.49141,0.14132,-0.22384,0.0075443,-0.41489,-0.12159,0.035431,-0.061929,0.009193,0.0067705,-0.059608,-0.046972,0.18009,-0.2014,-0.28881,-0.12966,0.029821,-0.011108,-0.052525,-0.15365,-0.19938,-0.09436,-0.22723,0.0088827,-0.2273,0.21344,0.091824,-0.099363,0.074611,0.064207,-0.053809,-0.13186,0.018201,-0.22314,0.18271,-0.052527,0.058389,-0.19047,0.12844,-0.21317,0.42286,0.17253,-0.16061,0.07917,-0.091633,0.27971,-0.027422,0.16569,-0.1646
13,0.84784,0.88923,0.88541,0.86922,0.84936,0.77409,0.84444,0.80262,0.83954,0.75724,0.76927,0.79229,0.82044,1,0.77181,0.71539,0.75615,0.80283,0.68127,0.71751,0.64738,0.70336,0.67895,0.46245,0.71514,0.76926,0.40427,0.60904,0.5518,0.6195,0.47531,0.63016,0.49396,0.39119,0.26012,0.30889,0.24024,0.33829,0.14367,0.075371,0.10371,0.54617,0.078805,-0.098273,0.031259,-0.34568,-0.078205,0.077534,-0.0025375,0.093764,0.046313,-0.1093,0.017092,0.13081,-0.035196,-0.57645,-0.15714,-0.15237,-0.066975,-0.098446,-0.038332,-0.13198,-0.072935,-0.25764,0.056845,-0.17097,0.13134,0.064632,-0.0078437,0.16801,-0.0085489,-0.047323,-0.21589,0.091203,-0.065533,0.081506,0.082585,0.030373,-0.19293,0.07012,-0.23836,0.27595,0.042953,0.094979,-0.10774,-0.20241,0.2067,-0.039492,0.14886,-0.068044
14,0.87014,0.80259,0.87018,0.80092,0.77651,0.79614,0.81719,0.72738,0.74717,0.77762,0.79448,0.79337,0.71791,0.77181,1,0.73241,0.79181,0.68509,0.62048,0.66046,0.64521,0.67757,0.59255,0.55679,0.64441,0.71589,0.491,0.60256,0.50807,0.66402,0.64017,0.59371,0.33801,0.25256,0.33268,0.22929,0.21956,0.23186,0.2489,0.23653,0.28426,0.47973,0.13376,-0.045559,0.09763,-0.33349,0.053959,0.0076902,-0.0369,-0.016738,-0.14152,-0.037972,-0.045355,0.21968,0.0020931,-0.36822,-0.14159,-0.18875,0.059564,-0.098035,0.061505,-0.2775,-0.13617,-0.20752,0.05039,-0.20137,0.13028,0.069582,0.14134,0.22057,0.051425,0.24831,-0.066208,0.20354,-0.18564,0.16034,0.032781,-0.028242,-0.16201,0.019517,-0.22353,0.3438,0.18345,0.074125,-0.021927,-0.035354,0.35443,0.09584,0.27125,-0.0056042
15,0.70482,0.7316,0.72532,0.74129,0.7016,0.68434,0.66844,0.63534,0.69921,0.67543,0.66387,0.69262,0.65618,0.71539,0.73241,1,0.49133,0.56606,0.66511,0.56323,0.48585,0.68625,0.57202,0.49878,0.70249,0.65375,0.29227,0.52521,0.28341,0.48235,0.47733,0.43357,0.29465,0.30231,0.17174,0.28185,0.096818,0.25779,0.15045,0.10468,0.28041,0.38092,0.10121,-0.13579,-0.17167,-0.31117,-0.018672,-0.014211,-0.21365,-0.14039,0.20485,-0.060552,-0.24617,0.15774,-0.15233,-0.19382,-0.1036,-0.093018,-0.12097,-0.17037,-0.077071,-0.25728,-0.17148,-0.19351,0.041446,-0.24863,0.14777,0.073833,0.14894,0.10787,0.03799,0.039339,-0.34983,0.094912,-0.2091,0.0047868,0.0091531,0.11878,-0.18096,0.030213,-0.20807,0.35347,0.08455,0.035841,0.049572,-0.14122,0.13911,-0.09319,0.24823,-0.029973
16,0.77745,0.74646,0.78623,0.72117,0.74588,0.62213,0.77176,0.74268,0.64672,0.67752,0.77738,0.73511,0.79981,0.75615,0.79181,0.49133,1,0.69261,0.513,0.67001,0.54369,0.56316,0.65642,0.52827,0.57484,0.68266,0.35699,0.57224,0.58234,0.5369,0.56883,0.534,0.32542,0.3039,0.33492,0.17817,0.23307,0.2103,0.17372,0.2529,0.063889,0.50301,0.20266,-0.059645,0.1525,-0.36471,0.089452,0.14165,-0.028715,0.084804,-0.18345,0.014834,0.15443,0.24428,-0.065303,-0.36972,-0.10628,-0.10929,0.033588,0.010939,0.068999,-0.11408,0.026065,-0.31512,0.054134,-0.1665,0.12402,0.041269,-0.068211,0.24881,0.1042,0.022081,-0.045438,-0.0048594,-0.06431,0.11003,-0.020659,-0.086082,-0.052836,0.099281,-0.06046,0.28784,0.087279,-0.15231,0.14583,-0.049171,0.45084,0.07339,0.14844,-0.20558
17,0.77132,0.80706,0.844,0.8656,0.84432,0.74798,0.79025,0.83532,0.79249,0.65718,0.75324,0.82363,0.79985,0.80283,0.68509,0.56606,0.69261,1,0.56585,0.62249,0.64522,0.67015,0.67529,0.51749,0.66452,0.58897,0.26059,0.52853,0.56896,0.54336,0.39144,0.57593,0.40633,0.35482,0.029209,0.28121,0.2276,0.11725,0.14327,0.21177,0.00030017,0.37687,-0.054958,-0.13795,-0.052644,-0.33253,-0.036315,0.027667,-0.073526,0.038386,-0.05765,-0.032489,0.15532,0.12342,0.0029288,-0.38222,-0.065835,-0.1537,0.017006,-0.2553,-0.035478,-0.10046,-0.013333,-0.20665,0.084912,-0.079076,0.055112,0.098021,4.1548e-05,0.22846,0.058737,-0.018757,-0.036412,-0.031799,-0.075434,0.13859,0.0094498,0.11203,-0.055501,0.11577,-0.1185,0.32882,0.17102,-0.067699,0.093711,0.058497,0.29639,0.03316,0.11559,-0.011901
18,0.66968,0.76858,0.67204,0.63978,0.65756,0.64711,0.75015,0.69735,0.69971,0.65824,0.71469,0.75639,0.61061,0.68127,0.62048,0.66511,0.513,0.56585,1,0.6156,0.44668,0.74509,0.51802,0.35526,0.62716,0.61902,0.43493,0.71305,0.35109,0.56699,0.3219,0.51121,0.27591,0.17681,0.17648,0.28815,0.15513,0.065392,0.1526,0.022059,0.21287,0.47547,-0.065591,-0.12772,-0.011156,-0.31065,-0.047149,0.25986,-0.12648,0.029697,0.05226,0.064842,-0.070988,0.14773,0.011887,-0.40535,-0.16403,-0.14232,0.098781,-0.097994,0.036663,-0.10163,-0.077734,-0.35214,0.14981,-0.38523,0.1367,0.11298,0.026828,0.064575,-0.052937,-0.082579,-0.14675,0.040321,-0.20923,-0.022077,0.034068,-0.024362,-0.13307,0.12247,0.026751,0.19915,0.17597,0.02865,-0.037684,0.13051,-0.053696,0.083966,0.057957,-0.13825
