,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106
0,1,0.9042,0.85214,0.85824,0.88635,0.86327,0.83593,0.82926,0.8631,0.88232,0.8933,0.82896,0.83739,0.862,0.77667,0.79201,0.846,0.82829,0.74107,0.87235,0.7271,0.74876,0.7476,0.74233,0.74203,0.76601,0.64935,0.77773,0.54843,0.64632,0.39555,0.50753,0.4896,0.67892,0.42421,0.51963,0.33842,0.47885,0.17895,0.25951,0.21609,0.072986,0.31117,0.2962,0.1093,0.035547,-0.072945,0.045832,0.34714,0.1251,0.11426,-0.16682,-0.20362,-0.15649,-0.098229,-0.16862,-0.58328,-0.097877,-0.35736,-0.11355,-0.032773,-0.20422,-0.25392,-0.050628,-0.13214,-0.1129,-0.035287,-0.27364,0.018556,-0.046448,-0.29013,0.12506,-0.13222,-0.39262,-0.2915,0.0048555,0.036424,-0.070795,-0.035979,-0.0029428,-0.13304,-0.12066,-0.061004,-0.24706,0.18949,0.08382,0.15207,0.10032,0.0034884,0.10909,0.11399,-0.12541,0.10863,-0.13751,0.010788,0.31954,-0.080714,-0.042932,0.084745,-0.044581,0.34097,0.43257,-0.038394,-0.025137,0.11975,0.01347,-0.031712
1,0.9042,1,0.88253,0.88133,0.85895,0.83744,0.88165,0.81915,0.8213,0.89629,0.86688,0.86003,0.81075,0.86087,0.84347,0.85961,0.81272,0.83239,0.7838,0.86069,0.72436,0.79911,0.71931,0.78311,0.77884,0.66843,0.69207,0.75664,0.60436,0.61534,0.49555,0.56847,0.50999,0.6435,0.50186,0.47299,0.42553,0.52474,0.20671,0.35654,0.26182,0.037605,0.31208,0.20695,0.051667,0.040376,-0.099306,0.038027,0.26318,0.1456,0.22307,-0.062718,-0.19169,-0.26496,-0.1299,-0.15952,-0.53171,-0.063053,-0.41247,-0.099244,-0.043862,-0.25846,-0.28501,-0.068224,0.015126,-0.039659,-0.0094289,-0.24302,0.0032132,-0.065174,-0.32355,0.03062,-0.075,-0.35127,-0.29175,-0.0024466,-0.062512,0.0053849,0.0711,-0.10931,-0.060238,-0.11831,-0.15508,-0.29105,0.12659,0.034467,0.086963,0.024126,0.027642,0.18266,0.076324,-0.14136,0.057244,-0.22793,0.10707,0.27865,-0.10244,-0.089963,0.080921,-0.10356,0.27101,0.30451,-0.10171,-0.045254,0.081083,0.019542,0.011769
2,0.85214,0.88253,1,0.87451,0.82488,0.83351,0.84149,0.8328,0.75301,0.84929,0.88225,0.86705,0.73288,0.88447,0.84026,0.79358,0.81644,0.81436,0.78605,0.81722,0.76067,0.78513,0.70374,0.75587,0.70479,0.68895,0.64736,0.71003,0.57943,0.56378,0.43304,0.47805,0.56392,0.52989,0.46475,0.39571,0.35305,0.53344,0.30077,0.16203,0.31114,0.05998,0.3199,0.2476,0.1337,0.056725,-0.03582,0.086135,0.34369,0.14973,0.1773,-0.028568,-0.26786,-0.28047,-0.14679,-0.12872,-0.37803,-0.044877,-0.41004,-0.10098,-0.0034537,-0.23535,-0.25213,0.079044,-0.012626,-0.15909,0.026984,-0.29975,0.066053,0.03979,-0.33661,0.11113,-0.11168,-0.28315,-0.23106,0.053906,0.020099,-0.058427,0.12149,-0.07698,-0.08657,-0.13636,-0.18645,-0.40176,-0.013558,-0.026089,0.065491,0.13255,0.060394,0.28424,0.12954,-0.28607,0.049946,-0.21678,0.11006,0.22666,-0.18956,-0.040484,0.056784,0.027987,0.31027,0.34983,-0.1191,0.02023,0.077875,-0.0088273,0.042508
3,0.85824,0.88133,0.87451,1,0.82498,0.78507,0.88666,0.80155,0.80823,0.81162,0.84351,0.8688,0.79814,0.83878,0.82964,0.8129,0.89597,0.80976,0.75954,0.82654,0.78751,0.77873,0.71423,0.82827,0.77502,0.67111,0.69228,0.81292,0.64128,0.57746,0.36222,0.53378,0.50618,0.57915,0.40987,0.47093,0.39392,0.55018,0.19144,0.20867,0.26227,0.049511,0.25192,0.12358,0.17756,0.14457,-0.096832,0.09019,0.25171,0.071622,0.1689,-0.087513,-0.091108,-0.25329,-0.16279,-0.08783,-0.49683,0.098761,-0.41125,-0.23268,-0.066218,-0.11499,-0.2996,-0.051164,-0.071259,-0.076753,-0.010759,-0.44604,0.060961,-0.0043889,-0.33689,0.18063,-0.11542,-0.24896,-0.23256,0.028747,0.039634,0.022736,0.086731,-0.076047,-0.044854,-0.015456,-0.19469,-0.38517,-0.07191,-0.0076064,0.016842,0.024335,0.052701,0.25278,0.14909,-0.20624,0.1018,-0.23548,0.033088,0.18726,-0.1463,-0.090783,0.076531,0.12713,0.34135,0.33691,-0.053903,-0.11073,0.087544,0.00088306,0.11777
4,0.88635,0.85895,0.82488,0.82498,1,0.89003,0.80983,0.82468,0.81995,0.81701,0.87407,0.80554,0.80829,0.867,0.81989,0.78281,0.81983,0.7341,0.68197,0.85498,0.78512,0.77557,0.64989,0.68587,0.67903,0.64279,0.62928,0.82114,0.58921,0.5471,0.43012,0.49781,0.59342,0.70432,0.40579,0.47932,0.2777,0.47572,0.2152,0.14257,0.32001,0.063399,0.27407,0.28984,0.16941,0.0073698,-0.057566,0.030034,0.26025,0.10378,0.16868,-0.1984,-0.041475,-0.15745,-0.22495,-0.082027,-0.44406,-0.0093096,-0.31451,-0.093383,0.01145,-0.178,-0.19598,0.010118,-0.071485,-0.13039,-0.041159,-0.229,0.038472,-0.006697,-0.31574,-0.0019635,-0.079701,-0.30656,-0.18438,0.016449,0.071939,-0.010346,-0.012361,-0.059446,-0.087237,-0.11981,-0.064462,-0.25755,0.086486,0.034253,0.15322,0.029273,0.038818,0.0066055,0.15312,-0.18485,0.061079,-0.17614,0.16513,0.15505,-0.20971,-0.10549,0.18478,-0.065735,0.32793,0.34776,-0.0071409,-0.030406,0.15749,0.051723,0.084064
5,0.86327,0.83744,0.83351,0.78507,0.89003,1,0.80908,0.81917,0.83093,0.78806,0.82303,0.79366,0.75215,0.85698,0.82189,0.7572,0.783,0.71263,0.64111,0.81178,0.77592,0.71464,0.67491,0.67586,0.61245,0.68069,0.57906,0.74039,0.4699,0.56797,0.54875,0.57698,0.64357,0.6129,0.40119,0.43262,0.30602,0.43135,0.10887,0.19318,0.2798,0.08027,0.28088,0.18003,0.055511,-0.026349,-0.13029,-0.011844,0.23303,0.077525,0.18772,-0.18902,-0.17143,-0.20971,-0.17736,-0.046411,-0.41839,-0.065671,-0.4808,-0.096976,0.081089,-0.26546,-0.29162,-0.0087908,-0.077301,-0.1176,-0.020465,-0.22018,0.17352,-0.12596,-0.35698,-0.0038568,-0.079873,-0.29945,-0.18661,0.1313,-0.016897,-0.070894,-0.0078367,0.0073741,-0.13524,-0.10067,-0.081234,-0.32254,-0.012229,-0.060115,0.12772,0.11649,0.11474,0.039738,0.05144,-0.1098,0.053192,-0.151,0.096062,0.27096,-0.0729,-0.14527,0.11728,-0.12677,0.16973,0.43714,-0.018586,-0.054872,0.071127,0.0088117,0.011205
6,0.83593,0.88165,0.84149,0.88666,0.80983,0.80908,1,0.79746,0.75796,0.79702,0.81508,0.82997,0.77741,0.84548,0.85224,0.81373,0.84956,0.76617,0.7601,0.8124,0.78475,0.75343,0.6556,0.7547,0.68245,0.69469,0.66511,0.74059,0.71953,0.54608,0.42706,0.48919,0.49292,0.44853,0.45756,0.42237,0.43973,0.5257,0.11289,0.2203,0.25738,0.062221,0.19398,0.2207,0.13306,0.10788,-0.036832,0.016263,0.23513,0.093157,0.20712,0.016714,-0.19735,-0.28402,-0.094622,-0.043612,-0.47508,0.006151,-0.30591,-0.15744,-0.045468,-0.12261,-0.22958,-0.025244,-0.14968,-0.18286,0.039235,-0.27732,0.044266,-0.045034,-0.26418,0.10487,-0.14136,-0.2785,-0.2295,0.021092,-0.005795,-0.099299,0.016355,-0.15107,-0.08044,-0.13293,-0.12291,-0.16706,0.06305,-0.1281,0.15682,-0.076882,0.10528,0.16702,0.091939,-0.26458,0.048029,-0.14102,0.15187,0.19476,-0.22482,-0.096162,0.064621,-0.11428,0.22103,0.40527,-0.1174,-0.071502,0.060997,0.070502,0.16982
7,0.82926,0.81915,0.8328,0.80155,0.82468,0.81917,0.79746,1,0.78348,0.79833,0.82772,0.78112,0.66468,0.84278,0.79785,0.77072,0.77342,0.74588,0.70207,0.79297,0.71641,0.76505,0.65765,0.68613,0.66586,0.5854,0.57682,0.71139,0.53976,0.48806,0.45489,0.44825,0.54943,0.5544,0.41049,0.43527,0.27012,0.53788,0.17273,0.12923,0.29445,0.01416,0.37282,0.13446,0.1014,0.083298,-0.098311,0.088535,0.2798,0.14447,0.085066,-0.17085,-0.13635,-0.1646,-0.15088,-0.040073,-0.43459,-0.10016,-0.34133,-0.073001,-0.032822,-0.22823,-0.30656,0.060023,-0.12791,-0.17118,-0.10249,-0.32622,-0.031349,-0.0068074,-0.24477,-0.010688,-0.12182,-0.4533,-0.18526,-0.029363,0.053149,0.016859,0.078125,0.13376,-0.13664,-0.19629,-0.021877,-0.33475,0.11317,-0.081174,0.19993,0.084756,-0.035953,0.051929,0.094561,-0.2375,0.059721,-0.16532,0.056671,0.24889,-0.2118,-0.1392,0.10129,-0.063875,0.25611,0.32643,-0.079209,-0.11724,0.082268,0.1554,-0.032105
8,0.8631,0.8213,0.75301,0.80823,0.81995,0.83093,0.75796,0.78348,1,0.77617,0.79471,0.77457,0.6635,0.81724,0.715,0.77169,0.79786,0.75696,0.69749,0.7967,0.67268,0.69657,0.74228,0.68948,0.64423,0.6575,0.5849,0.7239,0.46962,0.6088,0.48903,0.3984,0.40657,0.59379,0.30515,0.41739,0.36917,0.44955,0.19175,0.33533,0.33892,0.11793,0.23015,0.098682,0.14123,0.068649,-0.085667,-0.049182,0.2233,0.20191,0.13899,-0.257,-0.14756,-0.26192,-0.18723,-0.20319,-0.50591,-0.039702,-0.42958,-0.3118,-0.15339,-0.20461,-0.19951,-0.01455,-0.14476,-0.052412,0.0056807,-0.22674,-0.011739,-0.27305,-0.31911,-0.013089,-0.13862,-0.24893,-0.26161,0.037859,0.066565,0.059418,0.028912,0.12893,-0.012473,-0.060173,-0.025546,-0.20722,0.064673,-0.07526,0.13603,0.1814,-0.085737,0.16231,0.17861,-0.12044,0.15168,-0.065219,0.053978,0.33541,0.047337,-0.10126,0.072459,0.037529,0.22212,0.33792,-0.027667,-0.10488,-0.0045965,-0.085485,0.06017
9,0.88232,0.89629,0.84929,0.81162,0.81701,0.78806,0.79702,0.79833,0.77617,1,0.84145,0.81741,0.74125,0.82642,0.76636,0.75903,0.77654,0.80329,0.73727,0.84626,0.7197,0.74576,0.66351,0.70779,0.75259,0.64043,0.60424,0.66124,0.56353,0.64137,0.35673,0.40087,0.47017,0.52881,0.49388,0.45271,0.3174,0.49057,0.34556,0.34085,0.3145,0.12527,0.30642,0.25074,0.16833,-0.028496,-0.18315,0.009196,0.28402,0.16183,0.20986,-0.094336,-0.23073,-0.21266,-0.078215,-0.21326,-0.53058,-0.15485,-0.37759,-0.069071,-0.056127,-0.2086,-0.20069,-0.073159,-0.061176,-0.087715,-0.076359,-0.28368,-0.038657,-0.072049,-0.26785,0.05869,-0.10442,-0.45323,-0.27692,0.10009,0.004004,-0.039902,-0.056704,-0.078286,-0.12782,-0.087701,-0.14912,-0.27732,0.096573,0.065572,0.063564,0.070286,-0.047893,0.12792,0.018728,-0.15707,0.030562,-0.19897,0.032201,0.2545,-0.03242,-0.032082,0.17445,-0.099941,0.2586,0.44392,0.086704,0.049874,0.11379,0.14297,-0.039082
