,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,1,0.68878,0.72035,0.67336,0.77285,0.7617,0.64175,0.52504,0.50828,0.58193,0.38844,0.56778,0.2952,0.27981,0.44807,0.22104,0.20732,0.48243,0.22648,0.20914,-0.041293,0.10235,-0.055423,0.11003,-0.35088,0.12094,-0.15467,-0.18985,-0.28269,-0.010433,0.091686,-0.17772,0.009941,0.078095,-0.14425,-0.13918,-0.26358,-0.25629,-0.27886,-0.071257,-0.3492,-0.13846,-0.23558,-0.20759,-0.2042,-0.19569,-0.19253,-0.32227,-0.059437,0.10157,-0.014773,-0.14922,0.036454,0.17528,-0.264,-0.012403,-0.15348,0.06299,0.00018973,0.14643,0.097318,-0.1438,0.087713,0.11447,-0.052787,-0.043715,-0.017755,-0.24968,-0.06747,0.17385,0.11669,0.13189,0.06756,0.086213,0.25813,-0.036637,0.024354,0.1379,0.37532,0.23028
1,0.68878,1,0.72384,0.74129,0.67141,0.56631,0.65842,0.48505,0.62593,0.48878,0.46317,0.44983,0.56129,0.50143,0.45958,0.23257,0.12549,0.38321,0.061424,0.047197,0.079247,0.18696,-0.09336,-0.2144,-0.28799,0.26241,-0.1606,-0.29104,-0.3051,0.0086671,-0.16385,-0.31076,0.012958,0.02172,-0.27081,-0.18506,-0.35423,-0.28748,-0.37606,0.040654,-0.23322,-0.060148,-0.21252,-0.054383,0.051213,-0.22773,-0.014547,-0.20107,0.14739,0.0072157,-0.075282,-0.04384,0.11059,0.1882,-0.40067,-0.13277,-0.14203,-0.015025,-0.0084377,0.0052399,0.099666,-0.15558,0.11974,0.12921,0.0049556,0.052969,0.06843,-0.14138,-0.25483,0.17818,0.11244,0.0625,0.2216,0.023395,0.20933,-0.085036,0.054406,0.083669,0.28019,0.29017
2,0.72035,0.72384,1,0.70907,0.75482,0.65321,0.61528,0.5566,0.61059,0.61671,0.54616,0.51038,0.38958,0.28379,0.50267,0.031632,0.035787,0.3544,0.051123,0.31583,0.086913,0.2592,-0.0067051,-0.13091,-0.48651,0.15058,-0.12823,-0.16859,-0.24528,0.17787,-0.16207,-0.22246,0.072599,-0.023665,-0.12005,-0.055467,-0.26953,-0.39476,-0.46824,-0.044153,-0.28251,-0.034747,-0.21438,-0.25972,0.022725,-0.29055,-0.0042454,-0.37492,0.050177,0.19657,-0.188,-0.011315,0.047927,0.11671,-0.038717,0.033579,-0.113,0.18877,0.044403,0.20401,0.011147,-0.15715,0.15296,0.18469,0.02671,0.011835,-0.013629,-0.014897,0.10504,0.23882,0.13836,0.065795,0.2026,0.16972,0.24555,0.029586,0.083157,0.13388,0.35396,0.25791
3,0.67336,0.74129,0.70907,1,0.79467,0.59936,0.68126,0.54884,0.48334,0.50737,0.36825,0.45092,0.45346,0.42134,0.39061,0.17768,0.15705,0.51394,-0.016098,0.25406,-0.10311,0.33226,0.10548,-0.075156,-0.23329,0.14812,0.05335,-0.14849,-0.15046,0.088965,-0.056892,-0.15362,0.073796,0.022274,-0.24605,-0.11456,-0.27453,-0.26881,-0.30756,-0.091187,-0.32137,-0.050373,-0.19574,-0.18925,-0.040569,-0.31481,-0.10917,-0.16381,0.065458,0.015611,-0.056084,0.1083,0.21579,0.19409,-0.2399,-0.062508,-0.034541,-0.1094,0.18205,0.10092,0.095007,-0.14866,-0.032995,0.072913,0.15571,0.052357,0.078268,-0.0090773,0.1138,0.2329,0.17268,0.086096,0.1848,0.31226,0.22257,0.019687,0.13715,0.050334,0.39359,0.23911
4,0.77285,0.67141,0.75482,0.79467,1,0.56792,0.59558,0.53479,0.48323,0.48107,0.35035,0.55282,0.34846,0.28805,0.39592,0.12659,0.21045,0.47443,-0.019556,0.21614,-0.084825,0.27662,-0.011327,-0.071994,-0.41763,0.049543,-0.080637,-0.21002,-0.28402,0.14359,0.0026145,-0.20055,0.14765,-0.063993,-0.20144,0.0013834,-0.18716,-0.37922,-0.25924,-0.13397,-0.25612,-0.10239,-0.28578,-0.28676,-0.04678,-0.31167,-0.098744,-0.19014,0.069925,0.11513,-0.13765,0.017442,0.13041,0.34313,-0.14496,-0.030501,-0.075967,-0.059288,0.024239,0.24031,0.017779,-0.34362,0.075318,-0.0076422,0.10245,0.058964,0.12069,-0.035645,0.19711,0.084011,-0.0062341,0.086578,0.096194,0.075891,0.26273,0.084081,0.061875,-0.015312,0.27859,0.20531
5,0.7617,0.56631,0.65321,0.59936,0.56792,1,0.71799,0.39413,0.40285,0.41537,0.38175,0.41246,0.19153,0.36809,0.40618,0.028151,-0.020823,0.4553,0.018833,0.35803,0.10179,0.062108,-0.0016178,-0.057438,-0.28597,0.18449,-0.085456,0.03032,-0.17547,-0.024027,0.012205,0.015007,0.029102,0.021399,-0.013504,-0.20456,-0.20797,-0.19232,-0.3189,-0.27601,-0.54133,-0.07438,-0.24026,-0.082851,0.041108,-0.15223,-0.095256,-0.28111,0.028305,0.1493,-0.076197,-0.048791,-0.088322,0.20928,-0.063197,-0.091096,0.031887,-0.12931,-0.074787,-0.03516,0.068338,0.0086093,-0.093308,0.10414,0.0015484,-0.17756,-0.054353,-0.18971,0.0031487,0.35102,0.058981,0.05376,0.18344,0.041139,0.24509,0.021819,-0.037967,-0.09035,0.46275,0.36949
6,0.64175,0.65842,0.61528,0.68126,0.59558,0.71799,1,0.37526,0.46548,0.50941,0.37939,0.28448,0.29052,0.40686,0.38343,0.22417,-0.0043992,0.43605,-0.096869,0.25132,-0.023226,0.028442,-0.085177,-0.11422,-0.24047,0.14143,-0.24181,-0.31209,-0.23184,0.16539,-0.0016919,-0.24775,-0.086781,-0.034439,0.070091,-0.15617,-0.43407,-0.31343,-0.33213,-0.10019,-0.32771,-0.030762,-0.23153,-0.043908,-0.050903,-0.26871,-0.059414,-0.13893,0.15121,0.06916,-0.16128,0.025153,0.12097,0.060699,-0.073653,-0.056477,-0.16902,-0.13287,0.0034177,0.08118,0.22268,-0.0062234,-0.031704,0.16014,0.02989,-0.10175,0.067726,-0.074239,0.03132,0.10498,0.0621,-0.041051,0.3161,0.070038,0.24588,-0.1095,0.21532,-0.010124,0.37894,0.23335
7,0.52504,0.48505,0.5566,0.54884,0.53479,0.39413,0.37526,1,0.3035,0.50182,0.33406,0.63464,0.31451,0.097531,0.47697,0.23934,0.04958,0.41458,0.18814,0.21095,0.082373,0.14943,0.065276,0.011695,-0.39005,0.25303,-0.22686,-0.1253,-0.20494,0.13152,-0.15431,-0.18705,0.14416,0.046485,-0.18426,-0.039889,-0.14958,-0.23015,-0.25867,-0.059799,-0.19691,-0.1201,-0.22847,-0.015361,-0.045678,-0.092818,-0.16464,-0.16301,-0.12666,0.15252,0.069166,-0.24537,0.19552,0.14954,-0.09027,0.012627,-0.16838,0.0035225,0.13791,0.37934,0.11058,-0.21452,-0.064496,-0.14555,0.057868,0.014899,0.11656,0.0056252,0.0048194,0.1381,-0.10632,-0.022197,0.29523,0.3031,0.28402,0.073423,-0.041859,0.15679,0.091861,0.24957
8,0.50828,0.62593,0.61059,0.48334,0.48323,0.40285,0.46548,0.3035,1,0.45043,0.42974,0.38465,0.51466,0.22848,0.41793,0.079027,-0.0048867,0.24382,0.25144,0.13061,0.042944,0.35138,-0.01517,-0.11593,-0.28224,0.18376,-0.045321,-0.23337,-0.023081,0.11369,-0.03394,-0.28186,-0.0075235,0.061241,0.040823,0.013834,-0.14501,-0.14934,-0.41364,0.00081923,-0.17304,0.055398,-0.21646,-0.0557,0.021956,-0.11898,0.056061,-0.18312,0.011822,0.11453,-0.0020617,-0.073242,-0.056902,0.17597,-0.19549,0.0027821,-0.18132,0.33061,0.0050573,0.13644,0.11236,-0.19805,0.1222,0.045971,-0.20705,-0.090079,0.11243,0.057986,-0.069904,0.18196,0.2415,-0.065333,0.21657,0.15341,-0.084411,-0.053413,0.33646,0.10019,0.27915,0.33957
9,0.58193,0.48878,0.61671,0.50737,0.48107,0.41537,0.50941,0.50182,0.45043,1,0.26593,0.31893,0.18773,0.027077,0.17582,0.17225,-0.072497,0.2081,0.043796,0.16501,0.069472,0.13866,0.088517,0.074597,-0.46937,0.26168,-0.16191,-0.3444,-0.21129,0.15623,-0.099956,-0.30488,0.083544,-0.079437,-0.035277,-0.03708,0.03758,-0.42114,-0.25249,0.23061,-0.11257,0.0027477,-0.23198,-0.15744,-0.063262,-0.1627,0.007218,-0.31863,0.033934,0.16939,-0.036213,-0.10603,-0.01317,-0.029826,0.033009,0.0071004,-0.042741,-0.063045,-0.08693,0.38997,0.17644,-0.072145,0.16042,0.021474,0.0097605,-0.12959,-0.015711,0.082697,-0.02296,0.093996,0.28102,-0.0032446,0.0094514,0.017489,0.09956,0.046127,0.098414,0.16675,0.33623,0.11862
