,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
0,1,0.88244,0.83274,0.8415,0.84571,0.84142,0.83884,0.84109,0.83744,0.85965,0.79223,0.80639,0.84498,0.79646,0.86274,0.77344,0.75673,0.74026,0.75608,0.73892,0.71448,0.71936,0.64832,0.62038,0.54145,0.65278,0.64142,0.59215,0.68922,0.51637,0.6134,0.50373,0.68936,0.57043,0.13397,0.30211,0.017564,0.20062,0.18315,0.073539,0.26997,-0.042715,-0.14781,-0.025615,-0.12104,0.033438,-0.35375,-0.072828,-0.19124,-0.061332,-0.3161,-0.10222,-0.099396,-0.01951,0.24075,-0.13438,-0.12061,0.20294,0.030975,0.02927,0.050817,-0.098373,-0.1662,-0.1145,0.021496,-0.031403,-0.28778,0.12665,-0.1996,-0.11132,-0.033497,-0.03745,-0.26095,-0.2296,-0.10936,0.002447,-0.082587,0.1469,-0.067024,-0.2318,0.16001,-0.1682,0.076834,0.086184,0.27657,0.2087,0.21262,-0.083552,0.021862,0.12559,0.055296,0.0091318,-0.013389,0.17307,-0.015477
1,0.88244,1,0.85025,0.85601,0.83159,0.80495,0.8707,0.8542,0.8881,0.83992,0.83334,0.83678,0.86567,0.73314,0.85487,0.81506,0.74597,0.78618,0.73128,0.73123,0.73768,0.71278,0.66027,0.66169,0.62722,0.69286,0.60474,0.59524,0.68528,0.63115,0.67951,0.57979,0.70694,0.66516,0.15033,0.45445,0.047962,0.095611,0.1375,0.096413,0.26535,0.061218,-0.010299,0.054354,-0.099717,0.055559,-0.31535,-0.046508,-0.096568,-0.14115,-0.24299,-0.1203,-0.0062402,0.040801,0.14308,-0.26159,-0.11558,0.23663,0.097779,0.091253,0.045793,-0.099759,-0.13931,0.0063546,0.023376,0.060794,-0.17062,0.19423,-0.22109,-0.20224,-0.14019,0.16372,-0.089194,-0.30248,0.011592,-0.14136,-0.051919,0.14858,-0.02141,-0.19515,0.12415,-0.1425,0.089457,-0.075042,0.1836,0.33139,0.30001,-0.044873,-0.051233,-0.0058917,0.1934,0.024933,-0.036287,0.29534,0.071955
2,0.83274,0.85025,1,0.85748,0.82841,0.77728,0.81786,0.74783,0.80198,0.80074,0.8374,0.80022,0.86882,0.83081,0.81186,0.81305,0.7022,0.69661,0.7206,0.77702,0.71226,0.70314,0.58168,0.55711,0.59813,0.62677,0.67362,0.58303,0.76078,0.62091,0.61586,0.63494,0.64902,0.66861,0.1073,0.23964,0.07079,0.18431,0.047265,0.13899,0.25089,0.12635,0.16882,-0.07975,-0.15066,0.093386,-0.31432,-0.11406,-0.032171,-0.029488,-0.1663,-0.13776,-0.055263,-0.084767,0.21276,-0.2634,-0.21756,0.1318,0.046379,0.12725,0.16187,-0.030723,-0.091903,0.044569,-0.066293,0.17948,-0.20967,0.15857,-0.20726,-0.13692,0.0097771,0.051075,-0.11651,-0.18943,0.054473,-0.16497,-0.17707,0.078951,-0.092825,-0.22099,0.22372,-0.071634,0.074465,-0.0025242,0.081124,0.14007,0.22167,-0.015951,0.011351,0.13899,0.25605,0.040916,0.066384,0.23021,-0.0011429
3,0.8415,0.85601,0.85748,1,0.8891,0.8142,0.86118,0.81015,0.86753,0.80176,0.80526,0.81611,0.88064,0.76216,0.79829,0.80287,0.77363,0.75318,0.75475,0.74282,0.70025,0.74031,0.7259,0.58574,0.66315,0.71318,0.64177,0.62182,0.74422,0.57519,0.71049,0.64248,0.74218,0.66154,0.071404,0.30463,0.29989,0.16786,0.089454,0.1535,0.21962,-0.025228,0.10702,0.040399,-0.016055,0.031861,-0.30626,0.00014341,-0.13959,-0.22047,-0.13751,-0.1937,-0.08472,0.012523,0.19969,-0.26021,-0.075553,0.1821,0.094915,0.10496,0.075216,-0.20558,-0.013097,-0.091146,0.01096,0.10527,-0.14644,0.13993,-0.22754,-0.11853,0.08271,0.17186,-0.19179,-0.21411,-0.099617,-0.26371,-0.1098,0.1622,-0.032294,-0.12032,0.18304,-0.088988,0.1336,-0.078725,0.19029,0.21237,0.38315,-0.061019,0.071406,0.044266,0.1866,0.039149,0.086911,0.23179,0.09894
4,0.84571,0.83159,0.82841,0.8891,1,0.77874,0.84107,0.78613,0.85243,0.79061,0.80516,0.82284,0.80041,0.72404,0.86143,0.75376,0.68062,0.71961,0.72919,0.71741,0.73698,0.67359,0.70076,0.60678,0.58898,0.72998,0.58785,0.51055,0.69185,0.56837,0.70447,0.63639,0.72368,0.60242,0.19344,0.2392,0.13249,0.28437,0.045193,0.089414,0.27765,0.015141,0.15329,-0.043573,-0.10988,0.09981,-0.27229,0.0061857,-0.072198,-0.092401,-0.11957,-0.23035,-0.098889,0.029769,0.32677,-0.29523,-0.06097,0.17324,0.044734,0.21222,0.12612,-0.22752,0.023374,-0.055652,-0.076697,0.04487,-0.23939,0.077292,-0.23271,-0.23354,-0.02581,0.12071,-0.15858,-0.25025,0.0051395,-0.25499,-0.077891,0.19042,0.079825,-0.24172,0.29362,-0.11424,0.10548,-0.054379,0.18916,0.16648,0.39983,-0.063894,0.090353,0.14399,0.15286,0.00042712,0.063542,0.15711,0.047476
5,0.84142,0.80495,0.77728,0.8142,0.77874,1,0.86683,0.81213,0.79421,0.75507,0.74605,0.83815,0.8383,0.73789,0.78484,0.76729,0.75776,0.74583,0.7115,0.69839,0.63179,0.73687,0.59767,0.7093,0.54958,0.62923,0.56828,0.5514,0.58749,0.51101,0.54381,0.52326,0.56947,0.59861,0.18855,0.39208,0.11212,0.26768,0.21581,0.13242,0.30975,0.08923,-0.026363,0.093485,-0.072952,0.11319,-0.14879,-0.06506,-0.26023,0.027617,-0.34847,0.028755,0.0011443,-0.021741,0.24788,-0.21011,-0.18291,0.15267,0.15061,-0.037101,-0.058872,-0.096505,-0.22309,-0.13983,-0.0844,0.03024,-0.21231,0.10032,-0.12502,-0.2059,0.052944,0.069142,-0.090266,-0.16737,-0.01291,-0.19039,-0.01885,0.18816,-0.1276,-0.18896,0.1879,-0.1076,0.1351,0.046423,0.24238,0.23129,0.37539,-0.21691,-0.043306,0.15501,0.22746,-0.012544,0.07978,0.21847,0.085338
6,0.83884,0.8707,0.81786,0.86118,0.84107,0.86683,1,0.83782,0.87716,0.77799,0.82433,0.83911,0.83635,0.72515,0.83353,0.78341,0.77972,0.74391,0.725,0.76473,0.71709,0.7929,0.63525,0.73479,0.61171,0.70493,0.64064,0.61012,0.63923,0.58758,0.68644,0.64321,0.61166,0.59835,0.20163,0.42494,0.080169,0.12576,0.236,0.15373,0.28594,0.061054,0.073089,0.1704,-0.051063,0.089601,-0.3401,5.2524e-05,-0.18593,-0.074907,-0.28432,-0.10291,-0.058177,-0.034931,0.21923,-0.24751,-0.042001,0.19748,0.02876,0.10757,0.084133,-0.097357,-0.090377,-0.10711,0.048037,0.04616,-0.098254,0.14437,-0.25098,-0.19107,-0.05041,0.036869,-0.17691,-0.28113,-0.16606,-0.19936,-0.029904,0.20583,-0.15692,-0.15476,0.2597,-0.10763,0.24654,-0.15689,0.27428,0.28007,0.35094,-0.075798,0.11781,0.12513,0.19763,0.13402,0.083283,0.14831,0.013058
7,0.84109,0.8542,0.74783,0.81015,0.78613,0.81213,0.83782,1,0.80464,0.78543,0.79634,0.77063,0.87799,0.80936,0.84251,0.79643,0.68829,0.74333,0.69983,0.68252,0.68027,0.70806,0.59811,0.55103,0.63557,0.62922,0.62426,0.44119,0.65076,0.44019,0.62,0.47505,0.59633,0.50325,0.14238,0.34538,0.072087,0.11764,0.034457,0.12615,0.22821,-0.013277,-0.036429,0.10502,-0.066925,0.18525,-0.24268,-0.10952,-0.23317,-0.17761,-0.28449,-0.19603,-0.1038,-0.04243,0.1227,-0.10417,-0.11092,0.17869,0.018077,-0.0042333,-0.047314,-0.14013,-0.079439,0.016549,0.10042,0.0052264,-0.25615,0.11767,-0.2008,-0.38257,-0.030692,0.12805,-0.2183,-0.24937,0.0059908,-0.042189,-0.090884,0.095032,-0.05979,-0.15623,0.15268,-0.10732,0.14631,-0.064778,0.33362,0.32536,0.25799,-0.14359,-0.056962,-0.047353,0.080524,0.017829,0.022275,0.21904,0.07481
8,0.83744,0.8881,0.80198,0.86753,0.85243,0.79421,0.87716,0.80464,1,0.75058,0.80689,0.7998,0.82919,0.71176,0.77473,0.68134,0.78594,0.78074,0.77567,0.69872,0.67949,0.76919,0.68733,0.68881,0.58907,0.68114,0.53664,0.61513,0.61114,0.57293,0.6117,0.62499,0.66151,0.61502,0.052431,0.38231,0.088746,0.15426,0.059549,0.17872,0.32488,-0.10145,0.15499,-0.01772,-0.16478,0.013997,-0.3368,-0.11046,-0.068406,-0.11152,-0.26665,-0.2163,-0.1113,-0.069566,0.26636,-0.30285,-0.0404,0.24303,0.13915,0.18958,0.040467,-0.12437,-0.19166,-0.068683,-0.05527,-0.045683,-0.10871,0.11136,-0.22602,-0.10928,-0.026645,0.014787,-0.10798,-0.32342,-0.065917,-0.18503,-0.077086,0.10759,0.079999,-0.14653,0.19207,-0.22217,0.15706,-0.034188,0.2095,0.25941,0.37128,-0.023349,-0.016263,0.042301,0.1054,0.03264,-0.025928,0.13539,0.018869
9,0.85965,0.83992,0.80074,0.80176,0.79061,0.75507,0.77799,0.78543,0.75058,1,0.73912,0.77773,0.77625,0.76988,0.82568,0.78798,0.62968,0.75093,0.66999,0.85633,0.7538,0.63752,0.57135,0.56639,0.67598,0.72077,0.60031,0.61883,0.65362,0.47859,0.62599,0.39969,0.64646,0.52783,0.11924,0.27129,0.074949,0.17885,0.23858,0.11664,0.19972,-0.020058,-0.047432,0.11707,-0.12667,0.12356,-0.4505,-0.19687,-0.3086,-0.13416,-0.19634,-0.1192,-0.0079824,-0.019051,0.16985,-0.15427,-0.13765,0.1687,0.083017,0.141,0.060376,-0.12853,-0.030954,0.011192,-0.014671,0.071334,-0.22657,-0.05049,-0.19257,-0.038672,-0.10154,0.080555,-0.10114,-0.11921,-0.00024011,-0.034855,-0.025771,0.18219,-0.064287,-0.12888,0.21349,-0.073802,-0.06626,0.044874,0.21079,0.27866,0.12748,-0.12991,0.015411,0.055599,0.083057,0.0892,0.036217,0.26827,0.045408
