,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,1,0.80734,0.76502,0.79229,0.88399,0.69476,0.7772,0.76229,0.68836,0.73347,0.75471,0.61357,0.52433,0.67736,0.61899,0.56288,0.36186,0.4126,0.216,0.44191,0.032449,-0.048601,-0.058857,0.0067879,-0.12126,0.05363,-0.074898,-0.37628,-0.21711,0.018849,-0.252,-0.31587,-0.35411,-0.41872,-0.36714,-0.38246,-0.30653,-0.25922,-0.16316,-0.35198,-0.33866,-0.22398,-0.36222,-0.13481,-0.37106,-0.32603,-0.34726,-0.054298,-0.40268,-0.156,-0.197,-0.30938,-0.24469,-0.070006,-0.30214,-0.21006,-0.21756,-0.14747,-0.10744,-0.03656,-0.1614,-0.11189,-0.16457,-0.14853,0.045123,0.061973,0.088966,0.064076,0.20073,-0.099606,-0.29185,-0.12046,0.037471,-0.065346,-0.011736,-0.019312,0.12836,0.19073,-0.061036,0.022175,0.097926,-0.084754,-0.28172,-0.03094,-0.15722,-0.14592,-0.17399,0.23232,0.26632,0.21232,0.29126,0.41344,0.03252,0.31995,0.4041,-0.087223,0.31565,-0.072352,-0.051468,0.045736
1,0.80734,1,0.79466,0.78828,0.84484,0.71094,0.78565,0.74618,0.69769,0.75119,0.68392,0.61342,0.58655,0.58713,0.51291,0.50481,0.29781,0.44294,0.24994,0.39051,0.22071,0.049315,-0.017768,-0.13877,-0.13985,0.2832,-0.12328,-0.16593,-0.2021,0.051751,-0.32443,-0.15274,-0.23052,-0.31296,-0.29744,-0.40839,-0.25229,-0.2467,-0.20869,-0.43986,-0.30035,-0.2143,-0.33804,-0.14539,-0.28995,-0.35526,-0.44584,-0.10295,-0.3615,-0.012904,-0.024247,-0.15747,-0.13103,-0.17303,-0.35778,-0.2409,-0.10279,-0.16195,-0.15339,-0.1057,0.0094814,-0.027951,-0.04182,-0.037072,-0.20833,-0.037537,0.039613,0.00066738,0.22797,0.13028,-0.028114,-0.10697,-0.015575,-0.13292,-0.013038,0.17166,0.01954,0.2431,-0.116,-0.004631,0.05728,-0.080957,-0.17083,-0.050331,-0.18795,0.037618,-0.00028025,0.22524,0.23827,0.099609,0.2742,0.37033,-0.090169,0.31946,0.26151,-0.024683,0.35897,-0.099569,-0.091229,-0.13503
2,0.76502,0.79466,1,0.78109,0.8013,0.70063,0.72593,0.77551,0.78239,0.73361,0.75087,0.61172,0.39842,0.67807,0.44164,0.40202,0.35659,0.50033,0.3521,0.38081,0.20526,-0.042419,-0.00038936,0.033289,-0.16605,0.061593,0.026818,-0.38614,-0.11284,-0.07039,-0.18392,-0.19339,-0.24709,-0.392,-0.30403,-0.286,-0.21409,-0.10672,-0.063096,-0.29833,-0.22392,-0.22716,-0.40386,-0.23535,-0.2708,-0.20622,-0.14312,-0.12581,-0.44356,-0.075787,-0.089613,-0.28777,-0.15369,0.088949,-0.1933,-0.11233,-0.068891,-0.105,0.047418,-0.13648,0.091097,0.19674,-0.032175,0.039709,-0.063986,-0.12695,-0.0058996,-0.043991,0.15924,-0.028076,-0.044419,-0.18649,-0.13339,-0.043562,0.091099,0.058313,0.085411,0.10119,-0.011683,-0.00052465,-0.025039,-0.11465,-0.17913,0.067036,-0.14915,-0.047794,-0.042003,0.049604,0.32409,0.20921,0.22469,0.22965,0.051797,0.26969,0.26555,-0.077912,0.35174,0.045898,-0.087016,0.10666
3,0.79229,0.78828,0.78109,1,0.80004,0.68876,0.72474,0.75123,0.69509,0.67517,0.71107,0.6298,0.41567,0.59862,0.55453,0.48674,0.45384,0.4232,0.23238,0.45273,0.018126,-0.092202,-0.027468,0.070661,0.026808,0.3015,-0.051205,-0.38188,-0.14816,-0.13704,-0.22892,-0.26654,-0.29657,-0.37533,-0.2118,-0.35615,-0.14224,-0.20626,-0.14921,-0.39917,-0.32581,-0.18977,-0.37103,-0.11898,-0.29218,-0.20078,-0.18528,-0.11268,-0.36899,-0.18399,-0.06614,-0.35531,-0.16207,0.088749,-0.36473,-0.1753,0.039837,-0.046173,-0.13905,-0.04875,-0.1237,0.068615,-0.20232,-0.091186,-0.08895,-0.019037,0.12561,-0.038678,0.12972,0.094239,-0.14475,-0.15148,0.014213,-0.0070273,-0.0474,0.076162,-0.051873,0.15256,-0.10165,0.011459,0.14963,-0.22773,-0.18562,-0.0031553,0.0053533,-0.089531,-0.059491,0.053514,0.19416,0.19833,0.24837,0.29116,0.10036,0.2452,0.23356,8.212e-05,0.33087,-0.1448,-0.045507,-0.11625
4,0.88399,0.84484,0.8013,0.80004,1,0.76064,0.82746,0.78284,0.79075,0.7471,0.70921,0.72785,0.49504,0.71622,0.64951,0.47746,0.47394,0.43724,0.23261,0.4834,0.087561,-0.0056798,-0.053956,-0.040142,-0.12387,0.090282,-0.0038626,-0.32478,-0.18071,0.022508,-0.25881,-0.27541,-0.29257,-0.36886,-0.37438,-0.349,-0.31724,-0.23561,-0.17668,-0.33394,-0.37777,-0.1884,-0.40276,-0.30402,-0.32779,-0.33127,-0.2966,-0.023458,-0.42432,-0.15364,-0.14684,-0.34475,-0.16695,-0.13943,-0.30154,-0.18439,-0.14883,-0.086113,-0.027887,-0.03954,-0.0057281,-0.0071094,-0.15262,-0.10252,-0.052061,0.09607,0.02966,0.060631,0.2308,0.05046,-0.13773,-0.0044834,-0.01267,-0.089352,0.048867,0.098755,0.063463,0.21155,-0.091265,0.075295,0.025547,0.046187,-0.25163,3.4252e-05,-0.079329,-0.10677,-0.10123,0.1866,0.34639,0.14419,0.31181,0.26954,0.063261,0.40276,0.36735,-0.12203,0.33191,-0.030887,0.05798,-0.011203
5,0.69476,0.71094,0.70063,0.68876,0.76064,1,0.66896,0.7437,0.61147,0.57461,0.71955,0.48283,0.44412,0.57379,0.36189,0.29019,0.36748,0.34507,0.16922,0.39242,0.12174,0.02139,-0.12,0.085163,0.053212,0.21472,-0.094936,-0.26596,-0.13888,-0.062578,-0.11959,-0.30017,-0.29458,-0.35108,-0.3961,-0.44536,-0.12575,-0.18366,-0.029512,-0.29884,-0.16295,-0.16658,-0.3392,-0.30117,-0.27618,-0.15168,-0.27828,-0.10213,-0.20127,-0.086524,-0.21888,-0.17483,-0.1739,-0.046155,-0.3711,-0.15041,0.047979,-0.22661,0.12775,-0.029913,0.040677,-0.0072051,-0.070997,0.021263,-0.16809,-0.010456,-0.02842,0.14581,0.06517,-0.024877,0.076116,-0.070914,-0.038448,-0.10144,0.0059804,0.010438,-0.12823,0.10301,-0.24956,-0.032639,-0.10573,0.027915,-0.22811,-0.084919,-0.045687,-0.15145,0.061346,0.11984,0.33016,0.23714,0.35669,0.45009,0.014665,0.25261,0.32771,-0.026303,0.29949,-0.070194,0.06262,-0.070501
6,0.7772,0.78565,0.72593,0.72474,0.82746,0.66896,1,0.75338,0.71407,0.62372,0.63532,0.64759,0.46741,0.63926,0.5588,0.50893,0.31956,0.33618,0.16928,0.51381,0.026925,0.037304,-0.20026,-0.084168,-0.018717,0.065298,-0.030949,-0.30462,-0.16224,0.08766,-0.22468,-0.23785,-0.22232,-0.37815,-0.15021,-0.48922,-0.23451,-0.21077,-0.28529,-0.47229,-0.30086,-0.11829,-0.34214,-0.27814,-0.49678,-0.27705,-0.32895,0.12587,-0.46881,-0.17117,-0.10051,-0.40444,-0.16999,-0.22487,-0.35427,-0.13407,-0.15959,-0.090791,-0.22741,-0.042579,0.071572,-0.078803,-0.20033,-0.089303,-0.064142,0.036872,0.072498,-0.082495,0.13384,0.095636,-0.059931,0.058575,-0.043733,-0.085349,0.12501,-0.12433,0.11203,0.26097,-0.079102,0.17033,0.10117,0.015451,-0.07014,0.060692,-0.041009,-0.086194,0.062461,0.13065,0.25799,0.11147,0.15851,0.22607,0.15743,0.34749,0.14042,-0.096596,0.34141,-0.038637,-0.116,-0.049638
7,0.76229,0.74618,0.77551,0.75123,0.78284,0.7437,0.75338,1,0.72024,0.6897,0.66185,0.62068,0.38747,0.64699,0.542,0.3182,0.35354,0.36656,0.27949,0.46087,0.17258,-0.0043179,-0.1383,0.037317,-0.07852,0.16703,-0.23389,-0.32367,-0.1812,-0.19201,-0.21765,-0.28117,-0.21922,-0.43818,-0.28775,-0.44824,-0.16324,-0.19813,-0.032555,-0.37977,-0.19175,-0.19002,-0.43049,-0.2419,-0.28001,-0.28442,-0.28936,-0.12972,-0.28791,-0.26491,-0.17935,-0.40342,-0.1618,-0.031213,-0.41284,-0.091309,0.00065,0.056444,-0.039665,-0.010688,0.15314,0.065686,-0.035807,0.069922,0.0039927,0.075368,-0.019728,0.10683,0.069845,0.025634,-0.064911,-0.12155,0.031575,0.012365,0.18001,0.027735,-0.13428,0.18671,0.014974,-0.081577,-0.024783,-0.14131,-0.20381,-0.050451,-0.020172,-0.080897,0.029367,0.15489,0.26142,0.040301,0.25229,0.1847,0.024536,0.41859,0.16474,-0.013936,0.41062,-0.020617,-0.065878,0.05363
8,0.68836,0.69769,0.78239,0.69509,0.79075,0.61147,0.71407,0.72024,1,0.73492,0.50738,0.61512,0.25012,0.53679,0.4754,0.49301,0.42381,0.41587,0.30083,0.45481,0.15565,0.093203,-0.010289,-0.069865,-0.1721,0.050534,-0.0558,-0.38374,-0.1517,-0.021142,-0.084444,-0.21826,-0.054125,-0.39348,-0.20215,-0.37591,-0.23254,-0.067553,-0.032799,-0.18876,-0.20455,-0.14804,-0.38023,-0.19021,-0.33933,-0.18159,-0.098959,-0.1276,-0.41431,-0.061112,0.0866,-0.41064,0.032095,0.040123,-0.18424,-0.08965,-0.1431,-0.096314,-0.081529,0.06546,0.055158,0.19947,-0.032405,-0.015328,0.17536,0.12888,0.043933,0.018239,0.11025,0.054412,0.01017,0.043924,-0.13216,-0.05412,0.17252,0.065057,0.030163,-0.022236,0.058415,0.2457,0.02444,0.012924,-0.13063,0.18274,0.015904,0.026802,-0.019498,0.13456,0.3396,0.13849,0.27957,0.056496,-0.073574,0.36532,0.2925,-0.086754,0.37356,0.2038,0.051107,-0.03348
9,0.73347,0.75119,0.73361,0.67517,0.7471,0.57461,0.62372,0.6897,0.73492,1,0.56284,0.57597,0.48665,0.6746,0.43534,0.4865,0.31295,0.33396,0.37574,0.43374,0.12205,-0.0027412,0.011852,-0.03822,-0.064425,0.15833,-0.22901,-0.36113,-0.067612,-0.17924,-0.12274,-0.19469,-0.36537,-0.36644,-0.25849,-0.48658,-0.24066,-0.18732,-0.13635,-0.34421,-0.27905,-0.25049,-0.28768,-0.22596,-0.38299,-0.33606,-0.39217,-0.18873,-0.27851,-0.022595,0.1167,-0.31301,0.017467,-0.091569,-0.30468,-0.00030543,-0.16433,-0.051166,-0.12614,0.12932,0.061987,0.18709,0.057435,-0.082989,-0.11347,-0.044853,0.020288,0.10779,0.034332,-0.020907,-0.0035305,0.0077155,-0.042289,-0.18152,0.18748,0.0074392,0.051265,0.22747,0.12196,-0.040245,0.10788,-0.031313,-0.38434,0.09311,-0.069065,-0.10353,0.0041628,0.23663,0.24589,0.14413,0.38176,0.37399,-0.065172,0.19089,0.30841,-0.0083629,0.28132,-0.12242,0.018319,0.12978
