,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
20,-0.11701,0.20039,0.081544,-0.17299,-0.0014225,0.37814,-0.021059,0.20832,-0.19685,0.091964,-0.060947,0.22668,0.32329,-0.062031,0.099472,-0.341,0.019183,0.13837,-0.048529,-0.11103,1,-0.13027,-0.015524,0.099873,0.0048736,-0.098901,0.18121,0.17349,-0.036689,0.19414,-0.040904,0.1418,-0.13333,-0.095842,-0.043951,-0.09213,0.25974,0.28893,-0.099753,-0.012299,0.082719,0.014348,-0.10684,-0.11517,0.22356,-0.086085,0.0078908,-0.10662,-0.34802,-0.068239,0.070251,-0.23126,-0.020318,-0.0051504,-0.20629,-0.031014,0.005397,0.091142,0.064172,0.028405,0.17035,-0.19341,0.067948
21,0.078019,0.24106,0.016972,-0.039386,0.29778,-0.032181,0.038007,-0.080965,0.2913,0.37322,0.13932,0.25633,0.5534,0.013428,0.24014,0.24156,0.30984,0.016835,0.20463,0.1153,-0.13027,1,0.18271,0.034187,0.23932,0.12476,0.41116,-0.055278,-0.18836,0.055176,-0.0026153,0.11375,0.075759,0.21829,-0.1218,0.11664,-0.13942,0.13758,0.10966,-0.12762,-0.04216,-0.18415,0.018053,0.077447,-0.14692,0.15829,-0.011293,-0.019763,-0.10463,0.058045,-0.019003,0.11177,-0.10825,0.41318,0.044464,-0.17919,0.1845,-0.3329,-0.068439,-0.038392,-0.0021476,-0.021001,0.0057865
22,0.207,0.18072,0.13643,0.39556,0.22965,0.31511,0.32406,0.28285,0.31863,0.2553,-0.13507,0.25248,0.24177,0.19323,0.13726,0.39742,0.41361,0.29818,0.29834,0.19167,-0.015524,0.18271,1,0.075742,0.36105,0.33416,0.44667,-0.046649,0.21007,0.27245,0.12506,0.051053,-0.076287,0.30426,0.038101,0.032185,0.049568,0.13912,0.2543,-0.096415,0.0096141,-0.0090404,0.11728,0.16698,0.020863,0.054428,0.022178,0.10434,0.12115,0.10485,0.028939,0.099512,0.085395,-0.16477,-0.32836,-0.011084,0.20895,-0.067339,-0.05221,-0.057693,0.14557,0.20136,-0.00028014
23,0.35561,0.2186,0.17742,0.22228,0.44066,0.24063,0.1024,0.32303,0.32653,0.21598,0.040204,0.38961,0.18527,0.35244,0.33723,-0.074494,0.17362,0.085914,0.15169,0.25523,0.099873,0.034187,0.075742,1,0.12309,0.062192,0.15722,0.053863,0.21003,0.36984,0.32242,0.1107,0.37422,0.14931,-0.097166,0.42259,0.1121,0.0826,0.15221,0.25202,0.15529,-0.025106,0.015957,-0.064426,0.05476,0.34242,-0.25196,0.049476,-0.13712,-0.056723,0.084531,0.11607,-0.044393,0.26632,0.16719,0.0028647,-0.042303,-0.069583,-0.18736,0.15921,-0.17427,-0.34095,-0.019853
24,0.12196,0.19327,-0.17402,-0.01121,0.22826,0.18916,0.17526,0.28661,0.12603,0.29988,-0.10826,0.34506,0.22847,0.14143,0.23943,0.016228,0.3075,0.16555,0.24387,0.12414,0.0048736,0.23932,0.36105,0.12309,1,0.24096,0.34633,0.082254,0.18541,0.32044,0.056675,0.11168,0.08466,0.29597,-0.15416,0.13701,0.00053288,-0.011091,0.10888,0.20055,0.33574,-0.15902,0.24663,-0.20123,-0.15613,0.065687,-0.13619,-0.21134,0.037577,0.0092674,0.079197,-0.19709,-0.17675,-0.09774,-0.19602,-0.14724,0.21052,0.070238,-0.011914,-0.10668,0.078529,-0.048276,-0.28997
25,0.19472,0.16905,0.25347,0.33783,-0.022045,0.23713,0.055171,-0.036884,0.20768,0.24327,0.17913,0.11777,0.10474,0.14744,0.035552,0.24734,0.21984,-0.0010801,0.075271,0.17753,-0.098901,0.12476,0.33416,0.062192,0.24096,1,0.32641,-0.0016714,0.08262,0.30814,0.19713,0.025134,-0.092798,0.38197,0.14569,-0.18736,-0.030834,0.03972,0.099013,-0.0064931,-0.11116,0.042714,0.033207,0.090752,0.011683,0.016258,-0.0037388,0.14732,0.25873,0.20341,0.16201,0.14356,-0.059204,-0.016566,0.11887,0.17565,0.074908,0.0060271,-0.058367,0.044879,-0.16585,-0.16323,0.038869
26,0.29047,0.34967,0.35194,0.38755,0.21448,0.33132,-0.06605,0.11502,0.12061,0.27062,0.078255,0.30833,0.41406,0.18678,0.14423,0.25829,0.29898,0.14219,0.3336,-0.097333,0.18121,0.41116,0.44667,0.15722,0.34633,0.32641,1,0.137,-0.048904,0.27663,0.024761,0.19222,0.057699,0.20693,0.03206,0.262,0.12952,0.18471,0.07397,0.096474,0.17686,-0.20179,0.058761,0.017834,-0.01353,0.025772,-0.062413,0.01859,-0.1496,0.01099,0.14726,-0.071864,0.00028709,0.10648,-0.1832,-0.12481,0.04183,-0.25448,-0.085077,0.015229,0.12338,-0.026329,-0.077317
27,-0.10086,-0.00063575,-0.15867,-0.1608,-0.03164,0.1415,-0.34268,0.076712,0.16299,0.16861,0.075372,0.30331,0.064295,0.10281,0.066175,0.0065385,-0.010806,0.17636,-0.12416,-0.10944,0.17349,-0.055278,-0.046649,0.053863,0.082254,-0.0016714,0.137,1,0.095546,0.15617,0.02092,0.19014,-0.053755,0.069997,-0.0052727,0.068255,-0.11149,0.031387,-0.19042,0.064533,-0.026941,-0.18454,-0.13701,-0.10571,0.14184,-0.013754,0.014205,-0.077029,-0.046368,0.074345,-0.10897,-0.053249,0.016571,0.046877,-0.032578,-0.045645,0.26111,-0.11966,-0.06345,-0.2555,0.19633,0.10615,0.085701
28,0.3099,0.066018,-0.081371,-0.0059693,0.14981,0.22801,0.18534,0.2896,0.22997,0.18566,0.10153,0.049689,-0.0037039,0.067675,-0.045114,-0.14575,0.20261,0.12437,-0.092962,0.1821,-0.036689,-0.18836,0.21007,0.21003,0.18541,0.08262,-0.048904,0.095546,1,0.26541,0.18333,0.17113,0.17856,0.079124,-0.082419,0.018906,0.26252,-0.036362,0.10895,-0.092756,0.13979,0.02178,0.08251,-0.071822,0.23625,0.15478,0.057624,0.2468,0.23521,0.16229,0.066911,0.063042,-0.011134,-0.060376,-0.14578,0.29432,-0.084744,0.17438,-0.12368,-0.14049,0.31637,-0.11384,0.2325
29,0.20238,0.23841,0.39801,0.10593,0.24048,0.31956,0.090675,0.27544,-0.037322,0.24387,0.042122,0.19756,0.16225,0.38343,0.024871,-0.077556,0.24335,0.37659,0.40341,0.21927,0.19414,0.055176,0.27245,0.36984,0.32044,0.30814,0.27663,0.15617,0.26541,1,0.26451,0.13319,0.18115,0.23565,-0.017711,0.12051,0.15175,0.10893,-0.0045167,-0.037558,0.059477,0.16307,0.12792,-0.12713,-0.021368,-0.010887,0.14868,0.047411,-0.11555,0.11328,0.012492,0.16415,-0.052644,-0.21576,0.027544,0.15779,0.078894,-0.19132,-0.23749,-0.059153,0.067096,-0.073378,0.0017651
30,-0.028253,0.039917,0.19856,0.04666,0.0040787,0.089062,-0.16358,0.16877,0.22982,0.44132,-0.08786,0.067114,0.027715,0.11694,0.16342,-0.0098391,0.073347,0.042238,0.131,-0.17213,-0.040904,-0.0026153,0.12506,0.32242,0.056675,0.19713,0.024761,0.02092,0.18333,0.26451,1,0.02865,0.2374,0.043618,0.027291,0.074895,-0.057957,-0.31877,0.20417,-0.0026527,-0.22378,0.27075,-0.14592,-0.1355,-0.032395,0.043094,-0.0050408,-0.095286,-0.11926,-0.013194,0.069164,-0.10809,-0.087753,-0.15138,0.20876,-0.17141,-0.038797,0.0030898,-0.037665,0.20903,-0.21826,-0.19809,-0.17687
31,0.16262,0.060123,-0.12857,-0.048101,-0.012062,0.21122,0.082345,0.086123,0.059655,-0.020905,0.11777,0.14012,-0.055976,-0.081748,-0.0079437,0.16112,-0.037061,0.12697,-0.0565,0.025513,0.1418,0.11375,0.051053,0.1107,0.11168,0.025134,0.19222,0.19014,0.17113,0.13319,0.02865,1,0.0094703,-0.11532,-0.11771,-0.040203,-0.062652,0.001036,-0.071776,-0.22574,0.17766,-0.21007,-0.16099,0.1563,-0.14112,0.075594,0.24565,0.097557,0.036399,0.14726,0.15364,-0.13411,-0.38682,0.2879,-0.17457,0.0083353,0.28332,0.041516,0.10635,-0.31989,0.079017,-0.19659,0.00025407
32,0.11585,0.48653,0.10896,0.075955,0.25407,-0.012025,0.17244,0.12069,0.027378,0.14453,-0.095521,0.14595,0.0088968,-0.007952,0.051994,-0.080645,-0.0057398,0.043629,0.094426,0.028725,-0.13333,0.075759,-0.076287,0.37422,0.08466,-0.092798,0.057699,-0.053755,0.17856,0.18115,0.2374,0.0094703,1,0.10527,-0.047807,0.27025,-0.18636,-0.41113,0.11085,0.31719,0.10521,0.017508,0.13349,-0.086013,-0.24064,0.029662,-0.016506,0.16043,-0.12194,0.13289,0.070322,0.0074086,0.1182,0.032812,0.10722,0.061549,-0.16562,-0.2101,-0.093168,0.25872,-0.017757,-0.03868,0.078797
33,0.115,0.023156,0.12314,0.16165,0.25533,0.14515,0.19878,-0.051304,0.10613,0.15419,-0.2359,0.10673,0.10184,0.3257,-0.029581,0.22876,0.31555,0.038457,-0.090163,0.27036,-0.095842,0.21829,0.30426,0.14931,0.29597,0.38197,0.20693,0.069997,0.079124,0.23565,0.043618,-0.11532,0.10527,1,-0.10759,-0.021047,0.0059598,-6.1098e-05,0.16748,0.31313,0.013977,0.081046,0.12915,-0.068797,-0.042349,-0.058529,-0.057117,-0.030768,0.2152,0.094359,0.12247,-0.068357,-0.060279,-0.042731,0.24787,-0.074868,-0.11133,0.033421,0.078736,0.19641,0.13295,-0.054423,0.12363
34,0.059276,0.079736,0.21778,0.058608,0.030182,0.20437,0.037888,-0.0899,0.14181,-0.13195,0.12503,0.027014,-0.003172,0.10023,0.01676,0.24551,0.15716,0.22097,0.097425,0.071236,-0.043951,-0.1218,0.038101,-0.097166,-0.15416,0.14569,0.03206,-0.0052727,-0.082419,-0.017711,0.027291,-0.11771,-0.047807,-0.10759,1,0.11382,0.10051,-0.096377,0.11485,-0.051115,0.13804,0.13658,0.22747,0.037439,-0.020705,-0.11091,0.038922,0.0052335,-0.16213,-0.14715,-0.35142,0.13984,0.12475,-0.087565,0.01286,0.001115,-0.045725,-0.079899,-0.13775,0.19388,-0.28416,-0.021125,-0.19691
35,0.19202,0.18038,0.053955,0.16442,0.36134,0.16246,-0.067818,0.13494,0.2607,0.11632,-0.1061,0.14191,0.15465,0.41029,0.24492,0.048588,0.14441,0.023632,0.14336,0.23689,-0.09213,0.11664,0.032185,0.42259,0.13701,-0.18736,0.262,0.068255,0.018906,0.12051,0.074895,-0.040203,0.27025,-0.021047,0.11382,1,0.10536,0.27861,0.097306,0.1511,0.45415,-0.35795,-0.079729,-0.097279,-0.33799,0.13712,-0.01729,-0.13753,-0.12056,0.052139,-0.22762,-0.04416,0.050475,-0.11023,-0.018007,-0.23089,0.13042,-0.29995,-0.039803,0.10923,-0.20093,-0.039454,-0.1206
36,0.18916,-0.075753,0.10151,0.073871,0.21205,0.039618,0.12423,0.10483,0.07343,-0.12265,0.023912,-0.043494,0.086292,0.022151,-0.086493,-0.061654,0.04786,-0.030367,-0.011122,0.19733,0.25974,-0.13942,0.049568,0.1121,0.00053288,-0.030834,0.12952,-0.11149,0.26252,0.15175,-0.057957,-0.062652,-0.18636,0.0059598,0.10051,0.10536,1,0.30292,0.38237,-0.030033,0.2497,0.075985,0.28983,-0.27857,0.286,0.10919,0.0077465,-0.020737,-0.085643,-0.10276,0.030544,0.20831,0.32083,0.038066,-0.02792,0.092729,0.037504,0.11538,-0.015493,0.18509,0.15015,-0.24869,-0.040119
37,0.15524,-0.01361,0.097236,0.22207,0.35708,0.26629,0.10042,0.16595,0.10334,0.050703,0.25413,-0.066641,0.27433,0.26399,0.21186,0.06509,0.34386,0.14808,0.11166,0.37464,0.28893,0.13758,0.13912,0.0826,-0.011091,0.03972,0.18471,0.031387,-0.036362,0.10893,-0.31877,0.001036,-0.41113,-6.1098e-05,-0.096377,0.27861,0.30292,1,-0.18829,-0.18276,0.15119,-0.17878,-0.20824,0.064441,0.003016,-0.099579,0.070421,-0.13028,-0.095243,-0.041614,-0.09676,0.095033,0.15229,-0.019541,-0.22463,-0.095715,0.24449,-0.0050412,0.049675,-0.12387,0.021351,0.14867,0.15968
38,0.019455,0.15078,0.1244,0.1561,0.09377,-0.23867,0.12219,-0.11989,0.20725,-0.092623,-0.28419,0.24519,-0.074537,-0.0028566,0.039822,0.19279,0.065122,0.027622,0.17026,0.10743,-0.099753,0.10966,0.2543,0.15221,0.10888,0.099013,0.07397,-0.19042,0.10895,-0.0045167,0.20417,-0.071776,0.11085,0.16748,0.11485,0.097306,0.38237,-0.18829,1,0.24565,0.082097,0.028057,0.18474,0.080253,0.078819,0.10743,-0.16072,-0.010799,0.033691,-0.020933,0.32105,0.23291,0.11506,0.062185,0.19667,-0.039418,0.047736,-0.095954,-0.056929,0.17991,-0.2285,-0.059162,-0.046404
39,0.061774,0.1189,0.18387,0.13146,0.04052,0.058954,-0.014747,-0.20029,-0.078489,-0.12834,-0.40892,0.002114,0.096918,0.17395,0.18664,0.15514,-0.087827,-0.007292,-0.053569,0.0080082,-0.012299,-0.12762,-0.096415,0.25202,0.20055,-0.0064931,0.096474,0.064533,-0.092756,-0.037558,-0.0026527,-0.22574,0.31719,0.31313,-0.051115,0.1511,-0.030033,-0.18276,0.24565,1,0.10903,-0.06468,-0.10447,-0.16763,-0.19184,-0.064478,-0.10783,-0.25365,0.094086,0.016402,0.31175,-0.081234,0.098175,-0.12339,0.030656,-0.0026319,-0.30204,-0.030389,-0.016477,0.16334,-0.10811,0.13293,0.024757
