,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
20,-0.16616,-0.086354,-0.1844,0.2364,0.10032,-0.067208,0.030646,0.11204,0.04012,0.36833,0.26552,0.29492,0.21832,0.30472,0.28183,0.24207,0.28729,0.23844,0.33445,0.35693,1,0.27354,0.38868,0.2669,0.14336,0.24341,0.22948,0.27149,0.058347,0.24932,0.44472,0.134,0.099259,0.15912,0.013343,-0.11468,0.0079468,0.12589,0.097816,-0.11443,-0.051761,0.23165,-0.068345,-0.17067,0.20612,0.12824,0.12827,0.069947,0.252,-0.065646,-0.15244,-0.14181,-0.15554,-0.0061476,0.1212,-0.2251,-0.20469,0.15725,-0.13635,0.15157,0.125,-0.1707,-0.079654,0.128,-0.061217,-0.067231,-0.13056,0.184,-0.10566,0.15545,-0.26808,0.17329,0.011172,0.0081148,-0.027337
21,-0.21783,-0.16493,-0.077546,0.16402,0.015874,0.13269,0.36594,0.25033,0.36339,0.17747,0.09436,0.11869,0.37718,0.39984,0.19984,0.37885,0.026217,0.22203,0.24645,0.15137,0.27354,1,0.21932,0.14225,0.38648,0.23732,0.05453,0.37698,0.17476,0.29932,0.29004,0.23444,0.091635,0.25749,0.094224,0.21353,-0.05805,-0.052058,-0.11045,-0.078417,0.10754,-0.056231,0.025783,0.18391,0.19121,0.28902,-0.046915,-0.023179,0.18386,0.019212,0.021333,0.0036447,0.18513,0.26714,0.11677,-0.17078,-0.11479,0.012772,0.09607,-0.048137,0.23795,-0.21739,-0.22966,0.28446,-0.15156,-0.11604,-0.056845,-0.12475,0.17602,0.1537,-0.13885,0.04819,0.023108,-0.07994,-0.076169
22,-0.21303,0.10135,-0.086838,0.19781,0.13464,0.18457,0.31416,-0.003701,0.14589,0.12187,0.38883,0.41834,0.15265,0.096982,0.37889,0.39806,0.28008,0.22605,0.31105,0.27172,0.38868,0.21932,1,0.28437,0.13004,0.19563,0.15803,0.26089,0.31921,0.23661,0.30448,0.23256,0.063098,0.21128,0.15287,0.086508,-0.30673,0.25179,0.20032,0.009914,0.1205,0.25287,0.063431,0.039975,0.21714,0.087431,0.11504,-0.16738,0.24971,-0.045447,-0.16403,0.0037875,-0.12189,0.31859,0.084429,-0.032613,0.080417,0.22161,0.13511,0.16273,-0.082681,0.22284,0.0065117,0.21477,-0.24333,0.12734,0.024914,0.018769,-0.21774,-0.21698,-0.12237,0.12879,0.1317,0.021273,-0.1212
23,-0.023826,-0.083137,-0.11071,0.18036,-0.13853,0.05065,0.44161,0.17456,0.25007,0.34998,0.14725,0.086813,0.35349,0.26178,0.0946,0.35268,0.24353,0.40365,0.24785,0.15016,0.2669,0.14225,0.28437,1,0.19036,0.1755,0.22026,0.12364,0.16323,0.23506,0.29666,-0.050837,-0.21593,0.073335,-0.098652,-0.24309,0.19873,0.1264,0.13905,0.04986,0.062985,0.18542,0.1051,-0.20853,0.1862,-0.11516,-0.042261,0.10384,0.21447,-0.31705,-0.18016,0.022063,-0.036502,0.11809,-0.087398,0.31672,-0.11195,-0.080758,0.045984,0.27726,-0.091407,0.01076,-0.12592,0.020316,-0.28015,0.12358,-0.21535,-0.17729,-0.08961,-0.15512,0.13871,0.12344,-0.13537,-0.16211,-0.081327
24,-0.081404,0.052459,0.087842,0.32759,0.023846,-0.026187,0.23205,0.38222,0.13474,0.052764,0.46065,-0.083551,0.16472,0.38095,0.32955,0.27381,0.36721,0.22511,0.17761,0.22978,0.14336,0.38648,0.13004,0.19036,1,0.3908,0.41911,0.23755,0.12788,0.13747,0.10235,0.051956,0.2271,0.48191,0.024283,0.0055672,0.025845,-0.015481,-0.054988,0.1297,0.022974,-0.30429,0.26287,-0.0053893,0.36137,0.32555,-0.2131,0.12141,-0.087831,-0.088848,0.042176,0.12013,-0.11999,0.12998,0.17639,0.0090348,-0.044953,0.30089,0.16495,0.18238,0.046442,-0.34189,0.054212,0.35862,-0.35919,-0.18176,0.16717,-0.19731,-0.047895,0.020158,0.095133,-0.039107,-0.044909,-0.15728,0.15726
25,-0.041503,0.17103,0.10912,0.15701,-0.11861,0.075918,0.25237,0.22298,0.02245,0.16463,0.49628,0.17601,0.15886,0.25485,0.26795,0.16835,0.1288,0.15703,0.57938,0.15263,0.24341,0.23732,0.19563,0.1755,0.3908,1,0.36903,0.13194,0.14807,0.19219,0.22357,0.23322,-0.07965,0.28609,0.028284,0.0047849,0.2223,0.15885,-0.026007,0.29127,0.14748,0.0063626,0.010529,0.072703,0.13425,0.14024,0.12091,0.20245,0.084314,-0.04832,0.26636,0.15748,-0.17843,0.24267,0.12964,0.11739,0.13181,0.11622,-0.081112,-0.26277,0.11717,-0.076176,0.30952,0.050969,-0.14109,-0.32408,-0.078813,-0.053,0.085181,-0.15057,0.13088,0.074208,0.0060706,-0.034246,-0.040928
26,-0.012948,0.069475,-0.011415,0.030541,-0.05986,0.0084626,0.26242,0.16649,0.039036,0.047704,0.34023,0.28938,0.44544,0.25307,0.22385,0.14868,0.36179,0.059959,0.2414,0.35145,0.22948,0.05453,0.15803,0.22026,0.41911,0.36903,1,0.27521,0.33492,-0.053649,0.37665,0.31903,0.26222,0.29697,0.16888,-0.030992,-0.020108,0.27821,0.26441,0.24329,0.11894,0.0085295,-0.00091032,-0.057695,0.23862,0.090858,-0.020524,0.22611,0.053205,-0.26923,-0.037614,-0.096654,-0.070719,0.007375,0.17976,-0.15347,-0.037924,0.062788,-0.032569,-0.012382,0.0052734,-0.20754,0.14091,0.065788,-0.3109,0.0026604,-0.092207,0.15411,-0.070513,-0.29507,-0.038904,0.12045,0.027026,-0.12142,0.14278
27,0.026299,-0.031212,-0.036379,0.069108,-0.024855,0.18998,0.27877,0.072488,0.35921,0.1051,0.29997,0.19873,0.37346,0.46216,0.10088,0.2263,0.28089,0.22711,0.098072,0.2712,0.27149,0.37698,0.26089,0.12364,0.23755,0.13194,0.27521,1,0.21318,0.16929,0.49479,0.022755,0.027671,0.26704,-0.045108,0.25905,-0.17707,-0.087334,-0.0032095,0.039064,0.089083,-0.023896,-0.03893,-0.078783,0.25969,0.004894,0.24347,0.11431,0.26139,-0.034299,-0.12589,-0.014619,0.15082,0.11279,0.03225,0.04308,-0.032014,-0.096621,-0.13968,0.14243,0.051302,-0.031391,0.036302,-0.063201,0.03536,0.10829,-0.11236,-0.25638,-0.22633,0.18542,-0.062646,0.11423,0.11177,0.12064,-0.06325
28,0.041763,0.12329,0.020452,-0.011659,-0.032522,-0.035713,0.24837,0.30286,0.39643,-0.13606,0.20176,0.56465,0.40208,0.17518,0.41161,0.20929,-0.027532,0.29939,0.20472,0.22194,0.058347,0.17476,0.31921,0.16323,0.12788,0.14807,0.33492,0.21318,1,0.11536,0.085563,0.14839,0.29191,0.31621,0.11026,-0.041758,-0.06798,0.27333,0.050851,-0.013166,-0.071705,0.22667,-0.074117,-0.050574,0.32918,-0.1523,0.11441,0.036804,-0.0033298,0.057435,-0.15171,0.075389,-0.0074559,0.4688,0.077344,0.25453,0.046426,0.018567,-0.024292,0.1135,0.15097,0.14309,0.023237,0.18911,-0.14292,0.14672,-0.039712,0.020437,-0.069706,-0.18902,-0.22586,-0.035666,-0.11456,0.25101,0.040297
29,0.050127,0.062704,0.17634,0.11745,-0.22843,0.18527,0.10462,0.3664,0.40082,0.3241,0.18458,0.24581,0.30397,0.27821,0.20478,0.22137,0.077917,0.089649,0.25464,0.42061,0.24932,0.29932,0.23661,0.23506,0.13747,0.19219,-0.053649,0.16929,0.11536,1,0.42199,0.13725,-0.033043,0.3059,0.054638,0.13573,-0.046019,0.19392,0.20803,0.1076,0.063014,0.011462,0.062437,0.086448,0.064503,0.19819,-0.019915,-0.13496,0.47728,-0.11019,0.026204,0.18789,-0.11227,0.23598,-0.10269,-0.10955,-0.26345,0.24672,-0.085734,0.16414,0.19342,0.18588,0.016508,0.3535,-0.093838,-0.049552,0.066124,-0.080966,-0.19278,0.20239,-0.091196,0.12573,-0.16947,-0.2661,0.014508
30,0.097804,-0.097255,-0.15609,0.075098,0.14772,0.18139,0.22568,0.23565,0.24544,0.29519,0.25303,0.23877,0.62073,0.28706,0.2126,0.32272,0.25959,0.2151,0.26154,0.3334,0.44472,0.29004,0.30448,0.29666,0.10235,0.22357,0.37665,0.49479,0.085563,0.42199,1,0.24786,0.036087,0.26986,0.015455,-0.066799,0.015777,0.3682,0.14006,0.19264,0.18386,0.049116,-0.046675,0.052383,0.055016,-0.017299,0.20753,0.09686,0.46414,-0.20469,-0.2632,-0.071232,0.14909,0.033903,-0.019214,-0.21875,-0.20547,0.063432,-0.076519,0.051127,0.11202,-0.11035,0.18138,-0.15025,-0.29171,0.069008,-0.29499,0.021484,-0.14139,0.013834,-0.0054682,0.34171,0.16185,-0.14465,-0.0059789
31,-0.35864,-0.019426,0.14866,-0.024885,-0.090112,0.14648,0.19983,0.09143,0.13278,0.10948,0.27868,0.1683,0.28951,0.012002,0.40233,0.00053396,-0.20649,-0.21007,0.33601,0.22095,0.134,0.23444,0.23256,-0.050837,0.051956,0.23322,0.31903,0.022755,0.14839,0.13725,0.24786,1,0.19771,0.12439,0.38699,0.076922,-0.15227,0.11401,0.15053,0.0099642,0.21545,-0.030432,0.13639,0.11794,-0.17935,-0.031273,-0.080956,-0.15727,-0.0011029,-0.02634,-0.034209,-0.22482,-0.0057404,0.1968,-0.021691,-0.089068,-0.13244,-0.15219,0.033212,-0.31481,0.33467,-0.15904,-0.048737,0.21553,0.01505,-0.15652,-0.10901,0.15736,0.016762,-0.23424,-0.28974,-0.083871,-0.018387,-0.0065304,0.14394
32,-0.16246,-0.1976,0.19217,-0.13427,0.069693,0.043017,-0.038347,0.14045,0.29701,0.14383,0.04518,0.29838,0.15808,-0.052299,0.26836,0.11962,0.029373,0.126,0.043587,-0.10606,0.099259,0.091635,0.063098,-0.21593,0.2271,-0.07965,0.26222,0.027671,0.29191,-0.033043,0.036087,0.19771,1,0.044953,-0.010326,0.049465,-0.21271,0.10902,0.021899,0.066286,-0.039895,-0.14152,-0.065067,-0.2104,0.12808,-0.084779,0.06499,0.011526,-0.057865,0.024216,0.043825,-0.11001,-0.00073705,0.092661,0.29644,-0.40833,-0.17232,0.055494,-0.059093,-0.15234,0.1011,-0.042118,0.080467,0.148,-0.17387,0.11933,0.086549,0.010094,0.055755,-0.036243,-0.18302,0.014764,0.16996,-0.0017674,0.27394
