,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174
36,0.77229,0.7545,0.81485,0.78719,0.77675,0.8386,0.81999,0.80909,0.82187,0.7989,0.85868,0.82006,0.80856,0.75755,0.7431,0.78673,0.74462,0.83003,0.80245,0.77973,0.73544,0.77947,0.80298,0.76192,0.76864,0.78786,0.7696,0.8001,0.78131,0.6752,0.75946,0.72651,0.74297,0.74304,0.7752,0.7916,1,0.78587,0.73996,0.66753,0.81972,0.744,0.66888,0.61783,0.67739,0.71743,0.68108,0.64833,0.59588,0.77093,0.43537,0.68285,0.44,0.4448,0.5833,0.55704,0.5811,0.53602,0.59068,0.4309,0.43561,0.60937,0.59448,0.37199,0.19295,0.31082,0.40159,0.49279,0.28474,0.31617,0.35749,0.28969,0.46791,0.015541,0.2806,0.22041,0.43726,0.19795,0.077026,0.34106,-0.071497,0.38483,0.042121,0.39551,0.23218,0.077948,0.3172,-0.065373,0.11411,0.098058,-0.056437,0.098132,0.039936,0.23139,-0.025077,0.2154,-0.070244,0.36395,0.16583,0.22385,-0.23938,0.31002,-0.029439,0.27492,0.063569,0.18025,-0.022778,0.18681,0.17927,0.059271,0.32619,0.27038,0.029231,0.086524,0.27474,0.12503,-0.099919,-0.12473,-0.17392,0.18907,-0.14085,0.042618,-0.17397,-0.0029579,0.13974,-0.16658,0.029661,0.058434,-0.18051,-0.080939,-0.23197,0.082075,0.096693,-0.20265,0.060962,-0.21539,0.17401,0.043983,-0.091466,0.094748,-0.0091288,0.10035,-0.015217,0.11493,-0.16392,-0.091345,0.18804,-0.14777,-0.22181,0.34524,0.14545,-0.030915,-0.021413,0.048537,0.12005,0.014663,-0.2677,-0.13402,0.034489,0.0042994,-0.14135,0.1832,0.066475,0.074554,-0.014663,-0.17824,0.2004,0.25419,-0.1429,-0.24193,0.10728,-0.037188,0.14369,0.1285,0.11336
37,0.66121,0.58819,0.73117,0.72125,0.73045,0.71198,0.69733,0.75254,0.68995,0.77866,0.71176,0.79819,0.70551,0.7494,0.70168,0.7587,0.72072,0.75524,0.63789,0.80966,0.75088,0.74965,0.72651,0.61971,0.74447,0.69718,0.73715,0.76796,0.67517,0.67449,0.71011,0.6959,0.65934,0.72752,0.69131,0.65448,0.78587,1,0.62009,0.69575,0.72793,0.54502,0.61699,0.5386,0.63067,0.60188,0.60926,0.71677,0.56132,0.58332,0.35768,0.59191,0.48013,0.40958,0.49576,0.43894,0.64216,0.49174,0.53554,0.54925,0.46558,0.61949,0.55724,0.25789,0.29205,0.27008,0.2921,0.4463,0.35381,0.28973,0.48629,0.080599,0.45938,-0.082245,0.24141,0.20124,0.46584,0.26196,0.11586,0.38933,-0.096728,0.37263,0.17329,0.2191,0.10172,0.25789,0.30031,0.060373,-0.025123,0.10384,-0.052055,0.23379,0.17168,0.26454,0.097831,0.090138,0.037691,0.28244,0.22306,0.12176,-0.178,0.21554,0.2623,0.39123,-0.14035,0.19723,-0.017597,0.096819,0.22325,0.059391,0.25455,0.3315,-0.0042138,0.018707,0.21428,0.17966,-0.13634,0.012045,-0.073595,0.2349,-0.10546,0.098402,-0.12438,-0.057822,0.044563,-0.12456,0.017745,-0.05168,-0.14949,-0.13801,-0.11903,0.020129,0.021893,-0.19157,0.067221,-0.30498,0.04373,0.081459,-0.025141,-0.068371,-0.14197,-0.079268,0.06682,0.025147,-0.090293,-0.095572,0.14962,-0.17284,-0.14205,0.25866,0.14225,0.17092,0.0612,0.15423,-0.019114,0.049581,-0.25468,-0.12454,0.057586,-0.035263,-0.011235,0.13898,0.003607,0.13889,-0.094064,-0.10371,0.29226,0.062999,-0.059986,-0.13612,-0.11509,-0.096237,0.0096807,0.11418,0.14655
38,0.70649,0.77428,0.72145,0.78593,0.78933,0.71621,0.79863,0.80252,0.73563,0.78428,0.80526,0.7273,0.73785,0.77405,0.70637,0.74821,0.77014,0.81616,0.75647,0.71142,0.67964,0.7359,0.77369,0.75911,0.81571,0.69723,0.75242,0.80825,0.75147,0.69889,0.76607,0.69729,0.69147,0.71883,0.75835,0.77531,0.73996,0.62009,1,0.70757,0.71093,0.71774,0.56156,0.6204,0.53174,0.70269,0.58418,0.60048,0.61066,0.62133,0.50299,0.53328,0.57704,0.4908,0.66841,0.58407,0.39788,0.52519,0.59496,0.49337,0.42075,0.41423,0.42824,0.42624,0.18425,0.34099,0.24488,0.39194,0.23093,0.21886,0.33206,0.2994,0.43932,0.075232,0.19782,0.10482,0.38283,0.34932,0.11798,0.21576,-0.12743,0.28745,0.19004,0.38201,0.33911,0.098582,0.19999,0.045007,0.0469,0.18439,0.15622,0.17775,0.050383,0.17345,0.017791,0.24976,-0.17119,0.33259,0.28258,0.16396,-0.080482,0.19632,0.11506,0.19829,0.15006,0.19124,0.074126,0.349,0.096504,0.098766,0.39988,0.34579,0.13555,-0.1349,0.40533,-0.050265,-0.083214,-0.033743,-0.053706,0.095705,0.034427,0.09927,-0.075753,0.061506,-0.041215,0.016083,0.20764,-0.017853,-0.28605,0.053326,-0.24011,0.046413,0.27087,-0.11258,0.2976,-0.29929,0.097887,0.071913,0.060965,0.19867,0.026112,0.1074,-0.0017457,0.080475,-0.25077,0.074104,0.1547,-0.14246,-0.017432,0.075203,0.16406,0.18008,-0.086183,-0.15827,0.0026329,-0.055663,-0.20123,0.047457,0.0056611,-0.18584,-0.054197,0.18161,0.12256,0.075311,-0.098478,-0.22521,0.067798,0.16218,-0.19303,-0.19448,0.14623,-0.17568,0.20282,0.18427,0.046113
39,0.63513,0.67214,0.72039,0.78764,0.68061,0.67396,0.7316,0.74283,0.65826,0.78054,0.67104,0.63461,0.67459,0.70734,0.61009,0.66049,0.69484,0.71218,0.69385,0.70364,0.69351,0.69751,0.70468,0.7294,0.70652,0.65096,0.74389,0.71492,0.79574,0.57981,0.66793,0.57988,0.63944,0.72928,0.70768,0.77472,0.66753,0.69575,0.70757,1,0.70242,0.518,0.66177,0.57224,0.50466,0.54515,0.66664,0.66905,0.485,0.48067,0.56781,0.60477,0.3601,0.407,0.55519,0.47171,0.50481,0.4824,0.56988,0.49562,0.54357,0.42187,0.4727,0.26677,0.30881,0.26974,0.26026,0.46882,0.084564,0.070727,0.38453,0.13159,0.34485,0.16192,0.15098,-0.030199,0.42493,0.35877,0.31974,0.21483,0.0054665,0.20945,0.30225,0.35301,0.28341,0.12029,0.20025,0.14268,-0.033172,0.17714,0.073669,0.075682,0.21604,0.23706,0.038718,0.2185,0.0092537,0.27181,0.12184,0.3281,-0.020527,0.28908,0.17868,0.37438,-0.11672,0.030071,0.13044,0.19827,0.029678,0.04155,0.29768,0.48214,-0.094959,0.1433,0.10561,-0.11874,0.026471,-0.015258,-0.14333,0.10058,0.0098753,0.1971,0.040666,0.0015369,-0.15139,0.028464,0.26118,-0.074498,-0.28684,-0.15101,-0.092501,0.20132,0.31429,-0.089591,0.22168,-0.41559,0.078849,0.077409,0.02372,0.26463,0.14926,-0.039045,0.1938,0.21424,-0.051859,-0.085736,0.087878,-0.07973,-0.0599,0.18498,0.13575,0.37265,-0.046138,-0.19226,0.034314,0.049738,-0.16678,-0.13281,0.015206,-0.081144,0.010631,0.22074,0.18706,-0.017761,-0.020605,-0.26119,0.28339,0.11774,-0.13478,-0.32615,-0.05303,-0.095186,0.15572,0.22015,0.10371
40,0.72046,0.70455,0.84515,0.79718,0.74041,0.71606,0.77869,0.78353,0.81135,0.78741,0.81191,0.75374,0.75687,0.7692,0.75638,0.8041,0.77944,0.83782,0.79185,0.75906,0.79521,0.73696,0.76229,0.74567,0.77433,0.73176,0.7491,0.84378,0.75029,0.68165,0.7138,0.7376,0.69233,0.76329,0.73655,0.76807,0.81972,0.72793,0.71093,0.70242,1,0.70955,0.64272,0.54295,0.6342,0.65334,0.66626,0.7608,0.6138,0.67151,0.45666,0.58101,0.47356,0.37983,0.47523,0.46263,0.55665,0.58094,0.54556,0.46055,0.55419,0.44597,0.58497,0.49725,0.14837,0.32559,0.24861,0.53647,0.29152,0.25928,0.25774,0.24929,0.45232,0.042382,0.17854,0.13063,0.47906,0.31158,0.13592,0.29734,-0.21662,0.36114,-0.0082217,0.30433,0.31041,0.1749,0.18758,0.03104,0.059797,0.029569,-0.11261,0.20144,0.09383,0.246,-0.029868,0.060318,-0.19201,0.31096,0.068434,0.20174,-0.035128,0.25076,0.044025,0.25672,0.18103,0.054877,0.092383,0.28631,0.34765,0.036675,0.32666,0.33929,0.045017,0.022037,0.33847,-0.070032,0.040052,0.0065905,-0.088649,0.1844,-0.15296,0.16405,-0.15339,0.077533,0.13779,0.038231,0.1696,0.081609,-0.30435,-0.065635,-0.17561,0.20338,0.0336,0.061166,0.16577,-0.29246,0.16193,-0.084692,-0.10685,0.14938,0.038152,0.011287,0.042184,0.23229,-0.12888,0.0030573,0.23669,-0.14504,-0.20424,0.21738,0.056479,0.14506,-0.006335,-0.0072984,0.17841,-0.051551,-0.1668,-0.069001,-0.036412,-0.084484,0.037622,0.26096,0.12155,0.13067,0.053145,-0.084986,0.068247,0.15672,-0.058015,-0.19288,0.10511,-0.1356,0.16802,0.11777,0.2474
41,0.73696,0.7489,0.72704,0.70913,0.73362,0.74038,0.68988,0.69515,0.73233,0.679,0.78784,0.6357,0.74413,0.66063,0.657,0.72511,0.68601,0.75407,0.7652,0.65505,0.65489,0.71729,0.72032,0.6528,0.73643,0.64181,0.62357,0.70043,0.68552,0.61853,0.7348,0.73969,0.66212,0.70531,0.61844,0.6991,0.744,0.54502,0.71774,0.518,0.70955,1,0.56964,0.5611,0.56631,0.53924,0.55571,0.55057,0.65329,0.71727,0.37723,0.47159,0.43706,0.44962,0.55314,0.51138,0.34289,0.57484,0.52487,0.36255,0.30525,0.49728,0.57202,0.40946,0.13186,0.39656,0.32791,0.30245,0.36854,0.35468,0.28975,0.30999,0.44862,-0.004214,0.14087,0.22155,0.55932,0.32913,0.10098,0.15339,-0.091583,0.39132,0.039777,0.46675,0.22646,0.0925,0.42524,-0.083449,0.12725,0.037584,0.076635,0.26393,0.065648,0.067768,-0.11742,0.12401,-0.27922,0.35745,0.21941,0.08499,0.051711,0.15664,-0.21408,0.12915,0.11339,0.15939,0.14495,0.32911,0.22136,0.027772,0.16573,0.27994,0.081295,0.045008,0.43561,0.12171,-0.041867,-0.16903,0.0052358,0.12207,-0.15052,-0.13382,-0.20821,0.090917,0.048282,-0.107,0.21047,0.05969,-0.20779,-0.049792,-0.23486,0.062682,0.19525,-0.090488,0.061422,-0.064206,0.067942,-0.158,-0.07218,0.063384,-0.0199,0.12281,0.04321,0.30376,-0.08041,0.0062345,0.0070289,-0.095958,-0.10413,0.16366,0.21987,-0.027698,-0.043372,-0.14929,0.19079,0.081979,-0.18825,-0.031226,0.016052,-0.12374,-0.24336,0.20184,0.03331,0.069847,0.087196,-0.1816,0.21777,0.15591,-0.019273,-0.18575,0.11071,0.016264,0.10743,0.25172,0.15116
42,0.7102,0.59609,0.68667,0.70713,0.68148,0.68244,0.70263,0.75614,0.64469,0.64052,0.73426,0.59472,0.69485,0.67687,0.59791,0.67953,0.65979,0.72112,0.66496,0.68701,0.70757,0.77158,0.60666,0.62336,0.68497,0.6796,0.72389,0.65156,0.77732,0.62254,0.7038,0.64097,0.6512,0.68325,0.6253,0.67282,0.66888,0.61699,0.56156,0.66177,0.64272,0.56964,1,0.56601,0.42048,0.46842,0.72464,0.58629,0.64976,0.46519,0.48507,0.6185,0.33659,0.34809,0.48993,0.39031,0.41571,0.6664,0.47279,0.40983,0.39349,0.49309,0.5763,0.46918,0.15008,0.25598,0.31279,0.46847,0.21564,0.21558,0.32107,0.23969,0.40564,-0.065617,0.20465,0.35303,0.32461,0.3034,0.13651,0.24837,0.0416,0.26921,0.0301,0.39411,0.20929,0.24247,0.31646,-0.032223,-0.0020807,0.071294,-0.16566,0.12297,0.18472,0.14211,0.11935,0.020549,0.14681,0.17599,0.21719,0.28923,-0.047655,0.32353,0.096105,0.19544,0.065087,0.12823,0.18536,0.32387,0.28749,0.13765,0.21712,0.31449,-0.34941,-0.0035962,0.22217,0.063116,0.069028,-0.24049,-0.0047618,0.15468,-0.076197,0.18145,-0.013876,-0.0017438,0.18235,-0.021934,0.01015,-0.080808,-0.15579,-0.32879,-0.13627,0.10894,0.053022,-0.095319,-0.061103,-0.17566,0.14401,0.039435,-0.086193,0.089178,0.19356,-0.0098231,0.0095662,0.24605,0.004189,-0.00019168,0.1759,-0.0025842,-0.15302,0.25131,0.12406,0.17988,-0.14292,-0.21412,-0.040013,0.035851,-0.14161,-0.21258,0.07108,-0.17642,-0.11173,0.27938,0.030066,0.18885,0.063239,-0.24868,0.26296,0.13972,0.097129,-0.42798,0.069809,-0.00059011,0.11059,-0.018539,0.18293
43,0.53496,0.68928,0.58602,0.64675,0.63319,0.63812,0.63175,0.62368,0.59296,0.5994,0.62793,0.48774,0.53739,0.66134,0.53576,0.62472,0.64354,0.58678,0.68708,0.59978,0.68601,0.6157,0.66774,0.56333,0.58973,0.59595,0.59178,0.65788,0.65939,0.52708,0.64224,0.568,0.60968,0.66126,0.572,0.56993,0.61783,0.5386,0.6204,0.57224,0.54295,0.5611,0.56601,1,0.53475,0.44636,0.5697,0.45642,0.54298,0.51312,0.46278,0.44815,0.40047,0.64907,0.33341,0.60311,0.32794,0.62018,0.43954,0.3705,0.32381,0.42773,0.53858,0.35631,0.12429,0.34415,0.21141,0.2127,0.16025,0.21109,0.3096,0.013744,0.45947,-0.0051736,0.1024,0.1137,0.26689,0.27354,0.18959,0.098296,0.12693,0.2514,0.36746,0.4057,0.20263,0.26282,0.36575,-0.15392,0.14139,0.015903,-0.00064974,0.026762,0.080188,0.19659,0.060992,0.12932,-0.032519,0.30345,0.025556,0.12049,-0.15255,0.21851,-0.11649,0.32985,0.15375,-0.025155,0.12357,0.28351,0.19293,0.079757,0.15453,0.47695,-0.038072,-0.028085,0.10554,-0.057697,0.065131,-0.12267,-0.1067,-0.073967,-0.029671,0.1425,-0.015236,-0.052234,0.22851,0.15086,0.097129,0.016453,-0.23124,-0.16437,-0.16227,0.070833,0.047932,-0.13339,-0.0038505,-0.1355,-0.057669,0.070594,-0.018688,0.28118,-0.15214,0.14929,0.34934,-0.021219,-0.11618,-0.066792,0.042068,-0.25351,0.0036819,0.094185,0.12807,0.017453,-0.15266,-0.27986,-0.023496,0.0040071,-0.12473,-0.057522,0.12266,-0.00015395,-0.18232,0.18709,0.050439,0.19615,-0.16123,-0.29793,-0.020797,0.1379,-0.052332,-0.10812,0.14034,-0.21725,0.13568,0.19308,-2.3714e-05
44,0.65607,0.57747,0.62197,0.67382,0.66678,0.63811,0.6464,0.72499,0.66627,0.5892,0.66959,0.66057,0.59923,0.56827,0.58442,0.5792,0.62129,0.63374,0.55533,0.61735,0.5523,0.56149,0.72089,0.56546,0.63826,0.63787,0.57216,0.64918,0.63163,0.51088,0.60467,0.54273,0.71776,0.65347,0.51097,0.58609,0.67739,0.63067,0.53174,0.50466,0.6342,0.56631,0.42048,0.53475,1,0.5329,0.42326,0.45908,0.61596,0.62575,0.45106,0.44341,0.5275,0.3669,0.42657,0.42752,0.63844,0.50806,0.48574,0.24241,0.33141,0.35528,0.4454,0.32811,0.029477,0.36764,0.38592,0.35492,0.21323,0.20263,0.23955,0.19224,0.24877,0.050363,0.22122,0.13365,0.52791,0.26543,0.21692,0.38305,-0.18812,0.35758,0.11276,0.26089,0.21579,0.049206,0.2489,0.0011071,0.095392,-0.11543,0.045341,0.17531,0.086233,0.19195,0.1397,0.12894,-0.086718,0.27918,0.20362,0.10235,-0.064748,0.19817,-0.024319,0.32408,-0.0037675,-0.0013003,-0.080884,0.20185,0.11503,0.12891,0.34832,0.40723,0.22871,0.14512,0.25998,-0.0040982,-0.074665,-0.015857,-0.16305,0.11104,0.058086,-0.047485,-0.11922,-0.089164,0.16543,-0.17869,0.056344,0.071139,-0.20217,-0.00014152,-0.23861,-0.077751,0.13442,-0.056704,0.007903,-0.019013,0.27795,-0.019014,-0.19462,0.13319,-0.061282,0.052195,0.092604,0.1201,-0.15174,0.048372,0.13286,0.061845,-0.11477,0.079069,0.15667,-0.02695,-0.037339,-0.12728,-0.11309,-0.032866,-0.19039,-0.0035489,-0.067134,-0.23578,0.15816,0.12421,-0.017291,-0.010381,-0.044278,-0.23346,0.098905,-0.0074452,0.0069207,-0.0078239,0.049597,-0.33625,0.024173,0.12964,-0.11341
45,0.60487,0.6421,0.61653,0.73991,0.69729,0.76771,0.7569,0.71341,0.74142,0.66351,0.68578,0.70502,0.66689,0.71873,0.65625,0.68667,0.69666,0.70819,0.58253,0.72351,0.57134,0.62457,0.66093,0.72748,0.70294,0.55802,0.69531,0.70979,0.67982,0.65603,0.70805,0.58672,0.61755,0.6741,0.71765,0.7511,0.71743,0.60188,0.70269,0.54515,0.65334,0.53924,0.46842,0.44636,0.5329,1,0.59392,0.65948,0.5085,0.67733,0.41948,0.50897,0.46886,0.43519,0.58682,0.50952,0.47535,0.33662,0.63511,0.38013,0.49566,0.29178,0.36709,0.29532,0.21454,0.30038,0.45618,0.43146,0.30876,0.1954,0.53263,0.20846,0.49586,0.18613,0.21861,0.30694,0.38927,0.14373,0.17214,0.38953,-0.21211,0.32278,0.023371,0.25712,0.19848,-0.04589,0.18502,0.10292,0.054345,0.096009,-0.019197,0.21565,0.05678,0.3079,-0.089911,0.34115,0.10139,0.32402,0.25579,0.18179,-0.053558,0.27139,0.13634,0.16514,0.073269,0.31302,-0.035649,0.23091,0.040031,0.064033,0.21417,0.28112,0.1001,-0.04886,0.22203,0.052906,-0.026652,0.061979,0.031539,0.12134,0.088682,-0.069453,0.0067183,0.0054754,0.0096466,0.034747,-0.0031972,-0.035413,0.0060543,-0.068702,-0.11469,0.18217,0.05233,-0.22453,0.24318,-0.27512,0.15886,0.018068,-0.1201,0.12889,-0.055037,0.014846,-0.11658,0.082702,-0.17391,-0.03287,0.11136,-0.050432,-0.11463,0.2786,0.25067,0.11602,0.014889,0.12036,-0.029858,0.0069411,-0.14356,0.065341,-0.086115,-0.23213,0.064967,-0.056189,0.1761,0.11715,-0.0084903,-0.0063212,0.018174,-0.080284,-0.085103,-0.14255,0.099949,-0.20122,0.029336,0.12002,0.11333
46,0.66615,0.78444,0.72245,0.70307,0.69026,0.79084,0.73928,0.69018,0.76077,0.68253,0.77385,0.68882,0.71584,0.74168,0.70481,0.72737,0.69904,0.68969,0.69944,0.8209,0.68808,0.75597,0.55465,0.76631,0.71574,0.66542,0.80899,0.75246,0.76013,0.59884,0.71951,0.79278,0.65329,0.72713,0.68635,0.72787,0.68108,0.60926,0.58418,0.66664,0.66626,0.55571,0.72464,0.5697,0.42326,0.59392,1,0.57474,0.53924,0.61489,0.47715,0.59681,0.40639,0.45324,0.4839,0.50684,0.39062,0.51607,0.58283,0.64851,0.52925,0.44209,0.63453,0.34195,0.23643,0.24291,0.34226,0.45592,0.41259,0.18717,0.33785,0.011934,0.39966,-0.017631,0.31289,0.2831,0.26396,0.11673,0.023903,0.3113,0.18951,0.3456,-0.0070664,0.63441,0.17697,0.13844,0.20704,0.035309,-0.012088,0.11586,-0.034558,0.070239,0.052864,0.1169,0.041024,0.090627,0.059188,0.094821,0.14724,0.2085,0.07905,0.3167,0.12511,0.16102,-0.055305,0.13423,0.13728,0.14856,0.14943,0.17843,0.35676,0.26394,-0.16674,0.10484,0.22274,0.14166,-0.018652,-0.2833,-0.1333,0.16755,-0.076906,0.22877,-0.093096,0.11419,-0.077912,-0.021477,-0.082968,0.045231,-0.14736,-0.31804,-0.19207,0.11678,0.18768,-0.19093,-0.026103,-0.31709,0.34049,0.096408,-0.0064509,0.29082,0.15363,-0.038885,0.16505,0.24495,0.012906,-0.16809,0.11766,-0.098763,-0.23193,0.18521,0.082478,0.24644,-0.086427,-0.098061,0.12256,0.064306,-0.0061415,-0.026708,-0.069665,0.0010897,0.014281,0.23828,0.069928,0.039589,-0.18592,-0.15557,0.13686,-0.011872,-0.039168,-0.14453,0.10685,-0.004816,-0.030963,0.19309,0.0031525
47,0.54346,0.50911,0.65623,0.70294,0.5844,0.61727,0.6441,0.68929,0.63352,0.65315,0.59646,0.63833,0.63394,0.70025,0.58958,0.69949,0.68459,0.64998,0.60742,0.70714,0.61444,0.63571,0.63311,0.58675,0.71587,0.51188,0.65891,0.69743,0.65734,0.60658,0.6212,0.5846,0.58979,0.71085,0.67278,0.65189,0.64833,0.71677,0.60048,0.66905,0.7608,0.55057,0.58629,0.45642,0.45908,0.65948,0.57474,1,0.53176,0.53666,0.3782,0.39341,0.42718,0.36194,0.53363,0.50282,0.48774,0.36101,0.55843,0.42959,0.42582,0.48761,0.40208,0.21557,0.19667,0.25507,0.20737,0.43655,0.18324,0.31318,0.43294,0.17788,0.4015,-0.01973,0.076254,0.13888,0.5122,0.29522,0.2749,0.37295,-0.18011,0.39702,0.098337,0.26291,0.28387,0.26405,0.22827,0.26076,0.048866,0.059961,-0.25727,0.34319,0.14767,0.33332,0.011537,0.21786,-0.094143,0.33106,0.057984,0.37091,0.064031,0.18417,0.17308,0.22798,0.050552,0.051973,0.18221,0.24418,0.18257,0.13479,0.22852,0.24562,-0.14885,0.041011,0.12879,-0.0040529,0.036786,0.031153,-0.006912,0.27431,-0.046026,-0.060314,0.10325,-0.084463,0.010684,-0.079996,0.03087,-0.0045758,-0.22871,-0.090239,0.093099,0.11978,0.028697,-0.049965,0.28478,-0.36975,0.056976,0.0080203,-0.30233,0.099103,-0.0054338,0.0499,0.070266,0.17851,-0.13472,-0.11952,0.26365,-0.11853,-0.05483,0.28859,0.38477,0.26178,-0.093982,0.074457,0.14094,0.1407,0.083719,-0.065512,0.033682,-0.018874,-0.042451,0.1553,-0.0081224,0.060169,-0.042161,-0.017501,0.11751,-0.10238,0.037011,-0.21914,0.044866,-0.16825,0.17145,0.066647,0.11967
48,0.81742,0.62201,0.69331,0.77672,0.72227,0.70317,0.65237,0.67958,0.70058,0.67602,0.64542,0.71481,0.74701,0.55318,0.51518,0.66341,0.72476,0.69394,0.73708,0.66106,0.72442,0.67631,0.68037,0.57364,0.73849,0.67223,0.64573,0.6727,0.62045,0.64335,0.76742,0.6148,0.6673,0.70949,0.61914,0.61251,0.59588,0.56132,0.61066,0.485,0.6138,0.65329,0.64976,0.54298,0.61596,0.5085,0.53924,0.53176,1,0.6652,0.47042,0.60658,0.37062,0.30275,0.44808,0.35285,0.46911,0.52564,0.49029,0.41173,0.2729,0.4043,0.4046,0.34908,0.011868,0.30603,0.38241,0.26968,0.35138,0.10422,0.18886,0.22708,0.39788,-0.23683,0.28915,0.18802,0.46308,0.32278,0.049257,0.21091,-0.12147,0.36398,0.22459,0.23307,0.23872,0.095624,0.3112,0.026637,0.0054987,0.028664,-0.085696,0.21719,0.096314,0.23894,0.10953,0.0019784,-0.00061205,0.089584,0.31929,0.11199,0.064759,0.14512,0.067193,0.19953,0.073757,0.066493,-0.037907,0.28164,0.28459,0.1776,0.23405,0.48656,0.019727,-0.22052,0.43389,0.049491,0.0020885,-0.11697,-0.0077805,0.12028,0.098751,-0.0080434,-0.15082,-0.065886,0.13209,0.092106,-0.021519,0.016837,-0.070802,0.05978,-0.16022,0.0025463,0.18201,-0.17659,0.07284,-0.079196,0.066533,0.012921,-0.1533,0.28369,0.070465,-0.095732,-0.10117,0.041702,-0.30288,0.13385,0.076777,-0.15485,0.037444,0.048169,0.14019,0.055628,-0.034329,-0.18772,0.045988,-0.067234,-0.11843,-0.052487,-0.032387,-0.22426,-0.0093595,0.20467,-0.023371,0.32603,0.053834,-0.29536,0.037414,0.063052,0.18286,-0.073459,0.04312,-0.26275,0.17439,-0.028503,0.075815
49,0.72443,0.71104,0.72519,0.76494,0.73908,0.80245,0.69076,0.67781,0.75738,0.68002,0.73787,0.75953,0.7639,0.633,0.64564,0.68769,0.75558,0.75346,0.72092,0.68773,0.59005,0.68592,0.73269,0.65915,0.6807,0.56431,0.67688,0.68714,0.62971,0.64471,0.69362,0.71908,0.67327,0.74192,0.63953,0.68351,0.77093,0.58332,0.62133,0.48067,0.67151,0.71727,0.46519,0.51312,0.62575,0.67733,0.61489,0.53666,0.6652,1,0.29497,0.56347,0.47553,0.50606,0.54973,0.54131,0.50733,0.41883,0.60871,0.38363,0.35054,0.41339,0.55248,0.33654,0.12194,0.48837,0.40064,0.52827,0.35677,0.20033,0.27913,0.18758,0.4985,-0.081035,0.28669,0.1917,0.46259,0.19634,0.031413,0.33215,-0.058341,0.39214,0.14926,0.45375,0.0072838,0.0017275,0.28519,-0.020242,0.020696,0.14722,0.055939,0.14347,0.11435,0.23007,0.018801,0.080674,0.0076892,0.085122,0.18134,0.12291,-0.18449,0.16717,-0.1601,0.15837,0.11154,0.22597,-0.073881,0.15059,0.24902,0.06551,0.28286,0.28957,0.19737,0.081103,0.3877,0.061662,-0.19705,-0.11111,-0.07606,0.24627,-0.094191,0.0039599,-0.11707,-0.015058,0.063111,-0.0558,0.050182,0.24667,0.023749,-0.049526,-0.24947,0.043567,0.11904,-0.1922,-0.071615,-0.27727,0.22427,-0.058403,-0.042996,0.20881,-0.028896,0.21386,0.050136,0.084202,-0.071573,-0.24907,0.15114,-0.2777,-0.14227,0.13098,0.24374,-0.11896,-0.14324,0.087272,0.19982,0.031683,-0.12325,-0.0024846,0.014694,0.096343,-0.088288,0.19424,0.082838,0.10865,-0.17683,-0.043667,0.0085325,0.17602,0.0071926,-0.15138,0.22743,-0.23629,0.10047,0.18796,-0.10202
