,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178
46,0.63294,0.49354,0.64723,0.61413,0.64504,0.70381,0.67225,0.70913,0.70981,0.61186,0.70822,0.64148,0.60658,0.58494,0.59394,0.55324,0.59816,0.65846,0.6955,0.71701,0.63746,0.60819,0.68227,0.62493,0.63653,0.65107,0.59559,0.67174,0.60301,0.64748,0.58627,0.67874,0.63961,0.68236,0.66953,0.68649,0.70044,0.62872,0.58887,0.65984,0.58252,0.48825,0.72058,0.57178,0.60649,0.48947,1,0.59047,0.62452,0.45491,0.60167,0.5187,0.44907,0.41423,0.47117,0.48474,0.42411,0.42775,0.42043,0.2981,0.57399,0.52373,0.40469,0.31087,0.41389,0.45809,0.53108,0.25398,0.22773,0.19912,0.13593,0.2335,0.12413,0.18521,0.14688,0.253,0.20552,0.23656,0.50359,0.189,0.016594,0.16065,0.16434,0.32781,0.47065,0.31034,0.45355,0.2633,0.33188,0.065717,-0.082275,0.041872,0.12267,0.0099191,0.14439,0.16647,0.05434,-0.077447,0.15664,0.33685,-0.15853,0.11675,0.23559,0.26625,0.033122,0.10934,0.22159,0.2597,0.2652,-0.10572,0.10258,-0.0063643,0.13554,-0.29586,0.30131,0.0031928,0.096571,-0.045723,0.16094,0.053236,0.0050601,-0.12462,-0.097579,0.12288,-0.026352,-0.1488,-0.11983,-0.098923,0.30917,0.025321,-0.049357,-0.31556,0.084181,-0.065066,-0.26495,-0.15794,0.081529,0.067372,0.19041,0.075547,0.044353,-0.051021,-0.054999,0.23428,0.42433,-0.22732,0.094394,-0.10331,-0.23393,-0.094734,-0.053454,-0.16742,0.11711,-0.13917,-0.34389,0.038693,-0.10469,-0.080841,-0.33743,0.06672,-0.17793,0.16325,-0.096337,-0.047205,-0.035078,-0.038958,-0.078757,-0.11718,0.22291,0.18843,0.13863,-0.038711,-0.29817,-0.10792,-0.29005,0.42519,0.017445,0.012174,0.2509
47,0.70593,0.68383,0.69491,0.74287,0.65117,0.67793,0.71796,0.68914,0.71143,0.69764,0.69343,0.68046,0.67462,0.69841,0.7371,0.60185,0.6548,0.61997,0.73264,0.73367,0.62905,0.69364,0.64873,0.65477,0.74102,0.67189,0.56772,0.73535,0.72113,0.65533,0.66154,0.67389,0.62877,0.77606,0.6706,0.71184,0.5227,0.71195,0.6838,0.5531,0.64675,0.64286,0.62214,0.72603,0.53569,0.54397,0.59047,1,0.5142,0.47125,0.67318,0.50797,0.57233,0.56362,0.42054,0.46246,0.52599,0.32125,0.40549,0.26621,0.47556,0.35449,0.53546,0.41248,0.34647,0.17245,0.28099,0.24036,0.29057,0.36688,0.24273,0.067891,0.28877,0.071376,0.28538,0.52023,0.1199,0.47959,0.36276,0.20036,0.20214,0.10992,0.24885,0.31323,0.21609,0.0020274,0.37637,0.13483,0.27005,0.10445,0.21859,-0.029627,0.20061,0.19007,0.10059,0.2112,0.06796,0.091907,-0.0566,0.35804,-0.069958,-0.021931,0.20682,0.2413,0.058469,0.072908,0.16616,0.38192,0.19629,0.03212,0.38637,-0.0309,0.050663,-0.062658,0.11308,0.019933,-0.11804,0.12748,0.016648,-0.08218,-0.003299,0.17084,-0.030186,0.45976,0.058904,-0.075381,-0.22097,-0.14587,-0.066734,0.020836,-0.0021498,-0.45044,-0.12753,0.0011954,-0.14876,-0.11604,0.028053,0.028751,0.32632,0.26444,0.23144,-0.071002,0.21161,0.19563,0.4139,-0.22844,0.20551,-0.017652,-0.11901,0.047843,0.093962,-0.069908,-0.21207,-0.076545,-0.2155,0.055098,0.20481,0.046592,-0.09847,0.21834,-0.063969,-0.022854,0.09394,-0.27377,-0.065152,-0.10751,0.095129,0.17189,0.023999,0.1746,-0.054186,-0.028798,-0.14703,-0.22248,-0.19605,0.31742,0.028305,0.034684,0.10044
48,0.69715,0.66193,0.6517,0.63068,0.61753,0.57029,0.75922,0.73435,0.68742,0.56363,0.61755,0.73154,0.61815,0.53612,0.63682,0.73007,0.66822,0.65438,0.64658,0.70146,0.60231,0.61901,0.73853,0.66053,0.64607,0.68644,0.61213,0.65109,0.6205,0.63907,0.6699,0.67898,0.51831,0.65977,0.55145,0.61788,0.56961,0.66009,0.59568,0.66868,0.57347,0.63008,0.57574,0.55608,0.54595,0.65466,0.62452,0.5142,1,0.46849,0.5716,0.54187,0.46464,0.59544,0.33869,0.45119,0.46452,0.25444,0.14735,0.30603,0.42955,0.53872,0.44993,0.39017,0.33779,0.31824,0.23488,0.3366,0.38962,0.1618,0.24846,-0.0080876,0.28299,0.26923,0.15647,0.22355,0.45022,0.15631,0.25681,0.1436,0.07949,0.24796,0.10642,0.27249,0.36214,0.23612,0.31332,0.19497,0.44387,0.15594,-0.0046119,0.11516,0.10059,-0.021775,0.31563,0.28307,0.16519,-0.081187,0.056273,0.35115,0.12669,0.092691,0.20835,0.16995,0.036611,0.075945,0.20711,0.079345,0.28055,-0.15653,0.021351,0.03118,0.15404,-0.19987,0.11496,-0.019389,0.059332,-0.13242,0.12303,0.050701,0.047047,-0.04278,-0.03075,0.26781,0.16587,-0.039417,-0.049468,-0.24904,0.29072,0.1118,-0.063657,-0.2411,0.27144,-0.13691,-0.21742,-0.12293,0.058595,0.069831,0.14149,0.091525,-0.069274,0.054831,-0.10894,0.03667,0.18278,-0.033968,-0.032997,-0.34685,-0.036289,-0.044106,0.18479,-0.26326,-0.077302,-0.28594,-0.63077,0.061203,-0.015007,0.026497,-0.24133,0.077962,-0.15532,-0.10678,0.11872,0.022848,0.12871,-0.13176,0.24203,-0.062187,0.33416,0.045814,-0.053679,0.10724,-0.30948,-0.24274,-0.1974,0.35039,0.14759,0.046127,0.014199
49,0.70345,0.54087,0.75655,0.58999,0.67789,0.68518,0.6592,0.64143,0.64607,0.73318,0.66113,0.63069,0.59552,0.62774,0.66812,0.66405,0.60527,0.68351,0.58944,0.63725,0.59426,0.66943,0.65541,0.50563,0.66056,0.62718,0.55138,0.66695,0.57006,0.68793,0.54306,0.5673,0.56764,0.67015,0.66813,0.68882,0.47713,0.65768,0.62896,0.5788,0.62349,0.62915,0.50415,0.48208,0.45499,0.6126,0.45491,0.47125,0.46849,1,0.47045,0.53092,0.49231,0.54266,0.30185,0.51489,0.40963,0.39691,0.22821,0.23692,0.43313,0.47188,0.46659,0.23757,0.48048,0.28471,0.31946,0.21883,0.21189,0.16127,0.031967,0.1243,0.14411,0.12603,0.18768,0.30828,0.082945,0.13187,0.40444,0.12892,0.058171,0.14174,0.36769,0.42957,0.11882,0.096924,0.36366,0.15707,-0.014635,0.063175,0.26071,-0.024479,0.13594,0.094004,-0.043325,0.18337,0.092047,0.081576,0.065907,0.18396,0.11266,-0.059967,0.15604,0.07227,-0.16763,0.023718,-0.0040138,0.12975,0.085307,-0.14047,0.40232,0.038643,0.19446,0.025699,0.041611,-0.10964,0.10266,-0.20484,-0.026824,0.28954,0.37153,0.12275,-0.11085,0.23717,0.20513,-0.11004,-0.068936,-0.13944,0.24608,-0.23418,-0.1469,-0.29733,-0.044146,-0.055433,-0.038474,-0.30645,0.041604,0.097717,0.039916,0.055985,0.16955,-0.1199,0.050702,0.051388,0.14876,0.020195,0.091354,-0.19848,0.17179,-0.018764,0.1506,-0.14223,-0.075016,-0.17162,-0.14069,-0.076286,0.10552,-0.04919,0.12603,0.10842,-0.29304,0.25266,0.1384,0.040203,0.023684,0.064066,0.17986,0.047475,0.16351,-0.19986,-0.36239,-0.05053,-0.12901,-0.19193,-0.069905,0.25637,0.114,0.1444,-0.060054
50,0.75091,0.71484,0.73568,0.69922,0.69549,0.70323,0.75431,0.76751,0.76133,0.6668,0.69918,0.78217,0.73528,0.62388,0.67977,0.62858,0.62066,0.7562,0.79931,0.77201,0.62644,0.74602,0.7936,0.71523,0.74983,0.82447,0.66394,0.69013,0.69867,0.68349,0.62644,0.67308,0.77214,0.68371,0.68643,0.75604,0.65323,0.7675,0.76594,0.67685,0.71655,0.65831,0.66478,0.70901,0.58029,0.78557,0.60167,0.67318,0.5716,0.47045,1,0.61387,0.38338,0.56901,0.31812,0.59315,0.51206,0.32253,0.32563,0.27911,0.49013,0.53211,0.46345,0.37148,0.48553,0.34245,0.2966,0.44475,0.37629,0.42296,0.27564,0.22392,0.14925,0.083522,0.064315,0.32866,0.18758,0.377,0.35513,0.30983,0.052257,0.041229,0.23909,0.21711,0.30089,0.096962,0.19232,0.35872,0.33486,0.29017,0.17433,0.30243,0.035249,0.32437,0.30627,0.20123,-0.073459,0.0027306,0.030184,0.60684,-0.0022689,0.10737,0.22785,0.13047,0.13736,-0.034053,0.12413,-0.002624,0.31286,-0.11648,0.13455,0.012698,0.05444,-0.29742,0.076988,0.19679,-0.043243,0.23829,0.053434,0.089255,0.021341,0.16378,-0.091112,0.26405,-0.012239,0.10723,-0.10216,-0.095234,0.17228,0.11097,0.070107,-0.13682,-0.14354,-0.1409,-0.16371,-0.038149,-0.044944,0.11938,0.2895,-0.023987,0.066904,0.10771,0.17002,0.22299,0.37459,-0.15806,0.058385,-0.10758,-0.16093,-0.039037,0.29763,-0.12832,-0.09133,-0.14163,-0.25636,-0.087802,-0.065203,0.24125,-0.19062,0.14993,-0.20375,0.16031,0.022136,-0.18175,0.018013,-0.13718,0.18858,-0.070336,-0.0053086,0.1817,0.035825,0.069812,-0.24463,-0.17645,-0.39308,0.36274,-0.18141,-0.1342,0.13531
51,0.65651,0.61062,0.66513,0.55572,0.70722,0.70522,0.70084,0.59239,0.68664,0.70996,0.67414,0.7202,0.65158,0.5683,0.58876,0.69384,0.66195,0.63657,0.70441,0.70863,0.66405,0.60259,0.73445,0.70577,0.64639,0.65935,0.70705,0.69469,0.57367,0.67861,0.62007,0.71058,0.58645,0.65426,0.58665,0.60787,0.53532,0.62449,0.73347,0.62945,0.70901,0.68303,0.58451,0.62781,0.49625,0.64734,0.5187,0.50797,0.54187,0.53092,0.61387,1,0.43998,0.59996,0.4797,0.51318,0.32697,0.48809,0.24832,0.32683,0.48799,0.60885,0.49531,0.26558,0.2464,0.44525,0.39779,0.51438,0.26371,0.24801,0.36472,0.32353,-0.037703,0.33359,0.12078,0.37468,0.15221,0.2766,0.47805,0.31617,0.2624,0.28401,0.20139,0.44037,0.3288,0.090283,0.37021,0.17706,0.2209,0.29401,0.1738,0.046012,0.22899,-0.11355,0.072647,0.22739,-0.06603,-0.14108,-0.027929,0.3474,0.095401,-0.085666,0.32549,-0.0084159,0.03829,0.021998,0.32779,0.10253,0.11326,0.009271,0.15296,-0.024497,0.35186,-0.11087,0.12058,0.24439,0.26453,-0.13618,-0.088375,0.1917,0.23505,0.17326,-0.076333,0.32959,0.0064991,0.013754,-0.14784,-0.16629,0.18956,0.040271,-0.074059,-0.29083,-0.10795,-0.286,-0.13474,-0.16872,0.12688,-0.0042579,0.14562,0.034456,0.19009,0.048483,0.33408,0.016214,0.24855,-0.066366,-0.068843,-0.10885,-0.12982,-0.16954,0.12719,-0.37023,0.045911,-0.058065,-0.3777,0.21795,0.18689,0.051551,-0.10303,0.11228,-0.078866,0.11324,0.089147,-0.1762,0.29041,-0.077858,-0.0259,-0.075021,0.25818,-0.074525,-0.14431,-0.078223,-0.30566,-0.24063,-0.071756,0.33854,-0.019299,-0.057644,0.01967
52,0.49235,0.55813,0.56343,0.67161,0.4902,0.54788,0.60888,0.5254,0.49925,0.60827,0.52444,0.52789,0.44813,0.57645,0.62272,0.53329,0.45091,0.55794,0.49724,0.55725,0.45378,0.52142,0.54351,0.50585,0.54406,0.43628,0.45455,0.47394,0.51326,0.49601,0.5818,0.55651,0.43806,0.7175,0.4992,0.56148,0.45181,0.42417,0.45864,0.43174,0.59059,0.56198,0.53195,0.51449,0.4193,0.44622,0.44907,0.57233,0.46464,0.49231,0.38338,0.43998,1,0.47009,0.56548,0.43269,0.25381,0.36712,0.20778,0.22725,0.32865,0.1886,0.52805,0.27123,0.34462,0.20515,0.30067,0.40356,0.4032,0.015809,0.2,0.097228,0.19937,0.033467,0.35768,0.14221,-0.01881,0.33324,0.35374,0.17253,0.10029,0.10131,0.17559,0.42242,0.22075,0.31695,0.28161,0.015773,0.24098,0.0080004,0.059195,-0.039262,0.086857,0.034903,0.034078,0.21515,-0.066848,-0.051145,-0.069379,0.14069,-0.17651,-0.080055,0.31258,0.12203,0.15044,-0.07557,0.14442,0.14007,-0.0044567,-0.15151,0.21338,0.059714,0.082186,-0.14357,0.1506,-0.17042,0.024681,-0.26059,-0.021157,-0.05264,0.0085681,0.26935,0.18734,0.20677,0.090421,-0.068414,-0.24712,-0.1718,0.097861,0.049777,0.052801,-0.38908,-0.044113,-0.27068,-0.011958,-0.075628,0.016944,0.11457,0.23215,0.095929,-0.093695,-0.083779,-0.077692,-0.079891,0.11198,-0.016459,0.053397,0.021157,0.24337,-0.16238,0.039892,0.01922,-0.12377,-0.17675,-0.31057,0.24262,-0.011884,-0.089469,-0.068778,0.051921,-0.1323,0.077509,0.041166,-0.2399,-0.09317,0.020348,0.14944,-0.1043,0.19757,-0.05199,-0.21217,-0.21215,-0.12923,-0.015561,-0.30563,0.12307,0.1391,0.33688,0.27739
53,0.65463,0.69559,0.72765,0.65203,0.72231,0.61834,0.75306,0.60402,0.59889,0.68748,0.64979,0.66704,0.61874,0.67666,0.66384,0.66662,0.66892,0.62848,0.73694,0.62295,0.72182,0.72197,0.67687,0.65813,0.73282,0.72649,0.61831,0.67617,0.62318,0.59188,0.71052,0.61812,0.52913,0.67039,0.48051,0.57641,0.50739,0.64066,0.72552,0.73297,0.64387,0.63948,0.63705,0.57738,0.40413,0.61748,0.41423,0.56362,0.59544,0.54266,0.56901,0.59996,0.47009,1,0.4555,0.5236,0.37299,0.485,0.37497,0.20681,0.61826,0.50267,0.4842,0.47434,0.18144,0.15296,0.33196,0.28926,0.27386,0.2739,0.48209,0.2121,0.12675,0.18773,0.15322,0.22614,0.28373,0.29432,0.45081,0.23251,0.077042,0.20724,0.25717,0.23734,0.17252,-0.052183,0.26996,0.043724,0.16115,0.31094,0.36109,0.24511,0.14499,-0.015199,0.21677,0.12084,0.052783,0.074541,0.045877,0.29047,0.09989,-0.0037506,0.15201,-0.009677,0.12397,0.059927,0.15031,0.053362,0.35899,0.097729,0.14332,-0.1142,0.2132,-0.068733,-0.1783,0.078517,-0.1803,0.00051993,0.060162,0.19283,0.22654,0.26571,0.14093,0.48663,0.10002,0.13127,-0.13589,-0.15024,0.06147,0.10361,0.16694,-0.34773,0.18854,-0.17361,-0.067645,-0.0021682,0.11066,0.068313,0.0066494,0.081338,0.093755,0.033375,0.080126,-0.10691,0.32077,0.10393,0.098317,-0.17358,-0.19307,-0.0042175,0.24127,-0.26783,-0.18318,-0.31796,-0.25033,0.32563,0.13108,-0.050157,-0.049944,0.12497,-0.18751,0.22778,0.169,-0.036505,0.040545,-0.12126,0.2781,0.10944,0.19081,-0.083248,-0.039769,0.095235,-0.24166,-0.34371,-0.12085,0.20872,0.081203,-0.16639,-0.091927
54,0.3972,0.49692,0.61263,0.54885,0.50357,0.49783,0.55628,0.40206,0.4702,0.55707,0.55282,0.49405,0.43197,0.5514,0.57002,0.4998,0.54772,0.5301,0.52961,0.56174,0.60153,0.46601,0.49013,0.53199,0.58351,0.44861,0.5342,0.52124,0.44493,0.44989,0.58421,0.44691,0.46819,0.59103,0.52431,0.53713,0.43549,0.38307,0.45995,0.46012,0.40606,0.51721,0.48421,0.54573,0.38706,0.34909,0.47117,0.42054,0.33869,0.30185,0.31812,0.4797,0.56548,0.4555,1,0.27611,0.20571,0.56196,0.38864,0.1679,0.48017,0.25671,0.31542,0.27734,0.087498,0.38427,0.5728,0.20867,0.40178,0.17413,0.13305,0.30166,-0.12253,0.17105,0.14206,-0.02412,-0.058437,0.2363,0.33835,0.28844,0.11097,0.092814,-0.032771,0.24584,0.39811,0.1354,0.44994,0.029469,0.16887,0.18701,-0.088318,0.12431,0.19979,0.041782,-0.10866,0.35803,0.020493,-0.023052,-0.030371,0.26417,0.019628,-0.076618,0.27833,0.10514,0.049915,-0.048916,0.21029,-0.090044,0.14641,0.093457,-0.11363,0.0025352,0.21468,-0.18113,-0.02647,-0.047269,-0.15859,-0.27127,0.21854,0.026051,0.16136,0.084129,0.20417,0.33258,0.059883,0.056916,-0.04444,-0.29944,0.19642,0.17711,-0.0031286,-0.39938,0.061612,-0.126,0.0046984,0.028985,-0.15593,0.010355,0.22283,0.11818,0.089443,0.25733,0.0024593,-0.020914,0.12718,-0.14934,-0.12755,0.065095,-0.17319,-0.10787,-0.067116,-0.088846,0.0025373,0.038208,-0.11196,0.10372,-0.22942,-0.06893,-0.11429,-0.10626,-0.18276,0.084047,0.041846,-0.015312,0.0016813,-0.12073,0.04693,0.088337,0.25708,-0.13762,-0.19378,0.0020255,-0.17275,-0.059341,-0.089652,-0.061145,0.22546,0.21957,0.26357
55,0.57126,0.47881,0.54288,0.56352,0.61158,0.53014,0.64493,0.54907,0.58642,0.57093,0.46686,0.62321,0.58882,0.64159,0.53393,0.56805,0.57224,0.60585,0.56928,0.64666,0.5667,0.56968,0.58295,0.51876,0.61218,0.68014,0.5382,0.50097,0.62053,0.62804,0.49507,0.57937,0.52449,0.5488,0.36523,0.61457,0.6352,0.55607,0.60664,0.46685,0.49338,0.54891,0.53144,0.572,0.41828,0.54724,0.48474,0.46246,0.45119,0.51489,0.59315,0.51318,0.43269,0.5236,0.27611,1,0.33973,0.55901,0.25302,0.2111,0.48,0.32204,0.45341,0.33147,0.37041,0.40178,0.24749,0.36059,0.45108,0.13507,0.16559,0.11346,0.31256,0.16756,-0.035867,0.31777,0.31935,0.22339,0.27037,-0.030455,0.011005,0.14903,0.2951,0.3125,0.084728,0.069021,0.17237,0.29887,0.22811,0.32852,0.14744,0.054211,0.053281,0.066236,0.062465,4.3171e-05,-0.0096824,0.071069,0.24897,0.38467,-0.16739,0.030539,0.10225,0.12983,-0.0078107,-0.21104,0.23295,0.21886,0.21885,0.063948,0.24631,0.024313,0.14096,-0.18727,0.064033,0.1514,0.051119,-0.041659,0.080977,0.032502,-0.056255,0.2214,0.21116,0.18403,-0.048364,-0.063503,-0.1588,0.066192,0.27102,0.043936,-0.059786,-0.08736,-0.14815,-0.10191,-0.046607,-0.14963,0.075316,0.090755,0.14676,-0.068003,0.11132,-0.27558,0.078432,0.23049,0.29696,-0.046189,0.17909,-0.040406,-0.083805,-0.13055,0.20798,-0.32898,0.14864,-0.2849,-0.23664,-0.003714,0.090558,0.025725,-0.025372,0.057138,-0.36894,0.3305,0.064423,-0.068615,-0.10952,-0.014348,0.10687,-0.025876,0.098271,-0.23155,-0.061006,-0.031162,-0.19679,-0.055709,-0.22666,0.27976,0.076127,-0.046367,0.0099742
56,0.56103,0.55752,0.55746,0.49344,0.46244,0.46393,0.56145,0.46242,0.56296,0.49539,0.48711,0.4906,0.48794,0.51126,0.59096,0.48342,0.51671,0.44874,0.51974,0.53738,0.50733,0.51063,0.49431,0.44454,0.5618,0.5269,0.54213,0.54524,0.43824,0.49094,0.44431,0.46587,0.53354,0.4533,0.4455,0.46822,0.37238,0.52963,0.40544,0.47686,0.33726,0.56509,0.43398,0.45867,0.31449,0.62679,0.42411,0.52599,0.46452,0.40963,0.51206,0.32697,0.25381,0.37299,0.20571,0.33973,1,0.20343,0.16626,0.036029,0.29085,0.21322,0.30311,0.14921,0.3812,0.18516,0.25039,0.051074,0.28314,0.36819,0.1368,0.064577,0.068908,0.089912,0.094684,0.25018,0.35075,0.16493,0.28328,0.06753,0.18594,-0.011267,0.25024,0.23035,0.1539,-0.12006,0.37781,0.039768,0.20111,0.039124,0.030349,0.11582,0.041386,0.1773,0.37929,0.19795,0.16011,0.10795,-0.0069684,0.20069,0.091795,0.24575,-0.11594,0.34562,-0.053573,0.067126,0.25164,0.17813,0.11988,-0.036696,0.10622,0.036843,-0.020529,-0.055593,0.0617,0.028197,-0.13594,0.1269,-0.064912,0.13842,0.1473,0.17589,0.087638,0.38889,-0.12775,-0.081819,-0.10501,-0.13468,0.18055,0.049443,-0.1456,-0.027095,0.07543,0.0010084,-0.40299,-0.25054,0.0021424,0.15998,0.34396,-0.0025876,0.031129,-0.1821,0.10867,0.27446,0.24789,-0.11711,-0.11961,-0.089912,-0.23569,-0.0050595,0.23444,-0.15006,-0.23156,-0.31588,-0.32847,-0.1186,0.12877,0.16287,-0.084494,-0.045001,-0.17686,-0.055951,0.059657,-0.3361,0.18295,-0.11323,-0.097144,0.046161,0.011662,0.18862,-0.099275,0.18984,-0.24083,-0.20657,-0.34918,0.32705,-0.098748,0.14243,0.0033841
57,0.40399,0.3844,0.53747,0.38222,0.50458,0.3864,0.50626,0.36764,0.3531,0.52,0.45781,0.35768,0.4217,0.55303,0.4541,0.52973,0.41092,0.45811,0.4653,0.44329,0.61809,0.46699,0.48757,0.52485,0.51996,0.44631,0.43616,0.44208,0.44594,0.44871,0.35279,0.47379,0.35881,0.45491,0.45313,0.42423,0.63972,0.36514,0.4464,0.39944,0.46471,0.52941,0.50863,0.49383,0.33821,0.42756,0.42775,0.32125,0.25444,0.39691,0.32253,0.48809,0.36712,0.485,0.56196,0.55901,0.20343,1,0.38517,0.13352,0.50603,0.21837,0.24464,0.30136,0.13057,0.48749,0.4122,0.10504,0.2777,0.20757,0.20569,0.27067,0.081765,0.19352,0.019068,0.14222,-0.092854,0.16909,0.25067,0.10253,0.046712,0.22446,0.17072,0.3173,0.18989,0.088266,0.35404,0.10304,0.29203,0.2305,0.08257,0.088677,0.20367,-0.066981,-0.081151,0.21776,-0.11133,0.25259,-0.018581,0.34775,-0.10275,-0.22478,0.056134,-0.0032323,0.0096447,-0.35282,0.049819,0.093521,0.14102,0.13724,-0.23284,0.037215,0.22902,-0.01776,-0.1285,-0.061097,0.055905,-0.03735,0.1744,0.098908,0.14928,0.0094766,0.1353,0.1217,0.0091354,-0.14905,-0.023102,-0.1212,0.30369,-0.099574,0.16773,-0.27836,-0.088647,-0.033689,-0.0096294,-0.1949,0.066805,-0.04077,0.0061536,-0.086779,0.14337,0.046998,0.11251,-0.038183,0.14194,0.050138,0.090869,-0.036607,-0.32901,-0.11752,0.11588,-0.34055,0.21231,-0.18305,-0.12778,0.17015,0.27398,0.0018133,0.048318,-0.13367,-0.26459,0.22325,-0.026182,0.03716,0.13589,0.14578,-0.141,0.27764,0.26698,-0.23985,0.02297,-0.2119,-0.17593,-0.081576,-0.0030265,0.25522,0.098896,0.075882,0.093682
58,0.11903,0.18761,0.35885,0.20856,0.30304,0.22915,0.32006,0.24468,0.24433,0.30717,0.27664,0.19521,0.10662,0.34265,0.32163,0.19924,0.15359,0.23013,0.35051,0.20795,0.43999,0.3299,0.21006,0.28393,0.36683,0.31665,0.14346,0.2598,0.24107,0.23402,0.17973,0.14033,0.2987,0.30801,0.2416,0.28833,0.24811,0.31389,0.34318,0.20175,0.11787,0.20999,0.32351,0.27777,0.18574,0.12296,0.42043,0.40549,0.14735,0.22821,0.32563,0.24832,0.20778,0.37497,0.38864,0.25302,0.16626,0.38517,1,0.064424,0.39454,0.16404,0.13362,0.065264,0.031605,0.21542,0.32347,0.032451,0.0055159,0.15202,0.040238,-0.015713,0.11364,0.21058,0.07581,0.26545,-0.21746,0.039944,0.4371,0.066819,-0.013532,0.1549,0.12329,0.060263,0.28505,0.13798,0.33336,-0.13089,0.097111,0.14336,0.16713,0.20556,0.22379,0.27842,-0.082184,0.05837,-0.11255,0.15531,0.11492,0.28277,0.12328,0.019563,0.16044,0.12528,0.007207,-0.20222,0.10993,0.25251,0.22785,0.15182,0.10695,0.11232,0.044357,0.025317,-0.12451,0.14602,-0.18513,-0.00034296,0.12144,0.18038,0.044628,0.054002,-0.17553,0.26294,0.1807,0.10801,-0.075238,-0.18153,0.040164,-0.016518,0.13447,-0.33079,0.13149,-0.038415,-0.18231,-0.11394,-0.076489,-0.035754,0.23161,-0.098257,0.064124,0.043264,-0.067686,0.045263,0.16619,-0.0086471,0.025574,0.031257,-0.26803,-0.08784,0.024397,-0.15801,-0.065098,0.047906,-0.056611,-0.1109,0.036752,-0.018901,-0.18588,0.26512,-0.19299,0.43137,0.27073,-0.11962,-0.25811,-0.14451,-0.0082114,0.089932,0.11805,0.1014,0.080155,-0.13287,-0.038821,-0.073857,-0.0036801,0.31384,-0.080907,-0.076918,-0.10242
59,0.2725,0.32207,0.28506,0.26298,0.26865,0.3339,0.24218,0.32608,0.27914,0.33457,0.33294,0.26568,0.3778,0.23749,0.14454,0.20932,0.28427,0.22354,0.27571,0.3652,0.15399,0.23032,0.39619,0.23522,0.25362,0.29971,0.19034,0.22226,0.33754,0.4095,0.1697,0.30521,0.093951,0.27209,0.22473,0.291,0.17272,0.36471,0.20659,0.31242,0.40171,0.22036,0.2801,0.33867,0.23856,0.1331,0.2981,0.26621,0.30603,0.23692,0.27911,0.32683,0.22725,0.20681,0.1679,0.2111,0.036029,0.13352,0.064424,1,0.2021,0.32899,0.20887,0.12157,0.15689,0.087899,0.08195,0.25164,0.32775,0.11585,-0.090773,0.072276,-0.074879,0.17625,0.078087,0.2773,-0.052142,0.10108,0.17379,0.25306,0.046262,0.09981,0.19915,0.12349,0.071138,0.21192,-0.062581,0.056246,0.074649,-0.064876,0.19078,0.24512,0.065114,-0.15359,0.25104,0.24075,0.19076,-0.19432,-0.08306,0.18586,-0.035327,-0.14323,0.17433,-0.19421,0.041524,0.38472,0.041655,0.081209,0.17345,0.12712,0.17199,0.10066,-0.074453,-0.1003,0.031161,-0.020723,-0.025467,-0.022842,0.037134,0.015098,-0.028734,-0.26598,0.10061,0.030489,-0.00071362,0.051866,0.088071,-0.15905,0.0083481,0.097026,0.17232,-0.17462,-0.11592,-0.28238,0.33159,-0.045443,0.14239,-0.15489,0.17436,0.29224,0.047745,0.019061,-0.058791,0.20209,0.068088,-0.17806,0.15735,-0.034906,0.0020287,-0.071269,0.11839,0.095077,0.23365,-0.08777,-0.41782,-0.21937,-0.023762,0.050032,0.24888,0.13441,0.00027419,-0.10727,-0.13695,-0.052401,0.31517,0.1792,0.21504,-0.20884,0.33788,-0.05496,-0.078711,-0.21069,0.12889,-0.24076,0.10399,0.22368,-0.10799,-0.10258,0.25697
