,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
20,-0.032656,0.03569,0.03677,0.021742,0.0049588,0.008574,0.15135,0.26554,0.23987,0.37066,0.13942,0.095225,0.25134,0.043775,0.32268,0.10874,0.15663,0.072962,-0.013689,0.27121,1,0.082962,0.32011,0.098935,0.24932,0.37997,0.29331,0.19662,0.29946,0.3673,0.0878,0.21527,0.27973,0.13777,0.2395,0.24532,0.15941,0.0011377,0.045364,-0.23907,0.16438,0.29033,0.20776,0.18502,0.13461,0.052053,-0.046247,0.015781,0.22297,0.080549,0.099451,0.17789,-0.098155,0.095695,0.14683,0.23646,-0.18491,-0.15427,0.12967,0.2741,-0.042961,-0.060154,-0.16222,0.13227,-0.28414,0.080064,0.069428,0.026919,0.015052,0.15774,-0.21971,-0.13048,0.047207,0.04219,-0.11117,-0.21221,-0.4195
21,0.21909,0.19902,0.15985,0.26025,0.207,0.12706,0.091455,0.18174,0.35115,0.078934,0.37084,0.2668,0.4008,0.25339,0.38442,0.30415,0.2022,0.0084902,0.41936,0.32369,0.082962,1,0.33119,0.14676,0.37344,0.32388,0.25372,0.56934,0.25081,0.33305,0.036281,0.16376,0.28225,0.23533,0.19018,0.1931,0.086417,0.072509,-0.046204,-0.001492,0.22867,0.16999,-0.19637,-0.047051,0.0075193,0.021221,0.074695,-0.021101,0.091699,-0.20915,0.19721,0.27569,0.10168,0.24165,0.22289,-0.10951,-0.12401,0.1892,0.12271,0.2396,-0.15145,0.12111,0.12676,0.19858,-0.049304,0.22139,-0.020403,-0.043357,0.06471,-0.18454,0.15267,0.013616,0.082589,0.06733,-0.42403,-0.086617,-0.12033
22,0.036785,0.12747,-0.022012,0.031269,0.24764,0.16357,-0.13629,0.17703,0.2663,0.46437,0.32742,0.25217,0.27996,0.49594,0.48064,0.32047,0.31635,0.14642,0.47016,0.17998,0.32011,0.33119,1,0.049622,0.32702,0.37932,0.54089,0.42017,0.19899,0.30554,0.21285,0.19723,0.23056,0.23526,0.16918,0.28929,0.11735,-0.11906,-0.053007,-0.066163,0.086892,-0.12081,0.20064,-0.048831,-0.028368,0.066184,0.30063,-0.088568,-0.031728,-0.11362,-0.11215,0.33921,0.078941,-0.064099,0.12413,0.046488,-0.15895,-0.12842,-0.069821,0.20345,-0.22106,0.19421,0.057084,-0.0085656,-0.33848,0.092692,0.28135,-0.22075,0.18812,0.13199,-0.13387,0.17467,0.092158,0.038615,-0.20418,-0.02513,-0.15157
23,0.29547,0.027831,0.17979,-0.10955,0.26118,0.11511,-0.09191,0.1207,0.021648,0.041157,0.35773,0.019996,0.28307,0.1032,0.088305,0.27141,0.086901,0.46609,0.15642,-0.021959,0.098935,0.14676,0.049622,1,0.11187,0.17485,0.11272,0.3374,0.24257,0.32093,0.18616,-0.046565,-0.0067408,-0.052295,-0.16163,0.31128,-0.0050621,-0.16885,0.045846,0.053491,-0.092119,0.037798,0.13316,-0.098487,0.14555,0.081451,0.22368,0.096044,-0.1591,-0.04592,-0.0093292,-0.026695,-0.028084,-0.26393,0.22591,0.047257,0.026523,0.080752,0.16682,-0.11161,0.060839,-0.046366,0.063942,-0.053841,-0.12796,0.19305,0.0061095,0.12907,0.13056,0.022306,0.21023,-0.013347,0.085115,-0.026917,-0.12858,-0.27451,-0.24541
24,-0.069941,0.17862,0.05787,0.24686,0.061976,0.16503,0.23556,0.42657,0.25244,0.4468,0.4582,0.42937,0.49892,0.29869,0.15746,0.42659,0.38519,0.13318,0.26212,0.39892,0.24932,0.37344,0.32702,0.11187,1,0.29401,0.43344,0.41935,0.5364,0.41091,0.14313,0.21688,0.33484,0.14858,0.16267,0.27291,0.22509,0.12314,0.22454,-0.13154,0.15038,-0.13329,-0.11348,-0.16516,-0.17288,0.23889,0.13507,-0.10201,0.3264,-0.11817,0.14396,0.36385,0.29866,-0.11075,0.41154,0.22383,-0.057695,-0.22834,0.048284,-0.0074933,-0.19146,-0.0043839,-0.17746,-0.014164,-0.16484,0.24992,0.050109,-0.14478,0.21578,-0.062529,-0.030045,0.0042494,0.3221,-0.038619,-0.068308,-0.075078,-0.13052
25,0.1355,0.1678,0.20881,0.10493,0.1335,0.13977,0.12593,0.25251,0.21826,0.28007,0.283,0.35012,0.34842,0.42723,0.38064,0.36812,0.43868,0.15618,0.42022,0.21661,0.37997,0.32388,0.37932,0.17485,0.29401,1,0.35886,0.261,0.32787,0.39906,0.3374,0.27228,0.15347,0.15309,0.28583,0.25923,0.28023,-0.0095483,0.059463,-0.2866,0.090072,-0.0046369,0.19585,-0.13554,0.1151,0.12809,0.13873,-0.039003,0.024476,0.10945,-0.024222,0.38325,0.065541,0.13574,0.37224,0.16209,-0.13598,0.12625,0.12065,0.3168,-0.16273,-0.014421,0.058017,0.067342,-0.22394,0.1917,0.11187,-0.048151,0.058028,0.091377,-0.25873,0.113,0.19565,0.0011073,-0.13707,-0.03291,-0.39879
26,-0.15476,0.22658,0.10155,0.12298,0.088524,0.407,-0.14569,0.2356,0.19716,0.44386,0.1597,0.50349,0.32199,0.15008,0.30698,0.36546,0.38169,0.30127,0.39628,0.25047,0.29331,0.25372,0.54089,0.11272,0.43344,0.35886,1,0.24413,0.24136,0.47409,0.27163,0.22578,0.1869,0.073575,-0.038042,0.37511,0.13395,-0.11815,-0.037909,-0.094235,0.16017,-0.078888,0.19158,0.056005,-0.027101,0.1354,-0.036198,-0.12196,0.17536,-0.00082582,0.19655,0.2074,-0.031167,0.13763,0.18104,-0.10639,-0.051778,-0.15255,-0.017464,0.16864,-0.18826,0.11581,-0.0054627,-0.08609,-0.30569,0.11976,0.12533,0.00010687,0.30367,-0.03968,-0.13319,-0.022622,0.26992,0.074588,0.057417,-0.12341,-0.20825
27,0.37495,-0.025384,0.066101,0.015461,0.33942,0.25847,0.11803,0.1899,0.32298,0.1292,0.32772,0.25629,0.32121,0.39972,0.4059,0.41895,0.072867,0.24637,0.32848,0.37814,0.19662,0.56934,0.42017,0.3374,0.41935,0.261,0.24413,1,0.26684,0.39483,0.010192,0.20971,0.067101,0.15844,0.1295,0.30184,0.09538,0.15656,0.25104,0.22554,0.0053702,-0.047832,-0.092184,0.09873,0.067983,0.10483,0.25869,0.054008,-0.033258,-0.37922,0.12402,0.36736,0.053331,-0.046151,0.32323,0.069957,0.075849,0.12836,0.26249,0.1294,0.008668,0.096687,0.12735,0.11944,-0.066392,0.27968,0.098309,-0.22296,-0.051055,0.011267,0.016529,0.1314,0.066042,0.1383,-0.18689,-0.17388,-0.05493
28,0.019179,0.1092,0.31841,0.14473,0.058217,0.26555,0.20719,0.32343,0.083615,0.36511,0.22549,0.1985,0.33792,0.16772,0.27836,0.23445,0.19648,0.22577,0.23012,0.40285,0.29946,0.25081,0.19899,0.24257,0.5364,0.32787,0.24136,0.26684,1,0.18005,0.011061,0.16049,0.26254,0.24291,0.084416,0.15056,0.19089,0.020087,0.040546,-0.023059,0.16524,-0.243,0.12441,-0.18196,0.02381,0.20361,0.032994,-0.11387,0.059211,-0.077899,0.22986,0.26629,0.12128,-0.060234,0.37383,0.24561,-0.014718,0.048984,0.24744,-0.00091206,0.093718,0.17411,-0.048837,-0.25238,-0.16138,0.2485,0.17921,0.11435,0.14423,0.20487,-0.0092713,-0.0065948,0.091795,-0.1124,-0.28028,-0.27614,0.087996
29,0.28932,0.048546,0.076375,0.11512,0.02448,0.11778,0.12626,0.5392,0.17379,0.29695,0.32328,0.26557,0.49728,0.19583,0.1796,0.22851,0.17366,0.35876,0.3364,0.3409,0.3673,0.33305,0.30554,0.32093,0.41091,0.39906,0.47409,0.39483,0.18005,1,0.23419,0.22672,0.21928,0.08906,0.26135,0.51172,0.098877,0.087762,-0.080897,-0.14651,0.13363,0.045134,0.00022606,0.04357,0.095971,-0.15439,0.15845,0.08187,0.091117,-0.16802,0.16763,0.21948,-0.022111,-0.090918,0.12401,0.086191,0.072246,0.1636,0.07406,0.24158,-0.046768,-0.10181,-0.19108,0.089269,-0.17041,0.12815,0.11858,0.045817,0.19875,-0.1898,0.039424,-0.18548,0.16672,0.30359,0.00050986,-0.12127,-0.32133
30,-0.010849,-0.046866,-0.0087518,0.21338,0.035845,0.1537,-0.017821,0.25615,0.22194,0.21304,0.22045,0.090565,0.12877,0.26477,0.1805,0.32822,0.4838,0.10512,0.39533,-0.13462,0.0878,0.036281,0.21285,0.18616,0.14313,0.3374,0.27163,0.010192,0.011061,0.23419,1,-0.050187,-0.035815,0.10599,0.047191,0.018836,0.073768,-0.27467,-0.096188,-0.01697,0.076689,0.13205,0.22594,-0.097888,0.15508,0.13174,-0.023858,0.039067,-0.032498,-0.1909,0.10807,0.055746,0.0013841,0.10293,0.15153,0.21454,0.043197,-0.0055301,-0.10669,0.0029442,-0.16028,-0.07742,0.088066,0.012139,-0.033388,0.081585,0.18881,0.11688,0.21577,0.12287,-0.014679,-0.097705,0.09866,0.4162,-0.090371,-0.2244,-0.18437
31,-0.056051,0.16241,0.27749,-0.14813,0.38292,-0.068934,0.16115,0.13209,0.040949,0.15182,0.19373,0.20075,0.10883,0.080546,0.27833,0.17187,0.13343,0.29192,0.17757,0.080582,0.21527,0.16376,0.19723,-0.046565,0.21688,0.27228,0.22578,0.20971,0.16049,0.22672,-0.050187,1,0.012047,-0.0613,0.28277,0.14087,0.098861,0.26923,0.15743,-0.15204,0.093872,0.025734,0.25669,-0.16288,0.37284,-0.066474,-0.017698,0.28087,0.32278,-0.070286,0.022226,0.21191,0.12419,-0.083601,0.026453,0.046674,-0.29438,0.061937,0.3385,0.080321,0.053014,0.010964,0.18577,-0.0031684,-0.013142,0.37071,0.14085,-0.3188,0.0074851,-0.060137,-0.22524,0.1632,0.13557,-0.0030052,0.051639,-0.019114,-0.25235
32,-0.18316,0.24048,0.26591,0.27413,-0.061803,0.37264,0.037408,0.20228,0.50132,0.16778,0.013962,-0.016452,0.16596,0.082403,0.17226,0.23052,0.00076088,0.092177,0.027631,0.45909,0.27973,0.28225,0.23056,-0.0067408,0.33484,0.15347,0.1869,0.067101,0.26254,0.21928,-0.035815,0.012047,1,-0.06016,0.39688,0.078024,0.14958,-0.05835,0.053445,-0.053032,0.0079321,0.11793,0.0016187,-0.21656,0.30183,0.0763,0.1325,-0.0079621,0.16556,0.17179,0.13641,0.13058,0.068067,0.0642,0.35101,0.01067,-0.030323,-0.038998,0.062729,0.39447,-0.35473,0.095608,-0.044893,-0.31325,0.15219,-0.047504,-0.018682,0.00088122,0.13708,-0.13029,0.011832,0.2645,0.060677,0.0023281,-0.0034188,-0.082477,-0.19601
