,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109
20,0.82452,0.8127,0.79598,0.82357,0.79982,0.74087,0.73773,0.75898,0.74839,0.7743,0.72182,0.7657,0.73114,0.79668,0.8373,0.7281,0.71837,0.71736,0.61527,0.76761,1,0.61643,0.74597,0.70136,0.63061,0.6917,0.73615,0.74796,0.71735,0.53031,0.4946,0.42199,0.57944,0.46179,0.39276,0.40119,0.22438,0.46085,0.05938,0.46329,0.18572,-0.058245,-0.052114,0.1805,0.17381,0.39583,0.062787,-0.07457,-0.067406,0.021575,-0.0088557,-0.28395,0.23067,0.069022,0.0060724,-0.19468,0.016823,-0.1627,0.10911,-0.10862,-0.49038,-0.26887,-0.12472,-0.13679,-0.17027,-0.19933,-0.25369,-0.10998,0.12154,-0.073384,-0.14403,-0.11919,0.30787,0.11769,0.017508,-0.034226,0.026356,0.06971,0.13347,-0.039944,-0.026595,0.12137,-0.014583,-0.16857,-0.077418,-0.21243,-0.18888,0.02089,0.024589,0.20834,0.043965,0.20324,0.034998,-0.23791,0.27223,0.13853,0.26143,0.15612,0.0014678,-0.019429,0.15955,-0.16828,0.14625,0.046441,0.38736,-0.018547,0.060698,0.058083,0.051259,0.16494
21,0.78814,0.72671,0.7483,0.73252,0.71682,0.72647,0.83723,0.68047,0.75745,0.74701,0.71593,0.75938,0.75362,0.68391,0.67658,0.73199,0.6774,0.74201,0.63826,0.64967,0.61643,1,0.62298,0.57895,0.59512,0.44981,0.70481,0.61102,0.72642,0.42245,0.59691,0.27766,0.56338,0.41126,0.52308,0.34443,0.36661,0.50288,0.050639,0.29584,0.026492,0.20786,-0.16201,0.2637,0.096996,0.22034,-0.16139,0.10433,-0.021409,-0.023681,0.00014596,-0.080538,0.078167,-0.061777,0.12346,-0.13717,0.18964,-0.14455,-0.15615,0.087391,-0.49594,-0.31243,-0.071032,-0.053284,-0.31584,0.0016211,-0.32634,0.035303,0.040057,-0.06251,0.021034,-0.1164,0.23706,0.12303,-0.036776,-0.10987,0.15857,0.10598,0.1928,0.030958,-0.069918,0.22942,-0.14659,-0.097795,0.064668,-0.12168,-0.21223,0.03294,-0.021624,0.083719,-0.017667,0.031163,0.12689,-0.11194,0.23097,-0.051512,0.18394,0.068053,-0.15008,-0.18858,0.075815,-0.22349,-0.15129,-0.30447,0.22432,-0.031829,0.31554,-0.046989,0.15472,-0.044896
22,0.78452,0.74655,0.74483,0.78841,0.82047,0.74471,0.78519,0.76244,0.76732,0.72373,0.80602,0.69334,0.76424,0.73197,0.77846,0.71516,0.7284,0.7173,0.58277,0.68921,0.74597,0.62298,1,0.6803,0.66352,0.5201,0.59524,0.67352,0.66043,0.52616,0.51691,0.32258,0.51508,0.50579,0.41936,0.36785,0.34648,0.4512,0.072317,0.23096,0.13796,-0.060034,-0.015859,0.13197,0.35067,0.41099,-0.15606,-0.029535,-0.091251,-0.020158,0.054599,-0.21865,0.20396,0.15702,0.19621,-0.18853,-0.053914,-0.30059,0.015386,-0.0070467,-0.54733,-0.22063,0.043656,-0.27094,-0.12877,-0.041301,-0.31594,-0.2671,-0.048363,-0.040912,-0.027659,-0.18524,0.26546,0.36032,-0.027732,0.059238,0.15769,0.12444,0.27681,-0.035551,-0.090603,0.21381,-0.11782,0.0046065,-0.17236,-0.099141,-0.23542,0.075559,-0.25614,-0.056929,0.051255,0.098912,0.003404,-0.24212,0.27157,0.097346,0.21625,0.089082,-0.12914,0.026098,-0.0037948,-0.20463,0.077162,-0.003167,0.36225,0.16338,0.078113,0.078703,0.041829,0.23749
23,0.72567,0.73139,0.7724,0.71599,0.75015,0.77469,0.72938,0.6867,0.73638,0.71351,0.66929,0.64384,0.66052,0.7666,0.73838,0.75753,0.72149,0.69442,0.68093,0.68174,0.70136,0.57895,0.6803,1,0.63343,0.60419,0.63944,0.53983,0.5203,0.42823,0.44972,0.27252,0.64645,0.45577,0.52825,0.30835,0.29062,0.43455,0.059843,0.27633,0.2309,0.12728,-0.12063,0.030337,0.11445,0.24818,-0.12438,-0.098275,0.085866,0.069161,-0.11263,-0.12078,0.15373,-0.053412,0.032101,-0.26503,-0.092978,-0.29967,-0.0081572,0.082249,-0.47854,-0.046354,0.17966,-0.11637,-0.13329,-0.078356,-0.20785,-0.075107,0.16233,-0.073198,0.064106,-0.24713,0.30966,0.36771,0.063141,-0.099328,-0.072762,0.24748,0.14587,0.045615,0.015231,0.025446,-0.072415,0.088845,-0.22591,-0.22915,-0.14532,-0.0010244,-0.11135,0.059882,-0.00017932,0.16751,0.071584,-0.15158,0.14244,0.12695,0.26743,0.17761,-0.055976,-0.021995,0.10336,-0.15514,0.085338,-0.076883,0.19103,0.093262,0.032412,0.038035,-0.041921,0.29097
24,0.72209,0.74972,0.7651,0.71209,0.70988,0.68814,0.70811,0.58649,0.6975,0.68677,0.72687,0.73005,0.68381,0.61096,0.61062,0.67887,0.58961,0.63394,0.71662,0.58568,0.63061,0.59512,0.66352,0.63343,1,0.36101,0.53338,0.55736,0.691,0.55087,0.50811,0.18662,0.52691,0.58258,0.52791,0.16374,0.40997,0.58496,-0.023473,0.43132,0.19561,-0.080234,-0.11532,0.22261,0.16375,0.38196,-0.10764,-0.13495,0.17128,0.11911,-0.10518,-0.11809,0.1154,0.030568,-0.029211,-0.15052,-0.020338,-0.26459,0.080776,0.054708,-0.46086,-0.18982,0.10204,-0.16631,0.0089931,-0.13632,-0.29027,-0.14693,-0.11479,-0.23767,0.039525,-0.17087,0.22891,0.27407,0.10114,-0.0018566,0.16308,0.20416,0.1326,0.10023,0.031806,0.088491,-0.096154,0.12811,-0.1824,-0.16746,-0.41696,-0.12297,-0.16947,0.30896,0.042939,0.2723,0.10472,-0.25163,0.15047,0.17672,0.007872,0.11736,-0.15329,-0.13526,0.10804,0.0081818,0.14273,-0.23961,0.22816,0.066056,0.025587,-0.032834,0.15532,0.18747
25,0.62287,0.64102,0.61096,0.58469,0.6338,0.62591,0.6668,0.51592,0.67104,0.5882,0.59926,0.60088,0.57225,0.57545,0.59657,0.5955,0.596,0.56696,0.56868,0.58548,0.6917,0.44981,0.5201,0.60419,0.36101,1,0.52898,0.54865,0.52287,0.26173,0.52765,0.4424,0.36827,0.34203,0.48283,0.37887,0.28553,0.40355,0.10054,0.35999,0.094585,0.089814,-0.053454,0.1246,0.16984,0.31111,-0.0012237,0.14097,-0.028631,-0.11664,-0.038944,-0.18828,0.063815,-0.13926,-0.077013,-0.093042,0.090059,-0.096559,-0.082617,0.15481,-0.46528,-0.14225,-0.070985,-0.017502,-0.29957,-0.087021,-0.024572,0.021302,0.2413,0.07723,-0.058379,-0.24853,0.32681,0.24761,-0.12107,-0.073155,-0.14098,-0.18959,0.013151,0.047802,0.2114,0.0069613,0.13188,-0.0038951,0.013208,-0.4385,0.092014,0.19439,-0.028453,0.12152,0.042656,0.052391,0.046659,-0.18211,0.44302,-0.078846,0.14992,0.40313,0.18218,0.12468,-0.046536,-0.22009,0.073434,0.0017438,0.30945,0.082181,0.1099,0.17902,0.13681,0.093133
26,0.77588,0.75639,0.76881,0.79047,0.73307,0.68932,0.7493,0.77296,0.71749,0.79173,0.6327,0.68285,0.71203,0.72582,0.76352,0.70064,0.60074,0.75262,0.60703,0.75432,0.73615,0.70481,0.59524,0.63944,0.53338,0.52898,1,0.65893,0.62277,0.43294,0.45563,0.34069,0.6279,0.48573,0.42289,0.36554,0.18433,0.34492,-0.0089978,0.3598,0.23155,0.16181,-0.068274,0.17206,0.078887,0.44713,-0.20599,0.072507,-0.033192,0.0030838,0.039669,-0.1494,-0.02428,-0.078346,-0.043201,-0.11795,0.069393,-0.24362,0.018788,-0.067034,-0.55066,-0.30568,-0.1318,-0.023665,-0.39011,-0.20134,-0.26464,0.063486,0.12876,-0.027533,-0.055374,0.025178,0.28446,0.047227,-0.052703,-0.14351,0.13975,0.131,0.015201,-0.085581,-0.084327,0.048237,0.011189,-0.17952,-0.096796,-0.30426,-0.16022,0.073431,-0.065411,0.14336,-0.05807,0.13285,-0.11535,-0.12908,0.30154,-0.03037,0.27764,-0.010398,0.12987,-0.061353,0.050864,-0.14058,0.063911,-0.11173,0.19358,0.082824,0.19618,0.11207,0.10806,0.13679
27,0.76977,0.76044,0.71098,0.72546,0.73403,0.67383,0.7761,0.7161,0.70873,0.75829,0.73445,0.76673,0.77617,0.73806,0.69581,0.69434,0.7315,0.73885,0.58764,0.57908,0.74796,0.61102,0.67352,0.53983,0.55736,0.54865,0.65893,1,0.65799,0.63506,0.45618,0.32609,0.46109,0.43762,0.35314,0.47674,0.26452,0.49522,0.19226,0.34752,0.3088,0.041355,-0.13661,0.22443,0.23434,0.42051,0.069494,-0.037837,-0.046675,0.14278,-0.12029,-0.32938,0.015535,0.21116,0.073858,-0.058457,0.08759,-0.19965,0.090419,-0.09547,-0.49379,-0.27124,-0.28463,-0.12097,-0.28915,-0.15245,-0.39027,0.11705,0.047538,-0.16427,0.0066966,-0.073221,0.25266,0.060429,-0.10009,0.071321,0.14692,-0.14193,0.22816,0.020506,-0.073844,0.21105,0.11594,0.029413,-0.18134,-0.087434,-0.0041448,-0.085154,-0.030854,-0.021561,-0.050349,0.03255,-0.032918,-0.20997,0.27483,0.015471,0.22905,0.058,-0.018506,-0.15075,0.099522,-0.0032209,0.13987,-0.0066512,0.30614,0.11787,0.050692,0.097017,0.052375,0.069214
28,0.80761,0.84558,0.78893,0.73758,0.77456,0.77967,0.78143,0.75763,0.77853,0.78814,0.82468,0.83101,0.73724,0.67211,0.70837,0.82365,0.68551,0.7203,0.72251,0.72409,0.71735,0.72642,0.66043,0.5203,0.691,0.52287,0.62277,0.65799,1,0.5159,0.52679,0.34433,0.51166,0.49782,0.49856,0.37067,0.36177,0.57355,-0.0043741,0.28104,0.14298,-0.06095,-0.26828,0.28474,0.1594,0.37144,-0.054467,-0.00306,-0.068253,-0.0084128,0.058658,-0.26036,0.14775,0.050343,0.24811,-0.13432,0.23356,-0.28575,0.19754,-0.014104,-0.41058,-0.2981,-0.051121,-0.10797,-0.24572,-0.12884,-0.2965,-0.074391,-0.015387,-0.15934,-0.022953,-0.1375,0.20454,0.13713,-0.12831,-0.028099,0.13257,0.097751,0.29536,0.080076,0.068177,0.095836,0.056284,0.038485,0.11089,-0.21935,-0.25695,0.075837,-0.15562,0.27349,-0.010665,0.1685,0.20859,-0.1373,0.28619,0.019062,0.136,0.16125,0.07975,-0.014464,0.12122,-0.20707,0.053503,-0.22203,0.34027,-0.026898,0.19103,0.11991,0.31009,0.14154
29,0.6359,0.58829,0.62594,0.62414,0.57644,0.62707,0.59328,0.58091,0.59688,0.61762,0.6308,0.58091,0.58099,0.57465,0.58107,0.57857,0.62225,0.53551,0.51327,0.47168,0.53031,0.42245,0.52616,0.42823,0.55087,0.26173,0.43294,0.63506,0.5159,1,0.598,0.33621,0.34767,0.48219,0.30561,0.35581,0.14635,0.31434,0.2305,0.28679,0.14654,-0.10565,0.050737,0.28881,0.10776,0.10079,-0.11941,-0.075137,0.0082694,0.25067,-0.25682,-0.10042,-0.10738,0.28131,0.026892,0.053799,0.16435,0.0095993,0.21729,-0.036725,-0.38639,-0.23369,-0.051418,-0.17254,-0.025069,-0.12946,-0.28757,0.10419,-0.0055215,-0.30959,0.083171,-0.064981,0.21887,0.2108,0.15108,-0.088779,0.17649,-0.011912,0.10692,-0.0074823,-0.10912,0.040007,-0.03926,0.065182,-0.020217,-0.1619,-0.14038,-0.053491,0.074092,0.11918,-0.046698,0.051861,-0.0044127,-0.22204,0.22655,0.14562,0.19046,0.13759,-0.20743,-0.22058,0.11053,0.037977,0.29502,0.12875,0.31445,-0.19601,0.093503,-0.035319,-0.071893,0.3696
30,0.61475,0.56431,0.60507,0.59255,0.6683,0.59541,0.64526,0.50195,0.66772,0.65104,0.59221,0.61259,0.59258,0.51617,0.61987,0.59038,0.58458,0.45054,0.54518,0.56428,0.4946,0.59691,0.51691,0.44972,0.50811,0.52765,0.45563,0.45618,0.52679,0.598,1,0.34848,0.42493,0.43951,0.4847,0.35193,0.34422,0.51823,0.023364,0.20963,-0.052095,0.15873,0.069938,0.036116,0.097004,0.14228,-0.15634,0.12514,0.23095,0.021766,-0.065691,0.15872,0.054058,0.055184,0.036309,0.03622,0.14479,0.12018,-0.06905,0.029909,-0.66207,-0.18069,-0.08027,-0.16401,-0.25266,-0.093171,-0.28558,-0.047959,0.18789,-0.15079,0.22477,-0.028871,0.24754,0.37635,0.012261,-0.14567,0.11647,-0.25373,0.13099,-0.064887,0.038912,0.1271,-0.0012686,-0.074581,0.022763,-0.269,-0.061705,0.081163,0.12977,0.097007,0.015893,-0.10268,-0.029247,-0.30599,0.3678,0.22548,0.15362,0.39587,-0.17728,-0.079007,-0.1364,-0.062884,0.038854,-0.064856,0.271,0.081769,0.17846,-0.11944,0.17179,0.069954
31,0.46059,0.4109,0.49702,0.36674,0.31742,0.36601,0.48931,0.38969,0.4708,0.35965,0.42715,0.49647,0.4751,0.29538,0.29354,0.39553,0.43838,0.4174,0.36467,0.46665,0.42199,0.27766,0.32258,0.27252,0.18662,0.4424,0.34069,0.32609,0.34433,0.33621,0.34848,1,0.22546,0.25035,0.18943,0.20559,0.26313,0.1289,0.12196,0.30168,0.075584,0.1725,-0.022701,0.15708,-0.09635,0.1689,0.0056431,0.23654,0.064533,-0.08449,-0.050571,-0.018602,0.019359,-0.15595,-0.10505,0.12161,-0.15953,-0.08131,0.017504,-0.0057223,-0.25348,-0.27409,0.016821,-0.10299,-0.15807,-0.46359,-0.074044,-0.19962,0.17862,-0.0087941,-0.080642,-0.16137,0.020158,0.15533,0.042998,-0.26312,-0.044751,-0.071861,-0.10498,-0.16321,0.18638,0.11354,-0.10816,0.0071148,-0.040341,-0.16979,0.02159,0.26939,0.067412,0.033733,-0.21982,0.14658,0.21908,0.046702,0.48777,0.079917,0.037284,-0.066957,0.077194,0.016647,0.15151,-0.18979,0.10002,0.20431,0.43266,0.026211,0.11729,0.063409,0.1568,0.29163
32,0.64189,0.56269,0.63448,0.63812,0.58773,0.59737,0.5758,0.59894,0.58162,0.65684,0.51065,0.57339,0.6328,0.5833,0.56895,0.59441,0.6039,0.50745,0.45338,0.65763,0.57944,0.56338,0.51508,0.64645,0.52691,0.36827,0.6279,0.46109,0.51166,0.34767,0.42493,0.22546,1,0.37035,0.42846,0.13524,0.25548,0.3469,-0.17947,0.14366,0.15887,0.05678,-0.07054,0.054543,0.01101,0.083534,0.071603,-0.22508,0.025439,-0.18509,-0.076305,-0.014645,0.029451,-0.10915,0.099756,0.035224,0.0075937,-0.081119,-0.040526,-0.041713,-0.6524,-0.34332,-0.015247,-0.14897,-0.42868,-0.24675,-0.2865,-0.10379,0.12871,-0.20804,-0.13547,-0.14231,0.18743,0.13523,-0.22507,-0.047409,0.15985,0.038289,0.14203,-0.053419,-0.12471,-0.012081,-0.058395,-0.082364,-0.21102,0.01149,-0.30584,-0.01947,0.09027,0.33059,0.15565,0.033894,-0.0016223,0.070917,0.1118,0.23103,0.22977,0.080887,-0.011858,-0.081026,-0.050724,0.05114,-0.054955,-0.028302,0.13887,0.026347,0.15396,-0.018652,0.058547,0.14453
33,0.60424,0.51444,0.64195,0.51773,0.55865,0.52538,0.52791,0.40195,0.48866,0.5864,0.5561,0.54415,0.57125,0.43693,0.3732,0.49607,0.48145,0.41817,0.60953,0.5247,0.46179,0.41126,0.50579,0.45577,0.58258,0.34203,0.48573,0.43762,0.49782,0.48219,0.43951,0.25035,0.37035,1,0.28712,0.37151,0.37503,0.30725,-0.14961,0.32586,0.14721,0.022513,-0.059564,0.068877,0.30844,0.24931,-0.2371,-0.19142,0.06106,-0.13053,0.076936,0.099483,0.085909,0.17341,0.020283,-0.057834,0.098975,-0.28626,0.10843,0.065402,-0.27037,-0.12774,0.24237,0.090622,-0.15881,0.079258,-0.33976,-0.040416,0.10604,-0.026348,-0.076951,0.042961,0.16928,0.20659,0.048164,-0.032485,0.26488,0.10488,-0.18298,-0.14922,-0.096001,0.12668,-0.01328,0.09714,0.033462,-0.20944,-0.27145,-0.018529,0.20301,0.12387,-0.041168,0.0052386,0.13883,-0.21765,0.16389,0.039039,0.17997,0.096939,-0.1265,-0.11233,0.087668,0.046359,-0.083159,0.016582,0.10965,-0.052849,0.086528,0.11229,0.16002,0.17783
34,0.51297,0.59531,0.58749,0.5223,0.48399,0.53966,0.60224,0.48982,0.55927,0.52479,0.51567,0.56888,0.58858,0.44925,0.5019,0.64224,0.51013,0.62629,0.46984,0.4687,0.39276,0.52308,0.41936,0.52825,0.52791,0.48283,0.42289,0.35314,0.49856,0.30561,0.4847,0.18943,0.42846,0.28712,1,0.20138,0.3931,0.25441,-0.12515,0.1067,0.0015891,0.30286,-0.038436,0.066637,-0.022068,0.12252,-0.24499,0.12647,0.020044,0.14352,-0.23486,-0.10264,0.054782,-0.052292,-0.019965,-0.13269,0.097469,-0.12066,0.003305,0.24055,-0.42216,-0.15351,0.045495,-0.17019,-0.25503,-0.17664,-0.027335,-0.1652,-0.028358,-0.15925,0.14166,-0.040728,0.03995,0.46863,-0.0033957,-0.18155,-0.15414,-0.12102,0.17093,0.14476,0.075601,-0.07302,-0.025298,0.10313,0.0048081,-0.14343,-0.13127,-0.01096,-0.10664,0.2178,0.13685,0.041551,-0.037712,-0.1981,0.28966,-0.036919,0.099423,0.11263,0.17989,-0.16612,0.058009,-0.24904,0.014982,-0.14683,0.13152,-0.12469,0.27306,-0.22841,0.36358,0.057778
35,0.39622,0.37377,0.48702,0.36642,0.42269,0.27542,0.452,0.39902,0.42506,0.44011,0.4402,0.42566,0.42629,0.38074,0.36994,0.43178,0.34875,0.42079,0.39322,0.32982,0.40119,0.34443,0.36785,0.30835,0.16374,0.37887,0.36554,0.47674,0.37067,0.35581,0.35193,0.20559,0.13524,0.37151,0.20138,1,0.16744,0.20714,0.15555,-0.027382,-0.013758,0.13959,-0.19366,0.23178,0.13955,0.19621,-0.021384,0.010363,-0.23233,0.15311,0.062767,0.097713,0.063258,0.037685,0.24084,0.01204,0.42626,0.060952,0.28064,-0.13461,-0.19851,0.087794,-0.33563,-0.036966,-0.13452,0.062986,-0.11584,0.13044,0.22433,-0.044963,0.027417,-0.077146,0.18564,-0.041701,-0.17157,-0.058438,0.18988,-0.13681,0.18103,0.08816,0.16612,0.012122,-0.098619,-0.21273,-0.066655,-0.21074,-0.048996,0.17633,0.16723,-0.15083,-0.081845,-0.13329,-0.056904,-0.27162,0.25872,-0.11436,0.25024,0.027075,0.12195,-0.18772,0.081548,-0.12764,0.027289,0.22363,0.08933,0.10146,0.39819,0.12829,0.018959,-0.13069
36,0.44474,0.3825,0.3749,0.35346,0.45402,0.36067,0.42479,0.39725,0.45352,0.48371,0.54645,0.42039,0.46193,0.31923,0.30553,0.33701,0.44268,0.44207,0.38015,0.39515,0.22438,0.36661,0.34648,0.29062,0.40997,0.28553,0.18433,0.26452,0.36177,0.14635,0.34422,0.26313,0.25548,0.37503,0.3931,0.16744,1,0.41386,-0.17802,-0.02446,0.0056775,0.31155,0.021089,-0.080136,-0.10592,0.21356,-0.0045656,0.17072,-0.1423,0.020139,-0.13768,-0.0053882,0.11491,-0.03308,0.045672,0.06414,-0.10983,-0.12483,0.01554,0.081819,-0.30664,0.008637,0.12303,-0.079451,-0.12485,-0.080903,-0.21203,-0.082774,-0.17651,0.033445,0.0022724,-0.12449,-0.07533,0.32302,-0.25435,0.028114,0.026948,-0.099107,0.076852,0.22351,0.11923,0.29756,0.17403,0.21563,-0.18871,0.054922,-0.05708,-0.14239,-0.08483,0.079163,0.039893,0.064752,0.13158,-0.047231,0.38453,-0.032115,-0.15851,0.15934,-0.039558,-0.011543,-0.054008,-0.3255,-0.11108,-0.13693,0.28451,0.34085,0.015353,-0.089279,0.21892,0.028955
37,0.61438,0.53435,0.5328,0.58088,0.58781,0.59979,0.62472,0.4533,0.59723,0.61641,0.62341,0.56494,0.54072,0.54074,0.54049,0.49295,0.55173,0.47978,0.58559,0.57361,0.46085,0.50288,0.4512,0.43455,0.58496,0.40355,0.34492,0.49522,0.57355,0.31434,0.51823,0.1289,0.3469,0.30725,0.25441,0.20714,0.41386,1,0.075743,0.11303,0.099731,-0.014402,-0.08374,-0.058115,0.28412,0.26406,0.10164,-0.069158,0.049539,0.18243,-0.070398,-0.12046,0.082415,-0.092691,0.068684,-0.1423,-0.12259,-0.30749,0.074651,0.0068597,-0.38492,-0.059486,-0.03919,-0.28803,-0.005769,-0.10674,-0.32849,0.06114,-0.18391,-0.23982,0.073388,-0.27226,0.16304,0.03363,-0.027309,0.072524,-0.055307,-0.031442,0.21412,0.21608,0.14802,0.12123,0.006686,0.00085788,-0.011163,-0.1863,-0.08297,-0.24687,-0.10771,0.082736,-0.14571,-0.047565,0.025799,-0.16444,0.23046,0.22762,0.18499,0.37176,-0.17035,-0.029428,0.008665,0.12211,-0.062965,-0.34412,0.29974,0.17024,-0.0040746,0.18329,-0.14832,0.12719
38,0.074701,0.039689,-0.0068577,0.068201,-0.054373,0.22226,0.16177,-0.057103,0.033053,0.067078,0.14622,0.15326,0.011705,0.11399,0.14137,0.086596,0.10138,0.052684,0.059967,-0.037699,0.05938,0.050639,0.072317,0.059843,-0.023473,0.10054,-0.0089978,0.19226,-0.0043741,0.2305,0.023364,0.12196,-0.17947,-0.14961,-0.12515,0.15555,-0.17802,0.075743,1,0.18207,0.0299,-0.30805,0.013437,0.16537,0.24693,-0.11373,-0.1184,0.17187,-0.095547,0.43159,0.078636,-0.16968,-0.19349,0.20935,-0.17796,0.12554,0.086283,0.15242,-0.024211,-0.16905,-0.04736,0.38315,-0.06056,-0.20672,0.20028,0.12771,-0.06724,0.050852,-0.070664,-0.11062,-0.060168,-0.26111,0.22485,-0.12437,0.12687,0.16395,-0.057847,-0.082575,0.14906,0.034586,-0.18486,0.11633,0.014618,-0.045687,0.015164,-0.06055,0.3097,-0.030993,-0.20294,-0.073053,-0.09665,-0.13956,0.09019,-0.10289,0.023808,-0.17489,0.32674,0.046447,-0.003471,0.082012,0.13084,0.16735,0.25453,0.05746,0.26781,0.062327,-0.035312,0.11861,-0.24553,-0.10632
39,0.36704,0.32843,0.35838,0.36444,0.3038,0.3507,0.36288,0.20089,0.32557,0.27409,0.27086,0.39962,0.40409,0.37279,0.2821,0.26056,0.2603,0.30482,0.44634,0.26641,0.46329,0.29584,0.23096,0.27633,0.43132,0.35999,0.3598,0.34752,0.28104,0.28679,0.20963,0.30168,0.14366,0.32586,0.1067,-0.027382,-0.02446,0.11303,0.18207,1,0.13075,-0.24998,0.13008,0.25541,-0.05366,0.19462,-0.020244,0.075871,0.32054,-0.14694,-0.097082,-0.18302,0.25707,0.12216,-0.32595,0.029562,0.010452,-0.18572,0.039598,0.0094707,-0.12913,-0.19098,0.21099,0.3048,0.041997,-0.094419,-0.10221,-0.082714,0.16427,-0.14817,-0.21394,0.026419,0.18329,0.0070519,0.39311,-0.061618,0.056475,0.13914,-0.11961,-0.01769,0.0017216,0.11344,0.0043825,-0.087926,0.024353,-0.033669,-0.095565,0.21418,0.1229,0.23817,-0.14885,0.2508,0.1119,-0.034508,0.0034995,0.012931,-0.14014,0.014276,-0.047776,0.13098,0.072435,0.25176,0.093101,0.091096,0.22755,0.002184,-0.30956,0.029969,0.14363,0.067216
40,0.20459,0.28513,0.23365,0.20012,0.27546,0.20049,0.15279,0.21882,0.17965,0.14935,0.18825,0.26115,0.21916,0.11369,0.1131,0.22494,0.28356,0.28235,0.26151,0.049797,0.18572,0.026492,0.13796,0.2309,0.19561,0.094585,0.23155,0.3088,0.14298,0.14654,-0.052095,0.075584,0.15887,0.14721,0.0015891,-0.013758,0.0056775,0.099731,0.0299,0.13075,1,-0.076636,-0.20289,0.030518,0.085974,0.29491,0.022836,-0.1655,-0.11583,0.24587,0.045521,-0.061548,0.25126,-0.093465,0.18403,-0.12383,-0.064155,-0.1692,0.1769,0.059306,-0.014527,-0.1477,0.065396,-0.058375,-0.087195,-0.087578,-0.20255,0.17924,0.14648,-0.052374,0.089231,0.133,0.18852,0.010992,-0.11064,0.039678,0.17497,0.076484,0.2091,-0.017543,0.017409,0.29133,0.45445,0.21482,-0.24533,-0.023462,-0.011816,-0.11242,-0.2036,-0.092925,-0.064491,0.003449,0.040763,0.27809,0.022382,0.14354,-0.053491,0.060072,0.14405,-0.33043,0.23251,-0.091974,0.23253,-0.12801,0.10084,0.035272,-0.098935,-0.073623,-0.077413,0.090138
41,0.055584,0.064796,0.083685,0.061592,0.1334,-0.056775,0.12845,0.191,0.14771,0.11397,0.066464,0.017498,0.15324,0.028225,-0.0019384,0.057569,0.20834,0.093447,0.023983,0.12403,-0.058245,0.20786,-0.060034,0.12728,-0.080234,0.089814,0.16181,0.041355,-0.06095,-0.10565,0.15873,0.1725,0.05678,0.022513,0.30286,0.13959,0.31155,-0.014402,-0.30805,-0.24998,-0.076636,1,-0.1476,-0.32901,-0.070227,0.029949,-0.19877,0.2018,0.29144,-0.010889,0.0044588,0.24226,-0.15364,-0.056828,-0.082752,-0.088057,-0.042793,0.018432,-0.08453,0.29304,-0.19744,-0.0055724,-0.013034,0.12472,-0.35389,-0.068585,0.08773,-0.016408,0.24262,0.13261,0.13789,0.17861,-0.30964,0.11793,-0.1983,0.0060483,-0.015416,-0.15052,-0.083356,-0.17244,-0.0061337,0.067705,-0.13818,0.10315,-0.18651,-0.0051238,0.25607,-0.16554,-0.15279,-0.071229,-0.07679,-0.057973,-0.28725,-0.0031917,0.19457,-0.21655,-0.018963,-0.11775,0.01603,-0.020015,0.09938,-0.26125,-0.13322,-0.18966,-0.047317,0.13692,0.36433,-0.12633,0.21862,-0.079153
42,-0.081069,-0.14691,-0.17964,-0.029069,-0.069162,-0.060227,-0.098094,-0.15725,-0.085417,-0.065549,-0.16467,-0.21489,-0.079686,-0.055307,0.062777,-0.28324,-0.13783,-0.082015,-0.23931,-0.042517,-0.052114,-0.16201,-0.015859,-0.12063,-0.11532,-0.053454,-0.068274,-0.13661,-0.26828,0.050737,0.069938,-0.022701,-0.07054,-0.059564,-0.038436,-0.19366,0.021089,-0.08374,0.013437,0.13008,-0.20289,-0.1476,1,-0.041748,-0.19835,0.026937,0.11696,-0.2158,0.075414,-0.062872,-0.25867,-0.039314,0.019999,0.12773,-0.21413,0.071025,-0.34198,0.24216,-0.20427,-0.074169,0.065352,0.095428,-0.079587,-0.12518,-0.11562,-0.023652,-0.16566,-0.058871,-0.18195,-0.17462,-0.14246,0.027421,0.012664,0.22138,0.26409,0.13929,-0.18138,-0.189,-0.21046,0.064264,-0.14198,-0.099975,0.029563,-0.13962,-0.082573,0.13437,0.061864,0.16964,0.15297,-0.085329,0.046184,0.15211,-0.1184,-0.043021,0.20418,0.021118,0.0090983,0.067688,0.1255,0.2048,-0.23918,0.043752,-0.17626,0.1423,0.081226,-0.016373,-0.42025,-0.14743,-0.36662,0.18449
