,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
0,1,0.13746,0.26205,0.14142,0.052853,0.079246,0.013942,-0.052659,-0.17821,0.025012,-0.24578,-0.058936,-0.12184,-0.15199,-0.088613,-0.21976,-0.24265,-0.19042,-0.27108,-0.37615,0.026694,-0.10769,-0.23289,-0.10161,-0.0025833,-0.30585,0.041634,-0.097097,-0.084125,-0.14173,-0.32509,-0.17893,-0.32672,-0.12666,-0.026912,-0.079249,0.089962,0.047027,-0.049859,-0.082015,-0.071677,0.14467,-0.10017,0.21284,-0.18176,0.10987,-0.2004,0.04066,0.10098,-0.20573,0.12817,0.068985,0.23513,0.19326,-0.16201,-0.0030963,-0.1748,0.36039,-0.19395,-0.19575,-0.081413,0.22189,0.038827,0.19657,-0.012685,-0.024162,0.2818,0.032242,-0.088522,0.28097,-0.053207,0.23189,-0.1862,0.032184,0.023098,0.28785,-0.17956,0.11593,-0.23921,-0.0030987,-0.29951,0.040111,-0.10801,0.034482,0.20184,0.21308,0.31332,0.17487
1,0.13746,1,0.14971,0.072032,0.1732,-0.031551,0.16788,0.099449,0.072095,0.22747,-0.13031,0.035313,-0.19164,-0.24178,-0.028908,0.066307,0.0061165,0.068849,-0.17979,0.031851,0.018218,0.060681,-0.22593,-0.16431,-0.024469,0.044074,0.13344,0.022548,0.18097,0.004108,0.0067589,0.18262,-0.14796,0.16432,0.032488,-0.20237,-0.0075162,-0.027971,0.10556,-0.19606,0.112,-0.20476,0.23405,0.28851,-0.033246,-0.076613,-0.01629,0.27965,0.20475,0.1236,-0.0053108,0.088849,0.073431,0.21995,0.31744,0.24352,-0.038954,-0.16076,0.0075747,-0.015871,-0.054552,-0.04838,0.4234,0.10428,0.17652,0.1924,0.083824,0.29308,-0.13628,0.20251,0.011024,0.059544,0.0067699,-0.0084011,0.025521,-0.025366,0.018557,0.12211,0.083334,0.19838,-0.030977,0.10214,-0.054457,0.10866,0.14186,0.15477,-0.31261,0.14154
2,0.26205,0.14971,1,0.11891,0.18552,-0.14594,-0.021157,-0.10187,-0.28989,0.091664,-0.25747,-0.13845,-0.2525,-0.30284,-0.23688,-0.11183,-0.032015,-0.11466,-0.41878,-0.13241,0.073486,-0.11218,-0.089619,-0.3322,-0.078734,-0.01012,0.21354,-0.17491,0.069634,-0.10638,-0.028362,-0.22659,-0.23881,-0.087765,0.11992,0.064559,0.19193,-0.067774,-0.026678,0.15849,0.1447,-0.17376,-0.069514,0.00013188,-0.26563,-0.16815,-0.15494,-0.25058,0.089033,-0.0062408,0.15444,-0.22323,0.20303,-0.20043,0.0071886,0.24014,0.087653,0.025138,-0.2397,0.16299,0.3734,0.065405,0.13219,0.16742,0.079259,0.14776,0.18836,-0.0054205,-0.085238,0.23775,0.057934,-0.14741,-0.16069,-0.1315,0.20911,0.14173,-0.20288,0.19039,-0.10131,0.21342,-0.26061,-0.039062,0.17559,0.05763,-0.14418,0.087137,0.18461,-0.036476
3,0.14142,0.072032,0.11891,1,-0.0548,0.28546,0.091943,0.045537,-0.067107,0.042076,0.2793,0.052813,0.13615,0.026084,0.27285,-0.030809,0.01811,0.22237,0.01676,-0.12546,-0.0030918,0.025341,0.2467,0.021835,0.049225,-0.10697,0.31072,0.038471,0.26043,-0.048836,0.091412,0.043266,0.16163,-0.38516,0.31024,-0.026166,0.19568,-0.24852,0.34115,0.0035139,0.15971,0.035555,-0.083586,0.078528,-0.056274,-0.0030194,0.072348,-0.090149,-0.12634,0.12778,0.14787,0.16902,0.21239,0.050309,-0.078843,0.19899,-0.15313,-0.17375,-0.20909,0.081129,0.29262,0.21147,0.030752,0.199,0.12074,0.043247,0.1507,0.29821,0.23423,-0.058063,0.016491,0.16198,-0.22818,-0.25429,-0.05663,0.078807,-0.024,-0.015681,0.014354,-0.16621,0.21832,-0.058837,0.13041,-0.093408,0.16038,0.15234,-0.1198,0.052675
4,0.052853,0.1732,0.18552,-0.0548,1,-0.18227,0.015576,-0.062624,-0.068782,-0.10884,0.10167,0.16251,0.077893,0.13822,0.19682,0.23439,0.042789,0.22891,-0.014611,0.14681,-0.10087,0.30265,-0.10878,0.23741,0.15136,0.33291,0.0018147,0.0094003,0.25788,0.089193,0.16764,-0.04832,-0.0083091,0.098839,-0.076483,0.088266,0.11061,0.092206,-0.11656,-0.10462,-0.20783,0.099182,0.31149,-0.056245,-0.36607,0.18698,0.16232,0.15622,0.20021,0.046043,0.029948,-0.10042,0.015929,-0.0040148,-0.27544,0.22139,0.032377,-0.0033427,-0.37621,-0.29722,-0.041356,0.068102,-0.048802,0.089862,0.22233,0.2228,0.090166,-0.096256,-0.095908,0.15817,0.15715,0.11453,0.066725,0.11683,-0.13215,0.031196,0.10565,-0.13913,-0.14576,0.077907,-0.22284,-0.25462,-0.047575,0.027769,-0.23279,0.099695,-0.031996,0.068531
5,0.079246,-0.031551,-0.14594,0.28546,-0.18227,1,0.050094,-0.22929,0.14585,-0.069561,0.16574,0.088374,0.14096,0.04629,0.30288,-0.14741,-0.048931,-0.2102,0.14244,-0.11984,-0.0087175,0.065882,0.19057,-0.056446,-0.0043705,0.10136,0.25592,0.021719,0.022625,-0.0070037,0.084934,-0.027372,0.28116,-0.046805,-0.05114,-0.30819,-0.17453,-0.095263,0.091462,-0.13707,0.31792,0.1715,0.13527,-0.11302,0.14908,0.14478,-0.30366,-0.15478,-0.13645,-0.066281,-0.087935,0.059417,0.085951,-0.0049791,0.022226,0.032973,-0.053343,0.090193,-0.11403,-0.078934,-0.02702,0.20935,-0.029386,0.19054,0.11243,-0.12086,0.11906,0.18835,0.024629,-0.18729,0.089839,-0.10443,0.014273,0.06627,0.014272,0.18315,0.14771,0.08221,0.017327,-0.14049,0.08565,0.067576,0.048557,0.063445,0.13919,0.083198,0.12536,0.14925
6,0.013942,0.16788,-0.021157,0.091943,0.015576,0.050094,1,-0.48513,-0.1639,-0.28153,-0.11863,-0.052159,0.078721,-0.22982,0.11096,0.14921,-0.46918,-0.27502,-0.16204,-0.013644,-0.14163,-0.12278,-0.072571,0.090383,-0.16913,0.030967,-0.088434,-0.14933,-0.088158,-0.0043045,-0.30771,0.0070908,0.13826,-0.035123,-0.25739,-0.07357,-0.28233,-0.41254,-0.15495,-0.18133,-0.20328,0.17774,-0.10011,-0.17462,0.10481,0.067446,-0.091477,0.074309,-0.017769,-0.0045411,0.0071607,0.22791,-0.062723,-0.1185,-0.079381,0.018728,-0.073625,0.063687,-0.013225,-0.000945,0.15295,-0.27428,0.26974,0.051006,0.19989,0.15233,-0.095023,0.1701,0.19011,0.036215,0.28532,0.25009,0.16531,0.022848,-0.076475,-0.1635,-0.058348,0.0023128,-0.050293,0.076322,0.048302,0.11079,0.092808,0.15489,0.048127,0.31451,0.34605,0.17847
7,-0.052659,0.099449,-0.10187,0.045537,-0.062624,-0.22929,-0.48513,1,0.3985,0.3598,0.14643,0.073169,0.11861,0.34068,0.080129,0.11716,0.47638,0.40239,0.1898,0.20277,0.25681,0.18102,-0.01409,0.04923,0.43509,-0.013142,0.3046,0.27989,0.49907,0.030242,0.21257,0.25013,-0.10412,0.25993,0.28166,0.42616,0.30299,0.099988,0.25162,0.2144,0.16054,-0.20188,-0.035825,0.24609,-0.083893,0.085047,0.19173,0.35149,-0.18945,0.1035,-0.11177,-0.38269,0.15132,0.011602,0.20182,-0.0017973,-0.15702,-0.12712,0.13333,-0.030303,-0.14687,0.17932,-0.24176,-0.085384,-0.27319,-0.040525,-0.0956,-0.085584,-0.1719,-0.056626,-0.1317,-0.14774,-0.31759,-0.3458,-0.012368,0.025206,-0.1239,-0.0071598,0.054723,-0.013048,-0.024329,-0.1244,0.051093,-0.20711,-0.0055664,-0.20406,-0.42781,-0.0086384
8,-0.17821,0.072095,-0.28989,-0.067107,-0.068782,0.14585,-0.1639,0.3985,1,0.15017,-0.039539,0.23514,0.40989,0.23867,0.060834,0.14329,0.42435,0.11571,0.18137,0.39111,0.18101,0.18705,0.24049,0.15057,0.35399,0.3918,0.18685,-0.13295,0.36722,0.026631,0.080246,0.40744,0.22167,0.25745,0.10998,0.31708,0.16587,-0.021825,0.24929,-0.12707,0.14072,0.087421,0.030563,0.046078,0.027582,0.12696,-0.045389,0.20842,-0.23513,0.18129,-0.19086,-0.10238,0.24766,-0.020278,0.15585,-0.13869,-0.085534,0.06231,0.037005,-0.14166,-0.17016,0.21421,-0.16039,-0.13396,-0.047812,-0.039369,0.10259,0.17812,-0.0074086,-0.13592,0.14763,-0.29009,0.016994,-0.12595,0.11608,0.028293,0.052766,-0.1959,0.082199,0.15908,-0.1375,-0.12315,-0.21065,-0.24627,-0.15567,-0.1744,-0.30126,0.10188
9,0.025012,0.22747,0.091664,0.042076,-0.10884,-0.069561,-0.28153,0.3598,0.15017,1,0.2779,0.1561,0.18051,0.1658,-0.00805,-0.064805,0.20524,0.25801,-0.11634,0.15329,0.086608,0.087803,-0.10552,-0.012584,0.39203,0.055199,0.35738,0.03951,0.23711,0.13046,0.16397,0.31604,0.13375,0.12737,0.12047,-0.058678,-0.021874,0.41952,0.15681,0.057662,0.26512,-0.012083,-0.1604,0.36831,0.22246,-0.031409,0.11938,0.22217,-0.012848,0.014719,-0.06226,0.034726,0.24894,0.0041593,0.2805,0.2313,-0.11158,0.15084,-0.0098504,-0.19213,0.1171,0.066482,0.13556,-0.041435,0.022914,0.18619,-0.014867,0.2508,-0.043963,-0.18463,-0.095194,-0.16206,0.056297,-0.17784,0.1911,0.21057,-0.17984,-0.18732,0.1603,-0.073477,-0.1274,-0.13663,0.16327,-0.061755,0.1554,-0.13056,-0.42168,-0.16935
