,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
20,0.13909,0.26033,0.0065831,0.032594,0.075957,0.17178,0.24397,0.3153,0.063044,0.23927,0.25287,0.027549,0.40411,0.084421,0.17555,0.26554,-0.06318,0.15352,0.065496,-0.094055,1,-0.18388,-0.061061,0.13088,0.033154,-0.086939,0.055226,0.12686,-0.040938,0.11053,-0.064068,-0.11794,0.19541,-0.17697,-0.17681,0.07816,-0.13161,-0.068866,-0.048554,-0.13758,0.17422,-0.22061,-0.17071,-0.13633,0.31411,0.12808,0.12941,-0.12504,-0.14867,0.18422,-0.036968,-0.17644,0.045203,-0.047308,-0.10543,0.007124,0.36093,0.2014,0.079821,0.054146,0.11907,-0.35005,0.15994,0.12634,0.13762,-0.21689,0.34246,-0.14023,-0.076473,-0.1327,0.21331,0.25166,0.012902,0.12348,-0.27477,0.2187,0.11938,-0.022402,-0.21932,-0.035797,0.044785,0.13429,-0.045071,0.24223,-0.29208,-0.18234,0.0349,-0.10326,0.1574,0.088165,-0.23245,-0.1222,0.19931,0.1798,0.074309,0.42987,-0.068199
21,0.087134,0.046921,0.066993,0.16049,0.086606,0.030211,0.14742,0.073212,0.13947,0.14943,0.10533,-0.017088,-0.16415,0.15548,-0.10307,0.099497,0.21361,0.2022,0.001621,-0.057021,-0.18388,1,-0.032757,0.085119,-0.057436,-0.028147,-0.014011,0.036133,-0.23572,-0.27001,0.32178,0.12233,0.19094,0.17642,0.041329,0.0046854,-0.019204,-0.11499,0.20795,0.23905,-0.026385,0.064886,-0.19736,0.10899,-0.038024,0.18478,-0.18659,0.05367,0.12208,-0.20639,0.21625,0.13783,-0.096893,-0.21948,-0.19495,-0.088801,-0.13881,-0.015319,0.070813,-0.17556,0.0094249,-0.019564,-0.15119,-0.13511,-0.21593,0.14987,0.12304,-0.19839,-0.25109,0.10633,-0.11178,-0.31763,-0.25689,-0.28776,-0.16867,-0.09684,0.11843,-0.015046,0.07712,-0.30347,0.011542,-0.12563,0.11934,-0.028261,0.41249,0.21914,-0.031231,0.06238,-0.089618,-0.086598,-0.10246,-0.077538,-0.010181,-0.066908,-0.1573,-0.044279,0.01941
22,0.32268,0.2253,0.37624,0.40105,0.46713,0.36158,0.40904,0.31552,0.21987,0.4343,0.23735,0.28164,0.19877,0.29061,0.18639,0.14774,0.11296,0.16463,0.214,0.16229,-0.061061,-0.032757,1,-0.10998,0.046748,0.023878,0.046541,0.27081,-0.078147,0.15031,-0.17627,0.0086435,-0.043006,-0.001898,-0.089371,0.20809,-0.081375,0.12385,0.15697,-0.06931,0.062005,-0.26916,-0.070742,-0.21721,0.016905,-0.015429,-0.067958,-0.088778,0.16233,-0.34928,0.081271,-0.12294,-0.19812,0.20015,0.14928,-0.048107,-0.14917,0.13165,-0.066997,0.11641,0.20999,-0.014473,-0.07497,-0.048531,-0.062443,0.11055,-0.18294,-0.046407,0.2387,0.049025,0.058223,-0.049574,-0.18561,0.17225,-0.0093591,0.30826,-0.16027,-0.077724,0.10983,0.12761,-0.057277,-0.091708,-0.16018,-0.10969,-0.29042,-0.097213,0.26324,0.065511,-0.17609,0.39373,-0.21544,0.015789,-0.0013122,0.11662,-0.021376,0.36749,0.045892
23,0.058021,0.085961,0.039331,-0.12791,-0.078113,0.085553,-0.1424,-0.073943,-0.098228,-0.029838,0.049088,0.23829,-0.27412,-0.085417,-0.041083,0.065324,-0.021099,-0.11828,0.18435,0.028446,0.13088,0.085119,-0.10998,1,0.083212,-0.056394,0.23667,0.14738,0.007851,-0.1611,0.27033,0.31322,0.24952,0.061444,0.027163,0.21649,0.19373,-0.057414,0.1026,0.10769,0.18962,0.095691,0.14425,0.017582,-0.083345,0.10671,0.17644,-0.089494,-0.077724,0.14346,0.17979,0.098086,0.0010222,-0.018423,-0.097236,0.15231,0.13118,0.042213,0.39989,0.058131,-0.16048,0.037498,0.086279,-0.032485,0.23612,-0.027476,0.34162,0.039588,0.057453,0.064868,0.0034612,0.17929,0.077121,0.10605,-0.28968,-0.085693,0.29181,-0.043419,0.35125,-0.12593,0.13078,-0.14928,-0.12362,0.083552,0.07961,0.23606,-0.12275,0.035143,0.18595,-0.13289,0.24427,-0.022326,-0.03347,0.095349,0.013798,0.066673,-0.078205
24,-0.10128,-0.14842,-0.073297,-0.1376,-0.11309,-0.011981,-0.17893,-0.059947,-0.10031,-0.026305,-0.044359,-0.041168,-0.16313,-0.12521,0.21201,-0.13266,-0.13577,-0.23431,-0.0043123,-0.076917,0.033154,-0.057436,0.046748,0.083212,1,0.067133,0.11289,0.18668,0.182,0.12572,0.099629,-0.07517,-0.12898,-0.0010011,0.05794,0.18359,-0.11814,-0.029123,0.17123,0.12021,-0.061993,-0.18662,0.17947,0.22322,0.25492,0.14336,-0.034728,0.055312,0.0098797,0.25342,-0.23836,0.033725,-0.096108,0.11449,-0.27335,-0.2809,-0.047942,-0.40866,-0.18658,-0.011105,0.1628,0.037746,0.07187,-0.2776,0.2554,-0.053026,0.10742,-0.096193,-0.10129,-0.18139,0.23421,0.18024,-0.2912,0.095813,0.10204,-0.078833,-0.31201,-0.21624,0.050236,0.19045,-0.031002,-0.23265,-0.026942,-0.18825,-0.053217,0.25781,-0.14034,-0.12052,-0.084472,-0.16846,-0.08057,-0.012625,-0.34801,0.12584,0.11331,0.028362,0.030751
25,0.21761,0.20625,-0.046753,0.055457,0.0034366,0.24628,0.17986,0.077474,0.0946,0.0043465,0.043789,0.12949,0.047154,-0.0099871,0.36123,-0.13701,0.053654,0.050213,0.049914,0.03245,-0.086939,-0.028147,0.023878,-0.056394,0.067133,1,-0.14458,-0.088373,0.19583,0.10068,-0.044758,-0.24812,0.10734,-0.0031617,-0.23395,-0.34262,-0.24348,0.11576,0.23947,-0.12455,-0.10259,-0.13552,0.023601,0.16445,-0.063446,-0.07134,-0.18367,0.025648,-0.11008,0.13506,-0.21881,0.14537,-0.1118,-0.033533,-0.21653,0.26299,0.097152,-0.52416,0.043653,0.18487,0.020721,-0.039157,-0.12092,0.25354,-0.33328,0.17319,-0.026133,-0.098584,0.17202,-0.18738,0.084078,0.35285,-0.21745,0.16581,0.10648,0.10717,0.086011,-0.27951,-0.10378,-0.25189,0.09581,-0.19098,0.0069952,-0.06249,0.043519,-0.24862,0.074051,-0.13126,0.060335,-0.010847,-0.043292,-0.0086144,0.14911,-0.15264,0.094799,-0.01035,0.024801
26,-0.26004,-0.07908,-0.20435,-0.13985,-0.19058,-0.24473,-0.15102,-0.21135,-0.37798,-0.24286,-0.25796,0.040279,-0.22122,-0.45825,-0.010327,-0.040382,0.26265,-0.014727,-0.098545,-0.075443,0.055226,-0.014011,0.046541,0.23667,0.11289,-0.14458,1,0.27879,-0.032598,0.0085012,0.14853,0.18481,0.020589,0.12703,-0.013567,0.22552,0.018219,-0.012101,-0.053002,0.020905,0.32593,-0.084545,-0.010161,-0.060809,0.062449,0.1933,0.048675,0.085114,0.26872,-0.10693,0.39775,0.0016659,-0.32753,0.090953,-0.14421,0.028317,0.073184,0.070736,0.14878,0.14614,0.067288,-0.054778,-0.078919,-0.13317,0.029131,-0.014774,0.23054,-0.15041,-0.024032,0.13086,-0.045949,0.0063265,-0.10922,-0.061623,0.15043,0.22464,0.10661,-0.15533,0.22332,0.085321,0.17734,-0.25678,-0.072178,0.10448,0.030817,0.11088,-0.060301,0.21201,-0.33015,0.21266,0.096429,0.22392,0.076531,0.23131,0.10654,0.14193,0.26705
27,-0.14427,-0.063145,-0.042278,-0.038109,-0.0074474,-0.026149,-0.027985,-0.015555,-0.12974,0.17322,-0.055735,-0.041364,0.0062081,0.016535,-0.035831,0.025186,0.10835,0.16631,0.23771,-0.19039,0.12686,0.036133,0.27081,0.14738,0.18668,-0.088373,0.27879,1,-0.068427,0.18328,0.1738,0.21589,-0.14526,0.055434,-0.095982,0.15932,0.28104,-0.10018,0.23652,-0.12145,0.20725,-0.18253,-0.036652,0.18291,0.17023,0.14121,0.011963,0.24767,0.13335,0.0072246,0.21938,0.16031,-0.14257,0.089481,0.077075,-0.23584,0.24954,0.14476,0.2646,-0.21184,-0.05655,0.090262,-0.046384,-0.054188,0.012212,-0.094052,-0.13405,-0.37467,0.2407,0.036761,0.13024,-0.048111,0.026896,0.027522,0.14323,0.07789,-0.05611,0.060317,0.20062,0.23431,-0.18306,-0.030895,-0.14453,0.076132,-0.20825,0.23882,-0.20257,0.19906,0.016803,-0.15971,0.025675,0.088643,0.018107,-0.065704,-0.3329,0.24799,-0.26769
28,-0.081869,-0.23749,-0.26601,-0.23157,-0.15068,-0.1536,-0.21571,-0.034085,-0.17268,-0.24639,-0.22298,0.18918,-0.018246,-0.33921,0.06755,0.056115,-0.19203,-0.12391,-0.090311,-0.060917,-0.040938,-0.23572,-0.078147,0.007851,0.182,0.19583,-0.032598,-0.068427,1,0.16666,0.21806,-0.16257,-0.11942,-0.16892,0.19119,0.19526,-0.015237,-0.04614,0.10568,-0.14683,0.085187,0.067513,0.10343,0.20437,0.081305,0.024617,0.15052,0.081889,-0.23713,0.19032,0.095987,0.10957,0.12899,-0.092314,0.07938,-0.24792,-0.084794,-0.39821,-0.11844,-0.091979,-0.014861,-0.034954,-0.0952,-0.077404,-0.017343,0.022366,-0.039082,0.17915,-0.027011,0.070753,0.071606,0.35657,-0.28244,0.22355,-0.13144,0.023092,0.10874,-0.11425,0.17345,-0.050552,-0.052166,-0.090504,0.2145,0.038958,0.13415,0.035543,0.19471,0.089353,0.10491,-0.017287,-0.11618,-0.45859,0.036523,0.29485,0.14783,-0.20925,-0.3793
29,-0.16302,-0.11782,-0.072449,-0.035387,-0.036631,-0.14428,0.056769,-0.15744,-0.040963,-0.13607,-0.11156,0.089095,0.053645,-0.14414,0.053225,-0.00092983,-0.12131,0.014338,0.070657,0.080861,0.11053,-0.27001,0.15031,-0.1611,0.12572,0.10068,0.0085012,0.18328,0.16666,1,-0.1076,-0.084729,-0.12451,-0.060793,0.21346,0.37015,-0.016387,0.024089,0.27019,-0.079366,-0.001845,-0.1504,-0.18649,0.22861,0.12989,0.021681,0.082425,0.33046,0.017219,-0.07477,-0.1831,0.045587,-0.10276,0.25551,0.29138,0.23365,0.054945,-0.13113,0.10734,0.036954,0.072308,-0.084684,0.18406,0.29466,-0.21132,-0.17267,-0.25793,0.0024301,0.031409,-0.35868,-0.071697,0.063927,-0.15149,0.20962,0.047006,0.28095,-0.0047017,-0.063666,-0.1963,0.007638,-0.067616,-0.1291,-0.1035,-0.0086658,-0.16769,-0.17412,0.026261,-0.08355,-0.17449,0.088635,-0.20646,-0.16795,0.048989,0.019185,-0.023567,0.16118,-0.26787
30,-0.12006,-0.15184,-0.19109,-0.10279,-0.16477,-0.19404,-0.26377,-0.061758,-0.16927,-0.19557,-0.15504,-0.024088,-0.3435,-0.12551,-0.22526,-0.068389,0.084247,0.15083,-0.013106,-0.28261,-0.064068,0.32178,-0.17627,0.27033,0.099629,-0.044758,0.14853,0.1738,0.21806,-0.1076,1,0.21915,-0.12774,0.15952,0.12204,0.28637,0.056417,-0.08644,0.29777,0.033729,0.058052,0.14337,0.046616,0.26254,0.17772,0.27319,0.094523,-0.032576,-0.12536,-0.028151,0.26723,0.25059,0.1018,-0.012448,-0.14592,0.030464,0.1334,-0.28972,0.062662,-0.16455,-0.030975,0.17381,0.018529,-0.16305,-0.039015,0.17214,0.18774,0.028286,0.015996,0.30033,-0.012185,0.0026331,-0.19557,-0.17748,-0.36739,-0.13016,-0.098788,-0.13039,0.12434,-0.047001,0.18158,-0.23711,-0.13613,0.082683,0.27276,0.35509,-0.10129,-0.126,0.14716,-0.045428,0.21708,-0.14636,-0.081048,0.033026,0.15118,-0.10446,-0.081964
31,-0.20567,-0.23043,-0.026991,-0.23139,-0.14625,-0.19943,-0.23959,-0.26047,-0.11277,-0.069269,-0.28658,-0.15372,-0.010468,-0.055168,-0.37004,-0.25086,0.068065,-0.053701,0.12225,-0.15117,-0.11794,0.12233,0.0086435,0.31322,-0.07517,-0.24812,0.18481,0.21589,-0.16257,-0.084729,0.21915,1,0.12542,0.12246,0.20775,0.15465,0.45489,-0.056932,-0.010618,0.2995,-0.054225,0.20916,-0.025883,-0.039915,-0.074156,0.18241,-0.12589,0.012528,0.3659,-0.095822,0.11646,0.11363,-0.079202,0.34149,-0.11972,0.060099,-0.26374,0.093194,0.14627,-0.19853,-0.016732,0.23933,-0.19145,-0.018451,0.0012409,0.030254,-0.10306,0.073167,0.12248,0.080371,-0.10453,0.034392,0.26174,0.17543,-0.046034,-0.014409,0.050861,-0.034302,0.32931,0.11872,-0.036096,0.0023271,-0.10882,0.064277,-0.022576,0.25208,0.01281,0.044995,0.097139,0.21905,0.0042577,-0.052043,-0.039155,-0.15992,0.056215,-0.0036997,-0.035643
32,-0.080003,-0.038108,-0.018279,-0.071135,-0.082288,0.079453,0.067904,-0.16827,-0.11535,0.10221,0.059089,-0.068491,0.045956,-0.089905,-0.087163,0.12556,0.094456,0.054825,-0.060857,-0.21031,0.19541,0.19094,-0.043006,0.24952,-0.12898,0.10734,0.020589,-0.14526,-0.11942,-0.12451,-0.12774,0.12542,1,0.028272,0.15829,-0.0044344,-0.0009149,-0.05994,0.26631,0.069678,0.081697,-0.086534,0.11318,-0.044443,0.020029,0.09237,-0.05541,0.053843,-0.048481,0.10081,0.071689,0.044111,-0.032123,-0.046382,-0.15692,0.1674,0.032724,0.016784,0.059828,0.031193,-0.010747,-0.10374,-0.25525,0.05315,-0.038027,0.13619,0.32899,-0.1488,-0.14605,0.055334,-0.22374,-0.020776,-0.022724,-0.025571,-0.12328,0.14363,0.29816,-0.10149,-0.1326,-0.2794,-0.20823,-0.073021,-0.075066,0.027767,0.14892,-0.084749,0.027251,-0.022927,-0.12177,0.023468,-0.01186,-0.091824,0.056816,-0.075332,0.21109,0.071622,0.096672
33,-0.1993,-0.29309,-0.34389,-0.19891,-0.33271,-0.16272,-0.25219,-0.19279,-0.2761,-0.22964,-0.31105,-0.087657,-0.26482,0.085967,-0.1808,-0.20462,-0.10169,-0.12528,-0.0094499,-0.20665,-0.17697,0.17642,-0.001898,0.061444,-0.0010011,-0.0031617,0.12703,0.055434,-0.16892,-0.060793,0.15952,0.12246,0.028272,1,0.037021,0.090177,0.051134,0.12557,0.070767,-0.022756,0.096199,0.087827,0.02918,0.31186,0.09964,0.22839,0.059066,0.056244,0.059835,0.082087,0.04107,0.074847,0.16533,0.078092,0.0010902,0.21728,0.027322,0.12802,0.093438,0.32379,0.16271,0.092385,0.082465,-0.16214,0.12708,-0.027178,-0.15311,-0.12608,-0.1357,0.052647,0.10923,-0.072837,0.070723,0.023907,-0.085761,0.0046015,0.076857,-0.12325,0.15599,-0.050361,0.28745,-0.023064,-0.21877,0.040956,0.064694,-0.16202,-0.080939,-0.1062,0.20328,0.159,0.16631,-0.067042,0.15914,0.23703,0.029435,-0.07003,0.17705
34,-0.30235,-0.36178,-0.14162,-0.22651,-0.1908,-0.22913,-0.27021,-0.13701,-0.26851,-0.21974,-0.25104,-0.069379,0.074504,-0.21409,-0.19895,0.096305,0.0074638,-0.14677,0.054307,-0.0090517,-0.17681,0.041329,-0.089371,0.027163,0.05794,-0.23395,-0.013567,-0.095982,0.19119,0.21346,0.12204,0.20775,0.15829,0.037021,1,0.26641,0.1922,0.065974,0.029848,0.19878,-0.12455,0.27838,0.21204,0.26089,0.13744,0.088127,0.17114,0.12744,-0.1676,0.14171,0.018887,0.18675,-0.031232,0.25359,0.0083456,0.074634,-0.0012007,-0.00086873,0.0076012,0.021149,-0.046342,-0.25206,-0.043662,-0.17776,0.0046575,-0.26589,-0.27632,0.066295,-0.085265,0.18254,-0.4101,0.15392,0.090607,0.015116,0.019716,0.017088,0.18331,-0.12098,-0.083147,-0.048159,-0.10916,-0.086418,0.19855,0.030124,0.29653,0.012211,0.12177,-0.12211,-0.054139,0.00081657,-0.058961,-0.17694,-0.12753,-0.06681,0.041235,-0.22521,-0.22006
35,-0.12405,-0.14972,-0.042566,-0.017762,-0.05969,-0.16844,-0.2352,-0.18345,-0.10484,-0.11712,-0.13291,0.073465,-0.22943,-0.21145,-0.27448,0.077441,0.08285,0.092988,-0.10008,-0.034649,0.07816,0.0046854,0.20809,0.21649,0.18359,-0.34262,0.22552,0.15932,0.19526,0.37015,0.28637,0.15465,-0.0044344,0.090177,0.26641,1,-0.022347,-0.019114,0.18013,0.073713,0.12102,0.14117,-0.23574,0.16412,0.050972,0.20554,0.20857,0.11023,0.099664,0.085926,0.14215,-0.011401,-0.090275,0.1236,0.092076,-0.17954,-0.22043,-0.066485,0.037926,0.011786,-0.01898,-0.087652,0.099568,-0.070109,0.05894,-0.05358,0.072645,0.058076,-0.0533,0.087865,-0.052612,0.058453,-0.054352,0.052003,-0.25435,0.033369,-0.0026451,-0.13549,0.052475,-0.066559,0.21464,-0.13278,0.099889,0.033685,-0.03445,0.06407,-0.086408,-0.016552,-0.091297,0.21732,-0.042838,-0.071615,-0.029794,0.19423,0.056582,0.26094,-0.10663
36,-0.33438,-0.28151,-0.20491,-0.37991,-0.3331,-0.23108,-0.28757,-0.32826,-0.34151,-0.12269,-0.38722,-0.14163,-0.13225,-0.11022,-0.30623,-0.19084,-0.18962,-0.086794,-0.016087,-0.19621,-0.13161,-0.019204,-0.081375,0.19373,-0.11814,-0.24348,0.018219,0.28104,-0.015237,-0.016387,0.056417,0.45489,-0.0009149,0.051134,0.1922,-0.022347,1,0.16672,-0.10017,0.1489,0.11115,0.21351,0.24092,0.32468,0.096055,0.21778,0.2995,0.27534,0.11899,0.20122,0.24093,0.17778,0.10433,0.26944,0.22719,-0.12141,0.15736,0.36711,0.27466,-0.29223,-0.0043973,0.40021,-0.072444,-0.1162,-0.14681,-0.26232,-0.14044,-0.32204,0.085636,0.10756,-0.099872,-0.022877,0.30518,0.072326,-0.007283,0.0024414,-0.080688,0.031707,0.17556,-0.10108,-0.19685,0.14886,-0.031753,0.076672,-0.08387,-0.029696,-0.13196,0.11987,0.13668,-0.088996,0.13172,-0.0035242,-0.10702,-0.22184,-0.24336,-0.14892,-0.26377
37,-0.061307,-0.028137,-0.18015,-0.11699,-0.1477,-0.025187,0.11184,-0.060891,-0.12341,-0.21914,0.0038155,-0.17699,-0.083383,-0.081233,-0.22348,-0.1545,-0.089459,-0.0095464,-0.27147,-0.1111,-0.068866,-0.11499,0.12385,-0.057414,-0.029123,0.11576,-0.012101,-0.10018,-0.04614,0.024089,-0.08644,-0.056932,-0.05994,0.12557,0.065974,-0.019114,0.16672,1,-0.17214,-0.047679,-0.049207,0.25611,0.073429,0.14638,-0.096924,-0.10442,0.30589,0.072932,-0.049325,-0.1039,0.12272,-0.049851,0.27792,-0.015289,0.19436,-0.070823,-0.074078,0.18653,-0.04209,0.11647,0.36885,0.047653,0.23436,0.050769,-0.31571,0.040303,-0.10339,-0.040184,0.049474,-0.26957,-0.0023744,-0.039693,0.32942,0.037749,-0.012731,-0.072588,-0.10614,-0.4132,-0.00603,0.14644,0.058639,-0.015147,-0.15785,-0.1125,-0.22417,-0.098092,0.080902,-0.034369,0.18051,0.011342,-0.16289,0.24433,-0.15413,0.048083,0.038346,-0.030642,0.28109
38,-0.054479,-0.14336,-0.049532,0.0069486,0.028446,-0.0063497,-0.040423,-0.11354,0.038499,0.019486,-0.038365,0.11959,-0.10265,-0.027101,-0.14807,-0.040881,0.0094756,0.15799,0.19007,-0.0066832,-0.048554,0.20795,0.15697,0.1026,0.17123,0.23947,-0.053002,0.23652,0.10568,0.27019,0.29777,-0.010618,0.26631,0.070767,0.029848,0.18013,-0.10017,-0.17214,1,0.11781,0.0077356,-0.21308,0.030479,0.23301,0.023864,-0.0030302,-0.19225,0.025418,-0.051323,0.0056849,-0.012385,0.21254,-0.19412,0.14365,-0.077367,0.032582,0.14175,-0.29648,0.19387,-0.050173,-0.027539,-0.023869,0.011547,0.055517,-0.13622,-0.032096,0.15619,-0.22506,0.17439,-0.019483,0.029656,0.053414,-0.37198,0.031066,-0.23321,-0.024872,0.17619,-0.19183,0.048845,0.092246,-0.13833,-0.26194,-0.15709,0.13988,0.11282,0.3064,-0.099036,-0.1453,-0.19644,0.0052412,-0.12196,-0.18178,-0.13588,-0.13787,0.022858,-0.099088,-0.055451
39,-0.17897,-0.20514,0.021152,-0.082805,-0.030013,-0.12631,-0.1813,-0.1272,-0.040763,-0.090647,-0.11399,-0.20174,-0.072256,0.013161,-0.18772,-0.18055,-0.024888,-0.18195,-0.1429,0.13093,-0.13758,0.23905,-0.06931,0.10769,0.12021,-0.12455,0.020905,-0.12145,-0.14683,-0.079366,0.033729,0.2995,0.069678,-0.022756,0.19878,0.073713,0.1489,-0.047679,0.11781,1,-0.18608,0.18168,0.084229,0.010637,-0.056363,0.10429,0.050117,-0.24192,0.1319,0.064516,-0.15226,0.098712,-0.037462,0.083026,0.080123,0.027035,0.040301,-0.053104,0.053442,-0.27837,0.055959,0.26179,-0.070626,-0.14733,-0.14588,-0.1094,0.065398,-0.15878,-0.11926,-0.019634,-0.14315,0.16927,-0.070816,-0.23213,-0.070779,-0.067436,0.025343,-0.26169,-0.030148,0.011378,0.02415,0.046532,0.079259,0.29367,0.18821,0.24892,-0.14993,-0.10341,-0.12425,0.17536,-0.1417,0.09221,-0.0066994,-0.24541,-0.31146,0.021161,0.09072
40,-0.28037,-0.077768,-0.26867,-0.20791,-0.28991,-0.21643,-0.059883,-0.22231,-0.38737,-0.24613,0.035068,-0.12226,-0.29281,-0.32118,0.05853,0.10151,0.14941,0.00078074,-0.024642,-0.10803,0.17422,-0.026385,0.062005,0.18962,-0.061993,-0.10259,0.32593,0.20725,0.085187,-0.001845,0.058052,-0.054225,0.081697,0.096199,-0.12455,0.12102,0.11115,-0.049207,0.0077356,-0.18608,1,-0.094517,0.043949,0.2247,0.070151,0.26843,0.18469,0.082514,0.19754,0.2815,0.26849,-0.30909,-0.01777,0.28822,0.15634,-0.052772,0.12252,0.26328,0.4058,0.1623,0.20428,0.090939,-0.07053,0.11227,0.17988,0.15541,0.20309,-0.052974,-0.18223,0.17797,-0.036823,-0.11614,-0.07457,0.11341,-0.040323,0.13863,0.24012,0.11951,0.097226,-0.028598,0.06463,0.18354,0.16334,-0.073297,0.029872,0.117,0.23405,0.21601,-0.017279,0.024278,0.30435,0.060966,-0.010296,0.23474,0.081049,0.063543,0.0052835
41,-0.219,-0.22888,-0.19628,-0.22928,-0.33648,-0.33334,-0.41197,-0.11096,-0.19394,-0.25228,-0.19994,-0.37222,-0.20436,-0.2259,-0.27956,-0.14315,0.037949,-0.1647,-0.12163,0.080118,-0.22061,0.064886,-0.26916,0.095691,-0.18662,-0.13552,-0.084545,-0.18253,0.067513,-0.1504,0.14337,0.20916,-0.086534,0.087827,0.27838,0.14117,0.21351,0.25611,-0.21308,0.18168,-0.094517,1,0.1023,0.1887,0.031742,-0.034453,0.10013,0.21884,-0.085941,0.11339,0.022228,0.093622,0.45684,-0.12883,0.15765,-0.068578,-0.14337,0.021015,0.15879,0.011599,-0.086058,0.1365,-0.076086,-0.33407,0.034366,0.082529,-0.16599,0.068285,0.059403,0.20885,0.046941,-0.094614,0.24597,-0.10792,-0.14032,-0.27331,0.13232,-0.0056741,0.26315,-0.2099,0.1672,0.26561,0.048965,0.034551,0.042288,-0.010449,0.04409,-0.047095,0.14835,-0.090302,0.015781,0.11418,0.078465,-0.016139,0.18941,-0.24852,-0.20774
42,-0.14348,-0.17355,-0.051135,-0.20043,-0.17787,-0.0070264,-0.21199,-0.16749,-0.32339,-0.1055,-0.25658,0.020107,-0.0399,-0.1358,-0.01863,0.011422,0.063016,-0.20283,0.11965,0.055,-0.17071,-0.19736,-0.070742,0.14425,0.17947,0.023601,-0.010161,-0.036652,0.10343,-0.18649,0.046616,-0.025883,0.11318,0.02918,0.21204,-0.23574,0.24092,0.073429,0.030479,0.084229,0.043949,0.1023,1,0.069351,0.13493,0.056376,0.041692,-0.018754,-0.35998,0.046935,-0.020262,0.22954,0.25197,0.075914,0.09999,0.035732,0.24748,-0.11255,0.1657,-0.022547,-0.023971,0.26894,-0.20399,-0.24087,0.23054,-0.09618,0.077249,-0.034218,0.098518,0.15551,0.098758,0.10571,-0.084516,-0.033255,0.096562,-0.020151,-0.012582,-0.11485,0.032163,0.056071,-0.12909,0.13986,0.1016,-0.20243,0.274,0.11179,-0.0037094,-0.10438,-0.093705,-0.12865,0.31511,0.053305,-0.24651,-0.017688,0.10991,-0.27885,0.049737
43,-0.36242,-0.23115,-0.34027,-0.29843,-0.40296,-0.33497,-0.33114,-0.27587,-0.32347,-0.28559,-0.34556,-0.12025,-0.22138,-0.095526,-0.19338,-0.02703,-0.16562,-0.0326,-0.14797,-0.092253,-0.13633,0.10899,-0.21721,0.017582,0.22322,0.16445,-0.060809,0.18291,0.20437,0.22861,0.26254,-0.039915,-0.044443,0.31186,0.26089,0.16412,0.32468,0.14638,0.23301,0.010637,0.2247,0.1887,0.069351,1,0.26452,0.053509,0.27598,0.55782,0.0022225,0.4428,-0.013223,0.084206,0.12353,0.086672,0.069884,-0.072596,0.3034,-0.054963,0.21285,0.0024304,0.094155,0.14283,0.10907,-0.0017923,-0.034434,-0.11511,-0.094605,-0.31512,-0.20209,-0.070952,-0.022357,-0.047216,-0.059007,0.09237,-0.054943,0.059224,-0.17459,-0.15143,-0.15184,-0.1237,-0.029964,-0.21976,0.11544,-0.16755,-0.036164,-0.062188,0.054169,0.038425,0.11904,-0.1214,0.016944,-0.021971,-0.15188,-0.060647,-0.096205,-0.40351,-0.25487
44,-0.20986,-0.19254,-0.093599,-0.14762,-0.21518,-0.076327,-0.19378,0.066692,-0.33553,-0.12099,-0.13076,-0.1037,0.16429,-0.13548,0.070234,-0.089543,-0.24439,0.0090522,-0.041654,-0.43803,0.31411,-0.038024,0.016905,-0.083345,0.25492,-0.063446,0.062449,0.17023,0.081305,0.12989,0.17772,-0.074156,0.020029,0.09964,0.13744,0.050972,0.096055,-0.096924,0.023864,-0.056363,0.070151,0.031742,0.13493,0.26452,1,0.27077,0.18914,0.27453,-0.29554,0.18832,-0.13722,0.23738,0.010843,0.032968,-0.017999,-0.16926,0.25768,0.040338,-0.15799,0.084461,-0.0135,-0.037534,-0.17533,-0.24917,-0.062722,-0.27371,-0.02013,-0.051627,-0.18437,-0.048538,0.17667,0.069582,-0.23947,-0.057768,-0.16911,0.11893,-0.13154,-0.01667,-0.080229,-0.22977,-0.08689,0.12551,-0.28822,0.12827,-0.14492,-0.095194,0.13381,-0.15944,0.23508,-0.1327,-0.19507,0.066149,-0.035705,-0.073572,-0.084404,-0.050888,-0.18107
