,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165
46,0.65342,0.56115,0.52218,0.70373,0.6324,0.59225,0.64959,0.61774,0.58142,0.6919,0.67587,0.56258,0.59108,0.59044,0.56155,0.65446,0.63703,0.58808,0.58617,0.60449,0.56195,0.70598,0.69382,0.49633,0.50645,0.66169,0.61258,0.62814,0.61035,0.66375,0.58867,0.65341,0.56037,0.55599,0.56058,0.57852,0.59375,0.66717,0.54668,0.46843,0.47898,0.52319,0.57649,0.47778,0.55726,0.5794,1,0.41581,0.37836,0.44315,0.25755,0.37544,0.37061,0.31952,0.39935,0.28637,0.34068,0.23721,0.24875,0.23549,0.30563,0.25739,0.35402,0.26157,0.16459,0.21216,0.23369,0.090055,0.16757,0.095434,0.082492,0.18677,0.39987,0.0060822,0.24519,0.15949,0.13137,0.27115,0.15653,-0.11142,0.086737,0.23652,0.25767,0.18708,0.13026,0.32395,0.14133,0.25408,0.25763,0.034861,0.16756,-0.014833,-0.0070824,0.24021,0.10538,0.076687,0.017172,0.11827,-0.15145,0.094516,0.23611,-0.11477,0.18563,0.10932,0.2274,0.06368,7.571e-06,0.11689,-0.047474,-0.013465,-0.072788,-0.089855,0.21873,0.10266,0.15984,0.17125,0.026864,-0.3083,0.033354,0.13906,0.10253,0.094647,0.10011,-0.12515,0.10302,-0.0027475,-0.072971,0.25227,0.27224,0.13982,-0.051655,-0.28062,0.14,0.21879,-0.049745,-0.027499,-0.30864,0.022876,-0.086077,0.058645,-0.32755,0.1388,0.088044,-0.061363,0.15413,0.052026,0.12659,-0.12725,0.24401,-0.16648,-0.0042075,0.03005,-0.13219,-0.10539,0.16902,0.098771,0.0015179,0.31221,0.052173,0.066147,0.12276,-0.072706,0.086043,-0.026261,0.084857,0.2633
47,0.77989,0.61004,0.65255,0.69106,0.62561,0.6795,0.63398,0.65865,0.69905,0.60299,0.58415,0.67864,0.64926,0.67265,0.70089,0.60971,0.75983,0.6757,0.60049,0.70561,0.61643,0.58811,0.58499,0.65045,0.61184,0.7031,0.6792,0.66256,0.6274,0.63922,0.63879,0.61838,0.67015,0.64984,0.65145,0.73951,0.54854,0.52739,0.59099,0.70319,0.63196,0.5368,0.53311,0.57529,0.63927,0.50994,0.41581,1,0.47765,0.49816,0.53977,0.46208,0.51864,0.44432,0.54941,0.39501,0.22717,0.34071,0.23165,0.32065,0.36643,0.3162,0.25822,0.52103,0.15092,0.31383,0.37193,0.2436,0.15942,0.28868,0.061896,0.33162,0.1639,0.22886,0.15262,0.25477,0.54747,0.081048,0.28023,-0.089565,0.17537,0.22247,0.22347,0.018696,0.036515,0.17559,0.26492,-0.062727,0.29215,-0.2057,0.065026,-0.14792,0.22449,-0.050089,0.0076925,0.2357,0.26787,0.11614,-0.091937,-0.053661,0.072552,-0.16783,0.050093,0.077077,0.05148,0.21687,0.049626,0.048586,-0.026506,0.0024411,-0.023503,0.020198,0.19076,-0.12737,-0.14534,0.19244,0.028275,0.024538,-0.11063,0.23613,0.2294,-0.13318,0.17892,0.11225,0.024404,-0.020519,0.26703,0.20019,0.08239,0.10587,-0.27183,-0.35043,0.0051941,0.32955,-0.15199,-0.049807,-0.21505,-0.037284,0.046117,0.23237,-0.19059,0.26091,0.053925,-0.19563,0.16987,0.03144,0.099487,0.00071422,0.017453,0.040852,-0.02895,0.078159,-0.036931,-0.0028182,0.1482,-0.010339,0.079296,0.010877,0.05346,0.32012,0.11654,-0.10833,0.061348,-0.077336,-0.14124,0.11502
48,0.4478,0.51505,0.41293,0.53975,0.50042,0.49811,0.54581,0.57087,0.51784,0.46936,0.49635,0.53166,0.41596,0.57767,0.46178,0.37202,0.58093,0.44507,0.47525,0.5017,0.42218,0.56908,0.47039,0.58829,0.54513,0.50315,0.5004,0.50281,0.60028,0.56465,0.50617,0.42102,0.38874,0.37057,0.45305,0.48114,0.48668,0.53983,0.33182,0.41704,0.44396,0.54679,0.25639,0.39612,0.51248,0.48581,0.37836,0.47765,1,0.45063,0.26778,0.18577,0.42588,0.21397,0.44038,0.17308,0.31322,0.27623,0.43607,0.13384,0.34604,0.05747,0.17642,0.26255,0.30889,0.033946,0.07554,-0.10667,0.27878,0.19207,-0.033289,0.29385,0.1013,0.073329,0.12279,0.11312,0.37591,0.17081,0.34138,0.057927,0.16454,0.4119,0.46518,-0.088895,0.14351,0.19586,0.07999,0.082879,0.19365,0.045971,0.017472,-0.0095374,0.27074,-0.093631,-0.048903,-0.023141,-0.022019,0.082946,0.0092833,0.014986,0.059551,-0.2887,0.032348,-0.10028,-0.004577,0.17341,0.041607,-0.13039,0.077729,0.17067,-0.070676,0.078988,0.050168,-0.091779,0.14377,0.11033,-0.10433,0.13946,-0.098479,0.15972,0.30582,0.011752,0.17398,-0.014504,-0.083132,-0.18331,0.088736,-0.13673,0.24619,-0.082167,-0.23067,-0.10434,-0.062148,0.29924,-0.12699,-0.067679,-0.055879,-0.14616,-0.0054224,0.089466,-0.27302,0.12433,0.013271,-0.066699,-0.20661,0.095684,0.00026892,0.067769,0.12401,0.21168,-0.12418,-0.044297,0.043818,0.024074,0.35391,0.083449,-0.098827,-0.0020436,-0.012766,0.18244,-0.090222,0.016437,-0.12565,0.017397,0.096222,0.15548
49,0.62679,0.71149,0.61906,0.68481,0.71117,0.69606,0.66523,0.59645,0.6288,0.53765,0.65728,0.63442,0.68404,0.63114,0.64546,0.58684,0.60257,0.59376,0.61874,0.58507,0.6683,0.52269,0.50783,0.63626,0.57313,0.46184,0.62554,0.55988,0.54213,0.65925,0.6841,0.64559,0.42152,0.50083,0.58153,0.62088,0.68809,0.56742,0.53455,0.56876,0.50044,0.57092,0.68582,0.63727,0.59751,0.63712,0.44315,0.49816,0.45063,1,0.49177,0.33427,0.52599,0.23799,0.4203,0.40994,0.45282,0.2753,0.25128,0.15417,0.38184,0.21294,0.45845,0.19491,0.27499,0.074739,0.21651,0.044048,0.2699,0.32315,0.13216,0.31065,0.010172,0.073224,0.24767,0.068524,0.27511,0.19631,0.36243,0.14856,0.014113,0.27417,0.38351,0.20313,0.018778,-0.045295,0.31942,0.019762,0.207,-0.13858,0.21879,0.077132,-0.034979,0.13161,0.23502,0.040323,0.17429,-0.013872,-0.19472,0.038784,0.075605,-0.027741,0.40472,0.21544,-0.02964,0.20483,0.1382,0.015139,-0.03469,0.041041,-0.010037,0.064686,0.42858,-0.13205,-0.10397,0.26947,0.086278,-0.1003,-0.33582,0.21851,0.21306,0.137,0.14481,-0.006615,0.059792,-0.10021,0.02541,0.093852,0.29196,0.13958,-0.37632,-0.038289,-0.34324,0.28274,0.15446,0.13741,-0.080035,0.13254,0.039208,-0.062262,-0.17229,0.13136,0.18342,-0.0040211,-0.18316,-0.084527,0.055629,-0.057736,0.28366,-0.21877,0.18116,-0.032264,-0.12032,-0.14913,0.29631,0.14786,-0.0064222,0.20634,-0.26811,0.028521,0.020902,0.032358,0.0039724,-0.27474,0.132,0.01314
50,0.63364,0.57097,0.63101,0.57887,0.50609,0.64438,0.63088,0.56644,0.54433,0.45271,0.64467,0.54869,0.5907,0.54789,0.58788,0.51475,0.536,0.4374,0.4318,0.44799,0.55503,0.42483,0.52174,0.57887,0.52155,0.57309,0.5798,0.46443,0.52453,0.48233,0.55623,0.57255,0.58922,0.54305,0.69127,0.59764,0.54323,0.43372,0.42358,0.5513,0.49939,0.39093,0.55446,0.54672,0.48229,0.41511,0.25755,0.53977,0.26778,0.49177,1,0.45437,0.58595,0.26307,0.24513,0.35237,0.23054,0.28711,0.19387,0.29909,0.27849,0.14316,0.12664,0.40389,0.1254,0.20855,0.13584,0.16115,0.35587,0.42886,0.070518,0.23146,0.11917,0.088941,0.35301,0.11724,0.15605,0.19724,0.34616,-0.12286,0.095826,0.22625,0.086476,-0.020003,0.17163,0.12006,0.37517,-0.15967,0.29164,0.20286,0.15215,-0.12549,0.065962,0.097773,0.20763,0.37689,0.11517,0.15394,0.00099132,0.04311,-0.026764,-0.20273,0.1328,0.2059,0.044645,0.018093,0.24286,0.058924,-0.15056,-0.11452,0.025648,-0.018768,0.4321,-0.077528,0.019815,0.062092,-0.059453,0.033958,-0.41355,0.38851,0.19367,-0.13028,0.13399,0.21274,-0.13318,-0.13718,0.15713,0.15491,0.064208,0.017261,-0.11394,-0.21795,0.066243,0.16499,0.030404,-0.036379,-0.14524,0.076846,-0.031073,0.29079,-0.076789,0.24656,0.1172,-0.2365,-0.052443,-0.17876,0.34917,0.29445,0.18791,0.04726,0.22112,0.0048387,-0.14352,-0.21584,0.18987,-0.043783,0.19174,-0.039198,-0.030945,0.23168,-0.036627,-0.050745,0.16188,-0.15655,-0.1047,0.086407
51,0.61126,0.56166,0.55627,0.51509,0.52692,0.49161,0.57634,0.61214,0.53743,0.5891,0.5025,0.48311,0.62594,0.54648,0.41369,0.52265,0.4963,0.60063,0.55104,0.45355,0.49241,0.5593,0.55841,0.478,0.60612,0.55486,0.52282,0.4984,0.5505,0.5051,0.59908,0.50633,0.44148,0.58765,0.56841,0.51986,0.45463,0.48039,0.54617,0.59093,0.41999,0.42362,0.43024,0.59208,0.43902,0.38042,0.37544,0.46208,0.18577,0.33427,0.45437,1,0.50634,0.45512,0.3288,0.28025,0.191,0.31354,0.14893,0.35194,0.39754,0.20888,0.14314,0.37352,0.25164,0.26929,0.17779,0.42583,0.09892,0.042524,0.14252,0.056446,0.42959,-0.19719,0.28266,-0.022118,0.36422,0.13016,-0.11777,0.046104,0.34406,0.25428,0.29989,0.26978,-0.052492,0.12507,0.48839,-0.1056,0.3832,0.10333,-0.026504,0.050577,0.059678,0.14325,0.27009,0.13638,0.053091,0.13842,-0.024405,0.20595,0.12078,-0.086459,-0.16619,0.018653,-0.10371,0.14264,-0.0011776,0.27457,-0.041317,0.14876,-0.0092432,-0.082882,0.26396,-0.13484,0.047687,0.13021,0.019916,-0.18905,-0.040789,0.044257,0.2588,0.15432,0.090181,0.10734,-0.11247,0.016832,0.14633,0.20785,0.23419,0.19681,-0.011921,-0.18509,0.077303,0.5188,-0.055545,-0.03992,-0.26277,0.029195,-0.13765,0.37564,-0.14578,0.24078,0.1868,-0.10536,0.047189,-0.12391,0.26732,0.099734,-0.0045318,-0.013271,-0.031794,0.088469,-0.3815,-0.15074,0.034935,0.035939,0.042444,0.088704,-0.12033,0.20723,0.013054,-0.070215,0.19824,-0.15163,-0.12496,0.051358
52,0.6113,0.59048,0.59386,0.6167,0.56506,0.63821,0.67519,0.67674,0.67687,0.53176,0.6829,0.64025,0.74021,0.58184,0.65272,0.64035,0.58312,0.57887,0.69146,0.55788,0.572,0.52935,0.55477,0.61828,0.57207,0.55484,0.59953,0.61637,0.73795,0.60804,0.6484,0.55798,0.5964,0.58055,0.63772,0.70562,0.54883,0.56153,0.55365,0.65017,0.50515,0.55162,0.45393,0.55399,0.41253,0.61742,0.37061,0.51864,0.42588,0.52599,0.58595,0.50634,1,0.4925,0.36043,0.51426,0.36879,0.28668,0.11349,0.21688,0.44066,0.29928,0.33926,0.34734,0.20968,0.15241,0.12174,0.05869,0.1974,0.33589,0.21836,0.20278,0.28853,-0.15311,0.44303,0.29888,0.20659,0.031097,0.13748,-0.0016109,0.27562,0.1672,0.3252,-0.086741,0.13996,0.27202,0.2019,-0.055616,0.54413,0.079017,0.16416,-0.1877,0.031748,0.12773,0.034877,0.24959,-0.1885,0.28184,0.16768,0.1558,-0.028283,-0.33682,0.12418,0.092104,0.016617,0.00090008,0.064159,0.041848,-0.02976,-0.090625,0.33499,0.0126,0.35765,-0.22397,-0.041521,0.067842,-0.1006,-0.0019397,-0.26361,0.26869,0.37903,-0.14066,-0.029816,0.18903,0.04663,-0.091285,0.13439,0.15297,0.16658,-0.09342,-0.23901,-0.1595,-0.083488,0.36304,-0.12836,-0.075091,-0.35622,0.16833,-0.12888,0.24184,-0.081,0.20186,0.19014,0.073596,-0.27187,-0.023577,0.21051,-0.051752,0.10563,0.043247,0.15364,0.084363,-0.27268,-0.18806,0.11362,0.067054,0.14454,0.16765,-0.027806,0.1771,-0.14063,-0.09479,0.20396,-0.15242,-0.13096,-0.10667
53,0.55198,0.45332,0.41134,0.51968,0.48425,0.47515,0.47708,0.58377,0.67538,0.44091,0.44728,0.53323,0.47377,0.54906,0.54273,0.5566,0.321,0.46699,0.5087,0.50868,0.35287,0.5458,0.45841,0.40694,0.37677,0.47202,0.46064,0.56051,0.40453,0.3479,0.46034,0.38269,0.49262,0.41505,0.5413,0.47686,0.29542,0.51947,0.33833,0.43058,0.43814,0.39699,0.35405,0.45644,0.42806,0.45528,0.31952,0.44432,0.21397,0.23799,0.26307,0.45512,0.4925,1,0.41638,0.25263,0.092092,0.30536,-0.085345,0.19822,0.26148,0.35478,0.17691,0.20043,0.37148,0.063224,0.25593,0.17369,-0.030176,0.12887,0.20963,0.020619,0.32783,-0.29516,0.27607,0.10092,0.34031,-0.0061442,-0.1951,-0.20526,0.21586,0.33133,-0.0045153,0.17824,-0.063326,0.14815,0.32599,-0.25355,0.33785,0.050169,0.13954,-0.0060878,0.090266,0.13473,0.044444,0.25457,0.15404,0.33136,0.077308,0.071146,0.10053,0.022871,0.037747,-0.006196,0.25513,0.16161,-0.14402,-0.089834,-0.0085502,0.0766,0.043259,0.02664,0.18639,0.085698,-0.13205,-0.24647,0.31748,0.013506,-0.037108,0.095598,0.24234,-0.12664,-0.024471,0.1498,-0.12668,0.18656,-0.14761,0.1865,0.011266,-0.030437,-0.14904,-0.12869,0.0088959,0.30643,-0.18425,-0.13216,-0.24548,0.035365,-0.039477,0.19865,-0.3066,0.11656,0.36818,-0.016943,0.10339,-0.22626,0.058131,0.060501,-0.059337,-0.004477,-0.010561,0.15053,-0.1011,0.24992,-0.10257,0.16565,-0.0070577,0.047822,0.10216,0.0019017,0.14649,-0.11624,0.01216,-0.0056773,-0.11522,0.08243
54,0.52549,0.52586,0.57078,0.499,0.56057,0.48878,0.46844,0.50794,0.58126,0.41802,0.41903,0.49618,0.47027,0.41297,0.50939,0.48789,0.4658,0.65473,0.40591,0.4713,0.38681,0.47091,0.49114,0.52022,0.39437,0.32957,0.45906,0.49046,0.44972,0.42025,0.60042,0.48809,0.45922,0.31102,0.44631,0.56464,0.43247,0.33734,0.52208,0.49469,0.63641,0.44715,0.34105,0.50591,0.48033,0.51652,0.39935,0.54941,0.44038,0.4203,0.24513,0.3288,0.36043,0.41638,1,0.04627,0.16938,0.28749,0.14604,0.27485,0.30538,0.29412,0.21097,0.42417,-0.028917,0.22323,0.22521,0.10804,0.13986,0.25845,-0.060842,0.14726,0.1413,0.033937,0.12265,-0.0015132,0.39542,0.18477,0.079149,-0.080792,0.084545,-0.0093869,0.10013,0.096759,0.11702,0.24513,0.054431,-0.077796,0.14428,-0.10431,0.23643,0.18464,0.023559,0.095296,-0.0036974,0.085709,0.051651,0.16979,-0.12084,-0.051858,-0.017394,-0.18677,0.11614,0.092306,0.21953,0.1998,-0.00063223,0.058379,0.20632,-0.13078,-0.017416,0.033507,0.2014,-0.10165,0.096584,-0.021786,0.19507,-0.088524,-0.081146,0.087551,0.095525,0.048041,-0.046043,-0.32437,0.071675,-0.13247,0.18174,0.40445,0.099447,-0.05371,0.013539,-0.0069029,-0.14197,0.16773,0.012599,0.028963,-0.24619,0.11268,-0.0093432,0.12268,-0.21595,0.27929,0.35069,-0.013572,-0.072978,-0.029812,-0.030393,-0.15612,0.016128,0.06074,-0.0049324,0.18884,-0.02065,0.19185,0.17567,-0.02265,-0.029951,0.059151,-0.098315,0.14586,0.21116,0.0059843,0.10806,-0.011801,-0.091265,0.25389
55,0.51457,0.38463,0.33436,0.55962,0.46612,0.52397,0.50032,0.53618,0.48837,0.48035,0.51315,0.57176,0.57402,0.60107,0.61377,0.6326,0.48944,0.36228,0.50424,0.5688,0.58591,0.42834,0.46729,0.35135,0.37445,0.44487,0.52589,0.46144,0.51537,0.56725,0.48126,0.42459,0.49724,0.55264,0.54941,0.53136,0.54796,0.52614,0.4813,0.38692,0.47424,0.504,0.43359,0.4865,0.46711,0.42218,0.28637,0.39501,0.17308,0.40994,0.35237,0.28025,0.51426,0.25263,0.04627,1,0.31552,0.33553,0.17241,0.27633,0.28549,0.24615,0.54822,0.29704,0.26983,0.17124,0.18133,0.0091447,0.052394,0.4046,0.24558,-0.011047,0.20751,0.052858,0.17078,0.36987,-0.051472,0.1039,0.17835,0.091202,0.41451,0.1123,0.25506,0.11368,0.093623,0.14387,0.28403,0.06483,0.31203,-0.18667,-0.059697,-0.31403,-0.034541,0.0072891,-0.061764,0.16612,-0.048995,-0.0033455,0.22464,0.088681,0.11654,-0.05494,0.21479,0.12916,-0.18133,0.14841,-0.15231,0.032688,-0.22048,0.1412,0.13408,0.072955,0.37128,0.055172,-0.21801,0.20046,-0.019818,0.18475,-0.19313,0.22163,0.1447,-0.20708,0.1429,0.32687,0.13388,-0.090996,-0.015394,0.0129,0.24072,0.018277,-0.27876,-0.010979,0.016936,0.16936,-0.052385,0.26197,0.02364,-0.11556,-0.041651,0.039542,0.034317,-0.045541,0.15481,0.18555,0.0078558,-0.22202,0.14464,0.034303,0.16108,-0.21355,0.078049,0.24099,-0.24845,-0.12276,-0.10813,0.026536,0.058784,0.26449,-0.16186,0.17772,-0.035986,0.10067,0.10498,-0.054672,0.11216,-0.1849
56,0.32442,0.40102,0.41919,0.43995,0.3798,0.45725,0.45514,0.44004,0.41531,0.40359,0.52436,0.36565,0.50509,0.42503,0.44522,0.39673,0.32915,0.38623,0.46599,0.317,0.57709,0.39911,0.38213,0.44772,0.40529,0.33603,0.55576,0.38845,0.44854,0.41092,0.3334,0.44678,0.41533,0.34262,0.42432,0.48258,0.44223,0.4461,0.3856,0.29405,0.20952,0.42321,0.26315,0.30055,0.20269,0.29887,0.34068,0.22717,0.31322,0.45282,0.23054,0.191,0.36879,0.092092,0.16938,0.31552,1,0.061756,0.21289,0.34499,0.66796,0.14641,0.21848,0.27434,0.25088,0.037492,0.040422,-0.017457,0.036677,-0.0039006,-0.017566,0.16003,0.17001,0.073864,0.35486,0.39161,0.16189,0.16344,0.34241,0.24993,0.096999,0.16976,0.12903,-0.09765,-0.14522,0.035724,-0.08372,0.24162,0.20831,0.078269,-0.11035,0.077606,-0.10358,0.1881,0.18984,-0.12235,-0.0014456,-0.013843,-0.15443,-0.01862,0.033432,0.035361,0.1669,-0.089892,-0.19278,0.10362,0.27468,0.11851,-0.068934,0.021948,0.072753,-0.24924,0.28395,0.10476,0.08028,0.35706,-0.17778,-0.0051808,-0.19145,-0.025679,0.34654,0.17513,0.079511,0.14016,-0.061226,-0.10885,-0.14282,-0.20554,0.18518,-0.11344,-0.25343,0.039023,-0.16485,0.37334,0.024648,0.0061346,-0.30077,0.024584,0.11259,-0.027022,0.063719,0.04373,0.11313,-0.083432,-0.086446,0.092424,0.044026,-0.1644,0.026075,-0.1222,0.026352,0.0029225,-0.23688,-0.055621,0.16109,0.13327,-0.088057,0.11876,0.15595,-0.14251,-0.22801,-0.09461,-0.1023,-0.12367,0.40038,0.060197
57,0.38055,0.38957,0.16932,0.51443,0.40328,0.34257,0.35413,0.44673,0.41637,0.41577,0.38485,0.36257,0.35195,0.40145,0.29523,0.36923,0.50582,0.41196,0.28199,0.37196,0.27992,0.31363,0.34716,0.37278,0.47629,0.28032,0.34981,0.28403,0.40148,0.31794,0.45473,0.254,0.39947,0.39427,0.42757,0.27591,0.40456,0.31104,0.19502,0.5545,0.38228,0.27032,0.35812,0.39679,0.43985,0.4017,0.23721,0.34071,0.27623,0.2753,0.28711,0.31354,0.28668,0.30536,0.28749,0.33553,0.061756,1,0.14626,0.41774,0.23638,0.15659,0.16127,0.048366,0.28103,0.21148,0.26868,0.01139,0.24716,0.15985,0.00018403,0.18495,0.17183,-0.29043,0.051293,0.22188,0.11071,0.069668,-0.058044,-0.1448,0.01686,0.26842,0.17364,0.31127,-0.24093,0.042161,0.32056,-0.10288,0.15056,-0.079939,0.39769,0.0049836,0.020023,0.16331,-0.0020436,0.32036,0.085953,0.15333,0.0058742,0.15636,0.097116,0.096195,-0.11129,0.21796,0.081177,-0.10405,-0.086396,0.10068,-0.033525,0.09522,-0.11727,-0.17219,0.18319,-0.13905,-0.15468,-0.0019358,0.15965,0.076621,-0.044126,-0.17155,0.38267,-0.015031,0.12741,-0.02762,-0.23973,0.28813,0.26477,-0.027835,0.083503,0.045652,-0.052113,-0.1389,0.26265,0.1245,-0.082424,0.14115,-0.093905,-0.085856,0.092709,0.29373,-0.45599,0.017938,0.3239,0.077883,-0.031929,-0.47726,-0.025446,0.12314,0.27755,0.02324,-0.13508,0.14593,-0.21398,0.092901,0.1654,0.076233,0.1557,-0.017308,0.070458,0.090384,0.12409,0.36189,-0.14663,-0.074779,-0.020274,0.051761
58,0.24961,0.41773,0.36142,0.35989,0.22141,0.39246,0.36367,0.36234,0.29646,0.3176,0.43522,0.24846,0.19085,0.34778,0.2188,0.27782,0.45476,0.28625,0.27921,0.34859,0.37815,0.25266,0.2693,0.42518,0.33331,0.35088,0.38579,0.27193,0.2715,0.39201,0.40202,0.36106,0.30185,0.27783,0.31075,0.35532,0.32503,0.28761,0.19234,0.24896,0.29955,0.21786,0.29911,0.21498,0.47266,0.15313,0.24875,0.23165,0.43607,0.25128,0.19387,0.14893,0.11349,-0.085345,0.14604,0.17241,0.21289,0.14626,1,0.17693,0.23519,-0.098672,0.24124,0.12612,0.23835,0.16631,0.23885,0.13,0.17766,0.20083,0.036272,0.32763,0.13788,0.14108,0.12962,0.20386,0.26137,0.17817,0.31877,0.14035,0.1571,0.23321,0.30415,-0.088999,-0.065343,-0.0044754,0.20294,0.028663,0.18922,-0.095255,-0.057486,-0.23643,0.01078,0.090248,0.20657,0.082063,-0.049203,-0.084708,-0.00050345,-0.087327,0.27468,-0.14163,0.021946,-0.090587,-0.022336,0.099693,-0.033797,-0.031184,-0.19655,0.067067,-0.2037,-0.12446,0.14596,-0.14758,0.13879,0.18591,-0.11789,-0.023084,0.10293,-0.0028053,0.20082,0.39413,-0.15152,-0.0026385,0.045455,-0.15752,0.0080496,-0.036464,0.079375,0.059545,-0.037906,0.031508,0.1397,0.062743,-0.021218,0.20075,0.027642,-0.17357,-0.061068,0.24353,-0.038761,0.12858,-0.33133,0.02905,0.0041248,-0.1493,0.24564,-0.17278,0.16139,0.19447,-0.14335,0.063356,-0.21489,-0.007957,0.10206,-0.0066571,-0.19041,0.083488,0.26879,0.11837,0.030594,0.089542,-0.062367,0.12109,0.1948,0.016999
59,0.40607,0.50551,0.46891,0.52028,0.37064,0.45856,0.47315,0.51128,0.42099,0.54705,0.43851,0.38335,0.51246,0.43214,0.42021,0.46586,0.49254,0.49656,0.44599,0.39086,0.28989,0.29955,0.3777,0.38459,0.53197,0.40055,0.51761,0.37815,0.46185,0.28741,0.42034,0.43935,0.41947,0.37254,0.42111,0.44026,0.37452,0.34935,0.34465,0.33639,0.38391,0.30084,0.33574,0.51029,0.41765,0.3282,0.23549,0.32065,0.13384,0.15417,0.29909,0.35194,0.21688,0.19822,0.27485,0.27633,0.34499,0.41774,0.17693,1,0.21657,0.24889,0.39179,0.41468,0.212,0.13611,0.061737,0.42152,0.077853,0.1496,0.018198,0.1296,0.26712,-0.12303,0.2528,0.36893,0.18171,0.10167,-0.064959,-0.20801,-0.0028723,0.21656,0.032428,0.022056,-0.042932,0.12556,0.23118,-0.18213,0.11277,-0.041857,-0.10607,-0.10619,0.095221,0.0094565,-0.064899,0.2741,0.15924,0.31843,-0.19703,0.0055996,-0.00032797,0.22778,-0.098109,0.063264,0.058671,-0.095421,-0.034184,0.27208,-0.018344,0.016733,-0.12949,-0.22204,0.035043,0.029214,0.23478,0.10622,-0.02777,0.24007,-0.10654,-0.022396,0.23606,0.04747,-0.048588,0.003512,0.14091,-0.25565,-0.056414,0.04543,0.020025,0.0069034,0.12273,-0.0033927,0.27877,0.040633,-0.28625,0.044669,-0.23042,-0.040372,0.13061,0.24272,-0.17966,0.21933,-0.012697,0.14267,0.026928,-0.33151,0.10026,-0.0060476,-0.096519,0.22494,-0.052793,0.033044,-0.043237,0.08168,0.24379,-0.024112,0.11266,0.018469,0.052898,0.093398,0.088153,0.20245,0.108,-0.2312,0.033039,0.15165
60,0.38313,0.40591,0.42107,0.41252,0.348,0.43142,0.43982,0.46801,0.48079,0.43197,0.46333,0.34253,0.5188,0.44492,0.3542,0.42581,0.4013,0.38864,0.40957,0.37088,0.53639,0.45574,0.39348,0.47153,0.43023,0.38548,0.44468,0.37495,0.39856,0.3984,0.49174,0.36781,0.4919,0.30506,0.47348,0.47528,0.32229,0.35441,0.39961,0.4694,0.32969,0.26351,0.20111,0.36238,0.38055,0.31696,0.30563,0.36643,0.34604,0.38184,0.27849,0.39754,0.44066,0.26148,0.30538,0.28549,0.66796,0.23638,0.23519,0.21657,1,0.10832,0.10314,0.20455,0.11611,0.12094,0.18639,0.20147,0.059567,0.17227,0.27075,0.22809,0.12667,0.20217,0.37856,0.32638,0.29142,0.010666,0.32098,0.14452,0.43277,0.065128,0.23905,0.031331,-0.27471,0.037512,0.18958,0.13476,0.29156,0.0037212,-0.026901,-0.1024,0.04002,0.15648,0.26673,-0.10023,-0.040048,-0.080881,-0.034506,0.023948,0.028158,-0.14519,0.1979,-0.21788,-0.049363,0.14677,0.11749,0.13592,0.15216,0.19162,0.073292,-0.25068,0.2921,-0.11741,-0.10369,0.40746,-0.022563,-0.12951,-0.28633,-0.044863,0.35061,0.062397,0.029186,0.27888,0.14852,0.069755,0.14333,0.11756,0.28886,-0.049324,-0.19255,-0.18331,0.045142,0.49584,-0.090865,-0.1232,-0.29996,0.00291,0.10945,0.061262,-0.15822,0.098442,0.13883,-0.18433,0.04138,-0.0099463,0.051235,-0.1189,0.049478,-0.10511,-0.021516,0.021513,-0.15292,-0.030052,0.10733,0.18864,-0.095451,0.16894,0.24095,0.032036,-0.20338,-0.10128,0.051107,-0.14778,0.089848,-0.24558
