,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184
48,0.80151,0.7879,0.75193,0.71785,0.72868,0.6352,0.73437,0.76737,0.80968,0.66664,0.79646,0.7084,0.62825,0.78341,0.73544,0.77426,0.65771,0.68769,0.67507,0.63642,0.65825,0.67709,0.70048,0.63454,0.74826,0.62222,0.61499,0.67192,0.76745,0.72373,0.6869,0.66236,0.69927,0.69911,0.62347,0.71415,0.66813,0.51147,0.67927,0.5854,0.55432,0.64385,0.67596,0.70299,0.78422,0.61146,0.59177,0.7125,1,0.44711,0.43718,0.65342,0.52735,0.69045,0.46415,0.40006,0.53316,0.34598,0.60408,0.39321,0.4166,0.30464,0.32697,0.29289,0.41006,0.30354,0.50198,0.34973,0.12881,0.5035,0.39663,0.24111,0.25204,0.35082,0.50058,0.32019,0.12549,0.24802,0.32678,0.29373,-0.15956,0.22035,0.25902,0.31459,0.25369,0.074927,0.18536,0.16425,0.24609,0.070741,0.41392,0.0013837,-0.016134,0.04808,-0.077719,0.0089775,0.022023,-0.087512,0.43926,0.24429,0.17481,0.24238,-0.19614,0.00040554,0.062002,0.11291,0.12869,0.17782,0.29026,-0.01667,0.10139,0.17328,0.021975,0.02528,0.038744,-0.054297,-0.32584,0.039371,0.14965,-0.13315,0.23489,0.063168,0.18418,-0.10705,-0.32139,0.080843,0.23937,0.10412,-0.10745,-0.11303,0.080274,0.091907,-0.083374,0.029595,-0.18987,0.27148,-0.16113,0.053926,-0.36895,-0.042055,-0.20923,-0.043862,0.069174,-0.00079766,0.1893,-0.20894,0.073739,0.35677,0.16079,0.24055,0.2746,-0.012087,-0.092472,-0.36142,-0.24722,0.27782,0.19965,-0.043456,-0.012019,-0.10415,0.19553,-0.22387,-0.12708,-0.27887,0.22635,-0.22314,0.091576,0.015589,0.12727,-0.16455,0.0035298,0.27523,0.20085,-0.26896,-0.23981,-0.21344,-0.2919,-0.072719,-0.090888,0.16937,-0.3603,-0.079119,0.17292,0.0018864,-0.033297
49,0.61597,0.58369,0.56476,0.64301,0.64902,0.5106,0.69949,0.68327,0.60593,0.6173,0.59883,0.67966,0.63198,0.54217,0.53534,0.63088,0.67037,0.63018,0.60128,0.53993,0.66866,0.60074,0.68683,0.56474,0.64017,0.66573,0.5877,0.63965,0.5988,0.60666,0.62784,0.61395,0.59398,0.61428,0.55225,0.49496,0.71624,0.64976,0.50508,0.5244,0.61561,0.50753,0.69322,0.62875,0.41118,0.51401,0.38253,0.38336,0.44711,1,0.65775,0.54112,0.45904,0.56149,0.42614,0.47335,0.42714,0.45672,0.5328,0.52928,0.42738,0.35758,0.4592,0.31446,0.43599,0.14532,0.36098,0.10593,0.20097,0.49792,0.10949,0.40436,0.41152,0.31228,0.25135,0.32469,-0.046584,0.064592,0.22892,0.17266,0.16105,0.053569,-0.13671,0.2127,0.21406,0.096343,0.0066129,0.13193,0.19585,0.29763,0.19942,-0.024358,-0.048135,0.31796,-0.30503,0.17088,0.13644,0.23686,0.29415,0.14628,0.025566,0.14099,-0.13075,0.066431,-0.17221,0.17839,0.27569,0.10606,-0.18562,0.17545,-0.012679,0.26014,0.14004,-0.11418,0.0034196,-0.29743,-0.26542,0.03478,0.2582,-0.14625,0.21893,0.10349,0.27763,-0.30497,-0.28998,0.049575,0.2717,0.14437,-0.070343,-0.057729,0.12327,0.0039428,0.032759,0.15219,0.0026102,-0.18254,-0.10765,0.023102,-0.27658,0.037703,-0.16197,0.018192,-0.051499,0.17831,-0.028402,-0.40795,0.0018518,0.2047,0.12783,0.23843,0.30965,-0.10539,-0.15671,-0.1852,-0.047373,0.11219,0.21986,-0.024792,-0.048845,-0.2722,-0.01675,0.066874,-0.077913,-0.14327,0.16345,-0.14586,0.21063,0.10592,-0.13153,0.24509,0.098031,0.11928,0.037855,-0.062444,0.0028424,-0.021439,-0.2789,0.070054,0.16993,-0.034603,0.032945,-0.036544,0.238,-0.11691,-0.2445
50,0.58246,0.60118,0.63347,0.6211,0.66462,0.61219,0.69275,0.58883,0.64858,0.66588,0.65993,0.68867,0.68312,0.55268,0.66451,0.6493,0.70066,0.60221,0.75843,0.68176,0.6595,0.65939,0.64583,0.61516,0.67439,0.7425,0.69353,0.68226,0.63146,0.52782,0.56841,0.64081,0.50123,0.68886,0.61429,0.65093,0.66478,0.50779,0.59042,0.64051,0.56852,0.62446,0.72515,0.48081,0.45946,0.61152,0.58171,0.50003,0.43718,0.65775,1,0.62598,0.36927,0.6932,0.49457,0.57946,0.36118,0.37541,0.54082,0.4847,0.40055,0.3331,0.47513,0.27312,0.6117,0.16105,0.43644,0.16272,0.40814,0.23647,0.18939,0.4883,0.43911,0.29672,0.32173,0.23645,0.14479,0.060975,0.20826,0.26175,0.097215,0.12646,0.17072,0.3795,0.3071,0.13436,0.18486,-0.007501,0.082996,0.36128,0.23561,0.068808,-0.063915,0.3167,-0.18309,0.045363,-0.097038,0.20142,0.43189,0.031823,0.32427,0.021542,-0.25123,0.068237,-0.1287,0.12711,0.16817,0.12279,0.0081084,0.22929,0.013016,0.36942,0.26529,-0.021255,0.084561,-0.070737,-0.18787,-0.048304,0.092218,-0.018379,0.043942,0.20063,0.13578,-0.23889,-0.1175,0.14895,0.092642,-0.00020527,-0.12742,0.051264,0.11,0.13911,0.12654,0.082597,-0.13173,0.038083,-0.1016,-0.059816,-0.34199,0.14297,-0.26345,-0.082064,0.08133,0.064565,-0.00054442,-0.25655,-0.28598,0.25875,0.19293,0.16651,0.080399,-0.18471,-0.068301,-0.059701,-0.232,-0.0083516,0.1361,0.025846,-0.18857,-0.069298,0.039313,-0.073767,0.066127,-0.13546,0.099151,-0.43267,0.05443,0.10187,-0.11564,-0.068281,0.063412,0.33544,0.21467,-0.020532,-0.037215,-0.15126,-0.20024,0.11214,0.11496,0.084361,-0.072336,-0.027309,-0.0018394,-0.016197,0.085119
51,0.76879,0.77479,0.74542,0.73156,0.69967,0.74278,0.77182,0.7946,0.76208,0.70271,0.7755,0.74506,0.77658,0.69188,0.80822,0.82387,0.7913,0.71483,0.73244,0.69567,0.71794,0.78911,0.70032,0.71506,0.77842,0.73955,0.7043,0.77692,0.66287,0.77947,0.65928,0.67995,0.68087,0.82363,0.74456,0.79284,0.71136,0.5665,0.70895,0.72333,0.68723,0.65104,0.75816,0.57544,0.63262,0.58377,0.69757,0.63048,0.65342,0.54112,0.62598,1,0.5018,0.71422,0.63575,0.56443,0.45468,0.60266,0.69181,0.39426,0.57368,0.38558,0.32742,0.42428,0.43469,0.37656,0.55649,0.28477,0.12117,0.34894,0.33704,0.28099,0.36038,0.37899,0.50741,0.24583,0.078137,0.22338,0.45398,0.30716,0.18306,0.27422,0.1355,0.36972,0.38828,0.0034294,-0.018128,0.20736,0.22072,0.32909,0.47083,0.074102,-0.011033,0.0050483,-0.17251,-0.16235,-0.09501,0.20571,0.47974,-0.059827,0.38238,-0.093944,-0.37993,-0.087511,0.028593,-0.090973,0.20685,0.15025,0.20851,0.11751,0.14129,0.21182,0.05524,-0.045521,-0.045889,-0.019553,-0.21158,0.080881,0.18109,-0.15888,0.11792,0.27111,0.27402,-0.1758,-0.15729,0.16721,0.34878,0.1512,-0.10184,-0.012739,0.18629,0.036134,-0.095386,0.12082,-0.094496,0.081723,-0.2153,-0.15857,-0.35026,-0.0051644,-0.21998,-0.016784,0.043597,-0.11387,0.20854,-0.16318,0.010738,0.31457,0.15481,0.10468,0.27352,0.12179,0.06033,-0.25507,-0.2744,0.29055,0.29624,0.02995,-0.14465,-0.078609,0.14066,-0.20872,-0.02449,-0.18307,0.059612,-0.13765,0.06992,0.1725,-0.054367,-0.17133,-0.010728,0.34561,0.21243,-0.19722,-0.19538,-0.12693,-0.26955,-0.018626,0.068302,-0.0027734,-0.085308,0.11142,0.1214,0.13356,-0.042833
52,0.66711,0.60503,0.58296,0.62332,0.64064,0.49142,0.61104,0.5851,0.51717,0.57153,0.56811,0.61025,0.4654,0.57758,0.57329,0.64401,0.65256,0.72717,0.62587,0.50928,0.6241,0.60413,0.52323,0.66756,0.56828,0.57931,0.50527,0.6295,0.57416,0.57822,0.60294,0.55137,0.62881,0.68103,0.46388,0.5522,0.60406,0.57787,0.57561,0.58799,0.58048,0.49622,0.63743,0.65359,0.61238,0.55992,0.54027,0.64506,0.52735,0.45904,0.36927,0.5018,1,0.55862,0.32153,0.25143,0.39314,0.28339,0.41756,0.44449,0.40033,0.20353,0.24741,0.55966,0.48064,0.18865,0.25094,0.29009,0.33633,0.37859,0.18642,0.2435,0.20336,0.25996,0.30118,0.30723,-0.011339,0.36651,0.15527,0.21352,-0.059053,0.18481,-0.14374,0.28321,0.2672,0.36295,0.29939,0.12471,0.33243,0.070621,0.2807,0.22263,0.03216,0.0014719,-0.19458,0.049057,-0.078173,-0.035403,0.30203,-0.099674,0.050433,0.11526,-0.14122,0.10129,-0.16967,0.018483,0.40727,-0.027873,0.090193,0.08277,-0.21106,0.0058641,-0.027367,0.027358,-0.21875,-0.2079,-0.14439,0.036155,0.25214,-0.12428,0.0054388,0.029257,0.31791,-0.15367,-0.41959,-0.098166,0.22713,-0.035679,-0.14077,-0.035185,-0.075713,0.058705,-0.10143,0.1632,-0.19378,0.20669,-0.16671,0.02187,-0.35079,-0.16919,0.098753,-0.072269,-0.085261,-0.096699,-0.11258,-0.13205,-0.10711,0.0083286,-0.18641,0.19671,0.17321,-0.13518,-0.01978,-0.13752,-0.13914,0.39021,0.11872,0.019527,-0.11771,-0.36647,0.06727,-0.20422,-0.14315,-0.15256,0.12241,-0.20952,-0.046569,-0.042408,-0.27822,0.063561,0.11827,0.024656,0.15869,-0.1044,0.036485,-0.023616,-0.059209,-0.003196,0.13455,-0.040578,-0.0072464,0.10981,0.16025,0.056809,-0.23437
53,0.73609,0.7709,0.87125,0.76378,0.80867,0.82582,0.80174,0.77514,0.7974,0.74795,0.83798,0.80375,0.70672,0.81209,0.84178,0.80776,0.80611,0.76361,0.79237,0.7445,0.74999,0.84925,0.82432,0.63948,0.78191,0.7549,0.79325,0.78613,0.74004,0.73411,0.75628,0.72551,0.71334,0.76516,0.68203,0.76109,0.76898,0.70946,0.7284,0.77966,0.69689,0.71114,0.76503,0.63839,0.78411,0.74029,0.76798,0.7326,0.69045,0.56149,0.6932,0.71422,0.55862,1,0.53055,0.5217,0.51689,0.45673,0.71677,0.54599,0.47536,0.47986,0.39006,0.46952,0.61559,0.34501,0.54199,0.18307,0.33241,0.37465,0.25135,0.22313,0.50007,0.58305,0.47478,0.16983,0.13265,0.23362,0.26871,0.34871,-0.0029876,0.083556,0.27201,0.45407,0.29675,0.1612,0.39562,0.13486,0.27335,0.23156,0.45913,0.063508,0.038898,0.097459,-0.086296,-0.15345,0.018267,0.1576,0.47779,0.061432,0.2505,0.073832,-0.080551,0.077935,-0.015563,0.052572,0.25936,0.13653,0.09753,0.23844,0.10654,0.30602,0.027191,-0.058504,-0.096433,-0.16312,-0.30069,-0.06299,0.26836,-0.1138,0.07376,0.21457,0.2494,-0.22108,-0.22711,0.13836,0.17244,-0.050889,-0.01502,0.0097924,0.0023848,0.25771,-0.039061,0.1136,-0.12478,0.080799,-0.17174,-0.12866,-0.35525,0.073626,-0.14197,-0.034623,0.042327,0.068026,0.084444,-0.24824,-0.019627,0.44093,0.12084,0.15529,0.11049,-0.049463,0.043941,-0.21275,-0.19659,0.23633,0.25285,0.055076,-0.17429,-0.16434,0.12026,-0.010039,-0.043146,-0.20582,0.12784,-0.22213,0.1134,0.0066694,-0.081666,-0.17617,-0.00054462,0.21227,0.19701,-0.042725,-0.15867,-0.16996,-0.3028,0.14855,0.12105,-0.00081241,-0.18673,0.039251,-0.043228,-0.038883,-0.03315
54,0.56843,0.59072,0.5968,0.53744,0.49119,0.57565,0.58136,0.52464,0.61849,0.61814,0.65935,0.62359,0.55178,0.58412,0.54048,0.5183,0.5705,0.59171,0.59313,0.52819,0.51679,0.5803,0.57701,0.58838,0.5943,0.68959,0.55325,0.60125,0.53266,0.58465,0.40005,0.56339,0.4935,0.55464,0.59979,0.64091,0.49694,0.43888,0.51247,0.63095,0.3425,0.45253,0.53376,0.47674,0.37906,0.38288,0.48685,0.39172,0.46415,0.42614,0.49457,0.63575,0.32153,0.53055,1,0.30002,0.40096,0.3517,0.3773,0.20817,0.4257,0.31896,0.43243,0.28336,0.29147,0.24683,0.45248,0.26962,0.21194,0.09454,0.17996,0.31085,0.16407,0.26735,0.20895,0.2053,-0.047087,0.15645,0.45638,0.22596,0.029936,0.14849,0.091118,0.20615,0.20388,0.075018,0.057643,0.23469,0.066475,0.26174,0.40962,0.12276,0.1184,0.17662,-0.22219,-0.11998,-0.01298,0.20185,0.32568,0.085322,0.29309,-0.064929,-0.19122,-0.083975,-0.0029857,-0.23994,0.19347,0.077459,0.045931,0.069715,0.17068,0.30486,0.064727,-0.082947,-0.03928,0.065852,0.1206,-0.079834,0.40406,-0.15494,-0.086435,0.28211,0.084514,-0.16793,-0.18797,0.083893,0.18396,0.18159,0.049415,-0.27666,0.15336,0.12621,-0.32642,-0.082264,-0.017227,-0.0099498,-0.27216,0.0092147,-0.37083,-0.072768,-0.09693,0.19478,0.22106,-0.3528,-0.014397,-0.001722,-0.21735,0.38732,0.12672,0.06698,0.28993,0.0030449,0.080046,-0.12861,-0.1929,0.10392,0.23021,-0.040866,-0.33523,0.007657,0.14558,-0.054394,-0.0090917,-0.19258,0.23835,-0.15291,-0.0038769,0.19759,0.034247,0.078466,-0.16057,0.21902,0.16812,-0.0046489,-0.15876,-0.15618,-0.23393,-0.1395,-0.07018,-0.086962,-0.055839,0.012446,0.21645,0.092914,-0.10181
55,0.4785,0.58761,0.48973,0.52662,0.5916,0.48303,0.57335,0.4728,0.50156,0.48931,0.48585,0.52299,0.61605,0.44656,0.62823,0.57963,0.60547,0.56575,0.43976,0.52498,0.52708,0.57669,0.58573,0.47019,0.49116,0.56881,0.45124,0.50852,0.50296,0.48257,0.44441,0.53921,0.43712,0.46866,0.52682,0.51443,0.57668,0.465,0.48342,0.44933,0.50758,0.49835,0.5669,0.48709,0.40983,0.56289,0.50721,0.30946,0.40006,0.47335,0.57946,0.56443,0.25143,0.5217,0.30002,1,0.29819,0.42059,0.60847,0.36596,0.36093,0.21032,0.2507,0.41259,0.35802,0.28162,0.34237,0.083158,0.17221,0.26535,0.19459,0.19254,0.28429,0.22562,0.3788,0.22175,0.066219,0.17773,-0.0032893,0.44113,0.26488,0.18676,0.18796,0.27148,0.28053,0.006784,0.25779,-0.1071,0.51945,0.24125,0.37321,0.10905,0.10259,0.054784,-0.03917,-0.15823,0.055651,0.20938,0.36784,0.03325,0.17465,-0.034621,-0.43846,0.080611,0.11569,0.22385,0.28953,0.21964,0.012409,0.16745,0.025831,0.037232,0.070174,0.12175,0.067623,-0.15946,-0.3241,0.038443,0.080975,-0.069381,0.21574,0.30923,0.33253,0.002011,-0.017931,0.066768,0.037328,0.14401,0.061086,0.0098901,-0.055013,0.10058,0.030521,0.0080891,-0.21873,-0.048539,-0.071869,-0.26468,-0.038693,0.0084499,-0.22294,0.045528,0.24569,0.19912,0.20956,0.025119,0.11119,0.25683,0.083385,0.090038,0.22374,-0.072422,-0.15796,-0.21493,-0.037377,-0.0563,0.14357,-0.14644,0.0010136,-0.11078,-0.046501,0.19688,0.056725,0.025839,-0.01322,-0.23136,0.071448,0.15507,0.0029089,-0.26949,0.080778,0.38157,0.022699,-0.13937,-0.16223,-0.16987,-0.16753,-0.037764,-0.11515,0.087081,-0.058659,-0.11072,0.047337,-0.080171,0.0026478
56,0.64678,0.56133,0.62192,0.53718,0.56752,0.67047,0.59769,0.66588,0.54788,0.6035,0.67069,0.56984,0.50792,0.55505,0.51333,0.47646,0.57995,0.52172,0.5701,0.57674,0.63638,0.54858,0.63319,0.54232,0.68798,0.5855,0.61649,0.55019,0.50336,0.59031,0.52572,0.46832,0.43456,0.56451,0.61233,0.56212,0.51448,0.50801,0.5572,0.59469,0.49227,0.56392,0.47946,0.49536,0.48458,0.51849,0.55864,0.56389,0.53316,0.42714,0.36118,0.45468,0.39314,0.51689,0.40096,0.29819,1,0.3471,0.58211,0.45007,0.4053,0.32241,0.3733,0.377,0.37532,0.25939,0.59224,0.25945,0.23847,0.34704,0.45103,0.24389,0.30754,0.35473,0.31786,0.4687,0.04549,-0.042129,0.43218,0.30037,0.23415,0.12653,-0.063081,0.35945,0.36093,0.17365,0.28042,0.0055239,0.17769,0.30724,0.44069,-0.092612,-0.11,0.03678,-0.12106,0.056352,0.21709,0.077259,0.29956,0.26253,0.053574,0.24044,0.0011869,0.1952,0.048255,0.2056,0.1502,0.25506,0.16382,0.24635,0.13769,0.091452,-0.024768,-0.079723,-0.2223,-0.060007,-0.10578,-0.02074,0.10548,-0.034709,-0.00087921,0.25189,0.24625,-0.075731,-0.2224,0.11435,0.30487,0.013151,0.1633,0.32575,0.11591,0.095027,0.073492,0.207,-0.1587,-0.062452,0.0081882,0.15119,-0.17148,-0.073037,-0.037382,-0.0077446,0.17028,0.062395,0.097326,-0.10944,0.038042,0.34681,0.030047,0.059208,0.25997,-0.037246,-0.17765,-0.25283,-0.20465,0.32073,0.022792,-0.0020821,-0.11169,-0.22461,0.16528,0.0016758,-0.025797,-0.32419,0.053931,-0.094978,-0.0029316,-0.15798,-0.15561,-0.04766,-0.074388,0.18997,0.030769,-0.14899,-0.19113,0.24227,-0.39132,0.22311,0.036923,0.21472,-0.30325,-0.08583,0.23722,-0.27137,0.001402
57,0.49659,0.45265,0.49908,0.5249,0.49559,0.61949,0.48949,0.55723,0.51231,0.4167,0.524,0.41471,0.43161,0.39548,0.39851,0.52348,0.60905,0.48651,0.47871,0.33148,0.34753,0.50534,0.40628,0.41965,0.49613,0.52808,0.51052,0.54725,0.46412,0.53127,0.40752,0.51873,0.46667,0.55928,0.5504,0.51777,0.54415,0.50472,0.53155,0.44829,0.56411,0.44444,0.49116,0.42677,0.37781,0.27863,0.5498,0.29641,0.34598,0.45672,0.37541,0.60266,0.28339,0.45673,0.3517,0.42059,0.3471,1,0.58212,0.53822,0.61949,0.27765,0.16103,0.41279,0.38961,0.25582,0.23917,0.28075,-0.037758,0.25777,0.22541,0.31477,0.32777,0.32123,0.24481,-0.090771,0.17265,0.13752,0.19517,0.31235,0.20787,0.24368,-0.027844,0.18966,0.22212,-0.019722,0.038151,-0.083518,0.32066,0.2461,0.44574,-0.073805,0.15782,-0.12091,-0.062375,-0.13171,0.088013,0.18157,0.43406,0.0082767,0.060675,-0.10314,-0.21328,-0.25503,0.059411,0.14164,0.13554,0.032508,-0.050871,0.29104,-0.057137,0.032771,0.10893,-0.15245,-0.26182,-0.098188,-0.18216,-0.12459,0.026749,-0.11141,0.091273,0.10173,0.20866,-0.13189,0.018738,0.11076,0.16752,0.063798,-0.25938,0.17928,0.0023814,-0.011183,-0.089578,0.30783,0.0015601,0.040365,-0.10679,-0.22711,-0.051423,-0.19101,-0.19779,-0.28064,0.25633,-0.059193,0.14789,-0.10185,0.15506,0.23923,0.032837,0.031393,0.45701,0.057491,-0.22222,-0.29173,0.051684,0.071033,0.091838,-0.053981,-0.12088,-0.064835,0.074496,-0.30321,0.0036828,-0.18305,0.040652,-0.035665,0.31808,0.12096,0.04008,0.072101,-0.0031756,0.15901,-0.016123,-0.24332,-0.15774,0.077061,-0.17263,0.025275,-0.12606,-0.037105,0.019581,0.11049,0.11449,-0.021328,-0.19117
58,0.69256,0.71729,0.74117,0.71726,0.74221,0.75828,0.70381,0.71779,0.71252,0.73871,0.7714,0.67181,0.71729,0.64352,0.62932,0.73815,0.7765,0.66581,0.66962,0.72516,0.65687,0.75531,0.75915,0.58126,0.71625,0.63641,0.7309,0.6741,0.71772,0.68893,0.66356,0.57618,0.56587,0.62293,0.74035,0.67517,0.6709,0.64176,0.70632,0.67223,0.70802,0.71291,0.71786,0.58741,0.55035,0.6368,0.71666,0.56832,0.60408,0.5328,0.54082,0.69181,0.41756,0.71677,0.3773,0.60847,0.58211,0.58212,1,0.51387,0.46994,0.38681,0.32153,0.55633,0.49819,0.25352,0.54946,0.19175,0.20023,0.23811,0.21555,0.24529,0.46885,0.56959,0.38352,0.25714,0.042397,0.14749,0.34554,0.44578,0.23606,0.28688,-0.011097,0.5627,0.30936,0.21389,0.26591,-0.012535,0.45525,0.35591,0.37664,0.018938,0.055841,0.032988,-0.11129,-0.071295,0.25854,0.12472,0.46504,0.17024,0.26881,-0.065192,-0.21357,0.1061,0.064118,0.20311,0.21642,0.14535,0.2352,0.25115,0.12731,0.31811,-0.0073698,-0.060413,-0.11215,-0.23346,-0.33345,-0.11055,0.12896,-0.15915,0.18245,0.21931,0.30586,-0.2481,-0.11974,0.059076,0.24497,-0.02845,-0.00096314,0.11711,0.13691,0.17422,-0.12221,0.12184,-0.088794,-0.10614,-0.11374,-0.051308,-0.12887,-0.08866,-0.22694,-0.13328,0.04743,0.063778,0.15478,-0.16189,0.15974,0.26078,0.084006,0.19969,0.12283,0.14574,0.064668,-0.30741,-0.059575,0.15346,0.29547,0.031818,-0.049637,-0.15863,-0.096775,0.045249,-0.00785,-0.074685,0.023957,-0.11933,0.16776,0.012693,-0.093848,-0.079965,0.11022,0.31965,0.048191,-0.083616,-0.23764,-0.12324,-0.16337,0.093269,-0.026577,0.056161,-0.069443,-0.045521,-0.022315,-0.055091,-0.086182
59,0.49199,0.5572,0.57801,0.49247,0.57045,0.57661,0.56782,0.53981,0.53382,0.49457,0.49836,0.53899,0.5154,0.40481,0.45733,0.48672,0.54356,0.50268,0.6075,0.49431,0.49335,0.58869,0.48682,0.51366,0.55325,0.53847,0.5876,0.51917,0.57648,0.45681,0.48395,0.52338,0.44857,0.52627,0.58242,0.49218,0.52023,0.4914,0.43183,0.47178,0.54056,0.55003,0.58777,0.40546,0.49235,0.42685,0.48914,0.33358,0.39321,0.52928,0.4847,0.39426,0.44449,0.54599,0.20817,0.36596,0.45007,0.53822,0.51387,1,0.39488,0.31511,0.282,0.35968,0.41283,0.20724,0.35365,0.18513,0.056642,0.29773,0.32778,0.032544,0.24855,0.40924,0.35661,0.042093,0.13282,0.028576,-0.048822,0.060942,0.095466,0.013803,-0.25783,0.32351,0.046642,0.28189,0.20197,-0.061972,0.30035,-0.0085234,0.31403,-0.0075663,-0.095384,0.21593,-0.048989,0.17548,0.14835,0.06196,0.30329,-0.037074,0.014536,0.025848,-0.024138,0.17207,0.018276,0.22336,0.11527,0.027394,-0.13907,0.33364,-0.30358,0.16518,0.07645,-0.15824,-0.28499,-0.16408,-0.16257,-0.14029,0.1853,-0.050345,0.022299,0.21548,0.16155,-0.23841,-0.051281,0.015578,0.24229,-0.16534,-0.084425,0.31778,-0.20662,0.10098,0.12831,0.22072,-0.06364,0.064084,0.023748,-0.090252,-0.19241,-0.076028,0.11079,0.0030542,0.11772,0.36232,0.025771,-0.11232,0.028163,0.22214,0.076138,0.29774,0.21341,-0.10038,-0.10083,-0.20366,0.011116,0.29983,0.058598,-0.10582,-0.065261,-0.30176,-0.086485,-0.30837,-0.25192,-0.19209,-0.028074,-0.26985,0.19187,0.17332,-0.14641,0.11152,0.12721,0.069961,0.038784,-0.10134,0.041785,-0.025583,-0.39676,0.1668,0.018414,0.013188,-0.06741,-0.080773,0.12869,-0.29529,0.053297
60,0.5083,0.56649,0.51875,0.57386,0.56312,0.54836,0.58891,0.58275,0.54872,0.5934,0.54527,0.61455,0.48488,0.48255,0.47718,0.56681,0.61652,0.54658,0.53766,0.43491,0.42745,0.5551,0.46595,0.56288,0.52435,0.53092,0.59524,0.59117,0.50535,0.59838,0.51903,0.52003,0.65365,0.64648,0.52287,0.55579,0.51766,0.51173,0.5868,0.59264,0.57178,0.45873,0.54023,0.56487,0.38024,0.37347,0.58738,0.51301,0.4166,0.42738,0.40055,0.57368,0.40033,0.47536,0.4257,0.36093,0.4053,0.61949,0.46994,0.39488,1,0.51276,0.2758,0.32604,0.50104,0.26029,0.4437,0.37469,0.29173,0.40433,0.38015,0.39584,0.20114,0.27876,0.26769,-0.023161,0.11011,0.30582,0.17972,0.34001,0.23722,0.2536,0.12552,0.1828,0.21063,0.13798,0.049481,0.098485,0.30113,0.26359,0.27421,-0.10714,0.086965,0.06503,-0.22412,-0.21726,0.11534,0.013536,0.26769,0.040107,0.21973,-0.081684,-0.27556,-0.16394,-0.10581,0.012095,0.074659,-0.078888,-0.039256,0.26423,0.069437,0.19644,0.13396,-0.031968,-0.14231,-0.035508,-0.20003,0.067859,0.26813,-0.12739,0.038255,0.18497,0.24663,-0.07607,-0.034674,0.05495,0.25422,0.12081,0.019683,0.075496,0.057811,0.0040653,0.13551,0.2362,-0.089706,0.11883,-0.024054,-0.090711,-0.17244,-0.13164,-0.041863,-0.13293,0.021728,-0.059211,0.051792,-0.080186,0.0035561,0.277,0.3087,-0.073674,0.17596,0.099042,-0.23176,0.064994,-0.1273,0.096273,0.1026,-0.17439,-0.21385,-0.23096,-0.14053,-0.19002,0.022773,-0.26384,-0.069125,0.022087,0.28177,0.21201,-0.099211,-0.092934,-0.13579,-0.020352,0.077541,-0.30067,-0.23497,-0.057937,-0.1859,0.047698,-0.078822,0.030679,-0.21654,0.18046,0.23905,0.14424,-0.14197
